	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026197_Brettanomyces_custersianus
2851	OG0002851	YOR001W	genemark-flattened_line_12-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.90&CDS=1-2463
2852	OG0002852	YOR002W	maker-flattened_line_0-snap-gene-8.136-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.136&CDS=1-2655
2853	OG0002853	YOR004W	genemark-flattened_line_60-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.49&CDS=1-783
2854	OG0002854	YOR005C	augustus_masked-flattened_line_46-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.37&CDS=1-3729
2855	OG0002855	YOR006C	genemark-flattened_line_32-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.183&CDS=1-882
2856	OG0002856	YOR007C	genemark-flattened_line_32-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.184&CDS=1-1032
2857	OG0002857	YOR008C	genemark-flattened_line_16-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.96&CDS=1-900
2858	OG0002858	YOR014W	maker-flattened_line_34-augustus-gene-0.346-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.346&CDS=1-2607
2859	OG0002859	YOR017W	genemark-flattened_line_4-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.43&CDS=1-2019
2860	OG0002860	YOR020C	genemark-flattened_line_4-processed-gene-5.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.44&CDS=1-312
2861	OG0002861	YOR021C	genemark-flattened_line_8-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.28&CDS=1-612
2862	OG0002862	YOR022C	genemark-flattened_line_8-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.43&CDS=1-2133
2863	OG0002863	YOR025W	genemark-flattened_line_14-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.59&CDS=1-1104
2864	OG0002864	YOR027W	genemark-flattened_line_14-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.103&CDS=1-1734
2865	OG0002865	YOR028C	snap_masked-flattened_line_66-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.121&CDS=1-483
2866	OG0002866	YOR035C	snap_masked-flattened_line_10-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.9&CDS=1-2118
2867	OG0002867	YOR036W	genemark-flattened_line_26-processed-gene-1.267-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.267&CDS=1-816
2868	OG0002868	YOR037W	genemark-flattened_line_26-processed-gene-1.266-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.266&CDS=1-1698
2869	OG0002869	YOR038C	genemark-flattened_line_26-processed-gene-1.223-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.223&CDS=1-3153
2870	OG0002870	YOR039W	genemark-flattened_line_26-processed-gene-1.262-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.262&CDS=1-777
2871	OG0002871	YOR042W	genemark-flattened_line_2-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.78&CDS=1-1017
2872	OG0002872	YOR043W	genemark-flattened_line_28-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.78&CDS=1-1041
2873	OG0002873	YOR046C	genemark-flattened_line_54-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.91&CDS=1-1482
2874	OG0002874	YOR048C	genemark-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.93&CDS=1-3069
2875	OG0002875	YOR051C	genemark-flattened_line_18-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.141&CDS=1-1224
2876	OG0002876	YOR052C	genemark-flattened_line_2-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.60&CDS=1-543
2877	OG0002877	YOR056C	augustus_masked-flattened_line_4-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.122&CDS=1-2211
2878	OG0002878	YOR057W	snap_masked-flattened_line_4-processed-gene-5.68-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.68&CDS=1-1086
2879	OG0002879	YOR058C	genemark-flattened_line_4-processed-gene-5.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.40&CDS=1-2259
2880	OG0002880	YOR061W	genemark-flattened_line_8-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.70&CDS=1-1017
2881	OG0002881	YOR063W	genemark-flattened_line_0-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.7&CDS=1-1167
2882	OG0002882	YOR064C	genemark-flattened_line_2-processed-gene-7.100-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.100&CDS=1-747
2883	OG0002883	YOR065W	genemark-flattened_line_2-processed-gene-7.101-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.101&CDS=1-918
2884	OG0002884	YOR067C	genemark-flattened_line_32-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.130&CDS=1-1662
2885	OG0002885	YOR069W	genemark-flattened_line_82-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.41&CDS=1-2190
2886	OG0002886	YOR070C	maker-flattened_line_16-augustus-gene-2.78-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.78&CDS=1-1605
2887	OG0002887	YOR074C	genemark-flattened_line_2-processed-gene-7.79-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.79&CDS=1-885
2888	OG0002888	YOR075W	genemark-flattened_line_82-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.29&CDS=1-1041
2889	OG0002889	YOR077W	genemark-flattened_line_28-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.97&CDS=1-798
2890	OG0002890	YOR085W	genemark-flattened_line_24-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.60&CDS=1-996
2891	OG0002891	YOR087W	genemark-flattened_line_2-processed-gene-5.40-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.40&CDS=1-1935
2892	OG0002892	YOR089C	genemark-flattened_line_2-processed-gene-5.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.38&CDS=1-645
2893	OG0002893	YOR090C	genemark-flattened_line_2-processed-gene-5.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.8&CDS=1-1731
2894	OG0002894	YOR091W	augustus_masked-flattened_line_2-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.137&CDS=1-957
2895	OG0002895	YOR093C	augustus_masked-flattened_line_4-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.94&CDS=1-4644
2896	OG0002896	YOR095C	augustus_masked-flattened_line_2-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.9&CDS=1-789
2897	OG0002897	YOR100C	genemark-flattened_line_20-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.19&CDS=1-888
2898	OG0002898	YOR103C	genemark-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.32&CDS=1-399
2899	OG0002899	YOR104W	genemark-flattened_line_14-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.144&CDS=1-450
2900	OG0002900	YOR106W	genemark-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.15&CDS=1-831
2901	OG0002901	YOR111W	genemark-flattened_line_18-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.97&CDS=1-651
2902	OG0002902	YOR113W	genemark-flattened_line_58-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.61&CDS=1-2016
2903	OG0002903	YOR115C	genemark-flattened_line_18-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.59&CDS=1-999
2904	OG0002904	YOR116C	genemark-flattened_line_30-processed-gene-1.168-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.168&CDS=1-4416
2905	OG0002905	YOR117W	genemark-flattened_line_30-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.171&CDS=1-1284
2906	OG0002906	YOR118W	genemark-flattened_line_14-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.86&CDS=1-1752
2907	OG0002907	YOR119C	genemark-flattened_line_14-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.105&CDS=1-1479
2908	OG0002908	YOR122C	genemark-flattened_line_14-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.109&CDS=1-378
2909	OG0002909	YOR123C	genemark-flattened_line_14-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.110&CDS=1-1362
2910	OG0002910	YOR124C	genemark-flattened_line_14-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.88&CDS=1-3813
2911	OG0002911	YOR125C	genemark-flattened_line_2-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.63&CDS=1-669
2912	OG0002912	YOR126C	genemark-flattened_line_6-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.25&CDS=1-762
2913	OG0002913	YOR128C	snap_masked-flattened_line_28-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.110&CDS=1-3312
2914	OG0002914	YOR130C	genemark-flattened_line_14-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.99&CDS=1-903
2915	OG0002915	YOR131C	genemark-flattened_line_24-processed-gene-1.355-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.355&CDS=1-702
2916	OG0002916	YOR132W	genemark-flattened_line_38-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.146&CDS=1-1587
2917	OG0002917	YOR134W	genemark-flattened_line_8-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.97&CDS=1-1995
2918	OG0002918	YOR136W	genemark-flattened_line_12-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.87&CDS=1-1125
2919	OG0002919	YOR141C	genemark-flattened_line_4-processed-gene-5.10-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.10&CDS=1-2508
2920	OG0002920	YOR142W	genemark-flattened_line_4-processed-gene-5.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.11&CDS=1-972
2921	OG0002921	YOR143C	augustus_masked-flattened_line_26-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.169&CDS=1-924
2922	OG0002922	YOR144C	snap_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.45&CDS=1-2211
2923	OG0002923	YOR145C	genemark-flattened_line_40-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.104&CDS=1-792
2924	OG0002924	YOR148C	genemark-flattened_line_8-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.70&CDS=1-615
2925	OG0002925	YOR149C	maker-flattened_line_8-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.147&CDS=1-2391
2926	OG0002926	YOR150W	genemark-flattened_line_62-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.43&CDS=1-528
2927	OG0002927	YOR151C	augustus_masked-flattened_line_62-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.25&CDS=1-3834
2928	OG0002928	YOR154W	genemark-flattened_line_4-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.141&CDS=1-2070
2929	OG0002929	YOR155C	augustus_masked-flattened_line_62-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.27&CDS=1-1383
2930	OG0002930	YOR157C	genemark-flattened_line_92-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.32&CDS=1-801
2931	OG0002931	YOR158W	genemark-flattened_line_22-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.79&CDS=1-963
2932	OG0002932	YOR159C	augustus_masked-flattened_line_10-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.94&CDS=1-261
2933	OG0002933	YOR160W	genemark-flattened_line_10-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.114&CDS=1-2892
2934	OG0002934	YOR161C	genemark-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.66&CDS=1-1677
2935	OG0002935	YOR163W	genemark-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.98&CDS=1-723
2936	OG0002936	YOR164C	genemark-flattened_line_16-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.62&CDS=1-984
2937	OG0002937	YOR165W	augustus_masked-flattened_line_16-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.118&CDS=1-2802
2938	OG0002938	YOR166C	genemark-flattened_line_10-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.43&CDS=1-1224
2939	OG0002939	YOR168W	genemark-flattened_line_20-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.31&CDS=1-2451
2940	OG0002940	YOR174W	genemark-flattened_line_56-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.87&CDS=1-822
2941	OG0002941	YOR175C	genemark-flattened_line_56-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.112&CDS=1-1905
2942	OG0002942	YOR176W	genemark-flattened_line_56-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.84&CDS=1-1170
2943	OG0002943	YOR181W	maker-flattened_line_4-snap-gene-4.5-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.5&CDS=1-1470
2944	OG0002944	YOR184W	genemark-flattened_line_62-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.60&CDS=1-1164
2945	OG0002945	YOR185C	snap_masked-flattened_line_8-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.117&CDS=1-660
2946	OG0002946	YOR187W	maker-flattened_line_6-augustus-gene-3.127-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.127&CDS=1-3000
2947	OG0002947	YOR188W	genemark-flattened_line_6-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.41&CDS=1-3417
2948	OG0002948	YOR191W	genemark-flattened_line_8-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.83&CDS=1-4389
2949	OG0002949	YOR194C	genemark-flattened_line_16-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.120&CDS=1-747
2950	OG0002950	YOR195W	genemark-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.104&CDS=1-2292
2951	OG0002951	YOR196C	genemark-flattened_line_16-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.107&CDS=1-1188
2952	OG0002952	YOR197W	maker-flattened_line_4-augustus-gene-2.57-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.57&CDS=1-2637
2953	OG0002953	YOR198C	genemark-flattened_line_16-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.121&CDS=1-1503
2954	OG0002954	YOR201C	genemark-flattened_line_22-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.17&CDS=1-1185
2955	OG0002955	YOR202W	genemark-flattened_line_2-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.73&CDS=1-660
2956	OG0002956	YOR204W	genemark-flattened_line_0-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.8&CDS=1-1923
2957	OG0002957	YOR205C	maker-flattened_line_12-augustus-gene-1.97-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-1.97&CDS=1-2352
2958	OG0002958	YOR206W	genemark-flattened_line_12-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.35&CDS=1-2118
2959	OG0002959	YOR207C	genemark-flattened_line_12-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.36&CDS=1-3426
2960	OG0002960	YOR209C	genemark-flattened_line_0-processed-gene-9.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.94&CDS=1-1236
2961	OG0002961	YOR210W	maker-flattened_line_0-snap-gene-9.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-9.2&CDS=1-711
2962	OG0002962	YOR211C	genemark-flattened_line_46-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.88&CDS=1-2751
2963	OG0002963	YOR212W	augustus_masked-flattened_line_14-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.121&CDS=1-1230
2964	OG0002964	YOR215C	genemark-flattened_line_14-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.68&CDS=1-588
2965	OG0002965	YOR216C	genemark-flattened_line_14-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.54&CDS=1-1455
2966	OG0002966	YOR217W	genemark-flattened_line_80-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.71&CDS=1-2445
2967	OG0002967	YOR222W	genemark-flattened_line_10-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.116&CDS=1-918
2968	OG0002968	YOR224C	genemark-flattened_line_16-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.110&CDS=1-441
2969	OG0002969	YOR228C	genemark-flattened_line_12-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.33&CDS=1-888
2970	OG0002970	YOR232W	genemark-flattened_line_4-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.87&CDS=1-744
2971	OG0002971	YOR233W	genemark-flattened_line_4-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.85&CDS=1-2472
2972	OG0002972	YOR239W	genemark-flattened_line_12-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.61&CDS=1-969
2973	OG0002973	YOR241W	augustus_masked-flattened_line_26-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.123&CDS=1-1611
2974	OG0002974	YOR243C	maker-flattened_line_46-augustus-gene-0.175-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.175&CDS=1-3252
2975	OG0002975	YOR245C	maker-flattened_line_60-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.92&CDS=1-2547
2976	OG0002976	YOR249C	genemark-flattened_line_34-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.165&CDS=1-2415
2977	OG0002977	YOR250C	genemark-flattened_line_2-processed-gene-5.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.29&CDS=1-1452
2978	OG0002978	YOR251C	genemark-flattened_line_22-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.77&CDS=1-993
2979	OG0002979	YOR252W	genemark-flattened_line_40-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.144&CDS=1-501
2980	OG0002980	YOR254C	genemark-flattened_line_12-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.37&CDS=1-2016
2981	OG0002981	YOR257W	augustus_masked-flattened_line_24-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.33&CDS=1-411
2982	OG0002982	YOR259C	genemark-flattened_line_18-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.62&CDS=1-1323
2983	OG0002983	YOR260W	genemark-flattened_line_18-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.42&CDS=1-1401
2984	OG0002984	YOR261C	genemark-flattened_line_28-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.196&CDS=1-1149
2985	OG0002985	YOR262W	genemark-flattened_line_12-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.83&CDS=1-1161
2986	OG0002986	YOR265W	genemark-flattened_line_12-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.59&CDS=1-324
2987	OG0002987	YOR267C	augustus_masked-flattened_line_46-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.24&CDS=1-2778
2988	OG0002988	YOR269W	genemark-flattened_line_22-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.61&CDS=1-1698
2989	OG0002989	YOR271C	augustus_masked-flattened_line_46-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.43&CDS=1-1716
2990	OG0002990	YOR272W	augustus_masked-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.72&CDS=1-1671
2991	OG0002991	YOR274W	snap_masked-flattened_line_2-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.24&CDS=1-1383
2992	OG0002992	YOR275C	genemark-flattened_line_16-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.141&CDS=1-2217
2993	OG0002993	YOR278W	genemark-flattened_line_36-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.114&CDS=1-783
2994	OG0002994	YOR281C	genemark-flattened_line_80-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.81&CDS=1-747
2995	OG0002995	YOR283W	genemark-flattened_line_0-processed-gene-6.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.51&CDS=1-690
2996	OG0002996	YOR285W	genemark-flattened_line_8-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.57&CDS=1-672
2997	OG0002997	YOR287C	genemark-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.60&CDS=1-588
2998	OG0002998	YOR289W	genemark-flattened_line_18-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.125&CDS=1-636
2999	OG0002999	YOR291W	genemark-flattened_line_6-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.55&CDS=1-4206
3000	OG0003000	YOR294W	genemark-flattened_line_10-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.58&CDS=1-1428
3001	OG0003001	YOR296W	genemark-flattened_line_10-processed-gene-3.56-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.56&CDS=1-3171
3002	OG0003002	YOR298W	augustus_masked-flattened_line_24-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.140&CDS=1-1002
3003	OG0003003	YOR301W	genemark-flattened_line_66-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.1&CDS=1-1431
3004	OG0003004	YOR303W	maker-flattened_line_0-augustus-gene-3.147-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.147&CDS=1-3411
3005	OG0003005	YOR305W	genemark-flattened_line_44-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.153&CDS=1-933
3006	OG0003006	YOR307C	augustus_masked-flattened_line_30-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.80&CDS=1-1368
3007	OG0003007	YOR308C	augustus_masked-flattened_line_44-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.95&CDS=1-1158
3008	OG0003008	YOR310C	genemark-flattened_line_8-processed-gene-3.48-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.48&CDS=1-1530
3009	OG0003009	YOR311C	augustus_masked-flattened_line_16-processed-gene-2.194-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.194&CDS=1-1311
3010	OG0003010	YOR315W	augustus_masked-flattened_line_18-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.33&CDS=1-1572
3011	OG0003011	YOR317W	genemark-flattened_line_0-processed-gene-6.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.52&CDS=1-2109
3012	OG0003012	YOR320C	genemark-flattened_line_0-processed-gene-7.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.41&CDS=1-1728
3013	OG0003013	YOR322C	genemark-flattened_line_2-processed-gene-8.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.98&CDS=1-2361
3014	OG0003014	YOR323C	genemark-flattened_line_20-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.63&CDS=1-1332
3015	OG0003015	YOR326W	genemark-flattened_line_10-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.111&CDS=1-4713
3016	OG0003016	YOR329C	snap_masked-flattened_line_76-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.26&CDS=1-1926
3017	OG0003017	YOR330C	genemark-flattened_line_8-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.165&CDS=1-3492
3018	OG0003018	YOR332W	snap_masked-flattened_line_8-processed-gene-4.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.69&CDS=1-690
3019	OG0003019	YOR335C	genemark-flattened_line_38-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.96&CDS=1-2925
3020	OG0003020	YOR336W	genemark-flattened_line_38-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.108&CDS=1-4359
3021	OG0003021	YOR340C	genemark-flattened_line_8-processed-gene-4.194-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.194&CDS=1-1035
3022	OG0003022	YOR341W	genemark-flattened_line_2-processed-gene-8.82-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.82&CDS=1-8115
3023	OG0003023	YOR344C	genemark-flattened_line_44-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.159&CDS=1-819
