	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034933_Kuraishia_molischiana
2822	OG0002822	YNL126W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.76&CDS=1-2208
2823	OG0002823	YNL127W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.77&CDS=1-2892
2824	OG0002824	YNL128W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.78&CDS=1-933
2825	OG0002825	YNL129W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.91&CDS=1-744
2826	OG0002826	YNL131W	augustus_masked-NODE_31_length_88113_cov_17.9344_ID_61-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_31_length_88113_cov_17.9344_ID_61-processed-gene-0.118&CDS=1-411
2827	OG0002827	YNL132W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.121&CDS=1-3144
2828	OG0002828	YNL135C	genemark-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.101&CDS=1-423
2829	OG0002829	YNL137C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.146&CDS=1-2313
2830	OG0002830	YNL138W	maker-NODE_4_length_469448_cov_18.9383_ID_7-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_4_length_469448_cov_18.9383_ID_7-augustus-gene-2.7&CDS=1-1575
2831	OG0002831	YNL138W-A	genemark-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.97&CDS=1-165
2832	OG0002832	YNL139C	snap_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.16&CDS=1-4581
2833	OG0002833	YNL141W	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.68&CDS=1-1071
2834	OG0002834	YNL142W	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.10&CDS=1-1425
2835	OG0002835	YNL147W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.130&CDS=1-342
2836	OG0002836	YNL148C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.152&CDS=1-711
2837	OG0002837	YNL149C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.151&CDS=1-405
2838	OG0002838	YNL151C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.150&CDS=1-693
2839	OG0002839	YNL152W	snap_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-0.17&CDS=1-1083
2840	OG0002840	YNL153C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.70&CDS=1-387
2841	OG0002841	YNL155W	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.77&CDS=1-771
2842	OG0002842	YNL161W	maker-NODE_15_length_340529_cov_18.2287_ID_29-snap-gene-2.84-mRNA-1_1&gene=maker-NODE_15_length_340529_cov_18.2287_ID_29-snap-gene-2.84&CDS=1-2196
2843	OG0002843	YNL163C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.33&CDS=1-2967
2844	OG0002844	YNL167C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.46&CDS=1-1383
2845	OG0002845	YNL168C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.45&CDS=1-699
2846	OG0002846	YNL169C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.24&CDS=1-1773
2847	OG0002847	YNL172W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.49&CDS=1-4599
2848	OG0002848	YNL175C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.68&CDS=1-1131
2849	OG0002849	YNL177C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.169&CDS=1-855
2850	OG0002850	YNL178W	genemark-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.83&CDS=1-945
2851	OG0002851	YNL181W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.138&CDS=1-1221
2852	OG0002852	YNL182C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.135&CDS=1-1368
2853	OG0002853	YNL185C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.134&CDS=1-426
2854	OG0002854	YNL186W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.133&CDS=1-2898
2855	OG0002855	YNL189W	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.66&CDS=1-1629
2856	OG0002856	YNL191W	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.88&CDS=1-1056
2857	OG0002857	YNL193W	snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.151-mRNA-1_1&gene=snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.151&CDS=1-1422
2858	OG0002858	YNL201C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.25&CDS=1-3051
2859	OG0002859	YNL202W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.26&CDS=1-843
2860	OG0002860	YNL206C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-2.44&CDS=1-1167
2861	OG0002861	YNL207W	maker-NODE_8_length_441118_cov_18.4878_ID_15-snap-gene-3.258-mRNA-1_1&gene=maker-NODE_8_length_441118_cov_18.4878_ID_15-snap-gene-3.258&CDS=1-3045
2862	OG0002862	YNL209W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.33&CDS=1-1839
2863	OG0002863	YNL211C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.330-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.330&CDS=1-228
2864	OG0002864	YNL212W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.334-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.334&CDS=1-2382
2865	OG0002865	YNL213C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.286-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.286&CDS=1-597
2866	OG0002866	YNL216W	snap_masked-NODE_29_length_94832_cov_17.4062_ID_57-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_29_length_94832_cov_17.4062_ID_57-processed-gene-0.145&CDS=1-1752
2867	OG0002867	YNL217W	augustus_masked-NODE_29_length_94832_cov_17.4062_ID_57-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_29_length_94832_cov_17.4062_ID_57-processed-gene-0.108&CDS=1-1236
2868	OG0002868	YNL218W	maker-NODE_12_length_417011_cov_18.1067_ID_23-augustus-gene-2.178-mRNA-1_1&gene=maker-NODE_12_length_417011_cov_18.1067_ID_23-augustus-gene-2.178&CDS=1-2904
2869	OG0002869	YNL219C	maker-NODE_14_length_397692_cov_16.2609_ID_27-snap-gene-2.4-mRNA-1_1&gene=maker-NODE_14_length_397692_cov_16.2609_ID_27-snap-gene-2.4&CDS=1-2031
2870	OG0002870	YNL220W	augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.83&CDS=1-1287
2871	OG0002871	YNL221C	augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.163&CDS=1-2817
2872	OG0002872	YNL222W	maker-NODE_22_length_142415_cov_17.9713_ID_43-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_22_length_142415_cov_17.9713_ID_43-augustus-gene-0.81&CDS=1-696
2873	OG0002873	YNL223W	augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.200&CDS=1-1518
2874	OG0002874	YNL224C	augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.165&CDS=1-2067
2875	OG0002875	YNL227C	snap_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_22_length_142415_cov_17.9713_ID_43-processed-gene-0.61&CDS=1-1602
2876	OG0002876	YNL229C	snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.171-mRNA-1_1&gene=snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.171&CDS=1-918
2877	OG0002877	YNL231C	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.97&CDS=1-1113
2878	OG0002878	YNL232W	augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_30_length_93458_cov_17.9826_ID_59-processed-gene-0.75&CDS=1-645
2879	OG0002879	YNL233W	snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.229-mRNA-1_1&gene=snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.229&CDS=1-3267
2880	OG0002880	YNL234W	genemark-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.54&CDS=1-921
2881	OG0002881	YNL236W	snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.231-mRNA-1_1&gene=snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.231&CDS=1-3003
2882	OG0002882	YNL238W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.17&CDS=1-3672
2883	OG0002883	YNL240C	snap_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.163&CDS=1-1512
2884	OG0002884	YNL241C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.40&CDS=1-1509
2885	OG0002885	YNL242W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-0.20&CDS=1-5079
2886	OG0002886	YNL243W	augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.83&CDS=1-3117
2887	OG0002887	YNL244C	augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_11_length_419317_cov_17.5396_ID_21-processed-gene-0.60&CDS=1-327
2888	OG0002888	YNL245C	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-1.4&CDS=1-402
2889	OG0002889	YNL246W	augustus_masked-NODE_32_length_71934_cov_18.9724_ID_63-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_32_length_71934_cov_18.9724_ID_63-processed-gene-0.93&CDS=1-813
2890	OG0002890	YNL247W	augustus_masked-NODE_32_length_71934_cov_18.9724_ID_63-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_32_length_71934_cov_18.9724_ID_63-processed-gene-0.114&CDS=1-2262
2891	OG0002891	YNL248C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-3.146&CDS=1-1233
2892	OG0002892	YNL250W	maker-NODE_32_length_71934_cov_18.9724_ID_63-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_32_length_71934_cov_18.9724_ID_63-snap-gene-0.0&CDS=1-2499
2893	OG0002893	YNL251C	maker-NODE_33_length_70690_cov_15.4792_ID_65-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_33_length_70690_cov_15.4792_ID_65-augustus-gene-0.78&CDS=1-1845
2894	OG0002894	YNL252C	maker-NODE_33_length_70690_cov_15.4792_ID_65-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_33_length_70690_cov_15.4792_ID_65-snap-gene-0.73&CDS=1-4125
2895	OG0002895	YNL256W	augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.50&CDS=1-2220
2896	OG0002896	YNL258C	snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.81&CDS=1-2340
2897	OG0002897	YNL259C	augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.39&CDS=1-222
2898	OG0002898	YNL261W	snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.101&CDS=1-1392
2899	OG0002899	YNL262W	augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.58&CDS=1-6606
2900	OG0002900	YNL263C	augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.41&CDS=1-894
2901	OG0002901	YNL265C	maker-NODE_33_length_70690_cov_15.4792_ID_65-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_33_length_70690_cov_15.4792_ID_65-augustus-gene-0.77&CDS=1-861
2902	OG0002902	YNL267W	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-2.162&CDS=1-3075
2903	OG0002903	YNL272C	augustus_masked-NODE_42_length_20936_cov_15.8868_ID_83-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_42_length_20936_cov_15.8868_ID_83-processed-gene-0.2&CDS=1-1869
2904	OG0002904	YNL273W	snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_33_length_70690_cov_15.4792_ID_65-processed-gene-0.94&CDS=1-3447
2905	OG0002905	YNL275W	maker-NODE_21_length_155906_cov_19.8008_ID_41-snap-gene-0.253-mRNA-1_1&gene=maker-NODE_21_length_155906_cov_19.8008_ID_41-snap-gene-0.253&CDS=1-2655
2906	OG0002906	YNL277W	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-2.114&CDS=1-1455
2907	OG0002907	YNL279W	snap_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.72&CDS=1-1953
2908	OG0002908	YNL280C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.81&CDS=1-1308
2909	OG0002909	YNL281W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.100&CDS=1-441
2910	OG0002910	YNL282W	snap_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.301-mRNA-1_1&gene=snap_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.301&CDS=1-660
2911	OG0002911	YNL283C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-2.30&CDS=1-1074
2912	OG0002912	YNL284C	augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_28_length_102035_cov_17.8352_ID_55-processed-gene-0.97&CDS=1-891
2913	OG0002913	YNL286W	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.123&CDS=1-1053
2914	OG0002914	YNL287W	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.122&CDS=1-2730
2915	OG0002915	YNL288W	maker-NODE_6_length_458281_cov_18.4326_ID_11-snap-gene-3.194-mRNA-1_1&gene=maker-NODE_6_length_458281_cov_18.4326_ID_11-snap-gene-3.194&CDS=1-3351
2916	OG0002916	YNL289W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-2.101&CDS=1-900
2917	OG0002917	YNL290W	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.16&CDS=1-996
2918	OG0002918	YNL291C	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.48&CDS=1-1494
2919	OG0002919	YNL292W	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.15&CDS=1-1236
2920	OG0002920	YNL293W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.88&CDS=1-1683
2921	OG0002921	YNL294C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-2.114&CDS=1-1563
2922	OG0002922	YNL297C	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.47&CDS=1-4842
2923	OG0002923	YNL305C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-0.44&CDS=1-801
2924	OG0002924	YNL306W	maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.4&CDS=1-648
2925	OG0002925	YNL307C	snap_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-4.61&CDS=1-1140
2926	OG0002926	YNL308C	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-1.84&CDS=1-1503
2927	OG0002927	YNL310C	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.63&CDS=1-549
2928	OG0002928	YNL312W	maker-NODE_2_length_728764_cov_17.4395_ID_3-augustus-gene-4.117-mRNA-1_1&gene=maker-NODE_2_length_728764_cov_17.4395_ID_3-augustus-gene-4.117&CDS=1-714
2929	OG0002929	YNL313C	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.26&CDS=1-2832
2930	OG0002930	YNL315C	augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.66&CDS=1-924
2931	OG0002931	YNL316C	maker-NODE_24_length_126311_cov_18.8845_ID_47-augustus-gene-0.144-mRNA-1_1&gene=maker-NODE_24_length_126311_cov_18.8845_ID_47-augustus-gene-0.144&CDS=1-858
2932	OG0002932	YNL317W	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.36&CDS=1-1440
2933	OG0002933	YNL320W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.50&CDS=1-1353
2934	OG0002934	YNL321W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-4.51&CDS=1-2916
2935	OG0002935	YNL325C	genemark-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-1.3&CDS=1-2649
2936	OG0002936	YNL326C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.96&CDS=1-1119
2937	OG0002937	YNL328C	augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.47&CDS=1-402
2938	OG0002938	YNL329C	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.46&CDS=1-3177
2939	OG0002939	YNR001C	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.113&CDS=1-1395
2940	OG0002940	YNR003C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.44&CDS=1-921
