	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
2410	OG0002410	YNL110C	maker-flattened_line_46-augustus-gene-0.143-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.143&CDS=1-1560
2411	OG0002411	YNL113W	augustus_masked-flattened_line_40-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.6&CDS=1-372
2412	OG0002412	YNL115C	augustus_masked-flattened_line_10-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.74&CDS=1-1578
2413	OG0002413	YNL118C	augustus_masked-flattened_line_54-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.152&CDS=1-1662
2414	OG0002414	YNL119W	augustus_masked-flattened_line_54-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.153&CDS=1-966
2415	OG0002415	YNL123W	augustus_masked-flattened_line_0-processed-gene-6.346-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.346&CDS=1-2907
2416	OG0002416	YNL127W	augustus_masked-flattened_line_2-processed-gene-6.223-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.223&CDS=1-2181
2417	OG0002417	YNL128W	genemark-flattened_line_0-processed-gene-6.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.78&CDS=1-792
2418	OG0002418	YNL132W	augustus_masked-flattened_line_10-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.89&CDS=1-3135
2419	OG0002419	YNL135C	augustus_masked-flattened_line_16-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.128&CDS=1-336
2420	OG0002420	YNL136W	genemark-flattened_line_16-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.161&CDS=1-477
2421	OG0002421	YNL137C	maker-flattened_line_32-snap-gene-0.284-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.284&CDS=1-1440
2422	OG0002422	YNL138W	maker-flattened_line_32-augustus-gene-0.97-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.97&CDS=1-1539
2423	OG0002423	YNL139C	augustus_masked-flattened_line_88-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.1&CDS=1-4116
2424	OG0002424	YNL147W	augustus_masked-flattened_line_8-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.35&CDS=1-294
2425	OG0002425	YNL153C	augustus_masked-flattened_line_32-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.239&CDS=1-393
2426	OG0002426	YNL161W	augustus_masked-flattened_line_42-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.106&CDS=1-1875
2427	OG0002427	YNL163C	augustus_masked-flattened_line_18-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.62&CDS=1-2934
2428	OG0002428	YNL168C	augustus_masked-flattened_line_0-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.171&CDS=1-681
2429	OG0002429	YNL169C	augustus_masked-flattened_line_78-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.49&CDS=1-1710
2430	OG0002430	YNL172W	maker-flattened_line_20-snap-gene-0.157-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.157&CDS=1-4548
2431	OG0002431	YNL175C	augustus_masked-flattened_line_26-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.71&CDS=1-1035
2432	OG0002432	YNL177C	augustus_masked-flattened_line_0-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.6&CDS=1-774
2433	OG0002433	YNL178W	augustus_masked-flattened_line_62-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.70&CDS=1-747
2434	OG0002434	YNL181W	augustus_masked-flattened_line_28-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.57&CDS=1-2046
2435	OG0002435	YNL183C	augustus_masked-flattened_line_32-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.197&CDS=1-1953
2436	OG0002436	YNL185C	augustus_masked-flattened_line_32-processed-gene-0.246-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.246&CDS=1-474
2437	OG0002437	YNL189W	augustus_masked-flattened_line_0-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.65&CDS=1-1638
2438	OG0002438	YNL191W	augustus_masked-flattened_line_20-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.200&CDS=1-1029
2439	OG0002439	YNL200C	augustus_masked-flattened_line_28-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.90&CDS=1-726
2440	OG0002440	YNL201C	augustus_masked-flattened_line_2-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.196&CDS=1-2343
2441	OG0002441	YNL202W	augustus_masked-flattened_line_2-processed-gene-6.224-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.224&CDS=1-870
2442	OG0002442	YNL207W	augustus_masked-flattened_line_204-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.5&CDS=1-849
2443	OG0002443	YNL209W	augustus_masked-flattened_line_40-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.32&CDS=1-1839
2444	OG0002444	YNL212W	augustus_masked-flattened_line_0-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.78&CDS=1-2358
2445	OG0002445	YNL213C	augustus_masked-flattened_line_0-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.105&CDS=1-531
2446	OG0002446	YNL217W	augustus_masked-flattened_line_4-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.122&CDS=1-999
2447	OG0002447	YNL218W	augustus_masked-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.64&CDS=1-1524
2448	OG0002448	YNL219C	maker-flattened_line_8-snap-gene-0.40-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.40&CDS=1-1719
2449	OG0002449	YNL220W	maker-flattened_line_6-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.92&CDS=1-1620
2450	OG0002450	YNL221C	augustus_masked-flattened_line_0-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.79&CDS=1-1995
2451	OG0002451	YNL222W	augustus_masked-flattened_line_48-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.23&CDS=1-528
2452	OG0002452	YNL223W	augustus_masked-flattened_line_0-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.82&CDS=1-1665
2453	OG0002453	YNL224C	augustus_masked-flattened_line_0-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.107&CDS=1-1848
2454	OG0002454	YNL227C	augustus_masked-flattened_line_0-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.81&CDS=1-1509
2455	OG0002455	YNL229C	augustus_masked-flattened_line_56-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.71&CDS=1-837
2456	OG0002456	YNL231C	augustus_masked-flattened_line_6-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.81&CDS=1-1008
2457	OG0002457	YNL232W	augustus_masked-flattened_line_6-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.64&CDS=1-645
2458	OG0002458	YNL237W	augustus_masked-flattened_line_34-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.196&CDS=1-1299
2459	OG0002459	YNL238W	augustus_masked-flattened_line_24-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.101&CDS=1-2274
2460	OG0002460	YNL239W	augustus_masked-flattened_line_38-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.46&CDS=1-1464
2461	OG0002461	YNL240C	augustus_masked-flattened_line_6-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.10&CDS=1-1461
2462	OG0002462	YNL241C	augustus_masked-flattened_line_26-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.40&CDS=1-3324
2463	OG0002463	YNL242W	augustus_masked-flattened_line_0-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.42&CDS=1-5001
2464	OG0002464	YNL243W	augustus_masked-flattened_line_10-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.79&CDS=1-3168
2465	OG0002465	YNL244C	augustus_masked-flattened_line_10-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.101&CDS=1-330
2466	OG0002466	YNL245C	augustus_masked-flattened_line_24-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.113&CDS=1-477
2467	OG0002467	YNL248C	augustus_masked-flattened_line_28-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.28&CDS=1-1224
2468	OG0002468	YNL251C	augustus_masked-flattened_line_4-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.123&CDS=1-1848
2469	OG0002469	YNL252C	augustus_masked-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.29&CDS=1-777
2470	OG0002470	YNL256W	augustus_masked-flattened_line_20-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.245&CDS=1-2079
2471	OG0002471	YNL261W	genemark-flattened_line_4-processed-gene-5.27-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.27&CDS=1-1707
2472	OG0002472	YNL262W	augustus_masked-flattened_line_2-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.89&CDS=1-6618
2473	OG0002473	YNL263C	augustus_masked-flattened_line_36-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.16&CDS=1-1011
2474	OG0002474	YNL265C	augustus_masked-flattened_line_0-processed-gene-6.315-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.315&CDS=1-813
2475	OG0002475	YNL267W	augustus_masked-flattened_line_10-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.148&CDS=1-2742
2476	OG0002476	YNL271C	augustus_masked-flattened_line_12-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.123&CDS=1-4203
2477	OG0002477	YNL272C	augustus_masked-flattened_line_2-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.174&CDS=1-1596
2478	OG0002478	YNL273W	augustus_masked-flattened_line_10-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.122&CDS=1-3513
2479	OG0002479	YNL275W	augustus_masked-flattened_line_8-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.89&CDS=1-1806
2480	OG0002480	YNL277W	augustus_masked-flattened_line_6-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.72&CDS=1-1467
2481	OG0002481	YNL280C	snap_masked-flattened_line_28-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.74&CDS=1-1317
2482	OG0002482	YNL284C	augustus_masked-flattened_line_14-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.86&CDS=1-810
2483	OG0002483	YNL287W	maker-flattened_line_24-augustus-gene-1.134-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.134&CDS=1-3255
2484	OG0002484	YNL289W	augustus_masked-flattened_line_0-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.24&CDS=1-957
2485	OG0002485	YNL290W	augustus_masked-flattened_line_24-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.106&CDS=1-1011
2486	OG0002486	YNL291C	augustus_masked-flattened_line_72-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.61&CDS=1-1722
2487	OG0002487	YNL292W	augustus_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.29&CDS=1-1077
2488	OG0002488	YNL294C	augustus_masked-flattened_line_6-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.145&CDS=1-1755
2489	OG0002489	YNL297C	augustus_masked-flattened_line_54-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.146&CDS=1-4722
2490	OG0002490	YNL305C	augustus_masked-flattened_line_16-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.75&CDS=1-753
2491	OG0002491	YNL306W	augustus_masked-flattened_line_36-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.96&CDS=1-705
2492	OG0002492	YNL308C	augustus_masked-flattened_line_40-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.22&CDS=1-1509
2493	OG0002493	YNL310C	genemark-flattened_line_44-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.31&CDS=1-387
2494	OG0002494	YNL313C	augustus_masked-flattened_line_18-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.66&CDS=1-1944
2495	OG0002495	YNL315C	augustus_masked-flattened_line_8-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.101&CDS=1-870
2496	OG0002496	YNL316C	augustus_masked-flattened_line_14-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.101&CDS=1-801
2497	OG0002497	YNL317W	augustus_masked-flattened_line_6-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.75&CDS=1-1569
2498	OG0002498	YNL320W	augustus_masked-flattened_line_16-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.68&CDS=1-909
2499	OG0002499	YNL321W	augustus_masked-flattened_line_0-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.67&CDS=1-3372
2500	OG0002500	YNL322C	augustus_masked-flattened_line_14-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.84&CDS=1-423
2501	OG0002501	YNL325C	augustus_masked-flattened_line_4-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.62&CDS=1-2757
2502	OG0002502	YNL326C	augustus_masked-flattened_line_58-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.43&CDS=1-666
2503	OG0002503	YNL329C	augustus_masked-flattened_line_44-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.181&CDS=1-3234
2504	OG0002504	YNL330C	maker-flattened_line_20-augustus-gene-1.97-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.97&CDS=1-1980
2505	OG0002505	YNR001C	maker-flattened_line_4-augustus-gene-5.67-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.67&CDS=1-1398
2506	OG0002506	YNR003C	maker-flattened_line_34-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.7&CDS=1-1362
2507	OG0002507	YNR006W	augustus_masked-flattened_line_18-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.115&CDS=1-1878
2508	OG0002508	YNR007C	augustus_masked-flattened_line_2-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.13&CDS=1-927
2509	OG0002509	YNR008W	augustus_masked-flattened_line_2-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.99&CDS=1-1818
2510	OG0002510	YNR012W	augustus_masked-flattened_line_12-processed-gene-2.259-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.259&CDS=1-1314
2511	OG0002511	YNR013C	augustus_masked-flattened_line_0-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.83&CDS=1-2403
2512	OG0002512	YNR015W	snap_masked-flattened_line_10-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.16&CDS=1-1074
2513	OG0002513	YNR016C	augustus_masked-flattened_line_16-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.12&CDS=1-6687
2514	OG0002514	YNR017W	augustus_masked-flattened_line_16-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.2&CDS=1-618
2515	OG0002515	YNR018W	augustus_masked-flattened_line_2-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.56&CDS=1-660
2516	OG0002516	YNR020C	augustus_masked-flattened_line_0-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.53&CDS=1-672
2517	OG0002517	YNR023W	augustus_masked-flattened_line_2-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.146&CDS=1-1335
2518	OG0002518	YNR029C	augustus_masked-flattened_line_58-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.54&CDS=1-1038
2519	OG0002519	YNR030W	maker-flattened_line_10-augustus-gene-1.158-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.158&CDS=1-1557
2520	OG0002520	YNR032C-A	maker-flattened_line_4-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.89&CDS=1-210
2521	OG0002521	YNR033W	augustus_masked-flattened_line_2-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.140&CDS=1-2094
2522	OG0002522	YNR035C	augustus_masked-flattened_line_24-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.102&CDS=1-945
2523	OG0002523	YNR036C	augustus_masked-flattened_line_4-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.69&CDS=1-555
2524	OG0002524	YNR037C	snap_masked-flattened_line_6-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.44&CDS=1-273
2525	OG0002525	YNR038W	augustus_masked-flattened_line_10-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.62&CDS=1-1542
2526	OG0002526	YNR039C	augustus_masked-flattened_line_14-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.97&CDS=1-1656
2527	OG0002527	YNR041C	maker-flattened_line_8-augustus-gene-4.88-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.88&CDS=1-3651
2528	OG0002528	YNR043W	augustus_masked-flattened_line_20-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.257&CDS=1-1152
2529	OG0002529	YNR046W	augustus_masked-flattened_line_8-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.127&CDS=1-369
2530	OG0002530	YNR047W	augustus_masked-flattened_line_42-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.147&CDS=1-2271
2531	OG0002531	YNR050C	augustus_masked-flattened_line_26-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.46&CDS=1-1350
2532	OG0002532	YNR052C	augustus_masked-flattened_line_80-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.22&CDS=1-1056
2533	OG0002533	YNR053C	maker-flattened_line_10-augustus-gene-2.117-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.117&CDS=1-1452
2534	OG0002534	YNR054C	augustus_masked-flattened_line_6-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.41&CDS=1-876
2535	OG0002535	YOL001W	snap_masked-flattened_line_20-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.151&CDS=1-843
2536	OG0002536	YOL003C	augustus_masked-flattened_line_24-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.114&CDS=1-933
2537	OG0002537	YOL004W	augustus_masked-flattened_line_24-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.118&CDS=1-6123
2538	OG0002538	YOL005C	maker-flattened_line_6-augustus-gene-4.329-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.329&CDS=1-366
2539	OG0002539	YOL006C	augustus_masked-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.90&CDS=1-2187
2540	OG0002540	YOL008W	augustus_masked-flattened_line_16-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.59&CDS=1-408
2541	OG0002541	YOL009C	augustus_masked-flattened_line_10-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.131&CDS=1-1386
2542	OG0002542	YOL010W	augustus_masked-flattened_line_30-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.155&CDS=1-1125
2543	OG0002543	YOL012C	augustus_masked-flattened_line_62-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.46&CDS=1-387
2544	OG0002544	YOL018C	augustus_masked-flattened_line_12-processed-gene-2.265-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.265&CDS=1-951
2545	OG0002545	YOL023W	augustus_masked-flattened_line_2-processed-gene-6.181-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.181&CDS=1-1905
2546	OG0002546	YOL026C	augustus_masked-flattened_line_12-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.29&CDS=1-375
2547	OG0002547	YOL032W	augustus_masked-flattened_line_32-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.212&CDS=1-573
2548	OG0002548	YOL033W	augustus_masked-flattened_line_78-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.41&CDS=1-1506
2549	OG0002549	YOL034W	augustus_masked-flattened_line_24-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.122&CDS=1-3234
2550	OG0002550	YOL038W	augustus_masked-flattened_line_20-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.253&CDS=1-762
2551	OG0002551	YOL040C	augustus_masked-flattened_line_6-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.155&CDS=1-456
2552	OG0002552	YOL041C	augustus_masked-flattened_line_6-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.156&CDS=1-1149
2553	OG0002553	YOL049W	augustus_masked-flattened_line_20-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.78&CDS=1-1359
2554	OG0002554	YOL051W	augustus_masked-flattened_line_42-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.140&CDS=1-3279
2555	OG0002555	YOL052C	augustus_masked-flattened_line_70-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.91&CDS=1-1230
2556	OG0002556	YOL054W	augustus_masked-flattened_line_40-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.40&CDS=1-1002
2557	OG0002557	YOL057W	augustus_masked-flattened_line_14-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.68&CDS=1-2046
2558	OG0002558	YOL058W	maker-flattened_line_2-augustus-gene-3.161-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.161&CDS=1-1236
2559	OG0002559	YOL060C	augustus_masked-flattened_line_16-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.64&CDS=1-1875
2560	OG0002560	YOL061W	augustus_masked-flattened_line_20-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.72&CDS=1-1191
2561	OG0002561	YOL064C	augustus_masked-flattened_line_90-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.18&CDS=1-1032
2562	OG0002562	YOL065C	augustus_masked-flattened_line_16-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.84&CDS=1-1191
2563	OG0002563	YOL069W	genemark-flattened_line_48-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.136&CDS=1-1356
2564	OG0002564	YOL071W	augustus_masked-flattened_line_2-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.23&CDS=1-420
2565	OG0002565	YOL072W	augustus_masked-flattened_line_2-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.141&CDS=1-1272
2566	OG0002566	YOL073C	augustus_masked-flattened_line_26-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.66&CDS=1-627
2567	OG0002567	YOL075C	augustus_masked-flattened_line_12-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.124&CDS=1-3882
2568	OG0002568	YOL077C	augustus_masked-flattened_line_24-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.101&CDS=1-855
2569	OG0002569	YOL077W-A	maker-flattened_line_38-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.1&CDS=1-207
2570	OG0002570	YOL078W	augustus_masked-flattened_line_74-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.37&CDS=1-2361
2571	OG0002571	YOL090W	augustus_masked-flattened_line_2-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.67&CDS=1-2778
2572	OG0002572	YOL093W	augustus_masked-flattened_line_30-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.116&CDS=1-870
2573	OG0002573	YOL094C	augustus_masked-flattened_line_2-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.140&CDS=1-1017
