	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035667_Kurtzmaniella_cleridarum
2527	OG0002527	YLR425W	snap_masked-flattened_line_298-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.6&CDS=1-4452
2528	OG0002528	YLR427W	snap_masked-flattened_line_144-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.24&CDS=1-1686
2529	OG0002529	YLR430W	snap_masked-flattened_line_298-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.1&CDS=1-6003
2530	OG0002530	YLR433C	snap_masked-flattened_line_30-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.42&CDS=1-1716
2531	OG0002531	YLR435W	snap_masked-flattened_line_30-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.15&CDS=1-633
2532	OG0002532	YLR438C-A	snap_masked-flattened_line_164-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_164-processed-gene-0.19&CDS=1-243
2533	OG0002533	YLR438W	snap_masked-flattened_line_144-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.26&CDS=1-1305
2534	OG0002534	YLR439W	augustus_masked-flattened_line_164-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.47&CDS=1-855
2535	OG0002535	YLR443W	augustus_masked-flattened_line_144-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.78&CDS=1-1509
2536	OG0002536	YLR447C	snap_masked-flattened_line_144-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.20&CDS=1-1050
2537	OG0002537	YLR449W	snap_masked-flattened_line_30-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.36&CDS=1-1278
2538	OG0002538	YLR451W	snap_masked-flattened_line_250-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_250-processed-gene-0.18&CDS=1-2910
2539	OG0002539	YLR452C	augustus_masked-flattened_line_250-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_250-processed-gene-0.14&CDS=1-1662
2540	OG0002540	YLR459W	snap_masked-flattened_line_274-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_274-processed-gene-0.6&CDS=1-1263
2541	OG0002541	YML001W	snap_masked-flattened_line_156-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.39&CDS=1-642
2542	OG0002542	YML002W	snap_masked-flattened_line_0-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.53&CDS=1-3702
2543	OG0002543	YML004C	snap_masked-flattened_line_50-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.93&CDS=1-975
2544	OG0002544	YML005W	snap_masked-flattened_line_54-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.71&CDS=1-1302
2545	OG0002545	YML007W	snap_masked-flattened_line_96-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.75&CDS=1-1389
2546	OG0002546	YML008C	augustus_masked-flattened_line_96-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.27&CDS=1-1122
2547	OG0002547	YML009C	snap_masked-flattened_line_186-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.8&CDS=1-210
2548	OG0002548	YML010W	snap_masked-flattened_line_6-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.150&CDS=1-2943
2549	OG0002549	YML012W	snap_masked-flattened_line_186-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.1&CDS=1-639
2550	OG0002550	YML014W	snap_masked-flattened_line_280-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.18&CDS=1-783
2551	OG0002551	YML015C	snap_masked-flattened_line_280-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_280-processed-gene-0.22&CDS=1-774
2552	OG0002552	YML017W	augustus_masked-flattened_line_96-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.15&CDS=1-2163
2553	OG0002553	YML018C	snap_masked-flattened_line_186-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.14&CDS=1-1191
2554	OG0002554	YML020W	snap_masked-flattened_line_186-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.3&CDS=1-2691
2555	OG0002555	YML021C	augustus_masked-flattened_line_186-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.51&CDS=1-1773
2556	OG0002556	YML022W	snap_masked-flattened_line_6-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.175&CDS=1-552
2557	OG0002557	YML025C	snap_masked-flattened_line_86-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.93&CDS=1-747
2558	OG0002558	YML030W	maker-flattened_line_374-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_374-snap-gene-0.16&CDS=1-462
2559	OG0002559	YML031W	snap_masked-flattened_line_232-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.30&CDS=1-1821
2560	OG0002560	YML034W	maker-flattened_line_2-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.1&CDS=1-2514
2561	OG0002561	YML035C	snap_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.90&CDS=1-2181
2562	OG0002562	YML038C	genemark-flattened_line_2-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.90&CDS=1-1092
2563	OG0002563	YML042W	augustus_masked-flattened_line_0-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.36&CDS=1-1884
2564	OG0002564	YML043C	snap_masked-flattened_line_258-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_258-processed-gene-0.30&CDS=1-1224
2565	OG0002565	YML048W	snap_masked-flattened_line_176-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.6&CDS=1-1128
2566	OG0002566	YML049C	snap_masked-flattened_line_276-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.11&CDS=1-3387
2567	OG0002567	YML052W	snap_masked-flattened_line_170-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.7&CDS=1-828
2568	OG0002568	YML054C	snap_masked-flattened_line_6-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.164&CDS=1-1689
2569	OG0002569	YML055W	snap_masked-flattened_line_144-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.23&CDS=1-522
2570	OG0002570	YML056C	maker-flattened_line_4-snap-gene-1.186-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.186&CDS=1-1560
2571	OG0002571	YML059C	augustus_masked-flattened_line_164-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.42&CDS=1-3894
2572	OG0002572	YML060W	snap_masked-flattened_line_72-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.62&CDS=1-1140
2573	OG0002573	YML064C	snap_masked-flattened_line_30-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.13&CDS=1-585
2574	OG0002574	YML065W	snap_masked-flattened_line_30-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.14&CDS=1-2481
2575	OG0002575	YML067C	snap_masked-flattened_line_120-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.40&CDS=1-1038
2576	OG0002576	YML068W	augustus_masked-flattened_line_0-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.73&CDS=1-1425
2577	OG0002577	YML069W	snap_masked-flattened_line_204-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.32&CDS=1-1656
2578	OG0002578	YML071C	snap_masked-flattened_line_144-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.2&CDS=1-1308
2579	OG0002579	YML076C	snap_masked-flattened_line_30-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.10&CDS=1-2553
2580	OG0002580	YML077W	snap_masked-flattened_line_204-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.26&CDS=1-447
2581	OG0002581	YML080W	snap_masked-flattened_line_54-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.85&CDS=1-1266
2582	OG0002582	YML081C-A	snap_masked-flattened_line_140-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.57&CDS=1-180
2583	OG0002583	YML085C	snap_masked-flattened_line_62-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.69&CDS=1-1344
2584	OG0002584	YML086C	snap_masked-flattened_line_62-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.52&CDS=1-1689
2585	OG0002585	YML088W	snap_masked-flattened_line_62-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.64&CDS=1-1914
2586	OG0002586	YML091C	snap_masked-flattened_line_62-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.63&CDS=1-3855
2587	OG0002587	YML092C	maker-flattened_line_62-snap-gene-0.125-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.125&CDS=1-750
2588	OG0002588	YML093W	snap_masked-flattened_line_62-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.71&CDS=1-2640
2589	OG0002589	YML094W	snap_masked-flattened_line_152-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.70&CDS=1-462
2590	OG0002590	YML095C	snap_masked-flattened_line_152-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.57&CDS=1-999
2591	OG0002591	YML096W	snap_masked-flattened_line_310-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_310-processed-gene-0.7&CDS=1-2025
2592	OG0002592	YML097C	snap_masked-flattened_line_48-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.134&CDS=1-2232
2593	OG0002593	YML098W	snap_masked-flattened_line_54-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.68&CDS=1-468
2594	OG0002594	YML099C	snap_masked-flattened_line_82-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.64&CDS=1-2646
2595	OG0002595	YML102W	augustus_masked-flattened_line_112-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.75&CDS=1-1587
2596	OG0002596	YML104C	snap_masked-flattened_line_114-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.57&CDS=1-3372
2597	OG0002597	YML105C	snap_masked-flattened_line_114-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.47&CDS=1-747
2598	OG0002598	YML108W	snap_masked-flattened_line_166-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.37&CDS=1-390
2599	OG0002599	YML110C	augustus_masked-flattened_line_196-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.11&CDS=1-861
2600	OG0002600	YML112W	snap_masked-flattened_line_396-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_396-processed-gene-0.14&CDS=1-912
2601	OG0002601	YML114C	snap_masked-flattened_line_56-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.79&CDS=1-1881
2602	OG0002602	YML121W	snap_masked-flattened_line_272-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_272-processed-gene-0.20&CDS=1-1011
2603	OG0002603	YML123C	snap_masked-flattened_line_296-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_296-processed-gene-0.9&CDS=1-1668
2604	OG0002604	YML125C	snap_masked-flattened_line_62-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.67&CDS=1-912
2605	OG0002605	YML126C	snap_masked-flattened_line_62-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.70&CDS=1-1338
2606	OG0002606	YML127W	augustus_masked-flattened_line_152-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.20&CDS=1-2025
2607	OG0002607	YML130C	snap_masked-flattened_line_82-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.47&CDS=1-1749
2608	OG0002608	YMR001C	snap_masked-flattened_line_92-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.47&CDS=1-2016
2609	OG0002609	YMR002W	snap_masked-flattened_line_92-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.45&CDS=1-444
2610	OG0002610	YMR004W	maker-flattened_line_68-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.4&CDS=1-1962
2611	OG0002611	YMR005W	snap_masked-flattened_line_182-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.24&CDS=1-1551
2612	OG0002612	YMR009W	augustus_masked-flattened_line_20-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.14&CDS=1-546
2613	OG0002613	YMR010W	snap_masked-flattened_line_110-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.31&CDS=1-999
2614	OG0002614	YMR012W	snap_masked-flattened_line_62-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.51&CDS=1-3882
2615	OG0002615	YMR013C	augustus_masked-flattened_line_188-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.43&CDS=1-1887
2616	OG0002616	YMR014W	snap_masked-flattened_line_70-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.43&CDS=1-1416
2617	OG0002617	YMR015C	augustus_masked-flattened_line_18-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.184&CDS=1-1596
2618	OG0002618	YMR019W	snap_masked-flattened_line_20-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.136&CDS=1-2217
2619	OG0002619	YMR020W	snap_masked-flattened_line_62-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.76&CDS=1-1488
2620	OG0002620	YMR022W	snap_masked-flattened_line_62-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.77&CDS=1-498
2621	OG0002621	YMR023C	snap_masked-flattened_line_0-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.171&CDS=1-1488
2622	OG0002622	YMR024W	snap_masked-flattened_line_28-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.12&CDS=1-1086
2623	OG0002623	YMR026C	snap_masked-flattened_line_6-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.156&CDS=1-1356
2624	OG0002624	YMR027W	snap_masked-flattened_line_0-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.149&CDS=1-1359
2625	OG0002625	YMR028W	snap_masked-flattened_line_0-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.148&CDS=1-1089
2626	OG0002626	YMR029C	snap_masked-flattened_line_62-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.74&CDS=1-1950
2627	OG0002627	YMR033W	snap_masked-flattened_line_94-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.21&CDS=1-1473
2628	OG0002628	YMR034C	augustus_masked-flattened_line_94-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.85&CDS=1-1365
2629	OG0002629	YMR035W	snap_masked-flattened_line_16-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.131&CDS=1-465
2630	OG0002630	YMR036C	snap_masked-flattened_line_94-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.9&CDS=1-2274
2631	OG0002631	YMR037C	snap_masked-flattened_line_94-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.26&CDS=1-1899
2632	OG0002632	YMR039C	snap_masked-flattened_line_94-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.13&CDS=1-330
2633	OG0002633	YMR041C	snap_masked-flattened_line_94-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.12&CDS=1-1011
2634	OG0002634	YMR044W	augustus_masked-flattened_line_86-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.26&CDS=1-1434
2635	OG0002635	YMR049C	snap_masked-flattened_line_8-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.89&CDS=1-2478
2636	OG0002636	YMR055C	snap_masked-flattened_line_28-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.25&CDS=1-948
2637	OG0002637	YMR058W	snap_masked-flattened_line_232-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.26&CDS=1-1863
2638	OG0002638	YMR059W	snap_masked-flattened_line_24-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.128&CDS=1-324
2639	OG0002639	YMR060C	snap_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.100&CDS=1-972
2640	OG0002640	YMR061W	snap_masked-flattened_line_0-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.95&CDS=1-2217
2641	OG0002641	YMR062C	augustus_masked-flattened_line_112-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.77&CDS=1-1305
2642	OG0002642	YMR063W	maker-flattened_line_44-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.53&CDS=1-1068
2643	OG0002643	YMR065W	snap_masked-flattened_line_44-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.137&CDS=1-1329
2644	OG0002644	YMR068W	snap_masked-flattened_line_88-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.69&CDS=1-1761
2645	OG0002645	YMR069W	snap_masked-flattened_line_230-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.8&CDS=1-552
2646	OG0002646	YMR071C	snap_masked-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.83&CDS=1-510
2647	OG0002647	YMR075W	snap_masked-flattened_line_112-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.50&CDS=1-2058
2648	OG0002648	YMR076C	snap_masked-flattened_line_112-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.52&CDS=1-3705
2649	OG0002649	YMR077C	snap_masked-flattened_line_8-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.115&CDS=1-669
2650	OG0002650	YMR078C	snap_masked-flattened_line_142-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.3&CDS=1-2052
2651	OG0002651	YMR079W	snap_masked-flattened_line_142-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.2&CDS=1-969
2652	OG0002652	YMR080C	snap_masked-flattened_line_14-processed-gene-0.194-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.194&CDS=1-2757
2653	OG0002653	YMR087W	snap_masked-flattened_line_8-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.111&CDS=1-774
2654	OG0002654	YMR091C	snap_masked-flattened_line_160-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.45&CDS=1-1293
2655	OG0002655	YMR092C	snap_masked-flattened_line_124-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.59&CDS=1-1851
2656	OG0002656	YMR093W	snap_masked-flattened_line_124-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.60&CDS=1-1515
2657	OG0002657	YMR097C	snap_masked-flattened_line_220-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.59&CDS=1-1095
2658	OG0002658	YMR098C	snap_masked-flattened_line_220-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.58&CDS=1-1731
2659	OG0002659	YMR099C	snap_masked-flattened_line_98-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.6&CDS=1-903
2660	OG0002660	YMR100W	snap_masked-flattened_line_6-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.193&CDS=1-2445
2661	OG0002661	YMR105C	snap_masked-flattened_line_16-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.124&CDS=1-1671
2662	OG0002662	YMR106C	snap_masked-flattened_line_220-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.60&CDS=1-2013
2663	OG0002663	YMR108W	snap_masked-flattened_line_362-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_362-processed-gene-0.8&CDS=1-2019
2664	OG0002664	YMR109W	snap_masked-flattened_line_178-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.48&CDS=1-3939
2665	OG0002665	YMR110C	snap_masked-flattened_line_74-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.68&CDS=1-1878
2666	OG0002666	YMR112C	snap_masked-flattened_line_68-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.84&CDS=1-765
2667	OG0002667	YMR116C	maker-flattened_line_68-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.5&CDS=1-948
2668	OG0002668	YMR117C	snap_masked-flattened_line_32-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.90&CDS=1-675
2669	OG0002669	YMR120C	snap_masked-flattened_line_10-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.98&CDS=1-1767
2670	OG0002670	YMR123W	snap_masked-flattened_line_68-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.94&CDS=1-399
2671	OG0002671	YMR125W	snap_masked-flattened_line_166-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.47&CDS=1-3108
2672	OG0002672	YMR128W	snap_masked-flattened_line_50-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.88&CDS=1-3876
2673	OG0002673	YMR129W	snap_masked-flattened_line_50-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.87&CDS=1-3822
2674	OG0002674	YMR130W	augustus_masked-flattened_line_50-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.119&CDS=1-3570
2675	OG0002675	YMR131C	augustus_masked-flattened_line_6-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.41&CDS=1-1542
2676	OG0002676	YMR132C	snap_masked-flattened_line_336-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_336-processed-gene-0.11&CDS=1-666
2677	OG0002677	YMR134W	snap_masked-flattened_line_150-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.55&CDS=1-675
2678	OG0002678	YMR135C	snap_masked-flattened_line_150-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.61&CDS=1-1173
2679	OG0002679	YMR137C	augustus_masked-flattened_line_2-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.112&CDS=1-1929
2680	OG0002680	YMR138W	snap_masked-flattened_line_2-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.50&CDS=1-873
2681	OG0002681	YMR139W	snap_masked-flattened_line_200-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_200-processed-gene-0.30&CDS=1-1239
2682	OG0002682	YMR140W	snap_masked-flattened_line_192-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.33&CDS=1-1359
2683	OG0002683	YMR145C	snap_masked-flattened_line_18-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.60&CDS=1-1665
2684	OG0002684	YMR146C	snap_masked-flattened_line_36-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.63&CDS=1-1041
2685	OG0002685	YMR149W	snap_masked-flattened_line_66-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.126&CDS=1-825
2686	OG0002686	YMR150C	snap_masked-flattened_line_66-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.147&CDS=1-570
2687	OG0002687	YMR152W	snap_masked-flattened_line_26-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.93&CDS=1-1080
2688	OG0002688	YMR154C	augustus_masked-flattened_line_308-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_308-processed-gene-0.27&CDS=1-2148
2689	OG0002689	YMR156C	snap_masked-flattened_line_66-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.114&CDS=1-759
2690	OG0002690	YMR158W	augustus_masked-flattened_line_66-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.8&CDS=1-468
2691	OG0002691	YMR159C	snap_masked-flattened_line_162-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.24&CDS=1-516
2692	OG0002692	YMR161W	snap_masked-flattened_line_198-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_198-processed-gene-0.47&CDS=1-948
2693	OG0002693	YMR162C	augustus_masked-flattened_line_162-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.61&CDS=1-4815
