	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035011_Candida_pyralidae
2714	OG0002714	YNL007C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-2.64&CDS=1-1002
2715	OG0002715	YNL010W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.42&CDS=1-735
2716	OG0002716	YNL011C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-3.107&CDS=1-1491
2717	OG0002717	YNL014W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-4.10&CDS=1-3150
2718	OG0002718	YNL016W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.55&CDS=1-1380
2719	OG0002719	YNL021W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.10&CDS=1-2634
2720	OG0002720	YNL022C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.11&CDS=1-1368
2721	OG0002721	YNL023C	augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.52&CDS=1-3069
2722	OG0002722	YNL024C-A	genemark-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.25&CDS=1-213
2723	OG0002723	YNL025C	genemark-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.118-mRNA-1_1&gene=genemark-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.118&CDS=1-1023
2724	OG0002724	YNL026W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-5.73&CDS=1-1470
2725	OG0002725	YNL032W	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.87&CDS=1-849
2726	OG0002726	YNL035C	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.9&CDS=1-1134
2727	OG0002727	YNL036W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-2.67&CDS=1-816
2728	OG0002728	YNL037C	augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.108&CDS=1-1086
2729	OG0002729	YNL038W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.27&CDS=1-648
2730	OG0002730	YNL039W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.28&CDS=1-1923
2731	OG0002731	YNL040W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.55-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.55&CDS=1-1299
2732	OG0002732	YNL041C	snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.137&CDS=1-2271
2733	OG0002733	YNL042W	snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.116&CDS=1-1356
2734	OG0002734	YNL044W	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.75&CDS=1-531
2735	OG0002735	YNL045W	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-3.76&CDS=1-1896
2736	OG0002736	YNL051W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.52&CDS=1-1152
2737	OG0002737	YNL054W	augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.94&CDS=1-3063
2738	OG0002738	YNL055C	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.122&CDS=1-846
2739	OG0002739	YNL056W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.56&CDS=1-840
2740	OG0002740	YNL059C	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.84&CDS=1-2352
2741	OG0002741	YNL061W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.29&CDS=1-1902
2742	OG0002742	YNL062C	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.83&CDS=1-1386
2743	OG0002743	YNL064C	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.31&CDS=1-1227
2744	OG0002744	YNL069C	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-3.46&CDS=1-600
2745	OG0002745	YNL070W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.96&CDS=1-198
2746	OG0002746	YNL071W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.99&CDS=1-1359
2747	OG0002747	YNL072W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.98&CDS=1-1041
2748	OG0002748	YNL075W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-1.107&CDS=1-849
2749	OG0002749	YNL080C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-3.70&CDS=1-1023
2750	OG0002750	YNL081C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-3.57&CDS=1-366
2751	OG0002751	YNL082W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.122-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.122&CDS=1-2676
2752	OG0002752	YNL083W	genemark-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.201-mRNA-1_1&gene=genemark-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.201&CDS=1-1677
2753	OG0002753	YNL084C	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-2.46&CDS=1-1140
2754	OG0002754	YNL085W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.19-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.19&CDS=1-2445
2755	OG0002755	YNL088W	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.208&CDS=1-4317
2756	OG0002756	YNL091W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.72&CDS=1-3564
2757	OG0002757	YNL092W	augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.98&CDS=1-1170
2758	OG0002758	YNL094W	augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-1.35&CDS=1-1989
2759	OG0002759	YNL097C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-5.66&CDS=1-1278
2760	OG0002760	YNL099C	maker-NODE_6_length_778386_cov_69.4489_ID_11-augustus-gene-6.76-mRNA-1_1&gene=maker-NODE_6_length_778386_cov_69.4489_ID_11-augustus-gene-6.76&CDS=1-1461
2761	OG0002761	YNL102W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.6-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.6&CDS=1-4317
2762	OG0002762	YNL103W	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-10.49&CDS=1-1362
2763	OG0002763	YNL110C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.93&CDS=1-723
2764	OG0002764	YNL111C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-11.94&CDS=1-366
2765	OG0002765	YNL113W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.168&CDS=1-393
2766	OG0002766	YNL115C	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.92&CDS=1-1704
2767	OG0002767	YNL118C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.80&CDS=1-2325
2768	OG0002768	YNL119W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-1.18&CDS=1-1371
2769	OG0002769	YNL122C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.153&CDS=1-270
2770	OG0002770	YNL123W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.129&CDS=1-2937
2771	OG0002771	YNL124W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.26&CDS=1-1977
2772	OG0002772	YNL126W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-5.30&CDS=1-2598
2773	OG0002773	YNL127W	augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.175-mRNA-1_1&gene=augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.175&CDS=1-2700
2774	OG0002774	YNL128W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.64&CDS=1-1005
2775	OG0002775	YNL129W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.32&CDS=1-702
2776	OG0002776	YNL131W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.111-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.111&CDS=1-438
2777	OG0002777	YNL132W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.88&CDS=1-3138
2778	OG0002778	YNL135C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.137-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.137&CDS=1-327
2779	OG0002779	YNL136W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.82&CDS=1-1059
2780	OG0002780	YNL137C	augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.133&CDS=1-2214
2781	OG0002781	YNL138W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.30&CDS=1-1605
2782	OG0002782	YNL139C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.92&CDS=1-4689
2783	OG0002783	YNL142W	snap_masked-NODE_21_length_101387_cov_125.043_ID_41-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_21_length_101387_cov_125.043_ID_41-processed-gene-0.86&CDS=1-1521
2784	OG0002784	YNL149C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.99&CDS=1-375
2785	OG0002785	YNL151C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.122&CDS=1-696
2786	OG0002786	YNL152W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-4.101&CDS=1-1737
2787	OG0002787	YNL153C	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.101&CDS=1-390
2788	OG0002788	YNL155W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.91&CDS=1-897
2789	OG0002789	YNL161W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.64&CDS=1-2547
2790	OG0002790	YNL163C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.38&CDS=1-3048
2791	OG0002791	YNL164C	genemark-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.118-mRNA-1_1&gene=genemark-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.118&CDS=1-1527
2792	OG0002792	YNL167C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-2.61&CDS=1-2037
2793	OG0002793	YNL168C	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-1.41&CDS=1-693
2794	OG0002794	YNL169C	maker-NODE_7_length_693506_cov_61.0469_ID_13-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_7_length_693506_cov_61.0469_ID_13-augustus-gene-3.1&CDS=1-2676
2795	OG0002795	YNL172W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-3.114&CDS=1-4734
2796	OG0002796	YNL175C	augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.110&CDS=1-1260
2797	OG0002797	YNL177C	maker-NODE_5_length_1111855_cov_55.5652_ID_9-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_5_length_1111855_cov_55.5652_ID_9-snap-gene-0.33&CDS=1-1113
2798	OG0002798	YNL178W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-0.70&CDS=1-720
2799	OG0002799	YNL181W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.67&CDS=1-1311
2800	OG0002800	YNL182C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.87-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.87&CDS=1-1503
2801	OG0002801	YNL185C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.88&CDS=1-429
2802	OG0002802	YNL186W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.39&CDS=1-1911
2803	OG0002803	YNL189W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.80&CDS=1-1632
2804	OG0002804	YNL191W	augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.50&CDS=1-996
2805	OG0002805	YNL193W	genemark-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.113-mRNA-1_1&gene=genemark-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-8.113&CDS=1-1692
2806	OG0002806	YNL200C	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.58&CDS=1-720
2807	OG0002807	YNL201C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.13&CDS=1-2574
2808	OG0002808	YNL207W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.79&CDS=1-1305
2809	OG0002809	YNL208W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.78&CDS=1-357
2810	OG0002810	YNL211C	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.97&CDS=1-231
2811	OG0002811	YNL212W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.75&CDS=1-630
2812	OG0002812	YNL213C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.119-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.119&CDS=1-591
2813	OG0002813	YNL216W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.89&CDS=1-2025
2814	OG0002814	YNL218W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-2.81&CDS=1-2184
2815	OG0002815	YNL219C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.128-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-10.128&CDS=1-1806
2816	OG0002816	YNL220W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.33&CDS=1-2667
2817	OG0002817	YNL222W	augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.76&CDS=1-4431
2818	OG0002818	YNL224C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-1.155&CDS=1-2343
2819	OG0002819	YNL227C	snap_masked-NODE_229_length_376_cov_1.01742_ID_457-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_229_length_376_cov_1.01742_ID_457-processed-gene-0.1&CDS=1-252
2820	OG0002820	YNL229C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-5.90&CDS=1-942
2821	OG0002821	YNL230C	augustus_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.14&CDS=1-1161
2822	OG0002822	YNL231C	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.116&CDS=1-1050
2823	OG0002823	YNL232W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.90&CDS=1-909
2824	OG0002824	YNL233W	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.89&CDS=1-3651
2825	OG0002825	YNL234W	genemark-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.169-mRNA-1_1&gene=genemark-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.169&CDS=1-1332
2826	OG0002826	YNL236W	augustus_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-2.152&CDS=1-2901
2827	OG0002827	YNL237W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.65&CDS=1-1296
2828	OG0002828	YNL238W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.23&CDS=1-2625
2829	OG0002829	YNL239W	snap_masked-NODE_20_length_101543_cov_84.4483_ID_39-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_20_length_101543_cov_84.4483_ID_39-processed-gene-0.72&CDS=1-1536
2830	OG0002830	YNL240C	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.64&CDS=1-1614
2831	OG0002831	YNL241C	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-4.24&CDS=1-1494
2832	OG0002832	YNL242W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.64&CDS=1-5790
2833	OG0002833	YNL243W	maker-NODE_10_length_543506_cov_60.6878_ID_19-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_10_length_543506_cov_60.6878_ID_19-snap-gene-0.65&CDS=1-4776
