	OrthologID	Metschnikowia_cerradonensis	Saccharomyces_cerevisiae
2531	OG0002531	genemark-cer-_s577-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s577-processed-gene-0.41&CDS=1-1431	YJL091C
2532	OG0002532	genemark-cer-_s577-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s577-processed-gene-0.29&CDS=1-1302	YAL009W
2533	OG0002533	genemark-cer-_s577-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s577-processed-gene-0.30&CDS=1-624	YPR107C
2534	OG0002534	genemark-cer-_s577-processed-gene-0.42-mRNA-1_1&gene=genemark-cer-_s577-processed-gene-0.42&CDS=1-2583	YPR105C
2535	OG0002535	genemark-cer-_s578-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s578-processed-gene-0.2&CDS=1-3516	YML049C
2536	OG0002536	augustus_masked-cer-_s578-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-cer-_s578-processed-gene-0.10&CDS=1-345	YJR034W
2537	OG0002537	genemark-cer-_s58-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s58-processed-gene-0.1&CDS=1-783	YNL110C
2538	OG0002538	genemark-cer-_s58-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s58-processed-gene-0.2&CDS=1-636	YOR111W
2539	OG0002539	genemark-cer-_s580-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.3&CDS=1-1182	YCR044C
2540	OG0002540	genemark-cer-_s580-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.17&CDS=1-711	YPL002C
2541	OG0002541	genemark-cer-_s580-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.4&CDS=1-1086	YMR152W
2542	OG0002542	genemark-cer-_s580-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.19&CDS=1-897	YLR172C
2543	OG0002543	genemark-cer-_s580-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.20&CDS=1-1446	YPL069C
2544	OG0002544	genemark-cer-_s580-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.7&CDS=1-2250	YPL070W
2545	OG0002545	genemark-cer-_s580-processed-gene-0.9-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.9&CDS=1-4278	YGR116W
2546	OG0002546	augustus_masked-cer-_s580-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-cer-_s580-processed-gene-0.49&CDS=1-2844	YJL108C
2547	OG0002547	genemark-cer-_s580-processed-gene-0.23-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.23&CDS=1-1272	YOL022C
2548	OG0002548	genemark-cer-_s580-processed-gene-0.24-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.24&CDS=1-2307	YOL023W
2549	OG0002549	genemark-cer-_s580-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.25&CDS=1-1602	YDR052C
2550	OG0002550	genemark-cer-_s580-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s580-processed-gene-0.27&CDS=1-711	YDR054C
2551	OG0002551	maker-cer-_s580-snap-gene-0.86-mRNA-1_1&gene=maker-cer-_s580-snap-gene-0.86&CDS=1-2844	YFR016C
2552	OG0002552	genemark-cer-_s581-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s581-processed-gene-0.5&CDS=1-1455	YDR256C
2553	OG0002553	genemark-cer-_s581-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s581-processed-gene-0.7&CDS=1-1044	YDL209C
2554	OG0002554	maker-cer-_s581-snap-gene-0.2-mRNA-1_1&gene=maker-cer-_s581-snap-gene-0.2&CDS=1-5202	YDL160C
2555	OG0002555	genemark-cer-_s581-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s581-processed-gene-0.8&CDS=1-444	YPL037C
2556	OG0002556	genemark-cer-_s581-processed-gene-0.9-mRNA-1_1&gene=genemark-cer-_s581-processed-gene-0.9&CDS=1-3126	YNL163C
2557	OG0002557	snap_masked-cer-_s581-processed-gene-0.61-mRNA-1_1&gene=snap_masked-cer-_s581-processed-gene-0.61&CDS=1-1881	YGR276C
2558	OG0002558	genemark-cer-_s584-processed-gene-0.21-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.21&CDS=1-855	YKL019W
2559	OG0002559	genemark-cer-_s584-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.17&CDS=1-1428	YMR209C
2560	OG0002560	genemark-cer-_s584-processed-gene-0.22-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.22&CDS=1-1353	YOR272W
2561	OG0002561	genemark-cer-_s584-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.18&CDS=1-1587	YMR217W
2562	OG0002562	genemark-cer-_s584-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.19&CDS=1-984	YOR271C
2563	OG0002563	genemark-cer-_s584-processed-gene-0.24-mRNA-1_1&gene=genemark-cer-_s584-processed-gene-0.24&CDS=1-1278	YMR208W
2564	OG0002564	genemark-cer-_s587-processed-gene-0.50-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.50&CDS=1-1452	YFL018C
2565	OG0002565	genemark-cer-_s587-processed-gene-0.51-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.51&CDS=1-1488	YFL022C
2566	OG0002566	genemark-cer-_s587-processed-gene-0.53-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.53&CDS=1-696	YLR051C
2567	OG0002567	augustus_masked-cer-_s587-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-cer-_s587-processed-gene-0.4&CDS=1-3186	YIL115C
2568	OG0002568	genemark-cer-_s587-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.58&CDS=1-1797	YGR054W
2569	OG0002569	snap_masked-cer-_s587-processed-gene-0.108-mRNA-1_1&gene=snap_masked-cer-_s587-processed-gene-0.108&CDS=1-5655	YGR032W
2570	OG0002570	genemark-cer-_s587-processed-gene-0.79-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.79&CDS=1-1257	YJL183W
2571	OG0002571	genemark-cer-_s587-processed-gene-0.80-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.80&CDS=1-981	YOL107W
2572	OG0002572	genemark-cer-_s587-processed-gene-0.81-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.81&CDS=1-2094	YMR137C
2573	OG0002573	genemark-cer-_s587-processed-gene-0.60-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.60&CDS=1-552	YMR138W
2574	OG0002574	genemark-cer-_s587-processed-gene-0.82-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.82&CDS=1-753	YGR033C
2575	OG0002575	genemark-cer-_s587-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.64&CDS=1-1893	YLR345W
2576	OG0002576	genemark-cer-_s587-processed-gene-0.83-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.83&CDS=1-360	YJL179W
2577	OG0002577	genemark-cer-_s587-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.65&CDS=1-1044	YJL180C
2578	OG0002578	genemark-cer-_s587-processed-gene-0.66-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.66&CDS=1-2559	YNL201C
2579	OG0002579	genemark-cer-_s587-processed-gene-0.68-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.68&CDS=1-1041	YDL226C
2580	OG0002580	genemark-cer-_s587-processed-gene-0.84-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.84&CDS=1-669	YGR036C
2581	OG0002581	genemark-cer-_s587-processed-gene-0.85-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.85&CDS=1-2610	YLR347C
2582	OG0002582	genemark-cer-_s587-processed-gene-0.86-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.86&CDS=1-1860	YDL225W
2583	OG0002583	genemark-cer-_s587-processed-gene-0.69-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.69&CDS=1-750	YNL200C
2584	OG0002584	augustus_masked-cer-_s587-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-cer-_s587-processed-gene-0.21&CDS=1-816	YPL149W
2585	OG0002585	genemark-cer-_s587-processed-gene-0.88-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.88&CDS=1-954	YOR239W
2586	OG0002586	genemark-cer-_s587-processed-gene-0.89-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.89&CDS=1-543	YDR246W
2587	OG0002587	genemark-cer-_s587-processed-gene-0.90-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.90&CDS=1-3702	YOR274W
2588	OG0002588	augustus_masked-cer-_s587-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-cer-_s587-processed-gene-0.42&CDS=1-1809	YMR213W
2589	OG0002589	genemark-cer-_s587-processed-gene-0.72-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.72&CDS=1-4995	YGL206C
2590	OG0002590	genemark-cer-_s587-processed-gene-0.74-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.74&CDS=1-1734	YHL027W
2591	OG0002591	genemark-cer-_s587-processed-gene-0.95-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.95&CDS=1-1215	YDL033C
2592	OG0002592	genemark-cer-_s587-processed-gene-0.96-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.96&CDS=1-1710	YFR037C
2593	OG0002593	augustus_masked-cer-_s587-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-cer-_s587-processed-gene-0.26&CDS=1-3309	YIL026C
2594	OG0002594	genemark-cer-_s587-processed-gene-0.98-mRNA-1_1&gene=genemark-cer-_s587-processed-gene-0.98&CDS=1-780	YDR429C
2595	OG0002595	genemark-cer-_s590-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s590-processed-gene-0.4&CDS=1-522	YJR017C
2596	OG0002596	snap_masked-cer-_s590-processed-gene-0.8-mRNA-1_1&gene=snap_masked-cer-_s590-processed-gene-0.8&CDS=1-1734	YJR052W
2597	OG0002597	snap_masked-cer-_s590-processed-gene-0.12-mRNA-1_1&gene=snap_masked-cer-_s590-processed-gene-0.12&CDS=1-2307	YML046W
2598	OG0002598	genemark-cer-_s590-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s590-processed-gene-0.3&CDS=1-2574	YHR047C
2599	OG0002599	genemark-cer-_s591-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s591-processed-gene-0.6&CDS=1-1461	YGL190C
2600	OG0002600	genemark-cer-_s591-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s591-processed-gene-0.8&CDS=1-396	YGL191W
2601	OG0002601	genemark-cer-_s593-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s593-processed-gene-0.14&CDS=1-669	YDL046W
2602	OG0002602	genemark-cer-_s593-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s593-processed-gene-0.17&CDS=1-2865	YGR125W
2603	OG0002603	genemark-cer-_s594-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s594-processed-gene-0.6&CDS=1-816	YLR192C
2604	OG0002604	augustus_masked-cer-_s594-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-cer-_s594-processed-gene-0.9&CDS=1-1401	YHR109W
2605	OG0002605	snap_masked-cer-_s595-processed-gene-0.11-mRNA-1_1&gene=snap_masked-cer-_s595-processed-gene-0.11&CDS=1-1557	YGL017W
2606	OG0002606	genemark-cer-_s595-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.32&CDS=1-1116	YGR005C
2607	OG0002607	snap_masked-cer-_s595-processed-gene-0.12-mRNA-1_1&gene=snap_masked-cer-_s595-processed-gene-0.12&CDS=1-234	YLR325C
2608	OG0002608	snap_masked-cer-_s595-processed-gene-0.13-mRNA-1_1&gene=snap_masked-cer-_s595-processed-gene-0.13&CDS=1-990	YGR006W
2609	OG0002609	genemark-cer-_s595-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.34&CDS=1-1410	YLR324W
2610	OG0002610	genemark-cer-_s595-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.40&CDS=1-3513	YFR031C
2611	OG0002611	genemark-cer-_s595-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.35&CDS=1-1356	YEL036C
2612	OG0002612	augustus_masked-cer-_s595-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-cer-_s595-processed-gene-0.29&CDS=1-234	YDR379C-A
2613	OG0002613	genemark-cer-_s595-processed-gene-0.43-mRNA-1_1&gene=genemark-cer-_s595-processed-gene-0.43&CDS=1-1539	YKL217W
2614	OG0002614	genemark-cer-_s598-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s598-processed-gene-0.3&CDS=1-558	YGR078C
2615	OG0002615	genemark-cer-_s598-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s598-processed-gene-0.4&CDS=1-2187	YLR274W
2616	OG0002616	genemark-cer-_s599-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s599-processed-gene-0.1&CDS=1-1485	YBR243C
2617	OG0002617	genemark-cer-_s599-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s599-processed-gene-0.0&CDS=1-1017	YGL100W
2618	OG0002618	genemark-cer-_s599-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s599-processed-gene-0.2&CDS=1-1284	YGL111W
2619	OG0002619	augustus_masked-cer-_s6-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-cer-_s6-processed-gene-0.24&CDS=1-300	YGR215W
2620	OG0002620	snap_masked-cer-_s6-processed-gene-0.14-mRNA-1_1&gene=snap_masked-cer-_s6-processed-gene-0.14&CDS=1-2922	YGR134W
2621	OG0002621	genemark-cer-_s6-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s6-processed-gene-0.10&CDS=1-936	YGR017W
2622	OG0002622	genemark-cer-_s60-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.35&CDS=1-2232	YDL164C
2623	OG0002623	genemark-cer-_s60-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.27&CDS=1-1356	YMR033W
2624	OG0002624	genemark-cer-_s60-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.29&CDS=1-462	YBL059W
2625	OG0002625	genemark-cer-_s60-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.38&CDS=1-1788	YKL062W
2626	OG0002626	genemark-cer-_s60-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.39&CDS=1-1278	YMR034C
2627	OG0002627	genemark-cer-_s60-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s60-processed-gene-0.33&CDS=1-1044	YMR041C
2628	OG0002628	augustus_masked-cer-_s602-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-cer-_s602-processed-gene-0.2&CDS=1-3639	YJR041C
2629	OG0002629	genemark-cer-_s605-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s605-processed-gene-0.17&CDS=1-2208	YOR243C
2630	OG0002630	snap_masked-cer-_s605-processed-gene-0.0-mRNA-1_1&gene=snap_masked-cer-_s605-processed-gene-0.0&CDS=1-948	YOR242C
2631	OG0002631	genemark-cer-_s607-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s607-processed-gene-0.1&CDS=1-2325	YPL153C
2632	OG0002632	genemark-cer-_s607-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s607-processed-gene-0.4&CDS=1-1845	YPL155C
2633	OG0002633	snap_masked-cer-_s608-processed-gene-0.8-mRNA-1_1&gene=snap_masked-cer-_s608-processed-gene-0.8&CDS=1-1113	YOR007C
2634	OG0002634	snap_masked-cer-_s608-processed-gene-0.9-mRNA-1_1&gene=snap_masked-cer-_s608-processed-gene-0.9&CDS=1-3735	YML002W
2635	OG0002635	genemark-cer-_s608-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s608-processed-gene-0.39&CDS=1-1026	YOR006C
2636	OG0002636	genemark-cer-_s608-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s608-processed-gene-0.41&CDS=1-1353	YJL026W
2637	OG0002637	genemark-cer-_s608-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s608-processed-gene-0.36&CDS=1-1311	YDR393W
2638	OG0002638	augustus_masked-cer-_s608-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-cer-_s608-processed-gene-0.21&CDS=1-588	YML064C
2639	OG0002639	genemark-cer-_s61-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s61-processed-gene-0.30&CDS=1-1947	YDL206W
2640	OG0002640	genemark-cer-_s61-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s61-processed-gene-0.31&CDS=1-507	YAL044C
2641	OG0002641	genemark-cer-_s61-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s61-processed-gene-0.39&CDS=1-333	YOR327C
2642	OG0002642	augustus_masked-cer-_s61-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-cer-_s61-processed-gene-0.19&CDS=1-1128	YFL039C
2643	OG0002643	genemark-cer-_s612-processed-gene-0.9-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.9&CDS=1-1425	YDR388W
2644	OG0002644	genemark-cer-_s612-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.2&CDS=1-1368	YJR078W
2645	OG0002645	genemark-cer-_s612-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.3&CDS=1-1617	YPR033C
2646	OG0002646	genemark-cer-_s612-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.14&CDS=1-642	YDR140W
2647	OG0002647	genemark-cer-_s612-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.15&CDS=1-2277	YLR117C
2648	OG0002648	genemark-cer-_s612-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.6&CDS=1-375	YKL086W
2649	OG0002649	genemark-cer-_s612-processed-gene-0.21-mRNA-1_1&gene=genemark-cer-_s612-processed-gene-0.21&CDS=1-855	YOR065W
2650	OG0002650	genemark-cer-_s615-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s615-processed-gene-0.34&CDS=1-2244	YPL249C
2651	OG0002651	genemark-cer-_s615-processed-gene-0.46-mRNA-1_1&gene=genemark-cer-_s615-processed-gene-0.46&CDS=1-552	YKL186C
2652	OG0002652	genemark-cer-_s615-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s615-processed-gene-0.41&CDS=1-1017	YMR276W
2653	OG0002653	augustus_masked-cer-_s615-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-cer-_s615-processed-gene-0.25&CDS=1-1959	YML114C
2654	OG0002654	genemark-cer-_s615-processed-gene-0.43-mRNA-1_1&gene=genemark-cer-_s615-processed-gene-0.43&CDS=1-2445	YMR277W
2655	OG0002655	genemark-cer-_s615-processed-gene-0.45-mRNA-1_1&gene=genemark-cer-_s615-processed-gene-0.45&CDS=1-1356	YLR414C
2656	OG0002656	maker-cer-_s616-augustus-gene-0.0-mRNA-1_1&gene=maker-cer-_s616-augustus-gene-0.0&CDS=1-5238	YMR308C
2657	OG0002657	genemark-cer-_s616-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.30&CDS=1-966	YLR316C
2658	OG0002658	genemark-cer-_s616-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.31&CDS=1-3663	YNL325C
2659	OG0002659	genemark-cer-_s616-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.32&CDS=1-600	YKL117W
2660	OG0002660	genemark-cer-_s616-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.33&CDS=1-1323	YHL004W
2661	OG0002661	genemark-cer-_s616-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s616-processed-gene-0.34&CDS=1-1110	YHL002W
2662	OG0002662	snap_masked-cer-_s616-processed-gene-0.25-mRNA-1_1&gene=snap_masked-cer-_s616-processed-gene-0.25&CDS=1-798	YKL007W
2663	OG0002663	genemark-cer-_s619-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s619-processed-gene-0.1&CDS=1-2691	YGL008C
2664	OG0002664	genemark-cer-_s62-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.11&CDS=1-3294	YLR383W
2665	OG0002665	genemark-cer-_s62-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.14&CDS=1-504	YBR137W
2666	OG0002666	genemark-cer-_s62-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.15&CDS=1-1011	YJR111C
2667	OG0002667	maker-cer-_s62-augustus-gene-0.45-mRNA-1_1&gene=maker-cer-_s62-augustus-gene-0.45&CDS=1-2025	YJR110W
2668	OG0002668	augustus_masked-cer-_s62-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-cer-_s62-processed-gene-0.38&CDS=1-1590	YPR169W
2669	OG0002669	genemark-cer-_s62-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.18&CDS=1-3459	YAR042W
2670	OG0002670	genemark-cer-_s62-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.19&CDS=1-1068	YHR069C
2671	OG0002671	genemark-cer-_s62-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.5&CDS=1-1560	YHR070W
2672	OG0002672	genemark-cer-_s62-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s62-processed-gene-0.10&CDS=1-2496	YHR073W
2673	OG0002673	genemark-cer-_s622-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s622-processed-gene-0.25&CDS=1-1140	YLR151C
2674	OG0002674	genemark-cer-_s622-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s622-processed-gene-0.28&CDS=1-1035	YKL151C
2675	OG0002675	genemark-cer-_s622-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s622-processed-gene-0.20&CDS=1-879	YKL150W
2676	OG0002676	genemark-cer-_s622-processed-gene-0.21-mRNA-1_1&gene=genemark-cer-_s622-processed-gene-0.21&CDS=1-1650	YKL149C
2677	OG0002677	genemark-cer-_s622-processed-gene-0.24-mRNA-1_1&gene=genemark-cer-_s622-processed-gene-0.24&CDS=1-1224	YGR117C
2678	OG0002678	snap_masked-cer-_s623-processed-gene-0.20-mRNA-1_1&gene=snap_masked-cer-_s623-processed-gene-0.20&CDS=1-2142	YHR074W
2679	OG0002679	genemark-cer-_s623-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.13&CDS=1-1080	YHR075C
2680	OG0002680	genemark-cer-_s623-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.3&CDS=1-873	YJL035C
2681	OG0002681	genemark-cer-_s623-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.5&CDS=1-1491	YLR005W
2682	OG0002682	genemark-cer-_s623-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.7&CDS=1-549	YML022W
2683	OG0002683	genemark-cer-_s623-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.15&CDS=1-270	YDR424C
2684	OG0002684	genemark-cer-_s623-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.8&CDS=1-3897	YMR304W
2685	OG0002685	augustus_masked-cer-_s623-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-cer-_s623-processed-gene-0.51&CDS=1-903	YGR277C
2686	OG0002686	snap_masked-cer-_s623-processed-gene-0.36-mRNA-1_1&gene=snap_masked-cer-_s623-processed-gene-0.36&CDS=1-2541	YER077C
2687	OG0002687	genemark-cer-_s623-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.18&CDS=1-480	YCR090C
2688	OG0002688	genemark-cer-_s623-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.11&CDS=1-759	YOR281C
2689	OG0002689	genemark-cer-_s623-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s623-processed-gene-0.12&CDS=1-1593	YMR223W
2690	OG0002690	genemark-cer-_s624-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.65&CDS=1-1488	YDR257C
2691	OG0002691	genemark-cer-_s624-processed-gene-0.52-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.52&CDS=1-1803	YOL070C
2692	OG0002692	genemark-cer-_s624-processed-gene-0.53-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.53&CDS=1-1671	YKL116C
2693	OG0002693	genemark-cer-_s624-processed-gene-0.54-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.54&CDS=1-3282	YLR071C
2694	OG0002694	genemark-cer-_s624-processed-gene-0.68-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.68&CDS=1-1761	YJR001W
2695	OG0002695	genemark-cer-_s624-processed-gene-0.70-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.70&CDS=1-543	YEL012W
2696	OG0002696	snap_masked-cer-_s624-processed-gene-0.45-mRNA-1_1&gene=snap_masked-cer-_s624-processed-gene-0.45&CDS=1-1203	YPR108W
2697	OG0002697	genemark-cer-_s624-processed-gene-0.72-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.72&CDS=1-549	YJL124C
2698	OG0002698	genemark-cer-_s624-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.58&CDS=1-1110	YJL125C
2699	OG0002699	genemark-cer-_s624-processed-gene-0.59-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.59&CDS=1-1176	YDL029W
2700	OG0002700	genemark-cer-_s624-processed-gene-0.73-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.73&CDS=1-2361	YDL028C
2701	OG0002701	genemark-cer-_s624-processed-gene-0.60-mRNA-1_1&gene=genemark-cer-_s624-processed-gene-0.60&CDS=1-3180	YOL098C
2702	OG0002702	snap_masked-cer-_s626-processed-gene-0.19-mRNA-1_1&gene=snap_masked-cer-_s626-processed-gene-0.19&CDS=1-1224	YKL172W
2703	OG0002703	genemark-cer-_s626-processed-gene-0.4-mRNA-1_1&gene=genemark-cer-_s626-processed-gene-0.4&CDS=1-1050	YJL167W
2704	OG0002704	snap_masked-cer-_s626-processed-gene-0.26-mRNA-1_1&gene=snap_masked-cer-_s626-processed-gene-0.26&CDS=1-282	YJL166W
2705	OG0002705	genemark-cer-_s626-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s626-processed-gene-0.6&CDS=1-2310	YJL176C
2706	OG0002706	augustus_masked-cer-_s626-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-cer-_s626-processed-gene-0.37&CDS=1-1503	YGL250W
2707	OG0002707	genemark-cer-_s626-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s626-processed-gene-0.8&CDS=1-525	YKL016C
