	OrthologID	Ascoidea_asiatica	Saccharomyces_cerevisiae
2819	OG0002819	-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.40&CDS=1-1497	YCL017C
2820	OG0002820	-processed-gene-8.106-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.106&CDS=1-1848	YGL064C
2821	OG0002821	-processed-gene-8.107-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.107&CDS=1-327	YNL244C
2822	OG0002822	-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.48&CDS=1-4380	YBR156C
2823	OG0002823	-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.49&CDS=1-804	YHR181W
2824	OG0002824	-processed-gene-8.110-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.110&CDS=1-3015	YHR028C
2825	OG0002825	-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.66&CDS=1-3291	YPL125W
2826	OG0002826	-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.52&CDS=1-2058	YKR001C
2827	OG0002827	-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.53&CDS=1-570	YDR373W
2828	OG0002828	-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.67&CDS=1-816	YOR125C
2829	OG0002829	-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.54&CDS=1-2895	YDR479C
2830	OG0002830	-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.70&CDS=1-1269	YPL152W
2831	OG0002831	-processed-gene-8.120-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.120&CDS=1-834	YKL055C
2832	OG0002832	-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.59&CDS=1-600	YML036W
2833	OG0002833	-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-8.73&CDS=1-2709	YML035C
2834	OG0002834	-augustus-gene-9.3-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-augustus-gene-9.3&CDS=1-1827	YEL023C
2835	OG0002835	-processed-gene-9.34-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.34&CDS=1-2220	YDR311W
2836	OG0002836	-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.68&CDS=1-3813	YBR203W
2837	OG0002837	-processed-gene-9.38-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.38&CDS=1-3243	YJR036C
2838	OG0002838	-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.78&CDS=1-660	YEL024W
2839	OG0002839	-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.70&CDS=1-675	YJR057W
2840	OG0002840	-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.79&CDS=1-348	YJR058C
2841	OG0002841	-processed-gene-9.40-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.40&CDS=1-4011	YKL197C
2842	OG0002842	-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.82&CDS=1-339	YKL058W
2843	OG0002843	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.44&CDS=1-3687	YDR006C
2844	OG0002844	-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.75&CDS=1-438	YEL027W
2845	OG0002845	-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.84&CDS=1-2820	YJR042W
2846	OG0002846	-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.76&CDS=1-1491	YHR034C
2847	OG0002847	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.59&CDS=1-453	YDL219W
2848	OG0002848	-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-9.88&CDS=1-5079	YHR186C
2849	OG0002849	-processed-gene-10.91-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.91&CDS=1-1668	YDR306C
2850	OG0002850	-processed-gene-10.89-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.89&CDS=1-1314	YDR313C
2851	OG0002851	-processed-gene-10.110-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.110&CDS=1-192	YHR072W-A
2852	OG0002852	-processed-gene-10.92-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.92&CDS=1-2193	YDR320C
2853	OG0002853	-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.3&CDS=1-1845	YLR299W
2854	OG0002854	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.94&CDS=1-3963	YOR188W
2855	OG0002855	-processed-gene-10.96-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.96&CDS=1-1233	YLR291C
2856	OG0002856	-snap-gene-10.81-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-10.81&CDS=1-534	YLR281C
2857	OG0002857	-snap-gene-10.76-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-10.76&CDS=1-2382	YLR277C
2858	OG0002858	-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.22&CDS=1-2157	YLR274W
2859	OG0002859	-processed-gene-10.117-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.117&CDS=1-357	YLR275W
2860	OG0002860	-processed-gene-10.118-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.118&CDS=1-690	YMR043W
2861	OG0002861	-processed-gene-10.119-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.119&CDS=1-1155	YHR068W
2862	OG0002862	-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.8&CDS=1-2088	YLR289W
2863	OG0002863	-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.9&CDS=1-1185	YOR184W
2864	OG0002864	-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.27&CDS=1-1050	YLR288C
2865	OG0002865	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.10&CDS=1-2829	YBR229C
2866	OG0002866	-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.28&CDS=1-1059	YLR283W
2867	OG0002867	-processed-gene-10.101-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.101&CDS=1-1221	YJR072C
2868	OG0002868	-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.12&CDS=1-939	YLR290C
2869	OG0002869	-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.31&CDS=1-2046	YLR276C
2870	OG0002870	-processed-gene-10.103-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.103&CDS=1-2754	YPR179C
2871	OG0002871	-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.14&CDS=1-2415	YLR452C
2872	OG0002872	-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.32&CDS=1-1590	YER025W
2873	OG0002873	-processed-gene-10.124-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.124&CDS=1-4149	YLR451W
2874	OG0002874	-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.15&CDS=1-450	YBR282W
2875	OG0002875	-processed-gene-10.106-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.106&CDS=1-1323	YDR300C
2876	OG0002876	-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-10.17&CDS=1-1098	YKR087C
2877	OG0002877	-snap-gene-10.83-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-10.83&CDS=1-1656	YOR025W
2878	OG0002878	-processed-gene-11.0-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.0&CDS=1-2034	YDR477W
2879	OG0002879	-processed-gene-11.1-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.1&CDS=1-2115	YDR374C
2880	OG0002880	-snap-gene-11.45-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-11.45&CDS=1-1197	YFR032C
2881	OG0002881	-processed-gene-11.3-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.3&CDS=1-201	YFR032C-A
2882	OG0002882	-processed-gene-11.6-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.6&CDS=1-1095	YEL046C
2883	OG0002883	-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.73&CDS=1-2856	YJR110W
2884	OG0002884	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.25&CDS=1-351	YBL049W
2885	OG0002885	-processed-gene-11.27-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.27&CDS=1-1953	YDR049W
2886	OG0002886	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.61&CDS=1-765	YER010C
2887	OG0002887	-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.80&CDS=1-2274	YLR047C
2888	OG0002888	-processed-gene-11.32-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.32&CDS=1-2874	YKR084C
2889	OG0002889	-processed-gene-11.82-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.82&CDS=1-2490	YOR069W
2890	OG0002890	-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.83&CDS=1-1731	YER086W
2891	OG0002891	-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.66&CDS=1-1665	YLR005W
2892	OG0002892	-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.84&CDS=1-633	YDL018C
2893	OG0002893	-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.85&CDS=1-3813	YKR090W
2894	OG0002894	-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.88&CDS=1-3048	YKR086W
2895	OG0002895	-processed-gene-11.108-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-11.108&CDS=1-1830	YOR067C
2896	OG0002896	-processed-gene-12.83-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.83&CDS=1-513	YJR017C
2897	OG0002897	-processed-gene-12.84-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.84&CDS=1-2898	YKL157W
2898	OG0002898	-processed-gene-12.0-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.0&CDS=1-591	YPR165W
2899	OG0002899	-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.1&CDS=1-2649	YGL233W
2900	OG0002900	-processed-gene-12.85-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.85&CDS=1-792	YEL048C
2901	OG0002901	-processed-gene-12.107-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.107&CDS=1-4485	YEL043W
2902	OG0002902	-processed-gene-12.86-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.86&CDS=1-372	YEL044W
2903	OG0002903	-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.5&CDS=1-2973	YOR112W
2904	OG0002904	-processed-gene-12.109-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.109&CDS=1-1092	YIL145C
2905	OG0002905	-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.6&CDS=1-594	YKR085C
2906	OG0002906	-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.22&CDS=1-2754	YKR079C
2907	OG0002907	-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.7&CDS=1-1947	YOR070C
2908	OG0002908	-processed-gene-12.91-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.91&CDS=1-3396	YDL139C
2909	OG0002909	-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.24&CDS=1-1344	YDL147W
2910	OG0002910	-processed-gene-12.114-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.114&CDS=1-1455	YLR175W
2911	OG0002911	-processed-gene-12.115-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.115&CDS=1-1446	YPR040W
2912	OG0002912	-processed-gene-12.118-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.118&CDS=1-522	YKL190W
2913	OG0002913	-processed-gene-12.119-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.119&CDS=1-978	YOR061W
2914	OG0002914	-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.31&CDS=1-450	YKR074W
2915	OG0002915	-processed-gene-12.121-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.121&CDS=1-1212	YBL013W
2916	OG0002916	-processed-gene-12.105-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.105&CDS=1-2130	YDR255C
2917	OG0002917	-processed-gene-12.123-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.123&CDS=1-1254	YOL058W
2918	OG0002918	-processed-gene-12.124-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-12.124&CDS=1-759	YNL151C
2919	OG0002919	-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.102&CDS=1-795	YJL063C
2920	OG0002920	-processed-gene-13.126-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.126&CDS=1-1023	YBR265W
2921	OG0002921	-processed-gene-13.103-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.103&CDS=1-1737	YGR149W
2922	OG0002922	-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.104&CDS=1-1491	YIR004W
2923	OG0002923	-processed-gene-13.82-mRNA-1_1&gene=genemark-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.82&CDS=1-1122	YMR114C
2924	OG0002924	-processed-gene-13.38-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.38&CDS=1-1701	YDR242W
2925	OG0002925	-processed-gene-13.108-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.108&CDS=1-4515	YJR041C
2926	OG0002926	-processed-gene-13.14-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.14&CDS=1-1560	YCR053W
2927	OG0002927	-processed-gene-13.15-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.15&CDS=1-516	YMR112C
2928	OG0002928	-processed-gene-13.132-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.132&CDS=1-792	YMR200W
2929	OG0002929	-processed-gene-13.17-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.17&CDS=1-1092	YLR151C
2930	OG0002930	-processed-gene-13.113-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.113&CDS=1-1926	YJL069C
2931	OG0002931	-processed-gene-13.19-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.19&CDS=1-1752	YJL008C
2932	OG0002932	-processed-gene-13.133-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.133&CDS=1-378	YEL026W
2933	OG0002933	-processed-gene-13.134-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.134&CDS=1-969	YIL077C
2934	OG0002934	-processed-gene-13.21-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.21&CDS=1-2229	YCL057W
2935	OG0002935	-processed-gene-13.22-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.22&CDS=1-849	YPL002C
2936	OG0002936	-processed-gene-13.23-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.23&CDS=1-345	YPR166C
2937	OG0002937	-processed-gene-13.24-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.24&CDS=1-1137	YKR088C
2938	OG0002938	-processed-gene-13.120-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.120&CDS=1-222	YIL156W-B
2939	OG0002939	-processed-gene-13.47-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.47&CDS=1-3561	YKR099W
2940	OG0002940	-processed-gene-13.28-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.28&CDS=1-1302	YHR052W
2941	OG0002941	-processed-gene-13.138-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.138&CDS=1-1191	YMR097C
2942	OG0002942	-processed-gene-13.124-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.124&CDS=1-873	YKL110C
2943	OG0002943	-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.139&CDS=1-2052	YMR098C
2944	OG0002944	-processed-gene-13.140-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-13.140&CDS=1-1509	YMR093W
2945	OG0002945	-processed-gene-14.34-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.34&CDS=1-4281	YDR443C
2946	OG0002946	-snap-gene-14.68-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-14.68&CDS=1-1215	YMR100W
2947	OG0002947	-processed-gene-14.19-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.19&CDS=1-1659	YJL163C
2948	OG0002948	-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.6&CDS=1-1758	YNL193W
2949	OG0002949	-processed-gene-14.39-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.39&CDS=1-1677	YMR221C
2950	OG0002950	-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.22&CDS=1-528	YDR462W
2951	OG0002951	-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.9&CDS=1-2985	YOR140W
2952	OG0002952	-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.10&CDS=1-255	YCL057C-A
2953	OG0002953	-processed-gene-14.59-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.59&CDS=1-2382	YDR459C
2954	OG0002954	-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.27&CDS=1-3405	YHR027C
2955	OG0002955	-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.12&CDS=1-699	YHL031C
2956	OG0002956	-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.13&CDS=1-2052	YBR041W
2957	OG0002957	-processed-gene-14.63-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.63&CDS=1-1056	YOR079C
2958	OG0002958	-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.15&CDS=1-2199	YMR106C
2959	OG0002959	-processed-gene-14.64-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.64&CDS=1-1107	YKL098W
2960	OG0002960	-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.16&CDS=1-771	YKL099C
2961	OG0002961	-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.31&CDS=1-1956	YMR092C
2962	OG0002962	-processed-gene-14.66-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.66&CDS=1-2547	YKL025C
2963	OG0002963	-processed-gene-14.50-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-14.50&CDS=1-375	YKL086W
2964	OG0002964	-processed-gene-15.0-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.0&CDS=1-1032	YLR377C
2965	OG0002965	-processed-gene-15.82-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.82&CDS=1-459	YPR168W
2966	OG0002966	-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.85&CDS=1-1551	YLR015W
2967	OG0002967	-processed-gene-15.83-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.83&CDS=1-2472	YGL086W
2968	OG0002968	-snap-gene-15.74-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-15.74&CDS=1-5370	YDL140C
2969	OG0002969	-processed-gene-15.21-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.21&CDS=1-2052	YDL141W
2970	OG0002970	-processed-gene-15.6-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.6&CDS=1-888	YDL142C
2971	OG0002971	-snap-gene-15.76-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-15.76&CDS=1-1596	YDL143W
2972	OG0002972	-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.88&CDS=1-1455	YDL186W
2973	OG0002973	-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.103&CDS=1-3105	YDL185W
2974	OG0002974	-snap-gene-15.77-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-15.77&CDS=1-3204	YDL189W
2975	OG0002975	-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.105&CDS=1-3384	YDL190C
2976	OG0002976	-processed-gene-15.10-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.10&CDS=1-1080	YKL060C
2977	OG0002977	-processed-gene-15.26-mRNA-1_1&gene=snap_masked-gi|1002316734|dbj|BCKQ01000002.1|-processed-gene-15.26&CDS=1-879	YBR039W
2978	OG0002978	-snap-gene-15.75-mRNA-1_1&gene=maker-gi|1002316734|dbj|BCKQ01000002.1|-snap-gene-15.75&CDS=1-1566	YGR225W
