	OrthologID	Botrytis_cinerea	Saccharomyces_cerevisiae
1462	OG0001462	XP_001554737.1	YBR062C
1463	OG0001463	XP_001554738.2	YNL111C
1464	OG0001464	XP_001554739.1	YKL007W
1465	OG0001465	XP_001554746.1	YMR083W
1466	OG0001466	XP_001554749.1	YOR035C
1467	OG0001467	XP_001554750.1	YPR056W
1468	OG0001468	XP_001554752.1	YJR065C
1469	OG0001469	XP_001554754.1	YBR251W
1470	OG0001470	XP_001554799.1	YOR091W
1471	OG0001471	XP_001554817.1	YDL047W
1472	OG0001472	XP_001554861.2	YER112W
1473	OG0001473	XP_001554881.1	YGR093W
1474	OG0001474	XP_001554892.1	YER019W
1475	OG0001475	XP_001554912.1	YKL114C
1476	OG0001476	XP_001554921.1	YGR184C
1477	OG0001477	XP_001554991.1	YHR088W
1478	OG0001478	XP_001555004.1	YDR054C
1479	OG0001479	XP_001555007.1	YBR060C
1480	OG0001480	XP_001555013.1	YLL048C
1481	OG0001481	XP_001555020.1	YMR062C
1482	OG0001482	XP_001555030.1	YNL316C
1483	OG0001483	XP_001555041.1	YDL209C
1484	OG0001484	XP_001555048.1	YJR105W
1485	OG0001485	XP_001555053.1	YML077W
1486	OG0001486	XP_001555069.1	YNL291C
1487	OG0001487	XP_001555070.1	YPR028W
1488	OG0001488	XP_001555073.1	YER052C
1489	OG0001489	XP_001555083.1	YOR077W
1490	OG0001490	XP_001555093.1	YDR037W
1491	OG0001491	XP_001555171.1	YDR339C
1492	OG0001492	XP_001555173.1	YDR412W
1493	OG0001493	XP_001555181.1	YFL055W
1494	OG0001494	XP_001555182.1	YOR272W
1495	OG0001495	XP_001555194.1	YLR222C
1496	OG0001496	XP_001555199.1	YMR288W
1497	OG0001497	XP_001555200.1	YNR035C
1498	OG0001498	XP_001555201.1	YLR129W
1499	OG0001499	XP_001555223.2	YNR047W
1500	OG0001500	XP_001555227.1	YNR037C
1501	OG0001501	XP_001555228.1	YDR167W
1502	OG0001502	XP_001555229.1	YGL120C
1503	OG0001503	XP_001555237.1	YEL019C
1504	OG0001504	XP_001555247.1	YOL147C
1505	OG0001505	XP_001555249.2	YOR153W
1506	OG0001506	XP_001555261.1	YDL054C
1507	OG0001507	XP_001555272.1	YPL046C
1508	OG0001508	XP_001555275.1	YKL117W
1509	OG0001509	XP_001555276.2	YKL041W
1510	OG0001510	XP_001555288.2	YDR390C
1511	OG0001511	XP_001555292.1	YCR090C
1512	OG0001512	XP_001555293.1	YPR182W
1513	OG0001513	XP_001555311.2	YER110C
1514	OG0001514	XP_001555369.1	YKL190W
1515	OG0001515	XP_001555373.1	YKR038C
1516	OG0001516	XP_001555375.1	YDL166C
1517	OG0001517	XP_001555378.2	YOR326W
1518	OG0001518	XP_001555380.1	YKR048C
1519	OG0001519	XP_001555385.1	YPR161C
1520	OG0001520	XP_001555389.1	YLR441C
1521	OG0001521	XP_001555390.1	YER081W
1522	OG0001522	XP_001555393.1	YKL160W
1523	OG0001523	XP_001555417.1	YLL039C
1524	OG0001524	XP_001555446.1	YPL088W
1525	OG0001525	XP_001555450.1	YGL211W
1526	OG0001526	XP_001555452.2	YER010C
1527	OG0001527	XP_001555479.2	YEL042W
1528	OG0001528	XP_001555497.1	YMR038C
1529	OG0001529	XP_001555498.1	YOR150W
1530	OG0001530	XP_001555507.1	YMR309C
1531	OG0001531	XP_001555535.1	YGL123W
1532	OG0001532	XP_001555541.1	YDR324C
1533	OG0001533	XP_001555546.1	YPL096W
1534	OG0001534	XP_001555569.1	YPL040C
1535	OG0001535	XP_001555575.1	YDR120C
1536	OG0001536	XP_001555614.1	YGL054C
1537	OG0001537	XP_001555615.1	YDR364C
1538	OG0001538	XP_001555643.1	YKL212W
1539	OG0001539	XP_001555699.1	YOL062C
1540	OG0001540	XP_001555700.1	YOR142W
1541	OG0001541	XP_001555701.1	YPL086C
1542	OG0001542	XP_001555725.1	YPL031C
1543	OG0001543	XP_001555732.1	YNL069C
1544	OG0001544	XP_001555738.1	YJR090C
1545	OG0001545	XP_001555743.2	YHR063C
1546	OG0001546	XP_001555765.1	YPR131C
1547	OG0001547	XP_001555776.1	YIL096C
1548	OG0001548	XP_001555820.2	YJL125C
1549	OG0001549	XP_001555821.2	YNL247W
1550	OG0001550	XP_001555872.1	YMR022W
1551	OG0001551	XP_001555896.1	YOR057W
1552	OG0001552	XP_001555925.1	YML085C
1553	OG0001553	XP_001555927.1	YNL290W
1554	OG0001554	XP_001555946.1	YDR320C
1555	OG0001555	XP_001555953.2	YPL239W
1556	OG0001556	XP_001555974.1	YDL160C
1557	OG0001557	XP_001555976.2	YIR008C
1558	OG0001558	XP_001555980.2	YPR061C
1559	OG0001559	XP_001556000.1	YLR073C
1560	OG0001560	XP_001556008.1	YPL111W
1561	OG0001561	XP_001556023.1	YER021W
1562	OG0001562	XP_001556039.1	YHR011W
1563	OG0001563	XP_001556045.1	YNR011C
1564	OG0001564	XP_001556048.2	YOR239W
1565	OG0001565	XP_001556090.1	YLL056C
1566	OG0001566	XP_001556175.1	YOR132W
1567	OG0001567	XP_001556200.1	YLR196W
1568	OG0001568	XP_001556201.1	YKR086W
1569	OG0001569	XP_001556212.1	YPL050C
1570	OG0001570	XP_001556216.1	YGR095C
1571	OG0001571	XP_001556217.1	YPL152W
1572	OG0001572	XP_001556240.1	YPL015C
1573	OG0001573	XP_001556266.1	YOR281C
1574	OG0001574	XP_001556285.1	YOL060C
1575	OG0001575	XP_001556291.1	YOL135C
1576	OG0001576	XP_001556307.1	YFR030W
1577	OG0001577	XP_001556310.1	YER004W
1578	OG0001578	XP_001556312.1	YHR040W
1579	OG0001579	XP_001556330.1	YEL040W
1580	OG0001580	XP_001556348.2	YML005W
1581	OG0001581	XP_001556350.1	YLR250W
1582	OG0001582	XP_001556362.2	YDR017C
1583	OG0001583	XP_001556367.2	YLR359W
1584	OG0001584	XP_001556382.2	YHL007C
1585	OG0001585	XP_001556392.2	YIL044C
1586	OG0001586	XP_001556393.2	YCL033C
1587	OG0001587	XP_001556405.1	YML127W
1588	OG0001588	XP_001556414.2	YPR169W
1589	OG0001589	XP_001556425.1	YJR102C
1590	OG0001590	XP_001556451.2	YNL288W
1591	OG0001591	XP_001556452.1	YDL206W
1592	OG0001592	XP_001556462.1	YBR202W
1593	OG0001593	XP_001556463.1	YKL197C
1594	OG0001594	XP_001556472.1	YKR065C
1595	OG0001595	XP_001556484.1	YGL129C
1596	OG0001596	XP_001556485.1	YOR294W
1597	OG0001597	XP_001556506.1	YOR065W
1598	OG0001598	XP_001556507.1	YDR035W
1599	OG0001599	XP_001556509.1	YPR184W
1600	OG0001600	XP_001556539.1	YGR277C
1601	OG0001601	XP_001556540.1	YPL247C
1602	OG0001602	XP_001556552.1	YJL092W
1603	OG0001603	XP_001556621.1	YDR496C
1604	OG0001604	XP_001556623.1	YDR161W
1605	OG0001605	XP_001556626.1	YER095W
1606	OG0001606	XP_001556629.1	YJR022W
1607	OG0001607	XP_001556646.2	YGR091W
1608	OG0001608	XP_001556647.1	YLR117C
1609	OG0001609	XP_001556654.1	YOL002C
1610	OG0001610	XP_001556657.2	YPR183W
1611	OG0001611	XP_001556666.1	YPL170W
1612	OG0001612	XP_001556673.1	YJL154C
1613	OG0001613	XP_001556679.1	YGR266W
1614	OG0001614	XP_001556681.2	YGR101W
1615	OG0001615	XP_001556699.1	YDR386W
1616	OG0001616	XP_001556700.1	YBR034C
1617	OG0001617	XP_001556701.1	YGR246C
1618	OG0001618	XP_001556728.2	YKL054C
1619	OG0001619	XP_001556741.2	YMR105C
1620	OG0001620	XP_001556757.1	YIL022W
1621	OG0001621	XP_001556758.1	YNL306W
1622	OG0001622	XP_001556769.1	YOR007C
1623	OG0001623	XP_001556811.1	YMR108W
1624	OG0001624	XP_001556818.1	YKL060C
1625	OG0001625	XP_001556820.2	YPL072W
1626	OG0001626	XP_001556825.1	YHR065C
1627	OG0001627	XP_001556831.2	YNL091W
1628	OG0001628	XP_001556841.1	YER007C-A
1629	OG0001629	XP_001556886.1	YDR502C
1630	OG0001630	XP_001556887.1	YLR243W
1631	OG0001631	XP_001556947.1	YBR042C
1632	OG0001632	XP_001556948.1	YBR231C
1633	OG0001633	XP_001556976.1	YNL039W
1634	OG0001634	XP_001556977.1	YDL074C
1635	OG0001635	XP_001556998.1	YJR050W
1636	OG0001636	XP_001557004.1	YGR194C
1637	OG0001637	XP_001557011.1	YGR271C-A
1638	OG0001638	XP_001557017.2	YOR129C
1639	OG0001639	XP_001557019.1	YPR187W
1640	OG0001640	XP_001557023.2	YHR113W
1641	OG0001641	XP_001557041.1	YPL083C
1642	OG0001642	XP_001557047.1	YPR108W
1643	OG0001643	XP_001557048.1	YBR236C
1644	OG0001644	XP_001557054.1	YGR211W
1645	OG0001645	XP_001557091.1	YGR145W
1646	OG0001646	XP_001557140.1	YJL034W
1647	OG0001647	XP_001557145.1	YPL178W
1648	OG0001648	XP_001557147.1	YBR254C
1649	OG0001649	XP_001557160.1	YNL252C
1650	OG0001650	XP_001557192.1	YLR306W
1651	OG0001651	XP_001557193.1	YLR355C
1652	OG0001652	XP_001557196.1	YBR269C
1653	OG0001653	XP_001557197.2	YGL026C
1654	OG0001654	XP_001557201.2	YBR084W
1655	OG0001655	XP_001557202.1	YMR146C
1656	OG0001656	XP_001557203.2	YNL110C
1657	OG0001657	XP_001557210.2	YGL148W
1658	OG0001658	XP_001557236.1	YPR165W
1659	OG0001659	XP_001557237.1	YPL173W
1660	OG0001660	XP_001557272.2	YNR013C
1661	OG0001661	XP_001557305.1	YCL009C
1662	OG0001662	XP_001557317.1	YMR161W
1663	OG0001663	XP_001557330.2	YOR216C
1664	OG0001664	XP_001557348.1	YDL007W
1665	OG0001665	XP_001557361.2	YNL237W
1666	OG0001666	XP_001557367.1	YLR361C
1667	OG0001667	XP_001557388.1	YNR052C
1668	OG0001668	XP_001557391.1	YMR027W
1669	OG0001669	XP_001557408.1	YDL014W
1670	OG0001670	XP_001557447.1	YMR297W
1671	OG0001671	XP_001557448.1	YLR022C
1672	OG0001672	XP_001557459.1	YDR297W
1673	OG0001673	XP_001557469.2	YKR079C
1674	OG0001674	XP_001557471.1	YOR271C
1675	OG0001675	XP_001557473.2	YNL094W
1676	OG0001676	XP_001557482.1	YLL008W
1677	OG0001677	XP_001557492.1	YKL047W
1678	OG0001678	XP_001557493.1	YOR254C
1679	OG0001679	XP_001557495.1	YJL109C
1680	OG0001680	XP_001557517.1	YLR316C
1681	OG0001681	XP_001557526.1	YHR013C
1682	OG0001682	XP_001557533.1	YLR025W
1683	OG0001683	XP_001557542.1	YMR039C
1684	OG0001684	XP_001557544.1	YJL030W
1685	OG0001685	XP_001557549.1	YGR264C
1686	OG0001686	XP_001557554.1	YJL088W
1687	OG0001687	XP_001557558.1	YPL265W
1688	OG0001688	XP_001557565.1	YML032C
1689	OG0001689	XP_001557574.1	YDL065C
1690	OG0001690	XP_001557575.1	YDL064W
1691	OG0001691	XP_001557579.1	YBL091C
1692	OG0001692	XP_001557588.1	YJL059W
1693	OG0001693	XP_001557622.1	YBR127C
1694	OG0001694	XP_001557645.2	YDL015C
1695	OG0001695	XP_001557671.1	YDR267C
1696	OG0001696	XP_001557682.1	YNL024C-A
1697	OG0001697	XP_001557683.1	YML098W
1698	OG0001698	XP_001557689.2	YOR304W
1699	OG0001699	XP_001557710.1	YHR073W
1700	OG0001700	XP_001557711.1	YGR116W
1701	OG0001701	XP_001557712.1	YDL159W
1702	OG0001702	XP_001557717.1	YGL047W
1703	OG0001703	XP_001557718.1	YDR175C
1704	OG0001704	XP_001557719.2	YMR110C
1705	OG0001705	XP_001557724.1	YHR069C
1706	OG0001706	XP_001557732.1	YJL063C
1707	OG0001707	XP_001557733.1	YIL091C
1708	OG0001708	XP_001557735.1	YDL189W
1709	OG0001709	XP_001557743.2	YIL140W
1710	OG0001710	XP_001557747.2	YDR454C
1711	OG0001711	XP_001557748.1	YCR002C
1712	OG0001712	XP_001557749.1	YCR003W
1713	OG0001713	XP_001557800.1	YOR090C
1714	OG0001714	XP_001557802.1	YNL259C
1715	OG0001715	XP_001557815.1	YIL155C
1716	OG0001716	XP_001557848.1	YNL135C
1717	OG0001717	XP_001557854.1	YPL116W
1718	OG0001718	XP_001557860.1	YPL118W
1719	OG0001719	XP_001557886.1	YLR231C
1720	OG0001720	XP_001557922.1	YOR087W
1721	OG0001721	XP_001557930.2	YKR023W
1722	OG0001722	XP_001557950.2	YDR061W
1723	OG0001723	XP_001557952.1	YBR173C
1724	OG0001724	XP_001557971.1	YLL057C
1725	OG0001725	XP_001557972.1	YHR170W
1726	OG0001726	XP_001557983.1	YNR036C
1727	OG0001727	XP_001557986.2	YDR393W
1728	OG0001728	XP_001557994.1	YKL195W
1729	OG0001729	XP_001557995.1	YOR143C
1730	OG0001730	XP_001557996.1	YMR217W
1731	OG0001731	XP_001558005.1	YLR078C
1732	OG0001732	XP_001558023.1	YJR063W
1733	OG0001733	XP_001558034.2	YBR257W
1734	OG0001734	XP_001558044.2	YPR003C
1735	OG0001735	XP_001558062.2	YPL003W
1736	OG0001736	XP_001558063.1	YOR095C
1737	OG0001737	XP_001558072.1	YMR266W
1738	OG0001738	XP_001558109.1	YLR417W
1739	OG0001739	XP_001558115.1	YOR074C
1740	OG0001740	XP_001558134.1	YER005W
1741	OG0001741	XP_001558137.1	YPL101W
1742	OG0001742	XP_001558138.1	YOR224C
1743	OG0001743	XP_001558140.1	YOL032W
1744	OG0001744	XP_001558150.2	YDR365C
1745	OG0001745	XP_001558170.1	YKR024C
1746	OG0001746	XP_001558171.2	YIL145C
1747	OG0001747	XP_001558183.2	YFR025C
1748	OG0001748	XP_001558190.1	YHR027C
1749	OG0001749	XP_001558191.1	YNL207W
1750	OG0001750	XP_001558194.1	YHR042W
1751	OG0001751	XP_001558214.1	YIL143C
1752	OG0001752	XP_001558216.1	YOL038W
1753	OG0001753	XP_001558217.1	YDL178W
1754	OG0001754	XP_001558236.2	YDR325W
1755	OG0001755	XP_001558247.1	YEL056W
1756	OG0001756	XP_001558276.1	YJL167W
1757	OG0001757	XP_001558290.1	YKR050W
1758	OG0001758	XP_001558322.1	YDL046W
1759	OG0001759	XP_001558323.1	YGR020C
1760	OG0001760	XP_001558329.1	YPR004C
1761	OG0001761	XP_001558330.1	YFR037C
1762	OG0001762	XP_001558349.1	YFL025C
1763	OG0001763	XP_001558350.2	YKL165C
1764	OG0001764	XP_001558358.1	YGR009C
1765	OG0001765	XP_001558387.1	YDL040C
1766	OG0001766	XP_001558392.1	YER043C
1767	OG0001767	XP_001558396.1	YNL161W
1768	OG0001768	XP_001558397.1	YDL043C
1769	OG0001769	XP_001558426.1	YML128C
1770	OG0001770	XP_001558431.1	YDR019C
1771	OG0001771	XP_001558432.1	YPR036W
1772	OG0001772	XP_001558437.1	YEL050C
1773	OG0001773	XP_001558441.1	YOR039W
1774	OG0001774	XP_001558445.1	YOL124C
1775	OG0001775	XP_001558447.1	YCR051W
1776	OG0001776	XP_001558448.2	YJL087C
1777	OG0001777	XP_001558454.1	YMR202W
1778	OG0001778	XP_001558455.1	YNL286W
1779	OG0001779	XP_001558460.1	YDR354W
1780	OG0001780	XP_001558461.2	YNL274C
1781	OG0001781	XP_001558462.1	YDL137W
1782	OG0001782	XP_001558480.2	YJR072C
1783	OG0001783	XP_001558489.2	YDR258C
1784	OG0001784	XP_001558509.1	YOR123C
1785	OG0001785	XP_001558512.1	YLR393W
1786	OG0001786	XP_001558515.2	YDR248C
1787	OG0001787	XP_001558523.2	YLR337C
1788	OG0001788	XP_001558526.1	YMR049C
1789	OG0001789	XP_001558531.1	YGL186C
1790	OG0001790	XP_001558536.2	YGL006W
1791	OG0001791	XP_001558550.1	YER009W
1792	OG0001792	XP_001558554.1	YMR032W
1793	OG0001793	XP_001558561.1	YLL018C-A
1794	OG0001794	XP_001558571.1	YHL023C
1795	OG0001795	XP_001558576.2	YDR191W
1796	OG0001796	XP_001558590.2	YGL140C
1797	OG0001797	XP_001558592.2	YNL265C
1798	OG0001798	XP_001558601.1	YJR058C
1799	OG0001799	XP_001558615.1	YER169W
1800	OG0001800	XP_001558642.2	YML121W
1801	OG0001801	XP_001558649.1	YPL023C
1802	OG0001802	XP_001558662.1	YDR139C
1803	OG0001803	XP_001558665.1	YOR265W
1804	OG0001804	XP_001558673.1	YHR183W
1805	OG0001805	XP_001558686.1	YDL003W
1806	OG0001806	XP_001558690.1	YJL069C
1807	OG0001807	XP_001558696.1	YMR036C
1808	OG0001808	XP_001558705.2	YDR489W
1809	OG0001809	XP_001558710.1	YER053C
1810	OG0001810	XP_001558716.1	YMR201C
1811	OG0001811	XP_001558757.1	YHR068W
1812	OG0001812	XP_001558765.1	YPR129W
1813	OG0001813	XP_001558766.2	YPL222W
1814	OG0001814	XP_001558778.1	YPL001W
1815	OG0001815	XP_001558781.1	YER178W
1816	OG0001816	XP_001558791.1	YGL184C
1817	OG0001817	XP_001558792.2	YGR028W
1818	OG0001818	XP_001558795.2	YFR002W
1819	OG0001819	XP_001558799.2	YCR079W
1820	OG0001820	XP_001558807.1	YMR058W
1821	OG0001821	XP_001558810.1	YMR241W
1822	OG0001822	XP_001558825.1	YPR135W
1823	OG0001823	XP_001558829.1	YDR226W
1824	OG0001824	XP_001558830.1	YOR261C
1825	OG0001825	XP_001558833.1	YBL078C
1826	OG0001826	XP_001558836.1	YDL198C
1827	OG0001827	XP_001558838.1	YPR191W
1828	OG0001828	XP_001558859.1	YDR004W
1829	OG0001829	XP_001558863.1	YDL117W
1830	OG0001830	XP_001558864.1	YNL005C
1831	OG0001831	XP_001558865.1	YLR104W
1832	OG0001832	XP_001558870.1	YPL174C
1833	OG0001833	XP_001558873.1	YML014W
1834	OG0001834	XP_001558877.1	YDR322C-A
1835	OG0001835	XP_001558878.1	YGL022W
1836	OG0001836	XP_001558891.1	YER049W
1837	OG0001837	XP_001558908.1	YLR370C
1838	OG0001838	XP_001558909.2	YNL062C
1839	OG0001839	XP_001558921.1	YKL145W
1840	OG0001840	XP_001558922.1	YDL143W
1841	OG0001841	XP_001558936.1	YOR130C
1842	OG0001842	XP_001558945.1	YMR010W
1843	OG0001843	XP_001558988.1	YLR066W
1844	OG0001844	XP_001559001.1	YMR239C
1845	OG0001845	XP_001559002.1	YGR215W
1846	OG0001846	XP_001559004.1	YER173W
1847	OG0001847	XP_001559012.1	YDR217C
1848	OG0001848	XP_001559021.1	YMR055C
1849	OG0001849	XP_001559027.1	YDR469W
1850	OG0001850	XP_001559028.1	YDR064W
1851	OG0001851	XP_001559036.1	YGL085W
1852	OG0001852	XP_001559069.1	YPR110C
1853	OG0001853	XP_001559103.2	YLR014C
1854	OG0001854	XP_001559112.1	YGL058W
1855	OG0001855	XP_001559179.1	YBR220C
1856	OG0001856	XP_001559189.1	YDR287W
1857	OG0001857	XP_001559229.1	YLR026C
1858	OG0001858	XP_001559262.1	YNL245C
1859	OG0001859	XP_001559267.1	YMR089C
1860	OG0001860	XP_001559288.1	YML051W
1861	OG0001861	XP_001559304.1	YDR256C
1862	OG0001862	XP_001559307.1	YBR164C
1863	OG0001863	XP_001559308.1	YJL189W
1864	OG0001864	XP_001559309.1	YDR328C
1865	OG0001865	XP_001559328.1	YLR138W
1866	OG0001866	XP_001559329.1	YBR179C
1867	OG0001867	XP_001559330.1	YKL002W
1868	OG0001868	XP_001559335.2	YHR024C
1869	OG0001869	XP_001559368.2	YHR009C
1870	OG0001870	XP_001559406.1	YBR053C
1871	OG0001871	XP_001559422.1	YER002W
1872	OG0001872	XP_001559432.1	YJR077C
1873	OG0001873	XP_001559435.1	YBR085W
1874	OG0001874	XP_001559454.1	YNL141W
1875	OG0001875	XP_001559487.1	YJR123W
1876	OG0001876	XP_001559491.1	YDR155C
1877	OG0001877	XP_001559522.1	YGL171W
1878	OG0001878	XP_001559530.1	YKL211C
1879	OG0001879	XP_001559533.1	YEL020W-A
1880	OG0001880	XP_001559568.1	YML021C
1881	OG0001881	XP_001559569.1	YGR257C
1882	OG0001882	XP_001559582.1	YJR125C
1883	OG0001883	XP_001559585.1	YNR003C
1884	OG0001884	XP_001559609.1	YOR301W
1885	OG0001885	XP_001559612.2	YBR274W
1886	OG0001886	XP_001559617.1	YLR325C
1887	OG0001887	XP_001559621.1	YGR171C
1888	OG0001888	XP_001559650.1	YLR447C
1889	OG0001889	XP_001559651.1	YOR310C
1890	OG0001890	XP_001559652.2	YNR032C-A
1891	OG0001891	XP_001559658.1	YFL002C
1892	OG0001892	XP_001559672.1	YFL001W
1893	OG0001893	XP_001559677.1	YDL114W
1894	OG0001894	XP_001559680.2	YJL011C
1895	OG0001895	XP_001559688.1	YPL120W
1896	OG0001896	XP_001559693.1	YGL043W
1897	OG0001897	XP_001559701.1	YOR061W
1898	OG0001898	XP_001559705.2	YDR301W
1899	OG0001899	XP_001559721.1	YLR191W
1900	OG0001900	XP_001559723.1	YCL030C
1901	OG0001901	XP_001559724.1	YMR236W
1902	OG0001902	XP_001559750.2	YPL063W
1903	OG0001903	XP_001559754.1	YHR008C
1904	OG0001904	XP_001559775.1	YLR163C
1905	OG0001905	XP_001559795.1	YIR034C
1906	OG0001906	XP_001559801.1	YDR486C
1907	OG0001907	XP_001559810.1	YOR206W
1908	OG0001908	XP_001559811.1	YPL065W
1909	OG0001909	XP_001559812.1	YOL009C
1910	OG0001910	XP_001559822.1	YJL081C
1911	OG0001911	XP_001559844.1	YKL146W
1912	OG0001912	XP_001559852.1	YNL097C
1913	OG0001913	XP_001559853.1	YBR002C
1914	OG0001914	XP_001559859.1	YJR117W
1915	OG0001915	XP_001559910.1	YJL204C
1916	OG0001916	XP_001559911.1	YDL108W
1917	OG0001917	XP_001559931.2	YOL138C
1918	OG0001918	XP_001559940.1	YNL238W
1919	OG0001919	XP_001559941.1	YJL036W
1920	OG0001920	XP_001559942.1	YPR125W
1921	OG0001921	XP_001559945.1	YER170W
1922	OG0001922	XP_001559960.1	YGL037C
1923	OG0001923	XP_001559961.2	YDR162C
1924	OG0001924	XP_001559963.2	YLR313C
1925	OG0001925	XP_001559964.1	YOR027W
1926	OG0001926	XP_001559994.1	YLL011W
1927	OG0001927	XP_001559995.1	YDL097C
1928	OG0001928	XP_001560013.1	YPL199C
1929	OG0001929	XP_001560033.1	YDR353W
1930	OG0001930	XP_001560037.1	YPR107C
1931	OG0001931	XP_001560049.1	YNL330C
1932	OG0001932	XP_001560063.1	YER042W
1933	OG0001933	XP_001560073.1	YNR018W
1934	OG0001934	XP_001560084.2	YPL126W
1935	OG0001935	XP_001560085.1	YOR210W
1936	OG0001936	XP_001560089.1	YBR271W
1937	OG0001937	XP_001560094.1	YLR401C
1938	OG0001938	XP_001560137.1	YOL142W
1939	OG0001939	XP_001560191.1	YGR086C
1940	OG0001940	XP_001560203.1	YKL155C
1941	OG0001941	XP_001560224.2	YOR196C
1942	OG0001942	XP_001560226.1	YKR069W
1943	OG0001943	XP_001560254.1	YPR166C
1944	OG0001944	XP_001560266.1	YPL225W
1945	OG0001945	XP_001560276.1	YBR041W
1946	OG0001946	XP_001560277.1	YDR434W
1947	OG0001947	XP_001560295.2	YKL191W
1948	OG0001948	XP_001560329.2	YBR006W
1949	OG0001949	XP_001560335.1	YPL097W
1950	OG0001950	XP_001560357.1	YDL226C
1951	OG0001951	XP_001560367.1	YHL028W
1952	OG0001952	XP_001560428.1	YIL094C
1953	OG0001953	XP_001560435.1	YNR053C
1954	OG0001954	XP_001560440.1	YIR004W
1955	OG0001955	XP_001560441.1	YHR190W
1956	OG0001956	XP_001560460.1	YLR069C
1957	OG0001957	XP_001560495.2	YLL018C
1958	OG0001958	XP_001560525.1	YMR097C
1959	OG0001959	XP_001560530.1	YJR104C
1960	OG0001960	XP_001560568.1	YDR512C
1961	OG0001961	XP_001560597.1	YKL213C
1962	OG0001962	XP_001560604.1	YIL160C
1963	OG0001963	XP_001560623.2	YOL122C
1964	OG0001964	XP_001560625.1	YLR277C
1965	OG0001965	XP_001560637.2	YOR017W
1966	OG0001966	XP_001560640.1	YFR001W
1967	OG0001967	XP_001560641.1	YOR202W
1968	OG0001968	XP_001560643.1	YOL094C
1969	OG0001969	XP_001560650.1	YLL006W
1970	OG0001970	XP_001560651.1	YGL225W
1971	OG0001971	XP_001560652.1	YDR183W
1972	OG0001972	XP_001560657.1	YOR175C
1973	OG0001973	XP_001560658.1	YGL095C
1974	OG0001974	XP_001560687.1	YOL086W-A
1975	OG0001975	XP_001560698.1	YML105C
1976	OG0001976	XP_001560702.1	YOR260W
1977	OG0001977	XP_001560727.1	YBL036C
1978	OG0001978	XP_001560753.2	YKR092C
1979	OG0001979	XP_001560760.1	YIL098C
1980	OG0001980	XP_001560763.2	YOR257W
1981	OG0001981	XP_001560777.1	YBL011W
1982	OG0001982	XP_001560782.1	YNL289W
1983	OG0001983	XP_001560795.1	YML093W
1984	OG0001984	XP_001560808.2	YOR154W
1985	OG0001985	XP_001560814.1	YGL234W
1986	OG0001986	XP_001560815.1	YHR025W
1987	OG0001987	XP_001560819.1	YMR009W
1988	OG0001988	XP_001560841.1	YNL131W
1989	OG0001989	XP_001560880.1	YNL248C
1990	OG0001990	XP_001560888.1	YCL001W
1991	OG0001991	XP_001560890.1	YBR279W
1992	OG0001992	XP_001560908.1	YOR287C
1993	OG0001993	XP_001560911.2	YBR146W
1994	OG0001994	XP_001560925.1	YPR118W
1995	OG0001995	XP_001560943.1	YMR041C
1996	OG0001996	XP_001560946.1	YMR140W
1997	OG0001997	XP_001560951.1	YGL087C
1998	OG0001998	XP_001560976.1	YLR251W
1999	OG0001999	XP_001560977.1	YOL139C
2000	OG0002000	XP_001560979.2	YAL044W-A
2001	OG0002001	XP_001560984.1	YPL104W
2002	OG0002002	XP_001560987.1	YDR460W
2003	OG0002003	XP_001560989.1	YMR149W
2004	OG0002004	XP_001560997.1	YAL058W
2005	OG0002005	XP_001560998.1	YJR024C
2006	OG0002006	XP_001561003.1	YOL143C
2007	OG0002007	XP_001561038.1	YFR009W
2008	OG0002008	XP_001561040.1	YJR133W
2009	OG0002009	XP_001561052.2	YOR043W
2010	OG0002010	XP_001561058.1	YNL202W
2011	OG0002011	XP_001561074.1	YGR172C
2012	OG0002012	XP_001561083.1	YPL107W
2013	OG0002013	XP_001561105.1	YKR088C
2014	OG0002014	XP_001561110.1	YHR112C
2015	OG0002015	XP_001561115.1	YFR041C
2016	OG0002016	XP_001561121.1	YNL037C
2017	OG0002017	XP_001561122.1	YCR047C
2018	OG0002018	XP_001561123.1	YHR181W
2019	OG0002019	XP_001561127.1	YGR280C
2020	OG0002020	XP_001561150.1	YGL174W
2021	OG0002021	XP_001561177.1	YLR411W
2022	OG0002022	XP_001561196.1	YGR207C
2023	OG0002023	XP_001561199.1	YOR303W
2024	OG0002024	XP_001561209.2	YPL172C
2025	OG0002025	XP_001561243.1	YER055C
2026	OG0002026	XP_001561244.1	YNL023C
2027	OG0002027	XP_001561258.1	YPR201W
2028	OG0002028	XP_001561259.1	YFR050C
2029	OG0002029	XP_001561261.1	YDL101C
2030	OG0002030	XP_001561262.1	YKL104C
2031	OG0002031	XP_001561263.1	YOR259C
2032	OG0002032	XP_001561266.1	YLR192C
2033	OG0002033	XP_001561280.1	YBR088C
2034	OG0002034	XP_001561287.1	YOR296W
2035	OG0002035	XP_001561306.1	YBR234C
2036	OG0002036	XP_001561307.2	YIR009W
2037	OG0002037	XP_001561309.1	YJR131W
2038	OG0002038	XP_001561312.1	YJL194W
2039	OG0002039	XP_001561314.1	YFL045C
2040	OG0002040	XP_001561332.1	YJR107W
2041	OG0002041	XP_001561371.1	YDL141W
2042	OG0002042	XP_001561373.1	YJR144W
2043	OG0002043	XP_001561379.1	YPL236C
