	OrthologID	Lachancea_thermotolerans	Saccharomyces_cerevisiae
2943	OG0002943	augustus_masked-CU928171-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-0.72&CDS=1-882	YFR041C
2944	OG0002944	augustus_masked-CU928171-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-0.87&CDS=1-2400	YFR040W
2945	OG0002945	augustus_masked-CU928171-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-0.73&CDS=1-2019	YGL228W
2946	OG0002946	augustus_masked-CU928171-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-0.74&CDS=1-1347	YER043C
2947	OG0002947	augustus_masked-CU928171-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.0&CDS=1-2457	YGL227W
2948	OG0002948	snap_masked-CU928171-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-1.103&CDS=1-279	YGL226C-A
2949	OG0002949	augustus_masked-CU928171-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.1&CDS=1-447	YGL226W
2950	OG0002950	augustus_masked-CU928171-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.4&CDS=1-552	YER042W
2951	OG0002951	augustus_masked-CU928171-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.5&CDS=1-2025	YER041W
2952	OG0002952	augustus_masked-CU928171-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.6&CDS=1-2232	YER040W
2953	OG0002953	snap_masked-CU928171-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-1.101&CDS=1-1005	YGL225W
2954	OG0002954	snap_masked-CU928171-processed-gene-1.102-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-1.102&CDS=1-1197	YER038C
2955	OG0002955	augustus_masked-CU928171-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.24&CDS=1-843	YGL224C
2956	OG0002956	augustus_masked-CU928171-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.25&CDS=1-1674	YGL223C
2957	OG0002957	augustus_masked-CU928171-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.7&CDS=1-1821	YER036C
2958	OG0002958	augustus_masked-CU928171-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.26&CDS=1-1065	YGL222C
2959	OG0002959	augustus_masked-CU928171-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.27&CDS=1-531	YER034W
2960	OG0002960	augustus_masked-CU928171-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.28&CDS=1-855	YGL221C
2961	OG0002961	snap_masked-CU928171-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-1.108&CDS=1-255	YGL220W
2962	OG0002962	augustus_masked-CU928171-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.29&CDS=1-1626	YGL219C
2963	OG0002963	augustus_masked-CU928171-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.8&CDS=1-2457	YGL216W
2964	OG0002964	augustus_masked-CU928171-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.9&CDS=1-1209	YGL215W
2965	OG0002965	augustus_masked-CU928171-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.31&CDS=1-1125	YGL213C
2966	OG0002966	augustus_masked-CU928171-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.10&CDS=1-1047	YGL212W
2967	OG0002967	augustus_masked-CU928171-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.11&CDS=1-1119	YGL211W
2968	OG0002968	augustus_masked-CU928171-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.12&CDS=1-2535	YER033C
2969	OG0002969	augustus_masked-CU928171-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.32&CDS=1-2751	YER032W
2970	OG0002970	augustus_masked-CU928171-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.13&CDS=1-654	YGL210W
2971	OG0002971	augustus_masked-CU928171-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.33&CDS=1-438	YER030W
2972	OG0002972	genemark-CU928171-processed-gene-1.58-mRNA-1_1&gene=genemark-CU928171-processed-gene-1.58&CDS=1-483	YER029C
2973	OG0002973	genemark-CU928171-processed-gene-1.60-mRNA-1_1&gene=genemark-CU928171-processed-gene-1.60&CDS=1-1221	YER027C
2974	OG0002974	augustus_masked-CU928171-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.16&CDS=1-3096	YGL207W
2975	OG0002975	augustus_masked-CU928171-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.34&CDS=1-4971	YGL206C
2976	OG0002976	augustus_masked-CU928171-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.17&CDS=1-2214	YGL205W
2977	OG0002977	augustus_masked-CU928171-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.18&CDS=1-810	YER026C
2978	OG0002978	augustus_masked-CU928171-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.35&CDS=1-2235	YGL203C
2979	OG0002979	augustus_masked-CU928171-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.36&CDS=1-1626	YKL217W
2980	OG0002980	augustus_masked-CU928171-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.37&CDS=1-2733	YPR160W
2981	OG0002981	augustus_masked-CU928171-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.38&CDS=1-3108	YGL201C
2982	OG0002982	augustus_masked-CU928171-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.39&CDS=1-2127	YPR159W
2983	OG0002983	augustus_masked-CU928171-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.41&CDS=1-1287	YGR142W
2984	OG0002984	augustus_masked-CU928171-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.42&CDS=1-1314	YGR141W
2985	OG0002985	augustus_masked-CU928171-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.43&CDS=1-2454	YGR140W
2986	OG0002986	snap_masked-CU928171-processed-gene-1.124-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-1.124&CDS=1-2055	YPR155C
2987	OG0002987	genemark-CU928171-processed-gene-1.90-mRNA-1_1&gene=genemark-CU928171-processed-gene-1.90&CDS=1-1167	YGR135W
2988	OG0002988	augustus_masked-CU928171-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-1.23&CDS=1-1371	YPR152C
2989	OG0002989	snap_masked-CU928171-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.93&CDS=1-3339	YGR134W
2990	OG0002990	augustus_masked-CU928171-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.46&CDS=1-978	YOR142W
2991	OG0002991	augustus_masked-CU928171-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.50&CDS=1-927	YOR143C
2992	OG0002992	augustus_masked-CU928171-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.47&CDS=1-990	YDR392W
2993	OG0002993	snap_masked-CU928171-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.95&CDS=1-2391	YOR144C
2994	OG0002994	augustus_masked-CU928171-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.69&CDS=1-813	YOR145C
2995	OG0002995	augustus_masked-CU928171-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.52&CDS=1-1779	YOR147W
2996	OG0002996	augustus_masked-CU928171-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.70&CDS=1-654	YOR148C
2997	OG0002997	snap_masked-CU928171-processed-gene-2.97-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.97&CDS=1-2583	YDR394W
2998	OG0002998	augustus_masked-CU928171-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.71&CDS=1-1524	YOR149C
2999	OG0002999	augustus_masked-CU928171-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.55&CDS=1-2850	YDR395W
3000	OG0003000	augustus_masked-CU928171-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.72&CDS=1-492	YDR397C
3001	OG0003001	augustus_masked-CU928171-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.56&CDS=1-1905	YDR398W
3002	OG0003002	augustus_masked-CU928171-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.57&CDS=1-642	YDR399W
3003	OG0003003	augustus_masked-CU928171-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.73&CDS=1-1407	YKL221W
3004	OG0003004	snap_masked-CU928171-processed-gene-2.101-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.101&CDS=1-1029	YDR400W
3005	OG0003005	augustus_masked-CU928171-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.74&CDS=1-1518	YDR402C
3006	OG0003006	augustus_masked-CU928171-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.59&CDS=1-1554	YDR403W
3007	OG0003007	augustus_masked-CU928171-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.75&CDS=1-513	YDR404C
3008	OG0003008	augustus_masked-CU928171-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.60&CDS=1-480	YOR150W
3009	OG0003009	augustus_masked-CU928171-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.76&CDS=1-3660	YOR151C
3010	OG0003010	augustus_masked-CU928171-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.61&CDS=1-747	YDR405W
3011	OG0003011	snap_masked-CU928171-processed-gene-2.120-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.120&CDS=1-1296	YOR155C
3012	OG0003012	augustus_masked-CU928171-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.62&CDS=1-1602	YOR161C
3013	OG0003013	augustus_masked-CU928171-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.78&CDS=1-2898	YOR160W
3014	OG0003014	augustus_masked-CU928171-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.63&CDS=1-282	YOR159C
3015	OG0003015	genemark-CU928171-processed-gene-2.32-mRNA-1_1&gene=genemark-CU928171-processed-gene-2.32&CDS=1-912	YOR158W
3016	OG0003016	snap_masked-CU928171-processed-gene-2.123-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.123&CDS=1-3657	YDR407C
3017	OG0003017	augustus_masked-CU928171-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.64&CDS=1-789	YOR157C
3018	OG0003018	augustus_masked-CU928171-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.80&CDS=1-663	YDR408C
3019	OG0003019	augustus_masked-CU928171-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.65&CDS=1-2646	YOR156C
3020	OG0003020	maker-CU928171-augustus-gene-2.141-mRNA-1_1&gene=maker-CU928171-augustus-gene-2.141&CDS=1-3552	YML042W
3021	OG0003021	snap_masked-CU928171-processed-gene-2.128-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.128&CDS=1-936	YDR411C
3022	OG0003022	augustus_masked-CU928171-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.66&CDS=1-699	YDR412W
3023	OG0003023	snap_masked-CU928171-processed-gene-2.129-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.129&CDS=1-723	YDR414C
3024	OG0003024	augustus_masked-CU928171-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.67&CDS=1-1152	YEL050C
3025	OG0003025	augustus_masked-CU928171-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.85&CDS=1-828	YEL051W
3026	OG0003026	snap_masked-CU928171-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-2.110&CDS=1-2448	YDR416W
3027	OG0003027	augustus_masked-CU928171-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.86&CDS=1-1863	YDR419W
3028	OG0003028	augustus_masked-CU928171-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-2.89&CDS=1-2289	YEL053C
3029	OG0003029	augustus_masked-CU928171-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.107&CDS=1-1413	YEL052W
3030	OG0003030	augustus_masked-CU928171-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.109&CDS=1-2571	YDR421W
3031	OG0003031	augustus_masked-CU928171-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.110&CDS=1-1893	YML006C
3032	OG0003032	augustus_masked-CU928171-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.111&CDS=1-2100	YDR422C
3033	OG0003033	augustus_masked-CU928171-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.134&CDS=1-1707	YML007W
3034	OG0003034	augustus_masked-CU928171-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.112&CDS=1-1152	YML008C
3035	OG0003035	snap_masked-CU928171-processed-gene-3.31-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-3.31&CDS=1-252	YDR424C
3036	OG0003036	maker-CU928171-augustus-gene-3.54-mRNA-1_1&gene=maker-CU928171-augustus-gene-3.54&CDS=1-3021	YDR427W
3037	OG0003037	augustus_masked-CU928171-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.135&CDS=1-747	YDR428C
3038	OG0003038	augustus_masked-CU928171-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.136&CDS=1-840	YDR429C
3039	OG0003039	snap_masked-CU928171-processed-gene-3.10-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-3.10&CDS=1-210	YML009C
3040	OG0003040	augustus_masked-CU928171-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.137&CDS=1-3255	YML010W
3041	OG0003041	genemark-CU928171-processed-gene-3.65-mRNA-1_1&gene=genemark-CU928171-processed-gene-3.65&CDS=1-528	YML011C
3042	OG0003042	maker-CU928171-augustus-gene-3.55-mRNA-1_1&gene=maker-CU928171-augustus-gene-3.55&CDS=1-3567	YDR430C
3043	OG0003043	augustus_masked-CU928171-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.117&CDS=1-1104	YDR432W
3044	OG0003044	augustus_masked-CU928171-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.141&CDS=1-1758	YML013W
3045	OG0003045	augustus_masked-CU928171-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.142&CDS=1-828	YML014W
3046	OG0003046	genemark-CU928171-processed-gene-3.67-mRNA-1_1&gene=genemark-CU928171-processed-gene-3.67&CDS=1-1554	YDR434W
3047	OG0003047	augustus_masked-CU928171-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.119&CDS=1-1065	YML015C
3048	OG0003048	augustus_masked-CU928171-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.143&CDS=1-993	YDR435C
3049	OG0003049	augustus_masked-CU928171-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.121&CDS=1-438	YDR437W
3050	OG0003050	augustus_masked-CU928171-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.144&CDS=1-1506	YML017W
3051	OG0003051	augustus_masked-CU928171-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.122&CDS=1-1224	YML018C
3052	OG0003052	augustus_masked-CU928171-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.145&CDS=1-975	YML019W
3053	OG0003053	augustus_masked-CU928171-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.123&CDS=1-744	YDR439W
3054	OG0003054	augustus_masked-CU928171-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.146&CDS=1-1893	YML020W
3055	OG0003055	augustus_masked-CU928171-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.124&CDS=1-1023	YML021C
3056	OG0003056	augustus_masked-CU928171-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.125&CDS=1-1575	YDR440W
3057	OG0003057	augustus_masked-CU928171-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.147&CDS=1-558	YML022W
3058	OG0003058	snap_masked-CU928171-processed-gene-3.21-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-3.21&CDS=1-1623	YML023C
3059	OG0003059	augustus_masked-CU928171-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.148&CDS=1-4068	YDR443C
3060	OG0003060	augustus_masked-CU928171-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.126&CDS=1-1884	YDR444W
3061	OG0003061	augustus_masked-CU928171-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.127&CDS=1-855	YDR446W
3062	OG0003062	augustus_masked-CU928171-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.128&CDS=1-1305	YDR448W
3063	OG0003063	augustus_masked-CU928171-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.151&CDS=1-1335	YDR449C
3064	OG0003064	augustus_masked-CU928171-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.129&CDS=1-801	YML025C
3065	OG0003065	augustus_masked-CU928171-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.152&CDS=1-1125	YML027W
3066	OG0003066	genemark-CU928171-processed-gene-3.80-mRNA-1_1&gene=genemark-CU928171-processed-gene-3.80&CDS=1-2013	YDR452W
3067	OG0003067	augustus_masked-CU928171-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.153&CDS=1-588	YML028W
3068	OG0003068	augustus_masked-CU928171-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.154&CDS=1-2316	YML029W
3069	OG0003069	augustus_masked-CU928171-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.155&CDS=1-480	YML030W
3070	OG0003070	augustus_masked-CU928171-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.156&CDS=1-645	YDR454C
3071	OG0003071	augustus_masked-CU928171-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.132&CDS=1-1836	YDR456W
3072	OG0003072	augustus_masked-CU928171-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.157&CDS=1-1563	YML031W
3073	OG0003073	augustus_masked-CU928171-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-3.133&CDS=1-1437	YML032C
3074	OG0003074	augustus_masked-CU928171-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.64&CDS=1-9762	YDR457W
3075	OG0003075	snap_masked-CU928171-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.13&CDS=1-2406	YML034W
3076	OG0003076	genemark-CU928171-processed-gene-4.111-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.111&CDS=1-2274	YML035C
3077	OG0003077	augustus_masked-CU928171-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.88&CDS=1-1101	YDR459C
3078	OG0003078	augustus_masked-CU928171-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.67&CDS=1-966	YDR460W
3079	OG0003079	augustus_masked-CU928171-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.89&CDS=1-522	YML036W
3080	OG0003080	snap_masked-CU928171-processed-gene-4.16-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.16&CDS=1-1152	YML037C
3081	OG0003081	augustus_masked-CU928171-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.69&CDS=1-441	YDR462W
3082	OG0003082	augustus_masked-CU928171-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.70&CDS=1-1110	YML038C
3083	OG0003083	augustus_masked-CU928171-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.71&CDS=1-1614	YDR463W
3084	OG0003084	snap_masked-CU928171-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.20&CDS=1-4635	YDR464W
3085	OG0003085	augustus_masked-CU928171-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.90&CDS=1-1608	YHR007C
3086	OG0003086	augustus_masked-CU928171-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.91&CDS=1-1209	YDR465C
3087	OG0003087	augustus_masked-CU928171-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.92&CDS=1-684	YHR008C
3088	OG0003088	augustus_masked-CU928171-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.73&CDS=1-1959	YDR466W
3089	OG0003089	augustus_masked-CU928171-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.93&CDS=1-1476	YHR009C
3090	OG0003090	augustus_masked-CU928171-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.94&CDS=1-621	YDR468C
3091	OG0003091	augustus_masked-CU928171-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.74&CDS=1-270	YDR469W
3092	OG0003092	augustus_masked-CU928171-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.95&CDS=1-1413	YDR470C
3093	OG0003093	maker-CU928171-augustus-gene-4.4-mRNA-1_1&gene=maker-CU928171-augustus-gene-4.4&CDS=1-2046	YHR011W
3094	OG0003094	augustus_masked-CU928171-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.97&CDS=1-681	YHR013C
3095	OG0003095	snap_masked-CU928171-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.25&CDS=1-963	YDR472W
3096	OG0003096	snap_masked-CU928171-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CU928171-processed-gene-4.27&CDS=1-1632	YOR023C
3097	OG0003097	augustus_masked-CU928171-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.79&CDS=1-2580	YOR021C
3098	OG0003098	augustus_masked-CU928171-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.98&CDS=1-216	YOR020W-A
3099	OG0003099	augustus_masked-CU928171-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.80&CDS=1-315	YOR020C
3100	OG0003100	genemark-CU928171-processed-gene-4.145-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.145&CDS=1-1266	YDR473C
3101	OG0003101	genemark-CU928171-processed-gene-4.147-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.147&CDS=1-1299	YDR476C
3102	OG0003102	genemark-CU928171-processed-gene-4.127-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.127&CDS=1-1791	YDR477W
3103	OG0003103	augustus_masked-CU928171-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.82&CDS=1-1491	YOR025W
3104	OG0003104	augustus_masked-CU928171-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.101&CDS=1-858	YJR096W
3105	OG0003105	augustus_masked-CU928171-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.102&CDS=1-1023	YJR095W
3106	OG0003106	genemark-CU928171-processed-gene-4.152-mRNA-1_1&gene=genemark-CU928171-processed-gene-4.152&CDS=1-4566	YDR301W
3107	OG0003107	augustus_masked-CU928171-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.86&CDS=1-1263	YDR300C
3108	OG0003108	augustus_masked-CU928171-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.105&CDS=1-1056	YHR034C
3109	OG0003109	augustus_masked-CU928171-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.106&CDS=1-1593	YDR299W
3110	OG0003110	augustus_masked-CU928171-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.87&CDS=1-618	YDR298C
3111	OG0003111	augustus_masked-CU928171-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.107&CDS=1-1011	YDR297W
3112	OG0003112	augustus_masked-CU928171-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-4.108&CDS=1-642	YDR296W
3113	OG0003113	augustus_masked-CU928171-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.102&CDS=1-3798	YDR295C
3114	OG0003114	augustus_masked-CU928171-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.103&CDS=1-1683	YDR294C
3115	OG0003115	augustus_masked-CU928171-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.104&CDS=1-1230	YHR036W
3116	OG0003116	augustus_masked-CU928171-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.105&CDS=1-1719	YHR037W
3117	OG0003117	augustus_masked-CU928171-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.106&CDS=1-4278	YDR293C
3118	OG0003118	augustus_masked-CU928171-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.107&CDS=1-2328	YHR039C
3119	OG0003119	augustus_masked-CU928171-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-CU928171-processed-gene-5.108&CDS=1-1122	YHR040W
