	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035640_Yamadazyma_philogaea
2738	OG0002738	YOR111W	augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.61&CDS=1-639
2739	OG0002739	YOR112W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.75&CDS=1-4188
2740	OG0002740	YOR115C	genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_34_length_92202_cov_29.9049_ID_67-processed-gene-0.47&CDS=1-513
2741	OG0002741	YOR116C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.91&CDS=1-4368
2742	OG0002742	YOR117W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.92&CDS=1-1272
2743	OG0002743	YOR119C	genemark-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.67&CDS=1-1440
2744	OG0002744	YOR122C	maker-NODE_33_length_101399_cov_32.264_ID_65-augustus-gene-0.151-mRNA-1_1&gene=maker-NODE_33_length_101399_cov_32.264_ID_65-augustus-gene-0.151&CDS=1-831
2745	OG0002745	YOR124C	maker-NODE_4_length_571300_cov_30.7617_ID_7-snap-gene-3.127-mRNA-1_1&gene=maker-NODE_4_length_571300_cov_30.7617_ID_7-snap-gene-3.127&CDS=1-3849
2746	OG0002746	YOR125C	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.56&CDS=1-2805
2747	OG0002747	YOR126C	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-0.52&CDS=1-759
2748	OG0002748	YOR128C	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.16&CDS=1-1683
2749	OG0002749	YOR129C	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.242&CDS=1-1902
2750	OG0002750	YOR130C	maker-NODE_7_length_373803_cov_30.4817_ID_13-snap-gene-2.260-mRNA-1_1&gene=maker-NODE_7_length_373803_cov_30.4817_ID_13-snap-gene-2.260&CDS=1-1005
2751	OG0002751	YOR132W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.108&CDS=1-1569
2752	OG0002752	YOR136W	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.126&CDS=1-1095
2753	OG0002753	YOR141C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.79&CDS=1-2427
2754	OG0002754	YOR142W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.80&CDS=1-969
2755	OG0002755	YOR143C	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-0.110&CDS=1-897
2756	OG0002756	YOR144C	genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.91&CDS=1-2634
2757	OG0002757	YOR145C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.123&CDS=1-771
2758	OG0002758	YOR148C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-1.69&CDS=1-648
2759	OG0002759	YOR149C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.43&CDS=1-1620
2760	OG0002760	YOR150W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.84&CDS=1-522
2761	OG0002761	YOR151C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.64&CDS=1-3696
2762	OG0002762	YOR157C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.99&CDS=1-801
2763	OG0002763	YOR159C	snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.107&CDS=1-267
2764	OG0002764	YOR160W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.46&CDS=1-2823
2765	OG0002765	YOR161C	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.32&CDS=1-1578
2766	OG0002766	YOR163W	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.51&CDS=1-600
2767	OG0002767	YOR164C	maker-NODE_20_length_215016_cov_30.8952_ID_39-augustus-gene-1.11-mRNA-1_1&gene=maker-NODE_20_length_215016_cov_30.8952_ID_39-augustus-gene-1.11&CDS=1-1545
2768	OG0002768	YOR165W	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.114&CDS=1-4992
2769	OG0002769	YOR168W	augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.161&CDS=1-2358
2770	OG0002770	YOR176W	maker-NODE_29_length_118492_cov_32.443_ID_57-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_29_length_118492_cov_32.443_ID_57-augustus-gene-0.1&CDS=1-2877
2771	OG0002771	YOR181W	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.135&CDS=1-2004
2772	OG0002772	YOR187W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.32&CDS=1-8688
2773	OG0002773	YOR191W	maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-2.251-mRNA-1_1&gene=maker-NODE_9_length_359155_cov_29.4677_ID_17-augustus-gene-2.251&CDS=1-4020
2774	OG0002774	YOR194C	genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-0.78&CDS=1-774
2775	OG0002775	YOR201C	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.56&CDS=1-2595
2776	OG0002776	YOR202W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.55&CDS=1-651
2777	OG0002777	YOR204W	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.95-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-9.95&CDS=1-1911
2778	OG0002778	YOR205C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.50&CDS=1-1569
2779	OG0002779	YOR206W	augustus_masked-NODE_41_length_59227_cov_38.0665_ID_81-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_41_length_59227_cov_38.0665_ID_81-processed-gene-0.66&CDS=1-4737
2780	OG0002780	YOR207C	augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.24&CDS=1-3492
2781	OG0002781	YOR209C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.81&CDS=1-1242
2782	OG0002782	YOR210W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.93&CDS=1-216
2783	OG0002783	YOR211C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.94&CDS=1-2565
2784	OG0002784	YOR212W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.65&CDS=1-1143
2785	OG0002785	YOR217W	maker-NODE_4_length_571300_cov_30.7617_ID_7-augustus-gene-2.9-mRNA-1_1&gene=maker-NODE_4_length_571300_cov_30.7617_ID_7-augustus-gene-2.9&CDS=1-3969
2786	OG0002786	YOR222W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.95&CDS=1-855
2787	OG0002787	YOR223W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.94&CDS=1-837
2788	OG0002788	YOR224C	maker-NODE_23_length_173057_cov_29.2639_ID_45-augustus-gene-0.225-mRNA-1_1&gene=maker-NODE_23_length_173057_cov_29.2639_ID_45-augustus-gene-0.225&CDS=1-939
2789	OG0002789	YOR232W	snap_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.166&CDS=1-735
2790	OG0002790	YOR236W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.78&CDS=1-570
2791	OG0002791	YOR239W	genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.129&CDS=1-966
2792	OG0002792	YOR241W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-0.56&CDS=1-1491
2793	OG0002793	YOR242C	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.42&CDS=1-1074
2794	OG0002794	YOR243C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.97&CDS=1-2049
2795	OG0002795	YOR245C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.52&CDS=1-1638
2796	OG0002796	YOR246C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.57&CDS=1-996
2797	OG0002797	YOR249C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.92&CDS=1-2484
2798	OG0002798	YOR250C	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.136&CDS=1-1470
2799	OG0002799	YOR251C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.98&CDS=1-945
2800	OG0002800	YOR252W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.78&CDS=1-531
2801	OG0002801	YOR253W	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.159&CDS=1-519
2802	OG0002802	YOR254C	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.120&CDS=1-2034
2803	OG0002803	YOR257W	maker-NODE_21_length_186516_cov_33.4099_ID_41-augustus-gene-0.272-mRNA-1_1&gene=maker-NODE_21_length_186516_cov_33.4099_ID_41-augustus-gene-0.272&CDS=1-1506
2804	OG0002804	YOR259C	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.161&CDS=1-1245
2805	OG0002805	YOR260W	augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.123&CDS=1-1407
2806	OG0002806	YOR262W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.56&CDS=1-1035
2807	OG0002807	YOR265W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.38&CDS=1-288
2808	OG0002808	YOR269W	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.83-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-8.83&CDS=1-1530
2809	OG0002809	YOR271C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.75&CDS=1-984
2810	OG0002810	YOR272W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.90&CDS=1-1377
2811	OG0002811	YOR273C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.97&CDS=1-1869
2812	OG0002812	YOR274W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.72&CDS=1-3750
2813	OG0002813	YOR276W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.95&CDS=1-507
2814	OG0002814	YOR281C	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.95&CDS=1-756
2815	OG0002815	YOR283W	augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_14_length_296638_cov_28.971_ID_27-processed-gene-1.157&CDS=1-681
2816	OG0002816	YOR285W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.90&CDS=1-531
2817	OG0002817	YOR287C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.104&CDS=1-789
2818	OG0002818	YOR288C	maker-NODE_18_length_255309_cov_31.6668_ID_35-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_18_length_255309_cov_31.6668_ID_35-snap-gene-1.3&CDS=1-1095
2819	OG0002819	YOR289W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.53&CDS=1-633
2820	OG0002820	YOR291W	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.137&CDS=1-4065
2821	OG0002821	YOR292C	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.69&CDS=1-942
2822	OG0002822	YOR294W	augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.24&CDS=1-603
2823	OG0002823	YOR296W	augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.23&CDS=1-4668
2824	OG0002824	YOR298C-A	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.0&CDS=1-450
2825	OG0002825	YOR298W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-6.78&CDS=1-939
2826	OG0002826	YOR301W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.67&CDS=1-1422
2827	OG0002827	YOR303W	genemark-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.236-mRNA-1_1&gene=genemark-NODE_21_length_186516_cov_33.4099_ID_41-processed-gene-0.236&CDS=1-1290
2828	OG0002828	YOR305W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.103&CDS=1-825
2829	OG0002829	YOR307C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.84&CDS=1-1251
2830	OG0002830	YOR308C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-0.64&CDS=1-1713
2831	OG0002831	YOR310C	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.71&CDS=1-1551
2832	OG0002832	YOR311C	genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.78&CDS=1-2790
2833	OG0002833	YOR315W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-1.77&CDS=1-1116
2834	OG0002834	YOR319W	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.119&CDS=1-681
2835	OG0002835	YOR320C	genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_28_length_133224_cov_28.2264_ID_55-processed-gene-0.118&CDS=1-1281
2836	OG0002836	YOR322C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.85&CDS=1-1932
2837	OG0002837	YOR323C	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.163&CDS=1-1320
2838	OG0002838	YOR327C	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.90&CDS=1-333
2839	OG0002839	YOR329C	genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.64&CDS=1-1716
2840	OG0002840	YOR330C	genemark-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.46&CDS=1-3744
2841	OG0002841	YOR334W	augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.38&CDS=1-2025
2842	OG0002842	YOR335C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.134&CDS=1-2874
2843	OG0002843	YOR336W	augustus_masked-NODE_27_length_135834_cov_30.1618_ID_53-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_27_length_135834_cov_30.1618_ID_53-processed-gene-0.166&CDS=1-4293
2844	OG0002844	YOR340C	augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.14&CDS=1-834
2845	OG0002845	YOR341W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-0.117&CDS=1-4881
2846	OG0002846	YOR344C	genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.108&CDS=1-717
2847	OG0002847	YOR346W	augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.72&CDS=1-3279
2848	OG0002848	YOR349W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-3.63&CDS=1-3255
2849	OG0002849	YOR352W	snap_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-1.12&CDS=1-798
2850	OG0002850	YOR355W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-1.74&CDS=1-1479
2851	OG0002851	YOR356W	maker-NODE_4_length_571300_cov_30.7617_ID_7-augustus-gene-1.132-mRNA-1_1&gene=maker-NODE_4_length_571300_cov_30.7617_ID_7-augustus-gene-1.132&CDS=1-2703
2852	OG0002852	YOR357C	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-0.81&CDS=1-462
2853	OG0002853	YOR359W	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.119&CDS=1-1629
2854	OG0002854	YOR360C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-2.118&CDS=1-1881
2855	OG0002855	YOR361C	augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_36_length_79797_cov_38.9479_ID_71-processed-gene-0.26&CDS=1-2148
2856	OG0002856	YOR362C	maker-NODE_36_length_79797_cov_38.9479_ID_71-snap-gene-0.115-mRNA-1_1&gene=maker-NODE_36_length_79797_cov_38.9479_ID_71-snap-gene-0.115&CDS=1-777
2857	OG0002857	YOR367W	genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.72&CDS=1-492
