	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
2813	OG0002813	YNL284C	augustus_masked-flattened_line_46-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.1&CDS=1-843
2814	OG0002814	YNL287W	augustus_masked-flattened_line_30-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.51&CDS=1-2808
2815	OG0002815	YNL288W	augustus_masked-flattened_line_86-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.94&CDS=1-933
2816	OG0002816	YNL290W	augustus_masked-flattened_line_10-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.183&CDS=1-981
2817	OG0002817	YNL291C	augustus_masked-flattened_line_10-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.184&CDS=1-1608
2818	OG0002818	YNL292W	maker-flattened_line_60-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.92&CDS=1-2274
2819	OG0002819	YNL294C	augustus_masked-flattened_line_2-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.125&CDS=1-1533
2820	OG0002820	YNL297C	augustus_masked-flattened_line_190-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_190-processed-gene-0.34&CDS=1-4905
2821	OG0002821	YNL301C, YOL120C	
2822	OG0002822	YNL305C	augustus_masked-flattened_line_202-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.43&CDS=1-759
2823	OG0002823	YNL307C	augustus_masked-flattened_line_14-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.73&CDS=1-1122
2824	OG0002824	YNL308C	maker-flattened_line_64-augustus-gene-0.64-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.64&CDS=1-3876
2825	OG0002825	YNL310C	genemark-flattened_line_18-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.85&CDS=1-537
2826	OG0002826	YNL313C	augustus_masked-flattened_line_22-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.149&CDS=1-9594
2827	OG0002827	YNL315C	augustus_masked-flattened_line_18-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.157&CDS=1-888
2828	OG0002828	YNL316C	augustus_masked-flattened_line_32-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.71&CDS=1-978
2829	OG0002829	YNL317W	augustus_masked-flattened_line_253-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.26&CDS=1-1482
2830	OG0002830	YNL320W	augustus_masked-flattened_line_237-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_237-processed-gene-0.6&CDS=1-909
2831	OG0002831	YNL321W	augustus_masked-flattened_line_76-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.114&CDS=1-3120
2832	OG0002832	YNL322C	genemark-flattened_line_237-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_237-processed-gene-0.19&CDS=1-345
2833	OG0002833	YNL325C	augustus_masked-flattened_line_120-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.15&CDS=1-2784
2834	OG0002834	YNL326C	genemark-flattened_line_34-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.58&CDS=1-1140
2835	OG0002835	YNL328C	augustus_masked-flattened_line_166-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.46&CDS=1-426
2836	OG0002836	YNL329C	augustus_masked-flattened_line_166-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.36&CDS=1-3576
2837	OG0002837	YNL330C	genemark-flattened_line_34-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.59&CDS=1-1599
2838	OG0002838	YNR003C	augustus_masked-flattened_line_20-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.89&CDS=1-966
2839	OG0002839	YNR006W	augustus_masked-flattened_line_12-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.93&CDS=1-2445
2840	OG0002840	YNR007C	augustus_masked-flattened_line_12-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.80&CDS=1-948
2841	OG0002841	YNR008W	augustus_masked-flattened_line_12-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.81&CDS=1-2202
2842	OG0002842	YNR012W	augustus_masked-flattened_line_62-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.135&CDS=1-1527
2843	OG0002843	YNR015W	augustus_masked-flattened_line_96-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.42&CDS=1-1140
2844	OG0002844	YNR016C	augustus_masked-flattened_line_96-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.41&CDS=1-6642
2845	OG0002845	YNR017W	augustus_masked-flattened_line_96-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.17&CDS=1-624
2846	OG0002846	YNR020C	augustus_masked-flattened_line_78-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.119&CDS=1-684
2847	OG0002847	YNR021W	snap_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.29&CDS=1-1044
2848	OG0002848	YNR022C	augustus_masked-flattened_line_78-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.117&CDS=1-660
2849	OG0002849	YNR023W	augustus_masked-flattened_line_78-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.143&CDS=1-1437
2850	OG0002850	YNR029C	augustus_masked-flattened_line_82-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.70&CDS=1-1251
2851	OG0002851	YNR030W	augustus_masked-flattened_line_82-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.51&CDS=1-1911
2852	OG0002852	YNR032C-A	augustus_masked-flattened_line_6-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.20&CDS=1-219
2853	OG0002853	YNR033W	augustus_masked-flattened_line_6-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.10&CDS=1-2292
2854	OG0002854	YNR035C	augustus_masked-flattened_line_106-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.106&CDS=1-1023
2855	OG0002855	YNR036C	augustus_masked-flattened_line_106-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.88&CDS=1-540
2856	OG0002856	YNR037C	augustus_masked-flattened_line_28-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.58&CDS=1-273
2857	OG0002857	YNR038W	augustus_masked-flattened_line_28-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.80&CDS=1-2025
2858	OG0002858	YNR039C	augustus_masked-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.2&CDS=1-2013
2859	OG0002859	YNR041C	genemark-flattened_line_144-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.42&CDS=1-1089
2860	OG0002860	YNR042W	snap_masked-flattened_line_144-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.51&CDS=1-297
2861	OG0002861	YNR043W	augustus_masked-flattened_line_76-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.107&CDS=1-1995
2862	OG0002862	YNR046W	augustus_masked-flattened_line_14-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.73&CDS=1-387
2863	OG0002863	YNR050C	augustus_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.68&CDS=1-1335
2864	OG0002864	YNR051C	augustus_masked-flattened_line_270-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_270-processed-gene-0.6&CDS=1-1434
2865	OG0002865	YNR052C	augustus_masked-flattened_line_222-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_222-processed-gene-0.5&CDS=1-1560
2866	OG0002866	YNR053C	maker-flattened_line_222-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_222-snap-gene-0.10&CDS=1-1650
2867	OG0002867	YNR054C	augustus_masked-flattened_line_2-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.27&CDS=1-1020
2868	OG0002868	YOL001W	genemark-flattened_line_22-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.114&CDS=1-1215
2869	OG0002869	YOL003C	augustus_masked-flattened_line_70-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.109&CDS=1-1083
2870	OG0002870	YOL004W	augustus_masked-flattened_line_70-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.107&CDS=1-4425
2871	OG0002871	YOL005C	genemark-flattened_line_70-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.78&CDS=1-360
2872	OG0002872	YOL006C	augustus_masked-flattened_line_70-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.130&CDS=1-2427
2873	OG0002873	YOL008W	snap_masked-flattened_line_146-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.17&CDS=1-567
2874	OG0002874	YOL009C	augustus_masked-flattened_line_18-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.175&CDS=1-1047
2875	OG0002875	YOL010W	genemark-flattened_line_22-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.120&CDS=1-1101
2876	OG0002876	YOL012C	augustus_masked-flattened_line_8-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.108&CDS=1-399
2877	OG0002877	YOL013C	augustus_masked-flattened_line_8-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.106&CDS=1-1614
2878	OG0002878	YOL018C	augustus_masked-flattened_line_44-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.179&CDS=1-1122
2879	OG0002879	YOL021C	augustus_masked-flattened_line_180-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.23&CDS=1-2934
2880	OG0002880	YOL023W	augustus_masked-flattened_line_172-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.2&CDS=1-5121
2881	OG0002881	YOL026C	augustus_masked-flattened_line_196-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.12&CDS=1-495
2882	OG0002882	YOL027C	augustus_masked-flattened_line_239-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.5&CDS=1-1476
2883	OG0002883	YOL029C	augustus_masked-flattened_line_253-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.31&CDS=1-1818
2884	OG0002884	YOL030W	augustus_masked-flattened_line_36-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.220&CDS=1-1362
2885	OG0002885	YOL031C	augustus_masked-flattened_line_46-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.6&CDS=1-1191
2886	OG0002886	YOL032W	augustus_masked-flattened_line_100-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.21&CDS=1-654
2887	OG0002887	YOL033W	augustus_masked-flattened_line_0-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.24&CDS=1-1734
2888	OG0002888	YOL034W	augustus_masked-flattened_line_0-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.6&CDS=1-3285
2889	OG0002889	YOL038W	augustus_masked-flattened_line_196-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.11&CDS=1-750
2890	OG0002890	YOL040C	genemark-flattened_line_74-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.58&CDS=1-426
2891	OG0002891	YOL041C	augustus_masked-flattened_line_100-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.7&CDS=1-1323
2892	OG0002892	YOL049W	augustus_masked-flattened_line_46-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.7&CDS=1-1470
2893	OG0002893	YOL051W	maker-flattened_line_162-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_162-snap-gene-0.19&CDS=1-3315
2894	OG0002894	YOL052C	augustus_masked-flattened_line_60-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.83&CDS=1-1347
2895	OG0002895	YOL054W	genemark-flattened_line_104-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.83&CDS=1-1122
2896	OG0002896	YOL057W	augustus_masked-flattened_line_198-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.41&CDS=1-2079
2897	OG0002897	YOL058W	augustus_masked-flattened_line_10-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.51&CDS=1-1248
2898	OG0002898	YOL060C	genemark-flattened_line_30-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.110&CDS=1-3309
2899	OG0002899	YOL061W	genemark-flattened_line_30-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.61&CDS=1-1170
2900	OG0002900	YOL062C	genemark-flattened_line_30-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.60&CDS=1-1335
2901	OG0002901	YOL063C	augustus_masked-flattened_line_232-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.28&CDS=1-2211
2902	OG0002902	YOL064C	snap_masked-flattened_line_276-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.23&CDS=1-1191
2903	OG0002903	YOL065C	augustus_masked-flattened_line_2-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.124&CDS=1-1257
2904	OG0002904	YOL066C	augustus_masked-flattened_line_2-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.112&CDS=1-1782
2905	OG0002905	YOL067C	augustus_masked-flattened_line_112-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.27&CDS=1-879
2906	OG0002906	YOL069W	augustus_masked-flattened_line_68-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.138&CDS=1-1452
2907	OG0002907	YOL070C	augustus_masked-flattened_line_110-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.26&CDS=1-1908
2908	OG0002908	YOL071W	augustus_masked-flattened_line_112-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.23&CDS=1-426
2909	OG0002909	YOL073C	augustus_masked-flattened_line_94-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.115&CDS=1-1014
2910	OG0002910	YOL075C	augustus_masked-flattened_line_154-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.50&CDS=1-3801
2911	OG0002911	YOL076W	augustus_masked-flattened_line_230-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.8&CDS=1-2280
2912	OG0002912	YOL077C	augustus_masked-flattened_line_180-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.19&CDS=1-864
2913	OG0002913	YOL077W-A	augustus_masked-flattened_line_180-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.20&CDS=1-198
2914	OG0002914	YOL078W	augustus_masked-flattened_line_180-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.22&CDS=1-2586
2915	OG0002915	YOL080C	augustus_masked-flattened_line_180-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.21&CDS=1-780
2916	OG0002916	YOL086W-A	augustus_masked-flattened_line_180-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.15&CDS=1-288
2917	OG0002917	YOL090W	augustus_masked-flattened_line_122-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.57&CDS=1-2970
2918	OG0002918	YOL093W	augustus_masked-flattened_line_26-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.74&CDS=1-933
2919	OG0002919	YOL094C	augustus_masked-flattened_line_76-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.112&CDS=1-975
2920	OG0002920	YOL095C	augustus_masked-flattened_line_76-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.111&CDS=1-2877
2921	OG0002921	YOL096C	augustus_masked-flattened_line_4-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.209&CDS=1-984
2922	OG0002922	YOL097C	augustus_masked-flattened_line_180-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.11&CDS=1-1281
2923	OG0002923	YOL098C	augustus_masked-flattened_line_110-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.18&CDS=1-3195
2924	OG0002924	YOL102C	augustus_masked-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.15&CDS=1-603
2925	OG0002925	YOL107W	genemark-flattened_line_34-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.55&CDS=1-996
2926	OG0002926	YOL111C	augustus_masked-flattened_line_2-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.126&CDS=1-615
2927	OG0002927	YOL114C	genemark-flattened_line_174-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.28&CDS=1-546
2928	OG0002928	YOL116W	maker-flattened_line_28-snap-gene-1.138-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.138&CDS=1-1254
2929	OG0002929	YOL123W	augustus_masked-flattened_line_64-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.88&CDS=1-1635
2930	OG0002930	YOL124C	augustus_masked-flattened_line_64-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.117&CDS=1-1314
2931	OG0002931	YOL125W	augustus_masked-flattened_line_20-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.69&CDS=1-1395
2932	OG0002932	YOL127W	maker-flattened_line_14-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.83&CDS=1-1098
2933	OG0002933	YOL129W	maker-flattened_line_14-augustus-gene-0.80-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.80&CDS=1-1833
2934	OG0002934	YOL132W	maker-flattened_line_64-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.122&CDS=1-1512
2935	OG0002935	YOL133W	augustus_masked-flattened_line_32-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.49&CDS=1-432
2936	OG0002936	YOL135C	augustus_masked-flattened_line_32-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.70&CDS=1-702
2937	OG0002937	YOL137W	augustus_masked-flattened_line_82-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.63&CDS=1-1623
2938	OG0002938	YOL138C	augustus_masked-flattened_line_76-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.120&CDS=1-3582
2939	OG0002939	YOL139C	genemark-flattened_line_237-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_237-processed-gene-0.20&CDS=1-624
2940	OG0002940	YOL140W	augustus_masked-flattened_line_6-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.3&CDS=1-1341
2941	OG0002941	YOL141W	snap_masked-flattened_line_170-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.17&CDS=1-1971
2942	OG0002942	YOL142W	augustus_masked-flattened_line_170-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.60&CDS=1-786
2943	OG0002943	YOL143C	augustus_masked-flattened_line_174-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.1&CDS=1-498
2944	OG0002944	YOL144W	maker-flattened_line_26-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.4&CDS=1-2085
2945	OG0002945	YOL145C	augustus_masked-flattened_line_284-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.1&CDS=1-3294
2946	OG0002946	YOL146W	augustus_masked-flattened_line_284-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.4&CDS=1-522
2947	OG0002947	YOL147C	augustus_masked-flattened_line_26-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.102&CDS=1-684
2948	OG0002948	YOL148C	augustus_masked-flattened_line_282-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_282-processed-gene-0.14&CDS=1-2994
2949	OG0002949	YOL149W	augustus_masked-flattened_line_282-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_282-processed-gene-0.13&CDS=1-528
2950	OG0002950	YOR001W	genemark-flattened_line_86-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.79&CDS=1-2220
2951	OG0002951	YOR004W	augustus_masked-flattened_line_22-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.76&CDS=1-795
2952	OG0002952	YOR005C	augustus_masked-flattened_line_98-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.116&CDS=1-2877
2953	OG0002953	YOR006C	genemark-flattened_line_12-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.83&CDS=1-4707
2954	OG0002954	YOR007C	augustus_masked-flattened_line_12-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.22&CDS=1-1038
2955	OG0002955	YOR008C	genemark-flattened_line_18-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.87&CDS=1-996
2956	OG0002956	YOR017W	augustus_masked-flattened_line_253-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.30&CDS=1-2211
2957	OG0002957	YOR018W	augustus_masked-flattened_line_230-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.7&CDS=1-2187
2958	OG0002958	YOR021C	augustus_masked-flattened_line_184-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.40&CDS=1-618
2959	OG0002959	YOR022C	augustus_masked-flattened_line_184-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.49&CDS=1-2841
2960	OG0002960	YOR023C	augustus_masked-flattened_line_14-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.49&CDS=1-1407
2961	OG0002961	YOR025W	augustus_masked-flattened_line_68-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.119&CDS=1-1422
2962	OG0002962	YOR027W	augustus_masked-flattened_line_2-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.135&CDS=1-1776
2963	OG0002963	YOR028C	genemark-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.30&CDS=1-615
2964	OG0002964	YOR032C	augustus_masked-flattened_line_232-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.23&CDS=1-867
2965	OG0002965	YOR035C	augustus_masked-flattened_line_0-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.112&CDS=1-2301
2966	OG0002966	YOR036W	genemark-flattened_line_66-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.87&CDS=1-864
2967	OG0002967	YOR037W	augustus_masked-flattened_line_102-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.9&CDS=1-1656
2968	OG0002968	YOR038C	augustus_masked-flattened_line_4-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.15&CDS=1-2964
2969	OG0002969	YOR039W	maker-flattened_line_4-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.36&CDS=1-1389
2970	OG0002970	YOR042W	augustus_masked-flattened_line_22-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.163&CDS=1-1155
2971	OG0002971	YOR043W	augustus_masked-flattened_line_18-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.161&CDS=1-1053
2972	OG0002972	YOR045W	snap_masked-flattened_line_192-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.36&CDS=1-309
2973	OG0002973	YOR046C	augustus_masked-flattened_line_8-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.15&CDS=1-1746
2974	OG0002974	YOR048C	maker-flattened_line_58-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.81&CDS=1-4098
2975	OG0002975	YOR051C	augustus_masked-flattened_line_178-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.51&CDS=1-1410
2976	OG0002976	YOR052C	augustus_masked-flattened_line_178-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.44&CDS=1-516
2977	OG0002977	YOR056C	genemark-flattened_line_156-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.15&CDS=1-1473
2978	OG0002978	YOR057W	augustus_masked-flattened_line_2-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.151&CDS=1-1065
