	OrthologID	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
2816	OG0002816	genemark-loc-_s602-processed-gene-0.27-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-0.27&CDS=1-789	YCR015C
2817	OG0002817	snap_masked-loc-_s602-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.103&CDS=1-2031	YDR234W
2818	OG0002818	snap_masked-loc-_s602-processed-gene-0.84-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.84&CDS=1-810	YMR274C
2819	OG0002819	snap_masked-loc-_s602-processed-gene-0.86-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.86&CDS=1-1131	YMR272C
2820	OG0002820	snap_masked-loc-_s602-processed-gene-0.105-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.105&CDS=1-789	YML105C
2821	OG0002821	snap_masked-loc-_s602-processed-gene-0.107-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.107&CDS=1-3264	YPL160W
2822	OG0002822	snap_masked-loc-_s602-processed-gene-0.108-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.108&CDS=1-2643	YMR268C
2823	OG0002823	maker-loc-_s602-augustus-gene-0.0-mRNA-1_1&gene=maker-loc-_s602-augustus-gene-0.0&CDS=1-3669	YMR269W
2824	OG0002824	snap_masked-loc-_s602-processed-gene-0.109-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.109&CDS=1-5001	YMR229C
2825	OG0002825	snap_masked-loc-_s602-processed-gene-0.110-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.110&CDS=1-1653	YHL010C
2826	OG0002826	genemark-loc-_s602-processed-gene-0.36-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-0.36&CDS=1-687	YKL033W-A
2827	OG0002827	snap_masked-loc-_s602-processed-gene-0.112-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.112&CDS=1-1737	YMR227C
2828	OG0002828	genemark-loc-_s602-processed-gene-0.17-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-0.17&CDS=1-4131	YOR291W
2829	OG0002829	genemark-loc-_s602-processed-gene-0.19-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-0.19&CDS=1-342	YER072W
2830	OG0002830	snap_masked-loc-_s602-processed-gene-0.94-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.94&CDS=1-1572	YKL047W
2831	OG0002831	augustus_masked-loc-_s602-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-loc-_s602-processed-gene-0.59&CDS=1-4830	YIL068C
2832	OG0002832	snap_masked-loc-_s602-processed-gene-0.115-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.115&CDS=1-999	YKL095W
2833	OG0002833	snap_masked-loc-_s602-processed-gene-0.98-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.98&CDS=1-291	YDR016C
2834	OG0002834	snap_masked-loc-_s602-processed-gene-0.116-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.116&CDS=1-1461	YHR045W
2835	OG0002835	snap_masked-loc-_s602-processed-gene-0.100-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-0.100&CDS=1-1227	YHR005C
2836	OG0002836	snap_masked-loc-_s602-processed-gene-1.3-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.3&CDS=1-1323	YBL045C
2837	OG0002837	snap_masked-loc-_s602-processed-gene-1.5-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.5&CDS=1-747	YJR113C
2838	OG0002838	snap_masked-loc-_s602-processed-gene-1.2-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.2&CDS=1-1305	YJL060W
2839	OG0002839	snap_masked-loc-_s602-processed-gene-1.7-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.7&CDS=1-1251	YBR271W
2840	OG0002840	snap_masked-loc-_s602-processed-gene-1.33-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.33&CDS=1-387	YBR269C
2841	OG0002841	maker-loc-_s602-snap-gene-1.192-mRNA-1_1&gene=maker-loc-_s602-snap-gene-1.192&CDS=1-612	YLR262C
2842	OG0002842	snap_masked-loc-_s602-processed-gene-1.10-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.10&CDS=1-354	YMR074C
2843	OG0002843	snap_masked-loc-_s602-processed-gene-1.12-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.12&CDS=1-1563	YOL013C
2844	OG0002844	snap_masked-loc-_s602-processed-gene-1.38-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.38&CDS=1-3045	YML043C
2845	OG0002845	snap_masked-loc-_s602-processed-gene-1.39-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.39&CDS=1-1701	YLR259C
2846	OG0002846	snap_masked-loc-_s602-processed-gene-1.13-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.13&CDS=1-1986	YEL062W
2847	OG0002847	snap_masked-loc-_s602-processed-gene-1.14-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.14&CDS=1-399	YOL012C
2848	OG0002848	snap_masked-loc-_s602-processed-gene-1.43-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.43&CDS=1-810	YOR278W
2849	OG0002849	genemark-loc-_s602-processed-gene-1.142-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-1.142&CDS=1-615	YIL010W
2850	OG0002850	genemark-loc-_s602-processed-gene-1.172-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-1.172&CDS=1-1437	YIL039W
2851	OG0002851	genemark-loc-_s602-processed-gene-1.173-mRNA-1_1&gene=genemark-loc-_s602-processed-gene-1.173&CDS=1-612	YDR298C
2852	OG0002852	snap_masked-loc-_s602-processed-gene-1.17-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.17&CDS=1-1083	YEL050C
2853	OG0002853	snap_masked-loc-_s602-processed-gene-1.50-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.50&CDS=1-2574	YKR079C
2854	OG0002854	augustus_masked-loc-_s602-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-loc-_s602-processed-gene-1.110&CDS=1-837	YOR079C
2855	OG0002855	snap_masked-loc-_s602-processed-gene-1.19-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.19&CDS=1-2289	YOR080W
2856	OG0002856	snap_masked-loc-_s602-processed-gene-1.21-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.21&CDS=1-2049	YML096W
2857	OG0002857	snap_masked-loc-_s602-processed-gene-1.22-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.22&CDS=1-1704	YBR203W
2858	OG0002858	snap_masked-loc-_s602-processed-gene-1.23-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.23&CDS=1-834	YKR062W
2859	OG0002859	augustus_masked-loc-_s602-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-loc-_s602-processed-gene-1.88&CDS=1-378	YER009W
2860	OG0002860	snap_masked-loc-_s602-processed-gene-1.56-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.56&CDS=1-1140	YPL203W
2861	OG0002861	snap_masked-loc-_s602-processed-gene-1.58-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.58&CDS=1-738	YER010C
2862	OG0002862	snap_masked-loc-_s602-processed-gene-1.60-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.60&CDS=1-690	YJL148W
2863	OG0002863	snap_masked-loc-_s602-processed-gene-1.62-mRNA-1_1&gene=snap_masked-loc-_s602-processed-gene-1.62&CDS=1-909	YJR077C
2864	OG0002864	genemark-loc-_s605-processed-gene-0.25-mRNA-1_1&gene=genemark-loc-_s605-processed-gene-0.25&CDS=1-636	YLR250W
2865	OG0002865	snap_masked-loc-_s605-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s605-processed-gene-0.2&CDS=1-540	YOR163W
2866	OG0002866	genemark-loc-_s605-processed-gene-0.26-mRNA-1_1&gene=genemark-loc-_s605-processed-gene-0.26&CDS=1-939	YOR164C
2867	OG0002867	maker-loc-_s609-snap-gene-0.1-mRNA-1_1&gene=maker-loc-_s609-snap-gene-0.1&CDS=1-1959	YLR429W
2868	OG0002868	maker-loc-_s61-augustus-gene-0.58-mRNA-1_1&gene=maker-loc-_s61-augustus-gene-0.58&CDS=1-1902	YOR202W
2869	OG0002869	snap_masked-loc-_s61-processed-gene-0.29-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.29&CDS=1-1251	YHR016C
2870	OG0002870	snap_masked-loc-_s61-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.21&CDS=1-1671	YEL013W
2871	OG0002871	snap_masked-loc-_s61-processed-gene-0.31-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.31&CDS=1-975	YGL091C
2872	OG0002872	snap_masked-loc-_s61-processed-gene-0.33-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.33&CDS=1-1464	YEL015W
2873	OG0002873	maker-loc-_s61-augustus-gene-0.59-mRNA-1_1&gene=maker-loc-_s61-augustus-gene-0.59&CDS=1-3357	YGR155W
2874	OG0002874	snap_masked-loc-_s61-processed-gene-0.35-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.35&CDS=1-867	YGL043W
2875	OG0002875	snap_masked-loc-_s61-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s61-processed-gene-0.25&CDS=1-714	YGL044C
2876	OG0002876	snap_masked-loc-_s611-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.15&CDS=1-1230	YER019W
2877	OG0002877	genemark-loc-_s611-processed-gene-0.34-mRNA-1_1&gene=genemark-loc-_s611-processed-gene-0.34&CDS=1-384	YLR104W
2878	OG0002878	snap_masked-loc-_s611-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.18&CDS=1-2448	YGL113W
2879	OG0002879	snap_masked-loc-_s611-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.26&CDS=1-1470	YGL112C
2880	OG0002880	genemark-loc-_s611-processed-gene-0.36-mRNA-1_1&gene=genemark-loc-_s611-processed-gene-0.36&CDS=1-1731	YLR149C
2881	OG0002881	snap_masked-loc-_s611-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.20&CDS=1-2112	YLR103C
2882	OG0002882	augustus_masked-loc-_s611-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-loc-_s611-processed-gene-0.12&CDS=1-1941	YDR323C
2883	OG0002883	snap_masked-loc-_s611-processed-gene-0.32-mRNA-1_1&gene=snap_masked-loc-_s611-processed-gene-0.32&CDS=1-267	YDR322C-A
2884	OG0002884	snap_masked-loc-_s614-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s614-processed-gene-0.0&CDS=1-1386	YIL096C
2885	OG0002885	genemark-loc-_s616-processed-gene-0.1-mRNA-1_1&gene=genemark-loc-_s616-processed-gene-0.1&CDS=1-1137	YHR076W
2886	OG0002886	augustus_masked-loc-_s619-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-loc-_s619-processed-gene-0.0&CDS=1-1896	YML127W
2887	OG0002887	genemark-loc-_s620-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s620-processed-gene-0.0&CDS=1-537	YML077W
2888	OG0002888	genemark-loc-_s621-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s621-processed-gene-0.0&CDS=1-1149	YDR173C
2889	OG0002889	snap_masked-loc-_s621-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s621-processed-gene-0.9&CDS=1-2058	YDR172W
2890	OG0002890	snap_masked-loc-_s621-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s621-processed-gene-0.8&CDS=1-1404	YCL034W
2891	OG0002891	snap_masked-loc-_s622-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s622-processed-gene-0.5&CDS=1-432	YMR002W
2892	OG0002892	snap_masked-loc-_s624-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s624-processed-gene-0.15&CDS=1-3021	YGL016W
2893	OG0002893	genemark-loc-_s624-processed-gene-0.2-mRNA-1_1&gene=genemark-loc-_s624-processed-gene-0.2&CDS=1-1866	YAR007C
2894	OG0002894	snap_masked-loc-_s624-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s624-processed-gene-0.20&CDS=1-1203	YGL184C
2895	OG0002895	snap_masked-loc-_s625-processed-gene-0.9-mRNA-1_1&gene=snap_masked-loc-_s625-processed-gene-0.9&CDS=1-1254	YGR117C
2896	OG0002896	snap_masked-loc-_s625-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s625-processed-gene-0.10&CDS=1-1086	YPR128C
2897	OG0002897	genemark-loc-_s625-processed-gene-0.8-mRNA-1_1&gene=genemark-loc-_s625-processed-gene-0.8&CDS=1-1434	YPR133C
2898	OG0002898	maker-loc-_s625-snap-gene-0.0-mRNA-1_1&gene=maker-loc-_s625-snap-gene-0.0&CDS=1-978	YPR129W
2899	OG0002899	snap_masked-loc-_s627-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s627-processed-gene-0.4&CDS=1-1278	YMR034C
2900	OG0002900	snap_masked-loc-_s627-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s627-processed-gene-0.3&CDS=1-1044	YMR041C
2901	OG0002901	snap_masked-loc-_s629-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s629-processed-gene-0.1&CDS=1-273	YKR095W-A
2902	OG0002902	snap_masked-loc-_s632-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s632-processed-gene-0.7&CDS=1-636	YML012W
2903	OG0002903	snap_masked-loc-_s632-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s632-processed-gene-0.5&CDS=1-210	YML009C
2904	OG0002904	snap_masked-loc-_s632-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s632-processed-gene-0.6&CDS=1-3492	YNL329C
2905	OG0002905	snap_masked-loc-_s633-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s633-processed-gene-0.0&CDS=1-2088	YMR001C
2906	OG0002906	snap_masked-loc-_s636-processed-gene-0.74-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.74&CDS=1-798	YAL039C
2907	OG0002907	snap_masked-loc-_s636-processed-gene-0.75-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.75&CDS=1-903	YHL013C
2908	OG0002908	snap_masked-loc-_s636-processed-gene-0.54-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.54&CDS=1-1629	YOR355W
2909	OG0002909	snap_masked-loc-_s636-processed-gene-0.76-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.76&CDS=1-2070	YOR356W
2910	OG0002910	snap_masked-loc-_s636-processed-gene-0.77-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.77&CDS=1-2364	YAL041W
2911	OG0002911	genemark-loc-_s636-processed-gene-0.112-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.112&CDS=1-1242	YAL042W
2912	OG0002912	genemark-loc-_s636-processed-gene-0.134-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.134&CDS=1-822	YNL252C
2913	OG0002913	snap_masked-loc-_s636-processed-gene-0.57-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.57&CDS=1-2019	YNL251C
2914	OG0002914	genemark-loc-_s636-processed-gene-0.135-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.135&CDS=1-2049	YPR024W
2915	OG0002915	snap_masked-loc-_s636-processed-gene-0.80-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.80&CDS=1-2139	YBL097W
2916	OG0002916	snap_masked-loc-_s636-processed-gene-0.81-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.81&CDS=1-990	YIL019W
2917	OG0002917	snap_masked-loc-_s636-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.58&CDS=1-819	YIL020C
2918	OG0002918	snap_masked-loc-_s636-processed-gene-0.82-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.82&CDS=1-924	YIL021W
2919	OG0002919	snap_masked-loc-_s636-processed-gene-0.83-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.83&CDS=1-2766	YGR100W
2920	OG0002920	snap_masked-loc-_s636-processed-gene-0.61-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.61&CDS=1-1215	YDR394W
2921	OG0002921	genemark-loc-_s636-processed-gene-0.140-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.140&CDS=1-3456	YOR149C
2922	OG0002922	snap_masked-loc-_s636-processed-gene-0.62-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.62&CDS=1-663	YIL118W
2923	OG0002923	augustus_masked-loc-_s636-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-loc-_s636-processed-gene-0.36&CDS=1-2379	YIR027C
2924	OG0002924	snap_masked-loc-_s636-processed-gene-0.92-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.92&CDS=1-1371	YER122C
2925	OG0002925	snap_masked-loc-_s636-processed-gene-0.93-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.93&CDS=1-1278	YIL022W
2926	OG0002926	snap_masked-loc-_s636-processed-gene-0.94-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.94&CDS=1-1380	YBL098W
2927	OG0002927	maker-loc-_s636-snap-gene-0.106-mRNA-1_1&gene=maker-loc-_s636-snap-gene-0.106&CDS=1-2898	YIL031W
2928	OG0002928	snap_masked-loc-_s636-processed-gene-0.64-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.64&CDS=1-672	YBL095W
2929	OG0002929	genemark-loc-_s636-processed-gene-0.121-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.121&CDS=1-1098	YOR074C
2930	OG0002930	genemark-loc-_s636-processed-gene-0.122-mRNA-1_1&gene=genemark-loc-_s636-processed-gene-0.122&CDS=1-318	YKR083C
2931	OG0002931	maker-loc-_s636-augustus-gene-0.161-mRNA-1_1&gene=maker-loc-_s636-augustus-gene-0.161&CDS=1-4380	YKR081C
2932	OG0002932	snap_masked-loc-_s636-processed-gene-0.100-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.100&CDS=1-1809	YDL017W
2933	OG0002933	maker-loc-_s636-snap-gene-0.105-mRNA-1_1&gene=maker-loc-_s636-snap-gene-0.105&CDS=1-948	YGR165W
2934	OG0002934	snap_masked-loc-_s636-processed-gene-0.70-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.70&CDS=1-636	YDL018C
2935	OG0002935	snap_masked-loc-_s636-processed-gene-0.101-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.101&CDS=1-999	YPR110C
2936	OG0002936	snap_masked-loc-_s636-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.103&CDS=1-3510	YGR090W
2937	OG0002937	snap_masked-loc-_s636-processed-gene-0.71-mRNA-1_1&gene=snap_masked-loc-_s636-processed-gene-0.71&CDS=1-2196	YHR072W
2938	OG0002938	genemark-loc-_s637-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s637-processed-gene-0.0&CDS=1-2241	YNL272C
2939	OG0002939	snap_masked-loc-_s638-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s638-processed-gene-0.2&CDS=1-228	YPL183W-A
2940	OG0002940	genemark-loc-_s64-processed-gene-0.43-mRNA-1_1&gene=genemark-loc-_s64-processed-gene-0.43&CDS=1-1083	YDR297W
2941	OG0002941	augustus_masked-loc-_s64-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-loc-_s64-processed-gene-0.20&CDS=1-570	YKR068C
2942	OG0002942	snap_masked-loc-_s64-processed-gene-0.6-mRNA-1_1&gene=snap_masked-loc-_s64-processed-gene-0.6&CDS=1-519	YOR052C
2943	OG0002943	genemark-loc-_s640-processed-gene-0.18-mRNA-1_1&gene=genemark-loc-_s640-processed-gene-0.18&CDS=1-669	YJR123W
2944	OG0002944	snap_masked-loc-_s644-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s644-processed-gene-0.18&CDS=1-1083	YML060W
2945	OG0002945	snap_masked-loc-_s644-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s644-processed-gene-0.14&CDS=1-2205	YNL218W
2946	OG0002946	augustus_masked-loc-_s644-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-loc-_s644-processed-gene-0.12&CDS=1-1944	YNL279W
2947	OG0002947	snap_masked-loc-_s644-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s644-processed-gene-0.15&CDS=1-267	YDR510W
2948	OG0002948	snap_masked-loc-_s648-processed-gene-0.17-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.17&CDS=1-675	YJL218W
2949	OG0002949	snap_masked-loc-_s648-processed-gene-0.18-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.18&CDS=1-969	YGL198W
2950	OG0002950	snap_masked-loc-_s648-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.21&CDS=1-1845	YMR278W
2951	OG0002951	snap_masked-loc-_s648-processed-gene-0.23-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.23&CDS=1-1494	YLL036C
2952	OG0002952	maker-loc-_s648-snap-gene-0.31-mRNA-1_1&gene=maker-loc-_s648-snap-gene-0.31&CDS=1-1086	YLR414C
2953	OG0002953	snap_masked-loc-_s648-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.25&CDS=1-2472	YMR277W
2954	OG0002954	snap_masked-loc-_s648-processed-gene-0.26-mRNA-1_1&gene=snap_masked-loc-_s648-processed-gene-0.26&CDS=1-1971	YML114C
2955	OG0002955	snap_masked-loc-_s649-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s649-processed-gene-0.10&CDS=1-3243	YIL115C
2956	OG0002956	genemark-loc-_s649-processed-gene-0.24-mRNA-1_1&gene=genemark-loc-_s649-processed-gene-0.24&CDS=1-1797	YGR054W
2957	OG0002957	snap_masked-loc-_s649-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s649-processed-gene-0.19&CDS=1-1257	YJL183W
2958	OG0002958	snap_masked-loc-_s65-processed-gene-0.15-mRNA-1_1&gene=snap_masked-loc-_s65-processed-gene-0.15&CDS=1-1341	YER043C
2959	OG0002959	snap_masked-loc-_s65-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s65-processed-gene-0.16&CDS=1-1191	YPL123C
2960	OG0002960	snap_masked-loc-_s651-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s651-processed-gene-0.0&CDS=1-1668	YPR144C
2961	OG0002961	snap_masked-loc-_s651-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s651-processed-gene-0.1&CDS=1-2481	YEL032W
2962	OG0002962	genemark-loc-_s652-processed-gene-0.1-mRNA-1_1&gene=genemark-loc-_s652-processed-gene-0.1&CDS=1-711	YOR305W
2963	OG0002963	snap_masked-loc-_s653-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s653-processed-gene-0.4&CDS=1-645	YLR293C
2964	OG0002964	snap_masked-loc-_s654-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s654-processed-gene-0.2&CDS=1-2787	YNL049C
2965	OG0002965	augustus_masked-loc-_s655-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-loc-_s655-processed-gene-0.82&CDS=1-432	YGL064C
2966	OG0002966	snap_masked-loc-_s655-processed-gene-0.42-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.42&CDS=1-1290	YGL067W
2967	OG0002967	snap_masked-loc-_s655-processed-gene-0.43-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.43&CDS=1-1098	YPL206C
2968	OG0002968	snap_masked-loc-_s655-processed-gene-0.44-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.44&CDS=1-981	YAL032C
2969	OG0002969	snap_masked-loc-_s655-processed-gene-0.46-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.46&CDS=1-969	YPL215W
2970	OG0002970	snap_masked-loc-_s655-processed-gene-0.68-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.68&CDS=1-1956	YPL210C
2971	OG0002971	snap_masked-loc-_s655-processed-gene-0.70-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.70&CDS=1-1164	YDR019C
2972	OG0002972	snap_masked-loc-_s655-processed-gene-0.47-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.47&CDS=1-8592	YBL088C
2973	OG0002973	snap_masked-loc-_s655-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.49&CDS=1-1797	YPL184C
2974	OG0002974	snap_masked-loc-_s655-processed-gene-0.52-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.52&CDS=1-495	YER116C
2975	OG0002975	snap_masked-loc-_s655-processed-gene-0.53-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.53&CDS=1-756	YNL305C
2976	OG0002976	maker-loc-_s655-augustus-gene-0.81-mRNA-1_1&gene=maker-loc-_s655-augustus-gene-0.81&CDS=1-1323	YDL007W
2977	OG0002977	snap_masked-loc-_s655-processed-gene-0.55-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.55&CDS=1-2112	YDR496C
2978	OG0002978	maker-loc-_s655-snap-gene-0.0-mRNA-1_1&gene=maker-loc-_s655-snap-gene-0.0&CDS=1-3498	YGL156W
2979	OG0002979	snap_masked-loc-_s655-processed-gene-0.58-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.58&CDS=1-765	YLR022C
2980	OG0002980	snap_masked-loc-_s655-processed-gene-0.61-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.61&CDS=1-1236	YDL128W
2981	OG0002981	snap_masked-loc-_s655-processed-gene-0.78-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.78&CDS=1-1662	YDR212W
2982	OG0002982	snap_masked-loc-_s655-processed-gene-0.63-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.63&CDS=1-1305	YER061C
2983	OG0002983	snap_masked-loc-_s655-processed-gene-0.64-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.64&CDS=1-2694	YDL149W
2984	OG0002984	snap_masked-loc-_s655-processed-gene-0.65-mRNA-1_1&gene=snap_masked-loc-_s655-processed-gene-0.65&CDS=1-2400	YDL148C
2985	OG0002985	snap_masked-loc-_s657-processed-gene-0.49-mRNA-1_1&gene=snap_masked-loc-_s657-processed-gene-0.49&CDS=1-1908	YPL093W
2986	OG0002986	snap_masked-loc-_s657-processed-gene-0.50-mRNA-1_1&gene=snap_masked-loc-_s657-processed-gene-0.50&CDS=1-1107	YPL050C
2987	OG0002987	maker-loc-_s657-snap-gene-0.102-mRNA-1_1&gene=maker-loc-_s657-snap-gene-0.102&CDS=1-1227	YPL048W
2988	OG0002988	snap_masked-loc-_s657-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s657-processed-gene-0.34&CDS=1-1455	YKR072C
