	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034636_Ogataea_nitratoaversa
2404	OG0002404	YLR141W	augustus_masked-flattened_line_0-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.42&CDS=1-2232
2405	OG0002405	YLR142W	augustus_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.63&CDS=1-1443
2406	OG0002406	YLR143W	augustus_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.45&CDS=1-1872
2407	OG0002407	YLR145W	augustus_masked-flattened_line_0-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.67&CDS=1-915
2408	OG0002408	YLR147C	augustus_masked-flattened_line_0-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.12&CDS=1-285
2409	OG0002409	YLR148W	augustus_masked-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.23&CDS=1-2970
2410	OG0002410	YLR149C	augustus_masked-flattened_line_152-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.9&CDS=1-1569
2411	OG0002411	YLR151C	genemark-flattened_line_148-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.18&CDS=1-1245
2412	OG0002412	YLR152C	augustus_masked-flattened_line_0-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.123&CDS=1-1845
2413	OG0002413	YLR163C	augustus_masked-flattened_line_200-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_200-processed-gene-0.12&CDS=1-1401
2414	OG0002414	YLR166C	augustus_masked-flattened_line_10-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.57&CDS=1-2583
2415	OG0002415	YLR167W	genemark-flattened_line_78-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.121&CDS=1-453
2416	OG0002416	YLR170C	augustus_masked-flattened_line_66-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.43&CDS=1-450
2417	OG0002417	YLR172C	augustus_masked-flattened_line_56-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.107&CDS=1-903
2418	OG0002418	YLR175W	augustus_masked-flattened_line_58-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.33&CDS=1-1428
2419	OG0002419	YLR176C	augustus_masked-flattened_line_32-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.16&CDS=1-2409
2420	OG0002420	YLR186W	augustus_masked-flattened_line_80-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.97&CDS=1-765
2421	OG0002421	YLR187W	augustus_masked-flattened_line_68-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.40&CDS=1-3273
2422	OG0002422	YLR189C	augustus_masked-flattened_line_2-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.94&CDS=1-3990
2423	OG0002423	YLR191W	augustus_masked-flattened_line_74-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.163&CDS=1-1338
2424	OG0002424	YLR192C	augustus_masked-flattened_line_14-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.127&CDS=1-798
2425	OG0002425	YLR193C	augustus_masked-flattened_line_156-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.2&CDS=1-546
2426	OG0002426	YLR195C	augustus_masked-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.56&CDS=1-1356
2427	OG0002427	YLR196W	augustus_masked-flattened_line_0-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.73&CDS=1-1764
2428	OG0002428	YLR197W	augustus_masked-flattened_line_156-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.13&CDS=1-1491
2429	OG0002429	YLR200W	augustus_masked-flattened_line_156-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.4&CDS=1-336
2430	OG0002430	YLR201C	augustus_masked-flattened_line_156-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.15&CDS=1-777
2431	OG0002431	YLR203C	augustus_masked-flattened_line_94-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.77&CDS=1-1269
2432	OG0002432	YLR205C	augustus_masked-flattened_line_156-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.6&CDS=1-855
2433	OG0002433	YLR206W	augustus_masked-flattened_line_6-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.71&CDS=1-1515
2434	OG0002434	YLR207W	genemark-flattened_line_14-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.219&CDS=1-2502
2435	OG0002435	YLR209C	augustus_masked-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.55&CDS=1-963
2436	OG0002436	YLR212C	augustus_masked-flattened_line_26-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.56&CDS=1-1440
2437	OG0002437	YLR214W	augustus_masked-flattened_line_32-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.0&CDS=1-2088
2438	OG0002438	YLR215C	augustus_masked-flattened_line_52-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.47&CDS=1-1242
2439	OG0002439	YLR216C	augustus_masked-flattened_line_52-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.50&CDS=1-1080
2440	OG0002440	YLR218C	maker-flattened_line_52-augustus-gene-0.221-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.221&CDS=1-258
2441	OG0002441	YLR220W	augustus_masked-flattened_line_52-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.39&CDS=1-948
2442	OG0002442	YLR222C	augustus_masked-flattened_line_0-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.83&CDS=1-2388
2443	OG0002443	YLR229C	augustus_masked-flattened_line_80-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.81&CDS=1-573
2444	OG0002444	YLR231C	augustus_masked-flattened_line_92-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.118&CDS=1-1395
2445	OG0002445	YLR234W	augustus_masked-flattened_line_78-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.95&CDS=1-1881
2446	OG0002446	YLR239C	augustus_masked-flattened_line_78-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.69&CDS=1-942
2447	OG0002447	YLR240W	augustus_masked-flattened_line_32-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.49&CDS=1-3231
2448	OG0002448	YLR241W	augustus_masked-flattened_line_78-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.67&CDS=1-2619
2449	OG0002449	YLR242C	snap_masked-flattened_line_78-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.36&CDS=1-1173
2450	OG0002450	YLR243W	augustus_masked-flattened_line_4-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.103&CDS=1-852
2451	OG0002451	YLR244C	augustus_masked-flattened_line_86-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.106&CDS=1-1131
2452	OG0002452	YLR246W	genemark-flattened_line_78-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.117&CDS=1-1092
2453	OG0002453	YLR247C	augustus_masked-flattened_line_2-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.77&CDS=1-5190
2454	OG0002454	YLR250W	augustus_masked-flattened_line_106-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.36&CDS=1-669
2455	OG0002455	YLR251W	maker-flattened_line_40-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.76&CDS=1-594
2456	OG0002456	YLR253W	snap_masked-flattened_line_16-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.92&CDS=1-1704
2457	OG0002457	YLR259C	augustus_masked-flattened_line_22-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.15&CDS=1-1716
2458	OG0002458	YLR262C	augustus_masked-flattened_line_186-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.35&CDS=1-639
2459	OG0002459	YLR262C-A	genemark-flattened_line_186-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.23&CDS=1-195
2460	OG0002460	YLR268W	snap_masked-flattened_line_58-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.167&CDS=1-669
2461	OG0002461	YLR272C	augustus_masked-flattened_line_62-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.200&CDS=1-3477
2462	OG0002462	YLR274W	augustus_masked-flattened_line_30-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.87&CDS=1-2169
2463	OG0002463	YLR275W	augustus_masked-flattened_line_148-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.8&CDS=1-333
2464	OG0002464	YLR277C	augustus_masked-flattened_line_48-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.16&CDS=1-2238
2465	OG0002465	YLR281C	augustus_masked-flattened_line_14-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.143&CDS=1-567
2466	OG0002466	YLR283W	snap_masked-flattened_line_148-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.49&CDS=1-1047
2467	OG0002467	YLR285W	augustus_masked-flattened_line_18-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.20&CDS=1-783
2468	OG0002468	YLR286C	augustus_masked-flattened_line_18-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.19&CDS=1-1944
2469	OG0002469	YLR287C	augustus_masked-flattened_line_186-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.36&CDS=1-1167
2470	OG0002470	YLR288C	augustus_masked-flattened_line_38-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.64&CDS=1-897
2471	OG0002471	YLR289W	genemark-flattened_line_148-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.26&CDS=1-2016
2472	OG0002472	YLR290C	maker-flattened_line_54-snap-gene-0.199-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.199&CDS=1-2190
2473	OG0002473	YLR291C	maker-flattened_line_20-augustus-gene-0.116-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.116&CDS=1-1077
2474	OG0002474	YLR292C	augustus_masked-flattened_line_6-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.13&CDS=1-606
2475	OG0002475	YLR298C	augustus_masked-flattened_line_6-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.47&CDS=1-465
2476	OG0002476	YLR301W	augustus_masked-flattened_line_6-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.48&CDS=1-897
2477	OG0002477	YLR303W	genemark-flattened_line_104-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.83&CDS=1-1335
2478	OG0002478	YLR304C	augustus_masked-flattened_line_32-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.37&CDS=1-2343
2479	OG0002479	YLR305C	augustus_masked-flattened_line_32-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.41&CDS=1-6372
2480	OG0002480	YLR306W	augustus_masked-flattened_line_0-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.90&CDS=1-633
2481	OG0002481	YLR307W	genemark-flattened_line_18-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.50&CDS=1-966
2482	OG0002482	YLR309C	augustus_masked-flattened_line_2-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.120&CDS=1-3699
2483	OG0002483	YLR312W-A	augustus_masked-flattened_line_168-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.20&CDS=1-723
2484	OG0002484	YLR314C	snap_masked-flattened_line_38-processed-gene-1.166-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.166&CDS=1-1344
2485	OG0002485	YLR316C	augustus_masked-flattened_line_16-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.86&CDS=1-978
2486	OG0002486	YLR318W	snap_masked-flattened_line_16-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.205&CDS=1-2526
2487	OG0002487	YLR319C	snap_masked-flattened_line_16-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.175&CDS=1-2145
2488	OG0002488	YLR321C	augustus_masked-flattened_line_226-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_226-processed-gene-0.3&CDS=1-1359
2489	OG0002489	YLR323C	augustus_masked-flattened_line_6-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.42&CDS=1-756
2490	OG0002490	YLR324W	augustus_masked-flattened_line_8-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.147&CDS=1-1854
2491	OG0002491	YLR325C	augustus_masked-flattened_line_6-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.9&CDS=1-240
2492	OG0002492	YLR326W	augustus_masked-flattened_line_30-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.75&CDS=1-795
2493	OG0002493	YLR330W	snap_masked-flattened_line_42-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.163&CDS=1-1752
2494	OG0002494	YLR336C	augustus_masked-flattened_line_136-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.5&CDS=1-3147
2495	OG0002495	YLR337C	augustus_masked-flattened_line_74-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.153&CDS=1-2280
2496	OG0002496	YLR340W	augustus_masked-flattened_line_136-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.6&CDS=1-933
2497	OG0002497	YLR345W	augustus_masked-flattened_line_12-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.65&CDS=1-1536
2498	OG0002498	YLR347C	augustus_masked-flattened_line_60-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.137&CDS=1-3444
2499	OG0002499	YLR348C	augustus_masked-flattened_line_192-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.16&CDS=1-867
2500	OG0002500	YLR351C	genemark-flattened_line_60-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.188&CDS=1-870
2501	OG0002501	YLR352W	maker-flattened_line_26-snap-gene-1.124-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.124&CDS=1-2757
2502	OG0002502	YLR354C	maker-flattened_line_100-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.92&CDS=1-972
2503	OG0002503	YLR355C	augustus_masked-flattened_line_82-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.34&CDS=1-1188
2504	OG0002504	YLR359W	augustus_masked-flattened_line_30-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.117&CDS=1-1443
2505	OG0002505	YLR361C	snap_masked-flattened_line_4-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.110&CDS=1-1881
2506	OG0002506	YLR362W	augustus_masked-flattened_line_4-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.61&CDS=1-2229
2507	OG0002507	YLR363C	genemark-flattened_line_4-processed-gene-3.156-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.156&CDS=1-1095
2508	OG0002508	YLR363W-A	augustus_masked-flattened_line_104-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.117&CDS=1-267
2509	OG0002509	YLR364W	augustus_masked-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.43&CDS=1-315
2510	OG0002510	YLR370C	augustus_masked-flattened_line_12-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.31&CDS=1-528
2511	OG0002511	YLR371W	augustus_masked-flattened_line_12-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.54&CDS=1-4440
2512	OG0002512	YLR372W	augustus_masked-flattened_line_34-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.143&CDS=1-981
2513	OG0002513	YLR377C	augustus_masked-flattened_line_38-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.25&CDS=1-1017
2514	OG0002514	YLR382C	augustus_masked-flattened_line_2-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.104&CDS=1-2712
2515	OG0002515	YLR383W	augustus_masked-flattened_line_2-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.84&CDS=1-3528
2516	OG0002516	YLR384C	augustus_masked-flattened_line_38-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.89&CDS=1-4038
2517	OG0002517	YLR386W	maker-flattened_line_12-snap-gene-0.81-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.81&CDS=1-3342
2518	OG0002518	YLR389C	augustus_masked-flattened_line_12-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.67&CDS=1-3306
2519	OG0002519	YLR390W-A	augustus_masked-flattened_line_12-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.47&CDS=1-876
2520	OG0002520	YLR393W	augustus_masked-flattened_line_150-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.30&CDS=1-924
2521	OG0002521	YLR395C	augustus_masked-flattened_line_40-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.123&CDS=1-273
2522	OG0002522	YLR396C	augustus_masked-flattened_line_40-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.159&CDS=1-2205
2523	OG0002523	YLR397C	maker-flattened_line_12-augustus-gene-0.132-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.132&CDS=1-2670
2524	OG0002524	YLR398C	augustus_masked-flattened_line_150-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.28&CDS=1-3756
2525	OG0002525	YLR399C	genemark-flattened_line_118-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.83&CDS=1-1899
2526	OG0002526	YLR401C	augustus_masked-flattened_line_112-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.81&CDS=1-1908
2527	OG0002527	YLR403W	augustus_masked-flattened_line_112-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.95&CDS=1-1614
2528	OG0002528	YLR405W	augustus_masked-flattened_line_112-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.93&CDS=1-1050
2529	OG0002529	YLR407W	genemark-flattened_line_112-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.61&CDS=1-1041
2530	OG0002530	YLR409C	augustus_masked-flattened_line_112-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.77&CDS=1-2835
2531	OG0002531	YLR410W	augustus_masked-flattened_line_112-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.90&CDS=1-3489
2532	OG0002532	YLR411W	augustus_masked-flattened_line_6-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.45&CDS=1-672
2533	OG0002533	YLR412W	genemark-flattened_line_40-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.216&CDS=1-915
2534	OG0002534	YLR417W	augustus_masked-flattened_line_82-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.20&CDS=1-2232
2535	OG0002535	YLR418C	augustus_masked-flattened_line_28-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.72&CDS=1-1167
2536	OG0002536	YLR419W	augustus_masked-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.21&CDS=1-4275
2537	OG0002537	YLR420W	augustus_masked-flattened_line_40-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.129&CDS=1-1095
2538	OG0002538	YLR421C	augustus_masked-flattened_line_40-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.90&CDS=1-405
2539	OG0002539	YLR422W	augustus_masked-flattened_line_112-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.97&CDS=1-5715
2540	OG0002540	YLR424W	augustus_masked-flattened_line_8-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.136&CDS=1-2532
2541	OG0002541	YLR427W	augustus_masked-flattened_line_22-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.7&CDS=1-2079
2542	OG0002542	YLR429W	augustus_masked-flattened_line_40-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.94&CDS=1-1935
2543	OG0002543	YLR430W	augustus_masked-flattened_line_40-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.130&CDS=1-6951
2544	OG0002544	YLR435W	augustus_masked-flattened_line_112-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.98&CDS=1-639
2545	OG0002545	YLR438C-A	augustus_masked-flattened_line_48-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.41&CDS=1-273
2546	OG0002546	YLR438W	augustus_masked-flattened_line_267-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_267-processed-gene-0.1&CDS=1-1308
2547	OG0002547	YLR439W	augustus_masked-flattened_line_14-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.147&CDS=1-894
2548	OG0002548	YLR440C	augustus_masked-flattened_line_72-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.105&CDS=1-2475
2549	OG0002549	YLR441C	augustus_masked-flattened_line_34-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.169&CDS=1-768
2550	OG0002550	YLR443W	augustus_masked-flattened_line_34-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.142&CDS=1-3108
2551	OG0002551	YLR447C	augustus_masked-flattened_line_100-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.90&CDS=1-1038
2552	OG0002552	YLR451W	maker-flattened_line_44-snap-gene-0.90-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.90&CDS=1-2811
2553	OG0002553	YLR452C	augustus_masked-flattened_line_44-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.145&CDS=1-2295
2554	OG0002554	YLR459W	genemark-flattened_line_124-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.52&CDS=1-1254
2555	OG0002555	YML001W	augustus_masked-flattened_line_38-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.18&CDS=1-621
2556	OG0002556	YML002W	augustus_masked-flattened_line_154-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.26&CDS=1-3753
2557	OG0002557	YML004C	augustus_masked-flattened_line_4-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.91&CDS=1-930
2558	OG0002558	YML008C	augustus_masked-flattened_line_52-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.6&CDS=1-1155
2559	OG0002559	YML009C	augustus_masked-flattened_line_128-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.40&CDS=1-228
2560	OG0002560	YML010W	augustus_masked-flattened_line_128-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.41&CDS=1-2952
2561	OG0002561	YML011C	genemark-flattened_line_128-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.72&CDS=1-579
2562	OG0002562	YML012W	augustus_masked-flattened_line_128-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.42&CDS=1-642
2563	OG0002563	YML014W	augustus_masked-flattened_line_40-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.114&CDS=1-810
2564	OG0002564	YML015C	augustus_masked-flattened_line_220-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_220-processed-gene-0.9&CDS=1-1674
2565	OG0002565	YML016C	augustus_masked-flattened_line_40-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.150&CDS=1-1851
2566	OG0002566	YML018C	augustus_masked-flattened_line_36-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.91&CDS=1-1113
2567	OG0002567	YML020W	augustus_masked-flattened_line_78-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.104&CDS=1-1956
2568	OG0002568	YML021C	genemark-flattened_line_78-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.139&CDS=1-1074
