	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034932_Kuraishia_ogatae
3222	OG0003222	YOR132W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.47&CDS=1-1722
3223	OG0003223	YOR136W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.40&CDS=1-1104
3224	OG0003224	YOR141C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.44&CDS=1-2883
3225	OG0003225	YOR142W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.58&CDS=1-957
3226	OG0003226	YOR143C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.78&CDS=1-939
3227	OG0003227	YOR144C	augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.57&CDS=1-3480
3228	OG0003228	YOR145C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.19&CDS=1-783
3229	OG0003229	YOR149C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.17&CDS=1-1782
3230	OG0003230	YOR150W	genemark-NODE_43_length_40046_cov_20.5629_ID_85-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_43_length_40046_cov_20.5629_ID_85-processed-gene-0.34&CDS=1-519
3231	OG0003231	YOR151C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.41&CDS=1-3696
3232	OG0003232	YOR154W	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.80-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.80&CDS=1-2739
3233	OG0003233	YOR155C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.133&CDS=1-1404
3234	OG0003234	YOR157C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.54&CDS=1-798
3235	OG0003235	YOR158W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.15&CDS=1-912
3236	OG0003236	YOR159C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.16&CDS=1-264
3237	OG0003237	YOR160W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.33&CDS=1-2895
3238	OG0003238	YOR161C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.34&CDS=1-1614
3239	OG0003239	YOR163W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.104&CDS=1-621
3240	OG0003240	YOR164C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.128&CDS=1-1023
3241	OG0003241	YOR165W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.105&CDS=1-2562
3242	OG0003242	YOR166C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.130&CDS=1-1608
3243	OG0003243	YOR168W	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-1.90&CDS=1-2406
3244	OG0003244	YOR174W	snap_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.17&CDS=1-951
3245	OG0003245	YOR175C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-2.132&CDS=1-1962
3246	OG0003246	YOR176W	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-1.70&CDS=1-1173
3247	OG0003247	YOR181W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-1.25&CDS=1-2100
3248	OG0003248	YOR188W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-3.83&CDS=1-4698
3249	OG0003249	YOR194C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.67&CDS=1-714
3250	OG0003250	YOR195W	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.52&CDS=1-3075
3251	OG0003251	YOR196C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.68&CDS=1-1218
3252	OG0003252	YOR197W	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-0.109&CDS=1-1272
3253	OG0003253	YOR198C	genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_15_length_350517_cov_11.3523_ID_29-processed-gene-0.71&CDS=1-1437
3254	OG0003254	YOR201C	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.87&CDS=1-1176
3255	OG0003255	YOR202W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.71&CDS=1-669
3256	OG0003256	YOR204W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.80-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.80&CDS=1-1932
3257	OG0003257	YOR205C	snap_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.81&CDS=1-1893
3258	OG0003258	YOR206W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.3-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.3&CDS=1-2190
3259	OG0003259	YOR207C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.1-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-5.1&CDS=1-3504
3260	OG0003260	YOR209C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.57&CDS=1-1272
3261	OG0003261	YOR210W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.72&CDS=1-216
3262	OG0003262	YOR211C	snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.5&CDS=1-2868
3263	OG0003263	YOR212W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.106-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.106&CDS=1-1299
3264	OG0003264	YOR215C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.90-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.90&CDS=1-573
3265	OG0003265	YOR216C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.89-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.89&CDS=1-1602
3266	OG0003266	YOR217W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.104&CDS=1-3015
3267	OG0003267	YOR223W	genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.14&CDS=1-783
3268	OG0003268	YOR224C	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.231-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-1.231&CDS=1-438
3269	OG0003269	YOR228C	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.61-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-4.61&CDS=1-963
3270	OG0003270	YOR232W	augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.64&CDS=1-723
3271	OG0003271	YOR233W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.86-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.86&CDS=1-2850
3272	OG0003272	YOR238W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.60-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.60&CDS=1-1146
3273	OG0003273	YOR239W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.49&CDS=1-975
3274	OG0003274	YOR241W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.66&CDS=1-1581
3275	OG0003275	YOR242C	snap_masked-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.21&CDS=1-1485
3276	OG0003276	YOR243C	genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.52&CDS=1-2442
3277	OG0003277	YOR244W	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.22&CDS=1-1446
3278	OG0003278	YOR245C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-1.41&CDS=1-1425
3279	OG0003279	YOR246C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.53&CDS=1-1047
3280	OG0003280	YOR249C	augustus_masked-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.77&CDS=1-2784
3281	OG0003281	YOR250C	genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.49&CDS=1-1500
3282	OG0003282	YOR251C	snap_masked-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_39_length_76669_cov_19.1428_ID_77-processed-gene-0.21&CDS=1-960
3283	OG0003283	YOR252W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.125&CDS=1-510
3284	OG0003284	YOR254C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.54&CDS=1-1989
3285	OG0003285	YOR257W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.56&CDS=1-477
3286	OG0003286	YOR258W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-0.67&CDS=1-603
3287	OG0003287	YOR259C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.75&CDS=1-1278
3288	OG0003288	YOR260W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.58&CDS=1-1359
3289	OG0003289	YOR261C	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.0&CDS=1-975
3290	OG0003290	YOR262W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.62&CDS=1-1026
3291	OG0003291	YOR265W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.47&CDS=1-330
3292	OG0003292	YOR266W	augustus_masked-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_29_length_218192_cov_12.6781_ID_57-processed-gene-0.76&CDS=1-822
3293	OG0003293	YOR271C	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.30&CDS=1-981
3294	OG0003294	YOR272W	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.29&CDS=1-1404
3295	OG0003295	YOR273C	genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.50&CDS=1-1998
3296	OG0003296	YOR274W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.123&CDS=1-1347
3297	OG0003297	YOR275C	maker-NODE_27_length_243254_cov_11.9412_ID_53-augustus-gene-1.61-mRNA-1_1&gene=maker-NODE_27_length_243254_cov_11.9412_ID_53-augustus-gene-1.61&CDS=1-4458
3298	OG0003298	YOR276W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.147&CDS=1-465
3299	OG0003299	YOR281C	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.76&CDS=1-765
3300	OG0003300	YOR283W	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.36&CDS=1-690
3301	OG0003301	YOR287C	genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.8&CDS=1-1017
3302	OG0003302	YOR288C	genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_22_length_275689_cov_11.6014_ID_43-processed-gene-0.24&CDS=1-936
3303	OG0003303	YOR289W	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.78&CDS=1-666
3304	OG0003304	YOR291W	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.56&CDS=1-4356
3305	OG0003305	YOR294W	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-3.55&CDS=1-597
3306	OG0003306	YOR296W	augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-2.84&CDS=1-3711
3307	OG0003307	YOR298C-A	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.80&CDS=1-453
3308	OG0003308	YOR298W	augustus_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-1.104&CDS=1-1050
3309	OG0003309	YOR301W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.107&CDS=1-1848
3310	OG0003310	YOR303W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.52-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.52&CDS=1-1314
3311	OG0003311	YOR305W	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-0.36&CDS=1-996
3312	OG0003312	YOR310C	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-2.52&CDS=1-1635
3313	OG0003313	YOR311C	genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_42_length_45743_cov_19.3112_ID_83-processed-gene-0.45&CDS=1-1191
3314	OG0003314	YOR313C	augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.109&CDS=1-975
3315	OG0003315	YOR315W	augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-1.97&CDS=1-1455
3316	OG0003316	YOR317W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.68-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-3.68&CDS=1-2100
3317	OG0003317	YOR319W	genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.200&CDS=1-738
3318	OG0003318	YOR320C	snap_masked-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-4.147&CDS=1-1602
3319	OG0003319	YOR322C	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-2.2-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-2.2&CDS=1-2466
3320	OG0003320	YOR323C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.76&CDS=1-1338
3321	OG0003321	YOR329C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.86&CDS=1-2652
3322	OG0003322	YOR330C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.85&CDS=1-3492
3323	OG0003323	YOR332W	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.118&CDS=1-690
3324	OG0003324	YOR334W	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.117&CDS=1-1800
3325	OG0003325	YOR335C	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.103&CDS=1-2880
3326	OG0003326	YOR336W	genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_18_length_333966_cov_12.1282_ID_35-processed-gene-2.124&CDS=1-4566
3327	OG0003327	YOR339C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.80&CDS=1-513
3328	OG0003328	YOR340C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.115&CDS=1-957
3329	OG0003329	YOR341W	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.62&CDS=1-4899
3330	OG0003330	YOR344C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.84&CDS=1-1191
3331	OG0003331	YOR349W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-11.63-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-11.63&CDS=1-3321
3332	OG0003332	YOR352W	snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.144&CDS=1-1443
3333	OG0003333	YOR353C	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.39&CDS=1-2892
3334	OG0003334	YOR355W	maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-8.72-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-8.72&CDS=1-3267
3335	OG0003335	YOR356W	maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-8.70-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-snap-gene-8.70&CDS=1-4326
3336	OG0003336	YOR357C	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.64&CDS=1-486
3337	OG0003337	YOR358W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-1.82&CDS=1-1008
3338	OG0003338	YOR359W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.3&CDS=1-2133
3339	OG0003339	YOR360C	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.2&CDS=1-1686
3340	OG0003340	YOR361C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.120&CDS=1-2127
3341	OG0003341	YOR362C	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.121&CDS=1-786
3342	OG0003342	YOR367W	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.25-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.25&CDS=1-630
3343	OG0003343	YOR368W	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.26-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.26&CDS=1-1380
3344	OG0003344	YOR369C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.51&CDS=1-429
3345	OG0003345	YOR370C	genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.52-mRNA-1_1&gene=genemark-NODE_9_length_529929_cov_11.5501_ID_17-processed-gene-4.52&CDS=1-1860
