	OrthologID	Ashbya_aceri	Saccharomyces_cerevisiae
2751	OG0002751	genemark-CP006025.1-processed-gene-3.55-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.55&CDS=1-846	YPL237W
2752	OG0002752	snap_masked-CP006025.1-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.34&CDS=1-471	YMR184W
2753	OG0002753	augustus_masked-CP006025.1-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-3.122&CDS=1-954	YPL236C
2754	OG0002754	genemark-CP006025.1-processed-gene-3.56-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.56&CDS=1-1407	YPL235W
2755	OG0002755	genemark-CP006025.1-processed-gene-3.81-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.81&CDS=1-492	YPL234C
2756	OG0002756	snap_masked-CP006025.1-processed-gene-3.12-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.12&CDS=1-651	YPL233W
2757	OG0002757	genemark-CP006025.1-processed-gene-3.58-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.58&CDS=1-891	YPL232W
2758	OG0002758	genemark-CP006025.1-processed-gene-3.59-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.59&CDS=1-5685	YPL231W
2759	OG0002759	snap_masked-CP006025.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.16&CDS=1-390	YMR181C
2760	OG0002760	genemark-CP006025.1-processed-gene-3.62-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.62&CDS=1-1434	YPL228W
2761	OG0002761	genemark-CP006025.1-processed-gene-3.82-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.82&CDS=1-957	YPL227C
2762	OG0002762	snap_masked-CP006025.1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.38&CDS=1-1977	YMR179W
2763	OG0002763	genemark-CP006025.1-processed-gene-3.63-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.63&CDS=1-3549	YPL226W
2764	OG0002764	genemark-CP006025.1-processed-gene-3.84-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.84&CDS=1-816	YMR178W
2765	OG0002765	genemark-CP006025.1-processed-gene-3.64-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.64&CDS=1-435	YPL225W
2766	OG0002766	snap_masked-CP006025.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.40&CDS=1-1377	YMR177W
2767	OG0002767	snap_masked-CP006025.1-processed-gene-3.41-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-3.41&CDS=1-4551	YMR176W
2768	OG0002768	genemark-CP006025.1-processed-gene-3.87-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.87&CDS=1-1881	YMR172W
2769	OG0002769	genemark-CP006025.1-processed-gene-3.66-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.66&CDS=1-1995	YPL222W
2770	OG0002770	augustus_masked-CP006025.1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-3.130&CDS=1-1260	YGL138C
2771	OG0002771	augustus_masked-CP006025.1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-3.113&CDS=1-2502	YGL137W
2772	OG0002772	genemark-CP006025.1-processed-gene-3.89-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-3.89&CDS=1-876	YGL136C
2773	OG0002773	genemark-CP006025.1-processed-gene-4.110-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.110&CDS=1-570	YPL218W
2774	OG0002774	genemark-CP006025.1-processed-gene-4.113-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.113&CDS=1-3489	YPL217C
2775	OG0002775	genemark-CP006025.1-processed-gene-4.111-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.111&CDS=1-3591	YGL133W
2776	OG0002776	genemark-CP006025.1-processed-gene-4.112-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.112&CDS=1-927	YPL215W
2777	OG0002777	genemark-CP006025.1-processed-gene-4.114-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.114&CDS=1-1641	YPL214C
2778	OG0002778	genemark-CP006025.1-processed-gene-4.115-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.115&CDS=1-711	YPL213W
2779	OG0002779	genemark-CP006025.1-processed-gene-4.139-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.139&CDS=1-4236	YGL131C
2780	OG0002780	genemark-CP006025.1-processed-gene-4.116-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.116&CDS=1-1389	YGL130W
2781	OG0002781	genemark-CP006025.1-processed-gene-4.140-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.140&CDS=1-1320	YGL129C
2782	OG0002782	genemark-CP006025.1-processed-gene-4.141-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.141&CDS=1-1584	YPL212C
2783	OG0002783	genemark-CP006025.1-processed-gene-4.117-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.117&CDS=1-543	YPL211W
2784	OG0002784	augustus_masked-CP006025.1-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-4.29&CDS=1-1839	YPL210C
2785	OG0002785	genemark-CP006025.1-processed-gene-4.118-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.118&CDS=1-1605	YGL064C
2786	OG0002786	genemark-CP006025.1-processed-gene-4.143-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.143&CDS=1-1101	YPL209C
2787	OG0002787	augustus_masked-CP006025.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-4.11&CDS=1-5451	YPL207W
2788	OG0002788	genemark-CP006025.1-processed-gene-4.144-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.144&CDS=1-1578	YGL066W
2789	OG0002789	genemark-CP006025.1-processed-gene-4.145-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.145&CDS=1-948	YPL206C
2790	OG0002790	maker-CP006025.1-augustus-gene-4.44-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-4.44&CDS=1-7998, maker-CP006025.1-snap-gene-4.51-mRNA-1_1&gene=maker-CP006025.1-snap-gene-4.51&CDS=1-3504	
2791	OG0002791	genemark-CP006025.1-processed-gene-4.123-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.123&CDS=1-1431	YPL204W
2792	OG0002792	genemark-CP006025.1-processed-gene-4.147-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.147&CDS=1-501	YGL068W
2793	OG0002793	genemark-CP006025.1-processed-gene-4.125-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.125&CDS=1-366	YGL070C
2794	OG0002794	augustus_masked-CP006025.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-4.35&CDS=1-2385	YGL071W
2795	OG0002795	genemark-CP006025.1-processed-gene-4.150-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.150&CDS=1-1815	YGL073W
2796	OG0002796	genemark-CP006025.1-processed-gene-4.126-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.126&CDS=1-891	YGL075C
2797	OG0002797	genemark-CP006025.1-processed-gene-4.151-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.151&CDS=1-735	YPL199C
2798	OG0002798	maker-CP006025.1-augustus-gene-4.45-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-4.45&CDS=1-3219	YGL077C
2799	OG0002799	maker-CP006025.1-augustus-gene-4.46-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-4.46&CDS=1-2319	YPL196W
2800	OG0002800	genemark-CP006025.1-processed-gene-4.152-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.152&CDS=1-570	YGL079W
2801	OG0002801	genemark-CP006025.1-processed-gene-4.132-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.132&CDS=1-2697	YPL195W
2802	OG0002802	genemark-CP006025.1-processed-gene-4.133-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.133&CDS=1-1641	YPL194W
2803	OG0002803	genemark-CP006025.1-processed-gene-4.153-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.153&CDS=1-363	YGL080W
2804	OG0002804	augustus_masked-CP006025.1-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-4.21&CDS=1-999	YPL193W
2805	OG0002805	snap_masked-CP006025.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-4.99&CDS=1-948	YGL081W
2806	OG0002806	genemark-CP006025.1-processed-gene-4.156-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.156&CDS=1-1092	YGL082W
2807	OG0002807	genemark-CP006025.1-processed-gene-4.157-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.157&CDS=1-2277	YPL190C
2808	OG0002808	genemark-CP006025.1-processed-gene-4.158-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.158&CDS=1-360	YPL189C-A
2809	OG0002809	maker-CP006025.1-snap-gene-4.52-mRNA-1_1&gene=maker-CP006025.1-snap-gene-4.52&CDS=1-2322	YGL083W
2810	OG0002810	genemark-CP006025.1-processed-gene-4.135-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.135&CDS=1-1734	YGL084C
2811	OG0002811	augustus_masked-CP006025.1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-4.41&CDS=1-2325	YGL086W
2812	OG0002812	maker-CP006025.1-augustus-gene-4.47-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-4.47&CDS=1-414	YGL087C
2813	OG0002813	genemark-CP006025.1-processed-gene-4.137-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.137&CDS=1-1155	YPL188W
2814	OG0002814	genemark-CP006025.1-processed-gene-4.163-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-4.163&CDS=1-1647	YPL184C
2815	OG0002815	genemark-CP006025.1-processed-gene-5.58-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.58&CDS=1-981	YGL091C
2816	OG0002816	augustus_masked-CP006025.1-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.113&CDS=1-3960	YGL092W
2817	OG0002817	augustus_masked-CP006025.1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.114&CDS=1-2700	YGL093W
2818	OG0002818	augustus_masked-CP006025.1-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.115&CDS=1-2943	YPL183C
2819	OG0002819	genemark-CP006025.1-processed-gene-5.61-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.61&CDS=1-3486	YGL094C
2820	OG0002820	augustus_masked-CP006025.1-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.136&CDS=1-2058	YPL180W
2821	OG0002821	genemark-CP006025.1-processed-gene-5.62-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.62&CDS=1-1743	YGL095C
2822	OG0002822	genemark-CP006025.1-processed-gene-5.84-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.84&CDS=1-1359	YPL181W
2823	OG0002823	genemark-CP006025.1-processed-gene-5.64-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.64&CDS=1-654	YPL178W
2824	OG0002824	genemark-CP006025.1-processed-gene-5.85-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.85&CDS=1-771	YPL177C
2825	OG0002825	augustus_masked-CP006025.1-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.120&CDS=1-1485	YBR250W
2826	OG0002826	augustus_masked-CP006025.1-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.139&CDS=1-1458	YGL097W
2827	OG0002827	genemark-CP006025.1-processed-gene-5.68-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.68&CDS=1-1377	YBR247C
2828	OG0002828	augustus_masked-CP006025.1-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.140&CDS=1-765	YGL098W
2829	OG0002829	genemark-CP006025.1-processed-gene-5.88-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.88&CDS=1-1923	YGL099W
2830	OG0002830	genemark-CP006025.1-processed-gene-5.89-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.89&CDS=1-1110	YBR246W
2831	OG0002831	augustus_masked-CP006025.1-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.143&CDS=1-1569	YGL100W
2832	OG0002832	genemark-CP006025.1-processed-gene-5.70-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.70&CDS=1-1455	YBR243C
2833	OG0002833	genemark-CP006025.1-processed-gene-5.92-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.92&CDS=1-642	YGL101W
2834	OG0002834	maker-CP006025.1-augustus-gene-5.111-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-5.111&CDS=1-447	YGL103W
2835	OG0002835	genemark-CP006025.1-processed-gene-5.71-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.71&CDS=1-1425	YBR241C
2836	OG0002836	augustus_masked-CP006025.1-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.126&CDS=1-1167	YBR240C
2837	OG0002837	genemark-CP006025.1-processed-gene-5.94-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.94&CDS=1-1125	YGL105W
2838	OG0002838	augustus_masked-CP006025.1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.127&CDS=1-1551	YBR239C
2839	OG0002839	augustus_masked-CP006025.1-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.147&CDS=1-426	YGL106W
2840	OG0002840	genemark-CP006025.1-processed-gene-5.96-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.96&CDS=1-2574	YBR237W
2841	OG0002841	genemark-CP006025.1-processed-gene-5.76-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.76&CDS=1-1290	YBR236C
2842	OG0002842	genemark-CP006025.1-processed-gene-5.97-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.97&CDS=1-3318	YBR235W
2843	OG0002843	genemark-CP006025.1-processed-gene-5.77-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.77&CDS=1-1791	YGL110C
2844	OG0002844	genemark-CP006025.1-processed-gene-5.98-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.98&CDS=1-1305	YGL111W
2845	OG0002845	genemark-CP006025.1-processed-gene-5.78-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.78&CDS=1-1113	YBR234C
2846	OG0002846	augustus_masked-CP006025.1-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.151&CDS=1-252	YBR233W-A
2847	OG0002847	genemark-CP006025.1-processed-gene-5.79-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.79&CDS=1-1512	YGL112C
2848	OG0002848	snap_masked-CP006025.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-5.48&CDS=1-2028	YGL113W
2849	OG0002849	genemark-CP006025.1-processed-gene-5.100-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.100&CDS=1-1176	YBR233W
2850	OG0002850	genemark-CP006025.1-processed-gene-5.80-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.80&CDS=1-858	YBR231C
2851	OG0002851	genemark-CP006025.1-processed-gene-5.101-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.101&CDS=1-2112	YGL114W
2852	OG0002852	genemark-CP006025.1-processed-gene-5.102-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.102&CDS=1-1005	YGL115W
2853	OG0002853	genemark-CP006025.1-processed-gene-5.103-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.103&CDS=1-1674	YGL116W
2854	OG0002854	genemark-CP006025.1-processed-gene-5.105-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.105&CDS=1-894	YAR008W
2855	OG0002855	genemark-CP006025.1-processed-gene-5.81-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-5.81&CDS=1-3729	YGL006W
2856	OG0002856	augustus_masked-CP006025.1-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-5.159&CDS=1-1956	YGL005C
2857	OG0002857	snap_masked-CP006025.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-5.30&CDS=1-1914	YAR007C
2858	OG0002858	genemark-CP006025.1-processed-gene-6.2-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.2&CDS=1-1653	YGL003C
2859	OG0002859	genemark-CP006025.1-processed-gene-6.3-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.3&CDS=1-1299	YAR003W
2860	OG0002860	snap_masked-CP006025.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-6.58&CDS=1-2409	YAR002W
2861	OG0002861	genemark-CP006025.1-processed-gene-6.5-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.5&CDS=1-3453	YAL001C
2862	OG0002862	genemark-CP006025.1-processed-gene-6.6-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.6&CDS=1-750	YGR001C
2863	OG0002863	genemark-CP006025.1-processed-gene-6.7-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.7&CDS=1-1050	YGL001C
2864	OG0002864	augustus_masked-CP006025.1-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.138&CDS=1-2880	YAL002W
2865	OG0002865	augustus_masked-CP006025.1-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.139&CDS=1-618	YAL003W
2866	OG0002866	genemark-CP006025.1-processed-gene-6.8-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.8&CDS=1-1149	YLR321C
2867	OG0002867	genemark-CP006025.1-processed-gene-6.31-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.31&CDS=1-621	YGL020C
2868	OG0002868	genemark-CP006025.1-processed-gene-6.9-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.9&CDS=1-2556	YDR069C
2869	OG0002869	augustus_masked-CP006025.1-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.142&CDS=1-876	YDR068W
2870	OG0002870	genemark-CP006025.1-processed-gene-6.10-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.10&CDS=1-624	YDR067C
2871	OG0002871	genemark-CP006025.1-processed-gene-6.33-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.33&CDS=1-1416	YER143W
2872	OG0002872	genemark-CP006025.1-processed-gene-6.11-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.11&CDS=1-825	YER142C
2873	OG0002873	augustus_masked-CP006025.1-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.144&CDS=1-4299	YBL022C
2874	OG0002874	genemark-CP006025.1-processed-gene-6.36-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.36&CDS=1-534	YBL021C
2875	OG0002875	genemark-CP006025.1-processed-gene-6.12-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.12&CDS=1-1755	YBL020W
2876	OG0002876	genemark-CP006025.1-processed-gene-6.13-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.13&CDS=1-1590	YBL019W
2877	OG0002877	genemark-CP006025.1-processed-gene-6.15-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.15&CDS=1-1569	YBL015W
2878	OG0002878	augustus_masked-CP006025.1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.126&CDS=1-5007	YNL172W
2879	OG0002879	genemark-CP006025.1-processed-gene-6.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.38&CDS=1-1497	YNL169C
2880	OG0002880	genemark-CP006025.1-processed-gene-6.17-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.17&CDS=1-900	YHR144C
2881	OG0002881	genemark-CP006025.1-processed-gene-6.39-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.39&CDS=1-771	YNL168C
2882	OG0002882	genemark-CP006025.1-processed-gene-6.40-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.40&CDS=1-1467	YNL167C
2883	OG0002883	snap_masked-CP006025.1-processed-gene-6.98-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-6.98&CDS=1-210	YHR143W-A
2884	OG0002884	augustus_masked-CP006025.1-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.150&CDS=1-936	YNL166C
2885	OG0002885	augustus_masked-CP006025.1-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.128&CDS=1-1113	YNL165W
2886	OG0002886	genemark-CP006025.1-processed-gene-6.42-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.42&CDS=1-1026	YNL164C
2887	OG0002887	genemark-CP006025.1-processed-gene-6.43-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.43&CDS=1-3285	YNL163C
2888	OG0002888	snap_masked-CP006025.1-processed-gene-6.72-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-6.72&CDS=1-231	YNL162W-A
2889	OG0002889	genemark-CP006025.1-processed-gene-6.44-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.44&CDS=1-1044	YHR142W
2890	OG0002890	genemark-CP006025.1-processed-gene-6.20-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.20&CDS=1-2190	YNL161W
2891	OG0002891	genemark-CP006025.1-processed-gene-6.45-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.45&CDS=1-678	YHR140W
2892	OG0002892	augustus_masked-CP006025.1-processed-gene-6.155-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.155&CDS=1-387	YNL153C
2893	OG0002893	genemark-CP006025.1-processed-gene-6.47-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.47&CDS=1-771	YNL155W
2894	OG0002894	genemark-CP006025.1-processed-gene-6.48-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.48&CDS=1-654	YHR134W
2895	OG0002895	genemark-CP006025.1-processed-gene-6.23-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.23&CDS=1-813	YNL156C
2896	OG0002896	genemark-CP006025.1-processed-gene-6.49-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.49&CDS=1-378	YHR132W-A
2897	OG0002897	augustus_masked-CP006025.1-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.135&CDS=1-1302	YHR132C
2898	OG0002898	augustus_masked-CP006025.1-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-6.159&CDS=1-600	YNL158W
2899	OG0002899	genemark-CP006025.1-processed-gene-6.25-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-6.25&CDS=1-774	YNL159C
2900	OG0002900	maker-CP006025.1-augustus-gene-7.144-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-7.144&CDS=1-1017	YHR128W
2901	OG0002901	genemark-CP006025.1-processed-gene-7.3-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.3&CDS=1-372	YNL149C
2902	OG0002902	genemark-CP006025.1-processed-gene-7.4-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.4&CDS=1-702	YNL151C
2903	OG0002903	augustus_masked-CP006025.1-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.107&CDS=1-5526	YNL139C
2904	OG0002904	snap_masked-CP006025.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-7.56&CDS=1-213	YNL138W-A
2905	OG0002905	augustus_masked-CP006025.1-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.130&CDS=1-618	YHR127W
2906	OG0002906	genemark-CP006025.1-processed-gene-7.8-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.8&CDS=1-1536	YNL138W
2907	OG0002907	genemark-CP006025.1-processed-gene-7.32-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.32&CDS=1-1419	YNL137C
2908	OG0002908	augustus_masked-CP006025.1-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.109&CDS=1-747	YNL136W
2909	OG0002909	genemark-CP006025.1-processed-gene-7.33-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.33&CDS=1-342	YNL135C
2910	OG0002910	genemark-CP006025.1-processed-gene-7.11-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.11&CDS=1-1644	YJL111W
2911	OG0002911	genemark-CP006025.1-processed-gene-7.35-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.35&CDS=1-612	YKR035W-A
2912	OG0002912	augustus_masked-CP006025.1-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.113&CDS=1-4734	YKR031C
2913	OG0002913	genemark-CP006025.1-processed-gene-7.37-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.37&CDS=1-711	YKR030W
2914	OG0002914	genemark-CP006025.1-processed-gene-7.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.38&CDS=1-7500	YJL109C
2915	OG0002915	augustus_masked-CP006025.1-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.115&CDS=1-2445	YJL106W
2916	OG0002916	genemark-CP006025.1-processed-gene-7.15-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.15&CDS=1-2376	YKR029C
2917	OG0002917	genemark-CP006025.1-processed-gene-7.16-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.16&CDS=1-417	YJL104W
2918	OG0002918	snap_masked-CP006025.1-processed-gene-7.67-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-7.67&CDS=1-1515	YKR023W
2919	OG0002919	augustus_masked-CP006025.1-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.139&CDS=1-3492	YKR024C
2920	OG0002920	genemark-CP006025.1-processed-gene-7.18-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.18&CDS=1-771	YKR025W
2921	OG0002921	genemark-CP006025.1-processed-gene-7.42-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.42&CDS=1-912	YKR026C
2922	OG0002922	genemark-CP006025.1-processed-gene-7.19-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.19&CDS=1-2382	YJL102W
2923	OG0002923	genemark-CP006025.1-processed-gene-7.43-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.43&CDS=1-1983	YJL101C
2924	OG0002924	augustus_masked-CP006025.1-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.121&CDS=1-3753	YJL100W
2925	OG0002925	genemark-CP006025.1-processed-gene-7.22-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.22&CDS=1-3096	YKR028W
