	OrthologID	Candida_arabinofermentans	Saccharomyces_cerevisiae
2364	OG0002364	augustus_masked-scaffold_34-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.27&CDS=1-1251	YJR032W
2365	OG0002365	augustus_masked-scaffold_34-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.28&CDS=1-1425	YBR028C
2366	OG0002366	augustus_masked-scaffold_34-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.40&CDS=1-396	YBR022W
2367	OG0002367	augustus_masked-scaffold_34-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.29&CDS=1-1440	YMR283C
2368	OG0002368	augustus_masked-scaffold_34-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.31&CDS=1-1164	YBR065C
2369	OG0002369	augustus_masked-scaffold_34-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.43&CDS=1-543	YBR070C
2370	OG0002370	augustus_masked-scaffold_34-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.32&CDS=1-621	YBR062C
2371	OG0002371	augustus_masked-scaffold_34-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.44&CDS=1-864	YDR041W
2372	OG0002372	snap_masked-scaffold_34-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scaffold_34-processed-gene-0.55&CDS=1-1014	YBR061C
2373	OG0002373	augustus_masked-scaffold_34-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scaffold_34-processed-gene-0.35&CDS=1-2619	YMR165C
2374	OG0002374	maker-scaffold_35-augustus-gene-0.0-mRNA-1_1&gene=maker-scaffold_35-augustus-gene-0.0&CDS=1-702	YKR043C
2375	OG0002375	maker-scaffold_35-snap-gene-0.43-mRNA-1_1&gene=maker-scaffold_35-snap-gene-0.43&CDS=1-2523	YNL037C
2376	OG0002376	augustus_masked-scaffold_35-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.56&CDS=1-1005	YIL096C
2377	OG0002377	augustus_masked-scaffold_35-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.62&CDS=1-711	YGL037C
2378	OG0002378	augustus_masked-scaffold_35-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.63&CDS=1-3264	YMR308C
2379	OG0002379	augustus_masked-scaffold_35-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.58&CDS=1-885	YGR280C
2380	OG0002380	maker-scaffold_35-augustus-gene-0.2-mRNA-1_1&gene=maker-scaffold_35-augustus-gene-0.2&CDS=1-3258	YMR307W
2381	OG0002381	augustus_masked-scaffold_35-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.59&CDS=1-1467	YHR070W
2382	OG0002382	augustus_masked-scaffold_35-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scaffold_35-processed-gene-0.67&CDS=1-1755	YIL099W
2383	OG0002383	augustus_masked-scaffold_37-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scaffold_37-processed-gene-0.20&CDS=1-1116	YDR392W
2384	OG0002384	augustus_masked-scaffold_37-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scaffold_37-processed-gene-0.15&CDS=1-573	YDL177C
2385	OG0002385	maker-scaffold_37-augustus-gene-0.26-mRNA-1_1&gene=maker-scaffold_37-augustus-gene-0.26&CDS=1-1230	YPL048W
2386	OG0002386	augustus_masked-scaffold_37-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scaffold_37-processed-gene-0.16&CDS=1-6510	YKL134C
2387	OG0002387	snap_masked-scaffold_38-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scaffold_38-processed-gene-0.22&CDS=1-2238	YFL055W
2388	OG0002388	augustus_masked-scaffold_39-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_39-processed-gene-0.3&CDS=1-1065	YCR019W
2389	OG0002389	augustus_masked-scaffold_4-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.26&CDS=1-642	YJL030W
2390	OG0002390	genemark-scaffold_4-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.52&CDS=1-1038	YJL031C
2391	OG0002391	genemark-scaffold_4-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.81&CDS=1-1218	YJL006C
2392	OG0002392	maker-scaffold_4-augustus-gene-0.43-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-0.43&CDS=1-1314	YDL007W
2393	OG0002393	maker-scaffold_4-augustus-gene-0.44-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-0.44&CDS=1-4797	YDL006W
2394	OG0002394	augustus_masked-scaffold_4-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.6&CDS=1-1917	YKL148C
2395	OG0002395	augustus_masked-scaffold_4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.7&CDS=1-669	YKL144C
2396	OG0002396	augustus_masked-scaffold_4-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.28&CDS=1-1353	YKL145W
2397	OG0002397	augustus_masked-scaffold_4-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.29&CDS=1-2058	YDR496C
2398	OG0002398	augustus_masked-scaffold_4-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.30&CDS=1-1464	YKL149C
2399	OG0002399	augustus_masked-scaffold_4-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.9&CDS=1-984	YDR460W
2400	OG0002400	augustus_masked-scaffold_4-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.33&CDS=1-690	YMR311C
2401	OG0002401	augustus_masked-scaffold_4-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.15&CDS=1-1809	YCR061W
2402	OG0002402	augustus_masked-scaffold_4-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.34&CDS=1-1245	YNL248C
2403	OG0002403	augustus_masked-scaffold_4-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.16&CDS=1-570	YJR097W
2404	OG0002404	augustus_masked-scaffold_4-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.35&CDS=1-2043	YJR098C
2405	OG0002405	augustus_masked-scaffold_4-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.36&CDS=1-552	YOR028C
2406	OG0002406	augustus_masked-scaffold_4-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.19&CDS=1-1167	YGR111W
2407	OG0002407	augustus_masked-scaffold_4-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.38&CDS=1-1221	YNL064C
2408	OG0002408	augustus_masked-scaffold_4-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.39&CDS=1-594	YLR326W
2409	OG0002409	maker-scaffold_4-augustus-gene-0.47-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-0.47&CDS=1-1152	YGR007W
2410	OG0002410	augustus_masked-scaffold_4-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.21&CDS=1-1056	YGL232W
2411	OG0002411	augustus_masked-scaffold_4-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.22&CDS=1-417	YDR511W
2412	OG0002412	augustus_masked-scaffold_4-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.23&CDS=1-909	YMR314W
2413	OG0002413	augustus_masked-scaffold_4-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.46&CDS=1-627	YIR032C
2414	OG0002414	augustus_masked-scaffold_4-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.47&CDS=1-6264	YER155C
2415	OG0002415	augustus_masked-scaffold_4-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.48&CDS=1-1032	YER156C
2416	OG0002416	maker-scaffold_4-augustus-gene-1.89-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-1.89&CDS=1-963	YDR079W
2417	OG0002417	augustus_masked-scaffold_4-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.67&CDS=1-3063	YDR080W
2418	OG0002418	augustus_masked-scaffold_4-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.50&CDS=1-219	YDR079C-A
2419	OG0002419	augustus_masked-scaffold_4-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.68&CDS=1-2709	YER157W
2420	OG0002420	snap_masked-scaffold_4-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.123&CDS=1-3414	YER158C
2421	OG0002421	augustus_masked-scaffold_4-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.71&CDS=1-2574	YCL030C
2422	OG0002422	augustus_masked-scaffold_4-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.73&CDS=1-4128	YOL051W
2423	OG0002423	augustus_masked-scaffold_4-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.74&CDS=1-669	YGR167W
2424	OG0002424	augustus_masked-scaffold_4-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.52&CDS=1-1323	YDR289C
2425	OG0002425	augustus_masked-scaffold_4-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.75&CDS=1-4179	YBR115C
2426	OG0002426	maker-scaffold_4-augustus-gene-1.91-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-1.91&CDS=1-483	YPR073C
2427	OG0002427	augustus_masked-scaffold_4-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.55&CDS=1-714	YGR057C
2428	OG0002428	augustus_masked-scaffold_4-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.78&CDS=1-3669	YFL008W
2429	OG0002429	augustus_masked-scaffold_4-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.81&CDS=1-894	YPL117C
2430	OG0002430	genemark-scaffold_4-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.11&CDS=1-3135	YNL014W
2431	OG0002431	augustus_masked-scaffold_4-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.82&CDS=1-693	YLR250W
2432	OG0002432	augustus_masked-scaffold_4-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.57&CDS=1-1443	YLR359W
2433	OG0002433	augustus_masked-scaffold_4-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.83&CDS=1-990	YPR127W
2434	OG0002434	augustus_masked-scaffold_4-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.61&CDS=1-3528	YBR218C
2435	OG0002435	augustus_masked-scaffold_4-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.62&CDS=1-2268	YBR220C
2436	OG0002436	augustus_masked-scaffold_4-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.86&CDS=1-969	YGL126W
2437	OG0002437	augustus_masked-scaffold_4-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.63&CDS=1-411	YGL127C
2438	OG0002438	augustus_masked-scaffold_4-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.64&CDS=1-1092	YBR234C
2439	OG0002439	augustus_masked-scaffold_4-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.65&CDS=1-2382	YFL013C
2440	OG0002440	augustus_masked-scaffold_4-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.88&CDS=1-237	YFL017W-A
2441	OG0002441	augustus_masked-scaffold_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.106&CDS=1-456	YFL017C
2442	OG0002442	augustus_masked-scaffold_4-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.107&CDS=1-3504	YPR010C
2443	OG0002443	augustus_masked-scaffold_4-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.104&CDS=1-819	YGR024C
2444	OG0002444	augustus_masked-scaffold_4-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.108&CDS=1-1641	YBR222C
2445	OG0002445	augustus_masked-scaffold_4-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.109&CDS=1-366	YPL013C
2446	OG0002446	augustus_masked-scaffold_4-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.105&CDS=1-3753	YPL012W
2447	OG0002447	augustus_masked-scaffold_4-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.110&CDS=1-1158	YPL011C
2448	OG0002448	augustus_masked-scaffold_4-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.112&CDS=1-1824	YGL125W
2449	OG0002449	augustus_masked-scaffold_4-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.131&CDS=1-2112	YHL029C
2450	OG0002450	genemark-scaffold_4-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.61&CDS=1-1575	YLL036C
2451	OG0002451	augustus_masked-scaffold_4-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.132&CDS=1-5562	YHL030W
2452	OG0002452	maker-scaffold_4-snap-gene-2.1-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.1&CDS=1-1239	YDL219W
2453	OG0002453	augustus_masked-scaffold_4-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.116&CDS=1-1197	YNL191W
2454	OG0002454	maker-scaffold_4-augustus-gene-2.99-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.99&CDS=1-2106	YOR271C
2455	OG0002455	augustus_masked-scaffold_4-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.135&CDS=1-4323	YBL079W
2456	OG0002456	genemark-scaffold_4-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.69&CDS=1-1434	YOL049W
2457	OG0002457	augustus_masked-scaffold_4-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.122&CDS=1-1608	YDR188W
2458	OG0002458	snap_masked-scaffold_4-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.25&CDS=1-378	YBL078C
2459	OG0002459	maker-scaffold_4-augustus-gene-2.100-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.100&CDS=1-2832	YBL080C
2460	OG0002460	augustus_masked-scaffold_4-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.125&CDS=1-1386	YOL041C
2461	OG0002461	augustus_masked-scaffold_4-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.126&CDS=1-1044	YAL013W
2462	OG0002462	augustus_masked-scaffold_4-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.140&CDS=1-420	YOL040C
2463	OG0002463	maker-scaffold_4-augustus-gene-2.101-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.101&CDS=1-330	YDR382W
2464	OG0002464	augustus_masked-scaffold_4-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.130&CDS=1-1479	YER149C
2465	OG0002465	genemark-scaffold_4-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.39&CDS=1-1320	YLR005W
2466	OG0002466	augustus_masked-scaffold_4-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.0&CDS=1-2127	YJL010C
2467	OG0002467	augustus_masked-scaffold_4-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.1&CDS=1-1992	YHR084W
2468	OG0002468	augustus_masked-scaffold_4-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.21&CDS=1-2058	YLR002C
2469	OG0002469	maker-scaffold_4-augustus-gene-3.35-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-3.35&CDS=1-1203	YGR193C
2470	OG0002470	genemark-scaffold_4-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.43&CDS=1-1092	YMR262W
2471	OG0002471	augustus_masked-scaffold_4-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.8&CDS=1-951	YJR056C
2472	OG0002472	maker-scaffold_4-snap-gene-3.120-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.120&CDS=1-2775	YPR055W
2473	OG0002473	augustus_masked-scaffold_4-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.25&CDS=1-513	YLR109W
2474	OG0002474	genemark-scaffold_4-processed-gene-3.66-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.66&CDS=1-1050	YBR034C
2475	OG0002475	augustus_masked-scaffold_4-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.10&CDS=1-636	YKR014C
2476	OG0002476	augustus_masked-scaffold_4-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.29&CDS=1-1536	YJL081C
2477	OG0002477	augustus_masked-scaffold_4-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.30&CDS=1-3372	YBR030W
2478	OG0002478	augustus_masked-scaffold_4-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.31&CDS=1-927	YMR241W
2479	OG0002479	augustus_masked-scaffold_4-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.14&CDS=1-897	YPR060C
2480	OG0002480	augustus_masked-scaffold_4-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.15&CDS=1-867	YBR105C
2481	OG0002481	augustus_masked-scaffold_4-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.16&CDS=1-1197	YPR054W
2482	OG0002482	augustus_masked-scaffold_4-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.17&CDS=1-6657	YBR097W
2483	OG0002483	augustus_masked-scaffold_4-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.33&CDS=1-2127	YEL011W
2484	OG0002484	augustus_masked-scaffold_4-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.1&CDS=1-1338	YOR352W
2485	OG0002485	genemark-scaffold_4-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.35&CDS=1-1833	YOL054W
2486	OG0002486	augustus_masked-scaffold_4-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.3&CDS=1-13170	YKR054C
2487	OG0002487	augustus_masked-scaffold_4-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.15&CDS=1-1668	YMR258C
2488	OG0002488	augustus_masked-scaffold_4-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.4&CDS=1-987	YEL029C
2489	OG0002489	augustus_masked-scaffold_4-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.5&CDS=1-1641	YJR010W
2490	OG0002490	augustus_masked-scaffold_4-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.16&CDS=1-1272	YCR045C
2491	OG0002491	augustus_masked-scaffold_4-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.17&CDS=1-6666	YNR016C
2492	OG0002492	augustus_masked-scaffold_4-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.7&CDS=1-1305	YDR435C
2493	OG0002493	augustus_masked-scaffold_4-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.19&CDS=1-681	YNR017W
2494	OG0002494	genemark-scaffold_4-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.59&CDS=1-1599	YKL045W
2495	OG0002495	genemark-scaffold_4-processed-gene-4.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.60&CDS=1-1815	YCR068W
2496	OG0002496	maker-scaffold_4-augustus-gene-4.32-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.32&CDS=1-531	YNL044W
2497	OG0002497	augustus_masked-scaffold_4-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.23&CDS=1-1086	YMR028W
2498	OG0002498	augustus_masked-scaffold_4-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.25&CDS=1-1242	YML112W
2499	OG0002499	augustus_masked-scaffold_4-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.9&CDS=1-456	YMR260C
2500	OG0002500	augustus_masked-scaffold_4-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.10&CDS=1-4452	YMR259C
2501	OG0002501	augustus_masked-scaffold_4-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.27&CDS=1-855	YML052W
2502	OG0002502	augustus_masked-scaffold_4-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.29&CDS=1-903	YBR101C
2503	OG0002503	augustus_masked-scaffold_4-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.13&CDS=1-1080	YPR056W
2504	OG0002504	augustus_masked-scaffold_4-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.30&CDS=1-357	YPR063C
2505	OG0002505	augustus_masked-scaffold_4-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.0&CDS=1-2643	YDR074W
2506	OG0002506	maker-scaffold_4-augustus-gene-5.103-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.103&CDS=1-1965	YIL072W
2507	OG0002507	augustus_masked-scaffold_4-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.3&CDS=1-1896	YER080W
2508	OG0002508	maker-scaffold_4-augustus-gene-5.100-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.100&CDS=1-213	YML081C-A
2509	OG0002509	genemark-scaffold_4-processed-gene-5.116-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.116&CDS=1-2418	YJR131W
2510	OG0002510	augustus_masked-scaffold_4-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.29&CDS=1-1098	YKL114C
2511	OG0002511	augustus_masked-scaffold_4-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.13&CDS=1-1077	YKL060C
2512	OG0002512	augustus_masked-scaffold_4-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.14&CDS=1-2361	YKL054C
2513	OG0002513	augustus_masked-scaffold_4-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.32&CDS=1-1704	YKR056W
2514	OG0002514	augustus_masked-scaffold_4-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.35&CDS=1-426	YBR254C
2515	OG0002515	augustus_masked-scaffold_4-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.20&CDS=1-2196	YBR255W
2516	OG0002516	genemark-scaffold_4-processed-gene-5.147-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.147&CDS=1-654	YBR096W
2517	OG0002517	augustus_masked-scaffold_4-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.23&CDS=1-1191	YCL016C
2518	OG0002518	maker-scaffold_4-augustus-gene-5.104-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.104&CDS=1-744	YBR035C
2519	OG0002519	augustus_masked-scaffold_4-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.39&CDS=1-327	YBR091C
2520	OG0002520	genemark-scaffold_4-processed-gene-6.79-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.79&CDS=1-1749	YMR239C
2521	OG0002521	augustus_masked-scaffold_4-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.117&CDS=1-1467	YMR240C
2522	OG0002522	maker-scaffold_4-augustus-gene-6.48-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-6.48&CDS=1-1320	YOR305W
2523	OG0002523	maker-scaffold_4-snap-gene-6.44-mRNA-1_1&gene=maker-scaffold_4-snap-gene-6.44&CDS=1-4509	YOR211C
2524	OG0002524	augustus_masked-scaffold_4-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.119&CDS=1-1557	YNL193W
2525	OG0002525	augustus_masked-scaffold_4-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.102&CDS=1-2511	YOL022C
2526	OG0002526	augustus_masked-scaffold_4-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.120&CDS=1-2013	YDR052C
2527	OG0002527	genemark-scaffold_4-processed-gene-6.86-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.86&CDS=1-3363	YER109C
2528	OG0002528	genemark-scaffold_4-processed-gene-6.87-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.87&CDS=1-1443	YBL082C
2529	OG0002529	augustus_masked-scaffold_4-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.105&CDS=1-549	YHR193C
2530	OG0002530	genemark-scaffold_4-processed-gene-6.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.89&CDS=1-792	YHR192W
2531	OG0002531	augustus_masked-scaffold_4-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.106&CDS=1-417	YHR191C
2532	OG0002532	genemark-scaffold_4-processed-gene-6.69-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.69&CDS=1-1737	YBL019W
