	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035022_Candida_emberorum
3108	OG0003108	YOR188W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.67-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-4.67&CDS=1-4641
3109	OG0003109	YOR191W	maker-NODE_12_length_467700_cov_19.8081_ID_23-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_12_length_467700_cov_19.8081_ID_23-snap-gene-1.2&CDS=1-3642
3110	OG0003110	YOR194C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.118&CDS=1-786
3111	OG0003111	YOR196C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.147&CDS=1-1239
3112	OG0003112	YOR197W	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-1.121&CDS=1-1281
3113	OG0003113	YOR198C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.119-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.119&CDS=1-1356
3114	OG0003114	YOR201C	genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.36&CDS=1-1242
3115	OG0003115	YOR202W	genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.37&CDS=1-657
3116	OG0003116	YOR204W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.99&CDS=1-1914
3117	OG0003117	YOR205C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.93&CDS=1-1926
3118	OG0003118	YOR206W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.23&CDS=1-2139
3119	OG0003119	YOR207C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.44&CDS=1-3468
3120	OG0003120	YOR209C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.32-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.32&CDS=1-1251
3121	OG0003121	YOR210W	snap_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.64&CDS=1-216
3122	OG0003122	YOR211C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.114-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-4.114&CDS=1-2730
3123	OG0003123	YOR212W	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.85&CDS=1-1152
3124	OG0003124	YOR216C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-0.99&CDS=1-1401
3125	OG0003125	YOR217W	maker-NODE_8_length_602038_cov_19.6922_ID_15-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_8_length_602038_cov_19.6922_ID_15-augustus-gene-0.0&CDS=1-2604
3126	OG0003126	YOR221C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.55&CDS=1-951
3127	OG0003127	YOR222W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.21&CDS=1-858
3128	OG0003128	YOR223W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.20&CDS=1-882
3129	OG0003129	YOR224C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.13&CDS=1-444
3130	OG0003130	YOR232W	augustus_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-0.79&CDS=1-3894
3131	OG0003131	YOR236W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.126&CDS=1-612
3132	OG0003132	YOR239W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.65&CDS=1-984
3133	OG0003133	YOR241W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.117&CDS=1-1641
3134	OG0003134	YOR243C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.58-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.58&CDS=1-2118
3135	OG0003135	YOR245C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.17&CDS=1-1914
3136	OG0003136	YOR246C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.112&CDS=1-999
3137	OG0003137	YOR250C	snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.94&CDS=1-1458
3138	OG0003138	YOR251C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.57-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.57&CDS=1-939
3139	OG0003139	YOR252W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.62&CDS=1-540
3140	OG0003140	YOR253W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.51&CDS=1-516
3141	OG0003141	YOR254C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.76&CDS=1-1998
3142	OG0003142	YOR257W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.72&CDS=1-513
3143	OG0003143	YOR259C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.49&CDS=1-1236
3144	OG0003144	YOR260W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.70&CDS=1-1413
3145	OG0003145	YOR261C	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.73&CDS=1-2214
3146	OG0003146	YOR262W	maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-6.106-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-6.106&CDS=1-3393
3147	OG0003147	YOR265W	snap_masked-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.93&CDS=1-294
3148	OG0003148	YOR266W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-1.35&CDS=1-1206
3149	OG0003149	YOR269W	augustus_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.10&CDS=1-1593
3150	OG0003150	YOR271C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.66-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-6.66&CDS=1-984
3151	OG0003151	YOR272W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.66&CDS=1-1386
3152	OG0003152	YOR273C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.66&CDS=1-2028
3153	OG0003153	YOR274W	augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.91&CDS=1-1404
3154	OG0003154	YOR276W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.45&CDS=1-525
3155	OG0003155	YOR278W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.35-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.35&CDS=1-774
3156	OG0003156	YOR281C	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-0.25&CDS=1-759
3157	OG0003157	YOR283W	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-0.122&CDS=1-666
3158	OG0003158	YOR286W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.53-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.53&CDS=1-549
3159	OG0003159	YOR287C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.27&CDS=1-738
3160	OG0003160	YOR288C	maker-NODE_4_length_917787_cov_18.057_ID_7-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_4_length_917787_cov_18.057_ID_7-snap-gene-2.0&CDS=1-1227
3161	OG0003161	YOR289W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.140&CDS=1-621
3162	OG0003162	YOR291W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.95&CDS=1-4053
3163	OG0003163	YOR292C	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.144&CDS=1-927
3164	OG0003164	YOR296W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.47&CDS=1-4734
3165	OG0003165	YOR298C-A	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.71&CDS=1-450
3166	OG0003166	YOR301W	augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-5.92&CDS=1-1530
3167	OG0003167	YOR303W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-3.69&CDS=1-1272
3168	OG0003168	YOR308C	snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-0.82&CDS=1-1800
3169	OG0003169	YOR310C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.71&CDS=1-1548
3170	OG0003170	YOR311C	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.103&CDS=1-1008
3171	OG0003171	YOR317W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-1.136&CDS=1-2091
3172	OG0003172	YOR319W	maker-NODE_5_length_904875_cov_16.44_ID_9-augustus-gene-5.48-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-augustus-gene-5.48&CDS=1-1689
3173	OG0003173	YOR320C	genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_27_length_53934_cov_16.2074_ID_53-processed-gene-0.33&CDS=1-1398
3174	OG0003174	YOR322C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.12&CDS=1-1995
3175	OG0003175	YOR323C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.173-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.173&CDS=1-1302
3176	OG0003176	YOR327C	snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.79&CDS=1-333
3177	OG0003177	YOR329C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.67-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.67&CDS=1-2058
3178	OG0003178	YOR330C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.70&CDS=1-3570
3179	OG0003179	YOR332W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.16-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.16&CDS=1-675
3180	OG0003180	YOR335C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.8-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-5.8&CDS=1-2859
3181	OG0003181	YOR336W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.112&CDS=1-4497
3182	OG0003182	YOR340C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.49-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.49&CDS=1-903
3183	OG0003183	YOR341W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.10-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-9.10&CDS=1-4902
3184	OG0003184	YOR344C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-5.96&CDS=1-786
3185	OG0003185	YOR346W	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-1.98&CDS=1-3033
3186	OG0003186	YOR348C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.70&CDS=1-1719
3187	OG0003187	YOR349W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.98&CDS=1-3282
3188	OG0003188	YOR352W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-2.29&CDS=1-1083
3189	OG0003189	YOR353C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.23&CDS=1-2892
3190	OG0003190	YOR354C	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.102-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.102&CDS=1-2211
3191	OG0003191	YOR355W	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.99-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.99&CDS=1-1443
3192	OG0003192	YOR356W	augustus_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-7.12&CDS=1-1950
3193	OG0003193	YOR357C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-0.6&CDS=1-471
3194	OG0003194	YOR358W	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.83&CDS=1-1119
3195	OG0003195	YOR359W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.87&CDS=1-2079
3196	OG0003196	YOR360C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.86&CDS=1-1809
3197	OG0003197	YOR361C	augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.3&CDS=1-4758
3198	OG0003198	YOR362C	augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-2.4&CDS=1-714
3199	OG0003199	YOR368W	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.22&CDS=1-1443
3200	OG0003200	YOR369C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.171-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.171&CDS=1-432
3201	OG0003201	YOR370C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-3.172&CDS=1-1944
3202	OG0003202	YOR373W	maker-NODE_13_length_452004_cov_15.9803_ID_25-snap-gene-3.62-mRNA-1_1&gene=maker-NODE_13_length_452004_cov_15.9803_ID_25-snap-gene-3.62&CDS=1-4182
3203	OG0003203	YOR386W	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.43-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-4.43&CDS=1-1749
3204	OG0003204	YOR388C	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.1&CDS=1-1134
3205	OG0003205	YPL002C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.54&CDS=1-702
3206	OG0003206	YPL003W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.25&CDS=1-1557
3207	OG0003207	YPL005W	augustus_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.20&CDS=1-2247
3208	OG0003208	YPL006W	snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.95&CDS=1-3642
3209	OG0003209	YPL008W	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.99&CDS=1-2430
3210	OG0003210	YPL009C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.11-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.11&CDS=1-3078
3211	OG0003211	YPL010W	genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.98&CDS=1-585
3212	OG0003212	YPL011C	genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.99&CDS=1-1119
3213	OG0003213	YPL012W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.152&CDS=1-3594
3214	OG0003214	YPL013C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.151&CDS=1-411
3215	OG0003215	YPL015C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.48-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.48&CDS=1-993
3216	OG0003216	YPL016W	maker-NODE_12_length_467700_cov_19.8081_ID_23-snap-gene-0.133-mRNA-1_1&gene=maker-NODE_12_length_467700_cov_19.8081_ID_23-snap-gene-0.133&CDS=1-3471
3217	OG0003217	YPL020C	genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.114&CDS=1-1425
3218	OG0003218	YPL022W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.63-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.63&CDS=1-3159
3219	OG0003219	YPL023C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.64&CDS=1-1917
3220	OG0003220	YPL024W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.36-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-7.36&CDS=1-564
3221	OG0003221	YPL028W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.97&CDS=1-1200
3222	OG0003222	YPL029W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.114&CDS=1-1950
3223	OG0003223	YPL030W	augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.102&CDS=1-3306
3224	OG0003224	YPL031C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.61&CDS=1-1002
3225	OG0003225	YPL041C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.111&CDS=1-699
3226	OG0003226	YPL043W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.75&CDS=1-2172
3227	OG0003227	YPL045W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.76&CDS=1-2802
3228	OG0003228	YPL046C	snap_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.19&CDS=1-285
3229	OG0003229	YPL048W	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.80&CDS=1-1230
3230	OG0003230	YPL050C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.81&CDS=1-1110
3231	OG0003231	YPL051W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.52-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.52&CDS=1-729
