	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034673_Blastobotrys_nivea
2986	OG0002986	YOR206W	augustus_masked-NODE_131_length_8320_cov_3.02989_ID_261-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_131_length_8320_cov_3.02989_ID_261-processed-gene-0.9&CDS=1-2022
2987	OG0002987	YOR207C	augustus_masked-NODE_3528_length_1578_cov_4.71963_ID_7055-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3528_length_1578_cov_4.71963_ID_7055-processed-gene-0.2&CDS=1-1575
2988	OG0002988	YOR209C	augustus_masked-NODE_2992_length_1898_cov_4.4726_ID_5983-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2992_length_1898_cov_4.4726_ID_5983-processed-gene-0.4&CDS=1-780
2989	OG0002989	YOR210W	maker-NODE_5211_length_841_cov_2.43639_ID_10421-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_5211_length_841_cov_2.43639_ID_10421-augustus-gene-0.1&CDS=1-213
2990	OG0002990	YOR211C	augustus_masked-NODE_2318_length_2381_cov_3.00215_ID_4635-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2318_length_2381_cov_3.00215_ID_4635-processed-gene-0.2&CDS=1-1524
2991	OG0002991	YOR212W	augustus_masked-NODE_5541_length_703_cov_2.39506_ID_11081-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5541_length_703_cov_2.39506_ID_11081-processed-gene-0.0&CDS=1-585
2992	OG0002992	YOR216C	augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.2&CDS=1-1512
2993	OG0002993	YOR217W	augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.4&CDS=1-2784
2994	OG0002994	YOR222W	augustus_masked-NODE_4346_length_1199_cov_3.88549_ID_8691-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4346_length_1199_cov_3.88549_ID_8691-processed-gene-0.1&CDS=1-858
2995	OG0002995	YOR223W	genemark-NODE_3155_length_1791_cov_2.93318_ID_6309-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3155_length_1791_cov_2.93318_ID_6309-processed-gene-0.1&CDS=1-684
2996	OG0002996	YOR224C	maker-NODE_28_length_11789_cov_3.21681_ID_55-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_28_length_11789_cov_3.21681_ID_55-augustus-gene-0.23&CDS=1-768
2997	OG0002997	YOR226C	augustus_masked-NODE_2734_length_2070_cov_2.84218_ID_5467-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2734_length_2070_cov_2.84218_ID_5467-processed-gene-0.5&CDS=1-552
2998	OG0002998	YOR231W	augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_33_length_11422_cov_3.84886_ID_65-processed-gene-0.3&CDS=1-1479
2999	OG0002999	YOR232W	augustus_masked-NODE_1533_length_3200_cov_2.662_ID_3065-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1533_length_3200_cov_2.662_ID_3065-processed-gene-0.0&CDS=1-726
3000	OG0003000	YOR233W	maker-NODE_875_length_4386_cov_3.25352_ID_1749-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_875_length_4386_cov_3.25352_ID_1749-snap-gene-0.2&CDS=1-2919
3001	OG0003001	YOR234C	augustus_masked-NODE_583_length_5093_cov_3.66276_ID_1165-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_583_length_5093_cov_3.66276_ID_1165-processed-gene-0.3&CDS=1-321
3002	OG0003002	YOR236W	augustus_masked-NODE_5047_length_905_cov_3.22588_ID_10093-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5047_length_905_cov_3.22588_ID_10093-processed-gene-0.0&CDS=1-597
3003	OG0003003	YOR239W	maker-NODE_3444_length_1628_cov_2.48442_ID_6887-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_3444_length_1628_cov_2.48442_ID_6887-snap-gene-0.7&CDS=1-972
3004	OG0003004	YOR241W	genemark-NODE_780_length_4562_cov_3.94253_ID_1559-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_780_length_4562_cov_3.94253_ID_1559-processed-gene-0.1&CDS=1-2220
3005	OG0003005	YOR242C	snap_masked-NODE_4572_length_1091_cov_2.49131_ID_9143-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_4572_length_1091_cov_2.49131_ID_9143-processed-gene-0.2&CDS=1-849
3006	OG0003006	YOR243C	augustus_masked-NODE_5077_length_893_cov_5.02864_ID_10153-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5077_length_893_cov_5.02864_ID_10153-processed-gene-0.1&CDS=1-888
3007	OG0003007	YOR244W	augustus_masked-NODE_2227_length_2457_cov_4.32348_ID_4453-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2227_length_2457_cov_4.32348_ID_4453-processed-gene-0.2&CDS=1-1317
3008	OG0003008	YOR245C	augustus_masked-NODE_186_length_7571_cov_3.47499_ID_371-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_186_length_7571_cov_3.47499_ID_371-processed-gene-0.5&CDS=1-1449
3009	OG0003009	YOR246C	augustus_masked-NODE_3444_length_1628_cov_2.48442_ID_6887-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3444_length_1628_cov_2.48442_ID_6887-processed-gene-0.6&CDS=1-333
3010	OG0003010	YOR250C	maker-NODE_118_length_8461_cov_3.56769_ID_235-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_118_length_8461_cov_3.56769_ID_235-augustus-gene-0.13&CDS=1-1338
3011	OG0003011	YOR251C	augustus_masked-NODE_3445_length_1627_cov_2.95992_ID_6889-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3445_length_1627_cov_2.95992_ID_6889-processed-gene-0.5&CDS=1-915
3012	OG0003012	YOR252W	augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.0&CDS=1-528
3013	OG0003013	YOR254C	augustus_masked-NODE_2005_length_2673_cov_2.55806_ID_4009-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2005_length_2673_cov_2.55806_ID_4009-processed-gene-0.3&CDS=1-1908
3014	OG0003014	YOR257W	augustus_masked-NODE_2870_length_1980_cov_3.59792_ID_5739-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2870_length_1980_cov_3.59792_ID_5739-processed-gene-0.1&CDS=1-552
3015	OG0003015	YOR258W	augustus_masked-NODE_15_length_12925_cov_3.2425_ID_29-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_15_length_12925_cov_3.2425_ID_29-processed-gene-0.11&CDS=1-627
3016	OG0003016	YOR259C	augustus_masked-NODE_15_length_12925_cov_3.2425_ID_29-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_15_length_12925_cov_3.2425_ID_29-processed-gene-0.6&CDS=1-573
3017	OG0003017	YOR260W	augustus_masked-NODE_3305_length_1715_cov_3.73554_ID_6609-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3305_length_1715_cov_3.73554_ID_6609-processed-gene-0.2&CDS=1-1371
3018	OG0003018	YOR261C	augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.2&CDS=1-1029
3019	OG0003019	YOR262W	augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_37_length_11038_cov_3.21187_ID_73-processed-gene-0.6&CDS=1-993
3020	OG0003020	YOR265W	maker-NODE_37_length_11038_cov_3.21187_ID_73-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_37_length_11038_cov_3.21187_ID_73-augustus-gene-0.16&CDS=1-321
3021	OG0003021	YOR266W	genemark-NODE_2656_length_2124_cov_3.18753_ID_5311-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_2656_length_2124_cov_3.18753_ID_5311-processed-gene-0.3&CDS=1-924
3022	OG0003022	YOR271C	augustus_masked-NODE_1575_length_3155_cov_3.35194_ID_3149-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1575_length_3155_cov_3.35194_ID_3149-processed-gene-0.1&CDS=1-981
3023	OG0003023	YOR272W	augustus_masked-NODE_2050_length_2640_cov_2.42901_ID_4099-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2050_length_2640_cov_2.42901_ID_4099-processed-gene-0.1&CDS=1-1269
3024	OG0003024	YOR274W	augustus_masked-NODE_2194_length_2492_cov_2.86377_ID_4387-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2194_length_2492_cov_2.86377_ID_4387-processed-gene-0.3&CDS=1-549
3025	OG0003025	YOR275C	augustus_masked-NODE_414_length_5890_cov_3.00394_ID_827-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_414_length_5890_cov_3.00394_ID_827-processed-gene-0.6&CDS=1-2325
3026	OG0003026	YOR278W	augustus_masked-NODE_224_length_7220_cov_4.1739_ID_447-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_224_length_7220_cov_4.1739_ID_447-processed-gene-0.10&CDS=1-738
3027	OG0003027	YOR281C	augustus_masked-NODE_591_length_5071_cov_3.04924_ID_1181-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_591_length_5071_cov_3.04924_ID_1181-processed-gene-0.0&CDS=1-705
3028	OG0003028	YOR283W	augustus_masked-NODE_1873_length_2812_cov_3.64236_ID_3745-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1873_length_2812_cov_3.64236_ID_3745-processed-gene-0.2&CDS=1-687
3029	OG0003029	YOR286W	augustus_masked-NODE_817_length_4475_cov_3.781_ID_1633-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_817_length_4475_cov_3.781_ID_1633-processed-gene-0.14&CDS=1-597
3030	OG0003030	YOR287C	augustus_masked-NODE_817_length_4475_cov_3.781_ID_1633-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_817_length_4475_cov_3.781_ID_1633-processed-gene-0.11&CDS=1-783
3031	OG0003031	YOR288C	augustus_masked-NODE_124_length_8414_cov_3.06149_ID_247-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_124_length_8414_cov_3.06149_ID_247-processed-gene-0.4&CDS=1-1305
3032	OG0003032	YOR289W	maker-NODE_4359_length_1194_cov_3.15013_ID_8717-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_4359_length_1194_cov_3.15013_ID_8717-augustus-gene-0.1&CDS=1-627
3033	OG0003033	YOR291W	augustus_masked-NODE_740_length_4659_cov_3.61533_ID_1479-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_740_length_4659_cov_3.61533_ID_1479-processed-gene-0.0&CDS=1-4254
3034	OG0003034	YOR292C	augustus_masked-NODE_739_length_4662_cov_3.08205_ID_1477-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_739_length_4662_cov_3.08205_ID_1477-processed-gene-0.7&CDS=1-942
3035	OG0003035	YOR294W	maker-NODE_767_length_4600_cov_4.70099_ID_1533-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_767_length_4600_cov_4.70099_ID_1533-augustus-gene-0.4&CDS=1-618
3036	OG0003036	YOR296W	maker-NODE_1665_length_3024_cov_2.79185_ID_3329-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_1665_length_3024_cov_2.79185_ID_3329-augustus-gene-0.2&CDS=1-2529
3037	OG0003037	YOR298C-A	augustus_masked-NODE_1532_length_3201_cov_3.71996_ID_3063-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1532_length_3201_cov_3.71996_ID_3063-processed-gene-0.2&CDS=1-465
3038	OG0003038	YOR301W	augustus_masked-NODE_3051_length_1858_cov_2.57515_ID_6101-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3051_length_1858_cov_2.57515_ID_6101-processed-gene-0.1&CDS=1-1140
3039	OG0003039	YOR303W	augustus_masked-NODE_972_length_4176_cov_3.29216_ID_1943-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_972_length_4176_cov_3.29216_ID_1943-processed-gene-0.5&CDS=1-1329
3040	OG0003040	YOR305W	augustus_masked-NODE_4548_length_1102_cov_1.95893_ID_9095-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4548_length_1102_cov_1.95893_ID_9095-processed-gene-0.1&CDS=1-585
3041	OG0003041	YOR307C	augustus_masked-NODE_540_length_5239_cov_2.76427_ID_1079-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_540_length_5239_cov_2.76427_ID_1079-processed-gene-0.7&CDS=1-1407
3042	OG0003042	YOR308C	augustus_masked-NODE_156_length_8015_cov_3.15553_ID_311-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_156_length_8015_cov_3.15553_ID_311-processed-gene-0.3&CDS=1-1755
3043	OG0003043	YOR310C	augustus_masked-NODE_2975_length_1909_cov_3.22276_ID_5949-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2975_length_1909_cov_3.22276_ID_5949-processed-gene-0.1&CDS=1-633
3044	OG0003044	YOR311C	snap_masked-NODE_3707_length_1485_cov_3.29441_ID_7413-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_3707_length_1485_cov_3.29441_ID_7413-processed-gene-0.0&CDS=1-972
3045	OG0003045	YOR313C	augustus_masked-NODE_5853_length_586_cov_1.69303_ID_11705-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5853_length_586_cov_1.69303_ID_11705-processed-gene-0.1&CDS=1-585
3046	OG0003046	YOR317W	augustus_masked-NODE_546_length_5224_cov_3.37222_ID_1091-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_546_length_5224_cov_3.37222_ID_1091-processed-gene-0.6&CDS=1-1893
3047	OG0003047	YOR319W	augustus_masked-NODE_4225_length_1257_cov_2.06905_ID_8449-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4225_length_1257_cov_2.06905_ID_8449-processed-gene-0.2&CDS=1-618
3048	OG0003048	YOR322C	augustus_masked-NODE_1891_length_2796_cov_2.08792_ID_3781-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1891_length_2796_cov_2.08792_ID_3781-processed-gene-0.3&CDS=1-1557
3049	OG0003049	YOR323C	augustus_masked-NODE_2836_length_2005_cov_3.45385_ID_5671-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2836_length_2005_cov_3.45385_ID_5671-processed-gene-0.2&CDS=1-1200
3050	OG0003050	YOR326W	genemark-NODE_3187_length_1776_cov_3.26845_ID_6373-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_3187_length_1776_cov_3.26845_ID_6373-processed-gene-0.2&CDS=1-1335
3051	OG0003051	YOR327C	maker-NODE_1490_length_3260_cov_3.29298_ID_2979-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_1490_length_3260_cov_3.29298_ID_2979-augustus-gene-0.4&CDS=1-348
3052	OG0003052	YOR329C	augustus_masked-NODE_452_length_5646_cov_3.4475_ID_903-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_452_length_5646_cov_3.4475_ID_903-processed-gene-0.6&CDS=1-1737
3053	OG0003053	YOR330C	genemark-NODE_1795_length_2899_cov_4.00527_ID_3589-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1795_length_2899_cov_4.00527_ID_3589-processed-gene-0.0&CDS=1-2826
3054	OG0003054	YOR332W	augustus_masked-NODE_3441_length_1629_cov_3.13659_ID_6881-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3441_length_1629_cov_3.13659_ID_6881-processed-gene-0.2&CDS=1-666
3055	OG0003055	YOR335C	augustus_masked-NODE_328_length_6365_cov_3.61569_ID_655-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_328_length_6365_cov_3.61569_ID_655-processed-gene-0.3&CDS=1-2844
3056	OG0003056	YOR336W	augustus_masked-NODE_363_length_6142_cov_2.9747_ID_725-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_363_length_6142_cov_2.9747_ID_725-processed-gene-0.5&CDS=1-1632
3057	OG0003057	YOR338W	augustus_masked-NODE_2185_length_2498_cov_3.30659_ID_4369-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2185_length_2498_cov_3.30659_ID_4369-processed-gene-0.5&CDS=1-246
3058	OG0003058	YOR339C	augustus_masked-NODE_2185_length_2498_cov_3.30659_ID_4369-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2185_length_2498_cov_3.30659_ID_4369-processed-gene-0.3&CDS=1-516
3059	OG0003059	YOR340C	augustus_masked-NODE_1539_length_3192_cov_3.56678_ID_3077-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1539_length_3192_cov_3.56678_ID_3077-processed-gene-0.4&CDS=1-336
3060	OG0003060	YOR341W	snap_masked-NODE_947_length_4238_cov_3.40426_ID_1893-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_947_length_4238_cov_3.40426_ID_1893-processed-gene-0.2&CDS=1-4143
3061	OG0003061	YOR346W	augustus_masked-NODE_102_length_8895_cov_3.64095_ID_203-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_102_length_8895_cov_3.64095_ID_203-processed-gene-0.8&CDS=1-1185
3062	OG0003062	YOR348C	augustus_masked-NODE_3464_length_1619_cov_3.09079_ID_6927-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3464_length_1619_cov_3.09079_ID_6927-processed-gene-0.2&CDS=1-1254
3063	OG0003063	YOR349W	snap_masked-NODE_4738_length_1020_cov_2.52332_ID_9475-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_4738_length_1020_cov_2.52332_ID_9475-processed-gene-0.0&CDS=1-897
3064	OG0003064	YOR352W	augustus_masked-NODE_3518_length_1584_cov_2.69261_ID_7035-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3518_length_1584_cov_2.69261_ID_7035-processed-gene-0.2&CDS=1-684
3065	OG0003065	YOR353C	snap_masked-NODE_1383_length_3423_cov_3.03147_ID_2765-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1383_length_3423_cov_3.03147_ID_2765-processed-gene-0.1&CDS=1-1989
3066	OG0003066	YOR356W	augustus_masked-NODE_2019_length_2665_cov_3.62452_ID_4037-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2019_length_2665_cov_3.62452_ID_4037-processed-gene-0.3&CDS=1-1704
3067	OG0003067	YOR357C	genemark-NODE_541_length_5239_cov_3.77508_ID_1081-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_541_length_5239_cov_3.77508_ID_1081-processed-gene-0.13&CDS=1-459
3068	OG0003068	YOR358W	genemark-NODE_4257_length_1243_cov_3.0867_ID_8513-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_4257_length_1243_cov_3.0867_ID_8513-processed-gene-0.2&CDS=1-633
3069	OG0003069	YOR359W	augustus_masked-NODE_1667_length_3022_cov_3.18672_ID_3333-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1667_length_3022_cov_3.18672_ID_3333-processed-gene-0.2&CDS=1-2043
3070	OG0003070	YOR360C	augustus_masked-NODE_6329_length_433_cov_1.2963_ID_12657-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6329_length_433_cov_1.2963_ID_12657-processed-gene-0.0&CDS=1-429
3071	OG0003071	YOR361C	augustus_masked-NODE_2407_length_2302_cov_3.07966_ID_4813-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2407_length_2302_cov_3.07966_ID_4813-processed-gene-0.0&CDS=1-1911
3072	OG0003072	YOR362C	maker-NODE_2681_length_2109_cov_3.64508_ID_5361-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_2681_length_2109_cov_3.64508_ID_5361-augustus-gene-0.2&CDS=1-756
3073	OG0003073	YOR367W	genemark-NODE_452_length_5646_cov_3.4475_ID_903-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_452_length_5646_cov_3.4475_ID_903-processed-gene-0.11&CDS=1-1500
3074	OG0003074	YOR369C	augustus_masked-NODE_846_length_4432_cov_3.59173_ID_1691-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_846_length_4432_cov_3.59173_ID_1691-processed-gene-0.2&CDS=1-441
3075	OG0003075	YOR370C	augustus_masked-NODE_846_length_4432_cov_3.59173_ID_1691-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_846_length_4432_cov_3.59173_ID_1691-processed-gene-0.1&CDS=1-1338
3076	OG0003076	YOR373W	augustus_masked-NODE_428_length_5764_cov_3.62936_ID_855-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_428_length_5764_cov_3.62936_ID_855-processed-gene-0.3&CDS=1-2919
3077	OG0003077	YOR375C	augustus_masked-NODE_3635_length_1523_cov_2.30858_ID_7269-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3635_length_1523_cov_2.30858_ID_7269-processed-gene-0.0&CDS=1-1149
3078	OG0003078	YOR378W	augustus_masked-NODE_350_length_6233_cov_3.19132_ID_699-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_350_length_6233_cov_3.19132_ID_699-processed-gene-0.3&CDS=1-1524
3079	OG0003079	YOR386W	augustus_masked-NODE_701_length_4765_cov_2.81444_ID_1401-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_701_length_4765_cov_2.81444_ID_1401-processed-gene-0.3&CDS=1-1797
3080	OG0003080	YPL001W	augustus_masked-NODE_4023_length_1335_cov_2.87031_ID_8045-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_4023_length_1335_cov_2.87031_ID_8045-processed-gene-0.3&CDS=1-783
3081	OG0003081	YPL002C	augustus_masked-NODE_1140_length_3841_cov_4.16403_ID_2279-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_1140_length_3841_cov_4.16403_ID_2279-processed-gene-0.6&CDS=1-738
3082	OG0003082	YPL003W	genemark-NODE_1621_length_3087_cov_4.20515_ID_3241-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1621_length_3087_cov_4.20515_ID_3241-processed-gene-0.4&CDS=1-1398
3083	OG0003083	YPL006W	augustus_masked-NODE_3682_length_1501_cov_1.94053_ID_7363-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3682_length_1501_cov_1.94053_ID_7363-processed-gene-0.0&CDS=1-1440
3084	OG0003084	YPL007C	snap_masked-NODE_4715_length_1029_cov_2.76694_ID_9429-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_4715_length_1029_cov_2.76694_ID_9429-processed-gene-0.0&CDS=1-738
3085	OG0003085	YPL008W	maker-NODE_215_length_7297_cov_3.11972_ID_429-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_215_length_7297_cov_3.11972_ID_429-augustus-gene-0.9&CDS=1-2565
3086	OG0003086	YPL009C	augustus_masked-NODE_335_length_6309_cov_3.71698_ID_669-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_335_length_6309_cov_3.71698_ID_669-processed-gene-0.4&CDS=1-3348
3087	OG0003087	YPL010W	augustus_masked-NODE_6065_length_513_cov_1.61354_ID_12129-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6065_length_513_cov_1.61354_ID_12129-processed-gene-0.0&CDS=1-429
3088	OG0003088	YPL011C	maker-NODE_5415_length_748_cov_1.92352_ID_10829-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_5415_length_748_cov_1.92352_ID_10829-snap-gene-0.1&CDS=1-480
3089	OG0003089	YPL012W	augustus_masked-NODE_2271_length_2419_cov_3.1599_ID_4541-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2271_length_2419_cov_3.1599_ID_4541-processed-gene-0.3&CDS=1-1623
3090	OG0003090	YPL013C	maker-NODE_720_length_4692_cov_2.69722_ID_1439-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_720_length_4692_cov_2.69722_ID_1439-augustus-gene-0.4&CDS=1-363
3091	OG0003091	YPL014W	augustus_masked-NODE_720_length_4692_cov_2.69722_ID_1439-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_720_length_4692_cov_2.69722_ID_1439-processed-gene-0.2&CDS=1-945
3092	OG0003092	YPL015C	augustus_masked-NODE_1701_length_2982_cov_2.92347_ID_3401-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_1701_length_2982_cov_2.92347_ID_3401-processed-gene-0.7&CDS=1-861
3093	OG0003093	YPL016W	augustus_masked-NODE_5314_length_795_cov_2.70135_ID_10627-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5314_length_795_cov_2.70135_ID_10627-processed-gene-0.1&CDS=1-708
3094	OG0003094	YPL020C	augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_60_length_9957_cov_3.09544_ID_119-processed-gene-0.10&CDS=1-2004
3095	OG0003095	YPL022W	augustus_masked-NODE_69_length_9802_cov_3.89227_ID_137-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_69_length_9802_cov_3.89227_ID_137-processed-gene-0.7&CDS=1-3048
3096	OG0003096	YPL023C	augustus_masked-NODE_69_length_9802_cov_3.89227_ID_137-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_69_length_9802_cov_3.89227_ID_137-processed-gene-0.9&CDS=1-1002
3097	OG0003097	YPL028W	maker-NODE_26_length_11957_cov_3.41716_ID_51-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_26_length_11957_cov_3.41716_ID_51-augustus-gene-0.8&CDS=1-1185
3098	OG0003098	YPL029W	genemark-NODE_26_length_11957_cov_3.41716_ID_51-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_26_length_11957_cov_3.41716_ID_51-processed-gene-0.5&CDS=1-2199
3099	OG0003099	YPL030W	augustus_masked-NODE_30_length_11594_cov_2.95_ID_59-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_30_length_11594_cov_2.95_ID_59-processed-gene-0.7&CDS=1-1461
3100	OG0003100	YPL040C	augustus_masked-NODE_1109_length_3913_cov_3.65345_ID_2217-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1109_length_3913_cov_3.65345_ID_2217-processed-gene-0.5&CDS=1-2928
3101	OG0003101	YPL041C	augustus_masked-NODE_5_length_18505_cov_3.56596_ID_9-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_5_length_18505_cov_3.56596_ID_9-processed-gene-0.2&CDS=1-678
3102	OG0003102	YPL042C	augustus_masked-NODE_3694_length_1492_cov_3.49061_ID_7387-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3694_length_1492_cov_3.49061_ID_7387-processed-gene-0.1&CDS=1-1227
