	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035639_Wickerhamomyces_canadensis
2992	OG0002992	YNL055C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.23&CDS=1-885
2993	OG0002993	YNL056W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.44&CDS=1-531
2994	OG0002994	YNL059C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.86&CDS=1-2229
2995	OG0002995	YNL061W	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.63&CDS=1-1941
2996	OG0002996	YNL062C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.59&CDS=1-1452
2997	OG0002997	YNL063W	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.64&CDS=1-846
2998	OG0002998	YNL065W	genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.218-mRNA-1_1&gene=genemark-NODE_34_length_163099_cov_32.9594_ID_2836-processed-gene-0.218&CDS=1-1533
2999	OG0002999	YNL070W	genemark-NODE_58_length_34683_cov_42.6186_ID_6065-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_58_length_34683_cov_42.6186_ID_6065-processed-gene-0.32&CDS=1-168
3000	OG0003000	YNL071W	genemark-NODE_58_length_34683_cov_42.6186_ID_6065-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_58_length_34683_cov_42.6186_ID_6065-processed-gene-0.33&CDS=1-1428
3001	OG0003001	YNL075W	genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-1.254-mRNA-1_1&gene=genemark-NODE_19_length_296107_cov_26.668_ID_2223-processed-gene-1.254&CDS=1-855
3002	OG0003002	YNL081C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.7&CDS=1-450
3003	OG0003003	YNL082W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.26&CDS=1-2613
3004	OG0003004	YNL083W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.111&CDS=1-972
3005	OG0003005	YNL084C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-1.21&CDS=1-1173
3006	OG0003006	YNL085W	augustus_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.73&CDS=1-2208
3007	OG0003007	YNL088W	maker-NODE_19_length_296107_cov_26.668_ID_2223-augustus-gene-1.295-mRNA-1_1&gene=maker-NODE_19_length_296107_cov_26.668_ID_2223-augustus-gene-1.295&CDS=1-5076
3008	OG0003008	YNL090W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.109&CDS=1-567
3009	OG0003009	YNL091W	augustus_masked-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.186&CDS=1-3582
3010	OG0003010	YNL094W	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.115&CDS=1-1923
3011	OG0003011	YNL096C	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.109&CDS=1-567
3012	OG0003012	YNL097C	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-2.72&CDS=1-1182
3013	OG0003013	YNL102W	genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_37_length_123255_cov_27.4088_ID_5039-processed-gene-0.118&CDS=1-4281
3014	OG0003014	YNL104C	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-1.110&CDS=1-1788
3015	OG0003015	YNL107W	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.132&CDS=1-636
3016	OG0003016	YNL108C	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.114&CDS=1-1077
3017	OG0003017	YNL110C	maker-NODE_10_length_349559_cov_27.2631_ID_4606-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_10_length_349559_cov_27.2631_ID_4606-augustus-gene-0.3&CDS=1-1380
3018	OG0003018	YNL111C	maker-NODE_10_length_349559_cov_27.2631_ID_4606-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_10_length_349559_cov_27.2631_ID_4606-augustus-gene-0.4&CDS=1-396
3019	OG0003019	YNL112W	snap_masked-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.29&CDS=1-1698
3020	OG0003020	YNL113W	genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_10_length_349559_cov_27.2631_ID_4606-processed-gene-0.110&CDS=1-384
3021	OG0003021	YNL115C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.107&CDS=1-1605
3022	OG0003022	YNL118C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-2.57&CDS=1-3510
3023	OG0003023	YNL119W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.205-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.205&CDS=1-1323
3024	OG0003024	YNL122C	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.203-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.203&CDS=1-273
3025	OG0003025	YNL123W	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.176&CDS=1-3000
3026	OG0003026	YNL124W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.158&CDS=1-1638
3027	OG0003027	YNL126W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.185-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.185&CDS=1-2490
3028	OG0003028	YNL127W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.184-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.184&CDS=1-2385
3029	OG0003029	YNL128W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.183-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.183&CDS=1-1038
3030	OG0003030	YNL129W	augustus_masked-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.335-mRNA-1_1&gene=augustus_masked-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.335&CDS=1-756
3031	OG0003031	YNL131W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.240-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.240&CDS=1-444
3032	OG0003032	YNL132W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.180-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.180&CDS=1-3129
3033	OG0003033	YNL135C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.88&CDS=1-327
3034	OG0003034	YNL136W	augustus_masked-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.118&CDS=1-807
3035	OG0003035	YNL137C	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.87&CDS=1-1503
3036	OG0003036	YNL138W	genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-1.65&CDS=1-1578
3037	OG0003037	YNL138W-A	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.28&CDS=1-255
3038	OG0003038	YNL139C	augustus_masked-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.51&CDS=1-4845
3039	OG0003039	YNL141W	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.44&CDS=1-1077
3040	OG0003040	YNL142W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.89&CDS=1-1461
3041	OG0003041	YNL147W	maker-NODE_6_length_405598_cov_26.5625_ID_1891-augustus-gene-2.125-mRNA-1_1&gene=maker-NODE_6_length_405598_cov_26.5625_ID_1891-augustus-gene-2.125&CDS=1-381
3042	OG0003042	YNL149C	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.30&CDS=1-381
3043	OG0003043	YNL151C	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.29&CDS=1-690
3044	OG0003044	YNL152W	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-2.12&CDS=1-1569
3045	OG0003045	YNL153C	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.22&CDS=1-387
3046	OG0003046	YNL155W	genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.61&CDS=1-747
3047	OG0003047	YNL161W	maker-NODE_14_length_315331_cov_26.7591_ID_8109-snap-gene-0.128-mRNA-1_1&gene=maker-NODE_14_length_315331_cov_26.7591_ID_8109-snap-gene-0.128&CDS=1-2262
3048	OG0003048	YNL163C	maker-NODE_14_length_315331_cov_26.7591_ID_8109-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_14_length_315331_cov_26.7591_ID_8109-augustus-gene-0.3&CDS=1-3483
3049	OG0003049	YNL165W	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.15&CDS=1-1206
3050	OG0003050	YNL166C	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.36&CDS=1-747
3051	OG0003051	YNL168C	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.96&CDS=1-702
3052	OG0003052	YNL169C	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.121&CDS=1-1680
3053	OG0003053	YNL172W	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.122&CDS=1-4425
3054	OG0003054	YNL175C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.40&CDS=1-1152
3055	OG0003055	YNL177C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-2.2-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-2.2&CDS=1-873
3056	OG0003056	YNL178W	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.20&CDS=1-732
3057	OG0003057	YNL181W	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.8&CDS=1-1296
3058	OG0003058	YNL182C	augustus_masked-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.51&CDS=1-1479
3059	OG0003059	YNL183C	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.9&CDS=1-2274
3060	OG0003060	YNL185C	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.24&CDS=1-450
3061	OG0003061	YNL186W	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.25&CDS=1-2442
3062	OG0003062	YNL187W	snap_masked-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.67&CDS=1-1161
3063	OG0003063	YNL189W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-5.78&CDS=1-1605
3064	OG0003064	YNL191W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-5.51-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-5.51&CDS=1-1035
3065	OG0003065	YNL193W	snap_masked-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-0.122&CDS=1-1524
3066	OG0003066	YNL197C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.139&CDS=1-1638
3067	OG0003067	YNL200C	snap_masked-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.150&CDS=1-744
3068	OG0003068	YNL201C	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.92&CDS=1-2520
3069	OG0003069	YNL202W	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-1.66&CDS=1-876
3070	OG0003070	YNL206C	maker-NODE_29_length_177460_cov_26.4827_ID_2784-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_29_length_177460_cov_26.4827_ID_2784-augustus-gene-0.6&CDS=1-1488
3071	OG0003071	YNL207W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.133&CDS=1-1266
3072	OG0003072	YNL210W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.131&CDS=1-1005
3073	OG0003073	YNL211C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.171&CDS=1-258
3074	OG0003074	YNL212W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.130&CDS=1-2337
3075	OG0003075	YNL213C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.170-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.170&CDS=1-777
3076	OG0003076	YNL214W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.129&CDS=1-648
3077	OG0003077	YNL216W	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-0.132&CDS=1-1767
3078	OG0003078	YNL217W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.126&CDS=1-1068
3079	OG0003079	YNL218W	augustus_masked-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.201&CDS=1-2490
3080	OG0003080	YNL219C	maker-NODE_29_length_177460_cov_26.4827_ID_2784-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_29_length_177460_cov_26.4827_ID_2784-snap-gene-0.97&CDS=1-2040
3081	OG0003081	YNL220W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.123&CDS=1-1296
3082	OG0003082	YNL221C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.164&CDS=1-2433
3083	OG0003083	YNL222W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.122&CDS=1-609
3084	OG0003084	YNL223W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.121&CDS=1-1833
3085	OG0003085	YNL224C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.162&CDS=1-2376
3086	OG0003086	YNL227C	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.120&CDS=1-1815
3087	OG0003087	YNL229C	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-0.37&CDS=1-951
3088	OG0003088	YNL230C	genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_45_length_93153_cov_27.3459_ID_4791-processed-gene-0.60&CDS=1-1032
3089	OG0003089	YNL231C	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-2.33&CDS=1-1125
3090	OG0003090	YNL232W	augustus_masked-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-2.46&CDS=1-840
3091	OG0003091	YNL233W	augustus_masked-NODE_44_length_95309_cov_26.4891_ID_4675-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_44_length_95309_cov_26.4891_ID_4675-processed-gene-0.17&CDS=1-2367
3092	OG0003092	YNL234W	genemark-NODE_38_length_119520_cov_26.587_ID_3976-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_38_length_119520_cov_26.587_ID_3976-processed-gene-0.62&CDS=1-1023
3093	OG0003093	YNL236W	genemark-NODE_38_length_119520_cov_26.587_ID_3976-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_38_length_119520_cov_26.587_ID_3976-processed-gene-0.61&CDS=1-2634
3094	OG0003094	YNL237W	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.174&CDS=1-1341
3095	OG0003095	YNL238W	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.139&CDS=1-2391
3096	OG0003096	YNL239W	genemark-NODE_44_length_95309_cov_26.4891_ID_4675-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_44_length_95309_cov_26.4891_ID_4675-processed-gene-0.50&CDS=1-1317
3097	OG0003097	YNL240C	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.178&CDS=1-1566
3098	OG0003098	YNL241C	genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.261-mRNA-1_1&gene=genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-1.261&CDS=1-1515
3099	OG0003099	YNL242W	genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_29_length_177460_cov_26.4827_ID_2784-processed-gene-0.144&CDS=1-5145
3100	OG0003100	YNL244C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.136&CDS=1-327
3101	OG0003101	YNL245C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.139&CDS=1-696
3102	OG0003102	YNL246W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.117&CDS=1-858
3103	OG0003103	YNL247W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.120&CDS=1-2283
3104	OG0003104	YNL248C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.140&CDS=1-1233
3105	OG0003105	YNL250W	maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-2.10-mRNA-1_1&gene=maker-NODE_1_length_612986_cov_28.1025_ID_2117-augustus-gene-2.10&CDS=1-3927
3106	OG0003106	YNL251C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.121&CDS=1-1737
3107	OG0003107	YNL252C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.123&CDS=1-843
3108	OG0003108	YNL254C	augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-2.79&CDS=1-1671
3109	OG0003109	YNL256W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.3&CDS=1-2343
3110	OG0003110	YNL258C	augustus_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-3.81&CDS=1-2061
3111	OG0003111	YNL259C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.47&CDS=1-216
3112	OG0003112	YNL260C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.46&CDS=1-465
3113	OG0003113	YNL261W	augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-4.81&CDS=1-1305
