	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
2682	OG0002682	YNL026W	snap_masked-flattened_line_15-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.3&CDS=1-1410
2683	OG0002683	YNL027W	snap_masked-flattened_line_65-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.98&CDS=1-1569
2684	OG0002684	YNL032W	snap_masked-flattened_line_151-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.47&CDS=1-822
2685	OG0002685	YNL035C	snap_masked-flattened_line_169-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.58&CDS=1-1263
2686	OG0002686	YNL036W	snap_masked-flattened_line_2-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.40&CDS=1-666
2687	OG0002687	YNL037C	snap_masked-flattened_line_4-processed-gene-3.102-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.102&CDS=1-1098
2688	OG0002688	YNL038W	snap_masked-flattened_line_33-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.57&CDS=1-585
2689	OG0002689	YNL039W	snap_masked-flattened_line_169-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_169-processed-gene-0.38&CDS=1-1842
2690	OG0002690	YNL040W	snap_masked-flattened_line_43-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.120&CDS=1-1248
2691	OG0002691	YNL041C	augustus_masked-flattened_line_2-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.81&CDS=1-1797
2692	OG0002692	YNL044W	snap_masked-flattened_line_257-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_257-processed-gene-0.3&CDS=1-531
2693	OG0002693	YNL045W	snap_masked-flattened_line_181-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.15&CDS=1-1869
2694	OG0002694	YNL048W	snap_masked-flattened_line_117-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.88&CDS=1-1902
2695	OG0002695	YNL051W	augustus_masked-flattened_line_55-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.40&CDS=1-1110
2696	OG0002696	YNL054W	augustus_masked-flattened_line_115-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.52&CDS=1-2508
2697	OG0002697	YNL056W	snap_masked-flattened_line_161-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.75&CDS=1-504
2698	OG0002698	YNL059C	snap_masked-flattened_line_35-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.83&CDS=1-2172
2699	OG0002699	YNL061W	snap_masked-flattened_line_35-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.62&CDS=1-1785
2700	OG0002700	YNL062C	snap_masked-flattened_line_35-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.82&CDS=1-1497
2701	OG0002701	YNL063W	snap_masked-flattened_line_147-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.42&CDS=1-897
2702	OG0002702	YNL064C	snap_masked-flattened_line_81-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.62&CDS=1-1251
2703	OG0002703	YNL066W	snap_masked-flattened_line_51-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.69&CDS=1-1245
2704	OG0002704	YNL070W	genemark-flattened_line_83-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.126&CDS=1-165
2705	OG0002705	YNL071W	snap_masked-flattened_line_87-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.69&CDS=1-1428
2706	OG0002706	YNL072W	snap_masked-flattened_line_87-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.68&CDS=1-954
2707	OG0002707	YNL075W	snap_masked-flattened_line_87-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.96&CDS=1-849
2708	OG0002708	YNL080C	augustus_masked-flattened_line_65-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.40&CDS=1-615
2709	OG0002709	YNL081C	snap_masked-flattened_line_147-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.37&CDS=1-453
2710	OG0002710	YNL082W	snap_masked-flattened_line_4-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.68&CDS=1-2517
2711	OG0002711	YNL083W	snap_masked-flattened_line_4-processed-gene-2.67-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.67&CDS=1-1629
2712	OG0002712	YNL084C	snap_masked-flattened_line_115-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.41&CDS=1-1200
2713	OG0002713	YNL085W	augustus_masked-flattened_line_43-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.68&CDS=1-2109
2714	OG0002714	YNL088W	snap_masked-flattened_line_69-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.41&CDS=1-4539
2715	OG0002715	YNL090W	maker-flattened_line_119-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_119-snap-gene-0.31&CDS=1-552
2716	OG0002716	YNL091W	snap_masked-flattened_line_177-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_177-processed-gene-0.30&CDS=1-2625
2717	OG0002717	YNL092W	snap_masked-flattened_line_151-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.28&CDS=1-1167
2718	OG0002718	YNL094W	snap_masked-flattened_line_105-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.57&CDS=1-2343
2719	OG0002719	YNL097C	snap_masked-flattened_line_101-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.67&CDS=1-1095
2720	OG0002720	YNL099C	snap_masked-flattened_line_193-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.70&CDS=1-708
2721	OG0002721	YNL102W	snap_masked-flattened_line_4-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.109&CDS=1-4083
2722	OG0002722	YNL110C	snap_masked-flattened_line_283-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_283-processed-gene-0.33&CDS=1-816
2723	OG0002723	YNL111C	maker-flattened_line_151-snap-gene-0.25-mRNA-1_1&gene=maker-flattened_line_151-snap-gene-0.25&CDS=1-426
2724	OG0002724	YNL112W	maker-flattened_line_137-snap-gene-0.121-mRNA-1_1&gene=maker-flattened_line_137-snap-gene-0.121&CDS=1-1662
2725	OG0002725	YNL113W	snap_masked-flattened_line_137-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.40&CDS=1-453
2726	OG0002726	YNL115C	augustus_masked-flattened_line_59-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.75&CDS=1-1602
2727	OG0002727	YNL118C	snap_masked-flattened_line_119-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.58&CDS=1-2841
2728	OG0002728	YNL119W	snap_masked-flattened_line_299-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_299-processed-gene-0.14&CDS=1-1254
2729	OG0002729	YNL122C	snap_masked-flattened_line_7-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.59&CDS=1-285
2730	OG0002730	YNL123W	snap_masked-flattened_line_7-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.41&CDS=1-3102
2731	OG0002731	YNL124W	snap_masked-flattened_line_35-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.19&CDS=1-2124
2732	OG0002732	YNL126W	snap_masked-flattened_line_179-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.57&CDS=1-2211
2733	OG0002733	YNL127W	augustus_masked-flattened_line_131-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.98&CDS=1-2265
2734	OG0002734	YNL128W	snap_masked-flattened_line_131-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.65&CDS=1-1488
2735	OG0002735	YNL129W	genemark-flattened_line_45-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.28&CDS=1-762
2736	OG0002736	YNL131W	snap_masked-flattened_line_131-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.42&CDS=1-459
2737	OG0002737	YNL132W	snap_masked-flattened_line_113-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.17&CDS=1-3072
2738	OG0002738	YNL135C	snap_masked-flattened_line_35-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.85&CDS=1-324
2739	OG0002739	YNL136W	snap_masked-flattened_line_35-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.64&CDS=1-993
2740	OG0002740	YNL137C	snap_masked-flattened_line_35-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.84&CDS=1-1713
2741	OG0002741	YNL138W	maker-flattened_line_35-snap-gene-1.89-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-1.89&CDS=1-1575
2742	OG0002742	YNL138W-A	augustus_masked-flattened_line_125-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.48&CDS=1-255
2743	OG0002743	YNL139C	augustus_masked-flattened_line_125-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.68&CDS=1-5193
2744	OG0002744	YNL142W	snap_masked-flattened_line_107-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.115&CDS=1-1455
2745	OG0002745	YNL151C	snap_masked-flattened_line_117-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.50&CDS=1-675
2746	OG0002746	YNL153C	snap_masked-flattened_line_221-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_221-processed-gene-0.23&CDS=1-390
2747	OG0002747	YNL161W	snap_masked-flattened_line_149-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.86&CDS=1-1665
2748	OG0002748	YNL162W-A	snap_masked-flattened_line_25-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.88&CDS=1-402
2749	OG0002749	YNL163C	snap_masked-flattened_line_25-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.67&CDS=1-3021
2750	OG0002750	YNL167C	augustus_masked-flattened_line_19-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.20&CDS=1-1608
2751	OG0002751	YNL168C	snap_masked-flattened_line_61-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.95&CDS=1-699
2752	OG0002752	YNL169C	snap_masked-flattened_line_25-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.81&CDS=1-1698
2753	OG0002753	YNL172W	snap_masked-flattened_line_17-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.46&CDS=1-4539
2754	OG0002754	YNL175C	snap_masked-flattened_line_407-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_407-processed-gene-0.5&CDS=1-966
2755	OG0002755	YNL177C	snap_masked-flattened_line_23-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.72&CDS=1-855
2756	OG0002756	YNL178W	snap_masked-flattened_line_53-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.57&CDS=1-741
2757	OG0002757	YNL181W	snap_masked-flattened_line_189-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.39&CDS=1-1332
2758	OG0002758	YNL182C	snap_masked-flattened_line_171-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.55&CDS=1-1278
2759	OG0002759	YNL185C	snap_masked-flattened_line_31-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.2&CDS=1-456
2760	OG0002760	YNL186W	snap_masked-flattened_line_329-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_329-processed-gene-0.2&CDS=1-1395
2761	OG0002761	YNL189W	snap_masked-flattened_line_67-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.129&CDS=1-1593
2762	OG0002762	YNL191W	snap_masked-flattened_line_141-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.43&CDS=1-1056
2763	OG0002763	YNL192W	snap_masked-flattened_line_161-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.51&CDS=1-3183
2764	OG0002764	YNL201C	snap_masked-flattened_line_155-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.6&CDS=1-2493
2765	OG0002765	YNL206C	snap_masked-flattened_line_165-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.41&CDS=1-1197
2766	OG0002766	YNL207W	augustus_masked-flattened_line_7-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.2&CDS=1-1239
2767	OG0002767	YNL209W	snap_masked-flattened_line_21-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.1&CDS=1-1833
2768	OG0002768	YNL211C	snap_masked-flattened_line_111-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.34&CDS=1-249
2769	OG0002769	YNL212W	snap_masked-flattened_line_111-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.11&CDS=1-2352
2770	OG0002770	YNL217W	snap_masked-flattened_line_243-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_243-processed-gene-0.39&CDS=1-1023
2771	OG0002771	YNL218W	genemark-flattened_line_27-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.95&CDS=1-1788
2772	OG0002772	YNL219C	maker-flattened_line_33-snap-gene-1.162-mRNA-1_1&gene=maker-flattened_line_33-snap-gene-1.162&CDS=1-1944
2773	OG0002773	YNL220W	snap_masked-flattened_line_33-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.8&CDS=1-1287
2774	OG0002774	YNL221C	snap_masked-flattened_line_33-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.33&CDS=1-2022
2775	OG0002775	YNL222W	snap_masked-flattened_line_71-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.130&CDS=1-579
2776	OG0002776	YNL223W	snap_masked-flattened_line_125-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.79&CDS=1-1665
2777	OG0002777	YNL224C	snap_masked-flattened_line_173-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.40&CDS=1-2472
2778	OG0002778	YNL227C	snap_masked-flattened_line_113-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.6&CDS=1-1587
2779	OG0002779	YNL229C	snap_masked-flattened_line_127-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.40&CDS=1-1002
2780	OG0002780	YNL231C	snap_masked-flattened_line_21-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.117&CDS=1-978
2781	OG0002781	YNL232W	snap_masked-flattened_line_21-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.114&CDS=1-855
2782	OG0002782	YNL233W	augustus_masked-flattened_line_249-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_249-processed-gene-0.14&CDS=1-3621
2783	OG0002783	YNL234W	snap_masked-flattened_line_249-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_249-processed-gene-0.21&CDS=1-1095
2784	OG0002784	YNL237W	snap_masked-flattened_line_2-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.94&CDS=1-1443
2785	OG0002785	YNL238W	snap_masked-flattened_line_57-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.106&CDS=1-2721
2786	OG0002786	YNL240C	snap_masked-flattened_line_41-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.57&CDS=1-1464
2787	OG0002787	YNL241C	snap_masked-flattened_line_109-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.34&CDS=1-1494
2788	OG0002788	YNL242W	maker-flattened_line_11-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-0.51&CDS=1-4434
2789	OG0002789	YNL243W	snap_masked-flattened_line_15-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.29&CDS=1-3141
2790	OG0002790	YNL244C	snap_masked-flattened_line_15-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.19&CDS=1-330
2791	OG0002791	YNL245C	maker-flattened_line_57-snap-gene-0.123-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.123&CDS=1-1545
2792	OG0002792	YNL247W	snap_masked-flattened_line_259-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_259-processed-gene-0.10&CDS=1-2226
2793	OG0002793	YNL248C	augustus_masked-flattened_line_4-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.134&CDS=1-1230
2794	OG0002794	YNL250W	snap_masked-flattened_line_259-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_259-processed-gene-0.13&CDS=1-3861
2795	OG0002795	YNL251C	maker-flattened_line_185-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_185-snap-gene-0.71&CDS=1-1914
2796	OG0002796	YNL252C	snap_masked-flattened_line_185-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.13&CDS=1-852
2797	OG0002797	YNL256W	snap_masked-flattened_line_349-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_349-processed-gene-0.8&CDS=1-2256
2798	OG0002798	YNL259C	snap_masked-flattened_line_139-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.41&CDS=1-219
2799	OG0002799	YNL261W	snap_masked-flattened_line_41-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.54&CDS=1-1266
2800	OG0002800	YNL262W	maker-flattened_line_85-snap-gene-0.194-mRNA-1_1&gene=maker-flattened_line_85-snap-gene-0.194&CDS=1-6546
2801	OG0002801	YNL263C	snap_masked-flattened_line_85-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.61&CDS=1-1035
2802	OG0002802	YNL265C	snap_masked-flattened_line_183-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.36&CDS=1-855
2803	OG0002803	YNL267W	snap_masked-flattened_line_99-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.70&CDS=1-2868
2804	OG0002804	YNL271C	maker-flattened_line_123-snap-gene-0.134-mRNA-1_1&gene=maker-flattened_line_123-snap-gene-0.134&CDS=1-5580
2805	OG0002805	YNL272C	snap_masked-flattened_line_7-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.134&CDS=1-1905
2806	OG0002806	YNL273W	snap_masked-flattened_line_147-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.36&CDS=1-3150
2807	OG0002807	YNL275W	snap_masked-flattened_line_33-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.43&CDS=1-1734
2808	OG0002808	YNL277W	snap_masked-flattened_line_159-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.44&CDS=1-1449
2809	OG0002809	YNL279W	snap_masked-flattened_line_269-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_269-processed-gene-0.13&CDS=1-1890
2810	OG0002810	YNL280C	snap_masked-flattened_line_301-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_301-processed-gene-0.44&CDS=1-1314
2811	OG0002811	YNL284C	snap_masked-flattened_line_175-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.45&CDS=1-786
2812	OG0002812	YNL286W	snap_masked-flattened_line_181-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.11&CDS=1-1182
2813	OG0002813	YNL287W	snap_masked-flattened_line_219-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_219-processed-gene-0.52&CDS=1-2763
2814	OG0002814	YNL288W	snap_masked-flattened_line_219-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_219-processed-gene-0.40&CDS=1-960
2815	OG0002815	YNL289W	snap_masked-flattened_line_73-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.85&CDS=1-852
2816	OG0002816	YNL290W	genemark-flattened_line_229-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_229-processed-gene-0.52&CDS=1-1062
2817	OG0002817	YNL291C	snap_masked-flattened_line_229-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_229-processed-gene-0.18&CDS=1-1833
2818	OG0002818	YNL292W	maker-flattened_line_375-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_375-snap-gene-0.18&CDS=1-1125
2819	OG0002819	YNL293W	augustus_masked-flattened_line_97-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.113&CDS=1-1788
2820	OG0002820	YNL297C	augustus_masked-flattened_line_97-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.136&CDS=1-3855
2821	OG0002821	YNL305C	snap_masked-flattened_line_27-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.67&CDS=1-783
2822	OG0002822	YNL308C	snap_masked-flattened_line_65-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.108&CDS=1-1737
2823	OG0002823	YNL310C	snap_masked-flattened_line_39-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.53&CDS=1-528
2824	OG0002824	YNL312W	snap_masked-flattened_line_39-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.55&CDS=1-714
2825	OG0002825	YNL313C	snap_masked-flattened_line_65-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.90&CDS=1-2445
2826	OG0002826	YNL315C	snap_masked-flattened_line_49-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.127&CDS=1-966
2827	OG0002827	YNL316C	snap_masked-flattened_line_49-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.128&CDS=1-873
2828	OG0002828	YNL317W	snap_masked-flattened_line_337-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_337-processed-gene-0.7&CDS=1-1470
2829	OG0002829	YNL320W	genemark-flattened_line_235-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_235-processed-gene-0.40&CDS=1-918
2830	OG0002830	YNL321W	snap_masked-flattened_line_329-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_329-processed-gene-0.0&CDS=1-3378
2831	OG0002831	YNL325C	snap_masked-flattened_line_51-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.78&CDS=1-2571
2832	OG0002832	YNL326C	snap_masked-flattened_line_193-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.46&CDS=1-1185
2833	OG0002833	YNL328C	snap_masked-flattened_line_37-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.83&CDS=1-327
2834	OG0002834	YNL329C	snap_masked-flattened_line_37-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.81&CDS=1-3057
2835	OG0002835	YNL330C	snap_masked-flattened_line_193-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.53&CDS=1-1374
2836	OG0002836	YNR001C	maker-flattened_line_77-snap-gene-0.229-mRNA-1_1&gene=maker-flattened_line_77-snap-gene-0.229&CDS=1-1395
2837	OG0002837	YNR003C	snap_masked-flattened_line_55-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.116&CDS=1-882
2838	OG0002838	YNR006W	snap_masked-flattened_line_183-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_183-processed-gene-0.27&CDS=1-1581
2839	OG0002839	YNR007C	snap_masked-flattened_line_85-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.66&CDS=1-849
2840	OG0002840	YNR008W	snap_masked-flattened_line_85-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.34&CDS=1-1944
2841	OG0002841	YNR011C	snap_masked-flattened_line_13-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.95&CDS=1-3069
2842	OG0002842	YNR012W	snap_masked-flattened_line_23-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.159&CDS=1-1350
2843	OG0002843	YNR013C	snap_masked-flattened_line_23-processed-gene-1.197-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.197&CDS=1-2538
2844	OG0002844	YNR015W	snap_masked-flattened_line_245-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_245-processed-gene-0.30&CDS=1-1191
2845	OG0002845	YNR016C	maker-flattened_line_29-snap-gene-1.91-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.91&CDS=1-6738
2846	OG0002846	YNR017W	snap_masked-flattened_line_245-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_245-processed-gene-0.40&CDS=1-648
2847	OG0002847	YNR018W	snap_masked-flattened_line_59-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.133&CDS=1-606
2848	OG0002848	YNR020C	snap_masked-flattened_line_57-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.93&CDS=1-738
