	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035652_Torulaspora_maleeae
3399	OG0003399	YOR207C	genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_10_length_348408_cov_56.7795_ID_2216-processed-gene-0.96&CDS=1-3426
3400	OG0003400	YOR208W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.92&CDS=1-2496
3401	OG0003401	YOR210W	augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.279-mRNA-1_1&gene=augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.279&CDS=1-210
3402	OG0003402	YOR211C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.40&CDS=1-2577
3403	OG0003403	YOR212W	maker-NODE_8_length_450478_cov_63.2418_ID_1511-augustus-gene-3.212-mRNA-1_1&gene=maker-NODE_8_length_450478_cov_63.2418_ID_1511-augustus-gene-3.212&CDS=1-3345
3404	OG0003404	YOR217W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.88&CDS=1-2535
3405	OG0003405	YOR220W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.87&CDS=1-717
3406	OG0003406	YOR221C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.32&CDS=1-1005
3407	OG0003407	YOR222W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.85-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.85&CDS=1-906
3408	OG0003408	YOR223W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.84&CDS=1-810
3409	OG0003409	YOR224C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.31-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.31&CDS=1-435
3410	OG0003410	YOR227W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.83&CDS=1-3204
3411	OG0003411	YOR228C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.29&CDS=1-924
3412	OG0003412	YOR239W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.69&CDS=1-990
3413	OG0003413	YOR241W	augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.262-mRNA-1_1&gene=augustus_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.262&CDS=1-1473
3414	OG0003414	YOR242C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.24&CDS=1-1170
3415	OG0003415	YOR243C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.23&CDS=1-2025
3416	OG0003416	YOR245C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.21&CDS=1-1359
3417	OG0003417	YOR246C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.18&CDS=1-954
3418	OG0003418	YOR249C	snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.119&CDS=1-1908
3419	OG0003419	YOR250C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.16&CDS=1-1344
3420	OG0003420	YOR251C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.15&CDS=1-915
3421	OG0003421	YOR253W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.54&CDS=1-498
3422	OG0003422	YOR254C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.12-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.12&CDS=1-1995
3423	OG0003423	YOR255W	snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.155&CDS=1-825
3424	OG0003424	YOR256C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.10&CDS=1-2343
3425	OG0003425	YOR257W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.50&CDS=1-519
3426	OG0003426	YOR259C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.8-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.8&CDS=1-1362
3427	OG0003427	YOR260W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.47&CDS=1-1515
3428	OG0003428	YOR262W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.46&CDS=1-1041
3429	OG0003429	YOR264W	snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.106&CDS=1-1074
3430	OG0003430	YOR265W	snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.105&CDS=1-324
3431	OG0003431	YOR266W	snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.104&CDS=1-1215
3432	OG0003432	YOR271C	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.0-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-3.0&CDS=1-981
3433	OG0003433	YOR272W	genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_8_length_450478_cov_63.2418_ID_1511-processed-gene-2.159&CDS=1-1359
3434	OG0003434	YOR273C	maker-NODE_8_length_450478_cov_63.2418_ID_1511-augustus-gene-2.42-mRNA-1_1&gene=maker-NODE_8_length_450478_cov_63.2418_ID_1511-augustus-gene-2.42&CDS=1-3303
3435	OG0003435	YOR274W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.5&CDS=1-1254
3436	OG0003436	YOR276W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-3.3&CDS=1-468
3437	OG0003437	YOR279C	snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.71&CDS=1-906
3438	OG0003438	YOR280C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.119&CDS=1-819
3439	OG0003439	YOR283W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.143&CDS=1-690
3440	OG0003440	YOR286W	maker-NODE_7_length_482624_cov_60.8826_ID_1816-snap-gene-2.6-mRNA-1_1&gene=maker-NODE_7_length_482624_cov_60.8826_ID_1816-snap-gene-2.6&CDS=1-846
3441	OG0003441	YOR287C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.115&CDS=1-912
3442	OG0003442	YOR288C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.114&CDS=1-942
3443	OG0003443	YOR289W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.140&CDS=1-693
3444	OG0003444	YOR291W	augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.34&CDS=1-4380
3445	OG0003445	YOR292C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.109&CDS=1-837
3446	OG0003446	YOR294W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.134&CDS=1-618
3447	OG0003447	YOR296W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.132&CDS=1-3888
3448	OG0003448	YOR297C	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.108&CDS=1-582
3449	OG0003449	YOR298W	augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.28&CDS=1-1107
3450	OG0003450	YOR299W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.128&CDS=1-2193
3451	OG0003451	YOR303W	genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-2.125&CDS=1-1185
3452	OG0003452	YOR304C-A	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.142&CDS=1-243
3453	OG0003453	YOR307C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.20&CDS=1-1359
3454	OG0003454	YOR308C	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.84&CDS=1-1617
3455	OG0003455	YOR310C	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.139&CDS=1-2415
3456	OG0003456	YOR313C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.15&CDS=1-1077
3457	OG0003457	YOR315W	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.107&CDS=1-843
3458	OG0003458	YOR317W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.37&CDS=1-2085
3459	OG0003459	YOR319W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.36&CDS=1-633
3460	OG0003460	YOR320C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.11&CDS=1-1467
3461	OG0003461	YOR322C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.30&CDS=1-2280
3462	OG0003462	YOR323C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.29&CDS=1-1482
3463	OG0003463	YOR327C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.27&CDS=1-327
3464	OG0003464	YOR329C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.26&CDS=1-2136
3465	OG0003465	YOR330C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.25&CDS=1-3873
3466	OG0003466	YOR332W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.47&CDS=1-690
3467	OG0003467	YOR334W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.46&CDS=1-1332
3468	OG0003468	YOR335C	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.78&CDS=1-3315
3469	OG0003469	YOR336W	augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.160&CDS=1-6438
3470	OG0003470	YOR340C	augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.141&CDS=1-2271
3471	OG0003471	YOR341W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.41&CDS=1-5001
3472	OG0003472	YOR342C	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.73&CDS=1-903
3473	OG0003473	YOR344C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.17&CDS=1-828
3474	OG0003474	YOR346W	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.97&CDS=1-2559
3475	OG0003475	YOR349W	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.96&CDS=1-3108
3476	OG0003476	YOR351C	maker-NODE_14_length_225007_cov_72.3175_ID_1902-augustus-gene-1.121-mRNA-1_1&gene=maker-NODE_14_length_225007_cov_72.3175_ID_1902-augustus-gene-1.121&CDS=1-1518
3477	OG0003477	YOR352W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.37&CDS=1-927
3478	OG0003478	YOR353C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.8&CDS=1-2472
3479	OG0003479	YOR354C	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.62&CDS=1-1980
3480	OG0003480	YOR355W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.10&CDS=1-1260
3481	OG0003481	YOR356W	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-1.9&CDS=1-1947
3482	OG0003482	YOR360C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.91&CDS=1-1497
3483	OG0003483	YOR361C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.90&CDS=1-2193
3484	OG0003484	YOR362C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.89&CDS=1-828
3485	OG0003485	YOR368W	augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.20&CDS=1-1104
3486	OG0003486	YOR369C	genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.86&CDS=1-426
3487	OG0003487	YOR370C	augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.7&CDS=1-5775
3488	OG0003488	YOR373W	snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_14_length_225007_cov_72.3175_ID_1902-processed-gene-0.58&CDS=1-2265
3489	OG0003489	YOR378W	maker-NODE_16_length_214003_cov_71.8808_ID_2032-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_16_length_214003_cov_71.8808_ID_2032-snap-gene-0.113&CDS=1-3090
3490	OG0003490	YOR385W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.150-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.150&CDS=1-912
3491	OG0003491	YPL001W	augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.217&CDS=1-1185
3492	OG0003492	YPL002C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.31&CDS=1-702
3493	OG0003493	YPL003W	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.148&CDS=1-1308
3494	OG0003494	YPL006W	maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_13_length_246656_cov_69.2189_ID_1990-augustus-gene-1.163&CDS=1-5280
3495	OG0003495	YPL007C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.34&CDS=1-1719
3496	OG0003496	YPL008W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.69&CDS=1-2490
3497	OG0003497	YPL009C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.72&CDS=1-3021
3498	OG0003498	YPL010W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.37&CDS=1-567
3499	OG0003499	YPL011C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.71&CDS=1-1074
3500	OG0003500	YPL012W	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.36&CDS=1-3657
3501	OG0003501	YPL013C	genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.70&CDS=1-357
3502	OG0003502	YPL014W	snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.112&CDS=1-1140
3503	OG0003503	YPL016W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.32&CDS=1-3387
3504	OG0003504	YPL018W	augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_13_length_246656_cov_69.2189_ID_1990-processed-gene-1.177&CDS=1-737
3505	OG0003505	YPL022W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.7&CDS=1-3129
3506	OG0003506	YPL023C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.31-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.31&CDS=1-1926
3507	OG0003507	YPL024W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.6&CDS=1-666
3508	OG0003508	YPL029W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.115&CDS=1-4956
3509	OG0003509	YPL031C	maker-NODE_3_length_908381_cov_61.3483_ID_1566-snap-gene-3.162-mRNA-1_1&gene=maker-NODE_3_length_908381_cov_61.3483_ID_1566-snap-gene-3.162&CDS=1-2301
3510	OG0003510	YPL032C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-3.4&CDS=1-2697
3511	OG0003511	YPL033C	snap_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-0.79&CDS=1-864
3512	OG0003512	YPL037C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.58&CDS=1-486
3513	OG0003513	YPL040C	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.172&CDS=1-3534
3514	OG0003514	YPL042C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.55&CDS=1-1797
3515	OG0003515	YPL043W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.33&CDS=1-2079
3516	OG0003516	YPL045W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.152&CDS=1-2388
3517	OG0003517	YPL046C	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.169&CDS=1-291
3518	OG0003518	YPL047W	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.98&CDS=1-288
3519	OG0003519	YPL049C	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-2.122&CDS=1-1203
