	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
2400	OG0002400	YLR410W	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|736520237|emb|CBXB010000150.1|-processed-gene-0.44&CDS=1-3411
2401	OG0002401	YLR411W	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520397|emb|CBXB010000026.1|-processed-gene-0.75&CDS=1-846
2402	OG0002402	YLR417W	-snap-gene-3.111-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-snap-gene-3.111&CDS=1-2481
2403	OG0002403	YLR418C	-processed-gene-0.100-mRNA-1_1&gene=snap_masked-gi|736520358|emb|CBXB010000050.1|-processed-gene-0.100&CDS=1-1470
2404	OG0002404	YLR419W	-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.149&CDS=1-5244
2405	OG0002405	YLR420W	-processed-gene-0.124-mRNA-1_1&gene=snap_masked-gi|736520384|emb|CBXB010000035.1|-processed-gene-0.124&CDS=1-1065
2406	OG0002406	YLR421C	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520420|emb|CBXB010000014.1|-snap-gene-0.0&CDS=1-963
2407	OG0002407	YLR422W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-0.36&CDS=1-5523
2408	OG0002408	YLR423C	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|736520299|emb|CBXB010000097.1|-processed-gene-0.53&CDS=1-1707
2409	OG0002409	YLR424W	-processed-gene-0.218-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.218&CDS=1-2919
2410	OG0002410	YLR427W	-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.128&CDS=1-2481
2411	OG0002411	YLR429W	-augustus-gene-2.46-mRNA-1_1&gene=maker-gi|736520376|emb|CBXB010000040.1|-augustus-gene-2.46&CDS=1-1899
2412	OG0002412	YLR430W	-snap-gene-1.141-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-1.141&CDS=1-6471
2413	OG0002413	YLR433C	-processed-gene-0.35-mRNA-1_1&gene=snap_masked-gi|736520306|emb|CBXB010000090.1|-processed-gene-0.35&CDS=1-1794
2414	OG0002414	YLR435W	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|736520306|emb|CBXB010000090.1|-processed-gene-0.20&CDS=1-624
2415	OG0002415	YLR438C-A	-augustus-gene-0.117-mRNA-1_1&gene=maker-gi|736520297|emb|CBXB010000099.1|-augustus-gene-0.117&CDS=1-285
2416	OG0002416	YLR438W	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|736520319|emb|CBXB010000077.1|-processed-gene-0.13&CDS=1-1290
2417	OG0002417	YLR439W	-snap-gene-0.70-mRNA-1_1&gene=maker-gi|736520297|emb|CBXB010000099.1|-snap-gene-0.70&CDS=1-924
2418	OG0002418	YLR440C	-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.126&CDS=1-2787
2419	OG0002419	YLR447C	-processed-gene-2.114-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.114&CDS=1-1056
2420	OG0002420	YLR451W	-snap-gene-0.9-mRNA-1_1&gene=maker-gi|736520231|emb|CBXB010000154.1|-snap-gene-0.9&CDS=1-3831
2421	OG0002421	YLR452C	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520261|emb|CBXB010000135.1|-processed-gene-0.21&CDS=1-4368
2422	OG0002422	YLR459W	-processed-gene-4.20-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-4.20&CDS=1-1398
2423	OG0002423	YML001W	-snap-gene-0.77-mRNA-1_1&gene=maker-gi|736520365|emb|CBXB010000047.1|-snap-gene-0.77&CDS=1-615
2424	OG0002424	YML002W	-processed-gene-1.109-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.109&CDS=1-3915
2425	OG0002425	YML004C	-processed-gene-1.94-mRNA-1_1&gene=snap_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-1.94&CDS=1-972
2426	OG0002426	YML005W	-processed-gene-1.95-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.95&CDS=1-1551
2427	OG0002427	YML007W	-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.181&CDS=1-1524
2428	OG0002428	YML008C	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|736520323|emb|CBXB010000073.1|-processed-gene-0.68&CDS=1-1137
2429	OG0002429	YML009C	-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.124&CDS=1-201
2430	OG0002430	YML010W	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520202|emb|CBXB010000177.1|-processed-gene-0.44&CDS=1-2952
2431	OG0002431	YML012W	-snap-gene-0.99-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-0.99&CDS=1-639
2432	OG0002432	YML014W	-processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.56&CDS=1-795
2433	OG0002433	YML015C	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.62&CDS=1-1341
2434	OG0002434	YML018C	-snap-gene-0.155-mRNA-1_1&gene=maker-gi|736520283|emb|CBXB010000113.1|-snap-gene-0.155&CDS=1-1341
2435	OG0002435	YML019W	-processed-gene-0.144-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.144&CDS=1-987
2436	OG0002436	YML020W	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.61&CDS=1-3972
2437	OG0002437	YML021C	-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.97&CDS=1-1260
2438	OG0002438	YML022W	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.62&CDS=1-573
2439	OG0002439	YML025C	-processed-gene-0.155-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.155&CDS=1-936
2440	OG0002440	YML030W	-processed-gene-0.103-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.103&CDS=1-435
2441	OG0002441	YML032C	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-0.63&CDS=1-1980
2442	OG0002442	YML035C	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|736520344|emb|CBXB010000057.1|-processed-gene-0.46&CDS=1-2802
2443	OG0002443	YML036W	-snap-gene-4.7-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-4.7&CDS=1-555
2444	OG0002444	YML038C	-snap-gene-0.114-mRNA-1_1&gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-0.114&CDS=1-1581
2445	OG0002445	YML042W	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.62&CDS=1-1914
2446	OG0002446	YML048W	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520290|emb|CBXB010000106.1|-snap-gene-0.0&CDS=1-1134
2447	OG0002447	YML049C	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|736520197|emb|CBXB010000181.1|-processed-gene-0.13&CDS=1-3723
2448	OG0002448	YML050W	-snap-gene-0.32-mRNA-1_1&gene=maker-gi|736520197|emb|CBXB010000181.1|-snap-gene-0.32&CDS=1-981
2449	OG0002449	YML054C	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.78&CDS=1-1506
2450	OG0002450	YML056C	-snap-gene-0.18-mRNA-1_1&gene=maker-gi|736520220|emb|CBXB010000162.1|-snap-gene-0.18&CDS=1-1566
2451	OG0002451	YML059C	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.40&CDS=1-3999
2452	OG0002452	YML060W	-snap-gene-0.78-mRNA-1_1&gene=maker-gi|736520345|emb|CBXB010000056.1|-snap-gene-0.78&CDS=1-1119
2453	OG0002453	YML064C	-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-gi|736520392|emb|CBXB010000030.1|-processed-gene-0.113&CDS=1-756
2454	OG0002454	YML065W	-processed-gene-0.64-mRNA-1_1&gene=snap_masked-gi|736520392|emb|CBXB010000030.1|-processed-gene-0.64&CDS=1-2409
2455	OG0002455	YML067C	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|736520396|emb|CBXB010000027.1|-processed-gene-0.65&CDS=1-1533
2456	OG0002456	YML069W	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-0.57&CDS=1-1602
2457	OG0002457	YML071C	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.85&CDS=1-1629
2458	OG0002458	YML073C	-processed-gene-1.200-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.200&CDS=1-528
2459	OG0002459	YML076C	-processed-gene-0.145-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.145&CDS=1-3513
2460	OG0002460	YML080W	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-3.95&CDS=1-1305
2461	OG0002461	YML081C-A	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.108&CDS=1-195
2462	OG0002462	YML085C	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520270|emb|CBXB010000126.1|-snap-gene-0.5&CDS=1-1344
2463	OG0002463	YML086C	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|736520317|emb|CBXB010000079.1|-processed-gene-0.13&CDS=1-1848
2464	OG0002464	YML092C	-snap-gene-0.52-mRNA-1_1&gene=maker-gi|736520356|emb|CBXB010000051.1|-snap-gene-0.52&CDS=1-750
2465	OG0002465	YML093W	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-0.26&CDS=1-3120
2466	OG0002466	YML094W	-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.210&CDS=1-480
2467	OG0002467	YML095C	-processed-gene-0.140-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.140&CDS=1-1026
2468	OG0002468	YML096W	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-1.50&CDS=1-2463
2469	OG0002469	YML098W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-0.40&CDS=1-375
2470	OG0002470	YML099C	-snap-gene-0.53-mRNA-1_1&gene=maker-gi|736520278|emb|CBXB010000118.1|-snap-gene-0.53&CDS=1-2724
2471	OG0002471	YML102W	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.80&CDS=1-2058
2472	OG0002472	YML103C	-processed-gene-0.48-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-0.48&CDS=1-4980
2473	OG0002473	YML104C	-snap-gene-0.7-mRNA-1_1&gene=maker-gi|736520397|emb|CBXB010000026.1|-snap-gene-0.7&CDS=1-3549
2474	OG0002474	YML105C	-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-gi|736520396|emb|CBXB010000027.1|-processed-gene-0.102&CDS=1-915
2475	OG0002475	YML110C	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|736520261|emb|CBXB010000135.1|-processed-gene-0.99&CDS=1-939
2476	OG0002476	YML114C	-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-gi|736520306|emb|CBXB010000090.1|-processed-gene-0.69&CDS=1-1995
2477	OG0002477	YML121W	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.67&CDS=1-990
2478	OG0002478	YML123C	-processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|736520317|emb|CBXB010000079.1|-processed-gene-0.7&CDS=1-1722
2479	OG0002479	YML126C	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|736520212|emb|CBXB010000169.1|-processed-gene-0.20&CDS=1-1308
2480	OG0002480	YML127W	-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.68&CDS=1-2097
2481	OG0002481	YML129C	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.110&CDS=1-270
2482	OG0002482	YML130C	-processed-gene-2.139-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.139&CDS=1-1809
2483	OG0002483	YMR001C	-processed-gene-1.118-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.118&CDS=1-2340
2484	OG0002484	YMR002W	-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.145&CDS=1-483
2485	OG0002485	YMR004W	-augustus-gene-0.6-mRNA-1_1&gene=maker-gi|736520219|emb|CBXB010000163.1|-augustus-gene-0.6&CDS=1-1962
2486	OG0002486	YMR005W	-processed-gene-1.8-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.8&CDS=1-1203
2487	OG0002487	YMR009W	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.75&CDS=1-519
2488	OG0002488	YMR010W	-snap-gene-0.141-mRNA-1_1&gene=maker-gi|736520393|emb|CBXB010000029.1|-snap-gene-0.141&CDS=1-1200
2489	OG0002489	YMR012W	-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.170&CDS=1-3990
2490	OG0002490	YMR013C	-processed-gene-2.6-mRNA-1_1&gene=snap_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-2.6&CDS=1-2604
2491	OG0002491	YMR015C	-processed-gene-3.85-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-3.85&CDS=1-1596
2492	OG0002492	YMR019W	-processed-gene-2.63-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-2.63&CDS=1-2970
2493	OG0002493	YMR022W	-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.123&CDS=1-516
2494	OG0002494	YMR023C	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520239|emb|CBXB010000149.1|-snap-gene-0.5&CDS=1-1662
2495	OG0002495	YMR024W	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.67&CDS=1-1185
2496	OG0002496	YMR026C	-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-1.49&CDS=1-1410
2497	OG0002497	YMR027W	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.86&CDS=1-1536
2498	OG0002498	YMR028W	-processed-gene-2.117-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.117&CDS=1-1215
2499	OG0002499	YMR029C	-processed-gene-2.59-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.59&CDS=1-1974
2500	OG0002500	YMR032W	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520259|emb|CBXB010000137.1|-processed-gene-0.14&CDS=1-4080
2501	OG0002501	YMR033W	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|736520411|emb|CBXB010000018.1|-processed-gene-0.77&CDS=1-1443
2502	OG0002502	YMR035W	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.22&CDS=1-522
2503	OG0002503	YMR036C	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.30&CDS=1-1977
2504	OG0002504	YMR038C	-processed-gene-0.195-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.195&CDS=1-732
2505	OG0002505	YMR039C	-snap-gene-0.62-mRNA-1_1&gene=maker-gi|736520250|emb|CBXB010000142.1|-snap-gene-0.62&CDS=1-927
2506	OG0002506	YMR041C	-snap-gene-0.85-mRNA-1_1&gene=maker-gi|736520310|emb|CBXB010000086.1|-snap-gene-0.85&CDS=1-1092
2507	OG0002507	YMR042W	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520426|emb|CBXB010000010.1|-processed-gene-0.12&CDS=1-861
2508	OG0002508	YMR044W	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-1.65&CDS=1-1929
2509	OG0002509	YMR049C	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|736520332|emb|CBXB010000064.1|-processed-gene-0.62&CDS=1-2631
2510	OG0002510	YMR055C	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.3&CDS=1-1167
2511	OG0002511	YMR058W	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-0.30&CDS=1-1833
2512	OG0002512	YMR059W	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.76&CDS=1-483
2513	OG0002513	YMR060C	-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.61&CDS=1-996
2514	OG0002514	YMR061W	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.113&CDS=1-2901
2515	OG0002515	YMR062C	-processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|736520243|emb|CBXB010000146.1|-processed-gene-0.6&CDS=1-1338
2516	OG0002516	YMR063W	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.5&CDS=1-2163
2517	OG0002517	YMR067C	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.21&CDS=1-1488
2518	OG0002518	YMR068W	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-1.75&CDS=1-2004
2519	OG0002519	YMR071C	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|736520399|emb|CBXB010000025.1|-processed-gene-0.49&CDS=1-444
2520	OG0002520	YMR074C	-snap-gene-0.78-mRNA-1_1&gene=maker-gi|736520306|emb|CBXB010000090.1|-snap-gene-0.78&CDS=1-405
2521	OG0002521	YMR075W	-processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|736520243|emb|CBXB010000146.1|-processed-gene-0.15&CDS=1-2820
2522	OG0002522	YMR076C	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520243|emb|CBXB010000146.1|-snap-gene-0.0&CDS=1-4050
2523	OG0002523	YMR077C	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.44&CDS=1-669
2524	OG0002524	YMR078C	-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.82&CDS=1-2727
2525	OG0002525	YMR079W	-processed-gene-1.114-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.114&CDS=1-1002
2526	OG0002526	YMR080C	-processed-gene-1.98-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.98&CDS=1-3528
2527	OG0002527	YMR083W	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|736520441|emb|CBXB010000001.1|-processed-gene-0.37&CDS=1-1047
2528	OG0002528	YMR087W	-processed-gene-1.116-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.116&CDS=1-921
2529	OG0002529	YMR091C	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.52&CDS=1-1704
2530	OG0002530	YMR092C	-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.40&CDS=1-1806
2531	OG0002531	YMR093W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|736520281|emb|CBXB010000115.1|-processed-gene-0.50&CDS=1-1428
2532	OG0002532	YMR096W	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-1.39&CDS=1-912
2533	OG0002533	YMR097C	-snap-gene-0.23-mRNA-1_1&gene=maker-gi|736520347|emb|CBXB010000055.1|-snap-gene-0.23&CDS=1-1044
2534	OG0002534	YMR098C	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.79&CDS=1-2481
2535	OG0002535	YMR099C	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-0.71&CDS=1-912
2536	OG0002536	YMR100W	-snap-gene-1.32-mRNA-1_1&gene=maker-gi|736520435|emb|CBXB010000005.1|-snap-gene-1.32&CDS=1-1710
2537	OG0002537	YMR105C	-processed-gene-1.84-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.84&CDS=1-1677
2538	OG0002538	YMR108W	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.69&CDS=1-2115
2539	OG0002539	YMR109W	-processed-gene-2.13-mRNA-1_1&gene=snap_masked-gi|736520417|emb|CBXB010000015.1|-processed-gene-2.13&CDS=1-3897
2540	OG0002540	YMR110C	-processed-gene-0.17-mRNA-1_1&gene=snap_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.17&CDS=1-1557
2541	OG0002541	YMR111C	-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.60&CDS=1-2715
2542	OG0002542	YMR112C	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.3&CDS=1-510
2543	OG0002543	YMR114C	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|736520212|emb|CBXB010000169.1|-processed-gene-0.32&CDS=1-1014
2544	OG0002544	YMR116C	-snap-gene-0.32-mRNA-1_1&gene=maker-gi|736520204|emb|CBXB010000175.1|-snap-gene-0.32&CDS=1-963
2545	OG0002545	YMR120C	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.26&CDS=1-1821
2546	OG0002546	YMR123W	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520226|emb|CBXB010000157.1|-processed-gene-0.14&CDS=1-375
2547	OG0002547	YMR125W	-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.164&CDS=1-2631
2548	OG0002548	YMR128W	-snap-gene-2.123-mRNA-1_1&gene=maker-gi|736520435|emb|CBXB010000005.1|-snap-gene-2.123&CDS=1-3981
2549	OG0002549	YMR129W	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.115&CDS=1-3708
2550	OG0002550	YMR130W	-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-gi|736520323|emb|CBXB010000073.1|-processed-gene-0.139&CDS=1-1278
2551	OG0002551	YMR131C	-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.172&CDS=1-1560
2552	OG0002552	YMR132C	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|736520268|emb|CBXB010000128.1|-processed-gene-0.10&CDS=1-645
2553	OG0002553	YMR139W	-snap-gene-0.41-mRNA-1_1&gene=maker-gi|736520324|emb|CBXB010000072.1|-snap-gene-0.41&CDS=1-1158
2554	OG0002554	YMR140W	-snap-gene-0.147-mRNA-1_1&gene=maker-gi|736520289|emb|CBXB010000107.1|-snap-gene-0.147&CDS=1-2007
2555	OG0002555	YMR146C	-snap-gene-0.75-mRNA-1_1&gene=maker-gi|736520306|emb|CBXB010000090.1|-snap-gene-0.75&CDS=1-1188
2556	OG0002556	YMR149W	-processed-gene-0.101-mRNA-1_1&gene=snap_masked-gi|736520354|emb|CBXB010000052.1|-processed-gene-0.101&CDS=1-930
2557	OG0002557	YMR150C	-processed-gene-0.74-mRNA-1_1&gene=snap_masked-gi|736520354|emb|CBXB010000052.1|-processed-gene-0.74&CDS=1-552
2558	OG0002558	YMR152W	-processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.71&CDS=1-1161
2559	OG0002559	YMR155W	-snap-gene-0.66-mRNA-1_1&gene=maker-gi|736520292|emb|CBXB010000104.1|-snap-gene-0.66&CDS=1-1800
2560	OG0002560	YMR156C	-processed-gene-0.112-mRNA-1_1&gene=snap_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.112&CDS=1-1173
2561	OG0002561	YMR158W	-processed-gene-2.82-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.82&CDS=1-468
2562	OG0002562	YMR161W	-processed-gene-0.61-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.61&CDS=1-1056
2563	OG0002563	YMR162C	-snap-gene-0.61-mRNA-1_1&gene=maker-gi|736520384|emb|CBXB010000035.1|-snap-gene-0.61&CDS=1-5211
2564	OG0002564	YMR165C	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-snap-gene-0.6&CDS=1-3054
2565	OG0002565	YMR166C	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520259|emb|CBXB010000137.1|-processed-gene-0.36&CDS=1-1218
2566	OG0002566	YMR167W	-augustus-gene-0.212-mRNA-1_1&gene=maker-gi|736520284|emb|CBXB010000112.1|-augustus-gene-0.212&CDS=1-2451
2567	OG0002567	YMR168C	-processed-gene-0.138-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.138&CDS=1-4176
