	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034632_Candida_athensensis
2526	OG0002526	YNL243W	maker-NODE_4_length_843707_cov_17.0791_ID_7-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-snap-gene-3.3&CDS=1-3642
2527	OG0002527	YNL244C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.33&CDS=1-327
2528	OG0002528	YNL245C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.34&CDS=1-606
2529	OG0002529	YNL247W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.64&CDS=1-2829
2530	OG0002530	YNL248C	maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-13.4-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-13.4&CDS=1-1974
2531	OG0002531	YNL250W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.57-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-10.57&CDS=1-3909
2532	OG0002532	YNL251C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.32&CDS=1-2037
2533	OG0002533	YNL252C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.11&CDS=1-780
2534	OG0002534	YNL254C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.31&CDS=1-1068
2535	OG0002535	YNL258C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.148&CDS=1-2103
2536	OG0002536	YNL260C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.67-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.67&CDS=1-450
2537	OG0002537	YNL262W	snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.2&CDS=1-8022
2538	OG0002538	YNL263C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.120-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-8.120&CDS=1-888
2539	OG0002539	YNL267W	maker-NODE_9_length_677365_cov_14.4922_ID_17-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_9_length_677365_cov_14.4922_ID_17-snap-gene-1.0&CDS=1-3483
2540	OG0002540	YNL273W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.123&CDS=1-3612
2541	OG0002541	YNL274C	maker-NODE_10_length_477794_cov_14.1593_ID_19-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_10_length_477794_cov_14.1593_ID_19-augustus-gene-1.107&CDS=1-2016
2542	OG0002542	YNL275W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.135-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.135&CDS=1-1686
2543	OG0002543	YNL279W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.143&CDS=1-1722
2544	OG0002544	YNL280C	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.81&CDS=1-1329
2545	OG0002545	YNL284C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.64-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.64&CDS=1-840
2546	OG0002546	YNL286W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-2.113&CDS=1-1065
2547	OG0002547	YNL287W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.115&CDS=1-2805
2548	OG0002548	YNL294C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.6&CDS=1-1464
2549	OG0002549	YNL297C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.60&CDS=1-4716
2550	OG0002550	YNL305C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.55&CDS=1-780
2551	OG0002551	YNL307C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.153-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.153&CDS=1-1095
2552	OG0002552	YNL308C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.21&CDS=1-1692
2553	OG0002553	YNL312W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.154-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.154&CDS=1-756
2554	OG0002554	YNL315C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.44&CDS=1-885
2555	OG0002555	YNL316C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.168-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.168&CDS=1-840
2556	OG0002556	YNL317W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.68&CDS=1-1461
2557	OG0002557	YNL320W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.79&CDS=1-876
2558	OG0002558	YNL321W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.20&CDS=1-3027
2559	OG0002559	YNL323W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.45-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-5.45&CDS=1-1269
2560	OG0002560	YNL325C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.172-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.172&CDS=1-2916
2561	OG0002561	YNL328C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.23-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.23&CDS=1-432
2562	OG0002562	YNL329C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.40-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-11.40&CDS=1-3438
2563	OG0002563	YNL330C	maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-9.118-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-9.118&CDS=1-2658
2564	OG0002564	YNR001C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-4.51&CDS=1-1386
2565	OG0002565	YNR003C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.41-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.41&CDS=1-948
2566	OG0002566	YNR008W	augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.57&CDS=1-4527
2567	OG0002567	YNR012W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.55-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.55&CDS=1-1470
2568	OG0002568	YNR015W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.80-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.80&CDS=1-1098
2569	OG0002569	YNR016C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.138&CDS=1-11286
2570	OG0002570	YNR017W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.76-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.76&CDS=1-624
2571	OG0002571	YNR018W	augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.143&CDS=1-612
2572	OG0002572	YNR021W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.158-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.158&CDS=1-1128
2573	OG0002573	YNR022C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.12&CDS=1-1740
2574	OG0002574	YNR023W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.155-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.155&CDS=1-1410
2575	OG0002575	YNR029C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.306-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.306&CDS=1-1218
2576	OG0002576	YNR030W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.255-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.255&CDS=1-1815
2577	OG0002577	YNR032C-A	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.127&CDS=1-219
2578	OG0002578	YNR032W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.32&CDS=1-1053
2579	OG0002579	YNR033W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-2.41&CDS=1-2259
2580	OG0002580	YNR036C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.9&CDS=1-534
2581	OG0002581	YNR037C	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.59&CDS=1-273
2582	OG0002582	YNR038W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.33-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.33&CDS=1-1914
2583	OG0002583	YNR041C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.48&CDS=1-1137
2584	OG0002584	YNR043W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.97&CDS=1-1611
2585	OG0002585	YNR046W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.107&CDS=1-2010
2586	OG0002586	YNR049C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.126-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-5.126&CDS=1-648
2587	OG0002587	YNR050C	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.14&CDS=1-1332
2588	OG0002588	YNR053C	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-0.9&CDS=1-1590
2589	OG0002589	YNR054C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.75&CDS=1-948
2590	OG0002590	YNR062C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.264-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.264&CDS=1-2484
2591	OG0002591	YNR063W	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.86&CDS=1-1458
2592	OG0002592	YNR064C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-1.5&CDS=1-870
2593	OG0002593	YOL001W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.106&CDS=1-1293
2594	OG0002594	YOL003C	maker-NODE_5_length_808207_cov_12.9991_ID_9-augustus-gene-5.1-mRNA-1_1&gene=maker-NODE_5_length_808207_cov_12.9991_ID_9-augustus-gene-5.1&CDS=1-996
2595	OG0002595	YOL004W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.75&CDS=1-4119
2596	OG0002596	YOL005C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.96-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.96&CDS=1-363
2597	OG0002597	YOL006C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.95-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.95&CDS=1-2286
2598	OG0002598	YOL010W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.34-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.34&CDS=1-1116
2599	OG0002599	YOL012C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.19&CDS=1-399
2600	OG0002600	YOL013C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-0.17&CDS=1-1590
2601	OG0002601	YOL016C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.49-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.49&CDS=1-1296
2602	OG0002602	YOL021C	maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.121-mRNA-1_1&gene=maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.121&CDS=1-4542
2603	OG0002603	YOL022C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.93-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.93&CDS=1-1215
2604	OG0002604	YOL023W	maker-NODE_5_length_808207_cov_12.9991_ID_9-augustus-gene-6.54-mRNA-1_1&gene=maker-NODE_5_length_808207_cov_12.9991_ID_9-augustus-gene-6.54&CDS=1-3624
2605	OG0002605	YOL027C	augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.152-mRNA-1_1&gene=augustus_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.152&CDS=1-2379
2606	OG0002606	YOL032W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.82-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.82&CDS=1-654
2607	OG0002607	YOL033W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.13&CDS=1-1509
2608	OG0002608	YOL034W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.89-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.89&CDS=1-3174
2609	OG0002609	YOL038W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.72&CDS=1-708
2610	OG0002610	YOL039W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.50&CDS=1-336
2611	OG0002611	YOL040C	maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-4.124-mRNA-1_1&gene=maker-NODE_4_length_843707_cov_17.0791_ID_7-augustus-gene-4.124&CDS=1-1263
2612	OG0002612	YOL041C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.276-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-3.276&CDS=1-1203
2613	OG0002613	YOL049W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.54&CDS=1-1437
2614	OG0002614	YOL051W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.13-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-14.13&CDS=1-2793
2615	OG0002615	YOL052C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-0.21&CDS=1-1293
2616	OG0002616	YOL057W	maker-NODE_2_length_1403861_cov_14.2447_ID_3-snap-gene-12.0-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-snap-gene-12.0&CDS=1-4344
2617	OG0002617	YOL058W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-0.100&CDS=1-1248
2618	OG0002618	YOL060C	augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.124&CDS=1-4731
2619	OG0002619	YOL061W	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.42&CDS=1-1356
2620	OG0002620	YOL064C	snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-3.99&CDS=1-1080
2621	OG0002621	YOL065C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.7&CDS=1-1269
2622	OG0002622	YOL066C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.10&CDS=1-1755
2623	OG0002623	YOL067C	snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.12&CDS=1-756
2624	OG0002624	YOL070C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.110&CDS=1-1269
2625	OG0002625	YOL071W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-0.91&CDS=1-465
2626	OG0002626	YOL072W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.154-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.154&CDS=1-1392
2627	OG0002627	YOL073C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.105&CDS=1-1032
2628	OG0002628	YOL075C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.68-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.68&CDS=1-7506
2629	OG0002629	YOL076W	augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.271-mRNA-1_1&gene=augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.271&CDS=1-2340
2630	OG0002630	YOL077C	maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.119-mRNA-1_1&gene=maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-5.119&CDS=1-1029
2631	OG0002631	YOL078W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.204-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.204&CDS=1-2790
2632	OG0002632	YOL080C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.203-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.203&CDS=1-855
2633	OG0002633	YOL090W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-0.78&CDS=1-2763
2634	OG0002634	YOL093W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.126-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.126&CDS=1-963
2635	OG0002635	YOL094C	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.93&CDS=1-978
2636	OG0002636	YOL096C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.128-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.128&CDS=1-930
2637	OG0002637	YOL097C	augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.263-mRNA-1_1&gene=augustus_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.263&CDS=1-1278
2638	OG0002638	YOL102C	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.306-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.306&CDS=1-921
2639	OG0002639	YOL114C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.79-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.79&CDS=1-621
2640	OG0002640	YOL115W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.83-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-9.83&CDS=1-1743
2641	OG0002641	YOL123W	snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.49&CDS=1-1479
2642	OG0002642	YOL124C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.133-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.133&CDS=1-1308
2643	OG0002643	YOL125W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.129&CDS=1-1101
2644	OG0002644	YOL127W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.215-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.215&CDS=1-1092
2645	OG0002645	YOL129W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.216-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.216&CDS=1-534
2646	OG0002646	YOL133W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.230-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.230&CDS=1-384
2647	OG0002647	YOL135C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.169-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.169&CDS=1-666
