	OrthologID	Arxula_adeninivorans	Saccharomyces_cerevisiae
2392	OG0002392	augustus_masked-Arad1D-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.64&CDS=1-1413	YDR257C
2393	OG0002393	augustus_masked-Arad1D-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.65&CDS=1-876	YNR022C
2394	OG0002394	genemark-Arad1D-processed-gene-1.114-mRNA-1_1&gene=genemark-Arad1D-processed-gene-1.114&CDS=1-1455	YKR051W
2395	OG0002395	augustus_masked-Arad1D-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.81&CDS=1-4797	YMR162C
2396	OG0002396	augustus_masked-Arad1D-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.68&CDS=1-1104	YDR527W
2397	OG0002397	augustus_masked-Arad1D-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.70&CDS=1-1152	YML005W
2398	OG0002398	augustus_masked-Arad1D-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.82&CDS=1-1740	YNL027W
2399	OG0002399	genemark-Arad1D-processed-gene-1.118-mRNA-1_1&gene=genemark-Arad1D-processed-gene-1.118&CDS=1-1326	YOL072W
2400	OG0002400	augustus_masked-Arad1D-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.72&CDS=1-780	YHR038W
2401	OG0002401	augustus_masked-Arad1D-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.89&CDS=1-1800	YHR039C
2402	OG0002402	augustus_masked-Arad1D-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.93&CDS=1-732	YBR213W
2403	OG0002403	augustus_masked-Arad1D-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.94&CDS=1-1455	YGL055W
2404	OG0002404	augustus_masked-Arad1D-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.74&CDS=1-933	YJR129C
2405	OG0002405	augustus_masked-Arad1D-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.98&CDS=1-1518	YDR101C
2406	OG0002406	genemark-Arad1D-processed-gene-1.124-mRNA-1_1&gene=genemark-Arad1D-processed-gene-1.124&CDS=1-1881	YNL251C
2407	OG0002407	augustus_masked-Arad1D-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.100&CDS=1-900	YNL252C
2408	OG0002408	augustus_masked-Arad1D-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.101&CDS=1-498	YPR098C
2409	OG0002409	augustus_masked-Arad1D-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.78&CDS=1-1194	YBL082C
2410	OG0002410	augustus_masked-Arad1D-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.79&CDS=1-1437	YDL103C
2411	OG0002411	augustus_masked-Arad1D-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-1.104&CDS=1-2820	YER109C
2412	OG0002412	augustus_masked-Arad1D-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.58&CDS=1-1467	YGR255C
2413	OG0002413	augustus_masked-Arad1D-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.54&CDS=1-1449	YIL065C
2414	OG0002414	augustus_masked-Arad1D-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.55&CDS=1-1410	YDR105C
2415	OG0002415	augustus_masked-Arad1D-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.56&CDS=1-2397	YNL256W
2416	OG0002416	augustus_masked-Arad1D-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.60&CDS=1-1923	YDR108W
2417	OG0002417	augustus_masked-Arad1D-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.85&CDS=1-444	YER180C-A
2418	OG0002418	augustus_masked-Arad1D-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.65&CDS=1-2454	YJL094C
2419	OG0002419	augustus_masked-Arad1D-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.67&CDS=1-1152	YMR272C
2420	OG0002420	augustus_masked-Arad1D-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.68&CDS=1-609	YCR060W
2421	OG0002421	augustus_masked-Arad1D-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.69&CDS=1-819	YML105C
2422	OG0002422	augustus_masked-Arad1D-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.74&CDS=1-1056	YIR011C
2423	OG0002423	augustus_masked-Arad1D-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.75&CDS=1-7206	YHR165C
2424	OG0002424	augustus_masked-Arad1D-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.76&CDS=1-852	YDR429C
2425	OG0002425	maker-Arad1D-augustus-gene-2.163-mRNA-1_1&gene=maker-Arad1D-augustus-gene-2.163&CDS=1-1659	YDR428C
2426	OG0002426	augustus_masked-Arad1D-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.96&CDS=1-1161	YDR427W
2427	OG0002427	augustus_masked-Arad1D-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.97&CDS=1-1014	YHR067W
2428	OG0002428	maker-Arad1D-augustus-gene-2.164-mRNA-1_1&gene=maker-Arad1D-augustus-gene-2.164&CDS=1-3708	YDR335W
2429	OG0002429	augustus_masked-Arad1D-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.79&CDS=1-2997	YDR430C
2430	OG0002430	augustus_masked-Arad1D-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.99&CDS=1-885	YHR088W
2431	OG0002431	augustus_masked-Arad1D-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.100&CDS=1-2112	YHR042W
2432	OG0002432	augustus_masked-Arad1D-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-2.101&CDS=1-1362	YHR070W
2433	OG0002433	genemark-Arad1D-processed-gene-2.29-mRNA-1_1&gene=genemark-Arad1D-processed-gene-2.29&CDS=1-951	YHR069C
2434	OG0002434	genemark-Arad1D-processed-gene-2.53-mRNA-1_1&gene=genemark-Arad1D-processed-gene-2.53&CDS=1-870	YDL201W
2435	OG0002435	augustus_masked-Arad1D-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.7&CDS=1-810	YDL086W
2436	OG0002436	augustus_masked-Arad1D-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.8&CDS=1-993	YMR146C
2437	OG0002437	snap_masked-Arad1D-processed-gene-3.92-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-3.92&CDS=1-678	YOR283W
2438	OG0002438	augustus_masked-Arad1D-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.13&CDS=1-564	YFR001W
2439	OG0002439	augustus_masked-Arad1D-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.14&CDS=1-786	YJR060W
2440	OG0002440	augustus_masked-Arad1D-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.39&CDS=1-927	YJR062C
2441	OG0002441	genemark-Arad1D-processed-gene-3.149-mRNA-1_1&gene=genemark-Arad1D-processed-gene-3.149&CDS=1-153	YJL189W
2442	OG0002442	augustus_masked-Arad1D-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.18&CDS=1-1161	YER178W
2443	OG0002443	maker-Arad1D-augustus-gene-3.2-mRNA-1_1&gene=maker-Arad1D-augustus-gene-3.2&CDS=1-6507	YER172C
2444	OG0002444	augustus_masked-Arad1D-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.40&CDS=1-957	YNR003C
2445	OG0002445	augustus_masked-Arad1D-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.41&CDS=1-960	YDR353W
2446	OG0002446	augustus_masked-Arad1D-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.44&CDS=1-456	YHR105W
2447	OG0002447	augustus_masked-Arad1D-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.45&CDS=1-1722	YKL029C
2448	OG0002448	augustus_masked-Arad1D-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.50&CDS=1-2790	YDR270W
2449	OG0002449	augustus_masked-Arad1D-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.51&CDS=1-2202	YMR165C
2450	OG0002450	snap_masked-Arad1D-processed-gene-3.110-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-3.110&CDS=1-1062	YDL226C
2451	OG0002451	snap_masked-Arad1D-processed-gene-3.111-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-3.111&CDS=1-2538	YNL201C
2452	OG0002452	augustus_masked-Arad1D-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.55&CDS=1-693	YNL200C
2453	OG0002453	augustus_masked-Arad1D-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.27&CDS=1-522	YOR226C
2454	OG0002454	augustus_masked-Arad1D-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.28&CDS=1-351	YPR166C
2455	OG0002455	augustus_masked-Arad1D-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-3.31&CDS=1-558	YLR168C
2456	OG0002456	augustus_masked-Arad1D-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.3&CDS=1-1311	YOR197W
2457	OG0002457	augustus_masked-Arad1D-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.24&CDS=1-1368	YOR198C
2458	OG0002458	augustus_masked-Arad1D-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.4&CDS=1-837	YPL117C
2459	OG0002459	augustus_masked-Arad1D-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.9&CDS=1-2304	YPL115C
2460	OG0002460	augustus_masked-Arad1D-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.27&CDS=1-1149	YOR196C
2461	OG0002461	augustus_masked-Arad1D-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.11&CDS=1-6669	YNR016C
2462	OG0002462	maker-Arad1D-augustus-gene-4.143-mRNA-1_1&gene=maker-Arad1D-augustus-gene-4.143&CDS=1-3888	YMR301C
2463	OG0002463	maker-Arad1D-augustus-gene-4.144-mRNA-1_1&gene=maker-Arad1D-augustus-gene-4.144&CDS=1-1473	YDL111C
2464	OG0002464	augustus_masked-Arad1D-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.13&CDS=1-1683	YLR433C
2465	OG0002465	augustus_masked-Arad1D-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.15&CDS=1-1332	YPR036W
2466	OG0002466	augustus_masked-Arad1D-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.37&CDS=1-2346	YGL083W
2467	OG0002467	augustus_masked-Arad1D-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.38&CDS=1-1518	YGL073W
2468	OG0002468	augustus_masked-Arad1D-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.39&CDS=1-1704	YGR149W
2469	OG0002469	maker-Arad1D-augustus-gene-4.142-mRNA-1_1&gene=maker-Arad1D-augustus-gene-4.142&CDS=1-750	YOL038W
2470	OG0002470	augustus_masked-Arad1D-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.20&CDS=1-2118	YBR198C
2471	OG0002471	augustus_masked-Arad1D-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-4.41&CDS=1-750	YLR411W
2472	OG0002472	augustus_masked-Arad1D-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.64&CDS=1-1737	YMR313C
2473	OG0002473	snap_masked-Arad1D-processed-gene-5.8-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.8&CDS=1-723	YMR312W
2474	OG0002474	augustus_masked-Arad1D-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.65&CDS=1-1296	YGR285C
2475	OG0002475	augustus_masked-Arad1D-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.67&CDS=1-873	YBR291C
2476	OG0002476	augustus_masked-Arad1D-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.94&CDS=1-1143	YBR290W
2477	OG0002477	augustus_masked-Arad1D-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.95&CDS=1-1545	YJR078W
2478	OG0002478	augustus_masked-Arad1D-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.96&CDS=1-663	YPL067C
2479	OG0002479	augustus_masked-Arad1D-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.97&CDS=1-1167	YJR075W
2480	OG0002480	snap_masked-Arad1D-processed-gene-5.39-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.39&CDS=1-570	YJR074W
2481	OG0002481	augustus_masked-Arad1D-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.100&CDS=1-1758	YBR296C
2482	OG0002482	snap_masked-Arad1D-processed-gene-5.42-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.42&CDS=1-1920	YMR066W
2483	OG0002483	maker-Arad1D-snap-gene-5.60-mRNA-1_1&gene=maker-Arad1D-snap-gene-5.60&CDS=1-2076	YHR154W
2484	OG0002484	augustus_masked-Arad1D-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.102&CDS=1-1551	YBR222C
2485	OG0002485	augustus_masked-Arad1D-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.103&CDS=1-1635	YGL119W
2486	OG0002486	augustus_masked-Arad1D-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.79&CDS=1-2193	YGL120C
2487	OG0002487	augustus_masked-Arad1D-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.80&CDS=1-1467	YHR183W
2488	OG0002488	genemark-Arad1D-processed-gene-5.160-mRNA-1_1&gene=genemark-Arad1D-processed-gene-5.160&CDS=1-795	YDR174W
2489	OG0002489	genemark-Arad1D-processed-gene-5.161-mRNA-1_1&gene=genemark-Arad1D-processed-gene-5.161&CDS=1-648	YJL035C
2490	OG0002490	augustus_masked-Arad1D-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.81&CDS=1-1992	YJL034W
2491	OG0002491	augustus_masked-Arad1D-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.105&CDS=1-642	YJL030W
2492	OG0002492	augustus_masked-Arad1D-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.82&CDS=1-984	YJL031C
2493	OG0002493	genemark-Arad1D-processed-gene-5.163-mRNA-1_1&gene=genemark-Arad1D-processed-gene-5.163&CDS=1-828	YJL006C
2494	OG0002494	augustus_masked-Arad1D-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.108&CDS=1-1398	YJL036W
2495	OG0002495	augustus_masked-Arad1D-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.86&CDS=1-1329	YGL122C
2496	OG0002496	augustus_masked-Arad1D-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.110&CDS=1-2331	YJL033W
2497	OG0002497	augustus_masked-Arad1D-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.87&CDS=1-621	YLR016C
2498	OG0002498	augustus_masked-Arad1D-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.111&CDS=1-2388	YJL029C
2499	OG0002499	snap_masked-Arad1D-processed-gene-5.28-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.28&CDS=1-1665	YJL008C
2500	OG0002500	augustus_masked-Arad1D-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.113&CDS=1-807	YJR113C
2501	OG0002501	snap_masked-Arad1D-processed-gene-5.30-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.30&CDS=1-927	YDR175C
2502	OG0002502	snap_masked-Arad1D-processed-gene-5.31-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-5.31&CDS=1-1668	YJL111W
2503	OG0002503	maker-Arad1D-augustus-gene-5.1-mRNA-1_1&gene=maker-Arad1D-augustus-gene-5.1&CDS=1-732	YPL199C
2504	OG0002504	augustus_masked-Arad1D-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.115&CDS=1-1866	YMR290C
2505	OG0002505	genemark-Arad1D-processed-gene-5.173-mRNA-1_1&gene=genemark-Arad1D-processed-gene-5.173&CDS=1-921	YMR097C
2506	OG0002506	augustus_masked-Arad1D-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-5.93&CDS=1-819	YKL110C
2507	OG0002507	augustus_masked-Arad1D-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.56&CDS=1-918	YDR459C
2508	OG0002508	augustus_masked-Arad1D-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.52&CDS=1-927	YDR460W
2509	OG0002509	augustus_masked-Arad1D-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.57&CDS=1-510	YML036W
2510	OG0002510	augustus_masked-Arad1D-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.58&CDS=1-813	YGR267C
2511	OG0002511	maker-Arad1D-snap-gene-6.150-mRNA-1_1&gene=maker-Arad1D-snap-gene-6.150&CDS=1-780	YGR268C
2512	OG0002512	augustus_masked-Arad1D-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.54&CDS=1-450	YDR462W
2513	OG0002513	augustus_masked-Arad1D-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.62&CDS=1-1437	YOL049W
2514	OG0002514	augustus_masked-Arad1D-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.65&CDS=1-1071	YOR042W
2515	OG0002515	augustus_masked-Arad1D-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.66&CDS=1-1239	YLR328W
2516	OG0002516	augustus_masked-Arad1D-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.69&CDS=1-1005	YHR004C
2517	OG0002517	augustus_masked-Arad1D-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.90&CDS=1-1155	YKL080W
2518	OG0002518	augustus_masked-Arad1D-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.70&CDS=1-1170	YKL082C
2519	OG0002519	augustus_masked-Arad1D-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.71&CDS=1-1530	YPR002W
2520	OG0002520	augustus_masked-Arad1D-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.72&CDS=1-636	YDR177W
2521	OG0002521	augustus_masked-Arad1D-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.73&CDS=1-1317	YDL007W
2522	OG0002522	augustus_masked-Arad1D-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.74&CDS=1-2082	YDR176W
2523	OG0002523	augustus_masked-Arad1D-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.93&CDS=1-1458	YLR163C
2524	OG0002524	snap_masked-Arad1D-processed-gene-6.142-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-6.142&CDS=1-1311	YDR179W-A
2525	OG0002525	augustus_masked-Arad1D-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.78&CDS=1-4755	YDR180W
2526	OG0002526	augustus_masked-Arad1D-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.79&CDS=1-2400	YMR125W
2527	OG0002527	genemark-Arad1D-processed-gene-6.26-mRNA-1_1&gene=genemark-Arad1D-processed-gene-6.26&CDS=1-168	YNL070W
2528	OG0002528	augustus_masked-Arad1D-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.96&CDS=1-873	YIL134W
2529	OG0002529	augustus_masked-Arad1D-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.97&CDS=1-2226	YOR113W
2530	OG0002530	augustus_masked-Arad1D-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.98&CDS=1-1959	YCR084C
2531	OG0002531	snap_masked-Arad1D-processed-gene-6.148-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-6.148&CDS=1-1899	YIL005W
2532	OG0002532	augustus_masked-Arad1D-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.80&CDS=1-3849	YKL215C
2533	OG0002533	augustus_masked-Arad1D-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-6.82&CDS=1-2478	YNL313C
2534	OG0002534	augustus_masked-Arad1D-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.0&CDS=1-330	YGR215W
2535	OG0002535	augustus_masked-Arad1D-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.5&CDS=1-6342	YGR217W
2536	OG0002536	genemark-Arad1D-processed-gene-7.106-mRNA-1_1&gene=genemark-Arad1D-processed-gene-7.106&CDS=1-2064	YGR216C
2537	OG0002537	augustus_masked-Arad1D-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.22&CDS=1-987	YGL225W
2538	OG0002538	augustus_masked-Arad1D-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.23&CDS=1-528	YGL237C
2539	OG0002539	augustus_masked-Arad1D-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.8&CDS=1-1467	YGR211W
2540	OG0002540	augustus_masked-Arad1D-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.10&CDS=1-1965	YGL236C
2541	OG0002541	augustus_masked-Arad1D-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.11&CDS=1-801	YLR003C
2542	OG0002542	maker-Arad1D-augustus-gene-7.151-mRNA-1_1&gene=maker-Arad1D-augustus-gene-7.151&CDS=1-2892	YGL238W
2543	OG0002543	augustus_masked-Arad1D-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.28&CDS=1-672	YGL240W
2544	OG0002544	augustus_masked-Arad1D-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.29&CDS=1-876	YFR047C
2545	OG0002545	augustus_masked-Arad1D-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.30&CDS=1-639	YBR154C
2546	OG0002546	augustus_masked-Arad1D-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.14&CDS=1-1188	YMR026C
2547	OG0002547	genemark-Arad1D-processed-gene-7.134-mRNA-1_1&gene=genemark-Arad1D-processed-gene-7.134&CDS=1-2823	YER162C
2548	OG0002548	genemark-Arad1D-processed-gene-7.137-mRNA-1_1&gene=genemark-Arad1D-processed-gene-7.137&CDS=1-5502	YNL271C
2549	OG0002549	augustus_masked-Arad1D-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.40&CDS=1-1989	YNL272C
2550	OG0002550	augustus_masked-Arad1D-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.41&CDS=1-1314	YFR021W
2551	OG0002551	maker-Arad1D-augustus-gene-7.153-mRNA-1_1&gene=maker-Arad1D-augustus-gene-7.153&CDS=1-318	YPL098C
2552	OG0002552	maker-Arad1D-augustus-gene-7.154-mRNA-1_1&gene=maker-Arad1D-augustus-gene-7.154&CDS=1-420	YMR074C
2553	OG0002553	augustus_masked-Arad1D-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.44&CDS=1-1626	YEL063C
2554	OG0002554	augustus_masked-Arad1D-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-7.20&CDS=1-2817	YNL267W
2555	OG0002555	genemark-Arad1D-processed-gene-8.4-mRNA-1_1&gene=genemark-Arad1D-processed-gene-8.4&CDS=1-1401	YBR110W
2556	OG0002556	augustus_masked-Arad1D-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.62&CDS=1-567	YHR041C
2557	OG0002557	augustus_masked-Arad1D-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.90&CDS=1-1278	YAL022C
2558	OG0002558	augustus_masked-Arad1D-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.63&CDS=1-1974	YOL141W
2559	OG0002559	augustus_masked-Arad1D-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.91&CDS=1-1131	YDR289C
2560	OG0002560	augustus_masked-Arad1D-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.64&CDS=1-684	YGR167W
2561	OG0002561	augustus_masked-Arad1D-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.65&CDS=1-513	YGL047W
2562	OG0002562	augustus_masked-Arad1D-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.66&CDS=1-540	YPR067W
2563	OG0002563	augustus_masked-Arad1D-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.67&CDS=1-903	YAR015W
2564	OG0002564	maker-Arad1D-augustus-gene-8.177-mRNA-1_1&gene=maker-Arad1D-augustus-gene-8.177&CDS=1-2733	YER156C
