	OrthologID	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
2672	OG0002672	augustus_masked-ari-_s58-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.30&CDS=1-1161	YGL246C
2673	OG0002673	snap_masked-ari-_s58-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-0.92&CDS=1-1404	YOR154W
2674	OG0002674	augustus_masked-ari-_s58-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.32&CDS=1-1386	YCR095C
2675	OG0002675	augustus_masked-ari-_s58-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.33&CDS=1-2574	YER069W
2676	OG0002676	augustus_masked-ari-_s58-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.35&CDS=1-516	YOR252W
2677	OG0002677	augustus_masked-ari-_s58-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.14&CDS=1-504	YOR276W
2678	OG0002678	augustus_masked-ari-_s58-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.36&CDS=1-2592	YMR212C
2679	OG0002679	augustus_masked-ari-_s58-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.37&CDS=1-603	YOL102C
2680	OG0002680	augustus_masked-ari-_s58-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.38&CDS=1-2469	YGR128C
2681	OG0002681	augustus_masked-ari-_s58-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.15&CDS=1-2997	YMR231W
2682	OG0002682	augustus_masked-ari-_s58-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.17&CDS=1-894	YDR233C
2683	OG0002683	augustus_masked-ari-_s58-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.39&CDS=1-897	YDL201W
2684	OG0002684	augustus_masked-ari-_s58-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.40&CDS=1-801	YDL202W
2685	OG0002685	augustus_masked-ari-_s58-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.18&CDS=1-1533	YMR239C
2686	OG0002686	augustus_masked-ari-_s58-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-0.19&CDS=1-1686	YDR101C
2687	OG0002687	maker-ari-_s58-augustus-gene-1.0-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-1.0&CDS=1-3654	YHR107C
2688	OG0002688	augustus_masked-ari-_s58-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.53&CDS=1-852	YMR244W
2689	OG0002689	augustus_masked-ari-_s58-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.51&CDS=1-477	YMR059W
2690	OG0002690	maker-ari-_s58-augustus-gene-1.2-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-1.2&CDS=1-5283	YDR091C
2691	OG0002691	augustus_masked-ari-_s58-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.56&CDS=1-4101	YER164W
2692	OG0002692	augustus_masked-ari-_s58-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.58&CDS=1-2625	YDR074W
2693	OG0002693	maker-ari-_s58-augustus-gene-1.1-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-1.1&CDS=1-2334	YPL094C
2694	OG0002694	augustus_masked-ari-_s58-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.61&CDS=1-1455	YDR036C
2695	OG0002695	augustus_masked-ari-_s58-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.77&CDS=1-1980	YLR214W
2696	OG0002696	augustus_masked-ari-_s58-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.62&CDS=1-1653	YCL043C
2697	OG0002697	augustus_masked-ari-_s58-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.80&CDS=1-1542	YNL277W
2698	OG0002698	augustus_masked-ari-_s58-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.81&CDS=1-4941	YLR189C
2699	OG0002699	augustus_masked-ari-_s58-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.65&CDS=1-996	YOR075W
2700	OG0002700	augustus_masked-ari-_s58-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.66&CDS=1-1431	YPR036W
2701	OG0002701	augustus_masked-ari-_s58-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.86&CDS=1-927	YFR041C
2702	OG0002702	augustus_masked-ari-_s58-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.71&CDS=1-285	YMR225C
2703	OG0002703	augustus_masked-ari-_s58-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.72&CDS=1-1161	YGR234W
2704	OG0002704	augustus_masked-ari-_s58-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.73&CDS=1-780	YLL041C
2705	OG0002705	augustus_masked-ari-_s58-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.74&CDS=1-1128	YOR388C
2706	OG0002706	augustus_masked-ari-_s58-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-1.90&CDS=1-834	YLR407W
2707	OG0002707	genemark-ari-_s58-processed-gene-2.47-mRNA-1_1&gene=genemark-ari-_s58-processed-gene-2.47&CDS=1-1665	YDL076C
2708	OG0002708	genemark-ari-_s58-processed-gene-2.48-mRNA-1_1&gene=genemark-ari-_s58-processed-gene-2.48&CDS=1-3192	YDL077C
2709	OG0002709	augustus_masked-ari-_s58-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.2&CDS=1-2808	YLR409C
2710	OG0002710	augustus_masked-ari-_s58-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.0&CDS=1-1842	YLR401C
2711	OG0002711	augustus_masked-ari-_s58-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.4&CDS=1-1728	YLR152C
2712	OG0002712	augustus_masked-ari-_s58-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.28&CDS=1-1617	YML069W
2713	OG0002713	maker-ari-_s58-augustus-gene-2.154-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-2.154&CDS=1-6117	YDR158W
2714	OG0002714	augustus_masked-ari-_s58-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.30&CDS=1-672	YDL098C
2715	OG0002715	augustus_masked-ari-_s58-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.7&CDS=1-732	YMR156C
2716	OG0002716	snap_masked-ari-_s58-processed-gene-2.135-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-2.135&CDS=1-717	YMR157C
2717	OG0002717	augustus_masked-ari-_s58-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.8&CDS=1-468	YMR158W
2718	OG0002718	augustus_masked-ari-_s58-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.10&CDS=1-1011	YGL115W
2719	OG0002719	augustus_masked-ari-_s58-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.11&CDS=1-2109	YGL114W
2720	OG0002720	augustus_masked-ari-_s58-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.34&CDS=1-921	YBR231C
2721	OG0002721	snap_masked-ari-_s58-processed-gene-2.139-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-2.139&CDS=1-339	YLL014W
2722	OG0002722	augustus_masked-ari-_s58-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.13&CDS=1-1197	YGR185C
2723	OG0002723	snap_masked-ari-_s58-processed-gene-2.116-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-2.116&CDS=1-231	YGR183C
2724	OG0002724	maker-ari-_s58-snap-gene-2.161-mRNA-1_1&gene=maker-ari-_s58-snap-gene-2.161&CDS=1-4821	YDR301W
2725	OG0002725	augustus_masked-ari-_s58-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.15&CDS=1-636	YBL040C
2726	OG0002726	augustus_masked-ari-_s58-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.38&CDS=1-843	YBL041W
2727	OG0002727	augustus_masked-ari-_s58-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.39&CDS=1-279	YGR181W
2728	OG0002728	augustus_masked-ari-_s58-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.17&CDS=1-2796	YPL109C
2729	OG0002729	augustus_masked-ari-_s58-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.19&CDS=1-1089	YGR187C
2730	OG0002730	augustus_masked-ari-_s58-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.40&CDS=1-1692	YGR186W
2731	OG0002731	snap_masked-ari-_s58-processed-gene-2.125-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-2.125&CDS=1-1233	YJR013W
2732	OG0002732	augustus_masked-ari-_s58-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.22&CDS=1-732	YGR195W
2733	OG0002733	augustus_masked-ari-_s58-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.23&CDS=1-999	YGR284C
2734	OG0002734	augustus_masked-ari-_s58-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.24&CDS=1-750	YKL087C
2735	OG0002735	augustus_masked-ari-_s58-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.44&CDS=1-1320	YMR220W
2736	OG0002736	augustus_masked-ari-_s58-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.25&CDS=1-1347	YBR166C
2737	OG0002737	augustus_masked-ari-_s58-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-2.26&CDS=1-636	YMR311C
2738	OG0002738	maker-ari-_s58-augustus-gene-3.1-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-3.1&CDS=1-3378	YGR285C
2739	OG0002739	augustus_masked-ari-_s58-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.61&CDS=1-1791	YBR158W
2740	OG0002740	augustus_masked-ari-_s58-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.90&CDS=1-2274	YOL076W
2741	OG0002741	augustus_masked-ari-_s58-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.91&CDS=1-678	YOR283W
2742	OG0002742	augustus_masked-ari-_s58-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.93&CDS=1-1680	YNL115C
2743	OG0002743	snap_masked-ari-_s58-processed-gene-3.160-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-3.160&CDS=1-1257	YER152C
2744	OG0002744	augustus_masked-ari-_s58-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.95&CDS=1-1383	YNL206C
2745	OG0002745	augustus_masked-ari-_s58-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.72&CDS=1-3120	YER151C
2746	OG0002746	snap_masked-ari-_s58-processed-gene-3.163-mRNA-1_1&gene=snap_masked-ari-_s58-processed-gene-3.163&CDS=1-2301	YNL221C
2747	OG0002747	augustus_masked-ari-_s58-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.97&CDS=1-675	YNL222W
2748	OG0002748	augustus_masked-ari-_s58-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.98&CDS=1-1155	YNL223W
2749	OG0002749	maker-ari-_s58-snap-gene-3.119-mRNA-1_1&gene=maker-ari-_s58-snap-gene-3.119&CDS=1-1773	YNL227C
2750	OG0002750	augustus_masked-ari-_s58-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.75&CDS=1-1677	YER087W
2751	OG0002751	augustus_masked-ari-_s58-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.76&CDS=1-2064	YBL051C
2752	OG0002752	augustus_masked-ari-_s58-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.102&CDS=1-1206	YBL055C
2753	OG0002753	maker-ari-_s58-augustus-gene-3.2-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-3.2&CDS=1-1509	YJR121W
2754	OG0002754	augustus_masked-ari-_s58-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.104&CDS=1-2361	YJR119C
2755	OG0002755	augustus_masked-ari-_s58-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.80&CDS=1-828	YER023W
2756	OG0002756	maker-ari-_s58-augustus-gene-3.0-mRNA-1_1&gene=maker-ari-_s58-augustus-gene-3.0&CDS=1-1296	YDL084W
2757	OG0002757	augustus_masked-ari-_s58-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.82&CDS=1-1311	YLR303W
2758	OG0002758	augustus_masked-ari-_s58-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.83&CDS=1-1290	YLR438W
2759	OG0002759	augustus_masked-ari-_s58-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.110&CDS=1-2439	YLR138W
2760	OG0002760	augustus_masked-ari-_s58-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.84&CDS=1-792	YER163C
2761	OG0002761	augustus_masked-ari-_s58-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.111&CDS=1-1275	YNL175C
2762	OG0002762	augustus_masked-ari-_s58-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.86&CDS=1-2262	YBR251W
2763	OG0002763	augustus_masked-ari-_s58-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-ari-_s58-processed-gene-3.89&CDS=1-3252	YFR030W
2764	OG0002764	augustus_masked-ari-_s59-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s59-processed-gene-0.6&CDS=1-1281	YDR449C
2765	OG0002765	augustus_masked-ari-_s62-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ari-_s62-processed-gene-0.21&CDS=1-429	YOR369C
2766	OG0002766	augustus_masked-ari-_s62-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s62-processed-gene-0.15&CDS=1-1320	YOR323C
2767	OG0002767	augustus_masked-ari-_s62-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s62-processed-gene-0.22&CDS=1-816	YBR213W
2768	OG0002768	augustus_masked-ari-_s62-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s62-processed-gene-0.16&CDS=1-1863	YOR370C
2769	OG0002769	maker-ari-_s62-augustus-gene-0.41-mRNA-1_1&gene=maker-ari-_s62-augustus-gene-0.41&CDS=1-5415	YAL026C
2770	OG0002770	genemark-ari-_s62-processed-gene-0.8-mRNA-1_1&gene=genemark-ari-_s62-processed-gene-0.8&CDS=1-5652	YHL030W
2771	OG0002771	augustus_masked-ari-_s64-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.27&CDS=1-1206	YDR415C
2772	OG0002772	augustus_masked-ari-_s64-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.39&CDS=1-414	YCR028C-A
2773	OG0002773	genemark-ari-_s64-processed-gene-0.52-mRNA-1_1&gene=genemark-ari-_s64-processed-gene-0.52&CDS=1-771	YPR037C
2774	OG0002774	maker-ari-_s64-augustus-gene-0.74-mRNA-1_1&gene=maker-ari-_s64-augustus-gene-0.74&CDS=1-834	YHL031C
2775	OG0002775	augustus_masked-ari-_s64-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.43&CDS=1-894	YPL131W
2776	OG0002776	augustus_masked-ari-_s64-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.44&CDS=1-1878	YAL016W
2777	OG0002777	augustus_masked-ari-_s64-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.47&CDS=1-2109	YMR284W
2778	OG0002778	augustus_masked-ari-_s64-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s64-processed-gene-0.48&CDS=1-621	YJR057W
2779	OG0002779	augustus_masked-ari-_s65-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.47&CDS=1-645	YDL213C
2780	OG0002780	genemark-ari-_s65-processed-gene-0.27-mRNA-1_1&gene=genemark-ari-_s65-processed-gene-0.27&CDS=1-771	YDL212W
2781	OG0002781	augustus_masked-ari-_s65-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.50&CDS=1-903	YNL177C
2782	OG0002782	augustus_masked-ari-_s65-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.51&CDS=1-636	YBL049W
2783	OG0002783	augustus_masked-ari-_s65-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.61&CDS=1-2037	YNL186W
2784	OG0002784	augustus_masked-ari-_s65-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.63&CDS=1-8181	YGL195W
2785	OG0002785	augustus_masked-ari-_s65-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ari-_s65-processed-gene-0.54&CDS=1-4320	YMR190C
2786	OG0002786	snap_masked-ari-_s65-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ari-_s65-processed-gene-0.13&CDS=1-1161	YPL248C
2787	OG0002787	genemark-ari-_s65-processed-gene-0.37-mRNA-1_1&gene=genemark-ari-_s65-processed-gene-0.37&CDS=1-1122	YPL249C
2788	OG0002788	augustus_masked-ari-_s66-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s66-processed-gene-0.5&CDS=1-2445	YAL021C
2789	OG0002789	augustus_masked-ari-_s66-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s66-processed-gene-0.1&CDS=1-3246	YMR280C
2790	OG0002790	augustus_masked-ari-_s66-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s66-processed-gene-0.3&CDS=1-915	YMR281W
2791	OG0002791	augustus_masked-ari-_s66-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s66-processed-gene-0.8&CDS=1-1209	YLR085C
2792	OG0002792	augustus_masked-ari-_s67-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.7&CDS=1-1035	YKL151C
2793	OG0002793	augustus_masked-ari-_s67-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.0&CDS=1-879	YKL150W
2794	OG0002794	augustus_masked-ari-_s67-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.1&CDS=1-2241	YKL149C
2795	OG0002795	augustus_masked-ari-_s67-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.2&CDS=1-1251	YGR117C
2796	OG0002796	augustus_masked-ari-_s67-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.3&CDS=1-1044	YPR128C
2797	OG0002797	augustus_masked-ari-_s67-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.8&CDS=1-1485	YPR133C
2798	OG0002798	augustus_masked-ari-_s67-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s67-processed-gene-0.5&CDS=1-867	YPR129W
2799	OG0002799	augustus_masked-ari-_s69-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s69-processed-gene-0.12&CDS=1-3378	YNL329C
2800	OG0002800	augustus_masked-ari-_s69-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s69-processed-gene-0.17&CDS=1-429	YNL328C
2801	OG0002801	augustus_masked-ari-_s69-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s69-processed-gene-0.14&CDS=1-1512	YAL038W
2802	OG0002802	augustus_masked-ari-_s69-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s69-processed-gene-0.15&CDS=1-921	YML110C
2803	OG0002803	augustus_masked-ari-_s69-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s69-processed-gene-0.16&CDS=1-1074	YLR291C
2804	OG0002804	augustus_masked-ari-_s7-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.35&CDS=1-1473	YMR211W
2805	OG0002805	augustus_masked-ari-_s7-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.22&CDS=1-1053	YMR214W
2806	OG0002806	augustus_masked-ari-_s7-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.36&CDS=1-1311	YCL052C
2807	OG0002807	augustus_masked-ari-_s7-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.23&CDS=1-612	YJR073C
2808	OG0002808	snap_masked-ari-_s7-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ari-_s7-processed-gene-0.2&CDS=1-735	YOR352W
2809	OG0002809	maker-ari-_s7-snap-gene-0.21-mRNA-1_1&gene=maker-ari-_s7-snap-gene-0.21&CDS=1-3945	YKL209C
2810	OG0002810	augustus_masked-ari-_s7-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.39&CDS=1-3054	YKL210W
2811	OG0002811	augustus_masked-ari-_s7-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.30&CDS=1-2124	YIL005W
2812	OG0002812	augustus_masked-ari-_s7-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.31&CDS=1-1320	YER003C
2813	OG0002813	augustus_masked-ari-_s7-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.33&CDS=1-627	YER002W
2814	OG0002814	augustus_masked-ari-_s7-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.41&CDS=1-921	YIL003W
2815	OG0002815	augustus_masked-ari-_s7-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s7-processed-gene-0.34&CDS=1-477	YIL004C
2816	OG0002816	augustus_masked-ari-_s71-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s71-processed-gene-0.0&CDS=1-1107	YLR113W
2817	OG0002817	augustus_masked-ari-_s72-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.15&CDS=1-1332	YNR050C
2818	OG0002818	augustus_masked-ari-_s72-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.2&CDS=1-549	YJR074W
2819	OG0002819	augustus_masked-ari-_s72-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.17&CDS=1-708	YOL135C
2820	OG0002820	augustus_masked-ari-_s72-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.4&CDS=1-345	YOL133W
2821	OG0002821	maker-ari-_s72-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s72-augustus-gene-0.0&CDS=1-1281	YNL316C
2822	OG0002822	augustus_masked-ari-_s72-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.5&CDS=1-522	YKR065C
2823	OG0002823	augustus_masked-ari-_s72-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.6&CDS=1-2991	YIL125W
2824	OG0002824	augustus_masked-ari-_s72-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.21&CDS=1-861	YIL124W
2825	OG0002825	augustus_masked-ari-_s72-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.11&CDS=1-1932	YDR208W
2826	OG0002826	augustus_masked-ari-_s72-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.25&CDS=1-1224	YDL001W
2827	OG0002827	augustus_masked-ari-_s72-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.13&CDS=1-7551	YBL004W
2828	OG0002828	augustus_masked-ari-_s72-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.26&CDS=1-1065	YDL002C
2829	OG0002829	maker-ari-_s72-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s72-augustus-gene-0.1&CDS=1-1431	YER134C
2830	OG0002830	augustus_masked-ari-_s72-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.29&CDS=1-2634	YJR010W
2831	OG0002831	augustus_masked-ari-_s72-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.14&CDS=1-3282	YER176W
2832	OG0002832	augustus_masked-ari-_s72-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s72-processed-gene-0.30&CDS=1-1503	YDR434W
2833	OG0002833	augustus_masked-ari-_s73-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s73-processed-gene-0.32&CDS=1-723	YPL002C
2834	OG0002834	augustus_masked-ari-_s73-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s73-processed-gene-0.27&CDS=1-1086	YMR152W
2835	OG0002835	augustus_masked-ari-_s73-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s73-processed-gene-0.34&CDS=1-1086	YPL069C
2836	OG0002836	augustus_masked-ari-_s74-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s74-processed-gene-0.0&CDS=1-741	YJL063C
2837	OG0002837	augustus_masked-ari-_s74-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s74-processed-gene-0.2&CDS=1-1146	YLR287C
2838	OG0002838	augustus_masked-ari-_s74-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s74-processed-gene-0.6&CDS=1-864	YJL068C
2839	OG0002839	augustus_masked-ari-_s74-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s74-processed-gene-0.3&CDS=1-888	YKR088C
