	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
2274	OG0002274	YLR071C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.221&CDS=1-3870
2275	OG0002275	YLR074C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.26&CDS=1-522
2276	OG0002276	YLR075W	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-1.50&CDS=1-657
2277	OG0002277	YLR077W	maker-NODE_42_length_96774_cov_44.1452_ID_24743-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_42_length_96774_cov_44.1452_ID_24743-snap-gene-0.101&CDS=1-3450
2278	OG0002278	YLR078C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.259&CDS=1-702
2279	OG0002279	YLR084C	genemark-NODE_80_length_34270_cov_45.88_ID_19537-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_80_length_34270_cov_45.88_ID_19537-processed-gene-0.21&CDS=1-3795
2280	OG0002280	YLR085C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.245-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.245&CDS=1-1254
2281	OG0002281	YLR086W	augustus_masked-NODE_95_length_22216_cov_51.8385_ID_21358-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_95_length_22216_cov_51.8385_ID_21358-processed-gene-0.11&CDS=1-3933
2282	OG0002282	YLR087C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.250&CDS=1-9264
2283	OG0002283	YLR088W	snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.68&CDS=1-1770
2284	OG0002284	YLR090W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.189&CDS=1-1356
2285	OG0002285	YLR097C	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.120&CDS=1-1137
2286	OG0002286	YLR100W	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.196&CDS=1-1065
2287	OG0002287	YLR103C	maker-NODE_31_length_131929_cov_41.0666_ID_14960-snap-gene-0.207-mRNA-1_1&gene=maker-NODE_31_length_131929_cov_41.0666_ID_14960-snap-gene-0.207&CDS=1-3342
2288	OG0002288	YLR104W	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.292-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.292&CDS=1-330
2289	OG0002289	YLR105C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.247&CDS=1-1089
2290	OG0002290	YLR106C	snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.121&CDS=1-16083
2291	OG0002291	YLR107W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.19&CDS=1-1347
2292	OG0002292	YLR109W	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-1.34&CDS=1-567
2293	OG0002293	YLR113W	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.3&CDS=1-1191
2294	OG0002294	YLR114C	maker-NODE_13_length_240629_cov_39.7979_ID_36636-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_13_length_240629_cov_39.7979_ID_36636-augustus-gene-1.4&CDS=1-3891
2295	OG0002295	YLR115W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.26&CDS=1-2682
2296	OG0002296	YLR116W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.6&CDS=1-1542
2297	OG0002297	YLR117C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.103&CDS=1-2211
2298	OG0002298	YLR118C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.67&CDS=1-678
2299	OG0002299	YLR126C	augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_26_length_161125_cov_39.819_ID_18698-processed-gene-0.177&CDS=1-768
2300	OG0002300	YLR127C	augustus_masked-NODE_89_length_24942_cov_41.5366_ID_20860-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_89_length_24942_cov_41.5366_ID_20860-processed-gene-0.8&CDS=1-1749
2301	OG0002301	YLR129W	maker-NODE_89_length_24942_cov_41.5366_ID_20860-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_89_length_24942_cov_41.5366_ID_20860-augustus-gene-0.11&CDS=1-3441
2302	OG0002302	YLR130C	augustus_masked-NODE_89_length_24942_cov_41.5366_ID_20860-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_89_length_24942_cov_41.5366_ID_20860-processed-gene-0.1&CDS=1-1269
2303	OG0002303	YLR133W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.186&CDS=1-1767
2304	OG0002304	YLR137W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.26&CDS=1-915
2305	OG0002305	YLR141W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.134&CDS=1-2403
2306	OG0002306	YLR142W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.154&CDS=1-1359
2307	OG0002307	YLR143W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.137&CDS=1-1851
2308	OG0002308	YLR144C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.39&CDS=1-2403
2309	OG0002309	YLR147C	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.144&CDS=1-297
2310	OG0002310	YLR148W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.123&CDS=1-2949
2311	OG0002311	YLR149C	snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.53&CDS=1-1473
2312	OG0002312	YLR150W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-4.10&CDS=1-765
2313	OG0002313	YLR151C	genemark-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.48&CDS=1-1152
2314	OG0002314	YLR163C	maker-NODE_23_length_194901_cov_37.8474_ID_45764-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_23_length_194901_cov_37.8474_ID_45764-augustus-gene-0.85&CDS=1-2361
2315	OG0002315	YLR166C	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-3.107&CDS=1-2826
2316	OG0002316	YLR167W	genemark-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.144&CDS=1-447
2317	OG0002317	YLR170C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.29&CDS=1-450
2318	OG0002318	YLR172C	snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.54&CDS=1-909
2319	OG0002319	YLR175W	snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_65_length_52007_cov_46.55_ID_18378-processed-gene-0.56&CDS=1-1440
2320	OG0002320	YLR176C	snap_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.3&CDS=1-2361
2321	OG0002321	YLR182W	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.9&CDS=1-2322
2322	OG0002322	YLR186W	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.268-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.268&CDS=1-771
2323	OG0002323	YLR189C	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.26&CDS=1-4113
2324	OG0002324	YLR191W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.120&CDS=1-1161
2325	OG0002325	YLR193C	augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_27_length_156879_cov_38.324_ID_11372-processed-gene-0.33&CDS=1-543
2326	OG0002326	YLR195C	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.149&CDS=1-1359
2327	OG0002327	YLR196W	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.159&CDS=1-1770
2328	OG0002328	YLR197W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.229-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.229&CDS=1-1509
2329	OG0002329	YLR200W	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.267-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.267&CDS=1-360
2330	OG0002330	YLR201C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.227&CDS=1-753
2331	OG0002331	YLR203C	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.45&CDS=1-1242
2332	OG0002332	YLR205C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.121&CDS=1-873
2333	OG0002333	YLR207W	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-2.179&CDS=1-2181
2334	OG0002334	YLR209C	augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.48&CDS=1-936
2335	OG0002335	YLR212C	maker-NODE_1_length_545607_cov_39.0795_ID_37410-augustus-gene-1.55-mRNA-1_1&gene=maker-NODE_1_length_545607_cov_39.0795_ID_37410-augustus-gene-1.55&CDS=1-1422
2336	OG0002336	YLR214W	augustus_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_79_length_34392_cov_40.3817_ID_19435-processed-gene-0.45&CDS=1-2022
2337	OG0002337	YLR215C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.143&CDS=1-1107
2338	OG0002338	YLR216C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-1.146&CDS=1-1086
2339	OG0002339	YLR218C	maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-1.99&CDS=1-246
2340	OG0002340	YLR220W	augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_39_length_115132_cov_41.2047_ID_14359-processed-gene-0.127&CDS=1-957
2341	OG0002341	YLR222C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.13&CDS=1-2391
2342	OG0002342	YLR223C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.12&CDS=1-2370
2343	OG0002343	YLR224W	augustus_masked-NODE_111_length_13124_cov_52.5593_ID_23907-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_111_length_13124_cov_52.5593_ID_23907-processed-gene-0.13&CDS=1-1320
2344	OG0002344	YLR229C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.272-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.272&CDS=1-585
2345	OG0002345	YLR231C	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.29&CDS=1-1341
2346	OG0002346	YLR234W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.176&CDS=1-1869
2347	OG0002347	YLR239C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.211&CDS=1-876
2348	OG0002348	YLR240W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.112&CDS=1-3207
2349	OG0002349	YLR241W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.213&CDS=1-2571
2350	OG0002350	YLR242C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.177&CDS=1-1107
2351	OG0002351	YLR243W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.19&CDS=1-861
2352	OG0002352	YLR244C	augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.140&CDS=1-1128
2353	OG0002353	YLR246W	augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.9&CDS=1-1248
2354	OG0002354	YLR247C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.172&CDS=1-4689
2355	OG0002355	YLR250W	augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.134&CDS=1-2238
2356	OG0002356	YLR253W	augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_25_length_163307_cov_38.207_ID_16192-processed-gene-0.168&CDS=1-14394
2357	OG0002357	YLR256W	augustus_masked-NODE_1242_length_383_cov_0.599237_ID_37641-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1242_length_383_cov_0.599237_ID_37641-processed-gene-0.0&CDS=1-300
2358	OG0002358	YLR259C	maker-NODE_89_length_24942_cov_41.5366_ID_20860-augustus-gene-0.12-mRNA-1_1&gene=maker-NODE_89_length_24942_cov_41.5366_ID_20860-augustus-gene-0.12&CDS=1-2430
2359	OG0002359	YLR262C	maker-NODE_40_length_110026_cov_40.4293_ID_13392-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_40_length_110026_cov_40.4293_ID_13392-augustus-gene-0.157&CDS=1-723
2360	OG0002360	YLR268W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.64&CDS=1-651
2361	OG0002361	YLR272C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.4&CDS=1-3915
2362	OG0002362	YLR274W	augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.94&CDS=1-2175
2363	OG0002363	YLR275W	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.113&CDS=1-333
2364	OG0002364	YLR277C	augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-NODE_4_length_399286_cov_39.7387_ID_11480-processed-gene-2.246&CDS=1-2316
2365	OG0002365	YLR278C	augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.26&CDS=1-3609
2366	OG0002366	YLR281C	augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.32&CDS=1-678
2367	OG0002367	YLR283W	augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.134&CDS=1-1104
2368	OG0002368	YLR285W	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-0.112&CDS=1-822
2369	OG0002369	YLR286C	augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_19_length_204027_cov_37.7657_ID_13337-processed-gene-1.27&CDS=1-1890
2370	OG0002370	YLR287C	augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_40_length_110026_cov_40.4293_ID_13392-processed-gene-0.28&CDS=1-1065
2371	OG0002371	YLR289W	snap_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_44_length_88802_cov_40.0904_ID_21692-processed-gene-0.61&CDS=1-1872
2372	OG0002372	YLR290C	maker-NODE_73_length_42262_cov_39.958_ID_18242-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_73_length_42262_cov_39.958_ID_18242-augustus-gene-0.44&CDS=1-843
2373	OG0002373	YLR291C	maker-NODE_75_length_39620_cov_40.4956_ID_18983-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_75_length_39620_cov_40.4956_ID_18983-augustus-gene-0.61&CDS=1-1095
2374	OG0002374	YLR295C	augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-NODE_20_length_199813_cov_39.3871_ID_10920-processed-gene-0.214&CDS=1-315
2375	OG0002375	YLR299W	snap_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.130&CDS=1-1842
2376	OG0002376	YLR303W	augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.152&CDS=1-1338
2377	OG0002377	YLR304C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.62&CDS=1-2340
2378	OG0002378	YLR305C	maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-4.69-mRNA-1_1&gene=maker-NODE_2_length_544514_cov_38.891_ID_36300-augustus-gene-4.69&CDS=1-5502
2379	OG0002379	YLR306W	genemark-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.89&CDS=1-546
2380	OG0002380	YLR308W	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.216&CDS=1-951
2381	OG0002381	YLR309C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.8&CDS=1-3303
2382	OG0002382	YLR312W-A	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.7&CDS=1-654
2383	OG0002383	YLR314C	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.188&CDS=1-1362
2384	OG0002384	YLR316C	genemark-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.40&CDS=1-594
2385	OG0002385	YLR318W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.160&CDS=1-2508
2386	OG0002386	YLR319C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.189&CDS=1-2238
2387	OG0002387	YLR321C	augustus_masked-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.60&CDS=1-1104
2388	OG0002388	YLR323C	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.197&CDS=1-627
2389	OG0002389	YLR325C	maker-NODE_28_length_147730_cov_39.2264_ID_12273-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_28_length_147730_cov_39.2264_ID_12273-augustus-gene-0.71&CDS=1-240
2390	OG0002390	YLR326W	snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.20&CDS=1-894
2391	OG0002391	YLR330W	maker-NODE_33_length_128489_cov_37.6364_ID_12872-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_33_length_128489_cov_37.6364_ID_12872-snap-gene-0.0&CDS=1-2454
