	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035651_Torulaspora_microellipsoides
3456	OG0003456	YNL230C	genemark-flattened_line_13-processed-gene-4.156-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.156&CDS=1-1137
3457	OG0003457	YNL231C	genemark-flattened_line_13-processed-gene-4.157-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.157&CDS=1-1050
3458	OG0003458	YNL232W	genemark-flattened_line_13-processed-gene-4.184-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.184&CDS=1-864
3459	OG0003459	YNL233W	genemark-flattened_line_13-processed-gene-4.185-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.185&CDS=1-2418
3460	OG0003460	YNL234W	genemark-flattened_line_13-processed-gene-4.186-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.186&CDS=1-1290
3461	OG0003461	YNL236W	genemark-flattened_line_78-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.0&CDS=1-2901
3462	OG0003462	YNL237W	snap_masked-flattened_line_78-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.13&CDS=1-1326
3463	OG0003463	YNL238W	maker-flattened_line_78-augustus-gene-0.18-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.18&CDS=1-3648
3464	OG0003464	YNL240C	genemark-flattened_line_78-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.1&CDS=1-1470
3465	OG0003465	YNL241C	genemark-flattened_line_78-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.2&CDS=1-1527
3466	OG0003466	YNL242W	augustus_masked-flattened_line_78-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.25&CDS=1-4644
3467	OG0003467	YNL243W	genemark-flattened_line_29-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.105&CDS=1-843
3468	OG0003468	YNL244C	augustus_masked-flattened_line_29-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.193&CDS=1-564
3469	OG0003469	YNL246W	genemark-flattened_line_15-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.42&CDS=1-603
3470	OG0003470	YNL247W	genemark-flattened_line_29-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.104&CDS=1-2211
3471	OG0003471	YNL248C	genemark-flattened_line_29-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.133&CDS=1-1239
3472	OG0003472	YNL249C	genemark-flattened_line_29-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.132&CDS=1-1662
3473	OG0003473	YNL250W	genemark-flattened_line_29-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.102&CDS=1-3915
3474	OG0003474	YNL251C	genemark-flattened_line_29-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.131&CDS=1-1779
3475	OG0003475	YNL252C	maker-flattened_line_29-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.2&CDS=1-840
3476	OG0003476	YNL253W	genemark-flattened_line_29-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.101&CDS=1-1290
3477	OG0003477	YNL254C	genemark-flattened_line_29-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.129&CDS=1-1152
3478	OG0003478	YNL255C	genemark-flattened_line_29-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.128&CDS=1-486
3479	OG0003479	YNL256W	genemark-flattened_line_29-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.100&CDS=1-2433
3480	OG0003480	YNL257C	genemark-flattened_line_29-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.124&CDS=1-3675
3481	OG0003481	YNL258C	augustus_masked-flattened_line_29-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.182&CDS=1-2463
3482	OG0003482	YNL260C	genemark-flattened_line_29-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.122&CDS=1-486
3483	OG0003483	YNL262W	augustus_masked-flattened_line_29-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.157&CDS=1-7791
3484	OG0003484	YNL263C	augustus_masked-flattened_line_29-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.180&CDS=1-1746
3485	OG0003485	YNL264C	genemark-flattened_line_29-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.119&CDS=1-1044
3486	OG0003486	YNL265C	genemark-flattened_line_29-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.116&CDS=1-873
3487	OG0003487	YNL267W	genemark-flattened_line_29-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.97&CDS=1-4323
3488	OG0003488	YNL268W	genemark-flattened_line_29-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.96&CDS=1-1803
3489	OG0003489	YNL271C	snap_masked-flattened_line_29-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.51&CDS=1-5715
3490	OG0003490	YNL272C	genemark-flattened_line_29-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.114&CDS=1-2193
3491	OG0003491	YNL273W	maker-flattened_line_29-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.0&CDS=1-4749
3492	OG0003492	YNL274C	genemark-flattened_line_29-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.111&CDS=1-1050
3493	OG0003493	YNL275W	augustus_masked-flattened_line_29-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.149&CDS=1-2253
3494	OG0003494	YNL277W	genemark-flattened_line_29-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.87&CDS=1-1440
3495	OG0003495	YNL279W	genemark-flattened_line_29-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.84&CDS=1-1938
3496	OG0003496	YNL280C	genemark-flattened_line_3-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.127&CDS=1-1311
3497	OG0003497	YNL281W	genemark-flattened_line_3-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.101&CDS=1-441
3498	OG0003498	YNL282W	genemark-flattened_line_3-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.100&CDS=1-597
3499	OG0003499	YNL283C	maker-flattened_line_3-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.45&CDS=1-1458
3500	OG0003500	YNL284C	genemark-flattened_line_3-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.125&CDS=1-816
3501	OG0003501	YNL286W	genemark-flattened_line_42-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.42&CDS=1-855
3502	OG0003502	YNL287W	genemark-flattened_line_42-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.43&CDS=1-2808
3503	OG0003503	YNL288W	snap_masked-flattened_line_42-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.135&CDS=1-957
3504	OG0003504	YNL289W	genemark-flattened_line_42-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.45&CDS=1-867
3505	OG0003505	YNL290W	genemark-flattened_line_42-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.46&CDS=1-1017
3506	OG0003506	YNL291C	genemark-flattened_line_42-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.1&CDS=1-1656
3507	OG0003507	YNL292W	snap_masked-flattened_line_42-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.139&CDS=1-1959
3508	OG0003508	YNL293W	genemark-flattened_line_42-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.49&CDS=1-1908
3509	OG0003509	YNL294C	genemark-flattened_line_42-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.3&CDS=1-1581
3510	OG0003510	YNL295W	genemark-flattened_line_42-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.50&CDS=1-1533
3511	OG0003511	YNL297C	genemark-flattened_line_42-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.4&CDS=1-4884
3512	OG0003512	YNL298W	genemark-flattened_line_42-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.51&CDS=1-2748
3513	OG0003513	YNL304W	augustus_masked-flattened_line_42-processed-gene-0.246-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.246&CDS=1-1227
3514	OG0003514	YNL305C	genemark-flattened_line_42-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.11&CDS=1-891
3515	OG0003515	YNL306W	genemark-flattened_line_42-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.60&CDS=1-699
3516	OG0003516	YNL307C	genemark-flattened_line_42-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.12&CDS=1-1137
3517	OG0003517	YNL308C	genemark-flattened_line_42-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.13&CDS=1-1746
3518	OG0003518	YNL309W	snap_masked-flattened_line_42-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.154&CDS=1-1209
3519	OG0003519	YNL310C	genemark-flattened_line_42-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.14&CDS=1-567
3520	OG0003520	YNL311C	genemark-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.15&CDS=1-2259
3521	OG0003521	YNL313C	genemark-flattened_line_42-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.16&CDS=1-2703
3522	OG0003522	YNL314W	snap_masked-flattened_line_42-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.157&CDS=1-1008
3523	OG0003523	YNL315C	genemark-flattened_line_42-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.17&CDS=1-972
3524	OG0003524	YNL316C	genemark-flattened_line_42-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.18&CDS=1-990
3525	OG0003525	YNL320W	genemark-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.70&CDS=1-858
3526	OG0003526	YNL321W	genemark-flattened_line_42-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.71&CDS=1-2832
3527	OG0003527	YNL322C	genemark-flattened_line_42-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.24&CDS=1-945
3528	OG0003528	YNL323W	genemark-flattened_line_42-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.73&CDS=1-1236
3529	OG0003529	YNL325C	genemark-flattened_line_42-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.25&CDS=1-2640
3530	OG0003530	YNL326C	genemark-flattened_line_42-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.26&CDS=1-594
3531	OG0003531	YNL327W	snap_masked-flattened_line_42-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.166&CDS=1-2295
3532	OG0003532	YNL329C	genemark-flattened_line_42-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.27&CDS=1-3414
3533	OG0003533	YNL330C	genemark-flattened_line_42-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.28&CDS=1-1299
3534	OG0003534	YNR001C	genemark-flattened_line_7-processed-gene-2.71-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.71&CDS=1-1434
3535	OG0003535	YNR003C	genemark-flattened_line_7-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.66&CDS=1-933
3536	OG0003536	YNR004W	genemark-flattened_line_7-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.61&CDS=1-468
3537	OG0003537	YNR007C	genemark-flattened_line_5-processed-gene-5.114-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.114&CDS=1-912
3538	OG0003538	YNR008W	genemark-flattened_line_5-processed-gene-5.94-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.94&CDS=1-2049
3539	OG0003539	YNR009W	snap_masked-flattened_line_5-processed-gene-5.34-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.34&CDS=1-690
3540	OG0003540	YNR010W	genemark-flattened_line_5-processed-gene-5.97-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.97&CDS=1-540
3541	OG0003541	YNR011C	genemark-flattened_line_5-processed-gene-5.118-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.118&CDS=1-2688
3542	OG0003542	YNR012W	genemark-flattened_line_5-processed-gene-5.99-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.99&CDS=1-1494
3543	OG0003543	YNR013C	genemark-flattened_line_5-processed-gene-5.119-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.119&CDS=1-2619
3544	OG0003544	YNR015W	genemark-flattened_line_54-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.62&CDS=1-1164
3545	OG0003545	YNR016C	genemark-flattened_line_54-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.26&CDS=1-6693
3546	OG0003546	YNR017W	genemark-flattened_line_54-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.61&CDS=1-663
3547	OG0003547	YNR018W	genemark-flattened_line_54-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.60&CDS=1-675
3548	OG0003548	YNR019W	genemark-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.59&CDS=1-1905
3549	OG0003549	YNR020C	genemark-flattened_line_54-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.22&CDS=1-744
3550	OG0003550	YNR021W	genemark-flattened_line_54-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.57&CDS=1-1218
3551	OG0003551	YNR022C	genemark-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.21&CDS=1-390
3552	OG0003552	YNR023W	genemark-flattened_line_54-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.56&CDS=1-1644
3553	OG0003553	YNR024W	augustus_masked-flattened_line_54-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.190&CDS=1-444
3554	OG0003554	YNR026C	genemark-flattened_line_54-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.17&CDS=1-2994
3555	OG0003555	YNR027W	genemark-flattened_line_54-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.48&CDS=1-990
3556	OG0003556	YNR029C	genemark-flattened_line_54-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.15&CDS=1-1269
3557	OG0003557	YNR030W	genemark-flattened_line_54-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.45&CDS=1-1704
3558	OG0003558	YNR031C	genemark-flattened_line_54-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.12&CDS=1-4725
3559	OG0003559	YNR032C-A	snap_masked-flattened_line_54-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.80&CDS=1-219
3560	OG0003560	YNR032W	snap_masked-flattened_line_54-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.113&CDS=1-1092
3561	OG0003561	YNR033W	genemark-flattened_line_54-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.43&CDS=1-2316
3562	OG0003562	YNR034W	genemark-flattened_line_54-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.42&CDS=1-960
3563	OG0003563	YNR035C	genemark-flattened_line_54-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.7&CDS=1-1002
3564	OG0003564	YNR036C	genemark-flattened_line_54-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.6&CDS=1-498
3565	OG0003565	YNR037C	snap_masked-flattened_line_54-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.73&CDS=1-273
3566	OG0003566	YNR038W	genemark-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.39&CDS=1-1920
3567	OG0003567	YNR039C	genemark-flattened_line_54-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.5&CDS=1-1806
3568	OG0003568	YNR040W	augustus_masked-flattened_line_54-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.171&CDS=1-861
3569	OG0003569	YNR041C	genemark-flattened_line_54-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.4&CDS=1-1092
3570	OG0003570	YNR043W	genemark-flattened_line_54-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.34&CDS=1-1191
3571	OG0003571	YNR045W	snap_masked-flattened_line_54-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.99&CDS=1-1419
3572	OG0003572	YNR046W	genemark-flattened_line_54-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.29&CDS=1-402
3573	OG0003573	YNR047W	genemark-flattened_line_54-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.28&CDS=1-2685
3574	OG0003574	YNR049C	genemark-flattened_line_74-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.8&CDS=1-600
3575	OG0003575	YNR050C	genemark-flattened_line_74-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.7&CDS=1-1338
3576	OG0003576	YNR051C	augustus_masked-flattened_line_74-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.32&CDS=1-1371
3577	OG0003577	YNR052C	genemark-flattened_line_74-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.4&CDS=1-1401
3578	OG0003578	YNR053C	maker-flattened_line_74-augustus-gene-0.38-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.38&CDS=1-2391
3579	OG0003579	YNR055C	genemark-flattened_line_48-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.96&CDS=1-1719
3580	OG0003580	YNR056C	genemark-flattened_line_56-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.70&CDS=1-1680
3581	OG0003581	YNR057C	genemark-flattened_line_56-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.69&CDS=1-666
3582	OG0003582	YNR058W	genemark-flattened_line_56-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.93&CDS=1-1455
3583	OG0003583	YNR064C	genemark-flattened_line_56-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.87&CDS=1-897
3584	OG0003584	YNR067C	genemark-flattened_line_7-processed-gene-4.327-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.327&CDS=1-3282
3585	OG0003585	YNR074C	genemark-flattened_line_36-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.90&CDS=1-1125
3586	OG0003586	YOL001W	augustus_masked-flattened_line_70-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.46&CDS=1-1116
3587	OG0003587	YOL002C	genemark-flattened_line_70-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.16&CDS=1-978
3588	OG0003588	YOL003C	genemark-flattened_line_70-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.15&CDS=1-681
3589	OG0003589	YOL004W	genemark-flattened_line_70-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.3&CDS=1-4653
3590	OG0003590	YOL005C	genemark-flattened_line_70-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.14&CDS=1-366
3591	OG0003591	YOL006C	genemark-flattened_line_70-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.13&CDS=1-2271
3592	OG0003592	YOL007C	genemark-flattened_line_70-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.12&CDS=1-1080
3593	OG0003593	YOL008W	genemark-flattened_line_70-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.1&CDS=1-624
3594	OG0003594	YOL009C	genemark-flattened_line_70-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.9&CDS=1-768
3595	OG0003595	YOL010W	genemark-flattened_line_70-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.0&CDS=1-1095
3596	OG0003596	YOL012C	genemark-flattened_line_9-processed-gene-4.205-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.205&CDS=1-396
3597	OG0003597	YOL013C	genemark-flattened_line_9-processed-gene-4.204-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.204&CDS=1-1689
3598	OG0003598	YOL016C	genemark-flattened_line_7-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.106&CDS=1-1311
3599	OG0003599	YOL018C	snap_masked-flattened_line_15-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.119&CDS=1-1062
3600	OG0003600	YOL019W	snap_masked-flattened_line_15-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.91&CDS=1-1554
3601	OG0003601	YOL021C	genemark-flattened_line_15-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.70&CDS=1-2997
3602	OG0003602	YOL022C	genemark-flattened_line_15-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.69&CDS=1-1224
3603	OG0003603	YOL023W	genemark-flattened_line_15-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.46&CDS=1-1929
3604	OG0003604	YOL025W	snap_masked-flattened_line_15-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.86&CDS=1-1932
3605	OG0003605	YOL026C	genemark-flattened_line_31-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.87&CDS=1-345
3606	OG0003606	YOL027C	genemark-flattened_line_31-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.86&CDS=1-1758
3607	OG0003607	YOL029C	snap_masked-flattened_line_31-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.127&CDS=1-1896
3608	OG0003608	YOL030W	genemark-flattened_line_31-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.64&CDS=1-1431
3609	OG0003609	YOL031C	genemark-flattened_line_31-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.56&CDS=1-1296
3610	OG0003610	YOL032W	genemark-flattened_line_31-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.76&CDS=1-714
3611	OG0003611	YOL034W	maker-flattened_line_31-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.44&CDS=1-4905
3612	OG0003612	YOL036W	augustus_masked-flattened_line_31-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.17&CDS=1-2472
3613	OG0003613	YOL038W	genemark-flattened_line_31-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.66&CDS=1-771
3614	OG0003614	YOL039W	genemark-flattened_line_31-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.54&CDS=1-321
3615	OG0003615	YOL040C	genemark-flattened_line_31-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.75&CDS=1-423
3616	OG0003616	YOL041C	genemark-flattened_line_31-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.74&CDS=1-1323
3617	OG0003617	YOL042W	genemark-flattened_line_31-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.51&CDS=1-1101
3618	OG0003618	YOL043C	genemark-flattened_line_31-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.72&CDS=1-1224
3619	OG0003619	YOL044W	snap_masked-flattened_line_31-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.94&CDS=1-1065
3620	OG0003620	YOL047C	snap_masked-flattened_line_58-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.48&CDS=1-942
3621	OG0003621	YOL048C	genemark-flattened_line_58-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.5&CDS=1-492
3622	OG0003622	YOL049W	genemark-flattened_line_58-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.27&CDS=1-1452
3623	OG0003623	YOL051W	snap_masked-flattened_line_58-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.72&CDS=1-3201
3624	OG0003624	YOL052C	genemark-flattened_line_19-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.62&CDS=1-1230
3625	OG0003625	YOL053W	snap_masked-flattened_line_19-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.169&CDS=1-1011
3626	OG0003626	YOL054W	genemark-flattened_line_19-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.88&CDS=1-1284
3627	OG0003627	YOL056W	genemark-flattened_line_3-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.22&CDS=1-903
3628	OG0003628	YOL057W	genemark-flattened_line_3-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.21&CDS=1-2082
