	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
3784	OG0003784	augustus_masked-SAKL0H-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.122&CDS=1-1401	YBR162C
3785	OG0003785	augustus_masked-SAKL0H-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.138&CDS=1-1092	YPL057C
3786	OG0003786	maker-SAKL0H-snap-gene-9.107-mRNA-1_1&gene=maker-SAKL0H-snap-gene-9.107&CDS=1-1956	YBR160W
3787	OG0003787	snap_masked-SAKL0H-processed-gene-9.85-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.85&CDS=1-810	YPL055C
3788	OG0003788	augustus_masked-SAKL0H-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.123&CDS=1-1365	YPL054W
3789	OG0003789	augustus_masked-SAKL0H-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.124&CDS=1-2421	YBR156C
3790	OG0003790	augustus_masked-SAKL0H-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.144&CDS=1-1140	YBR155W
3791	OG0003791	augustus_masked-SAKL0H-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.146&CDS=1-831	YPR192W
3792	OG0003792	snap_masked-SAKL0H-processed-gene-9.64-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.64&CDS=1-609	YPL052W
3793	OG0003793	snap_masked-SAKL0H-processed-gene-9.65-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.65&CDS=1-423	YDR482C
3794	OG0003794	snap_masked-SAKL0H-processed-gene-9.66-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.66&CDS=1-591	YPL051W
3795	OG0003795	snap_masked-SAKL0H-processed-gene-9.67-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.67&CDS=1-1644	YDR481C
3796	OG0003796	augustus_masked-SAKL0H-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.147&CDS=1-1179	YPL050C
3797	OG0003797	snap_masked-SAKL0H-processed-gene-9.92-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.92&CDS=1-1029	YPL049C
3798	OG0003798	snap_masked-SAKL0H-processed-gene-9.69-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.69&CDS=1-1533	YDR256C
3799	OG0003799	augustus_masked-SAKL0H-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.130&CDS=1-1467	YDR255C
3800	OG0003800	augustus_masked-SAKL0H-processed-gene-9.149-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.149&CDS=1-291	YPL046C
3801	OG0003801	augustus_masked-SAKL0H-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.131&CDS=1-2424	YPL045W
3802	OG0003802	augustus_masked-SAKL0H-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.150&CDS=1-1323	YDR254W
3803	OG0003803	augustus_masked-SAKL0H-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.132&CDS=1-2091	YPL043W
3804	OG0003804	augustus_masked-SAKL0H-processed-gene-9.151-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-9.151&CDS=1-1791	YPL042C
3805	OG0003805	maker-SAKL0H-augustus-gene-9.103-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-9.103&CDS=1-3513	YPL040C
3806	OG0003806	snap_masked-SAKL0H-processed-gene-9.74-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.74&CDS=1-954	YPL039W
3807	OG0003807	maker-SAKL0H-augustus-gene-9.104-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-9.104&CDS=1-2103	YNR056C
3808	OG0003808	snap_masked-SAKL0H-processed-gene-9.100-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-9.100&CDS=1-666	YNR057C
3809	OG0003809	augustus_masked-SAKL0H-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.7&CDS=1-2682	YPL032C
3810	OG0003810	snap_masked-SAKL0H-processed-gene-10.97-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-10.97&CDS=1-873	YDR249C
3811	OG0003811	maker-SAKL0H-snap-gene-10.1-mRNA-1_1&gene=maker-SAKL0H-snap-gene-10.1&CDS=1-2223	YPL031C
3812	OG0003812	augustus_masked-SAKL0H-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.5&CDS=1-3660	YPL029W
3813	OG0003813	augustus_masked-SAKL0H-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.6&CDS=1-1197	YPL028W
3814	OG0003814	augustus_masked-SAKL0H-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.9&CDS=1-555	YDR248C
3815	OG0003815	augustus_masked-SAKL0H-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.29&CDS=1-570	YDR246W
3816	OG0003816	augustus_masked-SAKL0H-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.10&CDS=1-702	YPL024W
3817	OG0003817	augustus_masked-SAKL0H-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.30&CDS=1-1932	YPL023C
3818	OG0003818	augustus_masked-SAKL0H-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.11&CDS=1-3072	YPL022W
3819	OG0003819	augustus_masked-SAKL0H-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.31&CDS=1-3627	YPL016W
3820	OG0003820	augustus_masked-SAKL0H-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.32&CDS=1-1011	YDR245W
3821	OG0003821	augustus_masked-SAKL0H-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.33&CDS=1-1719	YDR244W
3822	OG0003822	augustus_masked-SAKL0H-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.12&CDS=1-1698	YDR243C
3823	OG0003823	augustus_masked-SAKL0H-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.34&CDS=1-1638	YDR242W
3824	OG0003824	augustus_masked-SAKL0H-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.35&CDS=1-1032	YDL209C
3825	OG0003825	augustus_masked-SAKL0H-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.13&CDS=1-447	YDL208W
3826	OG0003826	augustus_masked-SAKL0H-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.14&CDS=1-3750	YDR240C
3827	OG0003827	augustus_masked-SAKL0H-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.15&CDS=1-2925	YDR238C
3828	OG0003828	augustus_masked-SAKL0H-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.36&CDS=1-867	YDR237W
3829	OG0003829	augustus_masked-SAKL0H-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.16&CDS=1-2076	YDL207W
3830	OG0003830	augustus_masked-SAKL0H-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.17&CDS=1-1758	YDL206W
3831	OG0003831	augustus_masked-SAKL0H-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.37&CDS=1-1626	YDR235W
3832	OG0003832	augustus_masked-SAKL0H-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.38&CDS=1-993	YDL205C
3833	OG0003833	augustus_masked-SAKL0H-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.39&CDS=1-2064	YDR234W
3834	OG0003834	augustus_masked-SAKL0H-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.18&CDS=1-849	YDR233C
3835	OG0003835	augustus_masked-SAKL0H-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.40&CDS=1-1662	YDR232W
3836	OG0003836	augustus_masked-SAKL0H-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.41&CDS=1-1758	YDL203C
3837	OG0003837	augustus_masked-SAKL0H-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.19&CDS=1-567	YDR231C
3838	OG0003838	augustus_masked-SAKL0H-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.42&CDS=1-1365	YDR229W
3839	OG0003839	augustus_masked-SAKL0H-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.21&CDS=1-687	YDL202W
3840	OG0003840	augustus_masked-SAKL0H-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.22&CDS=1-843	YDL201W
3841	OG0003841	augustus_masked-SAKL0H-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.45&CDS=1-894	YDL198C
3842	OG0003842	augustus_masked-SAKL0H-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.23&CDS=1-1728	YDR228C
3843	OG0003843	augustus_masked-SAKL0H-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.47&CDS=1-684	YDR226W
3844	OG0003844	augustus_masked-SAKL0H-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.24&CDS=1-2049	YLR219W
3845	OG0003845	augustus_masked-SAKL0H-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-10.26&CDS=1-885	YLR220W
3846	OG0003846	augustus_masked-SAKL0H-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.0&CDS=1-579	YLR221C
3847	OG0003847	augustus_masked-SAKL0H-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.1&CDS=1-2463	YLR222C
3848	OG0003848	augustus_masked-SAKL0H-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.2&CDS=1-2913	YLR223C
3849	OG0003849	augustus_masked-SAKL0H-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.4&CDS=1-2085	YDR221W
3850	OG0003850	augustus_masked-SAKL0H-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.5&CDS=1-1425	YDR219C
3851	OG0003851	augustus_masked-SAKL0H-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.6&CDS=1-1152	YLR226W
3852	OG0003852	snap_masked-SAKL0H-processed-gene-11.78-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.78&CDS=1-1227	YLR227C
3853	OG0003853	snap_masked-SAKL0H-processed-gene-11.60-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.60&CDS=1-3951	YDR217C
3854	OG0003854	augustus_masked-SAKL0H-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.27&CDS=1-3387	YDR216W
3855	OG0003855	augustus_masked-SAKL0H-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.28&CDS=1-1053	YDR214W
3856	OG0003856	maker-SAKL0H-snap-gene-11.49-mRNA-1_1&gene=maker-SAKL0H-snap-gene-11.49&CDS=1-2169	YDR213W
3857	OG0003857	augustus_masked-SAKL0H-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.30&CDS=1-1680	YDR212W
3858	OG0003858	augustus_masked-SAKL0H-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.31&CDS=1-573	YLR229C
3859	OG0003859	augustus_masked-SAKL0H-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.32&CDS=1-2181	YDR211W
3860	OG0003860	augustus_masked-SAKL0H-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.34&CDS=1-1995	YDR208W
3861	OG0003861	augustus_masked-SAKL0H-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.35&CDS=1-1392	YLR231C
3862	OG0003862	augustus_masked-SAKL0H-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.11&CDS=1-1683	YDR207C
3863	OG0003863	snap_masked-SAKL0H-processed-gene-11.88-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.88&CDS=1-2652	YDR206W
3864	OG0003864	augustus_masked-SAKL0H-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.12&CDS=1-1914	YLR234W
3865	OG0003865	augustus_masked-SAKL0H-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.37&CDS=1-2034	YDR205W
3866	OG0003866	augustus_masked-SAKL0H-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.38&CDS=1-987	YDR204W
3867	OG0003867	snap_masked-SAKL0H-processed-gene-11.65-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.65&CDS=1-1020	YDR202C
3868	OG0003868	augustus_masked-SAKL0H-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.39&CDS=1-471	YDR201W
3869	OG0003869	augustus_masked-SAKL0H-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.15&CDS=1-1392	YLR238W
3870	OG0003870	augustus_masked-SAKL0H-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.40&CDS=1-954	YLR239C
3871	OG0003871	augustus_masked-SAKL0H-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.16&CDS=1-1362	YDR198C
3872	OG0003872	augustus_masked-SAKL0H-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.41&CDS=1-1116	YDR197W
3873	OG0003873	augustus_masked-SAKL0H-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.17&CDS=1-729	YDR196C
3874	OG0003874	snap_masked-SAKL0H-processed-gene-11.93-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.93&CDS=1-1410	YDR195W
3875	OG0003875	genemark-SAKL0H-processed-gene-11.118-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-11.118&CDS=1-1992	YDR194C
3876	OG0003876	augustus_masked-SAKL0H-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.19&CDS=1-2613	YLR240W
3877	OG0003877	augustus_masked-SAKL0H-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.20&CDS=1-2343	YLR241W
3878	OG0003878	snap_masked-SAKL0H-processed-gene-11.73-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.73&CDS=1-1674	YDR192C
3879	OG0003879	augustus_masked-SAKL0H-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.22&CDS=1-813	YLR243W
3880	OG0003880	augustus_masked-SAKL0H-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.43&CDS=1-1146	YDR191W
3881	OG0003881	snap_masked-SAKL0H-processed-gene-11.75-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.75&CDS=1-1383	YDR190C
3882	OG0003882	augustus_masked-SAKL0H-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.44&CDS=1-3510	YDR188W
3883	OG0003883	augustus_masked-SAKL0H-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.45&CDS=1-1119	YLR244C
3884	OG0003884	augustus_masked-SAKL0H-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.46&CDS=1-438	YLR245C
3885	OG0003885	augustus_masked-SAKL0H-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.24&CDS=1-2121	YDR186C
3886	OG0003886	genemark-SAKL0H-processed-gene-11.125-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-11.125&CDS=1-1056	YLR246W
3887	OG0003887	augustus_masked-SAKL0H-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-11.47&CDS=1-699	YLR168C
3888	OG0003888	snap_masked-SAKL0H-processed-gene-11.77-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-11.77&CDS=1-849	YDR184C
3889	OG0003889	augustus_masked-SAKL0H-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.75&CDS=1-684	YDR183W
3890	OG0003890	augustus_masked-SAKL0H-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.74&CDS=1-2475	YLR166C
3891	OG0003891	augustus_masked-SAKL0H-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.76&CDS=1-1458	YDR182W
3892	OG0003892	augustus_masked-SAKL0H-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.78&CDS=1-1164	YDR181C
3893	OG0003893	augustus_masked-SAKL0H-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.94&CDS=1-4428	YDR180W
3894	OG0003894	augustus_masked-SAKL0H-processed-gene-12.79-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.79&CDS=1-762	YLR165C
3895	OG0003895	snap_masked-SAKL0H-processed-gene-12.6-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.6&CDS=1-492	YDR179C
3896	OG0003896	augustus_masked-SAKL0H-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.95&CDS=1-498	YDR178W
3897	OG0003897	augustus_masked-SAKL0H-processed-gene-12.81-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.81&CDS=1-1383	YLR163C
3898	OG0003898	augustus_masked-SAKL0H-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.96&CDS=1-1932	YDR176W
3899	OG0003899	augustus_masked-SAKL0H-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.82&CDS=1-903	YDR175C
3900	OG0003900	augustus_masked-SAKL0H-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.97&CDS=1-747	YDR174W
3901	OG0003901	snap_masked-SAKL0H-processed-gene-12.9-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.9&CDS=1-2508	YMR030W
3902	OG0003902	augustus_masked-SAKL0H-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.85&CDS=1-1026	YDR173C
3903	OG0003903	augustus_masked-SAKL0H-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.98&CDS=1-2091	YDR172W
3904	OG0003904	augustus_masked-SAKL0H-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.99&CDS=1-1134	YDR171W
3905	OG0003905	snap_masked-SAKL0H-processed-gene-12.12-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.12&CDS=1-5514	YDR170C
3906	OG0003906	augustus_masked-SAKL0H-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.88&CDS=1-1908	YLR152C
3907	OG0003907	augustus_masked-SAKL0H-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.89&CDS=1-972	YLR151C
3908	OG0003908	augustus_masked-SAKL0H-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.101&CDS=1-774	YLR150W
3909	OG0003909	augustus_masked-SAKL0H-processed-gene-12.90-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.90&CDS=1-1497	YDR169C
3910	OG0003910	augustus_masked-SAKL0H-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.91&CDS=1-2088	YLR149C
3911	OG0003911	augustus_masked-SAKL0H-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.102&CDS=1-1494	YDR168W
3912	OG0003912	augustus_masked-SAKL0H-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.103&CDS=1-609	YDR167W
3913	OG0003913	augustus_masked-SAKL0H-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.104&CDS=1-2724	YLR148W
3914	OG0003914	snap_masked-SAKL0H-processed-gene-12.18-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.18&CDS=1-306	YLR147C
3915	OG0003915	augustus_masked-SAKL0H-processed-gene-12.92-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.92&CDS=1-2697	YDR166C
3916	OG0003916	snap_masked-SAKL0H-processed-gene-12.32-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-12.32&CDS=1-321	YLR146W-A
3917	OG0003917	augustus_masked-SAKL0H-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.106&CDS=1-1332	YDR165W
3918	OG0003918	augustus_masked-SAKL0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-12.107&CDS=1-696	YLR145W
3919	OG0003919	augustus_masked-SAKL0H-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.3&CDS=1-2073	YLR143W
3920	OG0003920	snap_masked-SAKL0H-processed-gene-13.53-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.53&CDS=1-1401	YLR142W
3921	OG0003921	snap_masked-SAKL0H-processed-gene-13.54-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.54&CDS=1-1560	YLR141W
3922	OG0003922	augustus_masked-SAKL0H-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.5&CDS=1-2097	YLR139C
3923	OG0003923	augustus_masked-SAKL0H-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.22&CDS=1-630	YDR163W
3924	OG0003924	augustus_masked-SAKL0H-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.6&CDS=1-621	YDR162C
3925	OG0003925	augustus_masked-SAKL0H-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.23&CDS=1-1140	YDR161W
3926	OG0003926	augustus_masked-SAKL0H-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.25&CDS=1-7905	YLR138W
3927	OG0003927	augustus_masked-SAKL0H-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.26&CDS=1-1095	YDR158W
3928	OG0003928	augustus_masked-SAKL0H-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.27&CDS=1-555	YDR156W
3929	OG0003929	augustus_masked-SAKL0H-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.7&CDS=1-486	YDR155C
3930	OG0003930	augustus_masked-SAKL0H-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.8&CDS=1-1179	YDR153C
3931	OG0003931	augustus_masked-SAKL0H-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.28&CDS=1-789	YDR152W
3932	OG0003932	augustus_masked-SAKL0H-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.9&CDS=1-855	YDR151C
3933	OG0003933	augustus_masked-SAKL0H-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.31&CDS=1-2118	YLR135W
3934	OG0003934	augustus_masked-SAKL0H-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.10&CDS=1-1296	YDR148C
3935	OG0003935	augustus_masked-SAKL0H-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.32&CDS=1-1626	YLR133W
3936	OG0003936	snap_masked-SAKL0H-processed-gene-13.61-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.61&CDS=1-888	YLR132C
3937	OG0003937	snap_masked-SAKL0H-processed-gene-13.62-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.62&CDS=1-2394	YLR131C
3938	OG0003938	maker-SAKL0H-augustus-gene-13.46-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-13.46&CDS=1-4455	YLR129W
3939	OG0003939	snap_masked-SAKL0H-processed-gene-13.89-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.89&CDS=1-780	YLR128W
3940	OG0003940	augustus_masked-SAKL0H-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.13&CDS=1-2361	YLR127C
3941	OG0003941	snap_masked-SAKL0H-processed-gene-13.65-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-13.65&CDS=1-768	YLR126C
3942	OG0003942	augustus_masked-SAKL0H-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.17&CDS=1-1104	YDR142C
3943	OG0003943	augustus_masked-SAKL0H-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.35&CDS=1-540	YLR119W
3944	OG0003944	augustus_masked-SAKL0H-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.18&CDS=1-684	YLR118C
3945	OG0003945	augustus_masked-SAKL0H-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.19&CDS=1-5148	YDR141C
3946	OG0003946	genemark-SAKL0H-processed-gene-13.132-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-13.132&CDS=1-681	YDR140W
3947	OG0003947	augustus_masked-SAKL0H-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.20&CDS=1-2067	YLR117C
3948	OG0003948	augustus_masked-SAKL0H-processed-gene-13.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.37&CDS=1-1572	YLR116W
3949	OG0003949	augustus_masked-SAKL0H-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-13.38&CDS=1-2412	YLR115W
3950	OG0003950	augustus_masked-SAKL0H-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.2&CDS=1-2358	YDR138W
3951	OG0003951	augustus_masked-SAKL0H-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.0&CDS=1-1902	YLR114C
