	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
3285	OG0003285	YOR126C	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.112&CDS=1-702
3286	OG0003286	YOR128C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.100&CDS=1-1677
3287	OG0003287	YOR129C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.226-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-2.226&CDS=1-1971
3288	OG0003288	YOR130C	maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-2.201-mRNA-1_1&gene=maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-2.201&CDS=1-906
3289	OG0003289	YOR131C	genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.132&CDS=1-666
3290	OG0003290	YOR132W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.141&CDS=1-1605
3291	OG0003291	YOR134W	snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.94&CDS=1-1605
3292	OG0003292	YOR136W	maker-NODE_16_length_246544_cov_13.5549_ID_4550-augustus-gene-1.218-mRNA-1_1&gene=maker-NODE_16_length_246544_cov_13.5549_ID_4550-augustus-gene-1.218&CDS=1-1884
3293	OG0003293	YOR138C	augustus_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.215&CDS=1-1947
3294	OG0003294	YOR141C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.50&CDS=1-2307
3295	OG0003295	YOR142W	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.22&CDS=1-966
3296	OG0003296	YOR143C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.15&CDS=1-861
3297	OG0003297	YOR144C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.24&CDS=1-2724
3298	OG0003298	YOR145C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.53&CDS=1-789
3299	OG0003299	YOR148C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.47&CDS=1-726
3300	OG0003300	YOR149C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.14&CDS=1-1449
3301	OG0003301	YOR150W	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.39&CDS=1-480
3302	OG0003302	YOR151C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.10&CDS=1-3669
3303	OG0003303	YOR154W	augustus_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.147&CDS=1-2241
3304	OG0003304	YOR157C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.198&CDS=1-807
3305	OG0003305	YOR158W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.164&CDS=1-858
3306	OG0003306	YOR160W	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.5&CDS=1-2820
3307	OG0003307	YOR161C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.37&CDS=1-1653
3308	OG0003308	YOR163W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.85&CDS=1-525
3309	OG0003309	YOR164C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.59&CDS=1-909
3310	OG0003310	YOR165W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.84&CDS=1-2277
3311	OG0003311	YOR166C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.58&CDS=1-1431
3312	OG0003312	YOR168W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.82&CDS=1-2412
3313	OG0003313	YOR174W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.136&CDS=1-780
3314	OG0003314	YOR175C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.116&CDS=1-1728
3315	OG0003315	YOR176W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.135&CDS=1-1140
3316	OG0003316	YOR181W	maker-NODE_32_length_110669_cov_13.5049_ID_6289-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_32_length_110669_cov_13.5049_ID_6289-snap-gene-0.2&CDS=1-1518
3317	OG0003317	YOR184W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.135&CDS=1-1170
3318	OG0003318	YOR185C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.220-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.220&CDS=1-642
3319	OG0003319	YOR187W	maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-2.101-mRNA-1_1&gene=maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-2.101&CDS=1-3075
3320	OG0003320	YOR188W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.86&CDS=1-4326
3321	OG0003321	YOR191W	maker-NODE_15_length_296595_cov_15.8974_ID_8048-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_15_length_296595_cov_15.8974_ID_8048-augustus-gene-0.51&CDS=1-3741
3322	OG0003322	YOR194C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.169-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.169&CDS=1-630
3323	OG0003323	YOR195W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.173&CDS=1-2610
3324	OG0003324	YOR196C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.213-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.213&CDS=1-1128
3325	OG0003325	YOR197W	snap_masked-NODE_45_length_30536_cov_16.4412_ID_8369-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_45_length_30536_cov_16.4412_ID_8369-processed-gene-0.28&CDS=1-1380
3326	OG0003326	YOR198C	snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.43&CDS=1-1347
3327	OG0003327	YOR202W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-1.82&CDS=1-663
3328	OG0003328	YOR204W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.109&CDS=1-1857
3329	OG0003329	YOR205C	snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.14&CDS=1-1731
3330	OG0003330	YOR206W	snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.13&CDS=1-2115
3331	OG0003331	YOR207C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.89-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.89&CDS=1-3459
3332	OG0003332	YOR211C	genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.155-mRNA-1_1&gene=genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.155&CDS=1-2796
3333	OG0003333	YOR212W	maker-NODE_25_length_128994_cov_14.253_ID_6542-augustus-gene-0.134-mRNA-1_1&gene=maker-NODE_25_length_128994_cov_14.253_ID_6542-augustus-gene-0.134&CDS=1-3303
3334	OG0003334	YOR215C	snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_40_length_71274_cov_11.9838_ID_5744-processed-gene-0.21&CDS=1-525
3335	OG0003335	YOR217W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.154&CDS=1-2694
3336	OG0003336	YOR223W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.176-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.176&CDS=1-756
3337	OG0003337	YOR224C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.139&CDS=1-435
3338	OG0003338	YOR226C	snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_39_length_74460_cov_19.8448_ID_5443-processed-gene-0.73&CDS=1-444
3339	OG0003339	YOR228C	augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.8&CDS=1-1017
3340	OG0003340	YOR232W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.79&CDS=1-651
3341	OG0003341	YOR236W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.160-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.160&CDS=1-567
3342	OG0003342	YOR238W	genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.72&CDS=1-741
3343	OG0003343	YOR239W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.98&CDS=1-981
3344	OG0003344	YOR241W	genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.157&CDS=1-1440
3345	OG0003345	YOR242C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.117&CDS=1-1233
3346	OG0003346	YOR243C	snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.59&CDS=1-2040
3347	OG0003347	YOR244W	maker-NODE_29_length_119377_cov_18.1712_ID_6586-augustus-gene-0.121-mRNA-1_1&gene=maker-NODE_29_length_119377_cov_18.1712_ID_6586-augustus-gene-0.121&CDS=1-2049
3348	OG0003348	YOR245C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.171-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.171&CDS=1-1086
3349	OG0003349	YOR246C	augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.15&CDS=1-2442
3350	OG0003350	YOR249C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.154-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.154&CDS=1-2370
3351	OG0003351	YOR250C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.83&CDS=1-1365
3352	OG0003352	YOR251C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.82&CDS=1-900
3353	OG0003353	YOR252W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.50&CDS=1-543
3354	OG0003354	YOR253W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.105&CDS=1-465
3355	OG0003355	YOR254C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.106&CDS=1-1842
3356	OG0003356	YOR258W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.95&CDS=1-654
3357	OG0003357	YOR259C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.69&CDS=1-1296
3358	OG0003358	YOR261C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.75&CDS=1-966
3359	OG0003359	YOR262W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.99&CDS=1-1026
3360	OG0003360	YOR265W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.74&CDS=1-306
3361	OG0003361	YOR269W	snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.23&CDS=1-1389
3362	OG0003362	YOR271C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.142&CDS=1-981
3363	OG0003363	YOR272W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.143&CDS=1-1320
3364	OG0003364	YOR273C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.107&CDS=1-2193
3365	OG0003365	YOR274W	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.110&CDS=1-1347
3366	OG0003366	YOR275C	maker-NODE_4_length_548769_cov_13.6504_ID_5975-snap-gene-2.127-mRNA-1_1&gene=maker-NODE_4_length_548769_cov_13.6504_ID_5975-snap-gene-2.127&CDS=1-2361
3367	OG0003367	YOR276W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.28&CDS=1-477
3368	OG0003368	YOR278W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.54-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.54&CDS=1-759
3369	OG0003369	YOR281C	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.101&CDS=1-768
3370	OG0003370	YOR283W	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.97&CDS=1-648
3371	OG0003371	YOR286W	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.154&CDS=1-558
3372	OG0003372	YOR287C	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.208-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.208&CDS=1-864
3373	OG0003373	YOR288C	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.76&CDS=1-864
3374	OG0003374	YOR289W	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.98&CDS=1-570
3375	OG0003375	YOR291W	genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.52-mRNA-1_1&gene=genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.52&CDS=1-4194
3376	OG0003376	YOR292C	snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_44_length_42896_cov_11.5108_ID_10598-processed-gene-0.68&CDS=1-1461
3377	OG0003377	YOR294W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.133&CDS=1-2445
3378	OG0003378	YOR298W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.16&CDS=1-984
3379	OG0003379	YOR301W	maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-2.155-mRNA-1_1&gene=maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-2.155&CDS=1-1428
3380	OG0003380	YOR303W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.138&CDS=1-1290
3381	OG0003381	YOR305W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.32&CDS=1-624
3382	OG0003382	YOR308C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.163&CDS=1-1797
3383	OG0003383	YOR310C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.161&CDS=1-1515
3384	OG0003384	YOR311C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.192&CDS=1-972
3385	OG0003385	YOR313C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.159&CDS=1-1089
3386	OG0003386	YOR317W	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.234-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.234&CDS=1-2094
3387	OG0003387	YOR322C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.89&CDS=1-2220
3388	OG0003388	YOR323C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-0.62&CDS=1-1311
3389	OG0003389	YOR326W	maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-1.150-mRNA-1_1&gene=maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-1.150&CDS=1-4719
3390	OG0003390	YOR327C	maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_9_length_416299_cov_13.227_ID_6419-snap-gene-0.54&CDS=1-342
3391	OG0003391	YOR329C	genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.40&CDS=1-1824
3392	OG0003392	YOR330C	snap_masked-NODE_45_length_30536_cov_16.4412_ID_8369-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_45_length_30536_cov_16.4412_ID_8369-processed-gene-0.39&CDS=1-3585
3393	OG0003393	YOR332W	snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.71&CDS=1-678
3394	OG0003394	YOR334W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.62&CDS=1-1224
3395	OG0003395	YOR335C	maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_2_length_837960_cov_13.6015_ID_4467-snap-gene-0.56&CDS=1-2856
3396	OG0003396	YOR340C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.22&CDS=1-870
3397	OG0003397	YOR341W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.57&CDS=1-4857
3398	OG0003398	YOR344C	snap_masked-NODE_23_length_134155_cov_15.5572_ID_8127-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_23_length_134155_cov_15.5572_ID_8127-processed-gene-0.30&CDS=1-891
3399	OG0003399	YOR346W	snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_26_length_128712_cov_13.768_ID_5260-processed-gene-0.83&CDS=1-3237
3400	OG0003400	YOR348C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.47&CDS=1-1668
3401	OG0003401	YOR349W	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.131&CDS=1-3102
3402	OG0003402	YOR351C	maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-2.195-mRNA-1_1&gene=maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-2.195&CDS=1-1350
3403	OG0003403	YOR352W	augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.72&CDS=1-717
