	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
3530	OG0003530	snap_masked-NADE0S18-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.156&CDS=1-669	YOR213C
3531	OG0003531	snap_masked-NADE0S18-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.193&CDS=1-1251	YOR212W
3532	OG0003532	snap_masked-NADE0S18-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.194&CDS=1-1326	YOR216C
3533	OG0003533	snap_masked-NADE0S18-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.157&CDS=1-2574	YOR217W
3534	OG0003534	snap_masked-NADE0S18-processed-gene-1.195-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.195&CDS=1-2628	YOR219C
3535	OG0003535	snap_masked-NADE0S18-processed-gene-1.158-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.158&CDS=1-2241	YFL009W
3536	OG0003536	augustus_masked-NADE0S18-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.84&CDS=1-1686	YPL020C
3537	OG0003537	augustus_masked-NADE0S18-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.115&CDS=1-1062	YPL015C
3538	OG0003538	snap_masked-NADE0S18-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.162&CDS=1-1056	YPL014W
3539	OG0003539	snap_masked-NADE0S18-processed-gene-1.196-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.196&CDS=1-363	YPL013C
3540	OG0003540	snap_masked-NADE0S18-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.163&CDS=1-3645	YPL012W
3541	OG0003541	snap_masked-NADE0S18-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.197&CDS=1-1194	YPL011C
3542	OG0003542	snap_masked-NADE0S18-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.164&CDS=1-3396	YOR207C
3543	OG0003543	snap_masked-NADE0S18-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.198&CDS=1-2130	YOR206W
3544	OG0003544	snap_masked-NADE0S18-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.165&CDS=1-1617	YOR205C
3545	OG0003545	snap_masked-NADE0S18-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.166&CDS=1-1242	YBR195C
3546	OG0003546	snap_masked-NADE0S18-processed-gene-1.167-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.167&CDS=1-657	YBR193C
3547	OG0003547	snap_masked-NADE0S18-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.200&CDS=1-1140	YBR192W
3548	OG0003548	snap_masked-NADE0S18-processed-gene-1.203-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.203&CDS=1-795	YBR187W
3549	OG0003549	snap_masked-NADE0S18-processed-gene-1.204-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.204&CDS=1-1542	YBR186W
3550	OG0003550	snap_masked-NADE0S18-processed-gene-1.205-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.205&CDS=1-2697	YPL084W
3551	OG0003551	snap_masked-NADE0S18-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.169&CDS=1-843	YBR185C
3552	OG0003552	snap_masked-NADE0S18-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.170&CDS=1-1671	YPL086C
3553	OG0003553	augustus_masked-NADE0S18-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.125&CDS=1-1620	YBR180W
3554	OG0003554	snap_masked-NADE0S18-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.174&CDS=1-2547	YBR179C
3555	OG0003555	snap_masked-NADE0S18-processed-gene-1.207-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.207&CDS=1-936	YBR176W
3556	OG0003556	augustus_masked-NADE0S18-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.127&CDS=1-960	YBR175W
3557	OG0003557	augustus_masked-NADE0S18-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.97&CDS=1-447	YBR173C
3558	OG0003558	snap_masked-NADE0S18-processed-gene-1.208-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.208&CDS=1-678	YBR171W
3559	OG0003559	snap_masked-NADE0S18-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.178&CDS=1-1770	YBR170C
3560	OG0003560	snap_masked-NADE0S18-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.209&CDS=1-1296	YBR168W
3561	OG0003561	snap_masked-NADE0S18-processed-gene-1.180-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.180&CDS=1-1728	YBR166C
3562	OG0003562	snap_masked-NADE0S18-processed-gene-1.210-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.210&CDS=1-687	YBR165W
3563	OG0003563	genemark-NADE0S18-processed-gene-1.31-mRNA-1_1&gene=genemark-NADE0S18-processed-gene-1.31&CDS=1-549	YBR164C
3564	OG0003564	snap_masked-NADE0S18-processed-gene-1.212-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.212&CDS=1-1350	YBR162C
3565	OG0003565	augustus_masked-NADE0S18-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.104&CDS=1-1611	YBR163W
3566	OG0003566	snap_masked-NADE0S18-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.185&CDS=1-5502	YBR208C
3567	OG0003567	snap_masked-NADE0S18-processed-gene-1.186-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.186&CDS=1-1086	YBR204C
3568	OG0003568	snap_masked-NADE0S18-processed-gene-1.215-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.215&CDS=1-2754	YBR203W
3569	OG0003569	snap_masked-NADE0S18-processed-gene-1.216-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.216&CDS=1-2427	YBR202W
3570	OG0003570	snap_masked-NADE0S18-processed-gene-1.217-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.217&CDS=1-630	YBR201W
3571	OG0003571	snap_masked-NADE0S18-processed-gene-1.218-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.218&CDS=1-1701	YBR200W
3572	OG0003572	snap_masked-NADE0S18-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.187&CDS=1-2481	YBR198C
3573	OG0003573	augustus_masked-NADE0S18-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NADE0S18-processed-gene-1.138&CDS=1-648	YOR202W
3574	OG0003574	snap_masked-NADE0S18-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.190&CDS=1-1191	YOR201C
3575	OG0003575	snap_masked-NADE0S18-processed-gene-1.191-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.191&CDS=1-1416	YOR198C
3576	OG0003576	snap_masked-NADE0S18-processed-gene-1.219-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.219&CDS=1-1131	YOR197W
3577	OG0003577	snap_masked-NADE0S18-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.192&CDS=1-1197	YOR196C
3578	OG0003578	snap_masked-NADE0S18-processed-gene-1.220-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.220&CDS=1-2406	YOR195W
3579	OG0003579	snap_masked-NADE0S18-processed-gene-1.221-mRNA-1_1&gene=snap_masked-NADE0S18-processed-gene-1.221&CDS=1-1074	YPL112C
3580	OG0003580	augustus_masked-NADE0S19-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NADE0S19-processed-gene-0.5&CDS=1-753	YLR079W
3581	OG0003581	snap_masked-NADE0S23-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NADE0S23-processed-gene-0.3&CDS=1-1932	YDR350C
3582	OG0003582	genemark-NADE0S24-processed-gene-0.65-mRNA-1_1&gene=genemark-NADE0S24-processed-gene-0.65&CDS=1-555	YLR050C
3583	OG0003583	snap_masked-NADE0S24-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.32&CDS=1-1263	YLR049C
3584	OG0003584	snap_masked-NADE0S24-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.33&CDS=1-1482	YFL018C
3585	OG0003585	snap_masked-NADE0S24-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.49&CDS=1-750	YLR051C
3586	OG0003586	snap_masked-NADE0S24-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.34&CDS=1-909	YLR052W
3587	OG0003587	snap_masked-NADE0S24-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.51&CDS=1-2388	YLR054C
3588	OG0003588	snap_masked-NADE0S24-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.52&CDS=1-1881	YLR055C
3589	OG0003589	snap_masked-NADE0S24-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.39&CDS=1-1092	YLR056W
3590	OG0003590	snap_masked-NADE0S24-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.40&CDS=1-2451	YLR057W
3591	OG0003591	snap_masked-NADE0S24-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.54&CDS=1-654	YLR059C
3592	OG0003592	snap_masked-NADE0S24-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.41&CDS=1-1785	YLR060W
3593	OG0003593	maker-NADE0S24-snap-gene-0.95-mRNA-1_1&gene=maker-NADE0S24-snap-gene-0.95&CDS=1-360	YLR061W
3594	OG0003594	snap_masked-NADE0S24-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.43&CDS=1-927	YLR063W
3595	OG0003595	augustus_masked-NADE0S24-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NADE0S24-processed-gene-0.11&CDS=1-783	YLR064W
3596	OG0003596	augustus_masked-NADE0S24-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NADE0S24-processed-gene-0.23&CDS=1-522	YLR065C
3597	OG0003597	snap_masked-NADE0S24-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.44&CDS=1-645	YLR066W
3598	OG0003598	snap_masked-NADE0S24-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.56&CDS=1-2907	YLR067C
3599	OG0003599	snap_masked-NADE0S24-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.45&CDS=1-441	YLR068W
3600	OG0003600	snap_masked-NADE0S24-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.57&CDS=1-2259	YLR069C
3601	OG0003601	snap_masked-NADE0S24-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.58&CDS=1-3069	YLR071C
3602	OG0003602	snap_masked-NADE0S24-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.59&CDS=1-612	YLR073C
3603	OG0003603	snap_masked-NADE0S24-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.47&CDS=1-1710	YLR077W
3604	OG0003604	snap_masked-NADE0S24-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NADE0S24-processed-gene-0.60&CDS=1-702	YLR078C
3605	OG0003605	augustus_masked-NADE0S24-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NADE0S24-processed-gene-0.29&CDS=1-1953	YEL062W
3606	OG0003606	snap_masked-NADE0S25-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.1&CDS=1-789	YEL051W
3607	OG0003607	snap_masked-NADE0S25-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.17&CDS=1-1101	YEL050C
3608	OG0003608	snap_masked-NADE0S25-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.2&CDS=1-1980	YML042W
3609	OG0003609	genemark-NADE0S25-processed-gene-0.40-mRNA-1_1&gene=genemark-NADE0S25-processed-gene-0.40&CDS=1-825	YML041C
3610	OG0003610	snap_masked-NADE0S25-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.4&CDS=1-1548	YML043C
3611	OG0003611	snap_masked-NADE0S25-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.18&CDS=1-1041	YMR005W
3612	OG0003612	snap_masked-NADE0S25-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.19&CDS=1-1533	YMR004W
3613	OG0003613	snap_masked-NADE0S25-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.20&CDS=1-486	YMR002W
3614	OG0003614	genemark-NADE0S25-processed-gene-0.44-mRNA-1_1&gene=genemark-NADE0S25-processed-gene-0.44&CDS=1-2220	YMR001C
3615	OG0003615	augustus_masked-NADE0S25-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-0.83&CDS=1-1374	YOL069W
3616	OG0003616	snap_masked-NADE0S25-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.23&CDS=1-612	YOL067C
3617	OG0003617	snap_masked-NADE0S25-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.24&CDS=1-2517	YDL040C
3618	OG0003618	snap_masked-NADE0S25-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.26&CDS=1-1107	YOL065C
3619	OG0003619	snap_masked-NADE0S25-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.27&CDS=1-1071	YOL064C
3620	OG0003620	snap_masked-NADE0S25-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.28&CDS=1-2646	YOL063C
3621	OG0003621	snap_masked-NADE0S25-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.29&CDS=1-1428	YOL062C
3622	OG0003622	snap_masked-NADE0S25-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.9&CDS=1-1455	YOL061W
3623	OG0003623	snap_masked-NADE0S25-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.30&CDS=1-1938	YOL060C
3624	OG0003624	snap_masked-NADE0S25-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.11&CDS=1-1260	YOL058W
3625	OG0003625	snap_masked-NADE0S25-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.12&CDS=1-2112	YOL057W
3626	OG0003626	snap_masked-NADE0S25-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.13&CDS=1-3156	YAR019C
3627	OG0003627	snap_masked-NADE0S25-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-0.14&CDS=1-1014	YJR105W
3628	OG0003628	augustus_masked-NADE0S25-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-0.90&CDS=1-2697	YJR107W
3629	OG0003629	maker-NADE0S25-snap-gene-1.166-mRNA-1_1&gene=maker-NADE0S25-snap-gene-1.166&CDS=1-1908	YJR110W
3630	OG0003630	snap_masked-NADE0S25-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.117&CDS=1-870	YJR111C
3631	OG0003631	snap_masked-NADE0S25-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.113&CDS=1-633	YJR112W
3632	OG0003632	snap_masked-NADE0S25-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.114&CDS=1-360	YJR112W-A
3633	OG0003633	snap_masked-NADE0S25-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.118&CDS=1-861	YJR113C
3634	OG0003634	augustus_masked-NADE0S25-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.59&CDS=1-705	YJR115W
3635	OG0003635	snap_masked-NADE0S25-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.116&CDS=1-462	YJR104C
3636	OG0003636	snap_masked-NADE0S25-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.119&CDS=1-519	YJR102C
3637	OG0003637	snap_masked-NADE0S25-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.137&CDS=1-810	YJR101W
3638	OG0003638	augustus_masked-NADE0S25-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.64&CDS=1-954	YJR100C
3639	OG0003639	snap_masked-NADE0S25-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.139&CDS=1-729	YJR099W
3640	OG0003640	snap_masked-NADE0S25-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.120&CDS=1-2169	YJR098C
3641	OG0003641	maker-NADE0S25-augustus-gene-1.110-mRNA-1_1&gene=maker-NADE0S25-augustus-gene-1.110&CDS=1-1398	YJR096W
3642	OG0003642	snap_masked-NADE0S25-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.142&CDS=1-1023	YJR095W
3643	OG0003643	snap_masked-NADE0S25-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.121&CDS=1-1221	YJR094C
3644	OG0003644	snap_masked-NADE0S25-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.122&CDS=1-1002	YJR093C
3645	OG0003645	snap_masked-NADE0S25-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.143&CDS=1-4347	YJR092W
3646	OG0003646	snap_masked-NADE0S25-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.124&CDS=1-3351	YJR090C
3647	OG0003647	snap_masked-NADE0S25-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.144&CDS=1-2532	YJR089W
3648	OG0003648	snap_masked-NADE0S25-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.125&CDS=1-885	YJR088C
3649	OG0003649	snap_masked-NADE0S25-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.145&CDS=1-267	YJR086W
3650	OG0003650	snap_masked-NADE0S25-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.126&CDS=1-315	YJR085C
3651	OG0003651	augustus_masked-NADE0S25-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.90&CDS=1-1362	YJR084W
3652	OG0003652	augustus_masked-NADE0S25-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.72&CDS=1-936	YJR083C
3653	OG0003653	augustus_masked-NADE0S25-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.73&CDS=1-1341	YJR080C
3654	OG0003654	snap_masked-NADE0S25-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.147&CDS=1-591	YBL107C
3655	OG0003655	augustus_masked-NADE0S25-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.74&CDS=1-321	YMR252C
3656	OG0003656	snap_masked-NADE0S25-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.148&CDS=1-1911	YMR250W
3657	OG0003657	snap_masked-NADE0S25-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.149&CDS=1-1197	YOL052C
3658	OG0003658	maker-NADE0S25-augustus-gene-1.111-mRNA-1_1&gene=maker-NADE0S25-augustus-gene-1.111&CDS=1-3174	YGR175C
3659	OG0003659	snap_masked-NADE0S25-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.152&CDS=1-2436	YGR178C
3660	OG0003660	augustus_masked-NADE0S25-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.97&CDS=1-996	YGR179C
3661	OG0003661	snap_masked-NADE0S25-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.154&CDS=1-1053	YGR180C
3662	OG0003662	snap_masked-NADE0S25-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.130&CDS=1-642	YDR302W
3663	OG0003663	augustus_masked-NADE0S25-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.99&CDS=1-2418	YDR303C
3664	OG0003664	snap_masked-NADE0S25-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.156&CDS=1-621	YDR304C
3665	OG0003665	augustus_masked-NADE0S25-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.76&CDS=1-1101	YDR531W
3666	OG0003666	snap_masked-NADE0S25-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.157&CDS=1-1062	YDR532C
3667	OG0003667	augustus_masked-NADE0S25-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.102&CDS=1-1524	YDR527W
3668	OG0003668	snap_masked-NADE0S25-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.132&CDS=1-1023	YDR524C
3669	OG0003669	snap_masked-NADE0S25-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.133&CDS=1-1560	YDR523C
3670	OG0003670	snap_masked-NADE0S25-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.135&CDS=1-2115	YDR520C
3671	OG0003671	snap_masked-NADE0S25-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.160&CDS=1-414	YDR519W
3672	OG0003672	snap_masked-NADE0S25-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-1.136&CDS=1-1221	YJR062C
3673	OG0003673	augustus_masked-NADE0S25-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.107&CDS=1-1101	YJR060W
3674	OG0003674	augustus_masked-NADE0S25-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.82&CDS=1-474	YJR058C
3675	OG0003675	augustus_masked-NADE0S25-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-1.109&CDS=1-645	YJR057W
3676	OG0003676	snap_masked-NADE0S25-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.86&CDS=1-519	YJR056C
3677	OG0003677	snap_masked-NADE0S25-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.87&CDS=1-897	YHR090C
3678	OG0003678	snap_masked-NADE0S25-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.88&CDS=1-654	YHR089C
3679	OG0003679	snap_masked-NADE0S25-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.92&CDS=1-879	YHR088W
3680	OG0003680	augustus_masked-NADE0S25-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-2.4&CDS=1-333	YHR087W
3681	OG0003681	augustus_masked-NADE0S25-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-2.5&CDS=1-1557	YHR086W
3682	OG0003682	snap_masked-NADE0S25-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.112&CDS=1-906	YHR083W
3683	OG0003683	snap_masked-NADE0S25-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.95&CDS=1-3093	YHR082C
3684	OG0003684	snap_masked-NADE0S25-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.113&CDS=1-453	YHR081W
3685	OG0003685	augustus_masked-NADE0S25-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-2.9&CDS=1-3333	YHR079C
3686	OG0003686	snap_masked-NADE0S25-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.98&CDS=1-963	YDR435C
3687	OG0003687	snap_masked-NADE0S25-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.115&CDS=1-1593	YDR434W
3688	OG0003688	snap_masked-NADE0S25-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.99&CDS=1-2979	YDR430C
3689	OG0003689	snap_masked-NADE0S25-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.116&CDS=1-1185	YDR427W
3690	OG0003690	snap_masked-NADE0S25-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.117&CDS=1-1878	YDR425W
3691	OG0003691	augustus_masked-NADE0S25-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-2.12&CDS=1-258	YDR424C
3692	OG0003692	snap_masked-NADE0S25-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.101&CDS=1-1464	YDR423C
3693	OG0003693	snap_masked-NADE0S25-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.102&CDS=1-2292	YDR422C
3694	OG0003694	snap_masked-NADE0S25-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.118&CDS=1-2784	YDR421W
3695	OG0003695	snap_masked-NADE0S25-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.120&CDS=1-1866	YDR419W
3696	OG0003696	snap_masked-NADE0S25-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.122&CDS=1-2484	YDR416W
3697	OG0003697	snap_masked-NADE0S25-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.103&CDS=1-1143	YDR415C
3698	OG0003698	snap_masked-NADE0S25-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.104&CDS=1-1185	YDR414C
3699	OG0003699	snap_masked-NADE0S25-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.123&CDS=1-726	YDR412W
