	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
2738	OG0002738	YMR285C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.16&CDS=1-1455
2739	OG0002739	YMR286W	snap_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.83&CDS=1-276
2740	OG0002740	YMR287C	snap_masked-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.19&CDS=1-3201
2741	OG0002741	YMR288W	genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.53&CDS=1-3417
2742	OG0002742	YMR289W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.53&CDS=1-861
2743	OG0002743	YMR290C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.47&CDS=1-1722
2744	OG0002744	YMR292W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.141&CDS=1-417
2745	OG0002745	YMR293C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.178&CDS=1-1533
2746	OG0002746	YMR294W	snap_masked-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-0.9&CDS=1-1053
2747	OG0002747	YMR295C	genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.35&CDS=1-579
2748	OG0002748	YMR296C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.143&CDS=1-1719
2749	OG0002749	YMR300C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.207&CDS=1-1695
2750	OG0002750	YMR301C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.61-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.61&CDS=1-2148
2751	OG0002751	YMR302C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.149&CDS=1-2460
2752	OG0002752	YMR304W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-0.76&CDS=1-3753
2753	OG0002753	YMR305C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.68&CDS=1-1107
2754	OG0002754	YMR307W	maker-NODE_42_length_110448_cov_14.655_ID_83-snap-gene-0.135-mRNA-1_1&gene=maker-NODE_42_length_110448_cov_14.655_ID_83-snap-gene-0.135&CDS=1-3180
2755	OG0002755	YMR308C	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.65&CDS=1-3264
2756	OG0002756	YMR309C	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.60&CDS=1-2538
2757	OG0002757	YMR310C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.64&CDS=1-1167
2758	OG0002758	YMR311C	genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_101_length_17587_cov_12.3458_ID_201-processed-gene-0.0&CDS=1-810
2759	OG0002759	YMR312W	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.98&CDS=1-837
2760	OG0002760	YMR313C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.119&CDS=1-1647
2761	OG0002761	YMR314W	snap_masked-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.55&CDS=1-951
2762	OG0002762	YMR315W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.0&CDS=1-1053
2763	OG0002763	YNL001W	maker-NODE_16_length_259366_cov_13.0174_ID_31-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_16_length_259366_cov_13.0174_ID_31-snap-gene-0.90&CDS=1-2307
2764	OG0002764	YNL002C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.67&CDS=1-834
2765	OG0002765	YNL003C	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.2&CDS=1-849
2766	OG0002766	YNL005C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.90&CDS=1-1119
2767	OG0002767	YNL006W	genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.29&CDS=1-909
2768	OG0002768	YNL007C	genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.28&CDS=1-984
2769	OG0002769	YNL010W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.105&CDS=1-738
2770	OG0002770	YNL014W	genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_81_length_48773_cov_11.9544_ID_161-processed-gene-0.12&CDS=1-3129
2771	OG0002771	YNL015W	snap_masked-NODE_103_length_13020_cov_12.5345_ID_205-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_103_length_13020_cov_12.5345_ID_205-processed-gene-0.7&CDS=1-225
2772	OG0002772	YNL016W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.58&CDS=1-1224
2773	OG0002773	YNL021W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.41&CDS=1-2478
2774	OG0002774	YNL022C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.59&CDS=1-1317
2775	OG0002775	YNL023C	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.47&CDS=1-2940
2776	OG0002776	YNL024C	genemark-NODE_67_length_64695_cov_15.4663_ID_133-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_67_length_64695_cov_15.4663_ID_133-processed-gene-0.4&CDS=1-903
2777	OG0002777	YNL024C-A	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.99&CDS=1-213
2778	OG0002778	YNL025C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.97&CDS=1-993
2779	OG0002779	YNL026W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.74&CDS=1-1530
2780	OG0002780	YNL032W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.66&CDS=1-876
2781	OG0002781	YNL035C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.61&CDS=1-1098
2782	OG0002782	YNL036W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.128&CDS=1-1014
2783	OG0002783	YNL039W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.42&CDS=1-2499
2784	OG0002784	YNL040W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-0.51&CDS=1-1284
2785	OG0002785	YNL041C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.64&CDS=1-2451
2786	OG0002786	YNL042W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.90&CDS=1-1272
2787	OG0002787	YNL044W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.16&CDS=1-531
2788	OG0002788	YNL045W	augustus_masked-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.40&CDS=1-1941
2789	OG0002789	YNL048W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.68&CDS=1-1869
2790	OG0002790	YNL051W	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.101&CDS=1-1257
2791	OG0002791	YNL056W	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.134&CDS=1-918
2792	OG0002792	YNL059C	augustus_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.4&CDS=1-2253
2793	OG0002793	YNL061W	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.50&CDS=1-1854
2794	OG0002794	YNL062C	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.34&CDS=1-1389
2795	OG0002795	YNL069C	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.100&CDS=1-600
2796	OG0002796	YNL071W	genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.32&CDS=1-1416
2797	OG0002797	YNL072W	genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.35&CDS=1-966
2798	OG0002798	YNL075W	genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.34&CDS=1-852
2799	OG0002799	YNL076W	augustus_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.22&CDS=1-4260
2800	OG0002800	YNL082W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.43&CDS=1-2697
2801	OG0002801	YNL083W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.38&CDS=1-1740
2802	OG0002802	YNL084C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.66-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.66&CDS=1-1179
2803	OG0002803	YNL085W	snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.52&CDS=1-2283
2804	OG0002804	YNL088W	genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_11_length_300117_cov_13.091_ID_21-processed-gene-2.71&CDS=1-4524
2805	OG0002805	YNL090W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.146&CDS=1-585
2806	OG0002806	YNL091W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.145&CDS=1-3534
2807	OG0002807	YNL092W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.150&CDS=1-1206
2808	OG0002808	YNL094W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.181&CDS=1-2184
2809	OG0002809	YNL097C	genemark-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.72&CDS=1-1395
2810	OG0002810	YNL099C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.49&CDS=1-645
2811	OG0002811	YNL102W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.1&CDS=1-4590
2812	OG0002812	YNL107W	genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.7&CDS=1-783
2813	OG0002813	YNL108C	genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.84&CDS=1-1338
2814	OG0002814	YNL110C	genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.34&CDS=1-894
2815	OG0002815	YNL111C	genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_65_length_65706_cov_12.8829_ID_129-processed-gene-0.21&CDS=1-363
2816	OG0002816	YNL113W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.103&CDS=1-414
2817	OG0002817	YNL118C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.162&CDS=1-3504
2818	OG0002818	YNL119W	augustus_masked-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.23&CDS=1-1407
2819	OG0002819	YNL122C	snap_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.231-mRNA-1_1&gene=snap_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.231&CDS=1-285
2820	OG0002820	YNL123W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.104&CDS=1-2964
2821	OG0002821	YNL124W	snap_masked-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.11&CDS=1-1959
2822	OG0002822	YNL127W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.2&CDS=1-3000
2823	OG0002823	YNL128W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.3&CDS=1-1176
2824	OG0002824	YNL129W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.76&CDS=1-732
2825	OG0002825	YNL131W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.74&CDS=1-519
2826	OG0002826	YNL132W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.72&CDS=1-3165
2827	OG0002827	YNL135C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.89&CDS=1-324
2828	OG0002828	YNL137C	augustus_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.20&CDS=1-2346
2829	OG0002829	YNL138W	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.49&CDS=1-1617
2830	OG0002830	YNL138W-A	genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.18&CDS=1-246
2831	OG0002831	YNL139C	genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_88_length_41501_cov_14.5778_ID_175-processed-gene-0.27&CDS=1-4953
2832	OG0002832	YNL141W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.11&CDS=1-1068
2833	OG0002833	YNL142W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-2.90&CDS=1-1404
2834	OG0002834	YNL147W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.88-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.88&CDS=1-414
2835	OG0002835	YNL149C	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.44&CDS=1-390
2836	OG0002836	YNL151C	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.45&CDS=1-696
2837	OG0002837	YNL152W	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.61&CDS=1-1623
2838	OG0002838	YNL153C	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.136&CDS=1-387
2839	OG0002839	YNL155W	genemark-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.46&CDS=1-930
2840	OG0002840	YNL161W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.182-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.182&CDS=1-2127
2841	OG0002841	YNL163C	maker-NODE_24_length_185531_cov_13.2868_ID_47-snap-gene-0.240-mRNA-1_1&gene=maker-NODE_24_length_185531_cov_13.2868_ID_47-snap-gene-0.240&CDS=1-3537
2842	OG0002842	YNL166C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.64&CDS=1-861
2843	OG0002843	YNL167C	genemark-NODE_72_length_57871_cov_23.988_ID_143-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_72_length_57871_cov_23.988_ID_143-processed-gene-0.37&CDS=1-1887
2844	OG0002844	YNL168C	genemark-NODE_72_length_57871_cov_23.988_ID_143-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_72_length_57871_cov_23.988_ID_143-processed-gene-0.36&CDS=1-705
2845	OG0002845	YNL169C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.94&CDS=1-1797
2846	OG0002846	YNL172W	augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.84&CDS=1-5067
2847	OG0002847	YNL175C	genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.63&CDS=1-1311
2848	OG0002848	YNL177C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.177-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.177&CDS=1-939
2849	OG0002849	YNL178W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.14&CDS=1-738
2850	OG0002850	YNL181W	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.53&CDS=1-1443
2851	OG0002851	YNL182C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.76&CDS=1-1494
2852	OG0002852	YNL185C	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.32&CDS=1-450
2853	OG0002853	YNL186W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.75&CDS=1-2565
2854	OG0002854	YNL189W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.190-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.190&CDS=1-1635
2855	OG0002855	YNL191W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.223-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.223&CDS=1-1140
2856	OG0002856	YNL193W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.50&CDS=1-1605
2857	OG0002857	YNL200C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.133-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.133&CDS=1-717
2858	OG0002858	YNL201C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.177-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.177&CDS=1-2520
2859	OG0002859	YNL202W	genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.77&CDS=1-861
2860	OG0002860	YNL206C	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.178&CDS=1-1332
2861	OG0002861	YNL207W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.183&CDS=1-1305
