	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026256_Zygotorulaspora_mrakii
3405	OG0003405	YOL019W	snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.76&CDS=1-1533
3406	OG0003406	YOL021C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.108&CDS=1-3000
3407	OG0003407	YOL022C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.109&CDS=1-1176
3408	OG0003408	YOL023W	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.129&CDS=1-2019
3409	OG0003409	YOL025W	snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.81&CDS=1-1824
3410	OG0003410	YOL026C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.157&CDS=1-330
3411	OG0003411	YOL027C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.156-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.156&CDS=1-1905
3412	OG0003412	YOL029C	snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.52&CDS=1-1608
3413	OG0003413	YOL030W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.132&CDS=1-1416
3414	OG0003414	YOL032W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.14&CDS=1-717
3415	OG0003415	YOL033W	augustus_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.62&CDS=1-1653
3416	OG0003416	YOL034W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.12&CDS=1-3297
3417	OG0003417	YOL036W	snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.26&CDS=1-2739
3418	OG0003418	YOL038W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.129-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.129&CDS=1-801
3419	OG0003419	YOL039W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.38&CDS=1-321
3420	OG0003420	YOL040C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.15&CDS=1-423
3421	OG0003421	YOL041C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.16&CDS=1-1350
3422	OG0003422	YOL042W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.41&CDS=1-1101
3423	OG0003423	YOL043C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.18&CDS=1-1212
3424	OG0003424	YOL044W	snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.134&CDS=1-1122
3425	OG0003425	YOL045W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-0.44&CDS=1-3837
3426	OG0003426	YOL049W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.37&CDS=1-1443
3427	OG0003427	YOL051W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-1.38&CDS=1-3375
3428	OG0003428	YOL052C	genemark-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.44&CDS=1-1194
3429	OG0003429	YOL053W	augustus_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.159&CDS=1-1008
3430	OG0003430	YOL054W	augustus_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_12_length_282192_cov_18.97_ID_9233-processed-gene-1.160&CDS=1-1482
3431	OG0003431	YOL056W	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.92&CDS=1-903
3432	OG0003432	YOL058W	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-0.91&CDS=1-1254
3433	OG0003433	YOL060C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.74&CDS=1-2208
3434	OG0003434	YOL061W	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.36&CDS=1-1365
3435	OG0003435	YOL062C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.72&CDS=1-1446
3436	OG0003436	YOL064C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.68&CDS=1-1083
3437	OG0003437	YOL065C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.66&CDS=1-1113
3438	OG0003438	YOL066C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.65&CDS=1-1791
3439	OG0003439	YOL067C	augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.199&CDS=1-585
3440	OG0003440	YOL068C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.62&CDS=1-1764
3441	OG0003441	YOL069W	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.33&CDS=1-1392
3442	OG0003442	YOL070C	snap_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.129&CDS=1-1596
3443	OG0003443	YOL071W	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.32&CDS=1-435
3444	OG0003444	YOL072W	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.29&CDS=1-1467
3445	OG0003445	YOL073C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.55&CDS=1-885
3446	OG0003446	YOL075C	augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.190&CDS=1-4233
3447	OG0003447	YOL076W	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.22&CDS=1-2379
3448	OG0003448	YOL077C	genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.52&CDS=1-891
3449	OG0003449	YOL077W-A	augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_17_length_215592_cov_17.9152_ID_3339-processed-gene-1.162&CDS=1-207
3450	OG0003450	YOL078W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.55&CDS=1-3468
3451	OG0003451	YOL080C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.56&CDS=1-864
3452	OG0003452	YOL081W	snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.5&CDS=1-9387
3453	OG0003453	YOL084W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.124&CDS=1-2922
3454	OG0003454	YOL086W-A	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.23&CDS=1-279
3455	OG0003455	YOL087C	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.40&CDS=1-3597
3456	OG0003456	YOL088C	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.39&CDS=1-813
3457	OG0003457	YOL089C	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.38&CDS=1-3372
3458	OG0003458	YOL090W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.118&CDS=1-2880
3459	OG0003459	YOL091W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.16&CDS=1-2331
3460	OG0003460	YOL092W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.116&CDS=1-861
3461	OG0003461	YOL093W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.115&CDS=1-960
3462	OG0003462	YOL094C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.140&CDS=1-963
3463	OG0003463	YOL095C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.138-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.138&CDS=1-2130
3464	OG0003464	YOL096C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.137&CDS=1-936
3465	OG0003465	YOL097C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.136&CDS=1-1302
3466	OG0003466	YOL098C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.134&CDS=1-3141
3467	OG0003467	YOL100W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.111&CDS=1-3348
3468	OG0003468	YOL102C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.130&CDS=1-702
3469	OG0003469	YOL104C	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.28&CDS=1-1041
3470	OG0003470	YOL107W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.131-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.131&CDS=1-1002
3471	OG0003471	YOL108C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.153-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-3.153&CDS=1-456
3472	OG0003472	YOL111C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.1&CDS=1-624
3473	OG0003473	YOL114C	snap_masked-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.188-mRNA-1_1&gene=snap_masked-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.188&CDS=1-522
3474	OG0003474	YOL115W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.52&CDS=1-2088
3475	OG0003475	YOL116W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.53&CDS=1-1371
3476	OG0003476	YOL117W	snap_masked-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.240-mRNA-1_1&gene=snap_masked-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.240&CDS=1-1908
3477	OG0003477	YOL119C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.5&CDS=1-1518
3478	OG0003478	YOL123W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.56&CDS=1-1689
3479	OG0003479	YOL124C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.8&CDS=1-1299
3480	OG0003480	YOL126C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.9&CDS=1-1113
3481	OG0003481	YOL127W	maker-NODE_21_length_169601_cov_17.579_ID_3687-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_21_length_169601_cov_17.579_ID_3687-snap-gene-0.95&CDS=1-1068
3482	OG0003482	YOL129W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.61&CDS=1-552
3483	OG0003483	YOL132W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.64&CDS=1-1452
3484	OG0003484	YOL133W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.67&CDS=1-375
3485	OG0003485	YOL135C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.18&CDS=1-645
3486	OG0003486	YOL136C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.19&CDS=1-1230
3487	OG0003487	YOL137W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.1&CDS=1-1404
3488	OG0003488	YOL139C	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.22&CDS=1-630
3489	OG0003489	YOL140W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.71&CDS=1-1269
3490	OG0003490	YOL141W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.73&CDS=1-2040
3491	OG0003491	YOL142W	genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_21_length_169601_cov_17.579_ID_3687-processed-gene-0.74&CDS=1-720
3492	OG0003492	YOL144W	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.37&CDS=1-1407
3493	OG0003493	YOL145C	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.12&CDS=1-3270
3494	OG0003494	YOL146W	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.38&CDS=1-612
3495	OG0003495	YOL147C	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.13&CDS=1-705
3496	OG0003496	YOL148C	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.14&CDS=1-1887
3497	OG0003497	YOL149W	genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_25_length_111172_cov_23.1056_ID_5719-processed-gene-0.39&CDS=1-603
3498	OG0003498	YOL164W	augustus_masked-NODE_55_length_8568_cov_20.4906_ID_8589-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_55_length_8568_cov_20.4906_ID_8589-processed-gene-0.4&CDS=1-1929
3499	OG0003499	YOR001W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.138&CDS=1-2241
3500	OG0003500	YOR002W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.140&CDS=1-1632
3501	OG0003501	YOR004W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.162-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.162&CDS=1-822
3502	OG0003502	YOR005C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.143&CDS=1-2874
3503	OG0003503	YOR006C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.142-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.142&CDS=1-897
3504	OG0003504	YOR007C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.141-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-4.141&CDS=1-1044
3505	OG0003505	YOR008C	genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_18_length_201302_cov_18.8036_ID_4532-processed-gene-1.124&CDS=1-1146
3506	OG0003506	YOR014W	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.80&CDS=1-2313
3507	OG0003507	YOR016C	genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_8_length_392823_cov_18.3038_ID_6921-processed-gene-2.35&CDS=1-636
3508	OG0003508	YOR017W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-2.100&CDS=1-2160
3509	OG0003509	YOR018W	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-1.112&CDS=1-2214
3510	OG0003510	YOR020C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.251-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.251&CDS=1-315
3511	OG0003511	YOR021C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.252-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.252&CDS=1-636
3512	OG0003512	YOR022C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.253-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.253&CDS=1-1947
3513	OG0003513	YOR023C	augustus_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-1.85&CDS=1-1785
3514	OG0003514	YOR025W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.249-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.249&CDS=1-1431
3515	OG0003515	YOR026W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.49&CDS=1-966
3516	OG0003516	YOR027W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.246-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.246&CDS=1-1728
3517	OG0003517	YOR030W	snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.145&CDS=1-1731
3518	OG0003518	YOR032C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.200-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.200&CDS=1-2703
3519	OG0003519	YOR035C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.197-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.197&CDS=1-2274
3520	OG0003520	YOR036W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.142&CDS=1-867
3521	OG0003521	YOR037W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.99&CDS=1-1092
3522	OG0003522	YOR038C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-3.76&CDS=1-2589
3523	OG0003523	YOR040W	augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.109&CDS=1-822
3524	OG0003524	YOR042W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.160&CDS=1-1281
3525	OG0003525	YOR043W	genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_1_length_1100707_cov_17.8797_ID_2461-processed-gene-2.159&CDS=1-1461
