	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
2407	OG0002407	augustus_masked-NW_001813684.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.23&CDS=1-1071	YJR144W
2408	OG0002408	snap_masked-NW_001813684.1-processed-gene-7.43-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.43&CDS=1-1488	YFL022C
2409	OG0002409	augustus_masked-NW_001813684.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.29&CDS=1-624	YFL046W
2410	OG0002410	snap_masked-NW_001813684.1-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.46&CDS=1-2133	YLR077W
2411	OG0002411	snap_masked-NW_001813684.1-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.65&CDS=1-756	YFL045C
2412	OG0002412	augustus_masked-NW_001813684.1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.32&CDS=1-660	YLR075W
2413	OG0002413	snap_masked-NW_001813684.1-processed-gene-7.48-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.48&CDS=1-525	YLR074C
2414	OG0002414	snap_masked-NW_001813684.1-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.49&CDS=1-1272	YFL044C
2415	OG0002415	augustus_masked-NW_001813684.1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.12&CDS=1-1989	YGR054W
2416	OG0002416	snap_masked-NW_001813684.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.51&CDS=1-5805	YGR032W
2417	OG0002417	augustus_masked-NW_001813684.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.14&CDS=1-1005	YOL107W
2418	OG0002418	augustus_masked-NW_001813684.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.15&CDS=1-1314	YJL183W
2419	OG0002419	maker-NW_001813684.1-augustus-gene-7.38-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-7.38&CDS=1-2601	YMR137C
2420	OG0002420	augustus_masked-NW_001813684.1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.16&CDS=1-561	YMR138W
2421	OG0002421	snap_masked-NW_001813684.1-processed-gene-7.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.67&CDS=1-816	YGR033C
2422	OG0002422	snap_masked-NW_001813684.1-processed-gene-7.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-7.54&CDS=1-1872	YDL225W
2423	OG0002423	augustus_masked-NW_001813684.1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-7.19&CDS=1-2574	YLR347C
2424	OG0002424	augustus_masked-NW_001813684.1-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.1&CDS=1-774	YGR036C
2425	OG0002425	augustus_masked-NW_001813684.1-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.3&CDS=1-1122	YDL226C
2426	OG0002426	snap_masked-NW_001813684.1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.36&CDS=1-3057	YNL201C
2427	OG0002427	snap_masked-NW_001813684.1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.37&CDS=1-1092	YJL180C
2428	OG0002428	snap_masked-NW_001813684.1-processed-gene-8.35-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.35&CDS=1-354	YJL179W
2429	OG0002429	snap_masked-NW_001813684.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.38&CDS=1-426	YJL184W
2430	OG0002430	snap_masked-NW_001813684.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.39&CDS=1-1671	YLR345W
2431	OG0002431	augustus_masked-NW_001813684.1-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.7&CDS=1-615	YNL200C
2432	OG0002432	augustus_masked-NW_001813684.1-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.8&CDS=1-858	YPL149W
2433	OG0002433	augustus_masked-NW_001813684.1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.23&CDS=1-1899	YBR018C
2434	OG0002434	maker-NW_001813684.1-augustus-gene-8.33-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-8.33&CDS=1-2619	YBR019C
2435	OG0002435	snap_masked-NW_001813684.1-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.60&CDS=1-1389	YMR010W
2436	OG0002436	snap_masked-NW_001813684.1-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.61&CDS=1-2052	YMR126C
2437	OG0002437	augustus_masked-NW_001813684.1-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.26&CDS=1-1221	YLR246W
2438	OG0002438	snap_masked-NW_001813684.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.45&CDS=1-648	YER183C
2439	OG0002439	snap_masked-NW_001813684.1-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.63&CDS=1-2637	YPL072W
2440	OG0002440	snap_masked-NW_001813684.1-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.46&CDS=1-276	YBL029C-A
2441	OG0002441	snap_masked-NW_001813684.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.47&CDS=1-1020	YCR021C
2442	OG0002442	snap_masked-NW_001813684.1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.48&CDS=1-879	YLR064W
2443	OG0002443	augustus_masked-NW_001813684.1-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-8.16&CDS=1-567	YLR065C
2444	OG0002444	snap_masked-NW_001813684.1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.66&CDS=1-1674	YIL024C
2445	OG0002445	snap_masked-NW_001813684.1-processed-gene-8.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.67&CDS=1-3843	YOL075C
2446	OG0002446	snap_masked-NW_001813684.1-processed-gene-8.68-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.68&CDS=1-999	YER156C
2447	OG0002447	snap_masked-NW_001813684.1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-8.71&CDS=1-954	YPL067C
2448	OG0002448	maker-NW_001813684.1-snap-gene-8.0-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-8.0&CDS=1-1614	YDL020C
2449	OG0002449	snap_masked-NW_001813684.1-processed-gene-9.49-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.49&CDS=1-1224	YBR004C
2450	OG0002450	snap_masked-NW_001813684.1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.69&CDS=1-1047	YLR421C
2451	OG0002451	snap_masked-NW_001813684.1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.53&CDS=1-1350	YLR314C
2452	OG0002452	snap_masked-NW_001813684.1-processed-gene-9.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.54&CDS=1-849	YLL023C
2453	OG0002453	snap_masked-NW_001813684.1-processed-gene-9.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.55&CDS=1-3474	YFL025C
2454	OG0002454	snap_masked-NW_001813684.1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.71&CDS=1-1242	YIR005W
2455	OG0002455	augustus_masked-NW_001813684.1-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-9.11&CDS=1-2622	YMR049C
2456	OG0002456	maker-NW_001813684.1-snap-gene-9.93-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-9.93&CDS=1-999	YMR087W
2457	OG0002457	snap_masked-NW_001813684.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.59&CDS=1-846	YNL055C
2458	OG0002458	snap_masked-NW_001813684.1-processed-gene-9.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.60&CDS=1-2493	YJL031C
2459	OG0002459	augustus_masked-NW_001813684.1-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-9.27&CDS=1-738	YJL030W
2460	OG0002460	snap_masked-NW_001813684.1-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.61&CDS=1-2148	YJL010C
2461	OG0002461	snap_masked-NW_001813684.1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.74&CDS=1-2091	YPL104W
2462	OG0002462	snap_masked-NW_001813684.1-processed-gene-9.62-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.62&CDS=1-1446	YBR199W
2463	OG0002463	snap_masked-NW_001813684.1-processed-gene-9.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.75&CDS=1-840	YNL155W
2464	OG0002464	snap_masked-NW_001813684.1-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.63&CDS=1-909	YHR062C
2465	OG0002465	snap_masked-NW_001813684.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.64&CDS=1-3132	YBR281C
2466	OG0002466	maker-NW_001813684.1-augustus-gene-9.43-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-9.43&CDS=1-1671	YMR140W
2467	OG0002467	snap_masked-NW_001813684.1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.85&CDS=1-918	YER175C
2468	OG0002468	snap_masked-NW_001813684.1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.66&CDS=1-1197	YML095C
2469	OG0002469	augustus_masked-NW_001813684.1-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-9.38&CDS=1-456	YML094W
2470	OG0002470	snap_masked-NW_001813684.1-processed-gene-9.88-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-9.88&CDS=1-2052	YML127W
2471	OG0002471	augustus_masked-NW_001813684.1-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.23&CDS=1-465	YBL078C
2472	OG0002472	snap_masked-NW_001813684.1-processed-gene-10.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.63&CDS=1-1266	YDR415C
2473	OG0002473	augustus_masked-NW_001813684.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.25&CDS=1-924	YDR020C
2474	OG0002474	snap_masked-NW_001813684.1-processed-gene-10.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.46&CDS=1-1197	YDR021W
2475	OG0002475	snap_masked-NW_001813684.1-processed-gene-10.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.47&CDS=1-3321	YER110C
2476	OG0002476	snap_masked-NW_001813684.1-processed-gene-10.64-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.64&CDS=1-1533	YBL080C
2477	OG0002477	snap_masked-NW_001813684.1-processed-gene-10.65-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.65&CDS=1-492	YOL143C
2478	OG0002478	augustus_masked-NW_001813684.1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.9&CDS=1-1506	YBR283C
2479	OG0002479	snap_masked-NW_001813684.1-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.67&CDS=1-2418	YKL155C
2480	OG0002480	snap_masked-NW_001813684.1-processed-gene-10.52-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.52&CDS=1-735	YGR235C
2481	OG0002481	snap_masked-NW_001813684.1-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.68&CDS=1-1344	YGR257C
2482	OG0002482	snap_masked-NW_001813684.1-processed-gene-10.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.69&CDS=1-4794	YHR186C
2483	OG0002483	maker-NW_001813684.1-augustus-gene-10.78-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-10.78&CDS=1-2427	YOL148C
2484	OG0002484	snap_masked-NW_001813684.1-processed-gene-10.71-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.71&CDS=1-576	YOL149W
2485	OG0002485	augustus_masked-NW_001813684.1-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.15&CDS=1-633	YOL114C
2486	OG0002486	augustus_masked-NW_001813684.1-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-10.17&CDS=1-4902	YBR275C
2487	OG0002487	snap_masked-NW_001813684.1-processed-gene-10.57-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.57&CDS=1-2781	YJL057C
2488	OG0002488	snap_masked-NW_001813684.1-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.58&CDS=1-1992	YOL115W
2489	OG0002489	snap_masked-NW_001813684.1-processed-gene-10.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.75&CDS=1-1332	YDR306C
2490	OG0002490	snap_masked-NW_001813684.1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.59&CDS=1-2097	YCL057W
2491	OG0002491	snap_masked-NW_001813684.1-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.76&CDS=1-1956	YBR121C
2492	OG0002492	snap_masked-NW_001813684.1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.77&CDS=1-1929	YHR078W
2493	OG0002493	snap_masked-NW_001813684.1-processed-gene-10.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-10.60&CDS=1-705	YDR296W
2494	OG0002494	snap_masked-NW_001813684.1-processed-gene-11.0-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.0&CDS=1-861	YOR238W
2495	OG0002495	snap_masked-NW_001813684.1-processed-gene-11.4-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.4&CDS=1-1101	YBR249C
2496	OG0002496	maker-NW_001813684.1-augustus-gene-11.33-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-11.33&CDS=1-2481	YKR070W
2497	OG0002497	augustus_masked-NW_001813684.1-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-11.42&CDS=1-381	YKL144C
2498	OG0002498	snap_masked-NW_001813684.1-processed-gene-11.23-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.23&CDS=1-1293	YKL145W
2499	OG0002499	augustus_masked-NW_001813684.1-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-11.58&CDS=1-1023	YOL002C
2500	OG0002500	snap_masked-NW_001813684.1-processed-gene-11.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.26&CDS=1-1803	YJL071W
2501	OG0002501	maker-NW_001813684.1-snap-gene-11.68-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-11.68&CDS=1-603	YJL072C
2502	OG0002502	augustus_masked-NW_001813684.1-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-11.61&CDS=1-2478	YOR001W
2503	OG0002503	augustus_masked-NW_001813684.1-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-11.43&CDS=1-1614	YBR267W
2504	OG0002504	snap_masked-NW_001813684.1-processed-gene-11.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.28&CDS=1-2700	YJL062W
2505	OG0002505	snap_masked-NW_001813684.1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.29&CDS=1-4191	YMR012W
2506	OG0002506	snap_masked-NW_001813684.1-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.16&CDS=1-2118	YML088W
2507	OG0002507	snap_masked-NW_001813684.1-processed-gene-11.19-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.19&CDS=1-348	YBR268W
2508	OG0002508	snap_masked-NW_001813684.1-processed-gene-11.32-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-11.32&CDS=1-2625	YPR089W
2509	OG0002509	augustus_masked-NW_001813684.1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-11.51&CDS=1-921	YPR079W
2510	OG0002510	maker-NW_001813684.1-snap-gene-12.4-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-12.4&CDS=1-5202	YNL287W
2511	OG0002511	augustus_masked-NW_001813684.1-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-12.43&CDS=1-627	YPL178W
2512	OG0002512	snap_masked-NW_001813684.1-processed-gene-12.16-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.16&CDS=1-2904	YGL083W
2513	OG0002513	snap_masked-NW_001813684.1-processed-gene-12.17-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.17&CDS=1-1179	YLR056W
2514	OG0002514	snap_masked-NW_001813684.1-processed-gene-12.18-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.18&CDS=1-2175	YHL016C
2515	OG0002515	snap_masked-NW_001813684.1-processed-gene-12.19-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.19&CDS=1-5577	YBR208C
2516	OG0002516	snap_masked-NW_001813684.1-processed-gene-12.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.31&CDS=1-1968	YPR007C
2517	OG0002517	snap_masked-NW_001813684.1-processed-gene-12.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.33&CDS=1-600	YLR221C
2518	OG0002518	maker-NW_001813684.1-snap-gene-12.1-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-12.1&CDS=1-2076	YPL088W
2519	OG0002519	snap_masked-NW_001813684.1-processed-gene-12.35-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.35&CDS=1-3546	YIL048W
2520	OG0002520	augustus_masked-NW_001813684.1-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-12.54&CDS=1-3180	YIL047C
2521	OG0002521	maker-NW_001813684.1-snap-gene-12.5-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-12.5&CDS=1-1641	YBL099W
2522	OG0002522	augustus_masked-NW_001813684.1-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-12.56&CDS=1-825	YEL072W
2523	OG0002523	snap_masked-NW_001813684.1-processed-gene-12.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.28&CDS=1-909	YKL024C
2524	OG0002524	snap_masked-NW_001813684.1-processed-gene-12.29-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.29&CDS=1-528	YJR017C
2525	OG0002525	snap_masked-NW_001813684.1-processed-gene-12.30-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-12.30&CDS=1-2634	YKL157W
2526	OG0002526	maker-NW_001813684.1-augustus-gene-12.11-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-12.11&CDS=1-4698	YLR425W
2527	OG0002527	snap_masked-NW_001813684.1-processed-gene-13.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.38&CDS=1-1641	YER065C
2528	OG0002528	snap_masked-NW_001813684.1-processed-gene-13.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.41&CDS=1-1083	YPL031C
2529	OG0002529	snap_masked-NW_001813684.1-processed-gene-13.64-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.64&CDS=1-2997	YPL030W
2530	OG0002530	snap_masked-NW_001813684.1-processed-gene-13.65-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.65&CDS=1-297	YPL046C
2531	OG0002531	snap_masked-NW_001813684.1-processed-gene-13.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.42&CDS=1-2853	YPL045W
2532	OG0002532	snap_masked-NW_001813684.1-processed-gene-13.43-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.43&CDS=1-2385	YPL043W
2533	OG0002533	snap_masked-NW_001813684.1-processed-gene-13.66-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.66&CDS=1-942	YDL047W
2534	OG0002534	snap_masked-NW_001813684.1-processed-gene-13.44-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.44&CDS=1-645	YER050C
2535	OG0002535	maker-NW_001813684.1-snap-gene-13.79-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-13.79&CDS=1-378	YMR059W
2536	OG0002536	augustus_masked-NW_001813684.1-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-13.9&CDS=1-1488	YNL234W
2537	OG0002537	augustus_masked-NW_001813684.1-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-13.11&CDS=1-3954	YNL233W
2538	OG0002538	augustus_masked-NW_001813684.1-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-13.12&CDS=1-942	YNL232W
2539	OG0002539	snap_masked-NW_001813684.1-processed-gene-13.68-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.68&CDS=1-1182	YNL231C
2540	OG0002540	snap_masked-NW_001813684.1-processed-gene-13.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.69&CDS=1-1443	YMR210W
2541	OG0002541	snap_masked-NW_001813684.1-processed-gene-13.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.51&CDS=1-1287	YPL154C
2542	OG0002542	snap_masked-NW_001813684.1-processed-gene-13.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.70&CDS=1-1962	YJR045C
2543	OG0002543	snap_masked-NW_001813684.1-processed-gene-13.72-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.72&CDS=1-1281	YPL157W
2544	OG0002544	snap_masked-NW_001813684.1-processed-gene-13.74-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.74&CDS=1-693	YEL032W
2545	OG0002545	snap_masked-NW_001813684.1-processed-gene-13.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.75&CDS=1-1689	YPR144C
2546	OG0002546	snap_masked-NW_001813684.1-processed-gene-13.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.55&CDS=1-999	YDR400W
2547	OG0002547	snap_masked-NW_001813684.1-processed-gene-13.76-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.76&CDS=1-723	YKR043C
2548	OG0002548	snap_masked-NW_001813684.1-processed-gene-13.56-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.56&CDS=1-345	YBR120C
2549	OG0002549	snap_masked-NW_001813684.1-processed-gene-13.77-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.77&CDS=1-1113	YJL117W
2550	OG0002550	augustus_masked-NW_001813684.1-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-13.19&CDS=1-2283	YGL110C
2551	OG0002551	snap_masked-NW_001813684.1-processed-gene-13.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.60&CDS=1-1413	YOL062C
2552	OG0002552	snap_masked-NW_001813684.1-processed-gene-13.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.61&CDS=1-1461	YOL061W
2553	OG0002553	snap_masked-NW_001813684.1-processed-gene-13.62-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.62&CDS=1-2337	YJR143C
2554	OG0002554	snap_masked-NW_001813684.1-processed-gene-13.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-13.63&CDS=1-1194	YHR201C
2555	OG0002555	augustus_masked-NW_001813684.1-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-14.46&CDS=1-1119	YJR141W
2556	OG0002556	augustus_masked-NW_001813684.1-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-14.45&CDS=1-1050	YMR048W
2557	OG0002557	snap_masked-NW_001813684.1-processed-gene-14.8-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.8&CDS=1-915	YHR200W
2558	OG0002558	snap_masked-NW_001813684.1-processed-gene-14.9-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.9&CDS=1-4365	YJR137C
2559	OG0002559	snap_masked-NW_001813684.1-processed-gene-14.10-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.10&CDS=1-1752	YER086W
2560	OG0002560	maker-NW_001813684.1-snap-gene-14.88-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-14.88&CDS=1-3171	YLR289W
2561	OG0002561	snap_masked-NW_001813684.1-processed-gene-14.30-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.30&CDS=1-1011	YLR288C
2562	OG0002562	maker-NW_001813684.1-augustus-gene-14.0-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-14.0&CDS=1-2709	YLR277C
2563	OG0002563	snap_masked-NW_001813684.1-processed-gene-14.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.31&CDS=1-2187	YLR274W
2564	OG0002564	augustus_masked-NW_001813684.1-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-14.52&CDS=1-516	YLR281C
2565	OG0002565	snap_masked-NW_001813684.1-processed-gene-14.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.33&CDS=1-324	YLR295C
2566	OG0002566	snap_masked-NW_001813684.1-processed-gene-14.15-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.15&CDS=1-555	YLR298C
2567	OG0002567	snap_masked-NW_001813684.1-processed-gene-14.34-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.34&CDS=1-645	YLR293C
2568	OG0002568	snap_masked-NW_001813684.1-processed-gene-14.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.36&CDS=1-930	YAL025C
2569	OG0002569	snap_masked-NW_001813684.1-processed-gene-14.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.37&CDS=1-537	YOR367W
