	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
2792	OG0002792	YOR069W	augustus_masked-flattened_line_29-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.78&CDS=1-3342
2793	OG0002793	YOR070C	augustus_masked-flattened_line_0-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.155&CDS=1-2571
2794	OG0002794	YOR074C	augustus_masked-flattened_line_61-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.43&CDS=1-894
2795	OG0002795	YOR077W	augustus_masked-flattened_line_18-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.59&CDS=1-777
2796	OG0002796	YOR079C	augustus_masked-flattened_line_6-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.96&CDS=1-837
2797	OG0002797	YOR085W	snap_masked-flattened_line_2-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.50&CDS=1-987
2798	OG0002798	YOR087W	maker-flattened_line_8-augustus-gene-4.180-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.180&CDS=1-3156
2799	OG0002799	YOR090C	augustus_masked-flattened_line_8-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.2&CDS=1-1590
2800	OG0002800	YOR091W	snap_masked-flattened_line_8-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.114&CDS=1-1068
2801	OG0002801	YOR093C	augustus_masked-flattened_line_31-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.6&CDS=1-4599
2802	OG0002802	YOR095C	augustus_masked-flattened_line_45-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.131&CDS=1-714
2803	OG0002803	YOR099W	augustus_masked-flattened_line_57-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.36&CDS=1-1212
2804	OG0002804	YOR100C	augustus_masked-flattened_line_18-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.84&CDS=1-837
2805	OG0002805	YOR103C	augustus_masked-flattened_line_16-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.76&CDS=1-339
2806	OG0002806	YOR111W	augustus_masked-flattened_line_47-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.81&CDS=1-582
2807	OG0002807	YOR112W	snap_masked-flattened_line_61-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.0&CDS=1-1980
2808	OG0002808	YOR113W	genemark-flattened_line_2-processed-gene-5.76-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.76&CDS=1-2328
2809	OG0002809	YOR115C	snap_masked-flattened_line_27-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.106&CDS=1-411
2810	OG0002810	YOR116C	augustus_masked-flattened_line_6-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.51&CDS=1-4410
2811	OG0002811	YOR117W	augustus_masked-flattened_line_6-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.53&CDS=1-1287
2812	OG0002812	YOR119C	augustus_masked-flattened_line_27-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.34&CDS=1-1314
2813	OG0002813	YOR123C	augustus_masked-flattened_line_22-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.38&CDS=1-1245
2814	OG0002814	YOR124C	augustus_masked-flattened_line_22-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.42&CDS=1-4020
2815	OG0002815	YOR125C	augustus_masked-flattened_line_41-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.123&CDS=1-645
2816	OG0002816	YOR128C	augustus_masked-flattened_line_20-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.206&CDS=1-1677
2817	OG0002817	YOR130C	augustus_masked-flattened_line_27-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.17&CDS=1-900
2818	OG0002818	YOR131C	snap_masked-flattened_line_4-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.108&CDS=1-723
2819	OG0002819	YOR134W	augustus_masked-flattened_line_31-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.2&CDS=1-1293
2820	OG0002820	YOR136W	augustus_masked-flattened_line_8-processed-gene-4.208-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.208&CDS=1-1089
2821	OG0002821	YOR138C	augustus_masked-flattened_line_10-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.11&CDS=1-1695
2822	OG0002822	YOR141C	augustus_masked-flattened_line_4-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.35&CDS=1-3048
2823	OG0002823	YOR142W	augustus_masked-flattened_line_4-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.36&CDS=1-957
2824	OG0002824	YOR143C	augustus_masked-flattened_line_12-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.101&CDS=1-930
2825	OG0002825	YOR145C	augustus_masked-flattened_line_18-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.129&CDS=1-780
2826	OG0002826	YOR148C	augustus_masked-flattened_line_2-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.0&CDS=1-567
2827	OG0002827	YOR149C	augustus_masked-flattened_line_2-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.22&CDS=1-1770
2828	OG0002828	YOR150W	augustus_masked-flattened_line_2-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.18&CDS=1-531
2829	OG0002829	YOR151C	augustus_masked-flattened_line_2-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.17&CDS=1-3744
2830	OG0002830	YOR154W	genemark-flattened_line_12-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.23&CDS=1-1320
2831	OG0002831	YOR155C	augustus_masked-flattened_line_2-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.15&CDS=1-1257
2832	OG0002832	YOR157C	augustus_masked-flattened_line_2-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.50&CDS=1-768
2833	OG0002833	YOR158W	augustus_masked-flattened_line_2-processed-gene-8.194-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.194&CDS=1-936
2834	OG0002834	YOR159C	augustus_masked-flattened_line_25-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.182&CDS=1-261
2835	OG0002835	YOR160W	augustus_masked-flattened_line_25-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.156&CDS=1-2907
2836	OG0002836	YOR161C	snap_masked-flattened_line_0-processed-gene-3.147-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.147&CDS=1-1605
2837	OG0002837	YOR163W	augustus_masked-flattened_line_8-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.69&CDS=1-687
2838	OG0002838	YOR164C	genemark-flattened_line_8-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.44&CDS=1-981
2839	OG0002839	YOR165W	augustus_masked-flattened_line_8-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.70&CDS=1-2337
2840	OG0002840	YOR166C	augustus_masked-flattened_line_2-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.39&CDS=1-1194
2841	OG0002841	YOR168W	augustus_masked-flattened_line_20-processed-gene-2.261-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.261&CDS=1-2406
2842	OG0002842	YOR174W	snap_masked-flattened_line_25-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.25&CDS=1-681
2843	OG0002843	YOR175C	augustus_masked-flattened_line_25-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.200&CDS=1-1578
2844	OG0002844	YOR176W	augustus_masked-flattened_line_25-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.178&CDS=1-1146
2845	OG0002845	YOR181W	maker-flattened_line_2-snap-gene-1.54-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.54&CDS=1-1620
2846	OG0002846	YOR184W	augustus_masked-flattened_line_8-processed-gene-4.256-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.256&CDS=1-1164
2847	OG0002847	YOR185C	augustus_masked-flattened_line_25-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.99&CDS=1-651
2848	OG0002848	YOR187W	augustus_masked-flattened_line_10-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.12&CDS=1-1296
2849	OG0002849	YOR188W	augustus_masked-flattened_line_10-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.4&CDS=1-3036
2850	OG0002850	YOR194C	augustus_masked-flattened_line_43-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.140&CDS=1-564
2851	OG0002851	YOR196C	augustus_masked-flattened_line_2-processed-gene-8.156-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.156&CDS=1-1158
2852	OG0002852	YOR197W	augustus_masked-flattened_line_47-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.94&CDS=1-1086
2853	OG0002853	YOR198C	augustus_masked-flattened_line_2-processed-gene-8.187-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.187&CDS=1-1446
2854	OG0002854	YOR201C	augustus_masked-flattened_line_14-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.35&CDS=1-1146
2855	OG0002855	YOR202W	augustus_masked-flattened_line_18-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.70&CDS=1-642
2856	OG0002856	YOR204W	augustus_masked-flattened_line_2-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.38&CDS=1-1815
2857	OG0002857	YOR205C	snap_masked-flattened_line_10-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.120&CDS=1-1719
2858	OG0002858	YOR206W	augustus_masked-flattened_line_10-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.37&CDS=1-2181
2859	OG0002859	YOR207C	augustus_masked-flattened_line_0-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.30&CDS=1-3426
2860	OG0002860	YOR209C	augustus_masked-flattened_line_25-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.190&CDS=1-1290
2861	OG0002861	YOR210W	augustus_masked-flattened_line_25-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.162&CDS=1-639
2862	OG0002862	YOR211C	augustus_masked-flattened_line_10-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.22&CDS=1-2550
2863	OG0002863	YOR212W	augustus_masked-flattened_line_4-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.21&CDS=1-1251
2864	OG0002864	YOR215C	augustus_masked-flattened_line_2-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.21&CDS=1-528
2865	OG0002865	YOR216C	augustus_masked-flattened_line_43-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.134&CDS=1-1398
2866	OG0002866	YOR217W	augustus_masked-flattened_line_0-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.11&CDS=1-2406
2867	OG0002867	YOR221C	snap_masked-flattened_line_0-processed-gene-6.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.122&CDS=1-1116
2868	OG0002868	YOR222W	augustus_masked-flattened_line_20-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.122&CDS=1-930
2869	OG0002869	YOR223W	augustus_masked-flattened_line_6-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.142&CDS=1-750
2870	OG0002870	YOR224C	augustus_masked-flattened_line_6-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.47&CDS=1-441
2871	OG0002871	YOR232W	augustus_masked-flattened_line_0-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.86&CDS=1-651
2872	OG0002872	YOR238W	augustus_masked-flattened_line_0-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.138&CDS=1-831
2873	OG0002873	YOR239W	augustus_masked-flattened_line_8-processed-gene-4.245-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.245&CDS=1-978
2874	OG0002874	YOR241W	augustus_masked-flattened_line_10-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.65&CDS=1-1566
2875	OG0002875	YOR242C	snap_masked-flattened_line_27-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.91&CDS=1-1332
2876	OG0002876	YOR243C	augustus_masked-flattened_line_27-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.45&CDS=1-1989
2877	OG0002877	YOR244W	augustus_masked-flattened_line_0-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.27&CDS=1-1476
2878	OG0002878	YOR245C	augustus_masked-flattened_line_16-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.108&CDS=1-1329
2879	OG0002879	YOR249C	augustus_masked-flattened_line_33-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.130&CDS=1-1896
2880	OG0002880	YOR250C	snap_masked-flattened_line_65-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.9&CDS=1-1377
2881	OG0002881	YOR251C	augustus_masked-flattened_line_2-processed-gene-8.192-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.192&CDS=1-921
2882	OG0002882	YOR252W	augustus_masked-flattened_line_4-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.6&CDS=1-543
2883	OG0002883	YOR254C	augustus_masked-flattened_line_0-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.29&CDS=1-2016
2884	OG0002884	YOR257W	augustus_masked-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.6&CDS=1-486
2885	OG0002885	YOR259C	augustus_masked-flattened_line_0-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.15&CDS=1-1347
2886	OG0002886	YOR260W	augustus_masked-flattened_line_0-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.32&CDS=1-1365
2887	OG0002887	YOR261C	augustus_masked-flattened_line_14-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.57&CDS=1-1008
2888	OG0002888	YOR262W	augustus_masked-flattened_line_8-processed-gene-4.210-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.210&CDS=1-1167
2889	OG0002889	YOR265W	augustus_masked-flattened_line_8-processed-gene-4.247-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.247&CDS=1-324
2890	OG0002890	YOR267C	snap_masked-flattened_line_27-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.89&CDS=1-1908
2891	OG0002891	YOR269W	augustus_masked-flattened_line_14-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.18&CDS=1-1467
2892	OG0002892	YOR271C	augustus_masked-flattened_line_22-processed-gene-2.208-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.208&CDS=1-981
2893	OG0002893	YOR272W	augustus_masked-flattened_line_10-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.22&CDS=1-1356
2894	OG0002894	YOR273C	augustus_masked-flattened_line_4-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.31&CDS=1-1833
2895	OG0002895	YOR275C	augustus_masked-flattened_line_2-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.123&CDS=1-2115
2896	OG0002896	YOR278W	augustus_masked-flattened_line_20-processed-gene-2.218-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.218&CDS=1-813
2897	OG0002897	YOR281C	augustus_masked-flattened_line_10-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.21&CDS=1-765
2898	OG0002898	YOR283W	augustus_masked-flattened_line_29-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.22&CDS=1-669
2899	OG0002899	YOR287C	augustus_masked-flattened_line_0-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.18&CDS=1-744
2900	OG0002900	YOR288C	augustus_masked-flattened_line_55-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.69&CDS=1-894
2901	OG0002901	YOR289W	augustus_masked-flattened_line_47-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.53&CDS=1-546
2902	OG0002902	YOR291W	augustus_masked-flattened_line_25-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.105&CDS=1-3969
2903	OG0002903	YOR294W	augustus_masked-flattened_line_35-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.141&CDS=1-594
2904	OG0002904	YOR301W	snap_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.40&CDS=1-1380
2905	OG0002905	YOR303W	augustus_masked-flattened_line_10-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.3&CDS=1-1251
2906	OG0002906	YOR305W	snap_masked-flattened_line_10-processed-gene-4.177-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.177&CDS=1-774
2907	OG0002907	YOR307C	augustus_masked-flattened_line_25-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.60&CDS=1-1392
2908	OG0002908	YOR310C	augustus_masked-flattened_line_16-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.26&CDS=1-1560
2909	OG0002909	YOR311C	augustus_masked-flattened_line_2-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.25&CDS=1-897
2910	OG0002910	YOR319W	augustus_masked-flattened_line_12-processed-gene-4.196-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.196&CDS=1-1119
2911	OG0002911	YOR320C	snap_masked-flattened_line_4-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.148&CDS=1-1740
2912	OG0002912	YOR322C	augustus_masked-flattened_line_23-processed-gene-1.294-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.294&CDS=1-1890
2913	OG0002913	YOR326W	augustus_masked-flattened_line_4-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.32&CDS=1-4572
2914	OG0002914	YOR330C	genemark-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.94&CDS=1-3969
2915	OG0002915	YOR332W	augustus_masked-flattened_line_6-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.140&CDS=1-690
2916	OG0002916	YOR335C	augustus_masked-flattened_line_0-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.0&CDS=1-2880
2917	OG0002917	YOR336W	augustus_masked-flattened_line_4-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.0&CDS=1-4269
2918	OG0002918	YOR340C	augustus_masked-flattened_line_6-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.143&CDS=1-939
2919	OG0002919	YOR341W	snap_masked-flattened_line_53-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.63&CDS=1-5217
2920	OG0002920	YOR344C	augustus_masked-flattened_line_8-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.71&CDS=1-750
2921	OG0002921	YOR346W	augustus_masked-flattened_line_2-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.161&CDS=1-3039
2922	OG0002922	YOR349W	augustus_masked-flattened_line_16-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.85&CDS=1-2640
2923	OG0002923	YOR351C	maker-flattened_line_4-augustus-gene-1.57-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.57&CDS=1-1455
2924	OG0002924	YOR352W	snap_masked-flattened_line_25-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.37&CDS=1-999
2925	OG0002925	YOR353C	augustus_masked-flattened_line_0-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.24&CDS=1-2310
2926	OG0002926	YOR355W	snap_masked-flattened_line_35-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.63&CDS=1-1611
2927	OG0002927	YOR356W	augustus_masked-flattened_line_10-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.52&CDS=1-7197
2928	OG0002928	YOR359W	augustus_masked-flattened_line_41-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.112&CDS=1-1494
2929	OG0002929	YOR360C	augustus_masked-flattened_line_41-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.111&CDS=1-1719
2930	OG0002930	YOR361C	augustus_masked-flattened_line_10-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.59&CDS=1-2166
2931	OG0002931	YOR362C	augustus_masked-flattened_line_0-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.129&CDS=1-792
2932	OG0002932	YOR367W	augustus_masked-flattened_line_16-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.112&CDS=1-597
2933	OG0002933	YOR369C	augustus_masked-flattened_line_25-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.176&CDS=1-426
2934	OG0002934	YOR370C	augustus_masked-flattened_line_25-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.152&CDS=1-1797
2935	OG0002935	YOR373W	augustus_masked-flattened_line_41-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.122&CDS=1-2661
2936	OG0002936	YOR375C	augustus_masked-flattened_line_6-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.67&CDS=1-1371
2937	OG0002937	YPL001W	augustus_masked-flattened_line_39-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.48&CDS=1-1170
2938	OG0002938	YPL002C	augustus_masked-flattened_line_20-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.124&CDS=1-693
2939	OG0002939	YPL006W	augustus_masked-flattened_line_12-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.81&CDS=1-3855
2940	OG0002940	YPL008W	augustus_masked-flattened_line_10-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.8&CDS=1-3399
2941	OG0002941	YPL009C	augustus_masked-flattened_line_6-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.22&CDS=1-3000
2942	OG0002942	YPL010W	augustus_masked-flattened_line_6-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.24&CDS=1-570
2943	OG0002943	YPL011C	augustus_masked-flattened_line_4-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.10&CDS=1-1047
2944	OG0002944	YPL012W	augustus_masked-flattened_line_4-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.26&CDS=1-3597
2945	OG0002945	YPL013C	augustus_masked-flattened_line_4-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.10&CDS=1-366
2946	OG0002946	YPL014W	snap_masked-flattened_line_31-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.133&CDS=1-1068
2947	OG0002947	YPL015C	augustus_masked-flattened_line_6-processed-gene-4.195-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.195&CDS=1-996
2948	OG0002948	YPL016W	snap_masked-flattened_line_0-processed-gene-9.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.71&CDS=1-2700
2949	OG0002949	YPL020C	augustus_masked-flattened_line_6-processed-gene-4.193-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.193&CDS=1-1935
2950	OG0002950	YPL022W	augustus_masked-flattened_line_0-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.18&CDS=1-2781
2951	OG0002951	YPL023C	augustus_masked-flattened_line_0-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.19&CDS=1-1917
2952	OG0002952	YPL028W	augustus_masked-flattened_line_10-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.22&CDS=1-1191
2953	OG0002953	YPL029W	augustus_masked-flattened_line_8-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.145&CDS=1-2277
2954	OG0002954	YPL030W	augustus_masked-flattened_line_63-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.16&CDS=1-3999
