	OrthologID	Metschnikowia_dekortum	Saccharomyces_cerevisiae
2747	OG0002747	genemark-dek_s61-processed-gene-2.40-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.40&CDS=1-978	YPL015C
2748	OG0002748	snap_masked-dek_s61-processed-gene-2.77-mRNA-1_1&gene=snap_masked-dek_s61-processed-gene-2.77&CDS=1-3036	YPL009C
2749	OG0002749	genemark-dek_s61-processed-gene-2.41-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.41&CDS=1-960	YNL229C
2750	OG0002750	genemark-dek_s61-processed-gene-2.19-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.19&CDS=1-861	YLR126C
2751	OG0002751	genemark-dek_s61-processed-gene-2.43-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.43&CDS=1-396	YPL170W
2752	OG0002752	genemark-dek_s61-processed-gene-2.20-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.20&CDS=1-996	YIL061C
2753	OG0002753	genemark-dek_s61-processed-gene-2.21-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.21&CDS=1-1701	YNL308C
2754	OG0002754	genemark-dek_s61-processed-gene-2.46-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.46&CDS=1-954	YDR044W
2755	OG0002755	genemark-dek_s61-processed-gene-2.47-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.47&CDS=1-675	YFR007W
2756	OG0002756	maker-dek_s61-augustus-gene-2.58-mRNA-1_1&gene=maker-dek_s61-augustus-gene-2.58&CDS=1-3057	YFR048W
2757	OG0002757	genemark-dek_s61-processed-gene-2.23-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.23&CDS=1-2148	YGL245W
2758	OG0002758	genemark-dek_s61-processed-gene-2.24-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.24&CDS=1-1575	YOL132W
2759	OG0002759	genemark-dek_s61-processed-gene-2.25-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.25&CDS=1-729	YDL087C
2760	OG0002760	snap_masked-dek_s61-processed-gene-2.113-mRNA-1_1&gene=snap_masked-dek_s61-processed-gene-2.113&CDS=1-1353	YJR117W
2761	OG0002761	augustus_masked-dek_s61-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-dek_s61-processed-gene-2.143&CDS=1-4164	YLL008W
2762	OG0002762	genemark-dek_s61-processed-gene-2.28-mRNA-1_1&gene=genemark-dek_s61-processed-gene-2.28&CDS=1-543	YJL004C
2763	OG0002763	genemark-dek_s66-processed-gene-0.5-mRNA-1_1&gene=genemark-dek_s66-processed-gene-0.5&CDS=1-1968	YLR352W
2764	OG0002764	genemark-dek_s66-processed-gene-0.1-mRNA-1_1&gene=genemark-dek_s66-processed-gene-0.1&CDS=1-4698	YML059C
2765	OG0002765	genemark-dek_s71-processed-gene-0.28-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.28&CDS=1-3414	YMR287C
2766	OG0002766	genemark-dek_s71-processed-gene-0.29-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.29&CDS=1-2571	YMR266W
2767	OG0002767	snap_masked-dek_s71-processed-gene-0.7-mRNA-1_1&gene=snap_masked-dek_s71-processed-gene-0.7&CDS=1-5061	YML103C
2768	OG0002768	genemark-dek_s71-processed-gene-0.32-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.32&CDS=1-1242	YMR208W
2769	OG0002769	genemark-dek_s71-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.42&CDS=1-984	YOR271C
2770	OG0002770	genemark-dek_s71-processed-gene-0.43-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.43&CDS=1-1587	YMR217W
2771	OG0002771	genemark-dek_s71-processed-gene-0.34-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.34&CDS=1-1356	YOR272W
2772	OG0002772	augustus_masked-dek_s71-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-dek_s71-processed-gene-0.66&CDS=1-1419	YMR209C
2773	OG0002773	genemark-dek_s71-processed-gene-0.35-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.35&CDS=1-858	YKL019W
2774	OG0002774	genemark-dek_s71-processed-gene-0.45-mRNA-1_1&gene=genemark-dek_s71-processed-gene-0.45&CDS=1-1389	YMR210W
2775	OG0002775	genemark-dek_s72-processed-gene-0.56-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.56&CDS=1-1365	YOR197W
2776	OG0002776	genemark-dek_s72-processed-gene-0.58-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.58&CDS=1-945	YMR161W
2777	OG0002777	genemark-dek_s72-processed-gene-0.59-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.59&CDS=1-3279	YDL102W
2778	OG0002778	genemark-dek_s72-processed-gene-0.61-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.61&CDS=1-1158	YGL153W
2779	OG0002779	augustus_masked-dek_s72-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-0.96&CDS=1-2088	YDL119C
2780	OG0002780	genemark-dek_s72-processed-gene-0.64-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.64&CDS=1-918	YGL154C
2781	OG0002781	snap_masked-dek_s72-processed-gene-0.27-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-0.27&CDS=1-3558	YGL150C
2782	OG0002782	genemark-dek_s72-processed-gene-0.45-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.45&CDS=1-324	YJR085C
2783	OG0002783	genemark-dek_s72-processed-gene-0.66-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.66&CDS=1-738	YNL178W
2784	OG0002784	genemark-dek_s72-processed-gene-0.67-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.67&CDS=1-4047	YGR061C
2785	OG0002785	snap_masked-dek_s72-processed-gene-0.8-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-0.8&CDS=1-288	YLR363W-A
2786	OG0002786	genemark-dek_s72-processed-gene-0.68-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.68&CDS=1-1617	YMR221C
2787	OG0002787	genemark-dek_s72-processed-gene-0.47-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.47&CDS=1-444	YOR224C
2788	OG0002788	genemark-dek_s72-processed-gene-0.71-mRNA-1_1&gene=genemark-dek_s72-processed-gene-0.71&CDS=1-1437	YKL035W
2789	OG0002789	augustus_masked-dek_s72-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-0.87&CDS=1-6054	YPL125W
2790	OG0002790	augustus_masked-dek_s72-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.3&CDS=1-1350	YBR199W
2791	OG0002791	genemark-dek_s72-processed-gene-1.113-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.113&CDS=1-1989	YPL104W
2792	OG0002792	genemark-dek_s72-processed-gene-1.117-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.117&CDS=1-2127	YJL010C
2793	OG0002793	snap_masked-dek_s72-processed-gene-1.52-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.52&CDS=1-1431	YOR056C
2794	OG0002794	snap_masked-dek_s72-processed-gene-1.58-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.58&CDS=1-1725	YDR295C
2795	OG0002795	genemark-dek_s72-processed-gene-1.119-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.119&CDS=1-1719	YDR294C
2796	OG0002796	genemark-dek_s72-processed-gene-1.121-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.121&CDS=1-2940	YOR058C
2797	OG0002797	genemark-dek_s72-processed-gene-1.143-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.143&CDS=1-1971	YGL099W
2798	OG0002798	augustus_masked-dek_s72-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.27&CDS=1-1953	YPL218W
2799	OG0002799	genemark-dek_s72-processed-gene-1.123-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.123&CDS=1-1815	YER080W
2800	OG0002800	genemark-dek_s72-processed-gene-1.146-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.146&CDS=1-492	YBR254C
2801	OG0002801	snap_masked-dek_s72-processed-gene-1.89-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.89&CDS=1-2031	YBR255W
2802	OG0002802	augustus_masked-dek_s72-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.10&CDS=1-2178	YOL027C
2803	OG0002803	snap_masked-dek_s72-processed-gene-1.68-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.68&CDS=1-1530	YPR018W
2804	OG0002804	maker-dek_s72-augustus-gene-1.46-mRNA-1_1&gene=maker-dek_s72-augustus-gene-1.46&CDS=1-4008	YER169W
2805	OG0002805	genemark-dek_s72-processed-gene-1.130-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.130&CDS=1-3510	YDR216W
2806	OG0002806	augustus_masked-dek_s72-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.32&CDS=1-4005	YDR097C
2807	OG0002807	genemark-dek_s72-processed-gene-1.154-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.154&CDS=1-1596	YLR107W
2808	OG0002808	snap_masked-dek_s72-processed-gene-1.78-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.78&CDS=1-14880	YLR106C
2809	OG0002809	genemark-dek_s72-processed-gene-1.159-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.159&CDS=1-9156	YDR127W
2810	OG0002810	genemark-dek_s72-processed-gene-1.138-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.138&CDS=1-1002	YDR460W
2811	OG0002811	genemark-dek_s72-processed-gene-1.139-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.139&CDS=1-543	YML036W
2812	OG0002812	genemark-dek_s72-processed-gene-1.163-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.163&CDS=1-1155	YDR523C
2813	OG0002813	genemark-dek_s72-processed-gene-1.140-mRNA-1_1&gene=genemark-dek_s72-processed-gene-1.140&CDS=1-1332	YDR527W
2814	OG0002814	snap_masked-dek_s72-processed-gene-1.108-mRNA-1_1&gene=snap_masked-dek_s72-processed-gene-1.108&CDS=1-237	YDR525W-A
2815	OG0002815	augustus_masked-dek_s72-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.25&CDS=1-2544	YCL045C
2816	OG0002816	augustus_masked-dek_s72-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-dek_s72-processed-gene-1.43&CDS=1-933	YDR479C
2817	OG0002817	genemark-dek_s75-processed-gene-0.0-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.0&CDS=1-1326	YDR148C
2818	OG0002818	genemark-dek_s75-processed-gene-0.30-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.30&CDS=1-3543	YPL012W
2819	OG0002819	genemark-dek_s75-processed-gene-0.1-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.1&CDS=1-402	YPL013C
2820	OG0002820	genemark-dek_s75-processed-gene-0.32-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.32&CDS=1-927	YLR340W
2821	OG0002821	genemark-dek_s75-processed-gene-0.33-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.33&CDS=1-1815	YDR452W
2822	OG0002822	genemark-dek_s75-processed-gene-0.34-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.34&CDS=1-1059	YMR214W
2823	OG0002823	genemark-dek_s75-processed-gene-0.4-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.4&CDS=1-1473	YMR211W
2824	OG0002824	genemark-dek_s75-processed-gene-0.35-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.35&CDS=1-1332	YNR050C
2825	OG0002825	genemark-dek_s75-processed-gene-0.36-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.36&CDS=1-1059	YMR146C
2826	OG0002826	genemark-dek_s75-processed-gene-0.37-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.37&CDS=1-807	YDL086W
2827	OG0002827	maker-dek_s75-augustus-gene-0.138-mRNA-1_1&gene=maker-dek_s75-augustus-gene-0.138&CDS=1-1209	YDL100C
2828	OG0002828	genemark-dek_s75-processed-gene-0.40-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.40&CDS=1-1803	YFL002C
2829	OG0002829	genemark-dek_s75-processed-gene-0.7-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.7&CDS=1-1293	YFL001W
2830	OG0002830	genemark-dek_s75-processed-gene-0.8-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.8&CDS=1-1914	YDL057W
2831	OG0002831	genemark-dek_s75-processed-gene-0.41-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.41&CDS=1-372	YHR191C
2832	OG0002832	genemark-dek_s75-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.42&CDS=1-1644	YMR145C
2833	OG0002833	genemark-dek_s75-processed-gene-0.44-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.44&CDS=1-2742	YDL056W
2834	OG0002834	genemark-dek_s75-processed-gene-0.46-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.46&CDS=1-522	YHR193C
2835	OG0002835	genemark-dek_s75-processed-gene-0.47-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.47&CDS=1-2088	YLR002C
2836	OG0002836	snap_masked-dek_s75-processed-gene-0.79-mRNA-1_1&gene=snap_masked-dek_s75-processed-gene-0.79&CDS=1-1410	YMR015C
2837	OG0002837	augustus_masked-dek_s75-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-dek_s75-processed-gene-0.185&CDS=1-1476	YHR183W
2838	OG0002838	genemark-dek_s75-processed-gene-0.13-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.13&CDS=1-1596	YJR010W
2839	OG0002839	snap_masked-dek_s75-processed-gene-0.81-mRNA-1_1&gene=snap_masked-dek_s75-processed-gene-0.81&CDS=1-1149	YKL124W
2840	OG0002840	genemark-dek_s75-processed-gene-0.14-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.14&CDS=1-525	YER134C
2841	OG0002841	augustus_masked-dek_s75-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-dek_s75-processed-gene-0.156&CDS=1-2412	YDL002C
2842	OG0002842	genemark-dek_s75-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.49&CDS=1-7542	YBL004W
2843	OG0002843	genemark-dek_s75-processed-gene-0.17-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.17&CDS=1-861	YDL001W
2844	OG0002844	genemark-dek_s75-processed-gene-0.51-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.51&CDS=1-1938	YDR208W
2845	OG0002845	genemark-dek_s75-processed-gene-0.19-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.19&CDS=1-912	YBR151W
2846	OG0002846	augustus_masked-dek_s75-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-dek_s75-processed-gene-0.191&CDS=1-2397	YDR444W
2847	OG0002847	genemark-dek_s75-processed-gene-0.55-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.55&CDS=1-2940	YIL125W
2848	OG0002848	genemark-dek_s75-processed-gene-0.56-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.56&CDS=1-522	YKR065C
2849	OG0002849	genemark-dek_s75-processed-gene-0.21-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.21&CDS=1-3789	YIL126W
2850	OG0002850	genemark-dek_s75-processed-gene-0.23-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.23&CDS=1-462	YIL065C
2851	OG0002851	genemark-dek_s75-processed-gene-0.24-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.24&CDS=1-876	YNL316C
2852	OG0002852	genemark-dek_s75-processed-gene-0.57-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.57&CDS=1-351	YOL133W
2853	OG0002853	genemark-dek_s75-processed-gene-0.25-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.25&CDS=1-708	YOL135C
2854	OG0002854	genemark-dek_s75-processed-gene-0.58-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.58&CDS=1-2145	YKL135C
2855	OG0002855	snap_masked-dek_s75-processed-gene-0.128-mRNA-1_1&gene=snap_masked-dek_s75-processed-gene-0.128&CDS=1-549	YJR074W
2856	OG0002856	genemark-dek_s75-processed-gene-0.26-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.26&CDS=1-1182	YJR075W
2857	OG0002857	genemark-dek_s75-processed-gene-0.60-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.60&CDS=1-6129	YLR305C
2858	OG0002858	genemark-dek_s75-processed-gene-0.61-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.61&CDS=1-735	YPR016C
2859	OG0002859	genemark-dek_s75-processed-gene-0.62-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.62&CDS=1-2664	YLL026W
2860	OG0002860	genemark-dek_s75-processed-gene-0.63-mRNA-1_1&gene=genemark-dek_s75-processed-gene-0.63&CDS=1-1350	YGL181W
2861	OG0002861	genemark-dek_s76-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.42&CDS=1-969	YGR080W
2862	OG0002862	snap_masked-dek_s76-processed-gene-0.74-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-0.74&CDS=1-924	YGR086C
2863	OG0002863	maker-dek_s76-augustus-gene-0.85-mRNA-1_1&gene=maker-dek_s76-augustus-gene-0.85&CDS=1-3003	YOR014W
2864	OG0002864	genemark-dek_s76-processed-gene-0.47-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.47&CDS=1-843	YPR103W
2865	OG0002865	genemark-dek_s76-processed-gene-0.48-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.48&CDS=1-2844	YPR104C
2866	OG0002866	genemark-dek_s76-processed-gene-0.35-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.35&CDS=1-4413	YAL024C
2867	OG0002867	genemark-dek_s76-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.49&CDS=1-852	YMR096W
2868	OG0002868	snap_masked-dek_s76-processed-gene-0.66-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-0.66&CDS=1-4677	YJR138W
2869	OG0002869	genemark-dek_s76-processed-gene-0.50-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.50&CDS=1-1071	YJR139C
2870	OG0002870	genemark-dek_s76-processed-gene-0.51-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.51&CDS=1-546	YGR082W
2871	OG0002871	snap_masked-dek_s76-processed-gene-0.81-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-0.81&CDS=1-765	YJR144W
2872	OG0002872	genemark-dek_s76-processed-gene-0.40-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.40&CDS=1-1173	YJR076C
2873	OG0002873	snap_masked-dek_s76-processed-gene-0.83-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-0.83&CDS=1-450	YIL067C
2874	OG0002874	genemark-dek_s76-processed-gene-0.54-mRNA-1_1&gene=genemark-dek_s76-processed-gene-0.54&CDS=1-2319	YJL212C
2875	OG0002875	genemark-dek_s76-processed-gene-1.37-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.37&CDS=1-2583	YER070W
2876	OG0002876	genemark-dek_s76-processed-gene-1.36-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.36&CDS=1-2037	YHR042W
2877	OG0002877	snap_masked-dek_s76-processed-gene-1.98-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.98&CDS=1-2370	YNL085W
2878	OG0002878	genemark-dek_s76-processed-gene-1.54-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.54&CDS=1-963	YOR261C
2879	OG0002879	snap_masked-dek_s76-processed-gene-1.83-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.83&CDS=1-972	YOR262W
2880	OG0002880	snap_masked-dek_s76-processed-gene-1.100-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.100&CDS=1-288	YOR265W
2881	OG0002881	snap_masked-dek_s76-processed-gene-1.84-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.84&CDS=1-2013	YFL023W
2882	OG0002882	maker-dek_s76-augustus-gene-1.74-mRNA-1_1&gene=maker-dek_s76-augustus-gene-1.74&CDS=1-2553	YBL015W
2883	OG0002883	genemark-dek_s76-processed-gene-1.58-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.58&CDS=1-1092	YLR216C
2884	OG0002884	genemark-dek_s76-processed-gene-1.62-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.62&CDS=1-1065	YHR034C
2885	OG0002885	genemark-dek_s76-processed-gene-1.43-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.43&CDS=1-2061	YDL141W
2886	OG0002886	genemark-dek_s76-processed-gene-1.44-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.44&CDS=1-1155	YNR041C
2887	OG0002887	snap_masked-dek_s76-processed-gene-1.109-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.109&CDS=1-3285	YDR495C
2888	OG0002888	genemark-dek_s76-processed-gene-1.46-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.46&CDS=1-1854	YDR143C
2889	OG0002889	genemark-dek_s76-processed-gene-1.64-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.64&CDS=1-807	YGL050W
2890	OG0002890	snap_masked-dek_s76-processed-gene-1.111-mRNA-1_1&gene=snap_masked-dek_s76-processed-gene-1.111&CDS=1-3717	YLR309C
2891	OG0002891	genemark-dek_s76-processed-gene-1.47-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.47&CDS=1-1035	YJL053W
2892	OG0002892	genemark-dek_s76-processed-gene-1.67-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.67&CDS=1-780	YEL021W
2893	OG0002893	augustus_masked-dek_s76-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-dek_s76-processed-gene-1.11&CDS=1-2148	YMR075W
2894	OG0002894	genemark-dek_s76-processed-gene-1.70-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.70&CDS=1-1281	YMR062C
2895	OG0002895	genemark-dek_s76-processed-gene-1.71-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.71&CDS=1-813	YDL114W
2896	OG0002896	genemark-dek_s76-processed-gene-1.73-mRNA-1_1&gene=genemark-dek_s76-processed-gene-1.73&CDS=1-639	YOR115C
2897	OG0002897	genemark-dek_s78-processed-gene-0.117-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.117&CDS=1-1788	YAR018C
2898	OG0002898	genemark-dek_s78-processed-gene-0.141-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.141&CDS=1-915	YAR015W
2899	OG0002899	genemark-dek_s78-processed-gene-0.118-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.118&CDS=1-597	YKL001C
2900	OG0002900	genemark-dek_s78-processed-gene-0.144-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.144&CDS=1-6354	YJL207C
2901	OG0002901	snap_masked-dek_s78-processed-gene-0.6-mRNA-1_1&gene=snap_masked-dek_s78-processed-gene-0.6&CDS=1-249	YLR038C
2902	OG0002902	genemark-dek_s78-processed-gene-0.147-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.147&CDS=1-699	YMR132C
2903	OG0002903	snap_masked-dek_s78-processed-gene-0.8-mRNA-1_1&gene=snap_masked-dek_s78-processed-gene-0.8&CDS=1-6777	YCR093W
2904	OG0002904	genemark-dek_s78-processed-gene-0.123-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.123&CDS=1-660	YDR177W
2905	OG0002905	snap_masked-dek_s78-processed-gene-0.10-mRNA-1_1&gene=snap_masked-dek_s78-processed-gene-0.10&CDS=1-1521	YNR051C
2906	OG0002906	genemark-dek_s78-processed-gene-0.125-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.125&CDS=1-516	YBL090W
2907	OG0002907	genemark-dek_s78-processed-gene-0.148-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.148&CDS=1-2583	YIL143C
2908	OG0002908	genemark-dek_s78-processed-gene-0.149-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.149&CDS=1-1035	YKR092C
2909	OG0002909	genemark-dek_s78-processed-gene-0.150-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.150&CDS=1-1146	YOR084W
2910	OG0002910	genemark-dek_s78-processed-gene-0.127-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.127&CDS=1-813	YIL145C
2911	OG0002911	genemark-dek_s78-processed-gene-0.151-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.151&CDS=1-3432	YKR086W
2912	OG0002912	genemark-dek_s78-processed-gene-0.152-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.152&CDS=1-2550	YGR119C
2913	OG0002913	snap_masked-dek_s78-processed-gene-0.16-mRNA-1_1&gene=snap_masked-dek_s78-processed-gene-0.16&CDS=1-1320	YPR065W
2914	OG0002914	genemark-dek_s78-processed-gene-0.157-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.157&CDS=1-1116	YKR071C
2915	OG0002915	genemark-dek_s78-processed-gene-0.131-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.131&CDS=1-1911	YIL144W
2916	OG0002916	genemark-dek_s78-processed-gene-0.159-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.159&CDS=1-552	YKR085C
2917	OG0002917	augustus_masked-dek_s78-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-dek_s78-processed-gene-0.105&CDS=1-2307	YJL097W
2918	OG0002918	genemark-dek_s78-processed-gene-0.132-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.132&CDS=1-645	YNL151C
2919	OG0002919	genemark-dek_s78-processed-gene-0.162-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.162&CDS=1-1527	YPR137W
2920	OG0002920	genemark-dek_s78-processed-gene-0.163-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.163&CDS=1-393	YNL149C
2921	OG0002921	genemark-dek_s78-processed-gene-0.164-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.164&CDS=1-717	YNL148C
2922	OG0002922	genemark-dek_s78-processed-gene-0.133-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.133&CDS=1-441	YNL147W
2923	OG0002923	genemark-dek_s78-processed-gene-0.134-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.134&CDS=1-648	YHR128W
2924	OG0002924	genemark-dek_s78-processed-gene-0.166-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.166&CDS=1-468	YPR187W
2925	OG0002925	genemark-dek_s78-processed-gene-0.167-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.167&CDS=1-1119	YPR191W
2926	OG0002926	genemark-dek_s78-processed-gene-0.168-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.168&CDS=1-1278	YLR459W
2927	OG0002927	genemark-dek_s78-processed-gene-0.136-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.136&CDS=1-324	YPR182W
