	OrthologID	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
2918	OG0002918	genemark-sce_s652-processed-gene-0.54-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.54&CDS=1-525	YER134C
2919	OG0002919	augustus_masked-sce_s652-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sce_s652-processed-gene-0.29&CDS=1-1107	YDL002C
2920	OG0002920	snap_masked-sce_s652-processed-gene-0.15-mRNA-1_1&gene=snap_masked-sce_s652-processed-gene-0.15&CDS=1-7548	YBL004W
2921	OG0002921	augustus_masked-sce_s652-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sce_s652-processed-gene-0.30&CDS=1-861	YDL001W
2922	OG0002922	genemark-sce_s652-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.69&CDS=1-1935	YDR208W
2923	OG0002923	snap_masked-sce_s652-processed-gene-0.8-mRNA-1_1&gene=snap_masked-sce_s652-processed-gene-0.8&CDS=1-879	YIL124W
2924	OG0002924	genemark-sce_s652-processed-gene-0.75-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.75&CDS=1-2991	YIL125W
2925	OG0002925	genemark-sce_s652-processed-gene-0.76-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.76&CDS=1-522	YKR065C
2926	OG0002926	genemark-sce_s652-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.62&CDS=1-462	YIL065C
2927	OG0002927	genemark-sce_s652-processed-gene-0.63-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.63&CDS=1-882	YNL316C
2928	OG0002928	genemark-sce_s652-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.77&CDS=1-342	YOL133W
2929	OG0002929	genemark-sce_s652-processed-gene-0.64-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.64&CDS=1-741	YOL135C
2930	OG0002930	genemark-sce_s652-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.78&CDS=1-2136	YKL135C
2931	OG0002931	genemark-sce_s652-processed-gene-0.79-mRNA-1_1&gene=genemark-sce_s652-processed-gene-0.79&CDS=1-549	YJR074W
2932	OG0002932	augustus_masked-sce_s655-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sce_s655-processed-gene-0.5&CDS=1-1401	YHR109W
2933	OG0002933	genemark-sce_s655-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s655-processed-gene-0.14&CDS=1-816	YLR192C
2934	OG0002934	genemark-sce_s657-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.30&CDS=1-1770	YHR188C
2935	OG0002935	genemark-sce_s657-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.26&CDS=1-1797	YJL013C
2936	OG0002936	genemark-sce_s657-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.28&CDS=1-4845	YMR162C
2937	OG0002937	genemark-sce_s657-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s657-processed-gene-0.31&CDS=1-2145	YJL012C
2938	OG0002938	genemark-sce_s658-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.19&CDS=1-5580	YJL095W
2939	OG0002939	genemark-sce_s658-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.20&CDS=1-1839	YNR030W
2940	OG0002940	genemark-sce_s658-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.13&CDS=1-1182	YNR029C
2941	OG0002941	genemark-sce_s658-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s658-processed-gene-0.14&CDS=1-1416	YJL054W
2942	OG0002942	snap_masked-sce_s658-processed-gene-0.9-mRNA-1_1&gene=snap_masked-sce_s658-processed-gene-0.9&CDS=1-789	YGL221C
2943	OG0002943	augustus_masked-sce_s658-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sce_s658-processed-gene-0.27&CDS=1-1536	YOL137W
2944	OG0002944	genemark-sce_s660-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.8&CDS=1-648	YMR202W
2945	OG0002945	augustus_masked-sce_s660-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sce_s660-processed-gene-0.3&CDS=1-732	YMR200W
2946	OG0002946	genemark-sce_s660-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.13&CDS=1-2196	YNR006W
2947	OG0002947	genemark-sce_s660-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s660-processed-gene-0.14&CDS=1-1320	YKL184W
2948	OG0002948	genemark-sce_s661-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s661-processed-gene-0.6&CDS=1-1863	YOR273C
2949	OG0002949	snap_masked-sce_s662-processed-gene-0.0-mRNA-1_1&gene=snap_masked-sce_s662-processed-gene-0.0&CDS=1-732	YMR234W
2950	OG0002950	genemark-sce_s672-processed-gene-0.93-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.93&CDS=1-2850	YFL024C
2951	OG0002951	genemark-sce_s672-processed-gene-0.94-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.94&CDS=1-1554	YHR030C
2952	OG0002952	genemark-sce_s672-processed-gene-0.76-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.76&CDS=1-975	YKL120W
2953	OG0002953	genemark-sce_s672-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.78&CDS=1-1197	YKR048C
2954	OG0002954	genemark-sce_s672-processed-gene-0.95-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.95&CDS=1-891	YHR071W
2955	OG0002955	genemark-sce_s672-processed-gene-0.96-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.96&CDS=1-2172	YKL025C
2956	OG0002956	augustus_masked-sce_s672-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.6&CDS=1-828	YKL024C
2957	OG0002957	genemark-sce_s672-processed-gene-0.97-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.97&CDS=1-801	YGR024C
2958	OG0002958	genemark-sce_s672-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.81&CDS=1-3501	YPR010C
2959	OG0002959	augustus_masked-sce_s672-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.8&CDS=1-12495	YKR054C
2960	OG0002960	genemark-sce_s672-processed-gene-0.100-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.100&CDS=1-1146	YGR104C
2961	OG0002961	augustus_masked-sce_s672-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.28&CDS=1-228	YGR105W
2962	OG0002962	augustus_masked-sce_s672-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.29&CDS=1-1320	YNL280C
2963	OG0002963	genemark-sce_s672-processed-gene-0.86-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.86&CDS=1-1164	YOR063W
2964	OG0002964	genemark-sce_s672-processed-gene-0.104-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.104&CDS=1-1494	YMR093W
2965	OG0002965	genemark-sce_s672-processed-gene-0.88-mRNA-1_1&gene=genemark-sce_s672-processed-gene-0.88&CDS=1-1902	YMR313C
2966	OG0002966	augustus_masked-sce_s672-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sce_s672-processed-gene-0.32&CDS=1-771	YMR312W
2967	OG0002967	genemark-sce_s673-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s673-processed-gene-0.1&CDS=1-1389	YPL235W
2968	OG0002968	augustus_masked-sce_s674-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s674-processed-gene-0.0&CDS=1-861	YBL036C
2969	OG0002969	genemark-sce_s674-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.29&CDS=1-2583	YBR086C
2970	OG0002970	genemark-sce_s674-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.21&CDS=1-1062	YKL018W
2971	OG0002971	genemark-sce_s674-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.32&CDS=1-2934	YBL037W
2972	OG0002972	genemark-sce_s674-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.33&CDS=1-576	YJL140W
2973	OG0002973	genemark-sce_s674-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.34&CDS=1-1974	YJL141C
2974	OG0002974	genemark-sce_s674-processed-gene-0.35-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.35&CDS=1-456	YJL143W
2975	OG0002975	genemark-sce_s674-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.36&CDS=1-1932	YKL174C
2976	OG0002976	genemark-sce_s674-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.37&CDS=1-810	YKR060W
2977	OG0002977	snap_masked-sce_s674-processed-gene-0.46-mRNA-1_1&gene=snap_masked-sce_s674-processed-gene-0.46&CDS=1-603	YPL078C
2978	OG0002978	genemark-sce_s674-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.38&CDS=1-1317	YBR195C
2979	OG0002979	maker-sce_s674-augustus-gene-0.19-mRNA-1_1&gene=maker-sce_s674-augustus-gene-0.19&CDS=1-753	YIL064W
2980	OG0002980	genemark-sce_s674-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.40&CDS=1-1431	YIL063C
2981	OG0002981	genemark-sce_s674-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s674-processed-gene-0.28&CDS=1-1032	YOL054W
2982	OG0002982	genemark-sce_s677-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.7&CDS=1-1485	YGR083C
2983	OG0002983	genemark-sce_s677-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.8&CDS=1-5418	YHL030W
2984	OG0002984	genemark-sce_s677-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s677-processed-gene-0.9&CDS=1-1668	YHL029C
2985	OG0002985	snap_masked-sce_s678-processed-gene-0.16-mRNA-1_1&gene=snap_masked-sce_s678-processed-gene-0.16&CDS=1-177	YMR256C
2986	OG0002986	genemark-sce_s678-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s678-processed-gene-0.8&CDS=1-1833	YMR258C
2987	OG0002987	genemark-sce_s678-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s678-processed-gene-0.12&CDS=1-525	YKL016C
2988	OG0002988	genemark-sce_s678-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s678-processed-gene-0.14&CDS=1-2310	YJL176C
2989	OG0002989	snap_masked-sce_s68-processed-gene-0.49-mRNA-1_1&gene=snap_masked-sce_s68-processed-gene-0.49&CDS=1-2214	YPL249C
2990	OG0002990	snap_masked-sce_s68-processed-gene-0.51-mRNA-1_1&gene=snap_masked-sce_s68-processed-gene-0.51&CDS=1-1872	YHR202W
2991	OG0002991	augustus_masked-sce_s68-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sce_s68-processed-gene-0.11&CDS=1-552	YKL186C
2992	OG0002992	genemark-sce_s68-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.27&CDS=1-1023	YMR276W
2993	OG0002993	augustus_masked-sce_s68-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sce_s68-processed-gene-0.5&CDS=1-1800	YML114C
2994	OG0002994	genemark-sce_s68-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.29&CDS=1-2460	YMR277W
2995	OG0002995	maker-sce_s68-snap-gene-0.45-mRNA-1_1&gene=maker-sce_s68-snap-gene-0.45&CDS=1-1074	YLR414C
2996	OG0002996	genemark-sce_s68-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.31&CDS=1-1515	YLL036C
2997	OG0002997	genemark-sce_s68-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.32&CDS=1-1842	YMR278W
2998	OG0002998	augustus_masked-sce_s68-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-sce_s68-processed-gene-0.10&CDS=1-1368	YML115C
2999	OG0002999	genemark-sce_s68-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.39&CDS=1-951	YGL198W
3000	OG0003000	genemark-sce_s68-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s68-processed-gene-0.40&CDS=1-675	YJL218W
3001	OG0003001	genemark-sce_s680-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s680-processed-gene-0.4&CDS=1-1116	YLR244C
3002	OG0003002	snap_masked-sce_s680-processed-gene-0.9-mRNA-1_1&gene=snap_masked-sce_s680-processed-gene-0.9&CDS=1-342	YLR245C
3003	OG0003003	genemark-sce_s682-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s682-processed-gene-0.5&CDS=1-1182	YCR044C
3004	OG0003004	genemark-sce_s682-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s682-processed-gene-0.9&CDS=1-711	YPL002C
3005	OG0003005	genemark-sce_s682-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s682-processed-gene-0.6&CDS=1-1086	YMR152W
3006	OG0003006	genemark-sce_s683-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s683-processed-gene-0.5&CDS=1-888	YDR432W
3007	OG0003007	genemark-sce_s684-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s684-processed-gene-0.8&CDS=1-873	YNL315C
3008	OG0003008	genemark-sce_s684-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s684-processed-gene-0.9&CDS=1-1836	YMR224C
3009	OG0003009	snap_masked-sce_s685-processed-gene-0.19-mRNA-1_1&gene=snap_masked-sce_s685-processed-gene-0.19&CDS=1-1347	YFL037W
3010	OG0003010	genemark-sce_s685-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.13&CDS=1-315	YDL081C
3011	OG0003011	augustus_masked-sce_s685-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-sce_s685-processed-gene-0.41&CDS=1-1980	YHR194W
3012	OG0003012	genemark-sce_s685-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.5&CDS=1-1392	YKL194C
3013	OG0003013	genemark-sce_s685-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.16&CDS=1-1068	YLR418C
3014	OG0003014	snap_masked-sce_s685-processed-gene-0.26-mRNA-1_1&gene=snap_masked-sce_s685-processed-gene-0.26&CDS=1-2208	YLR424W
3015	OG0003015	genemark-sce_s685-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.9&CDS=1-798	YKL195W
3016	OG0003016	genemark-sce_s686-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s686-processed-gene-0.8&CDS=1-501	YJR118C
3017	OG0003017	genemark-sce_s686-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s686-processed-gene-0.10&CDS=1-1719	YER022W
3018	OG0003018	genemark-sce_s686-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s686-processed-gene-0.11&CDS=1-1512	YER021W
3019	OG0003019	genemark-sce_s687-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s687-processed-gene-0.0&CDS=1-783	YLR285W
3020	OG0003020	maker-sce_s687-augustus-gene-0.15-mRNA-1_1&gene=maker-sce_s687-augustus-gene-0.15&CDS=1-3540	YBL023C
3021	OG0003021	genemark-sce_s687-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s687-processed-gene-0.9&CDS=1-3312	YBL022C
3022	OG0003022	genemark-sce_s687-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s687-processed-gene-0.11&CDS=1-2124	YBL024W
3023	OG0003023	genemark-sce_s687-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s687-processed-gene-0.12&CDS=1-750	YBL021C
3024	OG0003024	genemark-sce_s687-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s687-processed-gene-0.4&CDS=1-1638	YBL020W
3025	OG0003025	genemark-sce_s688-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.3&CDS=1-1650	YML066C
3026	OG0003026	genemark-sce_s688-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.8&CDS=1-1311	YLR303W
3027	OG0003027	genemark-sce_s688-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.9&CDS=1-1296	YDL084W
3028	OG0003028	genemark-sce_s688-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.10&CDS=1-828	YER023W
3029	OG0003029	genemark-sce_s688-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.6&CDS=1-2409	YJR119C
3030	OG0003030	genemark-sce_s688-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s688-processed-gene-0.7&CDS=1-1509	YJR121W
3031	OG0003031	genemark-sce_s69-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s69-processed-gene-0.14&CDS=1-1182	YKL090W
3032	OG0003032	genemark-sce_s69-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s69-processed-gene-0.15&CDS=1-984	YNL290W
3033	OG0003033	genemark-sce_s69-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s69-processed-gene-0.10&CDS=1-441	YOR104W
3034	OG0003034	genemark-sce_s69-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s69-processed-gene-0.16&CDS=1-1554	YNL291C
3035	OG0003035	genemark-sce_s69-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s69-processed-gene-0.11&CDS=1-453	YPR168W
3036	OG0003036	genemark-sce_s691-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s691-processed-gene-0.7&CDS=1-918	YOR158W
3037	OG0003037	augustus_masked-sce_s691-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sce_s691-processed-gene-0.1&CDS=1-2055	YML031W
3038	OG0003038	genemark-sce_s691-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s691-processed-gene-0.11&CDS=1-1935	YDR456W
3039	OG0003039	genemark-sce_s691-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s691-processed-gene-0.9&CDS=1-1362	YOR307C
3040	OG0003040	genemark-sce_s691-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s691-processed-gene-0.12&CDS=1-912	YMR241W
3041	OG0003041	genemark-sce_s691-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s691-processed-gene-0.13&CDS=1-660	YDR410C
3042	OG0003042	augustus_masked-sce_s696-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s696-processed-gene-0.0&CDS=1-2787	YNL049C
3043	OG0003043	genemark-sce_s699-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s699-processed-gene-0.1&CDS=1-738	YGL005C
3044	OG0003044	genemark-sce_s7-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.11&CDS=1-5511	YBR208C
3045	OG0003045	genemark-sce_s7-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.13&CDS=1-2139	YHL016C
3046	OG0003046	augustus_masked-sce_s7-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-sce_s7-processed-gene-0.54&CDS=1-2175	YLR417W
3047	OG0003047	genemark-sce_s7-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.3&CDS=1-1023	YKL189W
3048	OG0003048	genemark-sce_s7-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.16&CDS=1-2358	YHR204W
3049	OG0003049	genemark-sce_s7-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.5&CDS=1-1527	YFR034C
3050	OG0003050	genemark-sce_s70-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.0&CDS=1-1635	YNL189W
3051	OG0003051	genemark-sce_s70-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.2&CDS=1-2133	YLR144C
3052	OG0003052	genemark-sce_s70-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.3&CDS=1-1335	YCR028C
3053	OG0003053	genemark-sce_s70-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.14&CDS=1-915	YAL044W-A
3054	OG0003054	augustus_masked-sce_s70-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-sce_s70-processed-gene-0.45&CDS=1-2094	YPL072W
3055	OG0003055	genemark-sce_s70-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.17&CDS=1-327	YER183C
3056	OG0003056	genemark-sce_s700-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s700-processed-gene-0.0&CDS=1-954	YJR093C
3057	OG0003057	genemark-sce_s701-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s701-processed-gene-0.4&CDS=1-429	YOR369C
3058	OG0003058	genemark-sce_s702-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s702-processed-gene-0.4&CDS=1-2292	YGL009C
3059	OG0003059	genemark-sce_s703-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s703-processed-gene-0.7&CDS=1-2085	YJL036W
3060	OG0003060	genemark-sce_s704-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s704-processed-gene-0.4&CDS=1-771	YIL070C
3061	OG0003061	genemark-sce_s704-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s704-processed-gene-0.7&CDS=1-2580	YPR112C
3062	OG0003062	augustus_masked-sce_s706-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-sce_s706-processed-gene-0.43&CDS=1-282	YJL166W
3063	OG0003063	genemark-sce_s706-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.32&CDS=1-1050	YJL167W
3064	OG0003064	genemark-sce_s706-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.34&CDS=1-1221	YKL172W
3065	OG0003065	genemark-sce_s706-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.36&CDS=1-1524	YGL028C
3066	OG0003066	genemark-sce_s706-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.37&CDS=1-1527	YBR029C
3067	OG0003067	genemark-sce_s706-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.38&CDS=1-342	YBL028C
3068	OG0003068	maker-sce_s706-snap-gene-0.0-mRNA-1_1&gene=maker-sce_s706-snap-gene-0.0&CDS=1-300	YNL244C
3069	OG0003069	snap_masked-sce_s706-processed-gene-0.7-mRNA-1_1&gene=snap_masked-sce_s706-processed-gene-0.7&CDS=1-933	YNL245C
3070	OG0003070	genemark-sce_s706-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.39&CDS=1-1584	YBR133C
3071	OG0003071	genemark-sce_s706-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s706-processed-gene-0.29&CDS=1-306	YBR135W
3072	OG0003072	snap_masked-sce_s706-processed-gene-0.8-mRNA-1_1&gene=snap_masked-sce_s706-processed-gene-0.8&CDS=1-7026	YBR136W
3073	OG0003073	snap_masked-sce_s706-processed-gene-0.20-mRNA-1_1&gene=snap_masked-sce_s706-processed-gene-0.20&CDS=1-2553	YPR091C
3074	OG0003074	genemark-sce_s708-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.13&CDS=1-366	YDR511W
3075	OG0003075	genemark-sce_s708-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.6&CDS=1-2340	YKL034W
3076	OG0003076	genemark-sce_s708-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.17&CDS=1-1770	YPR155C
3077	OG0003077	genemark-sce_s708-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.18&CDS=1-744	YGR135W
3078	OG0003078	genemark-sce_s708-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.7&CDS=1-474	YPR153W
3079	OG0003079	genemark-sce_s708-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.9&CDS=1-1539	YER078C
3080	OG0003080	genemark-sce_s708-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.20&CDS=1-840	YGR132C
3081	OG0003081	genemark-sce_s708-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.21&CDS=1-912	YLR220W
3082	OG0003082	genemark-sce_s708-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.10&CDS=1-630	YKL070W
3083	OG0003083	genemark-sce_s708-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s708-processed-gene-0.24&CDS=1-3090	YLR001C
3084	OG0003084	genemark-sce_s71-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s71-processed-gene-0.8&CDS=1-396	YGL191W
3085	OG0003085	genemark-sce_s71-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s71-processed-gene-0.9&CDS=1-1461	YGL190C
3086	OG0003086	genemark-sce_s711-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s711-processed-gene-0.7&CDS=1-510	YJL096W
3087	OG0003087	snap_masked-sce_s711-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s711-processed-gene-0.2&CDS=1-1083	YNL191W
3088	OG0003088	genemark-sce_s713-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s713-processed-gene-0.2&CDS=1-1008	YPL244C
3089	OG0003089	genemark-sce_s714-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s714-processed-gene-0.5&CDS=1-1176	YAL012W
3090	OG0003090	genemark-sce_s714-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s714-processed-gene-0.3&CDS=1-3360	YGL006W
3091	OG0003091	genemark-sce_s718-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s718-processed-gene-0.0&CDS=1-435	YPL059W
3092	OG0003092	snap_masked-sce_s719-processed-gene-0.1-mRNA-1_1&gene=snap_masked-sce_s719-processed-gene-0.1&CDS=1-1095	YDL051W
3093	OG0003093	augustus_masked-sce_s720-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s720-processed-gene-0.0&CDS=1-1191	YPR041W
3094	OG0003094	genemark-sce_s720-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s720-processed-gene-0.3&CDS=1-1314	YJR084W
3095	OG0003095	genemark-sce_s723-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s723-processed-gene-0.24&CDS=1-1218	YOL016C
3096	OG0003096	genemark-sce_s723-processed-gene-0.26-mRNA-1_1&gene=genemark-sce_s723-processed-gene-0.26&CDS=1-1362	YLR231C
3097	OG0003097	augustus_masked-sce_s723-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s723-processed-gene-0.8&CDS=1-1317	YGR254W
3098	OG0003098	genemark-sce_s723-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_s723-processed-gene-0.27&CDS=1-408	YJR082C
3099	OG0003099	genemark-sce_s723-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s723-processed-gene-0.34&CDS=1-408	YDR462W
