	OrthologID	Saccharomyces_cerevisiae	Stagonospora_nodorum
1403	OG0001403	YGL187C	XP_001800077.1
1404	OG0001404	YGL190C	XP_001806657.1
1405	OG0001405	YGL191W	XP_001791065.1
1406	OG0001406	YGL195W	XP_001793639.1
1407	OG0001407	YGL196W	XP_001802312.1
1408	OG0001408	YGL198W	XP_001803836.1
1409	OG0001409	YGL200C	XP_001799128.1
1410	OG0001410	YGL201C	XP_001804240.1
1411	OG0001411	YGL202W	XP_001794678.1
1412	OG0001412	YGL203C	XP_001795554.1
1413	OG0001413	YGL206C	XP_001794067.1
1414	OG0001414	YGL207W	XP_001791690.1
1415	OG0001415	YGL211W	XP_001796976.1
1416	OG0001416	YGL212W	XP_001804975.1
1417	OG0001417	YGL213C	XP_001795558.1
1418	OG0001418	YGL216W	XP_001790886.1
1419	OG0001419	YGL221C	XP_001793730.1
1420	OG0001420	YGL224C	XP_001796299.1
1421	OG0001421	YGL225W	XP_001799524.1
1422	OG0001422	YGL231C	XP_001803746.1
1423	OG0001423	YGL232W	XP_001802300.1
1424	OG0001424	YGL233W	XP_001799618.1
1425	OG0001425	YGL234W	XP_001799685.1
1426	OG0001426	YGL236C	XP_001799541.1
1427	OG0001427	YGL237C	XP_001805379.1
1428	OG0001428	YGL238W	XP_001792310.1
1429	OG0001429	YGL240W	XP_001793053.1
1430	OG0001430	YGL241W	XP_001797323.1
1431	OG0001431	YGL242C	XP_001802000.1
1432	OG0001432	YGL243W	XP_001801951.1
1433	OG0001433	YGL244W	XP_001796500.1
1434	OG0001434	YGL245W	XP_001801236.1
1435	OG0001435	YGL246C	XP_001799452.1
1436	OG0001436	YGL248W	XP_001793017.1
1437	OG0001437	YGL251C	XP_001796959.1
1438	OG0001438	YGL252C	XP_001800011.1
1439	OG0001439	YGL256W	XP_001803274.1
1440	OG0001440	YGR001C	XP_001802432.1
1441	OG0001441	YGR002C	XP_001795429.1
1442	OG0001442	YGR005C	XP_001794734.1
1443	OG0001443	YGR006W	XP_001792529.1
1444	OG0001444	YGR007W	XP_001795468.1
1445	OG0001445	YGR009C	XP_001794886.1
1446	OG0001446	YGR012W	XP_001794792.1
1447	OG0001447	YGR019W	XP_001792446.1
1448	OG0001448	YGR020C	XP_001802774.1
1449	OG0001449	YGR021W	XP_001792315.1
1450	OG0001450	YGR024C	XP_001804453.1
1451	OG0001451	YGR028W	XP_001802848.1
1452	OG0001452	YGR029W	XP_001793867.1
1453	OG0001453	YGR031W	XP_001799600.1
1454	OG0001454	YGR033C	XP_001802849.1
1455	OG0001455	YGR036C	XP_001792095.1
1456	OG0001456	YGR037C	XP_001803838.1
1457	OG0001457	YGR038W	XP_001796982.1
1458	OG0001458	YGR046W	XP_001796702.1
1459	OG0001459	YGR047C	XP_001804706.1
1460	OG0001460	YGR048W	XP_001799345.1
1461	OG0001461	YGR053C	XP_001796018.1
1462	OG0001462	YGR054W	XP_001802462.1
1463	OG0001463	YGR058W	XP_001805352.1
1464	OG0001464	YGR060W	XP_001798717.1
1465	OG0001465	YGR061C	XP_001801109.1
1466	OG0001466	YGR063C	XP_001792421.1
1467	OG0001467	YGR076C	XP_001794482.1
1468	OG0001468	YGR078C	XP_001802210.1
1469	OG0001469	YGR080W	XP_001804036.1
1470	OG0001470	YGR082W	XP_001804275.1
1471	OG0001471	YGR083C	XP_001800527.1
1472	OG0001472	YGR086C	XP_001791450.1
1473	OG0001473	YGR089W	XP_001802384.1
1474	OG0001474	YGR090W	XP_001805888.1
1475	OG0001475	YGR091W	XP_001797342.1
1476	OG0001476	YGR093W	XP_001805996.1
1477	OG0001477	YGR094W	XP_001794933.1
1478	OG0001478	YGR095C	XP_001800619.1
1479	OG0001479	YGR096W	XP_001795006.1
1480	OG0001480	YGR098C	XP_001791657.1
1481	OG0001481	YGR099W	XP_001794776.1
1482	OG0001482	YGR100W	XP_001805066.1
1483	OG0001483	YGR101W	XP_001797280.1
1484	OG0001484	YGR103W	XP_001791508.1
1485	OG0001485	YGR104C	XP_001795770.1
1486	OG0001486	YGR105W	XP_001794807.1
1487	OG0001487	YGR110W	XP_001796474.1
1488	OG0001488	YGR112W	XP_001791020.1
1489	OG0001489	YGR113W	XP_001802274.1
1490	OG0001490	YGR116W	XP_001796051.1
1491	OG0001491	YGR119C	XP_001791934.1
1492	OG0001492	YGR123C	XP_001792420.1
1493	OG0001493	YGR124W	XP_001795417.1
1494	OG0001494	YGR125W	XP_001805234.1
1495	OG0001495	YGR127W	XP_001798216.1
1496	OG0001496	YGR132C	XP_001800257.1
1497	OG0001497	YGR135W	XP_001802511.1
1498	OG0001498	YGR144W	XP_001796354.1
1499	OG0001499	YGR145W	XP_001802718.1
1500	OG0001500	YGR147C	XP_001795240.1
1501	OG0001501	YGR149W	XP_001791406.1
1502	OG0001502	YGR155W	XP_001802955.1
1503	OG0001503	YGR157W	XP_001804132.1
1504	OG0001504	YGR159C	XP_001805404.1
1505	OG0001505	YGR163W	XP_001792648.1
1506	OG0001506	YGR165W	XP_001799992.1
1507	OG0001507	YGR167W	XP_001793529.1
1508	OG0001508	YGR170W	XP_001800482.1
1509	OG0001509	YGR171C	XP_001794045.1
1510	OG0001510	YGR172C	XP_001798612.1
1511	OG0001511	YGR175C	XP_001803145.1
1512	OG0001512	YGR178C	XP_001795671.1
1513	OG0001513	YGR181W	XP_001806541.1
1514	OG0001514	YGR184C	XP_001793745.1
1515	OG0001515	YGR185C	XP_001793669.1
1516	OG0001516	YGR186W	XP_001798720.1
1517	OG0001517	YGR187C	XP_001798722.1
1518	OG0001518	YGR188C	XP_001793333.1
1519	OG0001519	YGR193C	XP_001791356.1
1520	OG0001520	YGR194C	XP_001790968.1
1521	OG0001521	YGR195W	XP_001791170.1
1522	OG0001522	YGR200C	XP_001806230.1
1523	OG0001523	YGR202C	XP_001795785.1
1524	OG0001524	YGR203W	XP_001802978.1
1525	OG0001525	YGR205W	XP_001795263.1
1526	OG0001526	YGR207C	XP_001804023.1
1527	OG0001527	YGR208W	XP_001802016.1
1528	OG0001528	YGR210C	XP_001800844.1
1529	OG0001529	YGR211W	XP_001797515.1
1530	OG0001530	YGR215W	XP_001799683.1
1531	OG0001531	YGR216C	XP_001805909.1
1532	OG0001532	YGR217W	XP_001797445.1
1533	OG0001533	YGR218W	XP_001795513.1
1534	OG0001534	YGR220C	XP_001795253.1
1535	OG0001535	YGR223C	XP_001793426.1
1536	OG0001536	YGR227W	XP_001795384.1
1537	OG0001537	YGR229C	XP_001799537.1
1538	OG0001538	YGR231C	XP_001799933.1
1539	OG0001539	YGR232W	XP_001797060.1
1540	OG0001540	YGR233C	XP_001795511.1
1541	OG0001541	YGR234W	XP_001796561.1
1542	OG0001542	YGR235C	XP_001805911.1
1543	OG0001543	YGR240C	XP_001793141.1
1544	OG0001544	YGR244C	XP_001798319.1
1545	OG0001545	YGR245C	XP_001793046.1
1546	OG0001546	YGR246C	XP_001793122.1
1547	OG0001547	YGR247W	XP_001797420.1
1548	OG0001548	YGR252W	XP_001801770.1
1549	OG0001549	YGR253C	XP_001792204.1
1550	OG0001550	YGR254W	XP_001794128.1
1551	OG0001551	YGR255C	XP_001795171.1
1552	OG0001552	YGR257C	XP_001805845.1
1553	OG0001553	YGR258C	XP_001791584.1
1554	OG0001554	YGR261C	XP_001798808.1
1555	OG0001555	YGR262C	XP_001800709.1
1556	OG0001556	YGR264C	XP_001795693.1
1557	OG0001557	YGR267C	XP_001801498.1
1558	OG0001558	YGR270W	XP_001791358.1
1559	OG0001559	YGR271C-A	XP_001801989.1
1560	OG0001560	YGR271W	XP_001792732.1
1561	OG0001561	YGR274C	XP_001802456.1
1562	OG0001562	YGR277C	XP_001790775.1
1563	OG0001563	YGR278W	XP_001791664.1
1564	OG0001564	YGR280C	XP_001794453.1
1565	OG0001565	YGR281W	XP_001794240.1
1566	OG0001566	YGR284C	XP_001797114.1
1567	OG0001567	YGR285C	XP_001798403.1
1568	OG0001568	YGR286C	XP_001805289.1
1569	OG0001569	YHL004W	XP_001802276.1
1570	OG0001570	YHL007C	XP_001802708.1
1571	OG0001571	YHL010C	XP_001796602.1
1572	OG0001572	YHL013C	XP_001792030.1
1573	OG0001573	YHL015W	XP_001802297.1
1574	OG0001574	YHL016C	XP_001793230.1
1575	OG0001575	YHL021C	XP_001795007.1
1576	OG0001576	YHL022C	XP_001805656.1
1577	OG0001577	YHL023C	XP_001805218.1
1578	OG0001578	YHL027W	XP_001801978.1
1579	OG0001579	YHL028W	XP_001806497.1
1580	OG0001580	YHL030W	XP_001794180.1
1581	OG0001581	YHL031C	XP_001797209.1
1582	OG0001582	YHL032C	XP_001796578.1
1583	OG0001583	YHR002W	XP_001797064.1
1584	OG0001584	YHR004C	XP_001795363.1
1585	OG0001585	YHR005C-A	XP_001804362.1
1586	OG0001586	YHR007C	XP_001794253.1
1587	OG0001587	YHR008C	XP_001796747.1
1588	OG0001588	YHR009C	XP_001796021.1
1589	OG0001589	YHR011W	XP_001796827.1
1590	OG0001590	YHR012W	XP_001795455.1
1591	OG0001591	YHR013C	XP_001795470.1
1592	OG0001592	YHR016C	XP_001803338.1
1593	OG0001593	YHR018C	XP_001805783.1
1594	OG0001594	YHR019C	XP_001793309.1
1595	OG0001595	YHR020W	XP_001804259.1
1596	OG0001596	YHR023W	XP_001799997.1
1597	OG0001597	YHR024C	XP_001800514.1
1598	OG0001598	YHR025W	XP_001800175.1
1599	OG0001599	YHR026W	XP_001799023.1
1600	OG0001600	YHR027C	XP_001804215.1
1601	OG0001601	YHR028C	XP_001794630.1
1602	OG0001602	YHR029C	XP_001793354.1
1603	OG0001603	YHR036W	XP_001792786.1
1604	OG0001604	YHR037W	XP_001797088.1
1605	OG0001605	YHR039C	XP_001798168.1
1606	OG0001606	YHR042W	XP_001804219.1
1607	OG0001607	YHR045W	XP_001801290.1
1608	OG0001608	YHR051W	XP_001801195.1
1609	OG0001609	YHR062C	XP_001794931.1
1610	OG0001610	YHR064C	XP_001791043.1
1611	OG0001611	YHR068W	XP_001799692.1
1612	OG0001612	YHR069C	XP_001804812.1
1613	OG0001613	YHR070W	XP_001794708.1
1614	OG0001614	YHR072W	XP_001801411.1
1615	OG0001615	YHR073W	XP_001796494.1
1616	OG0001616	YHR074W	XP_001796658.1
1617	OG0001617	YHR075C	XP_001795054.1
1618	OG0001618	YHR076W	XP_001794899.1
1619	OG0001619	YHR077C	XP_001796320.1
1620	OG0001620	YHR079C	XP_001794141.1
1621	OG0001621	YHR079C-A	XP_001799515.1
1622	OG0001622	YHR086W	XP_001801785.1
1623	OG0001623	YHR087W	XP_001804429.1
1624	OG0001624	YHR088W	XP_001799447.1
1625	OG0001625	YHR089C	XP_001802250.1
1626	OG0001626	YHR090C	XP_001791146.1
1627	OG0001627	YHR098C	XP_001793848.1
1628	OG0001628	YHR099W	XP_001801194.1
1629	OG0001629	YHR100C	XP_001800509.1
1630	OG0001630	YHR104W	XP_001803042.1
1631	OG0001631	YHR107C	XP_001801488.1
1632	OG0001632	YHR108W	XP_001802188.1
1633	OG0001633	YHR111W	XP_001804347.1
1634	OG0001634	YHR112C	XP_001790746.1
1635	OG0001635	YHR113W	XP_001790788.1
1636	OG0001636	YHR114W	XP_001800859.1
1637	OG0001637	YHR116W	XP_001794458.1
1638	OG0001638	YHR119W	XP_001794349.1
1639	OG0001639	YHR120W	XP_001795025.1
1640	OG0001640	YHR122W	XP_001805328.1
1641	OG0001641	YHR128W	XP_001799721.1
1642	OG0001642	YHR132C	XP_001804057.1
1643	OG0001643	YHR132W-A	XP_001795551.1
1644	OG0001644	YHR134W	XP_001794739.1
1645	OG0001645	YHR142W	XP_001800319.1
1646	OG0001646	YHR143W-A	XP_001797572.1
1647	OG0001647	YHR144C	XP_001805104.1
1648	OG0001648	YHR147C	XP_001796996.1
1649	OG0001649	YHR148W	XP_001805977.1
1650	OG0001650	YHR151C	XP_001803611.1
1651	OG0001651	YHR154W	XP_001805176.1
1652	OG0001652	YHR164C	XP_001797549.1
1653	OG0001653	YHR165C	XP_001791135.1
1654	OG0001654	YHR166C	XP_001805567.1
1655	OG0001655	YHR168W	XP_001804482.1
1656	OG0001656	YHR169W	XP_001802043.1
1657	OG0001657	YHR170W	XP_001804195.1
1658	OG0001658	YHR171W	XP_001805103.1
1659	OG0001659	YHR178W	XP_001794604.1
1660	OG0001660	YHR181W	XP_001794011.1
1661	OG0001661	YHR183W	XP_001806016.1
1662	OG0001662	YHR186C	XP_001791046.1
1663	OG0001663	YHR187W	XP_001792120.1
1664	OG0001664	YHR188C	XP_001802703.1
1665	OG0001665	YHR189W	XP_001799512.1
1666	OG0001666	YHR190W	XP_001791431.1
1667	OG0001667	YHR193C	XP_001798126.1
1668	OG0001668	YHR194W	XP_001794324.1
1669	OG0001669	YHR200W	XP_001805418.1
1670	OG0001670	YHR201C	XP_001801321.1
1671	OG0001671	YHR204W	XP_001791131.1
1672	OG0001672	YHR205W	XP_001798731.1
1673	OG0001673	YHR206W	XP_001793296.1
1674	OG0001674	YIL001W	XP_001797763.1
1675	OG0001675	YIL004C	XP_001792118.1
1676	OG0001676	YIL007C	XP_001804427.1
1677	OG0001677	YIL008W	XP_001806231.1
1678	OG0001678	YIL010W	XP_001795453.1
1679	OG0001679	YIL019W	XP_001806559.1
1680	OG0001680	YIL020C	XP_001806558.1
1681	OG0001681	YIL021W	XP_001797868.1
1682	OG0001682	YIL022W	XP_001797275.1
1683	OG0001683	YIL023C	XP_001801067.1
1684	OG0001684	YIL026C	XP_001806194.1
1685	OG0001685	YIL030C	XP_001799855.1
1686	OG0001686	YIL031W	XP_001801307.1
1687	OG0001687	YIL033C	XP_001792131.1
1688	OG0001688	YIL034C	XP_001794972.1
1689	OG0001689	YIL038C	XP_001796044.1
1690	OG0001690	YIL039W	XP_001790749.1
1691	OG0001691	YIL041W	XP_001802897.1
1692	OG0001692	YIL046W	XP_001800042.1
1693	OG0001693	YIL047C	XP_001801332.1
1694	OG0001694	YIL048W	XP_001791989.1
1695	OG0001695	YIL061C	XP_001806123.1
1696	OG0001696	YIL062C	XP_001804879.1
1697	OG0001697	YIL064W	XP_001804918.1
1698	OG0001698	YIL065C	XP_001796286.1
1699	OG0001699	YIL068C	XP_001805724.1
1700	OG0001700	YIL070C	XP_001802369.1
1701	OG0001701	YIL074C	XP_001799709.1
1702	OG0001702	YIL075C	XP_001791490.1
1703	OG0001703	YIL083C	XP_001790914.1
1704	OG0001704	YIL090W	XP_001795256.1
1705	OG0001705	YIL091C	XP_001795272.1
1706	OG0001706	YIL093C	XP_001795530.1
1707	OG0001707	YIL094C	XP_001791706.1
1708	OG0001708	YIL096C	XP_001805533.1
1709	OG0001709	YIL097W	XP_001805532.1
1710	OG0001710	YIL098C	XP_001796791.1
1711	OG0001711	YIL103W	XP_001798007.1
1712	OG0001712	YIL106W	XP_001797624.1
1713	OG0001713	YIL107C	XP_001795988.1
1714	OG0001714	YIL108W	XP_001802252.1
1715	OG0001715	YIL110W	XP_001804402.1
1716	OG0001716	YIL112W	XP_001802127.1
1717	OG0001717	YIL116W	XP_001796528.1
1718	OG0001718	YIL118W	XP_001791636.1
1719	OG0001719	YIL125W	XP_001804534.1
1720	OG0001720	YIL126W	XP_001799603.1
1721	OG0001721	YIL128W	XP_001794521.1
1722	OG0001722	YIL129C	XP_001804220.1
1723	OG0001723	YIL130W	XP_001804896.1
1724	OG0001724	YIL133C	XP_001804892.1
1725	OG0001725	YIL140W	XP_001795422.1
1726	OG0001726	YIL142W	XP_001794139.1
1727	OG0001727	YIL143C	XP_001801464.1
1728	OG0001728	YIL144W	XP_001793139.1
1729	OG0001729	YIL145C	XP_001799044.1
1730	OG0001730	YIL147C	XP_001801802.1
1731	OG0001731	YIL150C	XP_001798296.1
1732	OG0001732	YIL153W	XP_001803462.1
1733	OG0001733	YIL155C	XP_001795609.1
1734	OG0001734	YIL156W-B	XP_001791493.1
1735	OG0001735	YIL157C	XP_001795708.1
1736	OG0001736	YIL162W	XP_001801302.1
1737	OG0001737	YIL164C	XP_001792987.1
1738	OG0001738	YIL166C	XP_001794410.1
1739	OG0001739	YIR001C	XP_001795538.1
1740	OG0001740	YIR002C	XP_001795109.1
1741	OG0001741	YIR005W	XP_001793607.1
1742	OG0001742	YIR006C	XP_001794217.1
1743	OG0001743	YIR007W	XP_001805934.1
1744	OG0001744	YIR008C	XP_001799934.1
1745	OG0001745	YIR011C	XP_001795658.1
1746	OG0001746	YIR022W	XP_001798688.1
1747	OG0001747	YIR027C	XP_001799937.1
1748	OG0001748	YIR029W	XP_001793765.1
1749	OG0001749	YIR031C	XP_001797883.1
1750	OG0001750	YIR032C	XP_001802463.1
1751	OG0001751	YIR034C	XP_001803532.1
1752	OG0001752	YJL001W	XP_001794164.1
1753	OG0001753	YJL002C	XP_001793649.1
1754	OG0001754	YJL003W	XP_001798670.1
1755	OG0001755	YJL004C	XP_001804705.1
1756	OG0001756	YJL005W	XP_001806026.1
1757	OG0001757	YJL008C	XP_001806512.1
1758	OG0001758	YJL010C	XP_001804749.1
1759	OG0001759	YJL012C	XP_001799941.1
1760	OG0001760	YJL014W	XP_001796079.1
1761	OG0001761	YJL025W	XP_001796265.1
1762	OG0001762	YJL026W	XP_001800285.1
1763	OG0001763	YJL029C	XP_001795130.1
1764	OG0001764	YJL030W	XP_001792062.1
1765	OG0001765	YJL031C	XP_001797872.1
1766	OG0001766	YJL033W	XP_001797448.1
1767	OG0001767	YJL035C	XP_001793104.1
1768	OG0001768	YJL036W	XP_001795081.1
1769	OG0001769	YJL039C	XP_001800634.1
1770	OG0001770	YJL041W	XP_001801872.1
1771	OG0001771	YJL046W	XP_001795290.1
1772	OG0001772	YJL049W	XP_001798959.1
1773	OG0001773	YJL050W	XP_001795657.1
1774	OG0001774	YJL052W	XP_001791924.1
1775	OG0001775	YJL053W	XP_001805243.1
1776	OG0001776	YJL054W	XP_001797521.1
1777	OG0001777	YJL055W	XP_001792372.1
1778	OG0001778	YJL057C	XP_001797002.1
1779	OG0001779	YJL059W	XP_001805804.1
1780	OG0001780	YJL060W	XP_001798010.1
1781	OG0001781	YJL062W	XP_001799622.1
1782	OG0001782	YJL063C	XP_001795227.1
1783	OG0001783	YJL068C	XP_001790944.1
1784	OG0001784	YJL069C	XP_001793251.1
1785	OG0001785	YJL071W	XP_001802780.1
1786	OG0001786	YJL072C	XP_001795385.1
1787	OG0001787	YJL074C	XP_001793818.1
1788	OG0001788	YJL080C	XP_001802711.1
1789	OG0001789	YJL085W	XP_001803677.1
1790	OG0001790	YJL087C	XP_001805273.1
1791	OG0001791	YJL088W	XP_001795615.1
1792	OG0001792	YJL090C	XP_001800300.1
1793	OG0001793	YJL091C	XP_001804360.1
1794	OG0001794	YJL092W	XP_001791620.1
1795	OG0001795	YJL094C	XP_001791410.1
1796	OG0001796	YJL096W	XP_001794736.1
1797	OG0001797	YJL100W	XP_001803477.1
1798	OG0001798	YJL101C	XP_001800703.1
1799	OG0001799	YJL102W	XP_001803912.1
1800	OG0001800	YJL104W	XP_001792740.1
1801	OG0001801	YJL106W	XP_001797493.1
1802	OG0001802	YJL109C	XP_001792819.1
1803	OG0001803	YJL111W	XP_001805847.1
1804	OG0001804	YJL115W	XP_001804720.1
1805	OG0001805	YJL121C	XP_001805314.1
1806	OG0001806	YJL123C	XP_001791253.1
1807	OG0001807	YJL124C	XP_001797707.1
1808	OG0001808	YJL125C	XP_001801248.1
1809	OG0001809	YJL126W	XP_001797062.1
1810	OG0001810	YJL127C	XP_001802281.1
1811	OG0001811	YJL128C	XP_001792625.1
1812	OG0001812	YJL130C	XP_001798817.1
1813	OG0001813	YJL140W	XP_001794593.1
1814	OG0001814	YJL141C	XP_001792756.1
1815	OG0001815	YJL143W	XP_001803452.1
1816	OG0001816	YJL145W	XP_001793157.1
1817	OG0001817	YJL153C	XP_001800485.1
1818	OG0001818	YJL154C	XP_001798705.1
1819	OG0001819	YJL157C	XP_001804069.1
1820	OG0001820	YJL163C	XP_001803243.1
1821	OG0001821	YJL166W	XP_001804982.1
1822	OG0001822	YJL167W	XP_001805566.1
1823	OG0001823	YJL168C	XP_001791852.1
1824	OG0001824	YJL179W	XP_001797155.1
1825	OG0001825	YJL187C	XP_001799889.1
1826	OG0001826	YJL189W	XP_001799583.1
1827	OG0001827	YJL190C	XP_001792622.1
1828	OG0001828	YJL197W	XP_001803069.1
1829	OG0001829	YJL203W	XP_001790880.1
1830	OG0001830	YJL204C	XP_001794017.1
1831	OG0001831	YJL207C	XP_001792316.1
1832	OG0001832	YJL208C	XP_001806540.1
1833	OG0001833	YJL213W	XP_001792097.1
1834	OG0001834	YJR001W	XP_001799725.1
1835	OG0001835	YJR002W	XP_001795572.1
1836	OG0001836	YJR006W	XP_001794499.1
1837	OG0001837	YJR007W	XP_001803489.1
1838	OG0001838	YJR008W	XP_001791623.1
1839	OG0001839	YJR010W	XP_001791005.1
1840	OG0001840	YJR013W	XP_001791418.1
1841	OG0001841	YJR014W	XP_001795160.1
1842	OG0001842	YJR016C	XP_001803100.1
1843	OG0001843	YJR017C	XP_001803969.1
1844	OG0001844	YJR019C	XP_001792888.1
1845	OG0001845	YJR024C	XP_001794943.1
1846	OG0001846	YJR025C	XP_001795122.1
1847	OG0001847	YJR033C	XP_001796645.1
1848	OG0001848	YJR034W	XP_001793790.1
1849	OG0001849	YJR035W	XP_001798712.1
1850	OG0001850	YJR044C	XP_001792331.1
1851	OG0001851	YJR045C	XP_001803790.1
1852	OG0001852	YJR048W	XP_001805810.1
1853	OG0001853	YJR050W	XP_001806526.1
1854	OG0001854	YJR052W	XP_001798140.1
1855	OG0001855	YJR055W	XP_001797987.1
1856	OG0001856	YJR057W	XP_001801441.1
1857	OG0001857	YJR060W	XP_001791864.1
1858	OG0001858	YJR062C	XP_001799584.1
1859	OG0001859	YJR064W	XP_001803329.1
1860	OG0001860	YJR065C	XP_001805157.1
1861	OG0001861	YJR069C	XP_001799715.1
1862	OG0001862	YJR070C	XP_001799054.1
1863	OG0001863	YJR072C	XP_001797429.1
1864	OG0001864	YJR073C	XP_001797146.1
1865	OG0001865	YJR074W	XP_001802458.1
1866	OG0001866	YJR077C	XP_001792490.1
1867	OG0001867	YJR085C	XP_001795851.1
1868	OG0001868	YJR086W	XP_001790979.1
1869	OG0001869	YJR088C	XP_001794274.1
1870	OG0001870	YJR090C	XP_001801991.1
1871	OG0001871	YJR092W	XP_001803972.1
1872	OG0001872	YJR095W	XP_001804035.1
1873	OG0001873	YJR098C	XP_001792521.1
1874	OG0001874	YJR100C	XP_001801215.1
1875	OG0001875	YJR101W	XP_001794427.1
1876	OG0001876	YJR102C	XP_001805177.1
1877	OG0001877	YJR104C	XP_001799968.1
1878	OG0001878	YJR105W	XP_001792689.1
1879	OG0001879	YJR109C	XP_001794664.1
1880	OG0001880	YJR110W	XP_001801967.1
1881	OG0001881	YJR113C	XP_001796932.1
1882	OG0001882	YJR117W	XP_001794288.1
1883	OG0001883	YJR119C	XP_001801444.1
1884	OG0001884	YJR121W	XP_001791943.1
1885	OG0001885	YJR122W	XP_001800273.1
1886	OG0001886	YJR123W	XP_001792682.1
1887	OG0001887	YJR125C	XP_001790748.1
1888	OG0001888	YJR129C	XP_001803941.1
1889	OG0001889	YJR131W	XP_001794206.1
1890	OG0001890	YJR132W	XP_001798563.1
1891	OG0001891	YJR133W	XP_001798625.1
1892	OG0001892	YJR135W-A	XP_001799316.1
1893	OG0001893	YJR137C	XP_001799010.1
1894	OG0001894	YJR138W	XP_001798999.1
1895	OG0001895	YJR139C	XP_001798694.1
1896	OG0001896	YJR140C	XP_001798534.1
1897	OG0001897	YJR141W	XP_001805422.1
1898	OG0001898	YJR142W	XP_001798944.1
1899	OG0001899	YJR143C	XP_001806658.1
1900	OG0001900	YJR144W	XP_001798377.1
1901	OG0001901	YJR153W	XP_001804945.1
1902	OG0001902	YKL001C	XP_001797109.1
1903	OG0001903	YKL002W	XP_001801046.1
1904	OG0001904	YKL003C	XP_001800635.1
1905	OG0001905	YKL004W	XP_001793364.1
1906	OG0001906	YKL007W	XP_001802723.1
1907	OG0001907	YKL009W	XP_001806153.1
1908	OG0001908	YKL010C	XP_001802651.1
1909	OG0001909	YKL011C	XP_001795740.1
1910	OG0001910	YKL012W	XP_001797314.1
1911	OG0001911	YKL013C	XP_001797921.1
1912	OG0001912	YKL014C	XP_001799243.1
1913	OG0001913	YKL016C	XP_001798127.1
1914	OG0001914	YKL017C	XP_001800734.1
1915	OG0001915	YKL018W	XP_001800388.1
1916	OG0001916	YKL019W	XP_001794344.1
1917	OG0001917	YKL021C	XP_001794339.1
1918	OG0001918	YKL022C	XP_001801152.1
1919	OG0001919	YKL024C	XP_001794077.1
1920	OG0001920	YKL025C	XP_001793086.1
1921	OG0001921	YKL027W	XP_001806538.1
1922	OG0001922	YKL028W	XP_001803230.1
1923	OG0001923	YKL029C	XP_001800096.1
1924	OG0001924	YKL033W	XP_001803021.1
1925	OG0001925	YKL033W-A	XP_001805130.1
1926	OG0001926	YKL035W	XP_001800131.1
1927	OG0001927	YKL040C	XP_001797815.1
1928	OG0001928	YKL041W	XP_001805133.1
1929	OG0001929	YKL043W	XP_001805109.1
1930	OG0001930	YKL045W	XP_001790793.1
1931	OG0001931	YKL047W	XP_001792818.1
1932	OG0001932	YKL051W	XP_001794200.1
1933	OG0001933	YKL054C	XP_001798517.1
1934	OG0001934	YKL056C	XP_001792606.1
1935	OG0001935	YKL058W	XP_001799024.1
1936	OG0001936	YKL059C	XP_001793862.1
1937	OG0001937	YKL060C	XP_001798548.1
1938	OG0001938	YKL067W	XP_001801437.1
1939	OG0001939	YKL069W	XP_001801028.1
1940	OG0001940	YKL073W	XP_001793064.1
1941	OG0001941	YKL080W	XP_001797579.1
1942	OG0001942	YKL082C	XP_001793318.1
1943	OG0001943	YKL087C	XP_001795244.1
1944	OG0001944	YKL088W	XP_001795793.1
1945	OG0001945	YKL092C	XP_001795931.1
1946	OG0001946	YKL094W	XP_001790970.1
1947	OG0001947	YKL095W	XP_001801151.1
1948	OG0001948	YKL099C	XP_001804444.1
1949	OG0001949	YKL100C	XP_001805777.1
1950	OG0001950	YKL103C	XP_001801311.1
1951	OG0001951	YKL104C	XP_001794347.1
1952	OG0001952	YKL110C	XP_001801033.1
1953	OG0001953	YKL113C	XP_001793348.1
1954	OG0001954	YKL114C	XP_001805980.1
1955	OG0001955	YKL116C	XP_001803207.1
1956	OG0001956	YKL117W	XP_001805132.1
1957	OG0001957	YKL119C	XP_001793633.1
1958	OG0001958	YKL120W	XP_001800387.1
1959	OG0001959	YKL125W	XP_001794756.1
1960	OG0001960	YKL134C	XP_001805910.1
1961	OG0001961	YKL138C	XP_001799853.1
1962	OG0001962	YKL140W	XP_001793791.1
1963	OG0001963	YKL143W	XP_001799497.1
1964	OG0001964	YKL144C	XP_001794532.1
1965	OG0001965	YKL145W	XP_001806653.1
1966	OG0001966	YKL148C	XP_001806655.1
1967	OG0001967	YKL149C	XP_001797517.1
1968	OG0001968	YKL151C	XP_001794629.1
1969	OG0001969	YKL154W	XP_001802959.1
1970	OG0001970	YKL155C	XP_001791013.1
1971	OG0001971	YKL157W	XP_001793910.1
1972	OG0001972	YKL160W	XP_001799720.1
1973	OG0001973	YKL162C	XP_001794790.1
1974	OG0001974	YKL165C	XP_001802839.1
1975	OG0001975	YKL167C	XP_001797829.1
1976	OG0001976	YKL170W	XP_001803967.1
1977	OG0001977	YKL172W	XP_001800276.1
1978	OG0001978	YKL175W	XP_001804064.1
1979	OG0001979	YKL178C	XP_001799363.1
1980	OG0001980	YKL179C	XP_001792631.1
1981	OG0001981	YKL181W	XP_001803501.1
1982	OG0001982	YKL182W	XP_001792785.1
1983	OG0001983	YKL184W	XP_001794197.1
