	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
3381	OG0003381	YNL075W	augustus_masked-Skud_14-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.18&CDS=1-870
3382	OG0003382	YNL076W	augustus_masked-Skud_14-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.17&CDS=1-1758
3383	OG0003383	YNL077W	augustus_masked-Skud_14-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.16&CDS=1-1596
3384	OG0003384	YNL078W	augustus_masked-Skud_14-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.15&CDS=1-1113
3385	OG0003385	YNL079C	augustus_masked-Skud_14-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.31&CDS=1-597
3386	OG0003386	YNL080C	augustus_masked-Skud_14-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.30&CDS=1-1098
3387	OG0003387	YNL081C	augustus_masked-Skud_14-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.29&CDS=1-411
3388	OG0003388	YNL082W	augustus_masked-Skud_14-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.14&CDS=1-4278
3389	OG0003389	YNL084C	augustus_masked-Skud_14-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.28&CDS=1-1047
3390	OG0003390	YNL085W	augustus_masked-Skud_14-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.13&CDS=1-2496
3391	OG0003391	YNL086W	augustus_masked-Skud_14-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.12&CDS=1-294
3392	OG0003392	YNL088W	snap_masked-Skud_14-processed-gene-4.98-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-4.98&CDS=1-4254
3393	OG0003393	YNL091W	maker-Skud_14-snap-gene-4.130-mRNA-1_1&gene=maker-Skud_14-snap-gene-4.130&CDS=1-6015
3394	OG0003394	YNL094W	augustus_masked-Skud_14-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.9&CDS=1-1761
3395	OG0003395	YNL096C	maker-Skud_14-augustus-gene-4.139-mRNA-1_1&gene=maker-Skud_14-augustus-gene-4.139&CDS=1-570
3396	OG0003396	YNL097C	augustus_masked-Skud_14-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.26&CDS=1-942
3397	OG0003397	YNL099C	maker-Skud_14-augustus-gene-4.138-mRNA-1_1&gene=maker-Skud_14-augustus-gene-4.138&CDS=1-1713
3398	OG0003398	YNL100W	genemark-Skud_14-processed-gene-4.45-mRNA-1_1&gene=genemark-Skud_14-processed-gene-4.45&CDS=1-708
3399	OG0003399	YNL101W	snap_masked-Skud_14-processed-gene-4.90-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-4.90&CDS=1-2139
3400	OG0003400	YNL102W	augustus_masked-Skud_14-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.7&CDS=1-4413
3401	OG0003401	YNL103W	augustus_masked-Skud_14-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.6&CDS=1-2019
3402	OG0003402	YNL107W	augustus_masked-Skud_14-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.5&CDS=1-678
3403	OG0003403	YNL108C	augustus_masked-Skud_14-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.23&CDS=1-810
3404	OG0003404	YNL110C	augustus_masked-Skud_14-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.22&CDS=1-660
3405	OG0003405	YNL111C	augustus_masked-Skud_14-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.21&CDS=1-360
3406	OG0003406	YNL112W	maker-Skud_14-augustus-gene-4.133-mRNA-1_1&gene=maker-Skud_14-augustus-gene-4.133&CDS=1-1686
3407	OG0003407	YNL113W	genemark-Skud_14-processed-gene-4.40-mRNA-1_1&gene=genemark-Skud_14-processed-gene-4.40&CDS=1-426
3408	OG0003408	YNL115C	augustus_masked-Skud_14-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.20&CDS=1-1932
3409	OG0003409	YNL118C	augustus_masked-Skud_14-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.3&CDS=1-2922
3410	OG0003410	YNL119W	augustus_masked-Skud_14-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.0&CDS=1-1479
3411	OG0003411	YNL121C	augustus_masked-Skud_14-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-4.2&CDS=1-1851
3412	OG0003412	YNL122C	snap_masked-Skud_14-processed-gene-4.82-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-4.82&CDS=1-294
3413	OG0003413	YNL123W	augustus_masked-Skud_14-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.139&CDS=1-2991
3414	OG0003414	YNL124W	augustus_masked-Skud_14-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.138&CDS=1-1452
3415	OG0003415	YNL125C	augustus_masked-Skud_14-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.157&CDS=1-2010
3416	OG0003416	YNL126W	augustus_masked-Skud_14-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.137&CDS=1-6591
3417	OG0003417	YNL129W	augustus_masked-Skud_14-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.136&CDS=1-720
3418	OG0003418	YNL130C	maker-Skud_14-augustus-gene-3.4-mRNA-1_1&gene=maker-Skud_14-augustus-gene-3.4&CDS=1-1179
3419	OG0003419	YNL131W	augustus_masked-Skud_14-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.135&CDS=1-456
3420	OG0003420	YNL132W	augustus_masked-Skud_14-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.134&CDS=1-3168
3421	OG0003421	YNL133C	augustus_masked-Skud_14-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.155&CDS=1-522
3422	OG0003422	YNL136W	augustus_masked-Skud_14-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.133&CDS=1-1260
3423	OG0003423	YNL137C	augustus_masked-Skud_14-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.153&CDS=1-1458
3424	OG0003424	YNL138W	augustus_masked-Skud_14-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.132&CDS=1-1590
3425	OG0003425	YNL139C	augustus_masked-Skud_14-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.152&CDS=1-4782
3426	OG0003426	YNL141W	augustus_masked-Skud_14-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.131&CDS=1-1041
3427	OG0003427	YNL142W	augustus_masked-Skud_14-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.130&CDS=1-1497
3428	OG0003428	YNL144C	augustus_masked-Skud_14-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.151&CDS=1-2184
3429	OG0003429	YNL147W	maker-Skud_14-augustus-gene-3.0-mRNA-1_1&gene=maker-Skud_14-augustus-gene-3.0&CDS=1-645
3430	OG0003430	YNL148C	augustus_masked-Skud_14-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.150&CDS=1-735
3431	OG0003431	YNL149C	augustus_masked-Skud_14-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.149&CDS=1-387
3432	OG0003432	YNL151C	augustus_masked-Skud_14-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.148&CDS=1-756
3433	OG0003433	YNL152W	augustus_masked-Skud_14-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.128&CDS=1-1233
3434	OG0003434	YNL153C	augustus_masked-Skud_14-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.147&CDS=1-387
3435	OG0003435	YNL155W	augustus_masked-Skud_14-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.127&CDS=1-822
3436	OG0003436	YNL156C	augustus_masked-Skud_14-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.145&CDS=1-897
3437	OG0003437	YNL157W	augustus_masked-Skud_14-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.126&CDS=1-1053
3438	OG0003438	YNL159C	augustus_masked-Skud_14-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.144&CDS=1-870
3439	OG0003439	YNL160W	augustus_masked-Skud_14-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.125&CDS=1-1062
3440	OG0003440	YNL161W	augustus_masked-Skud_14-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.124&CDS=1-2235
3441	OG0003441	YNL162W-A	snap_masked-Skud_14-processed-gene-3.19-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-3.19&CDS=1-216
3442	OG0003442	YNL163C	genemark-Skud_14-processed-gene-3.97-mRNA-1_1&gene=genemark-Skud_14-processed-gene-3.97&CDS=1-3330
3443	OG0003443	YNL164C	genemark-Skud_14-processed-gene-3.96-mRNA-1_1&gene=genemark-Skud_14-processed-gene-3.96&CDS=1-1050
3444	OG0003444	YNL165W	augustus_masked-Skud_14-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.122&CDS=1-1137
3445	OG0003445	YNL166C	augustus_masked-Skud_14-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.142&CDS=1-1323
3446	OG0003446	YNL167C	augustus_masked-Skud_14-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.141&CDS=1-1947
3447	OG0003447	YNL169C	augustus_masked-Skud_14-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.140&CDS=1-2241
3448	OG0003448	YNL172W	augustus_masked-Skud_14-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.121&CDS=1-5244
3449	OG0003449	YNL173C	augustus_masked-Skud_14-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.120&CDS=1-1086
3450	OG0003450	YNL175C	augustus_masked-Skud_14-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.119&CDS=1-1200
3451	OG0003451	YNL176C	augustus_masked-Skud_14-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.118&CDS=1-1236
3452	OG0003452	YNL177C	genemark-Skud_14-processed-gene-3.66-mRNA-1_1&gene=genemark-Skud_14-processed-gene-3.66&CDS=1-924
3453	OG0003453	YNL178W	augustus_masked-Skud_14-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.114&CDS=1-720
3454	OG0003454	YNL180C	augustus_masked-Skud_14-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.116&CDS=1-993
3455	OG0003455	YNL181W	augustus_masked-Skud_14-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-3.113&CDS=1-1218
3456	OG0003456	YNL182C	augustus_masked-Skud_14-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.83&CDS=1-1665
3457	OG0003457	YNL183C	augustus_masked-Skud_14-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.82&CDS=1-2373
3458	OG0003458	YNL185C	augustus_masked-Skud_14-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.81&CDS=1-474
3459	OG0003459	YNL186W	augustus_masked-Skud_14-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.69&CDS=1-2328
3460	OG0003460	YNL187W	genemark-Skud_14-processed-gene-2.109-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.109&CDS=1-1290
3461	OG0003461	YNL188W	genemark-Skud_14-processed-gene-2.108-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.108&CDS=1-1305
3462	OG0003462	YNL189W	genemark-Skud_14-processed-gene-2.107-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.107&CDS=1-1626
3463	OG0003463	YNL190W	augustus_masked-Skud_14-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.67&CDS=1-612
3464	OG0003464	YNL191W	snap_masked-Skud_14-processed-gene-2.24-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.24&CDS=1-1071
3465	OG0003465	YNL192W	snap_masked-Skud_14-processed-gene-2.23-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.23&CDS=1-3429
3466	OG0003466	YNL193W	genemark-Skud_14-processed-gene-2.104-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.104&CDS=1-1665
3467	OG0003467	YNL194C	genemark-Skud_14-processed-gene-2.128-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.128&CDS=1-885
3468	OG0003468	YNL195C	genemark-Skud_14-processed-gene-2.127-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.127&CDS=1-783
3469	OG0003469	YNL196C	snap_masked-Skud_14-processed-gene-2.48-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.48&CDS=1-906
3470	OG0003470	YNL197C	snap_masked-Skud_14-processed-gene-2.47-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.47&CDS=1-2004
3471	OG0003471	YNL199C	augustus_masked-Skud_14-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.79&CDS=1-1599
3472	OG0003472	YNL200C	augustus_masked-Skud_14-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.78&CDS=1-738
3473	OG0003473	YNL201C	augustus_masked-Skud_14-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.77&CDS=1-2574
3474	OG0003474	YNL202W	augustus_masked-Skud_14-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.64&CDS=1-876
3475	OG0003475	YNL206C	augustus_masked-Skud_14-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.76&CDS=1-2199
3476	OG0003476	YNL207W	augustus_masked-Skud_14-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.63&CDS=1-1824
3477	OG0003477	YNL211C	snap_masked-Skud_14-processed-gene-2.41-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.41&CDS=1-252
3478	OG0003478	YNL212W	augustus_masked-Skud_14-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.61&CDS=1-2346
3479	OG0003479	YNL213C	augustus_masked-Skud_14-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.75&CDS=1-453
3480	OG0003480	YNL214W	augustus_masked-Skud_14-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.60&CDS=1-1572
3481	OG0003481	YNL216W	augustus_masked-Skud_14-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.59&CDS=1-5172
3482	OG0003482	YNL219C	augustus_masked-Skud_14-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.74&CDS=1-1665
3483	OG0003483	YNL220W	augustus_masked-Skud_14-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.58&CDS=1-1299
3484	OG0003484	YNL221C	genemark-Skud_14-processed-gene-2.118-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.118&CDS=1-2610
3485	OG0003485	YNL223W	maker-Skud_14-augustus-gene-2.0-mRNA-1_1&gene=maker-Skud_14-augustus-gene-2.0&CDS=1-2052
3486	OG0003486	YNL224C	augustus_masked-Skud_14-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.72&CDS=1-5763
3487	OG0003487	YNL229C	genemark-Skud_14-processed-gene-2.114-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.114&CDS=1-1080
3488	OG0003488	YNL230C	genemark-Skud_14-processed-gene-2.113-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.113&CDS=1-1131
3489	OG0003489	YNL231C	genemark-Skud_14-processed-gene-2.112-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.112&CDS=1-1053
3490	OG0003490	YNL232W	augustus_masked-Skud_14-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.56&CDS=1-873
3491	OG0003491	YNL233W	augustus_masked-Skud_14-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-2.55&CDS=1-2700
3492	OG0003492	YNL234W	snap_masked-Skud_14-processed-gene-2.5-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.5&CDS=1-1245
3493	OG0003493	YNL236W	snap_masked-Skud_14-processed-gene-2.4-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-2.4&CDS=1-4332
3494	OG0003494	YNL238W	genemark-Skud_14-processed-gene-2.85-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.85&CDS=1-2307
3495	OG0003495	YNL239W	genemark-Skud_14-processed-gene-2.84-mRNA-1_1&gene=genemark-Skud_14-processed-gene-2.84&CDS=1-1362
3496	OG0003496	YNL240C	augustus_masked-Skud_14-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.35&CDS=1-1479
3497	OG0003497	YNL241C	augustus_masked-Skud_14-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.34&CDS=1-1512
3498	OG0003498	YNL242W	augustus_masked-Skud_14-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.23&CDS=1-4767
3499	OG0003499	YNL243W	maker-Skud_14-augustus-gene-1.1-mRNA-1_1&gene=maker-Skud_14-augustus-gene-1.1&CDS=1-2841
3500	OG0003500	YNL244C	augustus_masked-Skud_14-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.33&CDS=1-630
3501	OG0003501	YNL247W	augustus_masked-Skud_14-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.21&CDS=1-2946
3502	OG0003502	YNL248C	augustus_masked-Skud_14-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.32&CDS=1-1245
3503	OG0003503	YNL249C	augustus_masked-Skud_14-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.31&CDS=1-1635
3504	OG0003504	YNL250W	augustus_masked-Skud_14-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.20&CDS=1-3948
3505	OG0003505	YNL251C	maker-Skud_14-augustus-gene-1.5-mRNA-1_1&gene=maker-Skud_14-augustus-gene-1.5&CDS=1-2733
3506	OG0003506	YNL253W	augustus_masked-Skud_14-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.19&CDS=1-1266
3507	OG0003507	YNL254C	augustus_masked-Skud_14-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.29&CDS=1-1560
3508	OG0003508	YNL256W	augustus_masked-Skud_14-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.18&CDS=1-2472
3509	OG0003509	YNL257C	augustus_masked-Skud_14-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.28&CDS=1-6453
3510	OG0003510	YNL261W	genemark-Skud_14-processed-gene-1.53-mRNA-1_1&gene=genemark-Skud_14-processed-gene-1.53&CDS=1-1434
3511	OG0003511	YNL262W	augustus_masked-Skud_14-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.16&CDS=1-6663
3512	OG0003512	YNL264C	augustus_masked-Skud_14-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.27&CDS=1-2832
3513	OG0003513	YNL267W	augustus_masked-Skud_14-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.15&CDS=1-3198
3514	OG0003514	YNL271C	snap_masked-Skud_14-processed-gene-1.104-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-1.104&CDS=1-5838
3515	OG0003515	YNL272C	augustus_masked-Skud_14-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.25&CDS=1-2256
3516	OG0003516	YNL273W	augustus_masked-Skud_14-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.13&CDS=1-3726
3517	OG0003517	YNL274C	augustus_masked-Skud_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.24&CDS=1-1050
3518	OG0003518	YNL278W	augustus_masked-Skud_14-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.10&CDS=1-8310
3519	OG0003519	YNL280C	augustus_masked-Skud_14-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.12&CDS=1-1314
3520	OG0003520	YNL281W	augustus_masked-Skud_14-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.9&CDS=1-459
3521	OG0003521	YNL282W	augustus_masked-Skud_14-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.8&CDS=1-585
3522	OG0003522	YNL283C	augustus_masked-Skud_14-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-1.11&CDS=1-1458
3523	OG0003523	YNL284C	snap_masked-Skud_14-processed-gene-1.82-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-1.82&CDS=1-999
3524	OG0003524	YNL286W	genemark-Skud_14-processed-gene-1.40-mRNA-1_1&gene=genemark-Skud_14-processed-gene-1.40&CDS=1-855
3525	OG0003525	YNL287W	genemark-Skud_14-processed-gene-1.39-mRNA-1_1&gene=genemark-Skud_14-processed-gene-1.39&CDS=1-2808
3526	OG0003526	YNL288W	augustus_masked-Skud_14-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.19&CDS=1-1197
3527	OG0003527	YNL289W	augustus_masked-Skud_14-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.18&CDS=1-837
3528	OG0003528	YNL290W	augustus_masked-Skud_14-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.17&CDS=1-1020
3529	OG0003529	YNL291C	augustus_masked-Skud_14-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.37&CDS=1-1644
3530	OG0003530	YNL292W	augustus_masked-Skud_14-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.16&CDS=1-1209
3531	OG0003531	YNL293W	augustus_masked-Skud_14-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.15&CDS=1-1902
3532	OG0003532	YNL294C	augustus_masked-Skud_14-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.36&CDS=1-1611
3533	OG0003533	YNL295W	augustus_masked-Skud_14-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.14&CDS=1-1572
3534	OG0003534	YNL297C	augustus_masked-Skud_14-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.35&CDS=1-4908
3535	OG0003535	YNL298W	augustus_masked-Skud_14-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.13&CDS=1-2508
3536	OG0003536	YNL304W	augustus_masked-Skud_14-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.10&CDS=1-1251
3537	OG0003537	YNL305C	augustus_masked-Skud_14-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.33&CDS=1-894
3538	OG0003538	YNL306W	augustus_masked-Skud_14-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.9&CDS=1-663
3539	OG0003539	YNL307C	augustus_masked-Skud_14-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.32&CDS=1-1125
3540	OG0003540	YNL308C	genemark-Skud_14-processed-gene-0.73-mRNA-1_1&gene=genemark-Skud_14-processed-gene-0.73&CDS=1-1920
3541	OG0003541	YNL309W	augustus_masked-Skud_14-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.8&CDS=1-1215
3542	OG0003542	YNL310C	augustus_masked-Skud_14-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.30&CDS=1-525
3543	OG0003543	YNL311C	augustus_masked-Skud_14-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.29&CDS=1-2292
3544	OG0003544	YNL312W	augustus_masked-Skud_14-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.7&CDS=1-819
3545	OG0003545	YNL313C	genemark-Skud_14-processed-gene-0.70-mRNA-1_1&gene=genemark-Skud_14-processed-gene-0.70&CDS=1-2712
3546	OG0003546	YNL314W	augustus_masked-Skud_14-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.6&CDS=1-783
3547	OG0003547	YNL315C	augustus_masked-Skud_14-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.27&CDS=1-954
3548	OG0003548	YNL316C	augustus_masked-Skud_14-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.26&CDS=1-1002
3549	OG0003549	YNL317W	augustus_masked-Skud_14-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.5&CDS=1-1401
3550	OG0003550	YNL318C	augustus_masked-Skud_14-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.25&CDS=1-1623
3551	OG0003551	YNL321W	maker-Skud_14-augustus-gene-0.120-mRNA-1_1&gene=maker-Skud_14-augustus-gene-0.120&CDS=1-3750
3552	OG0003552	YNL322C	augustus_masked-Skud_14-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.24&CDS=1-948
3553	OG0003553	YNL323W	augustus_masked-Skud_14-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.3&CDS=1-1242
