	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
3368	OG0003368	genemark-scaffold_7-processed-gene-2.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.30&CDS=1-7377	YBL004W
3369	OG0003369	genemark-scaffold_7-processed-gene-2.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.12&CDS=1-1188	YDL001W
3370	OG0003370	genemark-scaffold_7-processed-gene-2.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.32&CDS=1-903	YNL289W
3371	OG0003371	genemark-scaffold_7-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.16&CDS=1-3537	YBR023C
3372	OG0003372	augustus_masked-scaffold_7-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.84&CDS=1-5907	YNL297C
3373	OG0003373	genemark-scaffold_7-processed-gene-2.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.17&CDS=1-1779	YNL293W
3374	OG0003374	genemark-scaffold_7-processed-gene-2.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.35&CDS=1-609	YOL111C
3375	OG0003375	maker-scaffold_7-snap-gene-2.147-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.147&CDS=1-756	YOL110W
3376	OG0003376	genemark-scaffold_7-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.18&CDS=1-1227	YNL292W
3377	OG0003377	genemark-scaffold_7-processed-gene-2.36-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.36&CDS=1-2661	YBR006W
3378	OG0003378	genemark-scaffold_7-processed-gene-2.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.38&CDS=1-648	YDL043C
3379	OG0003379	genemark-scaffold_7-processed-gene-2.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.19&CDS=1-3870	YDR127W
3380	OG0003380	genemark-scaffold_7-processed-gene-2.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.39&CDS=1-1350	YOL069W
3381	OG0003381	genemark-scaffold_7-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.20&CDS=1-447	YOL071W
3382	OG0003382	genemark-scaffold_7-processed-gene-2.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.40&CDS=1-627	YOL067C
3383	OG0003383	genemark-scaffold_7-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.22&CDS=1-1110	YML008C
3384	OG0003384	genemark-scaffold_7-processed-gene-2.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.43&CDS=1-2733	YDR495C
3385	OG0003385	genemark-scaffold_7-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.24&CDS=1-918	YDR347W
3386	OG0003386	genemark-scaffold_7-processed-gene-2.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.46&CDS=1-1542	YHR078W
3387	OG0003387	augustus_masked-scaffold_7-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.97&CDS=1-1230	YHR097C
3388	OG0003388	genemark-scaffold_7-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.9&CDS=1-2754	YOR048C
3389	OG0003389	genemark-scaffold_7-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.6&CDS=1-1485	YKL162C
3390	OG0003390	augustus_masked-scaffold_7-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.55&CDS=1-1323	YDL020C
3391	OG0003391	genemark-scaffold_7-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.28&CDS=1-1104	YBR004C
3392	OG0003392	genemark-scaffold_7-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.29&CDS=1-1641	YJR064W
3393	OG0003393	genemark-scaffold_7-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.13&CDS=1-369	YJR063W
3394	OG0003394	genemark-scaffold_7-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.30&CDS=1-912	YJR070C
3395	OG0003395	genemark-scaffold_7-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.14&CDS=1-720	YKL206C
3396	OG0003396	snap_masked-scaffold_7-processed-gene-3.121-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.121&CDS=1-819	YKL207W
3397	OG0003397	genemark-scaffold_7-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.15&CDS=1-1146	YJR072C
3398	OG0003398	genemark-scaffold_7-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.32&CDS=1-1059	YOR043W
3399	OG0003399	snap_masked-scaffold_7-processed-gene-3.123-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.123&CDS=1-7041	YKL203C
3400	OG0003400	genemark-scaffold_7-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.17&CDS=1-1338	YJR065C
3401	OG0003401	genemark-scaffold_7-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.34&CDS=1-633	YJR073C
3402	OG0003402	maker-scaffold_7-augustus-gene-3.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.0&CDS=1-3246	YKL209C
3403	OG0003403	maker-scaffold_7-snap-gene-3.146-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.146&CDS=1-2025	YPL265W
3404	OG0003404	genemark-scaffold_7-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.39&CDS=1-2016	YKL135C
3405	OG0003405	genemark-scaffold_7-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.19&CDS=1-1314	YMR113W
3406	OG0003406	genemark-scaffold_7-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.40&CDS=1-4452	YBR275C
3407	OG0003407	genemark-scaffold_7-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.42&CDS=1-1707	YGR124W
3408	OG0003408	genemark-scaffold_7-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.43&CDS=1-1488	YPL260W
3409	OG0003409	genemark-scaffold_7-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.21&CDS=1-603	YPL067C
3410	OG0003410	snap_masked-scaffold_7-processed-gene-3.113-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.113&CDS=1-879	YPL232W
3411	OG0003411	maker-scaffold_7-snap-gene-3.144-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.144&CDS=1-621	YDR173C
3412	OG0003412	genemark-scaffold_7-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.46&CDS=1-2085	YDR172W
3413	OG0003413	genemark-scaffold_7-processed-gene-3.47-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.47&CDS=1-1116	YDR171W
3414	OG0003414	genemark-scaffold_7-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.49&CDS=1-1896	YMR216C
3415	OG0003415	genemark-scaffold_7-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.26&CDS=1-1683	YPL161C
3416	OG0003416	genemark-scaffold_7-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.27&CDS=1-1476	YMR215W
3417	OG0003417	genemark-scaffold_7-processed-gene-3.51-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.51&CDS=1-744	YPL107W
3418	OG0003418	genemark-scaffold_7-processed-gene-4.185-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.185&CDS=1-699	YPL162C
3419	OG0003419	genemark-scaffold_7-processed-gene-4.232-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.232&CDS=1-960	YBR175W
3420	OG0003420	maker-scaffold_7-snap-gene-4.0-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.0&CDS=1-429	YBR173C
3421	OG0003421	genemark-scaffold_7-processed-gene-4.191-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.191&CDS=1-1986	YPR024W
3422	OG0003422	snap_masked-scaffold_7-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.105&CDS=1-285	YIR009W
3423	OG0003423	augustus_masked-scaffold_7-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.67&CDS=1-927	YIL134W
3424	OG0003424	genemark-scaffold_7-processed-gene-4.194-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.194&CDS=1-921	YNL072W
3425	OG0003425	snap_masked-scaffold_7-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.108&CDS=1-1386	YNL071W
3426	OG0003426	genemark-scaffold_7-processed-gene-4.240-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.240&CDS=1-1656	YNL112W
3427	OG0003427	genemark-scaffold_7-processed-gene-4.201-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.201&CDS=1-1164	YOR091W
3428	OG0003428	genemark-scaffold_7-processed-gene-4.243-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.243&CDS=1-1872	YNL094W
3429	OG0003429	genemark-scaffold_7-processed-gene-4.244-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.244&CDS=1-570	YNL096C
3430	OG0003430	genemark-scaffold_7-processed-gene-4.205-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.205&CDS=1-762	YOR095C
3431	OG0003431	maker-scaffold_7-snap-gene-4.10-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.10&CDS=1-564	YOR094W
3432	OG0003432	genemark-scaffold_7-processed-gene-4.246-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.246&CDS=1-1869	YHR114W
3433	OG0003433	augustus_masked-scaffold_7-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.37&CDS=1-1821	YNL104C
3434	OG0003434	genemark-scaffold_7-processed-gene-4.207-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.207&CDS=1-4353	YER164W
3435	OG0003435	snap_masked-scaffold_7-processed-gene-4.162-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.162&CDS=1-609	YDR236C
3436	OG0003436	genemark-scaffold_7-processed-gene-4.211-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.211&CDS=1-3276	YBR081C
3437	OG0003437	augustus_masked-scaffold_7-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.80&CDS=1-1359	YPL042C
3438	OG0003438	genemark-scaffold_7-processed-gene-4.212-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.212&CDS=1-1332	YKL185W
3439	OG0003439	snap_masked-scaffold_7-processed-gene-4.126-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.126&CDS=1-1383	YKL184W
3440	OG0003440	genemark-scaffold_7-processed-gene-4.214-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.214&CDS=1-792	YKL183W
3441	OG0003441	genemark-scaffold_7-processed-gene-4.258-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.258&CDS=1-1791	YLR427W
3442	OG0003442	genemark-scaffold_7-processed-gene-4.223-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.223&CDS=1-627	YLR435W
3443	OG0003443	genemark-scaffold_7-processed-gene-4.260-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.260&CDS=1-519	YML055W
3444	OG0003444	genemark-scaffold_7-processed-gene-4.224-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.224&CDS=1-342	YBR255C-A
3445	OG0003445	genemark-scaffold_7-processed-gene-4.262-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.262&CDS=1-531	YER134C
3446	OG0003446	genemark-scaffold_7-processed-gene-4.226-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.226&CDS=1-1413	YFR010W
3447	OG0003447	genemark-scaffold_7-processed-gene-4.263-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.263&CDS=1-456	YFR011C
3448	OG0003448	genemark-scaffold_7-processed-gene-4.227-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.227&CDS=1-1587	YPR144C
3449	OG0003449	snap_masked-scaffold_7-processed-gene-4.178-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.178&CDS=1-1143	YHR112C
3450	OG0003450	genemark-scaffold_7-processed-gene-4.228-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.228&CDS=1-1629	YDR363W
3451	OG0003451	genemark-scaffold_7-processed-gene-4.230-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.230&CDS=1-2736	YBR079C
3452	OG0003452	genemark-scaffold_8-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.5&CDS=1-1494	YGR093W
3453	OG0003453	genemark-scaffold_8-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.6&CDS=1-3147	YGR094W
3454	OG0003454	genemark-scaffold_8-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.22&CDS=1-660	YGR095C
3455	OG0003455	genemark-scaffold_8-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.7&CDS=1-858	YGR096W
3456	OG0003456	genemark-scaffold_8-processed-gene-0.25-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.25&CDS=1-1083	YDR047W
3457	OG0003457	genemark-scaffold_8-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.26&CDS=1-1305	YKR034W
3458	OG0003458	genemark-scaffold_8-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.27&CDS=1-1329	YGR149W
3459	OG0003459	genemark-scaffold_8-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.9&CDS=1-1107	YNL206C
3460	OG0003460	genemark-scaffold_8-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.29&CDS=1-1245	YNL207W
3461	OG0003461	genemark-scaffold_8-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.31&CDS=1-513	YNL210W
3462	OG0003462	genemark-scaffold_8-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.32&CDS=1-3165	YDL231C
3463	OG0003463	genemark-scaffold_8-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.13&CDS=1-627	YNL214W
3464	OG0003464	genemark-scaffold_8-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.33&CDS=1-780	YNL213C
3465	OG0003465	genemark-scaffold_8-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.14&CDS=1-2391	YNL212W
3466	OG0003466	genemark-scaffold_8-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.34&CDS=1-258	YNL211C
3467	OG0003467	genemark-scaffold_8-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.15&CDS=1-867	YOR100C
3468	OG0003468	snap_masked-scaffold_8-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.85&CDS=1-459	YOR104W
3469	OG0003469	genemark-scaffold_8-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.35&CDS=1-4299	YNL102W
3470	OG0003470	genemark-scaffold_8-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.17&CDS=1-831	YOR106W
3471	OG0003471	augustus_masked-scaffold_8-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.127&CDS=1-2109	YPR003C
3472	OG0003472	genemark-scaffold_8-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.38&CDS=1-2313	YFL042C
3473	OG0003473	genemark-scaffold_8-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.39&CDS=1-3207	YOR296W
3474	OG0003474	genemark-scaffold_8-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.40&CDS=1-522	YMR233W
3475	OG0003475	snap_masked-scaffold_8-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.65&CDS=1-576	YOR294W
3476	OG0003476	genemark-scaffold_8-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.41&CDS=1-1416	YMR232W
3477	OG0003477	genemark-scaffold_8-processed-gene-0.43-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.43&CDS=1-2793	YMR231W
3478	OG0003478	augustus_masked-scaffold_8-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.8&CDS=1-3570	YKL134C
3479	OG0003479	genemark-scaffold_8-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.100&CDS=1-1554	YMR110C
3480	OG0003480	genemark-scaffold_8-processed-gene-1.118-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.118&CDS=1-378	YMR112C
3481	OG0003481	genemark-scaffold_8-processed-gene-1.101-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.101&CDS=1-942	YMR116C
3482	OG0003482	genemark-scaffold_8-processed-gene-1.103-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.103&CDS=1-1872	YGR054W
3483	OG0003483	genemark-scaffold_8-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.121&CDS=1-1287	YLR073C
3484	OG0003484	genemark-scaffold_8-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.104&CDS=1-903	YFL044C
3485	OG0003485	genemark-scaffold_8-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.122&CDS=1-459	YLR074C
3486	OG0003486	genemark-scaffold_8-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.105&CDS=1-660	YLR075W
3487	OG0003487	genemark-scaffold_8-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.106&CDS=1-750	YFL045C
3488	OG0003488	augustus_masked-scaffold_8-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.36&CDS=1-576	YFL046W
3489	OG0003489	genemark-scaffold_8-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.107&CDS=1-1857	YLR077W
3490	OG0003490	genemark-scaffold_8-processed-gene-1.124-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.124&CDS=1-678	YLR078C
3491	OG0003491	genemark-scaffold_8-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.108&CDS=1-717	YGR001C
3492	OG0003492	maker-scaffold_8-snap-gene-1.1-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.1&CDS=1-1359	YAR002W
3493	OG0003493	genemark-scaffold_8-processed-gene-1.110-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.110&CDS=1-1047	YGL001C
3494	OG0003494	augustus_masked-scaffold_8-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.38&CDS=1-4659	YAL002W
3495	OG0003495	genemark-scaffold_8-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.112&CDS=1-1812	YLR343W
3496	OG0003496	genemark-scaffold_8-processed-gene-1.129-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.129&CDS=1-678	YGR033C
3497	OG0003497	genemark-scaffold_8-processed-gene-1.130-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.130&CDS=1-2787	YGL201C
3498	OG0003498	genemark-scaffold_8-processed-gene-1.131-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.131&CDS=1-1197	YKR042W
3499	OG0003499	genemark-scaffold_8-processed-gene-1.133-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.133&CDS=1-903	YJL117W
3500	OG0003500	genemark-scaffold_8-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.114&CDS=1-2691	YGL008C
3501	OG0003501	maker-scaffold_8-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.4&CDS=1-1770	YLR362W
3502	OG0003502	genemark-scaffold_8-processed-gene-2.8-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.8&CDS=1-3444	YNL091W
3503	OG0003503	genemark-scaffold_8-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.9&CDS=1-570	YNL090W
3504	OG0003504	genemark-scaffold_8-processed-gene-2.11-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.11&CDS=1-4392	YOR093C
3505	OG0003505	maker-scaffold_8-augustus-gene-2.0-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.0&CDS=1-1308	YNL115C
3506	OG0003506	genemark-scaffold_8-processed-gene-2.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.13&CDS=1-660	YGR057C
3507	OG0003507	genemark-scaffold_8-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.14&CDS=1-927	YGR031W
3508	OG0003508	genemark-scaffold_8-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.18&CDS=1-1890	YDR129C
3509	OG0003509	snap_masked-scaffold_8-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.78&CDS=1-1065	YLR100W
3510	OG0003510	augustus_masked-scaffold_8-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.124&CDS=1-1824	YLR107W
3511	OG0003511	genemark-scaffold_8-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.20&CDS=1-1575	YIL142W
3512	OG0003512	genemark-scaffold_8-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.21&CDS=1-1062	YLR105C
3513	OG0003513	genemark-scaffold_8-processed-gene-2.39-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.39&CDS=1-462	YLR104W
3514	OG0003514	genemark-scaffold_8-processed-gene-2.22-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.22&CDS=1-1893	YLR103C
3515	OG0003515	genemark-scaffold_8-processed-gene-2.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.23&CDS=1-2052	YDR211W
3516	OG0003516	genemark-scaffold_8-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.24&CDS=1-1035	YLR097C
3517	OG0003517	snap_masked-scaffold_8-processed-gene-2.87-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.87&CDS=1-489	YDR124W
3518	OG0003518	genemark-scaffold_8-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.26&CDS=1-1029	YDR214W
3519	OG0003519	augustus_masked-scaffold_8-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.132&CDS=1-1881	YLR228C
3520	OG0003520	snap_masked-scaffold_8-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.90&CDS=1-1674	YDR212W
3521	OG0003521	maker-scaffold_8-snap-gene-2.144-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.144&CDS=1-579	YLR229C
3522	OG0003522	maker-scaffold_8-snap-gene-2.145-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.145&CDS=1-3024	YDR128W
3523	OG0003523	genemark-scaffold_8-processed-gene-2.47-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.47&CDS=1-1041	YLR094C
3524	OG0003524	genemark-scaffold_8-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.0&CDS=1-756	YNL305C
3525	OG0003525	genemark-scaffold_8-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.6&CDS=1-651	YDR121W
3526	OG0003526	genemark-scaffold_8-processed-gene-3.2-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.2&CDS=1-909	YBL021C
3527	OG0003527	genemark-scaffold_8-processed-gene-3.3-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.3&CDS=1-3261	YBL022C
3528	OG0003528	genemark-scaffold_8-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.4&CDS=1-1380	YBR287W
3529	OG0003529	genemark-scaffold_8-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.5&CDS=1-525	YKL186C
3530	OG0003530	genemark-scaffold_8-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.25&CDS=1-795	YLR414C
3531	OG0003531	genemark-scaffold_8-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.26&CDS=1-1503	YML066C
3532	OG0003532	genemark-scaffold_8-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.7&CDS=1-1566	YML056C
3533	OG0003533	genemark-scaffold_8-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.8&CDS=1-624	YML064C
3534	OG0003534	genemark-scaffold_8-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.29&CDS=1-2448	YML065W
3535	OG0003535	genemark-scaffold_8-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.9&CDS=1-3822	YLR425W
3536	OG0003536	genemark-scaffold_8-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.30&CDS=1-3000	YLR436C
3537	OG0003537	genemark-scaffold_8-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.10&CDS=1-1296	YLR438W
3538	OG0003538	genemark-scaffold_8-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.12&CDS=1-801	YBR040W
3539	OG0003539	genemark-scaffold_8-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.14&CDS=1-2271	YBR080C
3540	OG0003540	genemark-scaffold_8-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.15&CDS=1-702	YJL218W
3541	OG0003541	genemark-scaffold_8-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.34&CDS=1-1425	YDR057W
3542	OG0003542	genemark-scaffold_8-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.35&CDS=1-873	YBR039W
3543	OG0003543	maker-scaffold_8-snap-gene-3.60-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.60&CDS=1-1263	YDR019C
3544	OG0003544	genemark-scaffold_8-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.37&CDS=1-1068	YHR201C
3545	OG0003545	genemark-scaffold_8-processed-gene-3.18-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.18&CDS=1-471	YPR098C
