	OrthologID	Candida_tanzawaensis	Saccharomyces_cerevisiae
2524	OG0002524	augustus_masked-scaffold_5-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.119&CDS=1-1245	YMR235C
2525	OG0002525	augustus_masked-scaffold_5-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.79&CDS=1-1068	YDR347W
2526	OG0002526	augustus_masked-scaffold_5-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.81&CDS=1-1521	YOR046C
2527	OG0002527	augustus_masked-scaffold_5-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.80&CDS=1-1701	YOR067C
2528	OG0002528	snap_masked-scaffold_5-processed-gene-6.22-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.22&CDS=1-2238	YLR098C
2529	OG0002529	augustus_masked-scaffold_5-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.89&CDS=1-1818	YGR194C
2530	OG0002530	augustus_masked-scaffold_5-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.90&CDS=1-1392	YJR003C
2531	OG0002531	augustus_masked-scaffold_5-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.104&CDS=1-1959	YBR121C
2532	OG0002532	genemark-scaffold_5-processed-gene-6.60-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.60&CDS=1-1959	YHR078W
2533	OG0002533	augustus_masked-scaffold_5-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.91&CDS=1-717	YDR296W
2534	OG0002534	augustus_masked-scaffold_5-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.95&CDS=1-1338	YKL145W
2535	OG0002535	augustus_masked-scaffold_5-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.106&CDS=1-588	YKL144C
2536	OG0002536	augustus_masked-scaffold_5-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.107&CDS=1-1110	YOR042W
2537	OG0002537	augustus_masked-scaffold_5-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.110&CDS=1-1215	YKR070W
2538	OG0002538	augustus_masked-scaffold_5-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.111&CDS=1-1242	YJL059W
2539	OG0002539	augustus_masked-scaffold_5-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.100&CDS=1-2634	YJR036C
2540	OG0002540	maker-scaffold_5-snap-gene-6.76-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.76&CDS=1-639	YEL024W
2541	OG0002541	augustus_masked-scaffold_5-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.112&CDS=1-849	YMR244W
2542	OG0002542	augustus_masked-scaffold_5-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.73&CDS=1-4986	YBL104C
2543	OG0002543	augustus_masked-scaffold_5-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.76&CDS=1-3285	YDR060W
2544	OG0002544	augustus_masked-scaffold_5-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.74&CDS=1-2304	YPR031W
2545	OG0002545	genemark-scaffold_5-processed-gene-7.9-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.9&CDS=1-2268	YBR083W
2546	OG0002546	augustus_masked-scaffold_5-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.78&CDS=1-1698	YOR128C
2547	OG0002547	augustus_masked-scaffold_5-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.90&CDS=1-324	YBL028C
2548	OG0002548	augustus_masked-scaffold_5-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.91&CDS=1-1533	YOR301W
2549	OG0002549	maker-scaffold_5-augustus-gene-7.1-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-7.1&CDS=1-657	YDR381W
2550	OG0002550	augustus_masked-scaffold_5-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.81&CDS=1-1899	YOR129C
2551	OG0002551	augustus_masked-scaffold_5-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.94&CDS=1-900	YOR130C
2552	OG0002552	augustus_masked-scaffold_5-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.95&CDS=1-426	YOL040C
2553	OG0002553	augustus_masked-scaffold_5-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.84&CDS=1-327	YDR382W
2554	OG0002554	genemark-scaffold_5-processed-gene-7.29-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.29&CDS=1-894	YLR242C
2555	OG0002555	genemark-scaffold_5-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.31&CDS=1-1845	YLR234W
2556	OG0002556	augustus_masked-scaffold_5-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.99&CDS=1-5991	YLR430W
2557	OG0002557	augustus_masked-scaffold_5-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.101&CDS=1-1062	YML067C
2558	OG0002558	augustus_masked-scaffold_5-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.88&CDS=1-1530	YML068W
2559	OG0002559	augustus_masked-scaffold_5-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.102&CDS=1-1602	YHR150W
2560	OG0002560	augustus_masked-scaffold_5-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.103&CDS=1-834	YLR150W
2561	OG0002561	augustus_masked-scaffold_5-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.104&CDS=1-12645	YPL231W
2562	OG0002562	augustus_masked-scaffold_5-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.89&CDS=1-1302	YLR403W
2563	OG0002563	augustus_masked-scaffold_5-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.105&CDS=1-1701	YLR133W
2564	OG0002564	augustus_masked-scaffold_5-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.106&CDS=1-1119	YDR142C
2565	OG0002565	augustus_masked-scaffold_5-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.109&CDS=1-2526	YLL032C
2566	OG0002566	augustus_masked-scaffold_5-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.133&CDS=1-459	YOR104W
2567	OG0002567	augustus_masked-scaffold_5-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.110&CDS=1-1218	YGR117C
2568	OG0002568	augustus_masked-scaffold_5-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.111&CDS=1-969	YPR128C
2569	OG0002569	augustus_masked-scaffold_5-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.134&CDS=1-1224	YPR133C
2570	OG0002570	augustus_masked-scaffold_5-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.113&CDS=1-981	YPR129W
2571	OG0002571	augustus_masked-scaffold_5-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.114&CDS=1-2598	YPR135W
2572	OG0002572	augustus_masked-scaffold_5-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.115&CDS=1-579	YPR131C
2573	OG0002573	genemark-scaffold_5-processed-gene-8.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.81&CDS=1-576	YJR069C
2574	OG0002574	genemark-scaffold_5-processed-gene-8.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.83&CDS=1-909	YOR143C
2575	OG0002575	maker-scaffold_5-augustus-gene-8.95-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.95&CDS=1-483	YMR236W
2576	OG0002576	maker-scaffold_5-augustus-gene-8.97-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.97&CDS=1-507	YML030W
2577	OG0002577	augustus_masked-scaffold_5-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.140&CDS=1-555	YDR454C
2578	OG0002578	augustus_masked-scaffold_5-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.122&CDS=1-2862	YOR160W
2579	OG0002579	augustus_masked-scaffold_5-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.142&CDS=1-3384	YDR270W
2580	OG0002580	augustus_masked-scaffold_5-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.143&CDS=1-1821	YOR308C
2581	OG0002581	genemark-scaffold_5-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.67&CDS=1-453	YHR105W
2582	OG0002582	genemark-scaffold_5-processed-gene-8.68-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.68&CDS=1-963	YDR353W
2583	OG0002583	augustus_masked-scaffold_5-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.145&CDS=1-1140	YDR267C
2584	OG0002584	augustus_masked-scaffold_5-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.127&CDS=1-1575	YOR037W
2585	OG0002585	augustus_masked-scaffold_5-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.146&CDS=1-2916	YOR038C
2586	OG0002586	augustus_masked-scaffold_5-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.128&CDS=1-735	YOR039W
2587	OG0002587	augustus_masked-scaffold_5-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.129&CDS=1-1134	YDR268W
2588	OG0002588	augustus_masked-scaffold_5-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.131&CDS=1-291	YJR022W
2589	OG0002589	augustus_masked-scaffold_5-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.149&CDS=1-777	YJR024C
2590	OG0002590	augustus_masked-scaffold_5-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.132&CDS=1-600	YKR035W-A
2591	OG0002591	augustus_masked-scaffold_5-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.83&CDS=1-456	YKL067W
2592	OG0002592	augustus_masked-scaffold_5-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.84&CDS=1-1983	YLR055C
2593	OG0002593	augustus_masked-scaffold_5-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.86&CDS=1-2097	YFL027C
2594	OG0002594	augustus_masked-scaffold_5-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.103&CDS=1-951	YHR104W
2595	OG0002595	augustus_masked-scaffold_5-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.105&CDS=1-2814	YMR019W
2596	OG0002596	augustus_masked-scaffold_5-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.89&CDS=1-2391	YLR223C
2597	OG0002597	augustus_masked-scaffold_5-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.91&CDS=1-3063	YDR217C
2598	OG0002598	augustus_masked-scaffold_5-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.110&CDS=1-1431	YLR142W
2599	OG0002599	augustus_masked-scaffold_5-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.94&CDS=1-3336	YLR222C
2600	OG0002600	augustus_masked-scaffold_5-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.112&CDS=1-1455	YDL103C
2601	OG0002601	genemark-scaffold_5-processed-gene-9.16-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.16&CDS=1-5127	YJR092W
2602	OG0002602	augustus_masked-scaffold_5-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.97&CDS=1-822	YJR093C
2603	OG0002603	augustus_masked-scaffold_5-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.114&CDS=1-1188	YPR041W
2604	OG0002604	augustus_masked-scaffold_5-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.116&CDS=1-1266	YJR084W
2605	OG0002605	augustus_masked-scaffold_5-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.98&CDS=1-2142	YJR090C
2606	OG0002606	augustus_masked-scaffold_5-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.100&CDS=1-585	YJR102C
2607	OG0002607	augustus_masked-scaffold_5-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.101&CDS=1-1719	YBL039C
2608	OG0002608	augustus_masked-scaffold_5-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.118&CDS=1-897	YJR088C
2609	OG0002609	augustus_masked-scaffold_5-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.119&CDS=1-780	YJR101W
2610	OG0002610	augustus_masked-scaffold_5-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.120&CDS=1-1212	YPR040W
2611	OG0002611	augustus_masked-scaffold_5-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.121&CDS=1-3783	YPL110C
2612	OG0002612	augustus_masked-scaffold_5-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.92&CDS=1-948	YPL111W
2613	OG0002613	augustus_masked-scaffold_5-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.95&CDS=1-930	YJR095W
2614	OG0002614	augustus_masked-scaffold_5-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.96&CDS=1-1032	YJR100C
2615	OG0002615	maker-scaffold_5-snap-gene-10.90-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.90&CDS=1-1143	YOR288C
2616	OG0002616	augustus_masked-scaffold_5-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.101&CDS=1-1443	YFR044C
2617	OG0002617	augustus_masked-scaffold_5-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.104&CDS=1-1347	YER043C
2618	OG0002618	augustus_masked-scaffold_5-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.119&CDS=1-1260	YPL123C
2619	OG0002619	augustus_masked-scaffold_5-processed-gene-10.121-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.121&CDS=1-786	YGR262C
2620	OG0002620	augustus_masked-scaffold_5-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.107&CDS=1-2475	YGL227W
2621	OG0002621	augustus_masked-scaffold_5-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.123&CDS=1-1056	YGR062C
2622	OG0002622	augustus_masked-scaffold_5-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.108&CDS=1-336	YGR063C
2623	OG0002623	augustus_masked-scaffold_5-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.124&CDS=1-3834	YGR270W
2624	OG0002624	augustus_masked-scaffold_5-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.125&CDS=1-1689	YGR171C
2625	OG0002625	augustus_masked-scaffold_5-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.126&CDS=1-759	YGR172C
2626	OG0002626	augustus_masked-scaffold_5-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.109&CDS=1-1605	YDR292C
2627	OG0002627	augustus_masked-scaffold_5-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.110&CDS=1-3561	YGR170W
2628	OG0002628	augustus_masked-scaffold_5-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.128&CDS=1-2280	YGR264C
2629	OG0002629	augustus_masked-scaffold_5-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.111&CDS=1-1410	YMR293C
2630	OG0002630	augustus_masked-scaffold_5-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.129&CDS=1-807	YGR267C
2631	OG0002631	augustus_masked-scaffold_5-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.130&CDS=1-3792	YDR293C
2632	OG0002632	augustus_masked-scaffold_5-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.131&CDS=1-1443	YJR006W
2633	OG0002633	augustus_masked-scaffold_5-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.133&CDS=1-1692	YMR290C
2634	OG0002634	augustus_masked-scaffold_5-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.134&CDS=1-684	YGR271C-A
2635	OG0002635	augustus_masked-scaffold_5-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.113&CDS=1-1104	YGR173W
2636	OG0002636	augustus_masked-scaffold_5-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.115&CDS=1-1779	YHR037W
2637	OG0002637	maker-scaffold_5-snap-gene-11.38-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.38&CDS=1-1167	YGR268C
2638	OG0002638	maker-scaffold_5-augustus-gene-11.45-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.45&CDS=1-417	YMR292W
2639	OG0002639	augustus_masked-scaffold_5-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.1&CDS=1-516	YGR251W
2640	OG0002640	augustus_masked-scaffold_5-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.22&CDS=1-1494	YLR015W
2641	OG0002641	maker-scaffold_5-snap-gene-11.41-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.41&CDS=1-885	YER182W
2642	OG0002642	augustus_masked-scaffold_5-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.6&CDS=1-2082	YGR266W
2643	OG0002643	maker-scaffold_5-snap-gene-11.37-mRNA-1_1&gene=maker-scaffold_5-snap-gene-11.37&CDS=1-2469	YLR014C
2644	OG0002644	augustus_masked-scaffold_5-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.8&CDS=1-516	YJL011C
2645	OG0002645	augustus_masked-scaffold_5-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.26&CDS=1-2271	YGL144C
2646	OG0002646	augustus_masked-scaffold_5-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.27&CDS=1-1023	YOR085W
2647	OG0002647	augustus_masked-scaffold_5-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.28&CDS=1-2214	YMR154C
2648	OG0002648	augustus_masked-scaffold_5-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.12&CDS=1-1806	YDL106C
2649	OG0002649	augustus_masked-scaffold_5-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.13&CDS=1-1134	YDL107W
2650	OG0002650	augustus_masked-scaffold_5-processed-gene-11.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.30&CDS=1-1473	YDL101C
2651	OG0002651	augustus_masked-scaffold_5-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.14&CDS=1-1578	YJL014W
2652	OG0002652	snap_masked-scaffold_5-processed-gene-11.101-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.101&CDS=1-3075	YDL117W
2653	OG0002653	augustus_masked-scaffold_5-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.33&CDS=1-615	YDL213C
2654	OG0002654	augustus_masked-scaffold_5-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.34&CDS=1-1461	YNL182C
2655	OG0002655	augustus_masked-scaffold_5-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.18&CDS=1-1311	YNL181W
2656	OG0002656	augustus_masked-scaffold_5-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.35&CDS=1-429	YNL185C
2657	OG0002657	augustus_masked-scaffold_5-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.20&CDS=1-1161	YGL246C
2658	OG0002658	augustus_masked-scaffold_5-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.5&CDS=1-1032	YDL209C
2659	OG0002659	augustus_masked-scaffold_5-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.26&CDS=1-279	YDR510W
2660	OG0002660	genemark-scaffold_5-processed-gene-12.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-12.79&CDS=1-2001	YNL279W
2661	OG0002661	augustus_masked-scaffold_5-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.11&CDS=1-747	YLR186W
2662	OG0002662	augustus_masked-scaffold_5-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.12&CDS=1-1056	YCL059C
2663	OG0002663	augustus_masked-scaffold_5-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.31&CDS=1-3522	YCL061C
2664	OG0002664	augustus_masked-scaffold_5-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.14&CDS=1-1149	YDR502C
2665	OG0002665	augustus_masked-scaffold_5-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.33&CDS=1-1671	YML123C
2666	OG0002666	augustus_masked-scaffold_5-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.17&CDS=1-1560	YPL091W
2667	OG0002667	augustus_masked-scaffold_5-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.35&CDS=1-318	YLR147C
2668	OG0002668	snap_masked-scaffold_5-processed-gene-12.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-12.51&CDS=1-1719	YLR253W
2669	OG0002669	augustus_masked-scaffold_5-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.36&CDS=1-390	YLR068W
2670	OG0002670	augustus_masked-scaffold_5-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.19&CDS=1-1485	YEL064C
2671	OG0002671	augustus_masked-scaffold_5-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.37&CDS=1-3681	YNL273W
2672	OG0002672	augustus_masked-scaffold_5-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.22&CDS=1-837	YNL289W
2673	OG0002673	maker-scaffold_5-snap-gene-12.2-mRNA-1_1&gene=maker-scaffold_5-snap-gene-12.2&CDS=1-4452	YDL045W-A
2674	OG0002674	genemark-scaffold_5-processed-gene-13.45-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-13.45&CDS=1-1656	YDR257C
2675	OG0002675	genemark-scaffold_5-processed-gene-13.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-13.46&CDS=1-1035	YOR026W
2676	OG0002676	augustus_masked-scaffold_5-processed-gene-13.0-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.0&CDS=1-1920	YOL070C
2677	OG0002677	augustus_masked-scaffold_5-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.2&CDS=1-3399	YLR071C
2678	OG0002678	augustus_masked-scaffold_5-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.13&CDS=1-1953	YKL116C
2679	OG0002679	augustus_masked-scaffold_5-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.15&CDS=1-903	YMR099C
2680	OG0002680	augustus_masked-scaffold_5-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.4&CDS=1-1539	YKL004W
2681	OG0002681	augustus_masked-scaffold_5-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.5&CDS=1-14805	YLR106C
2682	OG0002682	augustus_masked-scaffold_5-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.18&CDS=1-4695	YDR127W
2683	OG0002683	augustus_masked-scaffold_5-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.20&CDS=1-1644	YER168C
2684	OG0002684	augustus_masked-scaffold_5-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.21&CDS=1-1125	YML060W
2685	OG0002685	augustus_masked-scaffold_5-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.6&CDS=1-504	YGL231C
2686	OG0002686	augustus_masked-scaffold_5-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.24&CDS=1-909	YGL232W
2687	OG0002687	augustus_masked-scaffold_5-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.25&CDS=1-831	YMR314W
2688	OG0002688	snap_masked-scaffold_5-processed-gene-13.111-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.111&CDS=1-2946	YPL125W
2689	OG0002689	snap_masked-scaffold_5-processed-gene-13.112-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.112&CDS=1-1251	YOR209C
2690	OG0002690	augustus_masked-scaffold_5-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.9&CDS=1-891	YPL131W
2691	OG0002691	augustus_masked-scaffold_5-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.11&CDS=1-969	YHL031C
