	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
2294	OG0002294	YLR130C	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.159&CDS=1-1137
2295	OG0002295	YLR133W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.141&CDS=1-1692
2296	OG0002296	YLR138W	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.160&CDS=1-2829
2297	OG0002297	YLR141W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.99&CDS=1-2019
2298	OG0002298	YLR142W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.77&CDS=1-1416
2299	OG0002299	YLR144C	maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-5.159-mRNA-1_1&gene=maker-NODE_2_length_1008495_cov_14.5864_ID_3-augustus-gene-5.159&CDS=1-2118
2300	OG0002300	YLR145W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.161-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.161&CDS=1-672
2301	OG0002301	YLR147C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.14&CDS=1-303
2302	OG0002302	YLR148W	snap_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-0.106&CDS=1-2946
2303	OG0002303	YLR149C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-2.58-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-2.58&CDS=1-1542
2304	OG0002304	YLR151C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.73&CDS=1-1209
2305	OG0002305	YLR163C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.104&CDS=1-1386
2306	OG0002306	YLR166C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.31&CDS=1-2559
2307	OG0002307	YLR170C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.151&CDS=1-450
2308	OG0002308	YLR172C	maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-4.88-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-augustus-gene-4.88&CDS=1-2682
2309	OG0002309	YLR173W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.5&CDS=1-1656
2310	OG0002310	YLR174W	maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-4.90-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-4.90&CDS=1-1338
2311	OG0002311	YLR175W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.109&CDS=1-1455
2312	OG0002312	YLR176C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.133&CDS=1-2142
2313	OG0002313	YLR178C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.139&CDS=1-660
2314	OG0002314	YLR181C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.51&CDS=1-1110
2315	OG0002315	YLR182W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.49&CDS=1-2271
2316	OG0002316	YLR186W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.22&CDS=1-771
2317	OG0002317	YLR187W	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.107&CDS=1-2967
2318	OG0002318	YLR189C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-0.92&CDS=1-3924
2319	OG0002319	YLR191W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-0.48&CDS=1-1254
2320	OG0002320	YLR192C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.81&CDS=1-813
2321	OG0002321	YLR193C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.145&CDS=1-537
2322	OG0002322	YLR195C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.58&CDS=1-1359
2323	OG0002323	YLR196W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.66&CDS=1-1731
2324	OG0002324	YLR197W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.129&CDS=1-1587
2325	OG0002325	YLR200W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-0.143&CDS=1-366
2326	OG0002326	YLR203C	augustus_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_37_length_30479_cov_17.269_ID_73-processed-gene-0.0&CDS=1-1164
2327	OG0002327	YLR205C	augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_31_length_54356_cov_15.7992_ID_61-processed-gene-0.66&CDS=1-855
2328	OG0002328	YLR207W	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.74-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.74&CDS=1-2451
2329	OG0002329	YLR209C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.155&CDS=1-948
2330	OG0002330	YLR212C	snap_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-0.119&CDS=1-1434
2331	OG0002331	YLR215C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.89&CDS=1-1113
2332	OG0002332	YLR216C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.86&CDS=1-1077
2333	OG0002333	YLR218C	maker-NODE_6_length_754867_cov_17.4786_ID_11-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_6_length_754867_cov_17.4786_ID_11-augustus-gene-6.1&CDS=1-1152
2334	OG0002334	YLR220W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.4&CDS=1-921
2335	OG0002335	YLR222C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.84&CDS=1-2373
2336	OG0002336	YLR229C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.59&CDS=1-573
2337	OG0002337	YLR231C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-1.132&CDS=1-1386
2338	OG0002338	YLR234W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.109&CDS=1-1902
2339	OG0002339	YLR239C	genemark-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.88-mRNA-1_1&gene=genemark-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.88&CDS=1-957
2340	OG0002340	YLR240W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.142&CDS=1-3117
2341	OG0002341	YLR241W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.133&CDS=1-2607
2342	OG0002342	YLR242C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-8.110&CDS=1-1074
2343	OG0002343	YLR243W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.144&CDS=1-846
2344	OG0002344	YLR244C	genemark-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.195-mRNA-1_1&gene=genemark-NODE_21_length_170036_cov_23.214_ID_41-processed-gene-0.195&CDS=1-1125
2345	OG0002345	YLR247C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.184&CDS=1-4944
2346	OG0002346	YLR251W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.131&CDS=1-591
2347	OG0002347	YLR253W	snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.11&CDS=1-1848
2348	OG0002348	YLR258W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.65&CDS=1-2085
2349	OG0002349	YLR259C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-10.161-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-10.161&CDS=1-2949
2350	OG0002350	YLR262C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.100&CDS=1-636
2351	OG0002351	YLR262C-A	snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.165&CDS=1-195
2352	OG0002352	YLR268W	maker-NODE_13_length_253365_cov_20.0969_ID_25-augustus-gene-1.160-mRNA-1_1&gene=maker-NODE_13_length_253365_cov_20.0969_ID_25-augustus-gene-1.160&CDS=1-2052
2353	OG0002353	YLR272C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.59&CDS=1-3450
2354	OG0002354	YLR274W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.216-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.216&CDS=1-2166
2355	OG0002355	YLR277C	augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_16_length_220908_cov_13.8955_ID_31-processed-gene-1.132&CDS=1-2199
2356	OG0002356	YLR278C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.56&CDS=1-3045
2357	OG0002357	YLR281C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-6.197&CDS=1-384
2358	OG0002358	YLR283W	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.33&CDS=1-1068
2359	OG0002359	YLR285W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.102&CDS=1-804
2360	OG0002360	YLR287C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.101&CDS=1-1050
2361	OG0002361	YLR288C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.116&CDS=1-903
2362	OG0002362	YLR289W	maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-1.278-mRNA-1_1&gene=maker-NODE_12_length_279616_cov_13.7717_ID_23-snap-gene-1.278&CDS=1-2337
2363	OG0002363	YLR290C	maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-6.61-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-6.61&CDS=1-2208
2364	OG0002364	YLR291C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.66&CDS=1-1071
2365	OG0002365	YLR298C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.112&CDS=1-402
2366	OG0002366	YLR303W	augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.3&CDS=1-1335
2367	OG0002367	YLR304C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.61&CDS=1-2346
2368	OG0002368	YLR305C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.4&CDS=1-5628
2369	OG0002369	YLR306W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-3.108&CDS=1-561
2370	OG0002370	YLR307W	snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.46&CDS=1-954
2371	OG0002371	YLR309C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.23&CDS=1-3390
2372	OG0002372	YLR312W-A	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.103&CDS=1-744
2373	OG0002373	YLR314C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.62&CDS=1-2649
2374	OG0002374	YLR316C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-4.4&CDS=1-978
2375	OG0002375	YLR318W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.20&CDS=1-2475
2376	OG0002376	YLR319C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.158&CDS=1-2163
2377	OG0002377	YLR320W	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.21&CDS=1-5784
2378	OG0002378	YLR321C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.74&CDS=1-1146
2379	OG0002379	YLR323C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.41&CDS=1-591
2380	OG0002380	YLR324W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.23&CDS=1-1626
2381	OG0002381	YLR325C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-5.166-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-5.166&CDS=1-234
2382	OG0002382	YLR326W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-4.153&CDS=1-765
2383	OG0002383	YLR330W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.221&CDS=1-1758
2384	OG0002384	YLR336C	augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.15&CDS=1-2763
2385	OG0002385	YLR337C	maker-NODE_9_length_486071_cov_15.0348_ID_17-snap-gene-3.229-mRNA-1_1&gene=maker-NODE_9_length_486071_cov_15.0348_ID_17-snap-gene-3.229&CDS=1-2514
2386	OG0002386	YLR340W	maker-NODE_36_length_32372_cov_14.2593_ID_71-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_36_length_32372_cov_14.2593_ID_71-snap-gene-0.35&CDS=1-1173
2387	OG0002387	YLR345W	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.177&CDS=1-1527
2388	OG0002388	YLR347C	maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-6.92-mRNA-1_1&gene=maker-NODE_7_length_745218_cov_17.2354_ID_13-snap-gene-6.92&CDS=1-3405
2389	OG0002389	YLR348C	snap_masked-NODE_42_length_22622_cov_14.3648_ID_83-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_42_length_22622_cov_14.3648_ID_83-processed-gene-0.35&CDS=1-900
2390	OG0002390	YLR352W	maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-7.107-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-7.107&CDS=1-2754
2391	OG0002391	YLR355C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.28&CDS=1-1200
2392	OG0002392	YLR359W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.87&CDS=1-1443
2393	OG0002393	YLR361C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.62&CDS=1-1809
2394	OG0002394	YLR362W	maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-4.43-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-4.43&CDS=1-2070
2395	OG0002395	YLR363W-A	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.201&CDS=1-255
2396	OG0002396	YLR368W	snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.30&CDS=1-1836
2397	OG0002397	YLR370C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.137&CDS=1-528
2398	OG0002398	YLR371W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.108&CDS=1-4194
2399	OG0002399	YLR372W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.18&CDS=1-981
2400	OG0002400	YLR377C	augustus_masked-NODE_47_length_6583_cov_10.6258_ID_93-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_47_length_6583_cov_10.6258_ID_93-processed-gene-0.3&CDS=1-1011
2401	OG0002401	YLR378C	snap_masked-NODE_47_length_6583_cov_10.6258_ID_93-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_47_length_6583_cov_10.6258_ID_93-processed-gene-0.10&CDS=1-1431
2402	OG0002402	YLR380W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.58&CDS=1-1290
2403	OG0002403	YLR382C	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.58&CDS=1-2631
2404	OG0002404	YLR383W	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.84&CDS=1-3420
2405	OG0002405	YLR384C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.85&CDS=1-5136
2406	OG0002406	YLR386W	maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-0.6&CDS=1-3297
2407	OG0002407	YLR389C	snap_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.79&CDS=1-3309
2408	OG0002408	YLR393W	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.94&CDS=1-921
2409	OG0002409	YLR395C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.62&CDS=1-234
2410	OG0002410	YLR396C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.63&CDS=1-2508
2411	OG0002411	YLR397C	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-4.101-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-4.101&CDS=1-2679
2412	OG0002412	YLR398C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.57&CDS=1-3753
