	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
2565	OG0002565	YML038C	maker-NODE_75_length_54380_cov_14.1139_ID_149-augustus-gene-0.22-mRNA-1_1&gene=maker-NODE_75_length_54380_cov_14.1139_ID_149-augustus-gene-0.22&CDS=1-3456
2566	OG0002566	YML042W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.72&CDS=1-1953
2567	OG0002567	YML043C	augustus_masked-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.26&CDS=1-1731
2568	OG0002568	YML046W	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.251-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.251&CDS=1-1989
2569	OG0002569	YML048W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.42&CDS=1-1125
2570	OG0002570	YML049C	genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.7&CDS=1-3693
2571	OG0002571	YML051W	augustus_masked-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.79&CDS=1-1122
2572	OG0002572	YML052W	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.12&CDS=1-852
2573	OG0002573	YML054C	maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-0.67&CDS=1-3390
2574	OG0002574	YML055W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.166&CDS=1-513
2575	OG0002575	YML056C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.172&CDS=1-1566
2576	OG0002576	YML059C	genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.75&CDS=1-4557
2577	OG0002577	YML060W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.61&CDS=1-1068
2578	OG0002578	YML061C	genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.61&CDS=1-2934
2579	OG0002579	YML064C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.173&CDS=1-699
2580	OG0002580	YML065W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.215-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.215&CDS=1-2511
2581	OG0002581	YML066C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.175&CDS=1-1800
2582	OG0002582	YML067C	snap_masked-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.83&CDS=1-1056
2583	OG0002583	YML068W	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.173&CDS=1-1404
2584	OG0002584	YML069W	genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.92&CDS=1-1647
2585	OG0002585	YML071C	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.58&CDS=1-1479
2586	OG0002586	YML076C	maker-NODE_59_length_84501_cov_15.2233_ID_117-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_59_length_84501_cov_15.2233_ID_117-snap-gene-0.37&CDS=1-2958
2587	OG0002587	YML077W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.58&CDS=1-792
2588	OG0002588	YML079W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.65&CDS=1-714
2589	OG0002589	YML080W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.16&CDS=1-1347
2590	OG0002590	YML081C-A	maker-NODE_51_length_96064_cov_15.3959_ID_101-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_51_length_96064_cov_15.3959_ID_101-augustus-gene-0.42&CDS=1-216
2591	OG0002591	YML085C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.127&CDS=1-1344
2592	OG0002592	YML086C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.2&CDS=1-1650
2593	OG0002593	YML088W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.55&CDS=1-2493
2594	OG0002594	YML092C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-1.152&CDS=1-750
2595	OG0002595	YML093W	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.152&CDS=1-2916
2596	OG0002596	YML094W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.43&CDS=1-486
2597	OG0002597	YML095C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.1&CDS=1-978
2598	OG0002598	YML096W	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.176&CDS=1-1833
2599	OG0002599	YML097C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.189-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.189&CDS=1-2283
2600	OG0002600	YML099C	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.74&CDS=1-3555
2601	OG0002601	YML102W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.11&CDS=1-2211
2602	OG0002602	YML103C	snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.28&CDS=1-4929
2603	OG0002603	YML104C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.72&CDS=1-3729
2604	OG0002604	YML105C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.73&CDS=1-840
2605	OG0002605	YML108W	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.86&CDS=1-423
2606	OG0002606	YML110C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.51&CDS=1-882
2607	OG0002607	YML114C	maker-NODE_48_length_105303_cov_14.6058_ID_95-snap-gene-0.124-mRNA-1_1&gene=maker-NODE_48_length_105303_cov_14.6058_ID_95-snap-gene-0.124&CDS=1-2313
2608	OG0002608	YML115C	genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.99&CDS=1-1482
2609	OG0002609	YML121W	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.151&CDS=1-1056
2610	OG0002610	YML123C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.232-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.232&CDS=1-1713
2611	OG0002611	YML126C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.192&CDS=1-1362
2612	OG0002612	YML127W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.0&CDS=1-1716
2613	OG0002613	YML129C	snap_masked-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.170-mRNA-1_1&gene=snap_masked-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.170&CDS=1-216
2614	OG0002614	YML130C	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.75&CDS=1-1818
2615	OG0002615	YML131W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.183&CDS=1-1086
2616	OG0002616	YMR001C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.67&CDS=1-1959
2617	OG0002617	YMR002W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.66&CDS=1-474
2618	OG0002618	YMR003W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.82&CDS=1-939
2619	OG0002619	YMR004W	genemark-NODE_112_length_24816_cov_29.6987_ID_223-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_112_length_24816_cov_29.6987_ID_223-processed-gene-0.14&CDS=1-1851
2620	OG0002620	YMR009W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.98&CDS=1-543
2621	OG0002621	YMR010W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.90&CDS=1-1632
2622	OG0002622	YMR012W	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.65&CDS=1-4077
2623	OG0002623	YMR013C	genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.12&CDS=1-1716
2624	OG0002624	YMR014W	genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.59&CDS=1-1464
2625	OG0002625	YMR015C	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.59&CDS=1-1608
2626	OG0002626	YMR022W	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.70&CDS=1-504
2627	OG0002627	YMR023C	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.10&CDS=1-1551
2628	OG0002628	YMR024W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.166&CDS=1-1179
2629	OG0002629	YMR026C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.181&CDS=1-1212
2630	OG0002630	YMR027W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.66&CDS=1-1371
2631	OG0002631	YMR028W	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.16&CDS=1-1086
2632	OG0002632	YMR029C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.38&CDS=1-2094
2633	OG0002633	YMR032W	maker-NODE_30_length_156807_cov_14.6393_ID_59-snap-gene-0.179-mRNA-1_1&gene=maker-NODE_30_length_156807_cov_14.6393_ID_59-snap-gene-0.179&CDS=1-1767
2634	OG0002634	YMR034C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.87&CDS=1-1290
2635	OG0002635	YMR035W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.24&CDS=1-597
2636	OG0002636	YMR036C	maker-NODE_24_length_191322_cov_18.2082_ID_47-snap-gene-0.249-mRNA-1_1&gene=maker-NODE_24_length_191322_cov_18.2082_ID_47-snap-gene-0.249&CDS=1-2865
2637	OG0002637	YMR038C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.65&CDS=1-720
2638	OG0002638	YMR039C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.153&CDS=1-453
2639	OG0002639	YMR041C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.122&CDS=1-1002
2640	OG0002640	YMR042W	snap_masked-NODE_163_length_4329_cov_32.727_ID_325-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_163_length_4329_cov_32.727_ID_325-processed-gene-0.2&CDS=1-723
2641	OG0002641	YMR044W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.53&CDS=1-1368
2642	OG0002642	YMR048W	snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.74&CDS=1-1104
2643	OG0002643	YMR049C	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.0&CDS=1-2517
2644	OG0002644	YMR055C	genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.16&CDS=1-1053
2645	OG0002645	YMR058W	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.51&CDS=1-1869
2646	OG0002646	YMR059W	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.22&CDS=1-381
2647	OG0002647	YMR060C	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.17&CDS=1-942
2648	OG0002648	YMR061W	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.21&CDS=1-1965
2649	OG0002649	YMR062C	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.97&CDS=1-1296
2650	OG0002650	YMR063W	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.77&CDS=1-1149
2651	OG0002651	YMR065W	augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.44&CDS=1-1983
2652	OG0002652	YMR066W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.71&CDS=1-2442
2653	OG0002653	YMR067C	genemark-NODE_78_length_50736_cov_14.6345_ID_155-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_78_length_50736_cov_14.6345_ID_155-processed-gene-0.6&CDS=1-1629
2654	OG0002654	YMR068W	genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.25&CDS=1-2133
2655	OG0002655	YMR071C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.181&CDS=1-495
2656	OG0002656	YMR073C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.61&CDS=1-669
2657	OG0002657	YMR074C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.23&CDS=1-405
2658	OG0002658	YMR075W	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.117&CDS=1-2076
2659	OG0002659	YMR076C	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.96&CDS=1-4023
2660	OG0002660	YMR077C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.47&CDS=1-657
2661	OG0002661	YMR078C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.21&CDS=1-2331
2662	OG0002662	YMR079W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.3&CDS=1-918
2663	OG0002663	YMR080C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.51&CDS=1-2943
2664	OG0002664	YMR087W	genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.19&CDS=1-996
2665	OG0002665	YMR088C	genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.6&CDS=1-1803
2666	OG0002666	YMR091C	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.202&CDS=1-1395
2667	OG0002667	YMR092C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.76&CDS=1-1782
2668	OG0002668	YMR093W	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.93&CDS=1-1491
2669	OG0002669	YMR097C	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.83&CDS=1-1191
2670	OG0002670	YMR098C	genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.55&CDS=1-1728
2671	OG0002671	YMR099C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.110&CDS=1-894
2672	OG0002672	YMR100W	maker-NODE_72_length_59528_cov_15.4124_ID_143-snap-gene-0.26-mRNA-1_1&gene=maker-NODE_72_length_59528_cov_15.4124_ID_143-snap-gene-0.26&CDS=1-2589
2673	OG0002673	YMR105C	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.21&CDS=1-1704
2674	OG0002674	YMR106C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.77&CDS=1-2250
2675	OG0002675	YMR108W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.107&CDS=1-2031
2676	OG0002676	YMR109W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.73&CDS=1-3861
2677	OG0002677	YMR110C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.79&CDS=1-1527
2678	OG0002678	YMR112C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.55&CDS=1-894
2679	OG0002679	YMR113W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.88&CDS=1-1317
2680	OG0002680	YMR114C	augustus_masked-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.7&CDS=1-1116
2681	OG0002681	YMR116C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.78&CDS=1-939
2682	OG0002682	YMR120C	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.15&CDS=1-1779
2683	OG0002683	YMR123W	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.9&CDS=1-297
2684	OG0002684	YMR125W	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.11&CDS=1-3054
2685	OG0002685	YMR126C	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.18&CDS=1-942
2686	OG0002686	YMR127C	snap_masked-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.37&CDS=1-1041
2687	OG0002687	YMR128W	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.21&CDS=1-5577
2688	OG0002688	YMR129W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.140&CDS=1-3921
2689	OG0002689	YMR130W	augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.136&CDS=1-2118
