	OrthologID	Ogataea_methanolica	Saccharomyces_cerevisiae
2805	OG0002805	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.101&CDS=1-1512	YLR197W
2806	OG0002806	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.102&CDS=1-711	YDL169C
2807	OG0002807	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.104&CDS=1-618	YDL018C
2808	OG0002808	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.106&CDS=1-2763	YBR281C
2809	OG0002809	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.126&CDS=1-1569	YDR470C
2810	OG0002810	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.34&CDS=1-1710	YHL008C
2811	OG0002811	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.111&CDS=1-510	YHR175W
2812	OG0002812	-processed-gene-1.129-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.129&CDS=1-2802	YBR229C
2813	OG0002813	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.112&CDS=1-1419	YLR212C
2814	OG0002814	-processed-gene-1.113-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.113&CDS=1-1182	YDR262W
2815	OG0002815	-processed-gene-1.131-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.131&CDS=1-4416	YOR116C
2816	OG0002816	-processed-gene-1.132-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.132&CDS=1-909	YDR361C
2817	OG0002817	-processed-gene-1.114-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.114&CDS=1-1557	YDR364C
2818	OG0002818	-processed-gene-1.133-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.133&CDS=1-1278	YOR117W
2819	OG0002819	-snap-gene-1.140-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-1.140&CDS=1-4326	YDR359C
2820	OG0002820	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.135&CDS=1-1020	YNR003C
2821	OG0002821	-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.26&CDS=1-981	YJL088W
2822	OG0002822	-snap-gene-1.141-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-1.141&CDS=1-2658	YER072W
2823	OG0002823	-processed-gene-1.138-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.138&CDS=1-1167	YHR107C
2824	OG0002824	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.93&CDS=1-3804	YDR354C-A
2825	OG0002825	-processed-gene-1.123-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-1.123&CDS=1-1104	YDR354W
2826	OG0002826	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.4&CDS=1-1575	YJL153C
2827	OG0002827	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.47&CDS=1-252	YKR095W-A
2828	OG0002828	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.5&CDS=1-1092	YML131W
2829	OG0002829	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.10&CDS=1-1530	YDR256C
2830	OG0002830	-processed-gene-2.52-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.52&CDS=1-3438	YBR186W
2831	OG0002831	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.12&CDS=1-1059	YBR187W
2832	OG0002832	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.13&CDS=1-657	YFL046W
2833	OG0002833	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.29&CDS=1-753	YFL045C
2834	OG0002834	-processed-gene-2.15-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.15&CDS=1-870	YJL145W
2835	OG0002835	-processed-gene-2.16-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.16&CDS=1-5418	YFL033C
2836	OG0002836	-processed-gene-2.31-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.31&CDS=1-1392	YGL065C
2837	OG0002837	-augustus-gene-2.89-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-augustus-gene-2.89&CDS=1-2541	YNR050C
2838	OG0002838	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.21&CDS=1-2496	YDL126C
2839	OG0002839	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-2.1&CDS=1-2217	YHL011C
2840	OG0002840	-processed-gene-2.35-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.35&CDS=1-750	YKL033W-A
2841	OG0002841	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.36&CDS=1-2409	YKL034W
2842	OG0002842	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.37&CDS=1-921	YGR060W
2843	OG0002843	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.27&CDS=1-1854	YJR002W
2844	OG0002844	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.40&CDS=1-1740	YJR001W
2845	OG0002845	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-2.41&CDS=1-600	YNL069C
2846	OG0002846	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.78&CDS=1-798	YFR052W
2847	OG0002847	-processed-gene-3.80-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.80&CDS=1-1251	YBR004C
2848	OG0002848	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.98&CDS=1-1866	YHR114W
2849	OG0002849	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.83&CDS=1-1074	YCR019W
2850	OG0002850	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.84&CDS=1-1815	YDR091C
2851	OG0002851	-processed-gene-3.85-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.85&CDS=1-1695	YLL018C
2852	OG0002852	-processed-gene-3.86-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.86&CDS=1-2442	YML035C
2853	OG0002853	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.102&CDS=1-915	YDR459C
2854	OG0002854	-processed-gene-3.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.103&CDS=1-561	YML036W
2855	OG0002855	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.104&CDS=1-882	YDL142C
2856	OG0002856	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.88&CDS=1-2013	YDL141W
2857	OG0002857	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.105&CDS=1-5223	YDL140C
2858	OG0002858	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.89&CDS=1-3813	YDL195W
2859	OG0002859	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.90&CDS=1-2997	YIL073C
2860	OG0002860	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-3.92&CDS=1-3588	YIL047C
2861	OG0002861	-snap-gene-3.76-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-3.76&CDS=1-4371	YIL048W
2862	OG0002862	-snap-gene-3.72-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-3.72&CDS=1-3735	YGR134W
2863	OG0002863	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.7&CDS=1-1713	YOR067C
2864	OG0002864	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.8&CDS=1-1074	YKR081C
2865	OG0002865	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.29&CDS=1-342	YKR083C
2866	OG0002866	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.30&CDS=1-924	YOR074C
2867	OG0002867	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.10&CDS=1-915	YOR065W
2868	OG0002868	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.12&CDS=1-837	YMR130W
2869	OG0002869	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.31&CDS=1-1362	YMR238W
2870	OG0002870	-processed-gene-4.15-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.15&CDS=1-1140	YGL211W
2871	OG0002871	-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.115&CDS=1-6528	YFL007W
2872	OG0002872	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.16&CDS=1-1176	YBL055C
2873	OG0002873	-processed-gene-4.17-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.17&CDS=1-747	YDR007W
2874	OG0002874	-snap-gene-4.3-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-4.3&CDS=1-1062	YBR011C
2875	OG0002875	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.18&CDS=1-1383	YPL181W
2876	OG0002876	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.36&CDS=1-1785	YGL095C
2877	OG0002877	-augustus-gene-4.47-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-augustus-gene-4.47&CDS=1-3288	YGL094C
2878	OG0002878	-processed-gene-4.60-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.60&CDS=1-213	YPL183W-A
2879	OG0002879	-processed-gene-4.38-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.38&CDS=1-3060	YPL183C
2880	OG0002880	-processed-gene-4.39-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.39&CDS=1-2172	YOR069W
2881	OG0002881	-processed-gene-4.22-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.22&CDS=1-3744	YHR079C
2882	OG0002882	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.23&CDS=1-1209	YGL248W
2883	OG0002883	-processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.41&CDS=1-840	YFR050C
2884	OG0002884	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.25&CDS=1-2037	YOR254C
2885	OG0002885	-processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.42&CDS=1-1890	YPL122C
2886	OG0002886	-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.108&CDS=1-3474	YOR207C
2887	OG0002887	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.27&CDS=1-2163	YOR206W
2888	OG0002888	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-4.45&CDS=1-2613	YFR034C
2889	OG0002889	-processed-gene-5.43-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.43&CDS=1-2856	YLR115W
2890	OG0002890	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.46&CDS=1-2568	YLR268W
2891	OG0002891	-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.5&CDS=1-666	YDR140W
2892	OG0002892	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.47&CDS=1-5616	YDR141C
2893	OG0002893	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.61&CDS=1-4659	YBL047C
2894	OG0002894	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.62&CDS=1-2121	YNL161W
2895	OG0002895	-processed-gene-5.50-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.50&CDS=1-534	YPR017C
2896	OG0002896	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.68&CDS=1-2334	YLR304C
2897	OG0002897	-processed-gene-5.51-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.51&CDS=1-786	YGL098W
2898	OG0002898	-processed-gene-5.53-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.53&CDS=1-462	YJL122W
2899	OG0002899	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.69&CDS=1-705	YJL121C
2900	OG0002900	-processed-gene-5.70-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.70&CDS=1-1107	YKR066C
2901	OG0002901	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.54&CDS=1-924	YDR337W
2902	OG0002902	-processed-gene-5.74-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.74&CDS=1-2100	YKL104C
2903	OG0002903	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.75&CDS=1-1392	YKL082C
2904	OG0002904	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.56&CDS=1-1614	YMR211W
2905	OG0002905	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.59&CDS=1-969	YGR053C
2906	OG0002906	-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-5.37&CDS=1-2598	YFL042C
2907	OG0002907	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.75&CDS=1-1761	YLR133W
2908	OG0002908	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.77&CDS=1-750	YGR271C-A
2909	OG0002909	-processed-gene-6.78-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.78&CDS=1-1722	YCR054C
2910	OG0002910	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.79&CDS=1-2811	YCR057C
2911	OG0002911	-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.5&CDS=1-981	YCR059C
2912	OG0002912	-processed-gene-6.81-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.81&CDS=1-1053	YCR060W
2913	OG0002913	-processed-gene-6.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.82&CDS=1-567	YPL010W
2914	OG0002914	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.98&CDS=1-2979	YPL009C
2915	OG0002915	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.83&CDS=1-1032	YPL015C
2916	OG0002916	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.84&CDS=1-2694	YFL003C
2917	OG0002917	-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.23&CDS=1-2244	YPL020C
2918	OG0002918	-processed-gene-6.88-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.88&CDS=1-1203	YGR185C
2919	OG0002919	-processed-gene-6.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.89&CDS=1-3135	YKL015W
2920	OG0002920	-processed-gene-6.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.102&CDS=1-1899	YER165W
2921	OG0002921	-processed-gene-6.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.103&CDS=1-4305	YER164W
2922	OG0002922	-snap-gene-6.111-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-6.111&CDS=1-1431	YPR083W
2923	OG0002923	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.105&CDS=1-378	YKL003C
2924	OG0002924	-processed-gene-6.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.93&CDS=1-681	YKL002W
2925	OG0002925	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.95&CDS=1-1659	YGL077C
2926	OG0002926	-processed-gene-6.96-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.96&CDS=1-1986	YLR088W
2927	OG0002927	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-6.109&CDS=1-1545	YDR111C
2928	OG0002928	-processed-gene-7.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.82&CDS=1-1518	YJL091C
2929	OG0002929	-processed-gene-7.80-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.80&CDS=1-747	YNL265C
2930	OG0002930	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.84&CDS=1-2487	YDR258C
2931	OG0002931	-processed-gene-7.81-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.81&CDS=1-3420	YLR032W
2932	OG0002932	-processed-gene-7.103-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.103&CDS=1-1032	YMR127C
2933	OG0002933	-processed-gene-7.85-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.85&CDS=1-3825	YMR128W
2934	OG0002934	-snap-gene-7.74-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-7.74&CDS=1-4422	YHR113W
2935	OG0002935	-processed-gene-7.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.89&CDS=1-1335	YLR380W
2936	OG0002936	-processed-gene-7.104-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.104&CDS=1-1470	YJR078W
2937	OG0002937	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.90&CDS=1-1470	YOR244W
2938	OG0002938	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.26&CDS=1-1119	YPL152W
2939	OG0002939	-processed-gene-7.106-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.106&CDS=1-2565	YNL224C
2940	OG0002940	-processed-gene-7.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.93&CDS=1-1863	YNL223W
2941	OG0002941	-processed-gene-7.94-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.94&CDS=1-4113	YNL273W
2942	OG0002942	-processed-gene-7.107-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.107&CDS=1-1479	YEL064C
2943	OG0002943	-processed-gene-7.108-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.108&CDS=1-1254	YLR181C
2944	OG0002944	-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.54&CDS=1-2310	YLR182W
2945	OG0002945	-processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.109&CDS=1-3009	YLR187W
2946	OG0002946	-processed-gene-7.113-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.113&CDS=1-2649	YOR154W
2947	OG0002947	-processed-gene-7.99-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.99&CDS=1-741	YNL222W
2948	OG0002948	-processed-gene-7.101-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.101&CDS=1-1101	YFR041C
2949	OG0002949	-processed-gene-7.102-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-7.102&CDS=1-888	YPL131W
2950	OG0002950	-processed-gene-8.52-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.52&CDS=1-1500	YKL211C
2951	OG0002951	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.53&CDS=1-801	YJL174W
2952	OG0002952	-processed-gene-8.54-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.54&CDS=1-399	YKL170W
2953	OG0002953	-processed-gene-8.55-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.55&CDS=1-474	YKL167C
2954	OG0002954	-processed-gene-8.56-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.56&CDS=1-1551	YHR007C
2955	OG0002955	-processed-gene-8.59-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.59&CDS=1-927	YDR280W
2956	OG0002956	-processed-gene-8.80-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.80&CDS=1-957	YDR279W
2957	OG0002957	-processed-gene-8.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.82&CDS=1-750	YGL123W
2958	OG0002958	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.63&CDS=1-1407	YIL074C
2959	OG0002959	-processed-gene-8.64-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.64&CDS=1-2895	YIL075C
2960	OG0002960	-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.33&CDS=1-1587	YER082C
2961	OG0002961	-processed-gene-8.66-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.66&CDS=1-1026	YER083C
2962	OG0002962	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.84&CDS=1-1296	YKL216W
2963	OG0002963	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.89&CDS=1-774	YLR186W
2964	OG0002964	-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.41&CDS=1-1614	YKL116C
2965	OG0002965	-processed-gene-8.74-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.74&CDS=1-3174	YLR071C
2966	OG0002966	-processed-gene-8.121-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.121&CDS=1-1047	YPL206C
2967	OG0002967	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.92&CDS=1-780	YGR033C
2968	OG0002968	-processed-gene-8.77-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.77&CDS=1-1695	YMR300C
2969	OG0002969	-processed-gene-8.78-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.78&CDS=1-690	YJL148W
2970	OG0002970	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-8.93&CDS=1-903	YKR062W
