	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
2917	OG0002917	YMR185W	genemark-scf7180000044646-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-0.78&CDS=1-2913
2918	OG0002918	YMR187C	snap_masked-scf7180000044646-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-0.24&CDS=1-1428
2919	OG0002919	YMR188C	snap_masked-scf7180000044646-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-0.25&CDS=1-738
2920	OG0002920	YMR189W	augustus_masked-scf7180000044646-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.43&CDS=1-3102
2921	OG0002921	YMR191W	snap_masked-scf7180000044646-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-0.4&CDS=1-501
2922	OG0002922	YMR193W	genemark-scf7180000044646-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-0.82&CDS=1-504
2923	OG0002923	YMR200W	genemark-scf7180000044564-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000044564-processed-gene-0.75&CDS=1-978
2924	OG0002924	YMR201C	genemark-scf7180000044564-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000044564-processed-gene-0.63&CDS=1-924
2925	OG0002925	YMR203W	maker-scf7180000044564-augustus-gene-0.54-mRNA-1_1&gene=maker-scf7180000044564-augustus-gene-0.54&CDS=1-1689
2926	OG0002926	YMR208W	snap_masked-scf7180000044588-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000044588-processed-gene-0.42&CDS=1-1338
2927	OG0002927	YMR209C	augustus_masked-scf7180000044588-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.16&CDS=1-1044
2928	OG0002928	YMR211W	snap_masked-scf7180000044588-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000044588-processed-gene-0.43&CDS=1-1608
2929	OG0002929	YMR212C	genemark-scf7180000044588-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000044588-processed-gene-0.98&CDS=1-2421
2930	OG0002930	YMR214W	snap_masked-scf7180000044612-processed-gene-2.114-mRNA-1_1&gene=snap_masked-scf7180000044612-processed-gene-2.114&CDS=1-1128
2931	OG0002931	YMR215W	maker-scf7180000044588-snap-gene-0.33-mRNA-1_1&gene=maker-scf7180000044588-snap-gene-0.33&CDS=1-3384
2932	OG0002932	YMR216C	snap_masked-scf7180000044588-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000044588-processed-gene-0.60&CDS=1-2370
2933	OG0002933	YMR217W	augustus_masked-scf7180000044612-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-2.189&CDS=1-1575
2934	OG0002934	YMR218C	snap_masked-scf7180000044588-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000044588-processed-gene-0.61&CDS=1-3435
2935	OG0002935	YMR219W	augustus_masked-scf7180000044588-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.3&CDS=1-5727
2936	OG0002936	YMR220W	augustus_masked-scf7180000044588-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.4&CDS=1-1428
2937	OG0002937	YMR221C	augustus_masked-scf7180000044244-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044244-processed-gene-0.1&CDS=1-402
2938	OG0002938	YMR223W	augustus_masked-scf7180000044612-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-scf7180000044612-processed-gene-2.191&CDS=1-1422
2939	OG0002939	YMR227C	augustus_masked-scf7180000044588-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.21&CDS=1-1884
2940	OG0002940	YMR228W	augustus_masked-scf7180000044588-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.6&CDS=1-1038
2941	OG0002941	YMR229C	augustus_masked-scf7180000044588-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044588-processed-gene-0.22&CDS=1-5139
2942	OG0002942	YMR231W	maker-scf7180000044645-snap-gene-1.1-mRNA-1_1&gene=maker-scf7180000044645-snap-gene-1.1&CDS=1-3240
2943	OG0002943	YMR232W	snap_masked-scf7180000044645-processed-gene-1.126-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-1.126&CDS=1-1941
2944	OG0002944	YMR233W	augustus_masked-scf7180000044645-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.31&CDS=1-612
2945	OG0002945	YMR235C	augustus_masked-scf7180000044645-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.12&CDS=1-1143
2946	OG0002946	YMR236W	snap_masked-scf7180000044645-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-1.123&CDS=1-504
2947	OG0002947	YMR239C	augustus_masked-scf7180000044645-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.10&CDS=1-1542
2948	OG0002948	YMR240C	augustus_masked-scf7180000044645-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.9&CDS=1-1563
2949	OG0002949	YMR241W	augustus_masked-scf7180000044645-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.29&CDS=1-918
2950	OG0002950	YMR243C	augustus_masked-scf7180000044645-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.7&CDS=1-1158
2951	OG0002951	YMR244C-A	snap_masked-scf7180000044645-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-1.92&CDS=1-234
2952	OG0002952	YMR244W	augustus_masked-scf7180000044645-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.28&CDS=1-1152
2953	OG0002953	YMR250W	augustus_masked-scf7180000044645-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-1.4&CDS=1-2922
2954	OG0002954	YMR252C	snap_masked-scf7180000044645-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.51&CDS=1-291
2955	OG0002955	YMR258C	snap_masked-scf7180000044645-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.49&CDS=1-3354
2956	OG0002956	YMR259C	snap_masked-scf7180000044645-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.48&CDS=1-4344
2957	OG0002957	YMR262W	snap_masked-scf7180000044645-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.63&CDS=1-471
2958	OG0002958	YMR263W	genemark-scf7180000044645-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000044645-processed-gene-0.103&CDS=1-534
2959	OG0002959	YMR264W	augustus_masked-scf7180000044645-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.27&CDS=1-558
2960	OG0002960	YMR265C	augustus_masked-scf7180000044645-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.12&CDS=1-1455
2961	OG0002961	YMR267W	augustus_masked-scf7180000044645-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.26&CDS=1-894
2962	OG0002962	YMR268C	augustus_masked-scf7180000044645-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.11&CDS=1-1347
2963	OG0002963	YMR269W	augustus_masked-scf7180000044645-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.25&CDS=1-618
2964	OG0002964	YMR270C	augustus_masked-scf7180000044645-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.10&CDS=1-1305
2965	OG0002965	YMR272C	snap_masked-scf7180000044645-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.43&CDS=1-1167
2966	OG0002966	YMR274C	snap_masked-scf7180000044645-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000044645-processed-gene-0.42&CDS=1-846
2967	OG0002967	YMR276W	genemark-scf7180000044645-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000044645-processed-gene-0.99&CDS=1-1137
2968	OG0002968	YMR278W	maker-scf7180000044645-augustus-gene-0.67-mRNA-1_1&gene=maker-scf7180000044645-augustus-gene-0.67&CDS=1-4212
2969	OG0002969	YMR280C	augustus_masked-scf7180000044645-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.7&CDS=1-3657
2970	OG0002970	YMR281W	augustus_masked-scf7180000044645-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044645-processed-gene-0.21&CDS=1-900
2971	OG0002971	YMR285C	genemark-scf7180000044645-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000044645-processed-gene-0.90&CDS=1-696
2972	OG0002972	YMR286W	augustus_masked-scf7180000044629-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-scf7180000044629-processed-gene-0.200&CDS=1-240
2973	OG0002973	YMR288W	snap_masked-scf7180000044648-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-4.28&CDS=1-2901
2974	OG0002974	YMR289W	snap_masked-scf7180000044648-processed-gene-4.29-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-4.29&CDS=1-1065
2975	OG0002975	YMR291W	augustus_masked-scf7180000044648-processed-gene-4.195-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-4.195&CDS=1-3402
2976	OG0002976	YMR292W	augustus_masked-scf7180000044647-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.33&CDS=1-414
2977	OG0002977	YMR293C	augustus_masked-scf7180000044647-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.17&CDS=1-1371
2978	OG0002978	YMR295C	augustus_masked-scf7180000044647-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.16&CDS=1-573
2979	OG0002979	YMR296C	augustus_masked-scf7180000044617-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.121&CDS=1-2163
2980	OG0002980	YMR297W	augustus_masked-scf7180000044647-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.31&CDS=1-1608
2981	OG0002981	YMR298W	augustus_masked-scf7180000044647-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.30&CDS=1-453
2982	OG0002982	YMR299C	augustus_masked-scf7180000044647-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.10&CDS=1-882
2983	OG0002983	YMR300C	augustus_masked-scf7180000044647-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.9&CDS=1-1533
2984	OG0002984	YMR301C	augustus_masked-scf7180000044647-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.28&CDS=1-4500
2985	OG0002985	YMR304W	augustus_masked-scf7180000044647-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.12&CDS=1-3690
2986	OG0002986	YMR307W	augustus_masked-scf7180000044617-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000044617-processed-gene-0.142&CDS=1-1725
2987	OG0002987	YMR308C	augustus_masked-scf7180000044647-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.22&CDS=1-3276
2988	OG0002988	YMR309C	augustus_masked-scf7180000044647-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.23&CDS=1-2403
2989	OG0002989	YMR310C	augustus_masked-scf7180000044647-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.24&CDS=1-1023
2990	OG0002990	YMR311C	augustus_masked-scf7180000044647-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.25&CDS=1-681
2991	OG0002991	YMR312W	augustus_masked-scf7180000044647-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.11&CDS=1-831
2992	OG0002992	YMR313C	augustus_masked-scf7180000044647-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-0.27&CDS=1-1734
2993	OG0002993	YMR314W	snap_masked-scf7180000044647-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000044647-processed-gene-0.80&CDS=1-699
2994	OG0002994	YMR315W	augustus_masked-scf7180000044513-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044513-processed-gene-0.2&CDS=1-1050
2995	OG0002995	YNL001W	augustus_masked-scf7180000044638-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.226&CDS=1-1161
2996	OG0002996	YNL002C	augustus_masked-scf7180000044587-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000044587-processed-gene-0.35&CDS=1-939
2997	OG0002997	YNL003C	maker-scf7180000044638-augustus-gene-1.87-mRNA-1_1&gene=maker-scf7180000044638-augustus-gene-1.87&CDS=1-2160
2998	OG0002998	YNL005C	snap_masked-scf7180000044638-processed-gene-1.115-mRNA-1_1&gene=snap_masked-scf7180000044638-processed-gene-1.115&CDS=1-1107
2999	OG0002999	YNL006W	augustus_masked-scf7180000044638-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.201&CDS=1-909
3000	OG0003000	YNL007C	augustus_masked-scf7180000044638-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.229&CDS=1-1053
3001	OG0003001	YNL008C	snap_masked-scf7180000044644-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-2.58&CDS=1-2139
3002	OG0003002	YNL010W	augustus_masked-scf7180000044638-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.199&CDS=1-723
3003	OG0003003	YNL011C	augustus_masked-scf7180000044638-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.228&CDS=1-1419
3004	OG0003004	YNL012W	genemark-scf7180000044638-processed-gene-1.31-mRNA-1_1&gene=genemark-scf7180000044638-processed-gene-1.31&CDS=1-1911
3005	OG0003005	YNL014W	maker-scf7180000044647-augustus-gene-3.116-mRNA-1_1&gene=maker-scf7180000044647-augustus-gene-3.116&CDS=1-3078
3006	OG0003006	YNL016W	augustus_masked-scf7180000044591-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-scf7180000044591-processed-gene-0.137&CDS=1-1428
3007	OG0003007	YNL021W	augustus_masked-scf7180000044638-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.205&CDS=1-2160
3008	OG0003008	YNL023C	snap_masked-scf7180000044638-processed-gene-1.159-mRNA-1_1&gene=snap_masked-scf7180000044638-processed-gene-1.159&CDS=1-4509
3009	OG0003009	YNL024C-A	snap_masked-scf7180000044638-processed-gene-1.158-mRNA-1_1&gene=snap_masked-scf7180000044638-processed-gene-1.158&CDS=1-216
3010	OG0003010	YNL025C	maker-scf7180000044638-snap-gene-1.177-mRNA-1_1&gene=maker-scf7180000044638-snap-gene-1.177&CDS=1-1095
3011	OG0003011	YNL026W	snap_masked-scf7180000044638-processed-gene-1.121-mRNA-1_1&gene=snap_masked-scf7180000044638-processed-gene-1.121&CDS=1-1464
3012	OG0003012	YNL032W	augustus_masked-scf7180000044638-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.202&CDS=1-714
3013	OG0003013	YNL035C	augustus_masked-scf7180000044638-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.206&CDS=1-1218
3014	OG0003014	YNL036W	augustus_masked-scf7180000044591-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-scf7180000044591-processed-gene-0.161&CDS=1-678
3015	OG0003015	YNL037C	augustus_masked-scf7180000044591-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000044591-processed-gene-0.133&CDS=1-1083
3016	OG0003016	YNL038W	genemark-scf7180000044638-processed-gene-1.42-mRNA-1_1&gene=genemark-scf7180000044638-processed-gene-1.42&CDS=1-630
3017	OG0003017	YNL041C	augustus_masked-scf7180000044638-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.209&CDS=1-2070
3018	OG0003018	YNL042W	snap_masked-scf7180000044638-processed-gene-1.165-mRNA-1_1&gene=snap_masked-scf7180000044638-processed-gene-1.165&CDS=1-681
3019	OG0003019	YNL044W	augustus_masked-scf7180000044638-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.240&CDS=1-474
3020	OG0003020	YNL045W	augustus_masked-scf7180000044638-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.241&CDS=1-1878
3021	OG0003021	YNL050C	augustus_masked-scf7180000044638-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.213&CDS=1-486
3022	OG0003022	YNL054W	snap_masked-scf7180000044639-processed-gene-3.228-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.228&CDS=1-4059
3023	OG0003023	YNL055C	augustus_masked-scf7180000044647-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-1.103&CDS=1-852
3024	OG0003024	YNL056W	augustus_masked-scf7180000044639-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.47&CDS=1-588
3025	OG0003025	YNL059C	augustus_masked-scf7180000044639-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.20&CDS=1-2250
3026	OG0003026	YNL061W	augustus_masked-scf7180000044639-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.48&CDS=1-1890
3027	OG0003027	YNL062C	augustus_masked-scf7180000044639-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.21&CDS=1-1425
3028	OG0003028	YNL063W	augustus_masked-scf7180000044639-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.49&CDS=1-912
3029	OG0003029	YNL064C	augustus_masked-scf7180000044639-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.22&CDS=1-1224
3030	OG0003030	YNL065W	augustus_masked-scf7180000044639-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.50&CDS=1-1788
3031	OG0003031	YNL066W	snap_masked-scf7180000044647-processed-gene-1.57-mRNA-1_1&gene=snap_masked-scf7180000044647-processed-gene-1.57&CDS=1-1377
3032	OG0003032	YNL070W	snap_masked-scf7180000044639-processed-gene-3.173-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.173&CDS=1-180
3033	OG0003033	YNL073W	augustus_masked-scf7180000044639-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.2&CDS=1-1728
3034	OG0003034	YNL075W	augustus_masked-scf7180000044639-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.1&CDS=1-864
3035	OG0003035	YNL076W	snap_masked-scf7180000044639-processed-gene-3.167-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.167&CDS=1-1269
3036	OG0003036	YNL082W	augustus_masked-scf7180000044639-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.20&CDS=1-4584
3037	OG0003037	YNL084C	augustus_masked-scf7180000044639-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.38&CDS=1-1134
3038	OG0003038	YNL085W	augustus_masked-scf7180000044647-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-scf7180000044647-processed-gene-1.82&CDS=1-2442
3039	OG0003039	YNL088W	augustus_masked-scf7180000044639-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.9&CDS=1-8967
3040	OG0003040	YNL090W	snap_masked-scf7180000043914-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043914-processed-gene-0.2&CDS=1-456
3041	OG0003041	YNL092W	snap_masked-scf7180000044639-processed-gene-3.177-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.177&CDS=1-1224
3042	OG0003042	YNL094W	snap_masked-scf7180000044639-processed-gene-3.176-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.176&CDS=1-2016
3043	OG0003043	YNL097C	augustus_masked-scf7180000044639-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.23&CDS=1-1176
3044	OG0003044	YNL099C	augustus_masked-scf7180000044639-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.24&CDS=1-672
3045	OG0003045	YNL102W	maker-scf7180000044639-snap-gene-3.76-mRNA-1_1&gene=maker-scf7180000044639-snap-gene-3.76&CDS=1-4368
3046	OG0003046	YNL103W	snap_masked-scf7180000044639-processed-gene-3.235-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.235&CDS=1-1965
3047	OG0003047	YNL107W	augustus_masked-scf7180000044643-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-1.142&CDS=1-678
3048	OG0003048	YNL108C	snap_masked-scf7180000044639-processed-gene-3.200-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.200&CDS=1-822
3049	OG0003049	YNL110C	snap_masked-scf7180000044639-processed-gene-3.201-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.201&CDS=1-624
3050	OG0003050	YNL111C	augustus_masked-scf7180000044639-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.27&CDS=1-369
3051	OG0003051	YNL112W	maker-scf7180000044639-augustus-gene-3.166-mRNA-1_1&gene=maker-scf7180000044639-augustus-gene-3.166&CDS=1-1647
3052	OG0003052	YNL113W	augustus_masked-scf7180000044639-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.56&CDS=1-372
3053	OG0003053	YNL115C	snap_masked-scf7180000044639-processed-gene-3.205-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.205&CDS=1-477
3054	OG0003054	YNL118C	snap_masked-scf7180000044639-processed-gene-3.206-mRNA-1_1&gene=snap_masked-scf7180000044639-processed-gene-3.206&CDS=1-3018
3055	OG0003055	YNL119W	augustus_masked-scf7180000044639-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.59&CDS=1-1425
3056	OG0003056	YNL121C	augustus_masked-scf7180000044643-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-0.67&CDS=1-1917
3057	OG0003057	YNL123W	augustus_masked-scf7180000044639-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.60&CDS=1-2907
3058	OG0003058	YNL124W	augustus_masked-scf7180000044639-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.61&CDS=1-1698
3059	OG0003059	YNL125C	augustus_masked-scf7180000044639-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-2.35&CDS=1-1815
3060	OG0003060	YNL126W	augustus_masked-scf7180000044639-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.62&CDS=1-2529
3061	OG0003061	YNL127W	augustus_masked-scf7180000044639-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.63&CDS=1-813
3062	OG0003062	YNL128W	augustus_masked-scf7180000044639-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.65&CDS=1-1338
3063	OG0003063	YNL129W	augustus_masked-scf7180000044639-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.66&CDS=1-591
3064	OG0003064	YNL130C	augustus_masked-scf7180000044639-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.34&CDS=1-1161
3065	OG0003065	YNL131W	augustus_masked-scf7180000044639-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.67&CDS=1-474
3066	OG0003066	YNL132W	augustus_masked-scf7180000044639-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scf7180000044639-processed-gene-3.68&CDS=1-3168
3067	OG0003067	YNL135C	augustus_masked-scf7180000044564-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.21&CDS=1-342
3068	OG0003068	YNL136W	snap_masked-scf7180000044564-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000044564-processed-gene-0.34&CDS=1-2190
3069	OG0003069	YNL137C	augustus_masked-scf7180000044564-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.20&CDS=1-1422
3070	OG0003070	YNL138W	augustus_masked-scf7180000044564-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.9&CDS=1-1641
3071	OG0003071	YNL139C	augustus_masked-scf7180000044564-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.19&CDS=1-6063
3072	OG0003072	YNL141W	maker-scf7180000044646-augustus-gene-0.37-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-0.37&CDS=1-1413
3073	OG0003073	YNL142W	augustus_masked-scf7180000044646-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.65&CDS=1-1512
3074	OG0003074	YNL147W	augustus_masked-scf7180000044643-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-0.64&CDS=1-351
3075	OG0003075	YNL148C	augustus_masked-scf7180000044643-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-0.47&CDS=1-795
3076	OG0003076	YNL149C	snap_masked-scf7180000044564-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000044564-processed-gene-0.31&CDS=1-549
3077	OG0003077	YNL151C	snap_masked-scf7180000044564-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000044564-processed-gene-0.32&CDS=1-741
3078	OG0003078	YNL155W	augustus_masked-scf7180000044646-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.46&CDS=1-825
3079	OG0003079	YNL157W	augustus_masked-scf7180000044643-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000044643-processed-gene-0.62&CDS=1-408
3080	OG0003080	YNL159C	augustus_masked-scf7180000044646-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.63&CDS=1-978
3081	OG0003081	YNL161W	genemark-scf7180000044646-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-0.109&CDS=1-2493
