	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
2301	OG0002301	YLR178C	augustus_masked-flattened_line_48-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.207&CDS=1-690
2302	OG0002302	YLR180W	augustus_masked-flattened_line_4-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.106&CDS=1-1146
2303	OG0002303	YLR181C	augustus_masked-flattened_line_97-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.10&CDS=1-1179
2304	OG0002304	YLR186W	augustus_masked-flattened_line_127-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.49&CDS=1-804
2305	OG0002305	YLR187W	snap_masked-flattened_line_127-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.24&CDS=1-2364
2306	OG0002306	YLR188W	augustus_masked-flattened_line_8-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.16&CDS=1-2037
2307	OG0002307	YLR189C	maker-flattened_line_8-augustus-gene-1.39-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.39&CDS=1-4026
2308	OG0002308	YLR191W	augustus_masked-flattened_line_69-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.44&CDS=1-1239
2309	OG0002309	YLR192C	augustus_masked-flattened_line_24-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.39&CDS=1-813
2310	OG0002310	YLR193C	snap_masked-flattened_line_30-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.153&CDS=1-519
2311	OG0002311	YLR195C	augustus_masked-flattened_line_44-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.9&CDS=1-1323
2312	OG0002312	YLR196W	augustus_masked-flattened_line_44-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.50&CDS=1-1656
2313	OG0002313	YLR197W	augustus_masked-flattened_line_151-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.41&CDS=1-1527
2314	OG0002314	YLR200W	augustus_masked-flattened_line_30-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.37&CDS=1-348
2315	OG0002315	YLR201C	augustus_masked-flattened_line_30-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.8&CDS=1-756
2316	OG0002316	YLR203C	augustus_masked-flattened_line_233-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_233-processed-gene-0.0&CDS=1-1269
2317	OG0002317	YLR205C	augustus_masked-flattened_line_30-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.10&CDS=1-873
2318	OG0002318	YLR207W	augustus_masked-flattened_line_109-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.78&CDS=1-2316
2319	OG0002319	YLR208W	augustus_masked-flattened_line_2-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.171&CDS=1-885
2320	OG0002320	YLR209C	augustus_masked-flattened_line_2-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.152&CDS=1-927
2321	OG0002321	YLR212C	augustus_masked-flattened_line_81-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.2&CDS=1-1143
2322	OG0002322	YLR214W	augustus_masked-flattened_line_8-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.20&CDS=1-1977
2323	OG0002323	YLR215C	augustus_masked-flattened_line_50-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.14&CDS=1-1014
2324	OG0002324	YLR216C	augustus_masked-flattened_line_155-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_155-processed-gene-0.21&CDS=1-1098
2325	OG0002325	YLR218C	augustus_masked-flattened_line_85-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.96&CDS=1-231
2326	OG0002326	YLR220W	augustus_masked-flattened_line_65-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.183&CDS=1-909
2327	OG0002327	YLR221C	augustus_masked-flattened_line_36-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.15&CDS=1-498
2328	OG0002328	YLR222C	augustus_masked-flattened_line_12-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.8&CDS=1-2346
2329	OG0002329	YLR223C	augustus_masked-flattened_line_12-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.0&CDS=1-2517
2330	OG0002330	YLR229C	augustus_masked-flattened_line_123-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.14&CDS=1-573
2331	OG0002331	YLR231C	augustus_masked-flattened_line_123-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.6&CDS=1-1380
2332	OG0002332	YLR234W	genemark-flattened_line_59-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.124&CDS=1-3453
2333	OG0002333	YLR239C	augustus_masked-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.64&CDS=1-768
2334	OG0002334	YLR240W	augustus_masked-flattened_line_59-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.29&CDS=1-4356
2335	OG0002335	YLR242C	augustus_masked-flattened_line_59-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.25&CDS=1-876
2336	OG0002336	YLR243W	snap_masked-flattened_line_59-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.81&CDS=1-819
2337	OG0002337	YLR244C	maker-flattened_line_59-augustus-gene-0.97-mRNA-1_1&gene=maker-flattened_line_59-augustus-gene-0.97&CDS=1-1494
2338	OG0002338	YLR246W	snap_masked-flattened_line_14-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.148&CDS=1-1140
2339	OG0002339	YLR247C	augustus_masked-flattened_line_10-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.1&CDS=1-5193
2340	OG0002340	YLR248W	augustus_masked-flattened_line_10-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.0&CDS=1-1545
2341	OG0002341	YLR250W	augustus_masked-flattened_line_24-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.116&CDS=1-645
2342	OG0002342	YLR251W	augustus_masked-flattened_line_12-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.42&CDS=1-687
2343	OG0002343	YLR253W	augustus_masked-flattened_line_97-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_97-processed-gene-0.18&CDS=1-1701
2344	OG0002344	YLR259C	augustus_masked-flattened_line_121-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.75&CDS=1-1692
2345	OG0002345	YLR262C	augustus_masked-flattened_line_121-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.73&CDS=1-603
2346	OG0002346	YLR262C-A	snap_masked-flattened_line_57-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.80&CDS=1-192
2347	OG0002347	YLR268W	genemark-flattened_line_28-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.80&CDS=1-2547
2348	OG0002348	YLR272C	augustus_masked-flattened_line_34-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.36&CDS=1-3354
2349	OG0002349	YLR274W	genemark-flattened_line_12-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.130&CDS=1-2706
2350	OG0002350	YLR276C	augustus_masked-flattened_line_175-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_175-processed-gene-0.6&CDS=1-1779
2351	OG0002351	YLR277C	maker-flattened_line_115-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_115-augustus-gene-0.2&CDS=1-2691
2352	OG0002352	YLR281C	augustus_masked-flattened_line_12-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.16&CDS=1-540
2353	OG0002353	YLR283W	augustus_masked-flattened_line_18-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.55&CDS=1-657
2354	OG0002354	YLR285W	augustus_masked-flattened_line_20-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.105&CDS=1-789
2355	OG0002355	YLR286C	genemark-flattened_line_103-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.81&CDS=1-1662
2356	OG0002356	YLR289W	augustus_masked-flattened_line_115-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.89&CDS=1-3090
2357	OG0002357	YLR290C	augustus_masked-flattened_line_65-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.131&CDS=1-801
2358	OG0002358	YLR291C	augustus_masked-flattened_line_40-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.47&CDS=1-1071
2359	OG0002359	YLR292C	augustus_masked-flattened_line_0-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.109&CDS=1-603
2360	OG0002360	YLR293C	augustus_masked-flattened_line_12-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.37&CDS=1-645
2361	OG0002361	YLR295C	maker-flattened_line_12-augustus-gene-2.148-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.148&CDS=1-318
2362	OG0002362	YLR298C	augustus_masked-flattened_line_12-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.17&CDS=1-402
2363	OG0002363	YLR299W	augustus_masked-flattened_line_44-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.40&CDS=1-1986
2364	OG0002364	YLR303W	augustus_masked-flattened_line_0-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.105&CDS=1-1317
2365	OG0002365	YLR304C	augustus_masked-flattened_line_0-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.24&CDS=1-2331
2366	OG0002366	YLR305C	snap_masked-flattened_line_57-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.90&CDS=1-4887
2367	OG0002367	YLR306W	augustus_masked-flattened_line_38-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.48&CDS=1-1527
2368	OG0002368	YLR312W-A	augustus_masked-flattened_line_147-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_147-processed-gene-0.8&CDS=1-639
2369	OG0002369	YLR314C	genemark-flattened_line_137-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.24&CDS=1-1323
2370	OG0002370	YLR321C	augustus_masked-flattened_line_18-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.101&CDS=1-1077
2371	OG0002371	YLR323C	maker-flattened_line_48-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.147&CDS=1-1431
2372	OG0002372	YLR324W	augustus_masked-flattened_line_113-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.77&CDS=1-1332
2373	OG0002373	YLR325C	augustus_masked-flattened_line_113-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.93&CDS=1-234
2374	OG0002374	YLR330W	maker-flattened_line_69-snap-gene-0.166-mRNA-1_1&gene=maker-flattened_line_69-snap-gene-0.166&CDS=1-1464
2375	OG0002375	YLR336C	augustus_masked-flattened_line_2-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.101&CDS=1-3018
2376	OG0002376	YLR337C	augustus_masked-flattened_line_18-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.49&CDS=1-2031
2377	OG0002377	YLR340W	augustus_masked-flattened_line_6-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.180&CDS=1-933
2378	OG0002378	YLR342W	augustus_masked-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.1&CDS=1-5658
2379	OG0002379	YLR345W	maker-flattened_line_12-augustus-gene-0.11-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.11&CDS=1-1854
2380	OG0002380	YLR347C	maker-flattened_line_12-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.10&CDS=1-3330
2381	OG0002381	YLR348C	genemark-flattened_line_4-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.56&CDS=1-810
2382	OG0002382	YLR351C	augustus_masked-flattened_line_48-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.195&CDS=1-906
2383	OG0002383	YLR352W	augustus_masked-flattened_line_57-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.16&CDS=1-3219
2384	OG0002384	YLR354C	augustus_masked-flattened_line_26-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.34&CDS=1-966
2385	OG0002385	YLR355C	augustus_masked-flattened_line_57-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.29&CDS=1-1194
2386	OG0002386	YLR359W	augustus_masked-flattened_line_65-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.136&CDS=1-1443
2387	OG0002387	YLR361C	snap_masked-flattened_line_0-processed-gene-5.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.121&CDS=1-2211
2388	OG0002388	YLR362W	snap_masked-flattened_line_0-processed-gene-5.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.120&CDS=1-1989
2389	OG0002389	YLR363C	augustus_masked-flattened_line_115-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.86&CDS=1-1056
2390	OG0002390	YLR363W-A	augustus_masked-flattened_line_42-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.236&CDS=1-270
2391	OG0002391	YLR364W	augustus_masked-flattened_line_26-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.17&CDS=1-330
2392	OG0002392	YLR370C	augustus_masked-flattened_line_24-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.22&CDS=1-522
2393	OG0002393	YLR372W	augustus_masked-flattened_line_24-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.55&CDS=1-978
2394	OG0002394	YLR377C	augustus_masked-flattened_line_83-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.36&CDS=1-1017
2395	OG0002395	YLR382C	augustus_masked-flattened_line_107-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_107-processed-gene-0.15&CDS=1-2814
2396	OG0002396	YLR383W	maker-flattened_line_77-snap-gene-0.142-mRNA-1_1&gene=maker-flattened_line_77-snap-gene-0.142&CDS=1-2568
2397	OG0002397	YLR384C	augustus_masked-flattened_line_46-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.204&CDS=1-4008
2398	OG0002398	YLR386W	augustus_masked-flattened_line_89-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.106&CDS=1-2847
2399	OG0002399	YLR389C	augustus_masked-flattened_line_32-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.43&CDS=1-3162
2400	OG0002400	YLR390W-A	augustus_masked-flattened_line_127-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.44&CDS=1-759
2401	OG0002401	YLR393W	augustus_masked-flattened_line_38-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.83&CDS=1-819
2402	OG0002402	YLR395C	augustus_masked-flattened_line_26-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.140&CDS=1-237
2403	OG0002403	YLR396C	augustus_masked-flattened_line_26-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.141&CDS=1-2079
2404	OG0002404	YLR397C	augustus_masked-flattened_line_38-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.79&CDS=1-2280
2405	OG0002405	YLR398C	augustus_masked-flattened_line_38-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.80&CDS=1-3675
2406	OG0002406	YLR399C	augustus_masked-flattened_line_63-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.134&CDS=1-1857
2407	OG0002407	YLR401C	augustus_masked-flattened_line_40-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.5&CDS=1-1833
2408	OG0002408	YLR403W	augustus_masked-flattened_line_61-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.57&CDS=1-1149
2409	OG0002409	YLR405W	augustus_masked-flattened_line_63-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.133&CDS=1-1035
2410	OG0002410	YLR407W	augustus_masked-flattened_line_40-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.52&CDS=1-774
2411	OG0002411	YLR409C	maker-flattened_line_40-augustus-gene-0.188-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.188&CDS=1-5904
2412	OG0002412	YLR410W	augustus_masked-flattened_line_63-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.116&CDS=1-3285
2413	OG0002413	YLR411W	augustus_masked-flattened_line_0-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.42&CDS=1-609
2414	OG0002414	YLR418C	augustus_masked-flattened_line_44-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.28&CDS=1-1092
2415	OG0002415	YLR419W	genemark-flattened_line_101-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_101-processed-gene-0.44&CDS=1-4266
2416	OG0002416	YLR420W	augustus_masked-flattened_line_48-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.205&CDS=1-1062
2417	OG0002417	YLR421C	maker-flattened_line_137-augustus-gene-0.28-mRNA-1_1&gene=maker-flattened_line_137-augustus-gene-0.28&CDS=1-762
2418	OG0002418	YLR422W	maker-flattened_line_40-augustus-gene-0.181-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.181&CDS=1-8163
2419	OG0002419	YLR424W	snap_masked-flattened_line_44-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.151&CDS=1-795
2420	OG0002420	YLR425W	augustus_masked-flattened_line_36-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.59&CDS=1-4080
2421	OG0002421	YLR426W	augustus_masked-flattened_line_0-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.129&CDS=1-993
2422	OG0002422	YLR427W	maker-flattened_line_0-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.48&CDS=1-2286
2423	OG0002423	YLR429W	snap_masked-flattened_line_0-processed-gene-3.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.57&CDS=1-1896
2424	OG0002424	YLR430W	augustus_masked-flattened_line_36-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.13&CDS=1-6729
2425	OG0002425	YLR433C	augustus_masked-flattened_line_0-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.28&CDS=1-1692
2426	OG0002426	YLR435W	maker-flattened_line_0-augustus-gene-3.87-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.87&CDS=1-2754
2427	OG0002427	YLR438C-A	augustus_masked-flattened_line_57-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.14&CDS=1-264
2428	OG0002428	YLR438W	augustus_masked-flattened_line_0-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.106&CDS=1-1290
2429	OG0002429	YLR439W	augustus_masked-flattened_line_57-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.45&CDS=1-909
2430	OG0002430	YLR443W	snap_masked-flattened_line_0-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.82&CDS=1-1674
2431	OG0002431	YLR447C	augustus_masked-flattened_line_0-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.111&CDS=1-1050
2432	OG0002432	YLR449W	augustus_masked-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.23&CDS=1-1230
2433	OG0002433	YLR451W	augustus_masked-flattened_line_52-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.167&CDS=1-2670
2434	OG0002434	YLR452C	augustus_masked-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.165&CDS=1-1872
2435	OG0002435	YLR454W	snap_masked-flattened_line_123-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.28&CDS=1-4953
2436	OG0002436	YLR459W	augustus_masked-flattened_line_52-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.204&CDS=1-1278
2437	OG0002437	YML001W	augustus_masked-flattened_line_79-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.19&CDS=1-642
2438	OG0002438	YML004C	augustus_masked-flattened_line_113-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.84&CDS=1-954
2439	OG0002439	YML005W	augustus_masked-flattened_line_16-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.229&CDS=1-1233
2440	OG0002440	YML007W	augustus_masked-flattened_line_93-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.39&CDS=1-1302
2441	OG0002441	YML008C	augustus_masked-flattened_line_0-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.57&CDS=1-1128
2442	OG0002442	YML009C	augustus_masked-flattened_line_26-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.123&CDS=1-216
2443	OG0002443	YML010W	augustus_masked-flattened_line_22-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.94&CDS=1-3075
2444	OG0002444	YML012W	augustus_masked-flattened_line_26-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.149&CDS=1-636
2445	OG0002445	YML014W	augustus_masked-flattened_line_38-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.23&CDS=1-783
2446	OG0002446	YML015C	augustus_masked-flattened_line_38-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.59&CDS=1-690
2447	OG0002447	YML017W	snap_masked-flattened_line_93-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.77&CDS=1-1896
2448	OG0002448	YML018C	augustus_masked-flattened_line_26-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.117&CDS=1-1200
2449	OG0002449	YML019W	augustus_masked-flattened_line_26-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.118&CDS=1-1068
2450	OG0002450	YML020W	maker-flattened_line_26-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.0&CDS=1-2913
2451	OG0002451	YML021C	augustus_masked-flattened_line_26-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.119&CDS=1-1119
2452	OG0002452	YML022W	snap_masked-flattened_line_22-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.41&CDS=1-549
2453	OG0002453	YML025C	augustus_masked-flattened_line_44-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.20&CDS=1-732
2454	OG0002454	YML035C	augustus_masked-flattened_line_183-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.0&CDS=1-2280
2455	OG0002455	YML036W	augustus_masked-flattened_line_16-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.246&CDS=1-555
2456	OG0002456	YML038C	augustus_masked-flattened_line_89-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.121&CDS=1-1095
2457	OG0002457	YML042W	augustus_masked-flattened_line_105-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.110&CDS=1-1857
2458	OG0002458	YML043C	augustus_masked-flattened_line_121-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.74&CDS=1-3282
2459	OG0002459	YML046W	snap_masked-flattened_line_42-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.78&CDS=1-2181
2460	OG0002460	YML048W	augustus_masked-flattened_line_50-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.68&CDS=1-1083
2461	OG0002461	YML049C	augustus_masked-flattened_line_48-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.175&CDS=1-3651
2462	OG0002462	YML052W	augustus_masked-flattened_line_123-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.1&CDS=1-834
2463	OG0002463	YML056C	maker-flattened_line_12-augustus-gene-2.149-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.149&CDS=1-1563
2464	OG0002464	YML060W	augustus_masked-flattened_line_127-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.47&CDS=1-1191
2465	OG0002465	YML061C	augustus_masked-flattened_line_57-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.15&CDS=1-1686
