	OrthologID	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
3333	OG0003333	augustus_masked-LN736369.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.29&CDS=1-798	YJR050W
3334	OG0003334	augustus_masked-LN736369.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.12&CDS=1-3525	YPR164W
3335	OG0003335	augustus_masked-LN736369.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.13&CDS=1-963	YOR221C
3336	OG0003336	snap_masked-LN736369.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.76&CDS=1-1068	YPL133C
3337	OG0003337	genemark-LN736369.1-processed-gene-1.107-mRNA-1_1&gene=genemark-LN736369.1-processed-gene-1.107&CDS=1-759	YPL132W
3338	OG0003338	augustus_masked-LN736369.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.31&CDS=1-648	YOR220W
3339	OG0003339	snap_masked-LN736369.1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.57&CDS=1-885	YPL131W
3340	OG0003340	snap_masked-LN736369.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.78&CDS=1-2619	YOR217W
3341	OG0003341	augustus_masked-LN736369.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.17&CDS=1-3159	YPL129W
3342	OG0003342	snap_masked-LN736369.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.79&CDS=1-1269	YOR212W
3343	OG0003343	snap_masked-LN736369.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.80&CDS=1-1530	YPL128C
3344	OG0003344	snap_masked-LN736369.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.81&CDS=1-663	YPL127C
3345	OG0003345	snap_masked-LN736369.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.63&CDS=1-2589	YOR211C
3346	OG0003346	snap_masked-LN736369.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.82&CDS=1-210	YOR210W
3347	OG0003347	snap_masked-LN736369.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.64&CDS=1-2625	YPL126W
3348	OG0003348	snap_masked-LN736369.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.65&CDS=1-1287	YOR209C
3349	OG0003349	snap_masked-LN736369.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-1.66&CDS=1-3096	YPL125W
3350	OG0003350	augustus_masked-LN736369.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-1.35&CDS=1-2571	YOR208W
3351	OG0003351	snap_masked-LN736369.1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.45&CDS=1-1320	YPL123C
3352	OG0003352	snap_masked-LN736369.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.48&CDS=1-1617	YOR205C
3353	OG0003353	snap_masked-LN736369.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.49&CDS=1-2136	YOR206W
3354	OG0003354	snap_masked-LN736369.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.50&CDS=1-624	YPL121C
3355	OG0003355	snap_masked-LN736369.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.71&CDS=1-3432	YOR207C
3356	OG0003356	snap_masked-LN736369.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.51&CDS=1-1527	YPL122C
3357	OG0003357	snap_masked-LN736369.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.72&CDS=1-1872	YOR204W
3358	OG0003358	snap_masked-LN736369.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.52&CDS=1-1056	YPL118W
3359	OG0003359	snap_masked-LN736369.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.73&CDS=1-684	YOR202W
3360	OG0003360	snap_masked-LN736369.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.53&CDS=1-1182	YOR201C
3361	OG0003361	snap_masked-LN736369.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.74&CDS=1-828	YPL117C
3362	OG0003362	snap_masked-LN736369.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.54&CDS=1-1398	YOR198C
3363	OG0003363	snap_masked-LN736369.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.75&CDS=1-1284	YOR197W
3364	OG0003364	snap_masked-LN736369.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.55&CDS=1-2172	YPL116W
3365	OG0003365	snap_masked-LN736369.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.58&CDS=1-1110	YOR196C
3366	OG0003366	snap_masked-LN736369.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.77&CDS=1-3081	YPL115C
3367	OG0003367	snap_masked-LN736369.1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.78&CDS=1-2166	YOR195W
3368	OG0003368	snap_masked-LN736369.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.59&CDS=1-744	YOR194C
3369	OG0003369	snap_masked-LN736369.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.79&CDS=1-1143	YPL113C
3370	OG0003370	snap_masked-LN736369.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.80&CDS=1-1266	YPL112C
3371	OG0003371	snap_masked-LN736369.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.60&CDS=1-1566	YBL015W
3372	OG0003372	snap_masked-LN736369.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.61&CDS=1-531	YER134C
3373	OG0003373	snap_masked-LN736369.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.82&CDS=1-801	YLL023C
3374	OG0003374	snap_masked-LN736369.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.62&CDS=1-1578	YLR314C
3375	OG0003375	snap_masked-LN736369.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.64&CDS=1-4320	YLL021W
3376	OG0003376	snap_masked-LN736369.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.84&CDS=1-702	YLR312W-A
3377	OG0003377	snap_masked-LN736369.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.65&CDS=1-1716	YGL171W
3378	OG0003378	snap_masked-LN736369.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.85&CDS=1-357	YPR020W
3379	OG0003379	augustus_masked-LN736369.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-2.37&CDS=1-2736	YPR019W
3380	OG0003380	snap_masked-LN736369.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.87&CDS=1-1701	YPR018W
3381	OG0003381	snap_masked-LN736369.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.66&CDS=1-426	YPR017C
3382	OG0003382	snap_masked-LN736369.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-2.67&CDS=1-735	YPR016C
3383	OG0003383	genemark-LN736369.1-processed-gene-2.126-mRNA-1_1&gene=genemark-LN736369.1-processed-gene-2.126&CDS=1-1104	YPR011C
3384	OG0003384	maker-LN736369.1-snap-gene-3.138-mRNA-1_1&gene=maker-LN736369.1-snap-gene-3.138&CDS=1-2370	YGR021W
3385	OG0003385	snap_masked-LN736369.1-processed-gene-3.50-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.50&CDS=1-354	YGR020C
3386	OG0003386	snap_masked-LN736369.1-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.54&CDS=1-1413	YGR019W
3387	OG0003387	snap_masked-LN736369.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.55&CDS=1-930	YGR017W
3388	OG0003388	snap_masked-LN736369.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.51&CDS=1-744	YGR152C
3389	OG0003389	snap_masked-LN736369.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.57&CDS=1-1380	YGL038C
3390	OG0003390	snap_masked-LN736369.1-processed-gene-3.58-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.58&CDS=1-639	YGL037C
3391	OG0003391	augustus_masked-LN736369.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-3.105&CDS=1-6297	YGR145W
3392	OG0003392	snap_masked-LN736369.1-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.63&CDS=1-645	YGL033W
3393	OG0003393	snap_masked-LN736369.1-processed-gene-3.80-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.80&CDS=1-672	YGR147C
3394	OG0003394	snap_masked-LN736369.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.81&CDS=1-276	YGL032C
3395	OG0003395	snap_masked-LN736369.1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.65&CDS=1-327	YGL030W
3396	OG0003396	snap_masked-LN736369.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.83&CDS=1-279	YLL018C-A
3397	OG0003397	snap_masked-LN736369.1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.84&CDS=1-1710	YLL018C
3398	OG0003398	snap_masked-LN736369.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.66&CDS=1-4803	YLR310C
3399	OG0003399	augustus_masked-LN736369.1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-3.109&CDS=1-2697	YLR309C
3400	OG0003400	snap_masked-LN736369.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.85&CDS=1-987	YLR308W
3401	OG0003401	snap_masked-LN736369.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.86&CDS=1-564	YLR306W
3402	OG0003402	snap_masked-LN736369.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.69&CDS=1-975	YJL088W
3403	OG0003403	snap_masked-LN736369.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.87&CDS=1-2463	YJL087C
3404	OG0003404	snap_masked-LN736369.1-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.70&CDS=1-1869	YJL085W
3405	OG0003405	snap_masked-LN736369.1-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.88&CDS=1-2820	YJL084C
3406	OG0003406	augustus_masked-LN736369.1-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-3.129&CDS=1-402	YKR020W
3407	OG0003407	snap_masked-LN736369.1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.71&CDS=1-1992	YJL083W
3408	OG0003408	snap_masked-LN736369.1-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.72&CDS=1-2175	YKR018C
3409	OG0003409	snap_masked-LN736369.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.73&CDS=1-1629	YKR017C
3410	OG0003410	snap_masked-LN736369.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.90&CDS=1-1440	YJL081C
3411	OG0003411	snap_masked-LN736369.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.91&CDS=1-1521	YKR016W
3412	OG0003412	snap_masked-LN736369.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.92&CDS=1-3612	YJL080C
3413	OG0003413	augustus_masked-LN736369.1-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-3.118&CDS=1-957	YKR011C
3414	OG0003414	snap_masked-LN736369.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.95&CDS=1-1752	YOR386W
3415	OG0003415	snap_masked-LN736369.1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-3.96&CDS=1-873	YHR029C
3416	OG0003416	augustus_masked-LN736369.1-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-3.119&CDS=1-3756	YJL076W
3417	OG0003417	maker-LN736369.1-snap-gene-4.0-mRNA-1_1&gene=maker-LN736369.1-snap-gene-4.0&CDS=1-3801	YJL074C
3418	OG0003418	snap_masked-LN736369.1-processed-gene-4.72-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.72&CDS=1-1242	YBR287W
3419	OG0003419	snap_masked-LN736369.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.70&CDS=1-1872	YJL073W
3420	OG0003420	snap_masked-LN736369.1-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.73&CDS=1-1542	YBR286W
3421	OG0003421	snap_masked-LN736369.1-processed-gene-4.115-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.115&CDS=1-621	YJL072C
3422	OG0003422	snap_masked-LN736369.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.75&CDS=1-1653	YJL071W
3423	OG0003423	snap_masked-LN736369.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.116&CDS=1-2349	YJL070C
3424	OG0003424	augustus_masked-LN736369.1-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.9&CDS=1-4644	YBR275C
3425	OG0003425	maker-LN736369.1-snap-gene-4.1-mRNA-1_1&gene=maker-LN736369.1-snap-gene-4.1&CDS=1-1530	YBR274W
3426	OG0003426	snap_masked-LN736369.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.78&CDS=1-1284	YBR273C
3427	OG0003427	augustus_masked-LN736369.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.48&CDS=1-1371	YJL049W
3428	OG0003428	augustus_masked-LN736369.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.11&CDS=1-1449	YBR272C
3429	OG0003429	snap_masked-LN736369.1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.120&CDS=1-3255	YJL050W
3430	OG0003430	snap_masked-LN736369.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.121&CDS=1-792	YLR285W
3431	OG0003431	snap_masked-LN736369.1-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.81&CDS=1-837	YLR284C
3432	OG0003432	snap_masked-LN736369.1-processed-gene-4.122-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.122&CDS=1-894	YLR283W
3433	OG0003433	snap_masked-LN736369.1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.123&CDS=1-906	YGR127W
3434	OG0003434	snap_masked-LN736369.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.82&CDS=1-375	YLR281C
3435	OG0003435	snap_masked-LN736369.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.83&CDS=1-3405	YLR278C
3436	OG0003436	snap_masked-LN736369.1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.84&CDS=1-2328	YLR277C
3437	OG0003437	snap_masked-LN736369.1-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.85&CDS=1-1791	YLR276C
3438	OG0003438	snap_masked-LN736369.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.124&CDS=1-327	YLR275W
3439	OG0003439	snap_masked-LN736369.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.125&CDS=1-2289	YLR274W
3440	OG0003440	augustus_masked-LN736369.1-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.19&CDS=1-2139	YOR178C
3441	OG0003441	snap_masked-LN736369.1-processed-gene-4.90-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.90&CDS=1-3435	YLR272C
3442	OG0003442	snap_masked-LN736369.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.126&CDS=1-1056	YOR176W
3443	OG0003443	snap_masked-LN736369.1-processed-gene-4.91-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.91&CDS=1-1818	YOR175C
3444	OG0003444	snap_masked-LN736369.1-processed-gene-4.127-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.127&CDS=1-798	YOR174W
3445	OG0003445	snap_masked-LN736369.1-processed-gene-4.128-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.128&CDS=1-783	YLR271W
3446	OG0003446	snap_masked-LN736369.1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.129&CDS=1-1080	YLR270W
3447	OG0003447	snap_masked-LN736369.1-processed-gene-4.130-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.130&CDS=1-642	YLR268W
3448	OG0003448	augustus_masked-LN736369.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.24&CDS=1-1020	YBR152W
3449	OG0003449	snap_masked-LN736369.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.94&CDS=1-750	YBR153W
3450	OG0003450	snap_masked-LN736369.1-processed-gene-4.131-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.131&CDS=1-645	YBR154C
3451	OG0003451	augustus_masked-LN736369.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.57&CDS=1-2796	YOL087C
3452	OG0003452	augustus_masked-LN736369.1-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.26&CDS=1-348	YOL086W-A
3453	OG0003453	snap_masked-LN736369.1-processed-gene-4.133-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.133&CDS=1-837	YBR146W
3454	OG0003454	snap_masked-LN736369.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.98&CDS=1-1311	YBR143C
3455	OG0003455	snap_masked-LN736369.1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.137&CDS=1-2427	YBR142W
3456	OG0003456	snap_masked-LN736369.1-processed-gene-4.99-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.99&CDS=1-999	YBR141C
3457	OG0003457	snap_masked-LN736369.1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.138&CDS=1-918	YOL080C
3458	OG0003458	snap_masked-LN736369.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.101&CDS=1-3228	YOL078W
3459	OG0003459	snap_masked-LN736369.1-processed-gene-4.102-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.102&CDS=1-207	YOL077W-A
3460	OG0003460	snap_masked-LN736369.1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.140&CDS=1-885	YOL077C
3461	OG0003461	augustus_masked-LN736369.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.35&CDS=1-2340	YOL076W
3462	OG0003462	snap_masked-LN736369.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.105&CDS=1-681	YDL010W
3463	OG0003463	snap_masked-LN736369.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.106&CDS=1-408	YDL008W
3464	OG0003464	maker-LN736369.1-augustus-gene-4.147-mRNA-1_1&gene=maker-LN736369.1-augustus-gene-4.147&CDS=1-2922	YBR006W
3465	OG0003465	augustus_masked-LN736369.1-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.65&CDS=1-1140	YDR005C
3466	OG0003466	snap_masked-LN736369.1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.142&CDS=1-1893	YBR007C
3467	OG0003467	snap_masked-LN736369.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.143&CDS=1-2703	YDR006C
3468	OG0003468	snap_masked-LN736369.1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.111&CDS=1-441	YDR437W
3469	OG0003469	snap_masked-LN736369.1-processed-gene-4.144-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.144&CDS=1-1425	YML017W
3470	OG0003470	snap_masked-LN736369.1-processed-gene-4.112-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.112&CDS=1-1200	YML018C
3471	OG0003471	snap_masked-LN736369.1-processed-gene-4.145-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.145&CDS=1-969	YML019W
3472	OG0003472	augustus_masked-LN736369.1-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-LN736369.1-processed-gene-4.42&CDS=1-750	YDR439W
3473	OG0003473	snap_masked-LN736369.1-processed-gene-4.146-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.146&CDS=1-1992	YML020W
3474	OG0003474	snap_masked-LN736369.1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-LN736369.1-processed-gene-4.114&CDS=1-1002	YML021C
3475	OG0003475	snap_masked-LN736370.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.47&CDS=1-1338	YCL063W
3476	OG0003476	snap_masked-LN736370.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.68&CDS=1-3069	YCL061C
3477	OG0003477	snap_masked-LN736370.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.69&CDS=1-1005	YCL059C
3478	OG0003478	snap_masked-LN736370.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.48&CDS=1-318	YCL058W-A
3479	OG0003479	snap_masked-LN736370.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.70&CDS=1-246	YCL057C-A
3480	OG0003480	snap_masked-LN736370.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.50&CDS=1-963	YCL055W
3481	OG0003481	snap_masked-LN736370.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.51&CDS=1-2469	YCL054W
3482	OG0003482	snap_masked-LN736370.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.74&CDS=1-1245	YCL052C
3483	OG0003483	snap_masked-LN736370.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.53&CDS=1-1101	YDR531W
3484	OG0003484	snap_masked-LN736370.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.77&CDS=1-1083	YDR532C
3485	OG0003485	snap_masked-LN736370.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.78&CDS=1-1347	YDR527W
3486	OG0003486	augustus_masked-LN736370.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-LN736370.1-processed-gene-0.126&CDS=1-876	YIR030C
3487	OG0003487	snap_masked-LN736370.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.54&CDS=1-2541	YDR524C
3488	OG0003488	snap_masked-LN736370.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.55&CDS=1-1491	YDR523C
3489	OG0003489	snap_masked-LN736370.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.56&CDS=1-1434	YCL048W
3490	OG0003490	snap_masked-LN736370.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.57&CDS=1-2313	YDR520C
3491	OG0003491	snap_masked-LN736370.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.84&CDS=1-2226	YCL045C
3492	OG0003492	snap_masked-LN736370.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.85&CDS=1-1209	YCL044C
3493	OG0003493	snap_masked-LN736370.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.86&CDS=1-1566	YCL043C
3494	OG0003494	snap_masked-LN736370.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.87&CDS=1-1152	YDR517W
3495	OG0003495	snap_masked-LN736370.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.58&CDS=1-1482	YCL040W
3496	OG0003496	snap_masked-LN736370.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.59&CDS=1-2250	YCL039W
3497	OG0003497	snap_masked-LN736370.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.88&CDS=1-1509	YCL038C
3498	OG0003498	snap_masked-LN736370.1-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.89&CDS=1-1494	YCL037C
3499	OG0003499	snap_masked-LN736370.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.60&CDS=1-1317	YDR514C
3500	OG0003500	snap_masked-LN736370.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.63&CDS=1-1002	YCL034W
3501	OG0003501	snap_masked-LN736370.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LN736370.1-processed-gene-0.91&CDS=1-396	YCL033C
3502	OG0003502	augustus_masked-LN736370.1-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-LN736370.1-processed-gene-0.113&CDS=1-264	YDR512C
