	OrthologID	Hanseniaspora_vinae	Saccharomyces_cerevisiae
2987	OG0002987	augustus_masked-JFAV02000269.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.4&CDS=1-2880	YBR074W
2988	OG0002988	augustus_masked-JFAV02000269.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.0&CDS=1-1113	YDR047W
2989	OG0002989	augustus_masked-JFAV02000269.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.1&CDS=1-1884	YDR049W
2990	OG0002990	augustus_masked-JFAV02000269.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.5&CDS=1-2904	YBR073W
2991	OG0002991	augustus_masked-JFAV02000269.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.2&CDS=1-756	YBR070C
2992	OG0002992	augustus_masked-JFAV02000269.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000269.1-processed-gene-0.6&CDS=1-756	YDR050C
2993	OG0002993	genemark-JFAV02000270.1-processed-gene-0.23-mRNA-1_1&gene=genemark-JFAV02000270.1-processed-gene-0.23&CDS=1-3900	YBL066C
2994	OG0002994	augustus_masked-JFAV02000270.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.12&CDS=1-1374	YER119C
2995	OG0002995	augustus_masked-JFAV02000270.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.13&CDS=1-612	YBL090W
2996	OG0002996	augustus_masked-JFAV02000270.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.2&CDS=1-1311	YBL091C
2997	OG0002997	augustus_masked-JFAV02000270.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.3&CDS=1-816	YER120W
2998	OG0002998	augustus_masked-JFAV02000270.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.14&CDS=1-393	YBL092W
2999	OG0002999	augustus_masked-JFAV02000270.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.15&CDS=1-732	YBL093C
3000	OG0003000	augustus_masked-JFAV02000270.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.16&CDS=1-1515	YER122C
3001	OG0003001	genemark-JFAV02000270.1-processed-gene-0.38-mRNA-1_1&gene=genemark-JFAV02000270.1-processed-gene-0.38&CDS=1-822	YBL095W
3002	OG0003002	genemark-JFAV02000270.1-processed-gene-0.26-mRNA-1_1&gene=genemark-JFAV02000270.1-processed-gene-0.26&CDS=1-2823	YBL097W
3003	OG0003003	augustus_masked-JFAV02000270.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.5&CDS=1-2166	YPR024W
3004	OG0003004	augustus_masked-JFAV02000270.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.18&CDS=1-1083	YPR025C
3005	OG0003005	augustus_masked-JFAV02000270.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.19&CDS=1-1638	YBL099W
3006	OG0003006	augustus_masked-JFAV02000270.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.6&CDS=1-3672	YPR026W
3007	OG0003007	augustus_masked-JFAV02000270.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.7&CDS=1-639	YPR028W
3008	OG0003008	snap_masked-JFAV02000270.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-JFAV02000270.1-processed-gene-0.62&CDS=1-2553	YPR029C
3009	OG0003009	augustus_masked-JFAV02000270.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.8&CDS=1-3360	YER111C
3010	OG0003010	augustus_masked-JFAV02000270.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.9&CDS=1-3354	YER110C
3011	OG0003011	augustus_masked-JFAV02000270.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000270.1-processed-gene-0.10&CDS=1-1563	YBL082C
3012	OG0003012	snap_masked-JFAV02000270.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-JFAV02000270.1-processed-gene-0.54&CDS=1-3534	YER109C
3013	OG0003013	augustus_masked-JFAV02000272.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.23&CDS=1-975	YLR017W
3014	OG0003014	augustus_masked-JFAV02000272.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.2&CDS=1-2034	YLR117C
3015	OG0003015	augustus_masked-JFAV02000272.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.24&CDS=1-1323	YLR116W
3016	OG0003016	augustus_masked-JFAV02000272.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.25&CDS=1-2769	YLR115W
3017	OG0003017	augustus_masked-JFAV02000272.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.4&CDS=1-2982	YLR114C
3018	OG0003018	snap_masked-JFAV02000272.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-JFAV02000272.1-processed-gene-0.70&CDS=1-1998	YDR137W
3019	OG0003019	augustus_masked-JFAV02000272.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.28&CDS=1-1047	YLR113W
3020	OG0003020	augustus_masked-JFAV02000272.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.29&CDS=1-1161	YLR107W
3021	OG0003021	augustus_masked-JFAV02000272.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.10&CDS=1-14745	YLR106C
3022	OG0003022	augustus_masked-JFAV02000272.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.11&CDS=1-1065	YLR105C
3023	OG0003023	augustus_masked-JFAV02000272.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.30&CDS=1-399	YLR104W
3024	OG0003024	augustus_masked-JFAV02000272.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.12&CDS=1-1899	YLR103C
3025	OG0003025	augustus_masked-JFAV02000272.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.14&CDS=1-1956	YDR129C
3026	OG0003026	augustus_masked-JFAV02000272.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.31&CDS=1-1029	YLR100W
3027	OG0003027	augustus_masked-JFAV02000272.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.32&CDS=1-3522	YDR128W
3028	OG0003028	augustus_masked-JFAV02000272.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.33&CDS=1-4749	YDR127W
3029	OG0003029	augustus_masked-JFAV02000272.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.34&CDS=1-288	YDR126W
3030	OG0003030	augustus_masked-JFAV02000272.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.35&CDS=1-528	YLR099W-A
3031	OG0003031	augustus_masked-JFAV02000272.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.15&CDS=1-1125	YLR097C
3032	OG0003032	augustus_masked-JFAV02000272.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.17&CDS=1-2928	YLR095C
3033	OG0003033	augustus_masked-JFAV02000272.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.18&CDS=1-1515	YLR094C
3034	OG0003034	augustus_masked-JFAV02000272.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.38&CDS=1-519	YDR121W
3035	OG0003035	augustus_masked-JFAV02000272.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.21&CDS=1-1614	YDR120C
3036	OG0003036	augustus_masked-JFAV02000272.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-JFAV02000272.1-processed-gene-0.42&CDS=1-2943	YDR118W
3037	OG0003037	snap_masked-JFAV02000273.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-JFAV02000273.1-processed-gene-0.4&CDS=1-177	YOR045W
3038	OG0003038	augustus_masked-JFAV02000273.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000273.1-processed-gene-0.9&CDS=1-1803	YOR043W
3039	OG0003039	snap_masked-JFAV02000273.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-JFAV02000273.1-processed-gene-0.6&CDS=1-2070	YOR042W
3040	OG0003040	snap_masked-JFAV02000273.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-JFAV02000273.1-processed-gene-0.8&CDS=1-3237	YDR270W
3041	OG0003041	augustus_masked-JFAV02000275.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000275.1-processed-gene-0.9&CDS=1-1479	YNR001C
3042	OG0003042	augustus_masked-JFAV02000275.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000275.1-processed-gene-0.15&CDS=1-636	YCR003W
3043	OG0003043	augustus_masked-JFAV02000275.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000275.1-processed-gene-0.11&CDS=1-1005	YCR002C
3044	OG0003044	augustus_masked-JFAV02000275.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000275.1-processed-gene-0.12&CDS=1-609	YCL001W
3045	OG0003045	augustus_masked-JFAV02000275.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000275.1-processed-gene-0.13&CDS=1-1155	YNL001W
3046	OG0003046	snap_masked-JFAV02000276.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.40&CDS=1-5361	YLL048C
3047	OG0003047	snap_masked-JFAV02000276.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.41&CDS=1-738	YHL034C
3048	OG0003048	augustus_masked-JFAV02000276.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.57&CDS=1-1464	YKL211C
3049	OG0003049	augustus_masked-JFAV02000276.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.70&CDS=1-1902	YKL212W
3050	OG0003050	maker-JFAV02000276.1-snap-gene-0.85-mRNA-1_1&gene=maker-JFAV02000276.1-snap-gene-0.85&CDS=1-1509	YPR084W
3051	OG0003051	snap_masked-JFAV02000276.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.44&CDS=1-1290	YPR085C
3052	OG0003052	augustus_masked-JFAV02000276.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.72&CDS=1-1698	YBR130C
3053	OG0003053	augustus_masked-JFAV02000276.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.73&CDS=1-1620	YPR088C
3054	OG0003054	snap_masked-JFAV02000276.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.30&CDS=1-1977	YBR131W
3055	OG0003055	snap_masked-JFAV02000276.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.31&CDS=1-2115	YPR089W
3056	OG0003056	genemark-JFAV02000276.1-processed-gene-0.19-mRNA-1_1&gene=genemark-JFAV02000276.1-processed-gene-0.19&CDS=1-2685	YBR133C
3057	OG0003057	augustus_masked-JFAV02000276.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.61&CDS=1-408	YBR135W
3058	OG0003058	augustus_masked-JFAV02000276.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.62&CDS=1-7230	YBR136W
3059	OG0003059	augustus_masked-JFAV02000276.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.75&CDS=1-2511	YPR091C
3060	OG0003060	snap_masked-JFAV02000276.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.34&CDS=1-1047	YGR080W
3061	OG0003061	genemark-JFAV02000276.1-processed-gene-0.7-mRNA-1_1&gene=genemark-JFAV02000276.1-processed-gene-0.7&CDS=1-351	YPR094W
3062	OG0003062	augustus_masked-JFAV02000276.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.77&CDS=1-699	YGR081C
3063	OG0003063	augustus_masked-JFAV02000276.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.64&CDS=1-498	YGR082W
3064	OG0003064	augustus_masked-JFAV02000276.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.78&CDS=1-501	YPR098C
3065	OG0003065	augustus_masked-JFAV02000276.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.65&CDS=1-435	YPR100W
3066	OG0003066	augustus_masked-JFAV02000276.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.79&CDS=1-1824	YGR083C
3067	OG0003067	snap_masked-JFAV02000276.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.53&CDS=1-1182	YGR084C
3068	OG0003068	augustus_masked-JFAV02000276.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-JFAV02000276.1-processed-gene-0.67&CDS=1-882	YPR103W
3069	OG0003069	maker-JFAV02000276.1-snap-gene-0.87-mRNA-1_1&gene=maker-JFAV02000276.1-snap-gene-0.87&CDS=1-4596	YPR104C
3070	OG0003070	snap_masked-JFAV02000276.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-JFAV02000276.1-processed-gene-0.56&CDS=1-2169	YPR105C
3071	OG0003071	augustus_masked-JFAV02000277.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.29&CDS=1-1026	YOR061W
3072	OG0003072	snap_masked-JFAV02000277.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-JFAV02000277.1-processed-gene-0.2&CDS=1-2412	YOR059C
3073	OG0003073	augustus_masked-JFAV02000277.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.30&CDS=1-441	YKR074W
3074	OG0003074	snap_masked-JFAV02000277.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-JFAV02000277.1-processed-gene-0.3&CDS=1-2802	YOR058C
3075	OG0003075	snap_masked-JFAV02000277.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-JFAV02000277.1-processed-gene-0.13&CDS=1-1377	YOR057W
3076	OG0003076	augustus_masked-JFAV02000277.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.22&CDS=1-1437	YOR056C
3077	OG0003077	augustus_masked-JFAV02000277.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.24&CDS=1-1158	YKR071C
3078	OG0003078	augustus_masked-JFAV02000277.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.25&CDS=1-615	YOR052C
3079	OG0003079	augustus_masked-JFAV02000277.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.26&CDS=1-1377	YOR051C
3080	OG0003080	snap_masked-JFAV02000277.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-JFAV02000277.1-processed-gene-0.9&CDS=1-1296	YOR049C
3081	OG0003081	augustus_masked-JFAV02000277.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.33&CDS=1-2691	YOR048C
3082	OG0003082	augustus_masked-JFAV02000277.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.28&CDS=1-609	YKR068C
3083	OG0003083	augustus_masked-JFAV02000277.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-JFAV02000277.1-processed-gene-0.34&CDS=1-2421	YKR067W
3084	OG0003084	genemark-JFAV02000279.1-processed-gene-0.5-mRNA-1_1&gene=genemark-JFAV02000279.1-processed-gene-0.5&CDS=1-1605	YKR017C
3085	OG0003085	augustus_masked-JFAV02000279.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-JFAV02000279.1-processed-gene-0.29&CDS=1-1422	YJL081C
3086	OG0003086	augustus_masked-JFAV02000279.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-JFAV02000279.1-processed-gene-0.30&CDS=1-1662	YKR016W
3087	OG0003087	augustus_masked-JFAV02000279.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000279.1-processed-gene-0.26&CDS=1-777	YKR014C
3088	OG0003088	augustus_masked-JFAV02000279.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-JFAV02000279.1-processed-gene-0.32&CDS=1-3843	YJL080C
3089	OG0003089	augustus_masked-JFAV02000280.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.46&CDS=1-1923	YPL247C
3090	OG0003090	augustus_masked-JFAV02000280.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.39&CDS=1-747	YMR188C
3091	OG0003091	snap_masked-JFAV02000280.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-JFAV02000280.1-processed-gene-0.31&CDS=1-1095	YPL246C
3092	OG0003092	augustus_masked-JFAV02000280.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.48&CDS=1-996	YIL164C
3093	OG0003093	augustus_masked-JFAV02000280.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.49&CDS=1-1041	YPL244C
3094	OG0003094	genemark-JFAV02000280.1-processed-gene-0.2-mRNA-1_1&gene=genemark-JFAV02000280.1-processed-gene-0.2&CDS=1-1698	YLR259C
3095	OG0003095	snap_masked-JFAV02000280.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-JFAV02000280.1-processed-gene-0.23&CDS=1-1752	YML043C
3096	OG0003096	snap_masked-JFAV02000280.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-JFAV02000280.1-processed-gene-0.34&CDS=1-1809	YOL013C
3097	OG0003097	genemark-JFAV02000280.1-processed-gene-0.15-mRNA-1_1&gene=genemark-JFAV02000280.1-processed-gene-0.15&CDS=1-411	YOL012C
3098	OG0003098	genemark-JFAV02000280.1-processed-gene-0.5-mRNA-1_1&gene=genemark-JFAV02000280.1-processed-gene-0.5&CDS=1-651	YLR268W
3099	OG0003099	augustus_masked-JFAV02000280.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.44&CDS=1-927	YOR174W
3100	OG0003100	augustus_masked-JFAV02000280.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.52&CDS=1-1890	YOR175C
3101	OG0003101	augustus_masked-JFAV02000280.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.45&CDS=1-1203	YOR176W
3102	OG0003102	augustus_masked-JFAV02000280.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-JFAV02000280.1-processed-gene-0.53&CDS=1-3531	YLR272C
3103	OG0003103	snap_masked-JFAV02000281.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-JFAV02000281.1-processed-gene-0.14&CDS=1-4587	YBL034C
3104	OG0003104	augustus_masked-JFAV02000281.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.3&CDS=1-2211	YBL035C
3105	OG0003105	snap_masked-JFAV02000281.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-JFAV02000281.1-processed-gene-0.21&CDS=1-2814	YBR086C
3106	OG0003106	augustus_masked-JFAV02000281.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.4&CDS=1-810	YBL036C
3107	OG0003107	snap_masked-JFAV02000281.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-JFAV02000281.1-processed-gene-0.22&CDS=1-3600	YBL037W
3108	OG0003108	augustus_masked-JFAV02000281.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.5&CDS=1-1107	YBR087W
3109	OG0003109	augustus_masked-JFAV02000281.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.11&CDS=1-645	YBL038W
3110	OG0003110	augustus_masked-JFAV02000281.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.6&CDS=1-1455	YPR047W
3111	OG0003111	augustus_masked-JFAV02000281.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.7&CDS=1-1836	YPR048W
3112	OG0003112	snap_masked-JFAV02000281.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-JFAV02000281.1-processed-gene-0.24&CDS=1-3417	YPR049C
3113	OG0003113	augustus_masked-JFAV02000281.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000281.1-processed-gene-0.8&CDS=1-558	YPR051W
3114	OG0003114	maker-JFAV02000281.1-augustus-gene-0.26-mRNA-1_1&gene=maker-JFAV02000281.1-augustus-gene-0.26&CDS=1-777	YBR088C
3115	OG0003115	augustus_masked-JFAV02000282.1-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.176&CDS=1-1500	YOL148C
3116	OG0003116	augustus_masked-JFAV02000282.1-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.177&CDS=1-741	YOL147C
3117	OG0003117	augustus_masked-JFAV02000282.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.146&CDS=1-621	YOL146W
3118	OG0003118	augustus_masked-JFAV02000282.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.178&CDS=1-3387	YOL145C
3119	OG0003119	augustus_masked-JFAV02000282.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.147&CDS=1-1533	YOL144W
3120	OG0003120	augustus_masked-JFAV02000282.1-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.179&CDS=1-492	YOL143C
3121	OG0003121	augustus_masked-JFAV02000282.1-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.180&CDS=1-1296	YNL330C
3122	OG0003122	augustus_masked-JFAV02000282.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.181&CDS=1-3354	YNL329C
3123	OG0003123	augustus_masked-JFAV02000282.1-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.182&CDS=1-1020	YNL326C
3124	OG0003124	genemark-JFAV02000282.1-processed-gene-0.10-mRNA-1_1&gene=genemark-JFAV02000282.1-processed-gene-0.10&CDS=1-1029	YLR426W
3125	OG0003125	genemark-JFAV02000282.1-processed-gene-0.11-mRNA-1_1&gene=genemark-JFAV02000282.1-processed-gene-0.11&CDS=1-1554	YNL317W
3126	OG0003126	snap_masked-JFAV02000282.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-JFAV02000282.1-processed-gene-0.108&CDS=1-2481	YOL136C
3127	OG0003127	augustus_masked-JFAV02000282.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.150&CDS=1-717	YOL139C
3128	OG0003128	maker-JFAV02000282.1-snap-gene-0.4-mRNA-1_1&gene=maker-JFAV02000282.1-snap-gene-0.4&CDS=1-3525	YNL321W
3129	OG0003129	augustus_masked-JFAV02000282.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.151&CDS=1-1026	YNL322C
3130	OG0003130	augustus_masked-JFAV02000282.1-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.185&CDS=1-1314	YOL140W
3131	OG0003131	augustus_masked-JFAV02000282.1-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.186&CDS=1-1311	YNL323W
3132	OG0003132	snap_masked-JFAV02000282.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-JFAV02000282.1-processed-gene-0.78&CDS=1-4494	YOL138C
3133	OG0003133	augustus_masked-JFAV02000282.1-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.188&CDS=1-840	YNL320W
3134	OG0003134	augustus_masked-JFAV02000282.1-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.189&CDS=1-621	YOL135C
3135	OG0003135	augustus_masked-JFAV02000282.1-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.153&CDS=1-378	YOL133W
3136	OG0003136	augustus_masked-JFAV02000282.1-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.190&CDS=1-1080	YNL316C
3137	OG0003137	augustus_masked-JFAV02000282.1-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.191&CDS=1-975	YNL315C
3138	OG0003138	snap_masked-JFAV02000282.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-JFAV02000282.1-processed-gene-0.80&CDS=1-1620	YNL314W
3139	OG0003139	snap_masked-JFAV02000282.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-JFAV02000282.1-processed-gene-0.81&CDS=1-1032	YOL073C
3140	OG0003140	augustus_masked-JFAV02000282.1-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.193&CDS=1-582	YGR078C
3141	OG0003141	snap_masked-JFAV02000282.1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-JFAV02000282.1-processed-gene-0.118&CDS=1-1104	YOL065C
3142	OG0003142	augustus_masked-JFAV02000282.1-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.157&CDS=1-1758	YOL066C
3143	OG0003143	augustus_masked-JFAV02000282.1-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-JFAV02000282.1-processed-gene-0.158&CDS=1-2628	YDL040C
