	OrthologID	Candida_dubliniensis	Saccharomyces_cerevisiae
2689	OG0002689	genemark-NC_012865.1-processed-gene-4.115-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-4.115&CDS=1-534	YOL129W
2690	OG0002690	genemark-NC_012865.1-processed-gene-4.134-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-4.134&CDS=1-1221	YNL307C
2691	OG0002691	augustus_masked-NC_012865.1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-4.25&CDS=1-570	YPL218W
2692	OG0002692	genemark-NC_012865.1-processed-gene-4.117-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-4.117&CDS=1-2034	YGL099W
2693	OG0002693	genemark-NC_012865.1-processed-gene-4.137-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-4.137&CDS=1-2760	YGL137W
2694	OG0002694	genemark-NC_012865.1-processed-gene-4.138-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-4.138&CDS=1-1827	YNL048W
2695	OG0002695	genemark-NC_012865.1-processed-gene-5.47-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.47&CDS=1-2244	YPL207W
2696	OG0002696	genemark-NC_012865.1-processed-gene-5.45-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.45&CDS=1-1710	YGL066W
2697	OG0002697	genemark-NC_012865.1-processed-gene-5.49-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.49&CDS=1-1734	YPL209C
2698	OG0002698	genemark-NC_012865.1-processed-gene-5.50-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.50&CDS=1-1281	YPL204W
2699	OG0002699	genemark-NC_012865.1-processed-gene-5.69-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.69&CDS=1-1641	YPL212C
2700	OG0002700	genemark-NC_012865.1-processed-gene-5.51-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.51&CDS=1-543	YPL211W
2701	OG0002701	genemark-NC_012865.1-processed-gene-5.70-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.70&CDS=1-1434	YGL129C
2702	OG0002702	genemark-NC_012865.1-processed-gene-5.52-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.52&CDS=1-1683	YGL064C
2703	OG0002703	genemark-NC_012865.1-processed-gene-5.53-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.53&CDS=1-1386	YGL067W
2704	OG0002704	augustus_masked-NC_012865.1-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-5.98&CDS=1-1164	YPL206C
2705	OG0002705	genemark-NC_012865.1-processed-gene-5.71-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.71&CDS=1-795	YAL032C
2706	OG0002706	genemark-NC_012865.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.72&CDS=1-978	YPL215W
2707	OG0002707	genemark-NC_012865.1-processed-gene-5.57-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.57&CDS=1-1902	YPL210C
2708	OG0002708	genemark-NC_012865.1-processed-gene-5.74-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.74&CDS=1-1182	YDR019C
2709	OG0002709	genemark-NC_012865.1-processed-gene-5.59-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.59&CDS=1-795	YLL027W
2710	OG0002710	genemark-NC_012865.1-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.62&CDS=1-1044	YMR315W
2711	OG0002711	genemark-NC_012865.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.78&CDS=1-996	YDR498C
2712	OG0002712	genemark-NC_012865.1-processed-gene-5.63-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.63&CDS=1-1491	YMR285C
2713	OG0002713	snap_masked-NC_012865.1-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-5.32&CDS=1-819	YIL106W
2714	OG0002714	genemark-NC_012865.1-processed-gene-5.64-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.64&CDS=1-2526	YPL190C
2715	OG0002715	genemark-NC_012865.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.80&CDS=1-1512	YDR168W
2716	OG0002716	snap_masked-NC_012865.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-5.35&CDS=1-2268	YML097C
2717	OG0002717	genemark-NC_012865.1-processed-gene-5.83-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.83&CDS=1-1044	YKR088C
2718	OG0002718	genemark-NC_012865.1-processed-gene-5.84-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.84&CDS=1-1452	YCR028C
2719	OG0002719	genemark-NC_012865.1-processed-gene-5.87-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.87&CDS=1-1911	YPL184C
2720	OG0002720	genemark-NC_012865.1-processed-gene-5.88-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.88&CDS=1-8619	YBL088C
2721	OG0002721	genemark-NC_012865.1-processed-gene-5.67-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.67&CDS=1-1641	YDR531W
2722	OG0002722	genemark-NC_012865.1-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-5.68&CDS=1-1560	YPL112C
2723	OG0002723	genemark-NC_012865.1-processed-gene-6.47-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.47&CDS=1-1218	YGR012W
2724	OG0002724	genemark-NC_012865.1-processed-gene-6.48-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.48&CDS=1-2793	YML034W
2725	OG0002725	augustus_masked-NC_012865.1-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-6.4&CDS=1-945	YKR020W
2726	OG0002726	genemark-NC_012865.1-processed-gene-6.49-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.49&CDS=1-834	YBR257W
2727	OG0002727	genemark-NC_012865.1-processed-gene-6.46-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.46&CDS=1-1359	YJL046W
2728	OG0002728	genemark-NC_012865.1-processed-gene-6.68-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.68&CDS=1-3231	YLR389C
2729	OG0002729	genemark-NC_012865.1-processed-gene-6.69-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.69&CDS=1-1065	YDR202C
2730	OG0002730	genemark-NC_012865.1-processed-gene-6.71-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.71&CDS=1-522	YKL069W
2731	OG0002731	genemark-NC_012865.1-processed-gene-6.54-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.54&CDS=1-2220	YOL063C
2732	OG0002732	genemark-NC_012865.1-processed-gene-6.55-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.55&CDS=1-1548	YKL089W
2733	OG0002733	genemark-NC_012865.1-processed-gene-6.72-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.72&CDS=1-705	YKL009W
2734	OG0002734	genemark-NC_012865.1-processed-gene-6.75-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.75&CDS=1-1941	YDR129C
2735	OG0002735	genemark-NC_012865.1-processed-gene-6.57-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.57&CDS=1-2430	YLR148W
2736	OG0002736	genemark-NC_012865.1-processed-gene-6.77-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.77&CDS=1-1866	YLR380W
2737	OG0002737	genemark-NC_012865.1-processed-gene-6.60-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.60&CDS=1-2769	YLR382C
2738	OG0002738	genemark-NC_012865.1-processed-gene-6.79-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.79&CDS=1-2295	YGR150C
2739	OG0002739	genemark-NC_012865.1-processed-gene-6.61-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.61&CDS=1-4788	YOR093C
2740	OG0002740	genemark-NC_012865.1-processed-gene-6.63-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.63&CDS=1-384	YDR529C
2741	OG0002741	genemark-NC_012865.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.81&CDS=1-873	YLR348C
2742	OG0002742	genemark-NC_012865.1-processed-gene-6.82-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.82&CDS=1-1131	YBL032W
2743	OG0002743	genemark-NC_012865.1-processed-gene-6.65-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-6.65&CDS=1-1491	YJL081C
2744	OG0002744	genemark-NC_012865.1-processed-gene-7.0-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.0&CDS=1-2031	YEL011W
2745	OG0002745	genemark-NC_012865.1-processed-gene-7.1-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.1&CDS=1-2838	YPR097W
2746	OG0002746	snap_masked-NC_012865.1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-7.47&CDS=1-993	YHR029C
2747	OG0002747	genemark-NC_012865.1-processed-gene-7.2-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.2&CDS=1-1914	YGL095C
2748	OG0002748	genemark-NC_012865.1-processed-gene-7.22-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.22&CDS=1-1422	YPL181W
2749	OG0002749	augustus_masked-NC_012865.1-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-7.116&CDS=1-1035	YJL088W
2750	OG0002750	genemark-NC_012865.1-processed-gene-7.6-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.6&CDS=1-990	YNR003C
2751	OG0002751	genemark-NC_012865.1-processed-gene-7.8-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.8&CDS=1-1671	YBR008C
2752	OG0002752	augustus_masked-NC_012865.1-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-7.99&CDS=1-2211	YPL270W
2753	OG0002753	genemark-NC_012865.1-processed-gene-7.30-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.30&CDS=1-3510	YEL055C
2754	OG0002754	genemark-NC_012865.1-processed-gene-7.12-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.12&CDS=1-1041	YJR105W
2755	OG0002755	genemark-NC_012865.1-processed-gene-7.14-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.14&CDS=1-3000	YNL325C
2756	OG0002756	genemark-NC_012865.1-processed-gene-7.39-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.39&CDS=1-1539	YDR539W
2757	OG0002757	genemark-NC_012865.1-processed-gene-7.20-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.20&CDS=1-687	YDR538W
2758	OG0002758	maker-NC_012865.1-snap-gene-7.43-mRNA-1_1&gene=maker-NC_012865.1-snap-gene-7.43&CDS=1-1614	YNR053C
2759	OG0002759	genemark-NC_012865.1-processed-gene-7.40-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.40&CDS=1-1431	YNR052C
2760	OG0002760	genemark-NC_012865.1-processed-gene-7.41-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-7.41&CDS=1-1188	YCR094W
2761	OG0002761	genemark-NC_012865.1-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.72&CDS=1-2883	YOR335C
2762	OG0002762	genemark-NC_012865.1-processed-gene-8.83-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.83&CDS=1-1386	YHL004W
2763	OG0002763	genemark-NC_012865.1-processed-gene-8.84-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.84&CDS=1-624	YKL117W
2764	OG0002764	genemark-NC_012865.1-processed-gene-8.85-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.85&CDS=1-1410	YLR058C
2765	OG0002765	genemark-NC_012865.1-processed-gene-8.87-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.87&CDS=1-1905	YBR280C
2766	OG0002766	genemark-NC_012865.1-processed-gene-8.88-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.88&CDS=1-1638	YDR536W
2767	OG0002767	genemark-NC_012865.1-processed-gene-8.89-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.89&CDS=1-1929	YLR023C
2768	OG0002768	genemark-NC_012865.1-processed-gene-8.74-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.74&CDS=1-1332	YOL001W
2769	OG0002769	genemark-NC_012865.1-processed-gene-8.90-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.90&CDS=1-897	YMR178W
2770	OG0002770	genemark-NC_012865.1-processed-gene-8.91-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.91&CDS=1-4482	YNR070W
2771	OG0002771	genemark-NC_012865.1-processed-gene-8.95-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.95&CDS=1-1152	YGL213C
2772	OG0002772	snap_masked-NC_012865.1-processed-gene-8.67-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-8.67&CDS=1-858	YNL286W
2773	OG0002773	genemark-NC_012865.1-processed-gene-8.78-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.78&CDS=1-1008	YGL115W
2774	OG0002774	genemark-NC_012865.1-processed-gene-8.79-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.79&CDS=1-2148	YGL114W
2775	OG0002775	genemark-NC_012865.1-processed-gene-8.97-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.97&CDS=1-1599	YBR233W
2776	OG0002776	genemark-NC_012865.1-processed-gene-8.98-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.98&CDS=1-1005	YBR231C
2777	OG0002777	genemark-NC_012865.1-processed-gene-8.82-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.82&CDS=1-1290	YGL065C
2778	OG0002778	genemark-NC_012865.1-processed-gene-8.101-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-8.101&CDS=1-1320	YDR388W
2779	OG0002779	genemark-NC_012865.1-processed-gene-9.61-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.61&CDS=1-4386	YMR247C
2780	OG0002780	genemark-NC_012865.1-processed-gene-9.62-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.62&CDS=1-1356	YBL091C
2781	OG0002781	genemark-NC_012865.1-processed-gene-9.63-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.63&CDS=1-1059	YER120W
2782	OG0002782	genemark-NC_012865.1-processed-gene-9.67-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.67&CDS=1-714	YOL147C
2783	OG0002783	genemark-NC_012865.1-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.68&CDS=1-2007	YOL144W
2784	OG0002784	genemark-NC_012865.1-processed-gene-9.69-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.69&CDS=1-1581	YBL082C
2785	OG0002785	genemark-NC_012865.1-processed-gene-9.94-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.94&CDS=1-2505	YER109C
2786	OG0002786	genemark-NC_012865.1-processed-gene-9.95-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.95&CDS=1-1164	YER107C
2787	OG0002787	maker-NC_012865.1-snap-gene-9.189-mRNA-1_1&gene=maker-NC_012865.1-snap-gene-9.189&CDS=1-1644	YNR051C
2788	OG0002788	genemark-NC_012865.1-processed-gene-9.98-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.98&CDS=1-672	YDR177W
2789	OG0002789	genemark-NC_012865.1-processed-gene-9.99-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.99&CDS=1-6678	YCR093W
2790	OG0002790	genemark-NC_012865.1-processed-gene-9.73-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.73&CDS=1-681	YMR132C
2791	OG0002791	snap_masked-NC_012865.1-processed-gene-9.170-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-9.170&CDS=1-249	YLR038C
2792	OG0002792	genemark-NC_012865.1-processed-gene-9.74-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.74&CDS=1-1287	YFL030W
2793	OG0002793	snap_masked-NC_012865.1-processed-gene-9.135-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-9.135&CDS=1-2178	YMR301C
2794	OG0002794	genemark-NC_012865.1-processed-gene-9.102-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.102&CDS=1-2820	YIL137C
2795	OG0002795	genemark-NC_012865.1-processed-gene-9.77-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.77&CDS=1-2751	YDR166C
2796	OG0002796	genemark-NC_012865.1-processed-gene-9.78-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.78&CDS=1-2490	YCL054W
2797	OG0002797	genemark-NC_012865.1-processed-gene-9.106-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.106&CDS=1-2307	YDR104C
2798	OG0002798	genemark-NC_012865.1-processed-gene-9.83-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.83&CDS=1-1188	YHL014C
2799	OG0002799	genemark-NC_012865.1-processed-gene-9.107-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.107&CDS=1-2325	YKL034W
2800	OG0002800	snap_masked-NC_012865.1-processed-gene-9.181-mRNA-1_1&gene=snap_masked-NC_012865.1-processed-gene-9.181&CDS=1-1254	YER152C
2801	OG0002801	genemark-NC_012865.1-processed-gene-9.84-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.84&CDS=1-414	YCL012C
2802	OG0002802	augustus_masked-NC_012865.1-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-9.54&CDS=1-3882	YCR042C
2803	OG0002803	genemark-NC_012865.1-processed-gene-9.86-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.86&CDS=1-3252	YBL076C
2804	OG0002804	augustus_masked-NC_012865.1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-NC_012865.1-processed-gene-9.56&CDS=1-2838	YPL183C
2805	OG0002805	genemark-NC_012865.1-processed-gene-9.115-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.115&CDS=1-2283	YPR003C
2806	OG0002806	genemark-NC_012865.1-processed-gene-9.87-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.87&CDS=1-987	YPR004C
2807	OG0002807	maker-NC_012865.1-augustus-gene-9.1-mRNA-1_1&gene=maker-NC_012865.1-augustus-gene-9.1&CDS=1-3828	YOR165W
2808	OG0002808	genemark-NC_012865.1-processed-gene-9.91-mRNA-1_1&gene=genemark-NC_012865.1-processed-gene-9.91&CDS=1-969	YOR368W
2809	OG0002809	genemark-NC_012866.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.95&CDS=1-2172	YGL245W
2810	OG0002810	genemark-NC_012866.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.77&CDS=1-1740	YFR048W
2811	OG0002811	genemark-NC_012866.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.78&CDS=1-1353	YOR166C
2812	OG0002812	genemark-NC_012866.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.79&CDS=1-681	YFR007W
2813	OG0002813	genemark-NC_012866.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.97&CDS=1-3498	YPR010C
2814	OG0002814	genemark-NC_012866.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.80&CDS=1-804	YGR024C
2815	OG0002815	genemark-NC_012866.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.81&CDS=1-2397	YOR168W
2816	OG0002816	genemark-NC_012866.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.82&CDS=1-531	YOL146W
2817	OG0002817	genemark-NC_012866.1-processed-gene-0.98-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.98&CDS=1-3258	YOL145C
2818	OG0002818	genemark-NC_012866.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.83&CDS=1-729	YBR261C
2819	OG0002819	genemark-NC_012866.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.84&CDS=1-1503	YCL004W
2820	OG0002820	genemark-NC_012866.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.85&CDS=1-795	YCL010C
2821	OG0002821	genemark-NC_012866.1-processed-gene-0.101-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.101&CDS=1-1758	YOL152W
2822	OG0002822	genemark-NC_012866.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.103&CDS=1-792	YCR009C
2823	OG0002823	genemark-NC_012866.1-processed-gene-0.105-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.105&CDS=1-2343	YER171W
2824	OG0002824	augustus_masked-NC_012866.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-0.29&CDS=1-1701	YER170W
2825	OG0002825	genemark-NC_012866.1-processed-gene-0.108-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.108&CDS=1-1653	YDR389W
2826	OG0002826	genemark-NC_012866.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.90&CDS=1-462	YIL065C
2827	OG0002827	genemark-NC_012866.1-processed-gene-0.91-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.91&CDS=1-1056	YGL243W
2828	OG0002828	genemark-NC_012866.1-processed-gene-0.110-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.110&CDS=1-540	YGL242C
2829	OG0002829	genemark-NC_012866.1-processed-gene-0.92-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.92&CDS=1-690	YJL121C
2830	OG0002830	genemark-NC_012866.1-processed-gene-0.111-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-0.111&CDS=1-459	YJL122W
2831	OG0002831	genemark-NC_012866.1-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.47&CDS=1-2217	YJR126C
2832	OG0002832	augustus_masked-NC_012866.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-0.34&CDS=1-2397	YGR099W
2833	OG0002833	genemark-NC_012866.1-processed-gene-1.52-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.52&CDS=1-1764	YJR001W
2834	OG0002834	genemark-NC_012866.1-processed-gene-1.53-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.53&CDS=1-645	YKL070W
2835	OG0002835	genemark-NC_012866.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.57&CDS=1-2922	YLR001C
2836	OG0002836	genemark-NC_012866.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.59&CDS=1-798	YLR290C
2837	OG0002837	genemark-NC_012866.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.77&CDS=1-2751	YGL167C
2838	OG0002838	genemark-NC_012866.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.78&CDS=1-1119	YGL169W
2839	OG0002839	genemark-NC_012866.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.79&CDS=1-2913	YGL241W
2840	OG0002840	snap_masked-NC_012866.1-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-1.14&CDS=1-1770	YNL003C
2841	OG0002841	genemark-NC_012866.1-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.62&CDS=1-1464	YCL017C
2842	OG0002842	genemark-NC_012866.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.63&CDS=1-1122	YCL018W
2843	OG0002843	augustus_masked-NC_012866.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-1.120&CDS=1-3078	YCL014W
2844	OG0002844	genemark-NC_012866.1-processed-gene-1.64-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.64&CDS=1-645	YOR111W
2845	OG0002845	genemark-NC_012866.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.65&CDS=1-795	YNL110C
2846	OG0002846	snap_masked-NC_012866.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-1.22&CDS=1-1656	YGL244W
2847	OG0002847	snap_masked-NC_012866.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-1.24&CDS=1-5496	YFL033C
2848	OG0002848	snap_masked-NC_012866.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-1.25&CDS=1-258	YGR037C
2849	OG0002849	snap_masked-NC_012866.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-1.42&CDS=1-498	YLR050C
2850	OG0002850	genemark-NC_012866.1-processed-gene-1.71-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.71&CDS=1-2268	YAL043C
2851	OG0002851	genemark-NC_012866.1-processed-gene-1.72-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.72&CDS=1-2115	YMR004W
2852	OG0002852	genemark-NC_012866.1-processed-gene-1.83-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.83&CDS=1-456	YJR067C
2853	OG0002853	genemark-NC_012866.1-processed-gene-1.73-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.73&CDS=1-1206	YOR043W
2854	OG0002854	genemark-NC_012866.1-processed-gene-1.74-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.74&CDS=1-1092	YJR068W
2855	OG0002855	genemark-NC_012866.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-1.85&CDS=1-3159	YBR276C
2856	OG0002856	genemark-NC_012866.1-processed-gene-2.0-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.0&CDS=1-699	YLR390W-A
2857	OG0002857	genemark-NC_012866.1-processed-gene-2.1-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.1&CDS=1-1752	YDL238C
2858	OG0002858	genemark-NC_012866.1-processed-gene-2.23-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.23&CDS=1-786	YMR043W
2859	OG0002859	genemark-NC_012866.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.24&CDS=1-1233	YMR044W
2860	OG0002860	genemark-NC_012866.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.3&CDS=1-2700	YPR160W
2861	OG0002861	maker-NC_012866.1-augustus-gene-2.87-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-2.87&CDS=1-2883	YGL203C
