	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
3410	OG0003410	YNR017W	genemark-NC_020190-processed-gene-9.82-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.82&CDS=1-609
3411	OG0003411	YNR018W	genemark-NC_020185-processed-gene-16.114-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.114&CDS=1-678
3412	OG0003412	YNR019W	genemark-NC_020190-processed-gene-9.83-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.83&CDS=1-2016
3413	OG0003413	YNR020C	genemark-NC_020190-processed-gene-9.107-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.107&CDS=1-789
3414	OG0003414	YNR021W	genemark-NC_020190-processed-gene-9.85-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.85&CDS=1-1221
3415	OG0003415	YNR022C	genemark-NC_020190-processed-gene-9.108-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.108&CDS=1-393
3416	OG0003416	YNR023W	genemark-NC_020193-processed-gene-5.45-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.45&CDS=1-1797
3417	OG0003417	YNR026C	snap_masked-NC_020190-processed-gene-9.175-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.175&CDS=1-2928
3418	OG0003418	YNR027W	genemark-NC_020193-processed-gene-5.52-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.52&CDS=1-1011
3419	OG0003419	YNR029C	genemark-NC_020190-processed-gene-9.111-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.111&CDS=1-1398
3420	OG0003420	YNR030W	genemark-NC_020190-processed-gene-9.89-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.89&CDS=1-1674
3421	OG0003421	YNR031C	genemark-NC_020193-processed-gene-5.67-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.67&CDS=1-5190
3422	OG0003422	YNR032C-A	snap_masked-NC_020190-processed-gene-9.179-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.179&CDS=1-219
3423	OG0003423	YNR032W	genemark-NC_020193-processed-gene-5.55-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.55&CDS=1-1104
3424	OG0003424	YNR033W	genemark-NC_020193-processed-gene-5.56-mRNA-1_1&gene=genemark-NC_020193-processed-gene-5.56&CDS=1-2409
3425	OG0003425	YNR035C	genemark-NC_020190-processed-gene-9.116-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.116&CDS=1-1005
3426	OG0003426	YNR036C	snap_masked-NC_020190-processed-gene-9.183-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.183&CDS=1-522
3427	OG0003427	YNR037C	snap_masked-NC_020190-processed-gene-9.184-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-9.184&CDS=1-276
3428	OG0003428	YNR038W	genemark-NC_020190-processed-gene-9.91-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.91&CDS=1-2001
3429	OG0003429	YNR039C	snap_masked-NC_020193-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-5.36&CDS=1-1935
3430	OG0003430	YNR041C	genemark-NC_020190-processed-gene-1.51-mRNA-1_1&gene=genemark-NC_020190-processed-gene-1.51&CDS=1-1188
3431	OG0003431	YNR043W	genemark-NC_020190-processed-gene-9.119-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.119&CDS=1-1203
3432	OG0003432	YNR045W	augustus_masked-NC_020190-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-0.80&CDS=1-1317
3433	OG0003433	YNR046W	genemark-NC_020190-processed-gene-9.118-mRNA-1_1&gene=genemark-NC_020190-processed-gene-9.118&CDS=1-396
3434	OG0003434	YNR049C	genemark-NC_020190-processed-gene-0.36-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.36&CDS=1-882
3435	OG0003435	YNR050C	genemark-NC_020190-processed-gene-0.35-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.35&CDS=1-1344
3436	OG0003436	YNR051C	augustus_masked-NC_020190-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-0.64&CDS=1-1644
3437	OG0003437	YNR052C	genemark-NC_020190-processed-gene-0.32-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.32&CDS=1-1449
3438	OG0003438	YNR053C	maker-NC_020190-snap-gene-0.53-mRNA-1_1&gene=maker-NC_020190-snap-gene-0.53&CDS=1-1542
3439	OG0003439	YNR054C	genemark-NC_020190-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_020190-processed-gene-0.30&CDS=1-894
3440	OG0003440	YOL001W	genemark-NC_020185-processed-gene-17.45-mRNA-1_1&gene=genemark-NC_020185-processed-gene-17.45&CDS=1-804
3441	OG0003441	YOL002C	genemark-NC_020189-processed-gene-7.53-mRNA-1_1&gene=genemark-NC_020189-processed-gene-7.53&CDS=1-957
3442	OG0003442	YOL003C	genemark-NC_020186-processed-gene-1.62-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.62&CDS=1-1131
3443	OG0003443	YOL004W	genemark-NC_020189-processed-gene-8.36-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.36&CDS=1-5217
3444	OG0003444	YOL005C	genemark-NC_020189-processed-gene-7.71-mRNA-1_1&gene=genemark-NC_020189-processed-gene-7.71&CDS=1-354
3445	OG0003445	YOL006C	genemark-NC_020189-processed-gene-7.70-mRNA-1_1&gene=genemark-NC_020189-processed-gene-7.70&CDS=1-2637
3446	OG0003446	YOL007C	augustus_masked-NC_020189-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-7.34&CDS=1-945
3447	OG0003447	YOL008W	genemark-NC_020189-processed-gene-7.57-mRNA-1_1&gene=genemark-NC_020189-processed-gene-7.57&CDS=1-585
3448	OG0003448	YOL009C	genemark-NC_020186-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.66&CDS=1-825
3449	OG0003449	YOL010W	genemark-NC_020189-processed-gene-7.56-mRNA-1_1&gene=genemark-NC_020189-processed-gene-7.56&CDS=1-1083
3450	OG0003450	YOL013C	genemark-NC_020186-processed-gene-1.69-mRNA-1_1&gene=genemark-NC_020186-processed-gene-1.69&CDS=1-1197
3451	OG0003451	YOL016C	genemark-NC_020188-processed-gene-12.26-mRNA-1_1&gene=genemark-NC_020188-processed-gene-12.26&CDS=1-1302
3452	OG0003452	YOL018C	genemark-NC_020187-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_020187-processed-gene-2.16&CDS=1-1356
3453	OG0003453	YOL019W	snap_masked-NC_020188-processed-gene-12.90-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-12.90&CDS=1-1731
3454	OG0003454	YOL020W	snap_masked-NC_020187-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-2.109&CDS=1-1800
3455	OG0003455	YOL021C	genemark-NC_020188-processed-gene-12.17-mRNA-1_1&gene=genemark-NC_020188-processed-gene-12.17&CDS=1-2991
3456	OG0003456	YOL022C	genemark-NC_020187-processed-gene-3.51-mRNA-1_1&gene=genemark-NC_020187-processed-gene-3.51&CDS=1-1329
3457	OG0003457	YOL023W	snap_masked-NC_020187-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-3.28&CDS=1-1695
3458	OG0003458	YOL025W	snap_masked-NC_020185-processed-gene-25.23-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-25.23&CDS=1-2133
3459	OG0003459	YOL026C	augustus_masked-NC_020185-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-12.104&CDS=1-294
3460	OG0003460	YOL027C	snap_masked-NC_020185-processed-gene-12.5-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-12.5&CDS=1-1533
3461	OG0003461	YOL029C	snap_masked-NC_020194-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-3.65&CDS=1-1917
3462	OG0003462	YOL030W	genemark-NC_020185-processed-gene-12.47-mRNA-1_1&gene=genemark-NC_020185-processed-gene-12.47&CDS=1-1554
3463	OG0003463	YOL031C	maker-NC_020185-snap-gene-11.0-mRNA-1_1&gene=maker-NC_020185-snap-gene-11.0&CDS=1-1329
3464	OG0003464	YOL032W	genemark-NC_020189-processed-gene-5.64-mRNA-1_1&gene=genemark-NC_020189-processed-gene-5.64&CDS=1-762
3465	OG0003465	YOL034W	augustus_masked-NC_020189-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-5.98&CDS=1-4707
3466	OG0003466	YOL036W	augustus_masked-NC_020185-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-12.105&CDS=1-3153
3467	OG0003467	YOL038W	genemark-NC_020194-processed-gene-3.115-mRNA-1_1&gene=genemark-NC_020194-processed-gene-3.115&CDS=1-762
3468	OG0003468	YOL039W	genemark-NC_020185-processed-gene-11.17-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.17&CDS=1-318
3469	OG0003469	YOL040C	genemark-NC_020185-processed-gene-11.38-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.38&CDS=1-423
3470	OG0003470	YOL041C	genemark-NC_020185-processed-gene-11.37-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.37&CDS=1-1419
3471	OG0003471	YOL042W	genemark-NC_020189-processed-gene-5.69-mRNA-1_1&gene=genemark-NC_020189-processed-gene-5.69&CDS=1-1164
3472	OG0003472	YOL043C	genemark-NC_020185-processed-gene-11.36-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.36&CDS=1-1275
3473	OG0003473	YOL044W	augustus_masked-NC_020189-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-5.103&CDS=1-1023
3474	OG0003474	YOL048C	augustus_masked-NC_020189-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-5.89&CDS=1-618
3475	OG0003475	YOL049W	genemark-NC_020185-processed-gene-11.15-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.15&CDS=1-1443
3476	OG0003476	YOL051W	augustus_masked-NC_020189-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-5.105&CDS=1-3702
3477	OG0003477	YOL052C	genemark-NC_020186-processed-gene-6.49-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.49&CDS=1-1218
3478	OG0003478	YOL053W	snap_masked-NC_020186-processed-gene-6.90-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-6.90&CDS=1-1068
3479	OG0003479	YOL054W	snap_masked-NC_020186-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-6.89&CDS=1-1434
3480	OG0003480	YOL056W	snap_masked-NC_020191-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-2.19&CDS=1-927
3481	OG0003481	YOL058W	genemark-NC_020187-processed-gene-13.123-mRNA-1_1&gene=genemark-NC_020187-processed-gene-13.123&CDS=1-1260
3482	OG0003482	YOL060C	genemark-NC_020190-processed-gene-2.5-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.5&CDS=1-1941
3483	OG0003483	YOL061W	genemark-NC_020190-processed-gene-2.26-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.26&CDS=1-1338
3484	OG0003484	YOL062C	genemark-NC_020190-processed-gene-2.7-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.7&CDS=1-1443
3485	OG0003485	YOL063C	snap_masked-NC_020190-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-2.85&CDS=1-2703
3486	OG0003486	YOL064C	genemark-NC_020191-processed-gene-8.77-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.77&CDS=1-1080
3487	OG0003487	YOL065C	snap_masked-NC_020190-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-2.88&CDS=1-1092
3488	OG0003488	YOL066C	genemark-NC_020191-processed-gene-8.109-mRNA-1_1&gene=genemark-NC_020191-processed-gene-8.109&CDS=1-1791
3489	OG0003489	YOL067C	genemark-NC_020190-processed-gene-2.13-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.13&CDS=1-579
3490	OG0003490	YOL068C	augustus_masked-NC_020191-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-8.45&CDS=1-1692
3491	OG0003491	YOL069W	snap_masked-NC_020191-processed-gene-8.147-mRNA-1_1&gene=snap_masked-NC_020191-processed-gene-8.147&CDS=1-1584
3492	OG0003492	YOL070C	augustus_masked-NC_020189-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-6.95&CDS=1-2145
3493	OG0003493	YOL071W	genemark-NC_020189-processed-gene-6.79-mRNA-1_1&gene=genemark-NC_020189-processed-gene-6.79&CDS=1-528
3494	OG0003494	YOL072W	genemark-NC_020190-processed-gene-2.30-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.30&CDS=1-1470
3495	OG0003495	YOL073C	genemark-NC_020190-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.18&CDS=1-1017
3496	OG0003496	YOL075C	genemark-NC_020190-processed-gene-2.19-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.19&CDS=1-3813
3497	OG0003497	YOL076W	genemark-NC_020190-processed-gene-2.33-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.33&CDS=1-2382
3498	OG0003498	YOL077C	genemark-NC_020190-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.21&CDS=1-870
3499	OG0003499	YOL077W-A	snap_masked-NC_020189-processed-gene-8.112-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-8.112&CDS=1-195
3500	OG0003500	YOL078W	genemark-NC_020190-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.34&CDS=1-3909
3501	OG0003501	YOL080C	genemark-NC_020190-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_020190-processed-gene-2.22&CDS=1-819
3502	OG0003502	YOL081W	snap_masked-NC_020190-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-2.114&CDS=1-9834
3503	OG0003503	YOL086W-A	augustus_masked-NC_020190-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-2.73&CDS=1-270
3504	OG0003504	YOL087C	genemark-NC_020189-processed-gene-8.49-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.49&CDS=1-3654
3505	OG0003505	YOL088C	snap_masked-NC_020189-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-8.95&CDS=1-873
3506	OG0003506	YOL090W	genemark-NC_020186-processed-gene-5.15-mRNA-1_1&gene=genemark-NC_020186-processed-gene-5.15&CDS=1-2877
3507	OG0003507	YOL093W	augustus_masked-NC_020186-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-5.57&CDS=1-918
3508	OG0003508	YOL094C	genemark-NC_020189-processed-gene-8.52-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.52&CDS=1-972
3509	OG0003509	YOL095C	snap_masked-NC_020186-processed-gene-5.124-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-5.124&CDS=1-2208
3510	OG0003510	YOL096C	genemark-NC_020186-processed-gene-5.33-mRNA-1_1&gene=genemark-NC_020186-processed-gene-5.33&CDS=1-912
3511	OG0003511	YOL097C	genemark-NC_020186-processed-gene-5.32-mRNA-1_1&gene=genemark-NC_020186-processed-gene-5.32&CDS=1-1245
3512	OG0003512	YOL098C	genemark-NC_020186-processed-gene-19.16-mRNA-1_1&gene=genemark-NC_020186-processed-gene-19.16&CDS=1-3105
3513	OG0003513	YOL102C	genemark-NC_020186-processed-gene-19.20-mRNA-1_1&gene=genemark-NC_020186-processed-gene-19.20&CDS=1-780
3514	OG0003514	YOL107W	augustus_masked-NC_020186-processed-gene-20.63-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-20.63&CDS=1-1038
3515	OG0003515	YOL108C	genemark-NC_020186-processed-gene-20.22-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.22&CDS=1-438
3516	OG0003516	YOL110W	genemark-NC_020186-processed-gene-20.26-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.26&CDS=1-699
3517	OG0003517	YOL111C	augustus_masked-NC_020186-processed-gene-20.50-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-20.50&CDS=1-750
3518	OG0003518	YOL116W	maker-NC_020186-snap-gene-20.138-mRNA-1_1&gene=maker-NC_020186-snap-gene-20.138&CDS=1-1092
3519	OG0003519	YOL117W	snap_masked-NC_020186-processed-gene-20.125-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-20.125&CDS=1-1623
3520	OG0003520	YOL122C	maker-NC_020186-augustus-gene-20.139-mRNA-1_1&gene=maker-NC_020186-augustus-gene-20.139&CDS=1-1812
3521	OG0003521	YOL124C	genemark-NC_020186-processed-gene-20.9-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.9&CDS=1-1323
3522	OG0003522	YOL125W	augustus_masked-NC_020186-processed-gene-20.79-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-20.79&CDS=1-1368
3523	OG0003523	YOL126C	genemark-NC_020185-processed-gene-19.32-mRNA-1_1&gene=genemark-NC_020185-processed-gene-19.32&CDS=1-1239
3524	OG0003524	YOL127W	genemark-NC_020185-processed-gene-19.10-mRNA-1_1&gene=genemark-NC_020185-processed-gene-19.10&CDS=1-426
3525	OG0003525	YOL129W	genemark-NC_020186-processed-gene-20.37-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.37&CDS=1-546
3526	OG0003526	YOL132W	genemark-NC_020185-processed-gene-19.28-mRNA-1_1&gene=genemark-NC_020185-processed-gene-19.28&CDS=1-1464
3527	OG0003527	YOL133W	genemark-NC_020186-processed-gene-20.39-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.39&CDS=1-402
3528	OG0003528	YOL135C	genemark-NC_020186-processed-gene-20.16-mRNA-1_1&gene=genemark-NC_020186-processed-gene-20.16&CDS=1-699
3529	OG0003529	YOL136C	augustus_masked-NC_020185-processed-gene-19.59-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-19.59&CDS=1-1299
3530	OG0003530	YOL137W	genemark-NC_020192-processed-gene-0.75-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.75&CDS=1-1698
3531	OG0003531	YOL138C	genemark-NC_020192-processed-gene-0.92-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.92&CDS=1-3999
3532	OG0003532	YOL139C	genemark-NC_020185-processed-gene-19.25-mRNA-1_1&gene=genemark-NC_020185-processed-gene-19.25&CDS=1-630
3533	OG0003533	YOL140W	genemark-NC_020192-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.73&CDS=1-1272
3534	OG0003534	YOL141W	genemark-NC_020192-processed-gene-0.71-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.71&CDS=1-2172
3535	OG0003535	YOL142W	genemark-NC_020192-processed-gene-0.70-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.70&CDS=1-720
3536	OG0003536	YOL143C	genemark-NC_020193-processed-gene-1.93-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.93&CDS=1-513
3537	OG0003537	YOL144W	genemark-NC_020193-processed-gene-1.111-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.111&CDS=1-1542
3538	OG0003538	YOL145C	snap_masked-NC_020193-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-0.85&CDS=1-3285
3539	OG0003539	YOL146W	genemark-NC_020193-processed-gene-0.1-mRNA-1_1&gene=genemark-NC_020193-processed-gene-0.1&CDS=1-531
3540	OG0003540	YOL147C	snap_masked-NC_020193-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-0.84&CDS=1-732
3541	OG0003541	YOL148C	maker-NC_020193-snap-gene-0.32-mRNA-1_1&gene=maker-NC_020193-snap-gene-0.32&CDS=1-1758
3542	OG0003542	YOL149W	genemark-NC_020193-processed-gene-0.0-mRNA-1_1&gene=genemark-NC_020193-processed-gene-0.0&CDS=1-660
3543	OG0003543	YOR001W	augustus_masked-NC_020185-processed-gene-17.72-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-17.72&CDS=1-2238
3544	OG0003544	YOR002W	genemark-NC_020191-processed-gene-2.51-mRNA-1_1&gene=genemark-NC_020191-processed-gene-2.51&CDS=1-1677
3545	OG0003545	YOR004W	genemark-NC_020185-processed-gene-18.86-mRNA-1_1&gene=genemark-NC_020185-processed-gene-18.86&CDS=1-777
3546	OG0003546	YOR005C	genemark-NC_020191-processed-gene-2.63-mRNA-1_1&gene=genemark-NC_020191-processed-gene-2.63&CDS=1-2916
3547	OG0003547	YOR006C	genemark-NC_020185-processed-gene-18.98-mRNA-1_1&gene=genemark-NC_020185-processed-gene-18.98&CDS=1-912
3548	OG0003548	YOR007C	genemark-NC_020191-processed-gene-2.64-mRNA-1_1&gene=genemark-NC_020191-processed-gene-2.64&CDS=1-1050
3549	OG0003549	YOR008C	genemark-NC_020185-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_020185-processed-gene-2.38&CDS=1-1422
3550	OG0003550	YOR014W	augustus_masked-NC_020185-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-11.58&CDS=1-2250
3551	OG0003551	YOR018W	genemark-NC_020185-processed-gene-25.98-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.98&CDS=1-2574
3552	OG0003552	YOR020C	genemark-NC_020194-processed-gene-1.48-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.48&CDS=1-327
3553	OG0003553	YOR020W-A	snap_masked-NC_020194-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-1.31&CDS=1-228
3554	OG0003554	YOR021C	genemark-NC_020194-processed-gene-1.47-mRNA-1_1&gene=genemark-NC_020194-processed-gene-1.47&CDS=1-639
3555	OG0003555	YOR022C	augustus_masked-NC_020194-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NC_020194-processed-gene-1.75&CDS=1-2172
3556	OG0003556	YOR023C	augustus_masked-NC_020194-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NC_020194-processed-gene-1.74&CDS=1-2442
3557	OG0003557	YOR025W	genemark-NC_020189-processed-gene-8.63-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.63&CDS=1-1401
3558	OG0003558	YOR026W	genemark-NC_020189-processed-gene-8.61-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.61&CDS=1-957
3559	OG0003559	YOR027W	genemark-NC_020189-processed-gene-8.60-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.60&CDS=1-1746
3560	OG0003560	YOR028C	augustus_masked-NC_020189-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-8.5&CDS=1-681
3561	OG0003561	YOR030W	augustus_masked-NC_020189-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-8.21&CDS=1-1995
3562	OG0003562	YOR033C	genemark-NC_020185-processed-gene-23.59-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.59&CDS=1-2253
3563	OG0003563	YOR035C	genemark-NC_020194-processed-gene-2.80-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.80&CDS=1-2556
3564	OG0003564	YOR036W	genemark-NC_020185-processed-gene-23.75-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.75&CDS=1-909
3565	OG0003565	YOR038C	maker-NC_020185-snap-gene-23.120-mRNA-1_1&gene=maker-NC_020185-snap-gene-23.120&CDS=1-2742
3566	OG0003566	YOR039W	genemark-NC_020185-processed-gene-23.73-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.73&CDS=1-711
3567	OG0003567	YOR042W	augustus_masked-NC_020185-processed-gene-23.109-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-23.109&CDS=1-1875
3568	OG0003568	YOR043W	snap_masked-NC_020194-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-2.1&CDS=1-1548
3569	OG0003569	YOR045W	snap_masked-NC_020194-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-2.2&CDS=1-204
3570	OG0003570	YOR046C	genemark-NC_020194-processed-gene-2.81-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.81&CDS=1-1494
3571	OG0003571	YOR048C	genemark-NC_020185-processed-gene-23.54-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.54&CDS=1-3189
3572	OG0003572	YOR049C	genemark-NC_020185-processed-gene-23.53-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.53&CDS=1-1269
3573	OG0003573	YOR051C	genemark-NC_020194-processed-gene-2.97-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.97&CDS=1-1251
3574	OG0003574	YOR052C	genemark-NC_020194-processed-gene-2.98-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.98&CDS=1-471
3575	OG0003575	YOR056C	genemark-NC_020185-processed-gene-23.49-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.49&CDS=1-1422
3576	OG0003576	YOR057W	genemark-NC_020194-processed-gene-2.83-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.83&CDS=1-1290
3577	OG0003577	YOR058C	snap_masked-NC_020194-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NC_020194-processed-gene-2.23&CDS=1-3054
3578	OG0003578	YOR059C	genemark-NC_020185-processed-gene-15.46-mRNA-1_1&gene=genemark-NC_020185-processed-gene-15.46&CDS=1-1491
3579	OG0003579	YOR060C	augustus_masked-NC_020185-processed-gene-23.88-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-23.88&CDS=1-978
3580	OG0003580	YOR061W	genemark-NC_020185-processed-gene-23.63-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.63&CDS=1-1029
3581	OG0003581	YOR063W	genemark-NC_020189-processed-gene-2.61-mRNA-1_1&gene=genemark-NC_020189-processed-gene-2.61&CDS=1-1161
3582	OG0003582	YOR065W	genemark-NC_020185-processed-gene-23.62-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.62&CDS=1-876
3583	OG0003583	YOR066W	maker-NC_020185-augustus-gene-23.122-mRNA-1_1&gene=maker-NC_020185-augustus-gene-23.122&CDS=1-963
3584	OG0003584	YOR067C	genemark-NC_020185-processed-gene-23.42-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.42&CDS=1-1638
3585	OG0003585	YOR069W	genemark-NC_020189-processed-gene-2.60-mRNA-1_1&gene=genemark-NC_020189-processed-gene-2.60&CDS=1-2367
3586	OG0003586	YOR070C	genemark-NC_020189-processed-gene-2.41-mRNA-1_1&gene=genemark-NC_020189-processed-gene-2.41&CDS=1-2139
3587	OG0003587	YOR073W	snap_masked-NC_020189-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-2.3&CDS=1-2097
3588	OG0003588	YOR074C	genemark-NC_020189-processed-gene-1.54-mRNA-1_1&gene=genemark-NC_020189-processed-gene-1.54&CDS=1-906
3589	OG0003589	YOR075W	genemark-NC_020185-processed-gene-22.34-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.34&CDS=1-1005
3590	OG0003590	YOR077W	genemark-NC_020185-processed-gene-22.33-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.33&CDS=1-756
