	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
2729	OG0002729	YMR265C	snap_masked-flattened_line_233-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_233-processed-gene-0.9&CDS=1-1260
2730	OG0002730	YMR268C	augustus_masked-flattened_line_272-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_272-processed-gene-0.8&CDS=1-2643
2731	OG0002731	YMR269W	genemark-flattened_line_26-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.64&CDS=1-543
2732	OG0002732	YMR272C	genemark-flattened_line_54-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.71&CDS=1-1104
2733	OG0002733	YMR274C	genemark-flattened_line_38-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.36&CDS=1-924
2734	OG0002734	YMR276W	genemark-flattened_line_46-processed-gene-0.238-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.238&CDS=1-1107
2735	OG0002735	YMR277W	genemark-flattened_line_118-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.84&CDS=1-2193
2736	OG0002736	YMR278W	genemark-flattened_line_4-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.64&CDS=1-1737
2737	OG0002737	YMR280C	genemark-flattened_line_60-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.168&CDS=1-2511
2738	OG0002738	YMR281W	genemark-flattened_line_96-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.168&CDS=1-765
2739	OG0002739	YMR283C	genemark-flattened_line_96-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.146&CDS=1-1365
2740	OG0002740	YMR284W	genemark-flattened_line_120-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.118&CDS=1-1725
2741	OG0002741	YMR286W	augustus_masked-flattened_line_239-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.6&CDS=1-249
2742	OG0002742	YMR287C	augustus_masked-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.60&CDS=1-2520
2743	OG0002743	YMR288W	genemark-flattened_line_24-processed-gene-1.244-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.244&CDS=1-3015
2744	OG0002744	YMR289W	genemark-flattened_line_100-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.171&CDS=1-897
2745	OG0002745	YMR290C	genemark-flattened_line_132-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.118&CDS=1-1728
2746	OG0002746	YMR292W	genemark-flattened_line_90-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.39&CDS=1-411
2747	OG0002747	YMR293C	genemark-flattened_line_32-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.156&CDS=1-1458
2748	OG0002748	YMR294W	augustus_masked-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.101&CDS=1-912
2749	OG0002749	YMR296C	genemark-flattened_line_28-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.13&CDS=1-1596
2750	OG0002750	YMR297W	genemark-flattened_line_68-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.175&CDS=1-1647
2751	OG0002751	YMR300C	genemark-flattened_line_34-processed-gene-1.166-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.166&CDS=1-1584
2752	OG0002752	YMR302C	genemark-flattened_line_54-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.66&CDS=1-2589
2753	OG0002753	YMR304W	genemark-flattened_line_76-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.187&CDS=1-3336
2754	OG0002754	YMR308C	genemark-flattened_line_44-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.18&CDS=1-3315
2755	OG0002755	YMR309C	genemark-flattened_line_78-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.41&CDS=1-2541
2756	OG0002756	YMR311C	genemark-flattened_line_2-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.97&CDS=1-648
2757	OG0002757	YMR314W	maker-flattened_line_2-snap-gene-2.43-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.43&CDS=1-855
2758	OG0002758	YMR315W	snap_masked-flattened_line_162-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.45&CDS=1-1068
2759	OG0002759	YNL001W	genemark-flattened_line_206-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.41&CDS=1-1161
2760	OG0002760	YNL003C	augustus_masked-flattened_line_136-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.97&CDS=1-825
2761	OG0002761	YNL005C	genemark-flattened_line_50-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.17&CDS=1-1212
2762	OG0002762	YNL006W	genemark-flattened_line_325-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_325-processed-gene-0.2&CDS=1-945
2763	OG0002763	YNL007C	genemark-flattened_line_92-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.41&CDS=1-1128
2764	OG0002764	YNL010W	genemark-flattened_line_186-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.81&CDS=1-735
2765	OG0002765	YNL011C	genemark-flattened_line_104-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.133&CDS=1-1437
2766	OG0002766	YNL015W	genemark-flattened_line_6-processed-gene-2.254-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.254&CDS=1-219
2767	OG0002767	YNL016W	genemark-flattened_line_180-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.16&CDS=1-987
2768	OG0002768	YNL021W	genemark-flattened_line_136-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.12&CDS=1-2793
2769	OG0002769	YNL022C	genemark-flattened_line_4-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.101&CDS=1-1548
2770	OG0002770	YNL023C	genemark-flattened_line_62-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.43&CDS=1-2325
2771	OG0002771	YNL024C	genemark-flattened_line_130-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.11&CDS=1-678
2772	OG0002772	YNL024C-A	maker-flattened_line_28-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.8&CDS=1-195
2773	OG0002773	YNL025C	genemark-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.91&CDS=1-852
2774	OG0002774	YNL026W	genemark-flattened_line_174-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.77&CDS=1-1533
2775	OG0002775	YNL032W	genemark-flattened_line_92-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.38&CDS=1-519
2776	OG0002776	YNL035C	genemark-flattened_line_130-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.18&CDS=1-1077
2777	OG0002777	YNL039W	snap_masked-flattened_line_20-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.153&CDS=1-2622
2778	OG0002778	YNL040W	genemark-flattened_line_106-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.118&CDS=1-1203
2779	OG0002779	YNL041C	genemark-flattened_line_2-processed-gene-5.153-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.153&CDS=1-1977
2780	OG0002780	YNL044W	augustus_masked-flattened_line_112-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.17&CDS=1-546
2781	OG0002781	YNL045W	genemark-flattened_line_8-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.9&CDS=1-1890
2782	OG0002782	YNL048W	genemark-flattened_line_18-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.26&CDS=1-1851
2783	OG0002783	YNL051W	snap_masked-flattened_line_56-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.70&CDS=1-1356
2784	OG0002784	YNL054W	snap_masked-flattened_line_32-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.60&CDS=1-2397
2785	OG0002785	YNL056W	genemark-flattened_line_2-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.111&CDS=1-531
2786	OG0002786	YNL059C	genemark-flattened_line_102-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.153&CDS=1-2214
2787	OG0002787	YNL061W	genemark-flattened_line_34-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.149&CDS=1-2271
2788	OG0002788	YNL063W	genemark-flattened_line_102-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.126&CDS=1-1173
2789	OG0002789	YNL064C	genemark-flattened_line_12-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.74&CDS=1-1230
2790	OG0002790	YNL070W	genemark-flattened_line_192-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.69&CDS=1-171
2791	OG0002791	YNL071W	genemark-flattened_line_219-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.0&CDS=1-1452
2792	OG0002792	YNL072W	genemark-flattened_line_225-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_225-processed-gene-0.18&CDS=1-903
2793	OG0002793	YNL075W	genemark-flattened_line_26-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.25&CDS=1-849
2794	OG0002794	YNL080C	maker-flattened_line_128-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.88&CDS=1-1062
2795	OG0002795	YNL081C	genemark-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.128&CDS=1-363
2796	OG0002796	YNL082W	genemark-flattened_line_110-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.111&CDS=1-2877
2797	OG0002797	YNL083W	genemark-flattened_line_0-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.7&CDS=1-1548
2798	OG0002798	YNL084C	genemark-flattened_line_28-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.53&CDS=1-1209
2799	OG0002799	YNL085W	augustus_masked-flattened_line_0-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.40&CDS=1-2265
2800	OG0002800	YNL088W	genemark-flattened_line_28-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.16&CDS=1-4761
2801	OG0002801	YNL090W	genemark-flattened_line_40-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.87&CDS=1-594
2802	OG0002802	YNL092W	genemark-flattened_line_0-processed-gene-6.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.36&CDS=1-1173
2803	OG0002803	YNL094W	snap_masked-flattened_line_70-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.76&CDS=1-1701
2804	OG0002804	YNL097C	genemark-flattened_line_70-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.28&CDS=1-1254
2805	OG0002805	YNL102W	genemark-flattened_line_38-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.12&CDS=1-4125
2806	OG0002806	YNL110C	genemark-flattened_line_0-processed-gene-7.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.13&CDS=1-972
2807	OG0002807	YNL111C	genemark-flattened_line_8-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.82&CDS=1-420
2808	OG0002808	YNL112W	genemark-flattened_line_30-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.110&CDS=1-1713
2809	OG0002809	YNL113W	genemark-flattened_line_20-processed-gene-1.178-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.178&CDS=1-408
2810	OG0002810	YNL118C	genemark-flattened_line_30-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.38&CDS=1-3384
2811	OG0002811	YNL119W	snap_masked-flattened_line_102-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.102&CDS=1-1386
2812	OG0002812	YNL122C	genemark-flattened_line_106-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.121&CDS=1-348
2813	OG0002813	YNL124W	genemark-flattened_line_40-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.94&CDS=1-2115
2814	OG0002814	YNL126W	genemark-flattened_line_4-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.87&CDS=1-2508
2815	OG0002815	YNL127W	snap_masked-flattened_line_4-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.22&CDS=1-2613
2816	OG0002816	YNL128W	genemark-flattened_line_22-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.63&CDS=1-1032
2817	OG0002817	YNL129W	genemark-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.91&CDS=1-714
2818	OG0002818	YNL131W	snap_masked-flattened_line_22-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.175&CDS=1-471
2819	OG0002819	YNL132W	genemark-flattened_line_68-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.157&CDS=1-3108
2820	OG0002820	YNL136W	genemark-flattened_line_102-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.128&CDS=1-822
2821	OG0002821	YNL137C	genemark-flattened_line_102-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.154&CDS=1-1560
2822	OG0002822	YNL138W	genemark-flattened_line_102-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.127&CDS=1-1524
2823	OG0002823	YNL138W-A	genemark-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.110&CDS=1-243
2824	OG0002824	YNL139C	genemark-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.89&CDS=1-5412
2825	OG0002825	YNL142W	genemark-flattened_line_68-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.160&CDS=1-1452
2826	OG0002826	YNL147W	genemark-flattened_line_8-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.46&CDS=1-447
2827	OG0002827	YNL148C	genemark-flattened_line_8-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.20&CDS=1-708
2828	OG0002828	YNL149C	snap_masked-flattened_line_28-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.90&CDS=1-387
2829	OG0002829	YNL151C	genemark-flattened_line_229-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_229-processed-gene-0.39&CDS=1-786
2830	OG0002830	YNL153C	augustus_masked-flattened_line_148-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.80&CDS=1-390
2831	OG0002831	YNL154C	genemark-flattened_line_253-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_253-processed-gene-0.2&CDS=1-1413
2832	OG0002832	YNL155W	augustus_masked-flattened_line_14-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.241&CDS=1-780
2833	OG0002833	YNL161W	genemark-flattened_line_241-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_241-processed-gene-0.28&CDS=1-1983
2834	OG0002834	YNL162W-A	snap_masked-flattened_line_4-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.5&CDS=1-255
2835	OG0002835	YNL163C	maker-flattened_line_4-augustus-gene-0.130-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.130&CDS=1-3075
2836	OG0002836	YNL168C	genemark-flattened_line_18-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.15&CDS=1-714
2837	OG0002837	YNL169C	genemark-flattened_line_18-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.16&CDS=1-1545
2838	OG0002838	YNL172W	genemark-flattened_line_78-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.4&CDS=1-4506
2839	OG0002839	YNL175C	genemark-flattened_line_215-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.30&CDS=1-1197
2840	OG0002840	YNL177C	genemark-flattened_line_12-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.21&CDS=1-879
2841	OG0002841	YNL178W	genemark-flattened_line_160-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.4&CDS=1-732
2842	OG0002842	YNL181W	genemark-flattened_line_221-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_221-processed-gene-0.8&CDS=1-1275
2843	OG0002843	YNL185C	genemark-flattened_line_180-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.11&CDS=1-444
2844	OG0002844	YNL186W	genemark-flattened_line_0-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.22&CDS=1-1929
2845	OG0002845	YNL187W	augustus_masked-flattened_line_4-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.88&CDS=1-1212
2846	OG0002846	YNL191W	genemark-flattened_line_134-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.35&CDS=1-1071
2847	OG0002847	YNL200C	genemark-flattened_line_10-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.35&CDS=1-687
2848	OG0002848	YNL201C	snap_masked-flattened_line_58-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.107&CDS=1-2475
2849	OG0002849	YNL202W	genemark-flattened_line_58-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.175&CDS=1-870
2850	OG0002850	YNL206C	snap_masked-flattened_line_112-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.89&CDS=1-1092
2851	OG0002851	YNL207W	genemark-flattened_line_2-processed-gene-6.170-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.170&CDS=1-1194
2852	OG0002852	YNL209W	genemark-flattened_line_48-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.3&CDS=1-1848
2853	OG0002853	YNL213C	maker-flattened_line_8-augustus-gene-2.154-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.154&CDS=1-768
2854	OG0002854	YNL218W	genemark-flattened_line_46-processed-gene-0.211-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.211&CDS=1-1605
2855	OG0002855	YNL219C	genemark-flattened_line_0-processed-gene-7.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.1&CDS=1-1674
2856	OG0002856	YNL220W	genemark-flattened_line_0-processed-gene-7.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.37&CDS=1-1272
2857	OG0002857	YNL221C	augustus_masked-flattened_line_10-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.40&CDS=1-2016
2858	OG0002858	YNL222W	genemark-flattened_line_38-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.15&CDS=1-588
2859	OG0002859	YNL223W	genemark-flattened_line_6-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.89&CDS=1-1728
2860	OG0002860	YNL224C	augustus_masked-flattened_line_106-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.104&CDS=1-2079
2861	OG0002861	YNL229C	genemark-flattened_line_110-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.130&CDS=1-942
2862	OG0002862	YNL231C	genemark-flattened_line_217-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_217-processed-gene-0.0&CDS=1-948
2863	OG0002863	YNL232W	genemark-flattened_line_8-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.69&CDS=1-855
2864	OG0002864	YNL233W	snap_masked-flattened_line_4-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.12&CDS=1-2784
2865	OG0002865	YNL234W	genemark-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.22&CDS=1-840
2866	OG0002866	YNL237W	genemark-flattened_line_22-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.39&CDS=1-1350
2867	OG0002867	YNL238W	genemark-flattened_line_126-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.126&CDS=1-2556
2868	OG0002868	YNL239W	genemark-flattened_line_78-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.34&CDS=1-1335
2869	OG0002869	YNL240C	genemark-flattened_line_120-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.142&CDS=1-1545
2870	OG0002870	YNL242W	maker-flattened_line_134-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_134-snap-gene-0.87&CDS=1-4440
2871	OG0002871	YNL243W	augustus_masked-flattened_line_2-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.33&CDS=1-3201
2872	OG0002872	YNL244C	genemark-flattened_line_2-processed-gene-3.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.62&CDS=1-330
2873	OG0002873	YNL245C	genemark-flattened_line_8-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.44&CDS=1-1131
2874	OG0002874	YNL247W	genemark-flattened_line_34-processed-gene-1.168-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.168&CDS=1-2241
2875	OG0002875	YNL248C	genemark-flattened_line_80-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.182&CDS=1-1266
2876	OG0002876	YNL250W	maker-flattened_line_0-snap-gene-2.85-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.85&CDS=1-3951
2877	OG0002877	YNL251C	genemark-flattened_line_112-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.142&CDS=1-2364
2878	OG0002878	YNL252C	genemark-flattened_line_2-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.117&CDS=1-864
2879	OG0002879	YNL256W	genemark-flattened_line_6-processed-gene-2.232-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.232&CDS=1-2208
2880	OG0002880	YNL259C	genemark-flattened_line_56-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.10&CDS=1-222
2881	OG0002881	YNL261W	genemark-flattened_line_6-processed-gene-2.244-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.244&CDS=1-1335
2882	OG0002882	YNL262W	genemark-flattened_line_94-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.11&CDS=1-6444
2883	OG0002883	YNL263C	genemark-flattened_line_94-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.35&CDS=1-837
2884	OG0002884	YNL265C	genemark-flattened_line_6-processed-gene-2.241-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.241&CDS=1-816
2885	OG0002885	YNL267W	genemark-flattened_line_86-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.163&CDS=1-2649
2886	OG0002886	YNL272C	genemark-flattened_line_134-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.29&CDS=1-1740
2887	OG0002887	YNL273W	genemark-flattened_line_263-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_263-processed-gene-0.17&CDS=1-3384
2888	OG0002888	YNL275W	genemark-flattened_line_28-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.94&CDS=1-1785
2889	OG0002889	YNL277W	genemark-flattened_line_206-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.40&CDS=1-1413
2890	OG0002890	YNL279W	genemark-flattened_line_0-processed-gene-6.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.30&CDS=1-3009
2891	OG0002891	YNL280C	genemark-flattened_line_66-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.3&CDS=1-1296
2892	OG0002892	YNL284C	genemark-flattened_line_26-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.26&CDS=1-843
2893	OG0002893	YNL286W	genemark-flattened_line_2-processed-gene-6.190-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.190&CDS=1-1173
2894	OG0002894	YNL287W	genemark-flattened_line_2-processed-gene-6.189-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.189&CDS=1-2685
2895	OG0002895	YNL288W	genemark-flattened_line_74-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.178&CDS=1-1128
2896	OG0002896	YNL290W	genemark-flattened_line_142-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.133&CDS=1-1062
2897	OG0002897	YNL291C	genemark-flattened_line_120-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.137&CDS=1-1704
2898	OG0002898	YNL293W	augustus_masked-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.117&CDS=1-1503
2899	OG0002899	YNL305C	genemark-flattened_line_68-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.179&CDS=1-792
2900	OG0002900	YNL306W	genemark-flattened_line_84-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.0&CDS=1-678
2901	OG0002901	YNL308C	genemark-flattened_line_108-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.42&CDS=1-1638
