	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
2481	OG0002481	YML059C	genemark-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.107-mRNA-1_1&gene=genemark-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.107&CDS=1-6195
2482	OG0002482	YML060W	augustus_masked-NODE_20_length_126166_cov_9.70033_ID_4056-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_20_length_126166_cov_9.70033_ID_4056-processed-gene-0.23&CDS=1-1161
2483	OG0002483	YML064C	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-8.132-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-8.132&CDS=1-3588
2484	OG0002484	YML066C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.13&CDS=1-1227
2485	OG0002485	YML067C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.9&CDS=1-1062
2486	OG0002486	YML068W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-5.45&CDS=1-1524
2487	OG0002487	YML069W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.17&CDS=1-1617
2488	OG0002488	YML071C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.25&CDS=1-1323
2489	OG0002489	YML072C	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-8.129-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-8.129&CDS=1-4812
2490	OG0002490	YML076C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.117&CDS=1-2445
2491	OG0002491	YML077W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.45&CDS=1-450
2492	OG0002492	YML078W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.69&CDS=1-546
2493	OG0002493	YML080W	maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-9.292-mRNA-1_1&gene=maker-NODE_1_length_1085505_cov_12.3365_ID_2412-augustus-gene-9.292&CDS=1-4776
2494	OG0002494	YML081C-A	snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.127&CDS=1-186
2495	OG0002495	YML086C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.163&CDS=1-1671
2496	OG0002496	YML088W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.189&CDS=1-1899
2497	OG0002497	YML091C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.188&CDS=1-3858
2498	OG0002498	YML092C	maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.7&CDS=1-750
2499	OG0002499	YML093W	maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.6&CDS=1-2703
2500	OG0002500	YML094W	augustus_masked-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.33&CDS=1-459
2501	OG0002501	YML095C	augustus_masked-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.15&CDS=1-1026
2502	OG0002502	YML096W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.28&CDS=1-2028
2503	OG0002503	YML099C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.155&CDS=1-2853
2504	OG0002504	YML102W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.131&CDS=1-1767
2505	OG0002505	YML104C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-3.112-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-3.112&CDS=1-4182
2506	OG0002506	YML105C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.122&CDS=1-807
2507	OG0002507	YML108W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.8&CDS=1-375
2508	OG0002508	YML110C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.29&CDS=1-900
2509	OG0002509	YML112W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-2.30&CDS=1-933
2510	OG0002510	YML115C	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-0.28&CDS=1-3252
2511	OG0002511	YML121W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-0.26&CDS=1-1002
2512	OG0002512	YML123C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-5.40&CDS=1-1698
2513	OG0002513	YML126C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.194&CDS=1-1344
2514	OG0002514	YML127W	genemark-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.78&CDS=1-2130
2515	OG0002515	YML128C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.193&CDS=1-2556
2516	OG0002516	YML130C	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.181&CDS=1-1671
2517	OG0002517	YML131W	maker-NODE_6_length_824049_cov_12.7447_ID_4701-snap-gene-3.6-mRNA-1_1&gene=maker-NODE_6_length_824049_cov_12.7447_ID_4701-snap-gene-3.6&CDS=1-2112
2518	OG0002518	YMR001C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.35&CDS=1-1950
2519	OG0002519	YMR002W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-5.38&CDS=1-432
2520	OG0002520	YMR004W	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-9.4-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-augustus-gene-9.4&CDS=1-1962
2521	OG0002521	YMR005W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.47&CDS=1-1566
2522	OG0002522	YMR009W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.68&CDS=1-534
2523	OG0002523	YMR010W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.16&CDS=1-939
2524	OG0002524	YMR012W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.162&CDS=1-3969
2525	OG0002525	YMR013C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.14&CDS=1-1824
2526	OG0002526	YMR015C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.225-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.225&CDS=1-1566
2527	OG0002527	YMR019W	snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.78&CDS=1-2514
2528	OG0002528	YMR022W	maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_19_length_146246_cov_13.4085_ID_3555-augustus-gene-0.8&CDS=1-1965
2529	OG0002529	YMR023C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.158&CDS=1-1548
2530	OG0002530	YMR024W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.186-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.186&CDS=1-1092
2531	OG0002531	YMR027W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.28&CDS=1-1371
2532	OG0002532	YMR028W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.29&CDS=1-1164
2533	OG0002533	YMR029C	snap_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.131&CDS=1-2169
2534	OG0002534	YMR032W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.119&CDS=1-2184
2535	OG0002535	YMR033W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.24&CDS=1-1413
2536	OG0002536	YMR034C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.120&CDS=1-1344
2537	OG0002537	YMR035W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.55&CDS=1-555
2538	OG0002538	YMR036C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.2&CDS=1-2313
2539	OG0002539	YMR038C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-4.156&CDS=1-3207
2540	OG0002540	YMR039C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.117&CDS=1-399
2541	OG0002541	YMR041C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-3.118&CDS=1-1089
2542	OG0002542	YMR043W	genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.62&CDS=1-723
2543	OG0002543	YMR044W	snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.112&CDS=1-1410
2544	OG0002544	YMR048W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.34&CDS=1-969
2545	OG0002545	YMR049C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.123&CDS=1-2427
2546	OG0002546	YMR055C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-3.155&CDS=1-984
2547	OG0002547	YMR059W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.105&CDS=1-354
2548	OG0002548	YMR060C	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.24&CDS=1-1083
2549	OG0002549	YMR061W	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-2.144-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-2.144&CDS=1-2217
2550	OG0002550	YMR062C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.118&CDS=1-1323
2551	OG0002551	YMR063W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.161&CDS=1-1044
2552	OG0002552	YMR065W	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.106&CDS=1-1713
2553	OG0002553	YMR067C	snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.16&CDS=1-1569
2554	OG0002554	YMR068W	snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.14&CDS=1-1710
2555	OG0002555	YMR069W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-1.112&CDS=1-699
2556	OG0002556	YMR071C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.287-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.287&CDS=1-516
2557	OG0002557	YMR073C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.54&CDS=1-453
2558	OG0002558	YMR074C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-3.80&CDS=1-381
2559	OG0002559	YMR075W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.117&CDS=1-2385
2560	OG0002560	YMR076C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.124&CDS=1-4011
2561	OG0002561	YMR077C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-4.130&CDS=1-642
2562	OG0002562	YMR078C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.87&CDS=1-2484
2563	OG0002563	YMR079W	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.86&CDS=1-903
2564	OG0002564	YMR080C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.101&CDS=1-2952
2565	OG0002565	YMR090W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-0.131&CDS=1-669
2566	OG0002566	YMR091C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.116&CDS=1-1398
2567	OG0002567	YMR092C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.84&CDS=1-1914
2568	OG0002568	YMR093W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.85&CDS=1-1503
2569	OG0002569	YMR096W	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.270&CDS=1-882
2570	OG0002570	YMR097C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.82&CDS=1-1107
2571	OG0002571	YMR098C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.98&CDS=1-3321
2572	OG0002572	YMR099C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-4.94&CDS=1-906
2573	OG0002573	YMR100W	genemark-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_21_length_84756_cov_18.0311_ID_4026-processed-gene-0.51&CDS=1-2472
2574	OG0002574	YMR105C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.23&CDS=1-1677
2575	OG0002575	YMR106C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-0.100&CDS=1-2145
2576	OG0002576	YMR108W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-1.40&CDS=1-2022
2577	OG0002577	YMR110C	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.95&CDS=1-1731
2578	OG0002578	YMR112C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.162&CDS=1-540
2579	OG0002579	YMR114C	maker-NODE_20_length_126166_cov_9.70033_ID_4056-augustus-gene-0.190-mRNA-1_1&gene=maker-NODE_20_length_126166_cov_9.70033_ID_4056-augustus-gene-0.190&CDS=1-1074
2580	OG0002580	YMR115W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.61&CDS=1-1485
2581	OG0002581	YMR116C	maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-2.4&CDS=1-948
2582	OG0002582	YMR117C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-2.38&CDS=1-681
2583	OG0002583	YMR120C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.68&CDS=1-1770
2584	OG0002584	YMR121C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.69&CDS=1-612
2585	OG0002585	YMR123W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.45&CDS=1-378
2586	OG0002586	YMR125W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.126&CDS=1-2925
2587	OG0002587	YMR128W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.106&CDS=1-3921
2588	OG0002588	YMR129W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.105&CDS=1-3933
2589	OG0002589	YMR131C	maker-NODE_15_length_262050_cov_12.1618_ID_9668-augustus-gene-1.286-mRNA-1_1&gene=maker-NODE_15_length_262050_cov_12.1618_ID_9668-augustus-gene-1.286&CDS=1-3384
2590	OG0002590	YMR132C	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.3&CDS=1-714
2591	OG0002591	YMR134W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-5.46&CDS=1-657
2592	OG0002592	YMR137C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.130&CDS=1-2178
2593	OG0002593	YMR138W	snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.16&CDS=1-552
2594	OG0002594	YMR139W	snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-4.130&CDS=1-1227
2595	OG0002595	YMR140W	augustus_masked-NODE_22_length_61008_cov_12.0506_ID_4230-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_22_length_61008_cov_12.0506_ID_4230-processed-gene-0.102&CDS=1-3477
2596	OG0002596	YMR145C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.241-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.241&CDS=1-1698
2597	OG0002597	YMR146C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.236-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.236&CDS=1-1047
