	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
2945	OG0002945	YNL131W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.5&CDS=1-435
2946	OG0002946	YNL132W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-0.45&CDS=1-3135
2947	OG0002947	YNL135C	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.49&CDS=1-327
2948	OG0002948	YNL137C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.117&CDS=1-1434
2949	OG0002949	YNL138W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.120&CDS=1-1584
2950	OG0002950	YNL138W-A	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.70&CDS=1-264
2951	OG0002951	YNL139C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.89&CDS=1-4875
2952	OG0002952	YNL147W	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-4.174-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-4.174&CDS=1-417
2953	OG0002953	YNL149C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.67&CDS=1-405
2954	OG0002954	YNL151C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-4.172-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-4.172&CDS=1-672
2955	OG0002955	YNL153C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.14&CDS=1-390
2956	OG0002956	YNL155W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.75&CDS=1-582
2957	OG0002957	YNL161W	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.131-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-0.131&CDS=1-2298
2958	OG0002958	YNL163C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.6&CDS=1-3087
2959	OG0002959	YNL166C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-7.5&CDS=1-624
2960	OG0002960	YNL168C	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.60&CDS=1-705
2961	OG0002961	YNL169C	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-0.84&CDS=1-1602
2962	OG0002962	YNL173C	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.172&CDS=1-864
2963	OG0002963	YNL175C	snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.27&CDS=1-2157
2964	OG0002964	YNL177C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.126&CDS=1-873
2965	OG0002965	YNL178W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.214-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.214&CDS=1-711
2966	OG0002966	YNL181W	genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.120&CDS=1-1299
2967	OG0002967	YNL182C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.217-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.217&CDS=1-1461
2968	OG0002968	YNL183C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.189-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.189&CDS=1-2271
2969	OG0002969	YNL185C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.218&CDS=1-450
2970	OG0002970	YNL186W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.219-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.219&CDS=1-2298
2971	OG0002971	YNL187W	snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.51-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.51&CDS=1-735
2972	OG0002972	YNL189W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.139&CDS=1-1605
2973	OG0002973	YNL191W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.161&CDS=1-1440
2974	OG0002974	YNL192W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.69&CDS=1-3057
2975	OG0002975	YNL200C	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-2.105-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-2.105&CDS=1-690
2976	OG0002976	YNL201C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.111&CDS=1-2520
2977	OG0002977	YNL202W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.85&CDS=1-867
2978	OG0002978	YNL206C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.157-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.157&CDS=1-1473
2979	OG0002979	YNL207W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.66&CDS=1-1290
2980	OG0002980	YNL210W	maker-NODE_4_length_770689_cov_28.8974_ID_7-snap-gene-3.5-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-snap-gene-3.5&CDS=1-906
2981	OG0002981	YNL212W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.28&CDS=1-2361
2982	OG0002982	YNL213C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.45&CDS=1-684
2983	OG0002983	YNL214W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.27&CDS=1-672
2984	OG0002984	YNL216W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.12&CDS=1-1815
2985	OG0002985	YNL218W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.65&CDS=1-1731
2986	OG0002986	YNL219C	maker-NODE_6_length_737178_cov_21.3816_ID_11-snap-gene-2.80-mRNA-1_1&gene=maker-NODE_6_length_737178_cov_21.3816_ID_11-snap-gene-2.80&CDS=1-2058
2987	OG0002987	YNL220W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.67&CDS=1-1278
2988	OG0002988	YNL221C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.53&CDS=1-2454
2989	OG0002989	YNL222W	maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-2.120-mRNA-1_1&gene=maker-NODE_6_length_737178_cov_21.3816_ID_11-augustus-gene-2.120&CDS=1-609
2990	OG0002990	YNL223W	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.106&CDS=1-1758
2991	OG0002991	YNL224C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.55&CDS=1-2511
2992	OG0002992	YNL225C	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.108&CDS=1-990
2993	OG0002993	YNL227C	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.107&CDS=1-1773
2994	OG0002994	YNL229C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.5&CDS=1-996
2995	OG0002995	YNL230C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.76&CDS=1-891
2996	OG0002996	YNL231C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.56&CDS=1-1152
2997	OG0002997	YNL232W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.77&CDS=1-879
2998	OG0002998	YNL233W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.70&CDS=1-2949
2999	OG0002999	YNL234W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.69&CDS=1-1119
3000	OG0003000	YNL237W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.47&CDS=1-1296
3001	OG0003001	YNL238W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.28&CDS=1-2322
3002	OG0003002	YNL239W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.29&CDS=1-1308
3003	OG0003003	YNL240C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.48&CDS=1-1596
3004	OG0003004	YNL241C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.91&CDS=1-1494
3005	OG0003005	YNL242W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.211-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-6.211&CDS=1-5274
3006	OG0003006	YNL243W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.121&CDS=1-3147
3007	OG0003007	YNL244C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.103&CDS=1-327
3008	OG0003008	YNL246W	maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.51-mRNA-1_1&gene=maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.51&CDS=1-780
3009	OG0003009	YNL247W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.107&CDS=1-2274
3010	OG0003010	YNL248C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.123&CDS=1-1221
3011	OG0003011	YNL249C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.106&CDS=1-1638
3012	OG0003012	YNL250W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.124&CDS=1-3591
3013	OG0003013	YNL251C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-1.108&CDS=1-1785
3014	OG0003014	YNL252C	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.38&CDS=1-846
3015	OG0003015	YNL256W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.203-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.203&CDS=1-2343
3016	OG0003016	YNL258C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-12.35&CDS=1-2157
3017	OG0003017	YNL259C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.185-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.185&CDS=1-633
3018	OG0003018	YNL261W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-5.154&CDS=1-1080
3019	OG0003019	YNL262W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.125&CDS=1-6561
3020	OG0003020	YNL263C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.110&CDS=1-978
3021	OG0003021	YNL267W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.107&CDS=1-2862
3022	OG0003022	YNL272C	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.84&CDS=1-1995
3023	OG0003023	YNL273W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.40&CDS=1-3885
3024	OG0003024	YNL274C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.70&CDS=1-1020
3025	OG0003025	YNL275W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.129&CDS=1-1509
3026	OG0003026	YNL277W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.131&CDS=1-1413
3027	OG0003027	YNL279W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.55&CDS=1-2619
3028	OG0003028	YNL280C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.3&CDS=1-1305
3029	OG0003029	YNL281W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.86&CDS=1-432
3030	OG0003030	YNL282W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.82&CDS=1-708
3031	OG0003031	YNL284C	snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-2.15&CDS=1-3660
3032	OG0003032	YNL287W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.9&CDS=1-2727
3033	OG0003033	YNL288W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.8&CDS=1-1167
3034	OG0003034	YNL289W	augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.121&CDS=1-915
3035	OG0003035	YNL290W	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-2.104-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-2.104&CDS=1-987
3036	OG0003036	YNL291C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.22&CDS=1-1788
3037	OG0003037	YNL292W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.112&CDS=1-1179
3038	OG0003038	YNL293W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.145&CDS=1-1086
3039	OG0003039	YNL294C	maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.3-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-8.3&CDS=1-1524
3040	OG0003040	YNL297C	maker-NODE_25_length_135234_cov_23.6472_ID_49-augustus-gene-0.53-mRNA-1_1&gene=maker-NODE_25_length_135234_cov_23.6472_ID_49-augustus-gene-0.53&CDS=1-5004
3041	OG0003041	YNL305C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.119&CDS=1-774
3042	OG0003042	YNL307C	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.13&CDS=1-1083
3043	OG0003043	YNL308C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.150&CDS=1-1647
3044	OG0003044	YNL312W	genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.69&CDS=1-1290
3045	OG0003045	YNL313C	snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.18&CDS=1-2751
3046	OG0003046	YNL315C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.81&CDS=1-882
3047	OG0003047	YNL316C	maker-NODE_5_length_745227_cov_21.5169_ID_9-augustus-gene-4.160-mRNA-1_1&gene=maker-NODE_5_length_745227_cov_21.5169_ID_9-augustus-gene-4.160&CDS=1-900
3048	OG0003048	YNL317W	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.26-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.26&CDS=1-1410
3049	OG0003049	YNL320W	genemark-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.20&CDS=1-864
3050	OG0003050	YNL321W	snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.89&CDS=1-2952
3051	OG0003051	YNL322C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-1.50&CDS=1-867
3052	OG0003052	YNL323W	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.14&CDS=1-1227
3053	OG0003053	YNL325C	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.18&CDS=1-2577
3054	OG0003054	YNL326C	snap_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.97&CDS=1-369
3055	OG0003055	YNL328C	genemark-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.26&CDS=1-366
3056	OG0003056	YNL329C	augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.66&CDS=1-3078
3057	OG0003057	YNL330C	augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_28_length_71165_cov_21.7957_ID_55-processed-gene-0.65&CDS=1-1311
3058	OG0003058	YNR001C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.89&CDS=1-1407
3059	OG0003059	YNR003C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-2.69&CDS=1-912
3060	OG0003060	YNR006W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-1.5&CDS=1-1908
3061	OG0003061	YNR007C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.29&CDS=1-912
3062	OG0003062	YNR008W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-6.68&CDS=1-1983
3063	OG0003063	YNR011C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-7.90-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-7.90&CDS=1-3864
