	OrthologID	Lachancea_waltii	Saccharomyces_cerevisiae
3000	OG0003000	snap_masked-AADM01000256.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.4&CDS=1-813	YOR036W
3001	OG0003001	snap_masked-AADM01000256.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.24&CDS=1-993	YDR267C
3002	OG0003002	snap_masked-AADM01000256.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.5&CDS=1-1047	YOR037W
3003	OG0003003	snap_masked-AADM01000256.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.6&CDS=1-1116	YDR268W
3004	OG0003004	snap_masked-AADM01000256.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.25&CDS=1-2547	YOR038C
3005	OG0003005	snap_masked-AADM01000256.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.7&CDS=1-723	YOR039W
3006	OG0003006	snap_masked-AADM01000256.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.8&CDS=1-2967	YDR270W
3007	OG0003007	augustus_masked-AADM01000256.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-AADM01000256.1-processed-gene-0.77&CDS=1-852	YOR040W
3008	OG0003008	snap_masked-AADM01000256.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.10&CDS=1-1392	YOR042W
3009	OG0003009	snap_masked-AADM01000256.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.11&CDS=1-1326	YOR043W
3010	OG0003010	genemark-AADM01000256.1-processed-gene-0.48-mRNA-1_1&gene=genemark-AADM01000256.1-processed-gene-0.48&CDS=1-648	YOR045W
3011	OG0003011	genemark-AADM01000256.1-processed-gene-0.63-mRNA-1_1&gene=genemark-AADM01000256.1-processed-gene-0.63&CDS=1-2502	YOR046C
3012	OG0003012	snap_masked-AADM01000256.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.30&CDS=1-2922	YOR048C
3013	OG0003013	snap_masked-AADM01000256.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.31&CDS=1-1050	YOR049C
3014	OG0003014	snap_masked-AADM01000256.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.13&CDS=1-2064	YKR067W
3015	OG0003015	snap_masked-AADM01000256.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.32&CDS=1-606	YKR068C
3016	OG0003016	snap_masked-AADM01000256.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.33&CDS=1-1245	YOR051C
3017	OG0003017	snap_masked-AADM01000256.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.14&CDS=1-1791	YKR069W
3018	OG0003018	snap_masked-AADM01000256.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.15&CDS=1-1086	YKR070W
3019	OG0003019	snap_masked-AADM01000256.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.34&CDS=1-342	YOR052C
3020	OG0003020	snap_masked-AADM01000256.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000256.1-processed-gene-0.35&CDS=1-1035	YKR071C
3021	OG0003021	augustus_masked-AADM01000257.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AADM01000257.1-processed-gene-0.1&CDS=1-1848	YOR054C
3022	OG0003022	augustus_masked-AADM01000258.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-AADM01000258.1-processed-gene-0.104&CDS=1-831	YOR056C
3023	OG0003023	snap_masked-AADM01000258.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.1&CDS=1-1161	YOR057W
3024	OG0003024	snap_masked-AADM01000258.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.23&CDS=1-2766	YOR058C
3025	OG0003025	augustus_masked-AADM01000258.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-AADM01000258.1-processed-gene-0.85&CDS=1-441	YKR074W
3026	OG0003026	maker-AADM01000258.1-augustus-gene-0.41-mRNA-1_1&gene=maker-AADM01000258.1-augustus-gene-0.41&CDS=1-2070	YOR059C
3027	OG0003027	snap_masked-AADM01000258.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.3&CDS=1-1020	YOR061W
3028	OG0003028	snap_masked-AADM01000258.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.4&CDS=1-1164	YOR063W
3029	OG0003029	augustus_masked-AADM01000258.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-AADM01000258.1-processed-gene-0.108&CDS=1-579	YOR064C
3030	OG0003030	snap_masked-AADM01000258.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.5&CDS=1-885	YOR065W
3031	OG0003031	snap_masked-AADM01000258.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.7&CDS=1-1365	YOR066W
3032	OG0003032	snap_masked-AADM01000258.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.27&CDS=1-1665	YOR067C
3033	OG0003033	snap_masked-AADM01000258.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.8&CDS=1-1887	YOR069W
3034	OG0003034	genemark-AADM01000258.1-processed-gene-0.72-mRNA-1_1&gene=genemark-AADM01000258.1-processed-gene-0.72&CDS=1-4245	YKR079C
3035	OG0003035	snap_masked-AADM01000258.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.9&CDS=1-960	YKR080W
3036	OG0003036	snap_masked-AADM01000258.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.30&CDS=1-1035	YKR081C
3037	OG0003037	snap_masked-AADM01000258.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.10&CDS=1-3399	YKR082W
3038	OG0003038	snap_masked-AADM01000258.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.31&CDS=1-357	YKR083C
3039	OG0003039	snap_masked-AADM01000258.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.11&CDS=1-1830	YOR073W
3040	OG0003040	snap_masked-AADM01000258.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.32&CDS=1-930	YOR074C
3041	OG0003041	snap_masked-AADM01000258.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.12&CDS=1-981	YOR075W
3042	OG0003042	maker-AADM01000258.1-augustus-gene-0.43-mRNA-1_1&gene=maker-AADM01000258.1-augustus-gene-0.43&CDS=1-2520	YKR084C
3043	OG0003043	snap_masked-AADM01000258.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.35&CDS=1-600	YKR085C
3044	OG0003044	snap_masked-AADM01000258.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.36&CDS=1-945	YKR087C
3045	OG0003045	snap_masked-AADM01000258.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.15&CDS=1-732	YOR077W
3046	OG0003046	snap_masked-AADM01000258.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.37&CDS=1-927	YKR088C
3047	OG0003047	snap_masked-AADM01000258.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.18&CDS=1-678	YOR078W
3048	OG0003048	snap_masked-AADM01000258.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.38&CDS=1-957	YOR079C
3049	OG0003049	snap_masked-AADM01000258.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.19&CDS=1-2070	YOR080W
3050	OG0003050	snap_masked-AADM01000258.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.39&CDS=1-2538	YKR089C
3051	OG0003051	snap_masked-AADM01000258.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.20&CDS=1-1497	YER021W
3052	OG0003052	snap_masked-AADM01000258.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.21&CDS=1-1911	YER022W
3053	OG0003053	snap_masked-AADM01000258.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-AADM01000258.1-processed-gene-0.40&CDS=1-444	YJR118C
3054	OG0003054	snap_masked-AADM01000259.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000259.1-processed-gene-0.0&CDS=1-1731	YJR119C
3055	OG0003055	snap_masked-AADM01000260.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000260.1-processed-gene-0.0&CDS=1-843	YER023W
3056	OG0003056	snap_masked-AADM01000260.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000260.1-processed-gene-0.1&CDS=1-1527	YJR121W
3057	OG0003057	augustus_masked-AADM01000260.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AADM01000260.1-processed-gene-0.6&CDS=1-1428	YJR122W
3058	OG0003058	augustus_masked-AADM01000261.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.146&CDS=1-630	YJR123W
3059	OG0003059	snap_masked-AADM01000261.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.42&CDS=1-1308	YJR124C
3060	OG0003060	snap_masked-AADM01000261.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.6&CDS=1-2646	YLR451W
3061	OG0003061	snap_masked-AADM01000261.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.7&CDS=1-1554	YER025W
3062	OG0003062	snap_masked-AADM01000261.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.43&CDS=1-2073	YLR452C
3063	OG0003063	augustus_masked-AADM01000261.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.181&CDS=1-3306	YPR161C
3064	OG0003064	snap_masked-AADM01000261.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.46&CDS=1-1263	YPR163C
3065	OG0003065	augustus_masked-AADM01000261.1-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.149&CDS=1-11454	YLR454W
3066	OG0003066	snap_masked-AADM01000261.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.47&CDS=1-345	YPR166C
3067	OG0003067	snap_masked-AADM01000261.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.48&CDS=1-783	YPR167C
3068	OG0003068	augustus_masked-AADM01000261.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.152&CDS=1-1563	YOL122C
3069	OG0003069	augustus_masked-AADM01000261.1-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.184&CDS=1-1791	YOL123W
3070	OG0003070	genemark-AADM01000261.1-processed-gene-0.88-mRNA-1_1&gene=genemark-AADM01000261.1-processed-gene-0.88&CDS=1-1365	YOL124C
3071	OG0003071	augustus_masked-AADM01000261.1-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.185&CDS=1-1263	YNL304W
3072	OG0003072	snap_masked-AADM01000261.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.51&CDS=1-1365	YOL125W
3073	OG0003073	snap_masked-AADM01000261.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.16&CDS=1-1137	YOL126C
3074	OG0003074	snap_masked-AADM01000261.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.17&CDS=1-936	YNL305C
3075	OG0003075	maker-AADM01000261.1-augustus-gene-0.77-mRNA-1_1&gene=maker-AADM01000261.1-augustus-gene-0.77&CDS=1-1005	YOL127W
3076	OG0003076	snap_masked-AADM01000261.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.18&CDS=1-1089	YNL307C
3077	OG0003077	snap_masked-AADM01000261.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.54&CDS=1-528	YOL129W
3078	OG0003078	snap_masked-AADM01000261.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.19&CDS=1-1704	YNL308C
3079	OG0003079	snap_masked-AADM01000261.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.56&CDS=1-942	YNL309W
3080	OG0003080	snap_masked-AADM01000261.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.20&CDS=1-534	YNL310C
3081	OG0003081	snap_masked-AADM01000261.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.21&CDS=1-2178	YNL311C
3082	OG0003082	snap_masked-AADM01000261.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.57&CDS=1-1464	YOL132W
3083	OG0003083	snap_masked-AADM01000261.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.58&CDS=1-837	YNL312W
3084	OG0003084	snap_masked-AADM01000261.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.22&CDS=1-2712	YNL313C
3085	OG0003085	snap_masked-AADM01000261.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.59&CDS=1-900	YNL314W
3086	OG0003086	snap_masked-AADM01000261.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.23&CDS=1-969	YNL315C
3087	OG0003087	snap_masked-AADM01000261.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.24&CDS=1-993	YNL316C
3088	OG0003088	snap_masked-AADM01000261.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.60&CDS=1-333	YOL133W
3089	OG0003089	snap_masked-AADM01000261.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.25&CDS=1-657	YOL135C
3090	OG0003090	augustus_masked-AADM01000261.1-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.164&CDS=1-1128	YOL136C
3091	OG0003091	augustus_masked-AADM01000261.1-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.194&CDS=1-1344	YNL317W
3092	OG0003092	snap_masked-AADM01000261.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.62&CDS=1-1371	YOL137W
3093	OG0003093	snap_masked-AADM01000261.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.26&CDS=1-3858	YOL138C
3094	OG0003094	snap_masked-AADM01000261.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.63&CDS=1-879	YNL320W
3095	OG0003095	snap_masked-AADM01000261.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.27&CDS=1-627	YOL139C
3096	OG0003096	snap_masked-AADM01000261.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.64&CDS=1-2406	YNL321W
3097	OG0003097	snap_masked-AADM01000261.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.28&CDS=1-873	YNL322C
3098	OG0003098	snap_masked-AADM01000261.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.65&CDS=1-1272	YOL140W
3099	OG0003099	snap_masked-AADM01000261.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.66&CDS=1-1233	YNL323W
3100	OG0003100	snap_masked-AADM01000261.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.29&CDS=1-1485	YGR197C
3101	OG0003101	snap_masked-AADM01000261.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.67&CDS=1-2082	YOL141W
3102	OG0003102	snap_masked-AADM01000261.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.30&CDS=1-2568	YNL325C
3103	OG0003103	snap_masked-AADM01000261.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.68&CDS=1-708	YOL142W
3104	OG0003104	genemark-AADM01000261.1-processed-gene-0.105-mRNA-1_1&gene=genemark-AADM01000261.1-processed-gene-0.105&CDS=1-999	YNL326C
3105	OG0003105	augustus_masked-AADM01000261.1-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-AADM01000261.1-processed-gene-0.202&CDS=1-2823	YNL327W
3106	OG0003106	snap_masked-AADM01000261.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.32&CDS=1-435	YNL328C
3107	OG0003107	snap_masked-AADM01000261.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.33&CDS=1-3114	YNL329C
3108	OG0003108	maker-AADM01000261.1-augustus-gene-0.75-mRNA-1_1&gene=maker-AADM01000261.1-augustus-gene-0.75&CDS=1-1815	YNL330C
3109	OG0003109	snap_masked-AADM01000261.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.70&CDS=1-1404	YOL144W
3110	OG0003110	snap_masked-AADM01000261.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.36&CDS=1-3303	YOL145C
3111	OG0003111	snap_masked-AADM01000261.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.71&CDS=1-561	YOL146W
3112	OG0003112	snap_masked-AADM01000261.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.37&CDS=1-675	YOL147C
3113	OG0003113	snap_masked-AADM01000261.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.38&CDS=1-1731	YOL148C
3114	OG0003114	snap_masked-AADM01000261.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-AADM01000261.1-processed-gene-0.72&CDS=1-612	YOL149W
3115	OG0003115	snap_masked-AADM01000262.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000262.1-processed-gene-0.6&CDS=1-1140	YHR112C
3116	OG0003116	snap_masked-AADM01000266.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.6&CDS=1-966	YPL266W
3117	OG0003117	snap_masked-AADM01000266.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.8&CDS=1-2565	YPL268W
3118	OG0003118	snap_masked-AADM01000266.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.9&CDS=1-1680	YPL269W
3119	OG0003119	snap_masked-AADM01000266.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.11&CDS=1-186	YPL271W
3120	OG0003120	snap_masked-AADM01000266.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.1&CDS=1-3024	YEL055C
3121	OG0003121	snap_masked-AADM01000266.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.2&CDS=1-1557	YPL272C
3122	OG0003122	snap_masked-AADM01000266.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.12&CDS=1-1188	YEL056W
3123	OG0003123	maker-AADM01000266.1-augustus-gene-0.29-mRNA-1_1&gene=maker-AADM01000266.1-augustus-gene-0.29&CDS=1-3510	YEL058W
3124	OG0003124	snap_masked-AADM01000266.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.3&CDS=1-273	YEL059C-A
3125	OG0003125	snap_masked-AADM01000266.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000266.1-processed-gene-0.4&CDS=1-1479	YPL262W
3126	OG0003126	snap_masked-AADM01000268.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000268.1-processed-gene-0.1&CDS=1-702	YIR038C
3127	OG0003127	snap_masked-AADM01000269.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.93&CDS=1-1629	YEL060C
3128	OG0003128	maker-AADM01000269.1-augustus-gene-0.0-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.0&CDS=1-3609	YEL061C
3129	OG0003129	augustus_masked-AADM01000269.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.77&CDS=1-5562	YOR005C
3130	OG0003130	augustus_masked-AADM01000269.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.56&CDS=1-3267	YML002W
3131	OG0003131	snap_masked-AADM01000269.1-processed-gene-0.124-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.124&CDS=1-966	YOR007C
3132	OG0003132	snap_masked-AADM01000269.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.125&CDS=1-1608	YOR002W
3133	OG0003133	maker-AADM01000269.1-augustus-gene-0.1-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.1&CDS=1-1437	YML001W
3134	OG0003134	snap_masked-AADM01000269.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.100&CDS=1-2205	YOR001W
3135	OG0003135	snap_masked-AADM01000269.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.101&CDS=1-945	YOL002C
3136	OG0003136	snap_masked-AADM01000269.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.102&CDS=1-1149	YOL003C
3137	OG0003137	snap_masked-AADM01000269.1-processed-gene-0.127-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.127&CDS=1-4323	YOL004W
3138	OG0003138	snap_masked-AADM01000269.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.103&CDS=1-366	YOL005C
3139	OG0003139	snap_masked-AADM01000269.1-processed-gene-0.128-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.128&CDS=1-2091	YMR001C
3140	OG0003140	snap_masked-AADM01000269.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.104&CDS=1-2280	YOL006C
3141	OG0003141	snap_masked-AADM01000269.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.105&CDS=1-924	YOL007C
3142	OG0003142	snap_masked-AADM01000269.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.106&CDS=1-456	YMR002W
3143	OG0003143	snap_masked-AADM01000269.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.107&CDS=1-681	YMR003W
3144	OG0003144	snap_masked-AADM01000269.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.129&CDS=1-582	YOL008W
3145	OG0003145	snap_masked-AADM01000269.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.108&CDS=1-840	YOL009C
3146	OG0003146	snap_masked-AADM01000269.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.109&CDS=1-1581	YMR004W
3147	OG0003147	snap_masked-AADM01000269.1-processed-gene-0.130-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.130&CDS=1-1092	YOL010W
3148	OG0003148	snap_masked-AADM01000269.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.110&CDS=1-1209	YMR005W
3149	OG0003149	snap_masked-AADM01000269.1-processed-gene-0.131-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.131&CDS=1-1923	YMR008C
3150	OG0003150	snap_masked-AADM01000269.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.112&CDS=1-402	YOL012C
3151	OG0003151	augustus_masked-AADM01000269.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.70&CDS=1-1539	YOL013C
3152	OG0003152	augustus_masked-AADM01000269.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.87&CDS=1-1443	YML043C
3153	OG0003153	augustus_masked-AADM01000269.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.88&CDS=1-1707	YLR259C
3154	OG0003154	snap_masked-AADM01000269.1-processed-gene-0.115-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.115&CDS=1-1638	YLR260W
3155	OG0003155	maker-AADM01000269.1-augustus-gene-0.4-mRNA-1_1&gene=maker-AADM01000269.1-augustus-gene-0.4&CDS=1-3021	YOR168W
3156	OG0003156	augustus_masked-AADM01000269.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-AADM01000269.1-processed-gene-0.73&CDS=1-2079	YLR263W
3157	OG0003157	genemark-AADM01000269.1-processed-gene-0.29-mRNA-1_1&gene=genemark-AADM01000269.1-processed-gene-0.29&CDS=1-1293	YOR166C
3158	OG0003158	snap_masked-AADM01000269.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-AADM01000269.1-processed-gene-0.138&CDS=1-2358	YOR165W
3159	OG0003159	snap_masked-AADM01000270.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.42&CDS=1-597, snap_masked-AADM01000407.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000407.1-processed-gene-0.4&CDS=1-597	
3160	OG0003160	snap_masked-AADM01000270.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.43&CDS=1-906	YBR151W
3161	OG0003161	snap_masked-AADM01000270.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AADM01000270.1-processed-gene-0.44&CDS=1-963	YBR149W
