	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034622_Pichia_occidentalis
2685	OG0002685	YNL186W	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.176&CDS=1-2415
2686	OG0002686	YNL189W	snap_masked-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.58&CDS=1-1662
2687	OG0002687	YNL191W	snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.163&CDS=1-1005
2688	OG0002688	YNL193W	snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.28&CDS=1-1473
2689	OG0002689	YNL200C	snap_masked-NODE_37_length_110318_cov_13.8186_ID_73-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_37_length_110318_cov_13.8186_ID_73-processed-gene-0.90&CDS=1-729
2690	OG0002690	YNL201C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.5&CDS=1-2493
2691	OG0002691	YNL202W	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.6&CDS=1-864
2692	OG0002692	YNL206C	snap_masked-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_38_length_102016_cov_13.5702_ID_75-processed-gene-0.27&CDS=1-1365
2693	OG0002693	YNL207W	snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.41&CDS=1-1272
2694	OG0002694	YNL212W	maker-NODE_42_length_95905_cov_13.8637_ID_83-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_42_length_95905_cov_13.8637_ID_83-augustus-gene-0.0&CDS=1-1029
2695	OG0002695	YNL213C	genemark-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.52&CDS=1-789
2696	OG0002696	YNL216W	maker-NODE_17_length_177823_cov_14.5037_ID_33-snap-gene-0.255-mRNA-1_1&gene=maker-NODE_17_length_177823_cov_14.5037_ID_33-snap-gene-0.255&CDS=1-2571
2697	OG0002697	YNL217W	genemark-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.51&CDS=1-1290
2698	OG0002698	YNL218W	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.205&CDS=1-1728
2699	OG0002699	YNL219C	maker-NODE_54_length_70433_cov_14.1979_ID_107-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_54_length_70433_cov_14.1979_ID_107-snap-gene-0.101&CDS=1-2331
2700	OG0002700	YNL220W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-2.111&CDS=1-1287
2701	OG0002701	YNL221C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.171&CDS=1-2736
2702	OG0002702	YNL222W	genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.175&CDS=1-717
2703	OG0002703	YNL223W	snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.58&CDS=1-1776
2704	OG0002704	YNL224C	genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.153&CDS=1-2520
2705	OG0002705	YNL227C	snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_15_length_212988_cov_14.2066_ID_29-processed-gene-1.138&CDS=1-1827
2706	OG0002706	YNL229C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-1.179&CDS=1-1065
2707	OG0002707	YNL231C	snap_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.110&CDS=1-1137
2708	OG0002708	YNL232W	snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.149&CDS=1-762
2709	OG0002709	YNL234W	augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.2&CDS=1-4704
2710	OG0002710	YNL237W	maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_6_length_336941_cov_13.1986_ID_11-snap-gene-0.2&CDS=1-3447
2711	OG0002711	YNL238W	genemark-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.58&CDS=1-2724
2712	OG0002712	YNL239W	snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_55_length_68333_cov_13.5349_ID_109-processed-gene-0.90&CDS=1-1338
2713	OG0002713	YNL240C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.28&CDS=1-1608
2714	OG0002714	YNL241C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-0.29&CDS=1-1527
2715	OG0002715	YNL242W	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.184&CDS=1-5421
2716	OG0002716	YNL243W	genemark-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.5&CDS=1-3153
2717	OG0002717	YNL244C	snap_masked-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.34&CDS=1-327
2718	OG0002718	YNL245C	snap_masked-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_98_length_20018_cov_12.1041_ID_195-processed-gene-0.33&CDS=1-762
2719	OG0002719	YNL246W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-1.105&CDS=1-849
2720	OG0002720	YNL247W	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.182-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.182&CDS=1-2307
2721	OG0002721	YNL248C	genemark-NODE_47_length_89715_cov_13.6552_ID_93-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_47_length_89715_cov_13.6552_ID_93-processed-gene-0.106&CDS=1-1335
2722	OG0002722	YNL250W	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.128&CDS=1-5154
2723	OG0002723	YNL251C	snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.147&CDS=1-2031
2724	OG0002724	YNL252C	maker-NODE_87_length_28018_cov_15.8316_ID_173-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_87_length_28018_cov_15.8316_ID_173-snap-gene-0.35&CDS=1-4197
2725	OG0002725	YNL254C	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.10&CDS=1-1449
2726	OG0002726	YNL256W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.43&CDS=1-2382
2727	OG0002727	YNL260C	genemark-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.14&CDS=1-531
2728	OG0002728	YNL261W	snap_masked-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.79&CDS=1-1602
2729	OG0002729	YNL262W	snap_masked-NODE_77_length_37524_cov_13.4899_ID_153-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_77_length_37524_cov_13.4899_ID_153-processed-gene-0.14&CDS=1-6813
2730	OG0002730	YNL267W	genemark-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-0.55&CDS=1-3198
2731	OG0002731	YNL272C	snap_masked-NODE_79_length_37097_cov_14.3101_ID_157-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_79_length_37097_cov_14.3101_ID_157-processed-gene-0.15&CDS=1-2013
2732	OG0002732	YNL273W	augustus_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.118&CDS=1-4164
2733	OG0002733	YNL274C	maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-1.276-mRNA-1_1&gene=maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-1.276&CDS=1-2103
2734	OG0002734	YNL275W	maker-NODE_57_length_67361_cov_26.3817_ID_113-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_57_length_67361_cov_26.3817_ID_113-snap-gene-0.78&CDS=1-1743
2735	OG0002735	YNL277W	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.135-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.135&CDS=1-1503
2736	OG0002736	YNL279W	genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-3.81&CDS=1-2385
2737	OG0002737	YNL280C	snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.190&CDS=1-1323
2738	OG0002738	YNL281W	augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-1.49&CDS=1-447
2739	OG0002739	YNL284C	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.39&CDS=1-849
2740	OG0002740	YNL287W	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-0.21&CDS=1-2772
2741	OG0002741	YNL288W	maker-NODE_11_length_281462_cov_14.3937_ID_21-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_11_length_281462_cov_14.3937_ID_21-snap-gene-0.39&CDS=1-3309
2742	OG0002742	YNL289W	snap_masked-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.14&CDS=1-996
2743	OG0002743	YNL290W	snap_masked-NODE_25_length_151388_cov_15.4933_ID_49-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_25_length_151388_cov_15.4933_ID_49-processed-gene-0.17&CDS=1-990
2744	OG0002744	YNL291C	augustus_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.2&CDS=1-1653
2745	OG0002745	YNL292W	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.173&CDS=1-1221
2746	OG0002746	YNL297C	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.172&CDS=1-4941
2747	OG0002747	YNL307C	snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_26_length_148938_cov_14.7594_ID_51-processed-gene-0.28&CDS=1-1107
2748	OG0002748	YNL308C	snap_masked-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.37&CDS=1-1728
2749	OG0002749	YNL310C	genemark-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.0&CDS=1-612
2750	OG0002750	YNL312W	genemark-NODE_52_length_75054_cov_17.1998_ID_103-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_52_length_75054_cov_17.1998_ID_103-processed-gene-0.53&CDS=1-909
2751	OG0002751	YNL313C	snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.81&CDS=1-2949
2752	OG0002752	YNL315C	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.42&CDS=1-993
2753	OG0002753	YNL316C	maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_2_length_426856_cov_13.6764_ID_3-augustus-gene-0.5&CDS=1-2043
2754	OG0002754	YNL317W	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.72&CDS=1-1488
2755	OG0002755	YNL320W	snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.12&CDS=1-921
2756	OG0002756	YNL321W	maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.97&CDS=1-3573
2757	OG0002757	YNL322C	snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.207&CDS=1-741
2758	OG0002758	YNL323W	snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_41_length_97040_cov_14.4426_ID_81-processed-gene-0.8&CDS=1-1332
2759	OG0002759	YNL325C	snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-1.11&CDS=1-3522
2760	OG0002760	YNL328C	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.112&CDS=1-450
2761	OG0002761	YNL329C	augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-2.98&CDS=1-5181
2762	OG0002762	YNR001C	snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.140&CDS=1-1368
2763	OG0002763	YNR003C	genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.145-mRNA-1_1&gene=genemark-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.145&CDS=1-1011
2764	OG0002764	YNR005C	snap_masked-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.15&CDS=1-498
2765	OG0002765	YNR006W	genemark-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.38&CDS=1-2067
2766	OG0002766	YNR007C	genemark-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.43&CDS=1-1140
2767	OG0002767	YNR008W	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.110&CDS=1-2109
2768	OG0002768	YNR012W	genemark-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.65&CDS=1-1434
2769	OG0002769	YNR013C	augustus_masked-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_56_length_67904_cov_15.3873_ID_111-processed-gene-0.52&CDS=1-2523
2770	OG0002770	YNR015W	snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.255-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.255&CDS=1-1104
2771	OG0002771	YNR016C	snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.51&CDS=1-6636
2772	OG0002772	YNR017W	snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_18_length_175699_cov_13.5842_ID_35-processed-gene-0.52&CDS=1-663
2773	OG0002773	YNR018W	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.204-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.204&CDS=1-591
2774	OG0002774	YNR020C	genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.168&CDS=1-630
2775	OG0002775	YNR021W	maker-NODE_99_length_20017_cov_14.2549_ID_197-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_99_length_20017_cov_14.2549_ID_197-augustus-gene-0.38&CDS=1-2235
2776	OG0002776	YNR022C	snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_24_length_154291_cov_16.9242_ID_47-processed-gene-0.44&CDS=1-747
2777	OG0002777	YNR023W	snap_masked-NODE_99_length_20017_cov_14.2549_ID_197-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_99_length_20017_cov_14.2549_ID_197-processed-gene-0.27&CDS=1-1497
2778	OG0002778	YNR026C	snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_13_length_248499_cov_14.793_ID_25-processed-gene-0.22&CDS=1-2619
2779	OG0002779	YNR029C	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.136&CDS=1-1275
2780	OG0002780	YNR030W	genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.69&CDS=1-1866
2781	OG0002781	YNR032C-A	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.47&CDS=1-219
2782	OG0002782	YNR032W	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.8&CDS=1-1083
2783	OG0002783	YNR033W	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-0.103&CDS=1-2142
2784	OG0002784	YNR035C	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.16&CDS=1-993
2785	OG0002785	YNR036C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.224&CDS=1-552
2786	OG0002786	YNR037C	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.41&CDS=1-273
2787	OG0002787	YNR038W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.185&CDS=1-2097
2788	OG0002788	YNR039C	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.9&CDS=1-2313
2789	OG0002789	YNR041C	augustus_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.45&CDS=1-1161
2790	OG0002790	YNR043W	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.37&CDS=1-1176
2791	OG0002791	YNR046W	augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.92&CDS=1-2841
2792	OG0002792	YNR050C	snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.172&CDS=1-1341
2793	OG0002793	YNR052C	snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.132&CDS=1-2724
2794	OG0002794	YNR053C	maker-NODE_44_length_94838_cov_14.304_ID_87-augustus-gene-0.89-mRNA-1_1&gene=maker-NODE_44_length_94838_cov_14.304_ID_87-augustus-gene-0.89&CDS=1-1629
2795	OG0002795	YNR055C	augustus_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_51_length_81196_cov_13.707_ID_101-processed-gene-0.36&CDS=1-1770
2796	OG0002796	YNR057C	snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.184&CDS=1-642
2797	OG0002797	YNR058W	genemark-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.26&CDS=1-1305
2798	OG0002798	YOL001W	maker-NODE_5_length_351971_cov_13.5911_ID_9-augustus-gene-1.109-mRNA-1_1&gene=maker-NODE_5_length_351971_cov_13.5911_ID_9-augustus-gene-1.109&CDS=1-1671
2799	OG0002799	YOL002C	genemark-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_28_length_136305_cov_23.9313_ID_55-processed-gene-0.64&CDS=1-1068
2800	OG0002800	YOL003C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.16&CDS=1-1146
2801	OG0002801	YOL004W	maker-NODE_39_length_100661_cov_14.0318_ID_77-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_39_length_100661_cov_14.0318_ID_77-snap-gene-0.47&CDS=1-4659
2802	OG0002802	YOL005C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.17&CDS=1-372
2803	OG0002803	YOL006C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.18&CDS=1-2187
2804	OG0002804	YOL008W	genemark-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_43_length_95476_cov_25.2629_ID_85-processed-gene-0.127&CDS=1-591
2805	OG0002805	YOL009C	maker-NODE_30_length_127291_cov_23.3968_ID_59-snap-gene-0.186-mRNA-1_1&gene=maker-NODE_30_length_127291_cov_23.3968_ID_59-snap-gene-0.186&CDS=1-1461
2806	OG0002806	YOL010W	snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.151&CDS=1-1095
