	OrthologID	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
2605	OG0002605	snap_masked-mar-_s531-processed-gene-0.129-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.129&CDS=1-2472	YGL180W
2606	OG0002606	snap_masked-mar-_s531-processed-gene-0.100-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.100&CDS=1-9333	YLL040C
2607	OG0002607	snap_masked-mar-_s531-processed-gene-0.130-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.130&CDS=1-1026	YBL013W
2608	OG0002608	snap_masked-mar-_s531-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.104&CDS=1-2103	YGL026C
2609	OG0002609	snap_masked-mar-_s531-processed-gene-0.131-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.131&CDS=1-2565	YBL014C
2610	OG0002610	snap_masked-mar-_s531-processed-gene-0.106-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.106&CDS=1-2841	YDL095W
2611	OG0002611	snap_masked-mar-_s531-processed-gene-0.107-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.107&CDS=1-3510	YIL030C
2612	OG0002612	snap_masked-mar-_s531-processed-gene-0.132-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.132&CDS=1-474	YML098W
2613	OG0002613	augustus_masked-mar-_s531-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mar-_s531-processed-gene-0.37&CDS=1-621	YGL047W
2614	OG0002614	snap_masked-mar-_s531-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.109&CDS=1-1416	YML080W
2615	OG0002615	maker-mar-_s531-augustus-gene-0.1-mRNA-1_1&gene=maker-mar-_s531-augustus-gene-0.1&CDS=1-5688	YDR141C
2616	OG0002616	snap_masked-mar-_s531-processed-gene-0.135-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.135&CDS=1-972	YNR054C
2617	OG0002617	snap_masked-mar-_s531-processed-gene-0.136-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.136&CDS=1-357	YFL014W
2618	OG0002618	snap_masked-mar-_s531-processed-gene-0.112-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.112&CDS=1-2457	YLL034C
2619	OG0002619	snap_masked-mar-_s531-processed-gene-0.113-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.113&CDS=1-873	YGR031W
2620	OG0002620	snap_masked-mar-_s531-processed-gene-0.137-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.137&CDS=1-900	YLR351C
2621	OG0002621	snap_masked-mar-_s531-processed-gene-0.115-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.115&CDS=1-1845	YPL222W
2622	OG0002622	maker-mar-_s531-snap-gene-0.147-mRNA-1_1&gene=maker-mar-_s531-snap-gene-0.147&CDS=1-759	YER120W
2623	OG0002623	snap_masked-mar-_s531-processed-gene-0.142-mRNA-1_1&gene=snap_masked-mar-_s531-processed-gene-0.142&CDS=1-1263	YBL091C
2624	OG0002624	snap_masked-mar-_s537-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s537-processed-gene-0.4&CDS=1-1614	YJL069C
2625	OG0002625	augustus_masked-mar-_s538-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mar-_s538-processed-gene-0.9&CDS=1-2241	YGL022W
2626	OG0002626	snap_masked-mar-_s538-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.19&CDS=1-564	YGL010W
2627	OG0002627	snap_masked-mar-_s538-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.23&CDS=1-1557	YGL192W
2628	OG0002628	snap_masked-mar-_s538-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.24&CDS=1-3828	YBL007C
2629	OG0002629	snap_masked-mar-_s538-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s538-processed-gene-0.20&CDS=1-1755	YJR016C
2630	OG0002630	snap_masked-mar-_s54-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s54-processed-gene-0.21&CDS=1-378	YNL113W
2631	OG0002631	maker-mar-_s544-snap-gene-0.2-mRNA-1_1&gene=maker-mar-_s544-snap-gene-0.2&CDS=1-708	YML015C
2632	OG0002632	snap_masked-mar-_s546-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s546-processed-gene-0.4&CDS=1-897	YOR251C
2633	OG0002633	snap_masked-mar-_s547-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s547-processed-gene-0.0&CDS=1-606	YBL057C
2634	OG0002634	snap_masked-mar-_s548-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.16&CDS=1-1533	YDR539W
2635	OG0002635	snap_masked-mar-_s548-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.4&CDS=1-909	YDR538W
2636	OG0002636	snap_masked-mar-_s548-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.5&CDS=1-2385	YJR126C
2637	OG0002637	snap_masked-mar-_s548-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.19&CDS=1-2451	YGR099W
2638	OG0002638	genemark-mar-_s548-processed-gene-0.49-mRNA-1_1&gene=genemark-mar-_s548-processed-gene-0.49&CDS=1-4086	YKL113C
2639	OG0002639	augustus_masked-mar-_s548-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mar-_s548-processed-gene-0.39&CDS=1-750	YOL038W
2640	OG0002640	snap_masked-mar-_s548-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.12&CDS=1-378	YIR015W
2641	OG0002641	snap_masked-mar-_s548-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.21&CDS=1-420	YOL026C
2642	OG0002642	snap_masked-mar-_s548-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.22&CDS=1-1449	YGL253W
2643	OG0002643	snap_masked-mar-_s548-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s548-processed-gene-0.13&CDS=1-825	YPL076W
2644	OG0002644	snap_masked-mar-_s549-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.11&CDS=1-864	YDR284C
2645	OG0002645	maker-mar-_s549-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s549-snap-gene-0.0&CDS=1-1914	YMR004W
2646	OG0002646	snap_masked-mar-_s549-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.12&CDS=1-429	YJR067C
2647	OG0002647	augustus_masked-mar-_s549-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mar-_s549-processed-gene-0.18&CDS=1-1041	YOR043W
2648	OG0002648	snap_masked-mar-_s549-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.4&CDS=1-1032	YJR068W
2649	OG0002649	snap_masked-mar-_s549-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.14&CDS=1-3315	YBR276C
2650	OG0002650	snap_masked-mar-_s549-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.7&CDS=1-2178	YAL043C
2651	OG0002651	augustus_masked-mar-_s549-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s549-processed-gene-0.28&CDS=1-258	YJL062W-A
2652	OG0002652	augustus_masked-mar-_s55-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.33&CDS=1-828	YLR290C
2653	OG0002653	augustus_masked-mar-_s55-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.38&CDS=1-2766	YGL167C
2654	OG0002654	snap_masked-mar-_s55-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.22&CDS=1-4413	YLL031C
2655	OG0002655	genemark-mar-_s55-processed-gene-0.9-mRNA-1_1&gene=genemark-mar-_s55-processed-gene-0.9&CDS=1-2247	YHR205W
2656	OG0002656	snap_masked-mar-_s55-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.18&CDS=1-759	YMR193W
2657	OG0002657	snap_masked-mar-_s55-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s55-processed-gene-0.24&CDS=1-540	YPL250W-A
2658	OG0002658	augustus_masked-mar-_s55-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mar-_s55-processed-gene-0.36&CDS=1-228	YPL183W-A
2659	OG0002659	augustus_masked-mar-_s551-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mar-_s551-processed-gene-0.2&CDS=1-2688	YDR223W
2660	OG0002660	maker-mar-_s553-snap-gene-0.0-mRNA-1_1&gene=maker-mar-_s553-snap-gene-0.0&CDS=1-1419	YJR122W
2661	OG0002661	snap_masked-mar-_s561-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.0&CDS=1-1161	YPL151C
2662	OG0002662	snap_masked-mar-_s561-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.1&CDS=1-1071	YPL152W
2663	OG0002663	snap_masked-mar-_s561-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.16&CDS=1-1461	YOR250C
2664	OG0002664	snap_masked-mar-_s561-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.2&CDS=1-1068	YLR019W
2665	OG0002665	snap_masked-mar-_s561-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.5&CDS=1-1392	YLL011W
2666	OG0002666	snap_masked-mar-_s561-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.7&CDS=1-831	YNL265C
2667	OG0002667	snap_masked-mar-_s561-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s561-processed-gene-0.8&CDS=1-1614	YOR269W
2668	OG0002668	snap_masked-mar-_s562-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s562-processed-gene-0.13&CDS=1-2610	YML020W
2669	OG0002669	augustus_masked-mar-_s563-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s563-processed-gene-0.4&CDS=1-3540	YML049C
2670	OG0002670	augustus_masked-mar-_s563-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s563-processed-gene-0.0&CDS=1-345	YJR034W
2671	OG0002671	snap_masked-mar-_s563-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s563-processed-gene-0.10&CDS=1-4311	YJR033C
2672	OG0002672	augustus_masked-mar-_s566-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.45&CDS=1-300	YGR215W
2673	OG0002673	snap_masked-mar-_s566-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.20&CDS=1-6600	YGR217W
2674	OG0002674	snap_masked-mar-_s566-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.31&CDS=1-1497	YGR211W
2675	OG0002675	augustus_masked-mar-_s566-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.40&CDS=1-1989	YIL046W
2676	OG0002676	snap_masked-mar-_s566-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.32&CDS=1-1980	YOL141W
2677	OG0002677	snap_masked-mar-_s566-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.34&CDS=1-807	YOL142W
2678	OG0002678	augustus_masked-mar-_s566-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.50&CDS=1-846	YLR128W
2679	OG0002679	maker-mar-_s566-snap-gene-0.18-mRNA-1_1&gene=maker-mar-_s566-snap-gene-0.18&CDS=1-1809	YLR127C
2680	OG0002680	maker-mar-_s566-snap-gene-0.19-mRNA-1_1&gene=maker-mar-_s566-snap-gene-0.19&CDS=1-1596	YDR145W
2681	OG0002681	snap_masked-mar-_s566-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.37&CDS=1-4497	YLR419W
2682	OG0002682	augustus_masked-mar-_s569-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mar-_s569-processed-gene-0.3&CDS=1-1494	YAR003W
2683	OG0002683	augustus_masked-mar-_s57-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s57-processed-gene-0.0&CDS=1-435	YPL225W
2684	OG0002684	snap_masked-mar-_s57-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.11&CDS=1-1086	YMR029C
2685	OG0002685	snap_masked-mar-_s57-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.12&CDS=1-3567	YPL226W
2686	OG0002686	maker-mar-_s57-snap-gene-0.20-mRNA-1_1&gene=maker-mar-_s57-snap-gene-0.20&CDS=1-750	YML092C
2687	OG0002687	snap_masked-mar-_s57-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.14&CDS=1-2874	YML093W
2688	OG0002688	snap_masked-mar-_s57-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.17&CDS=1-1665	YML086C
2689	OG0002689	snap_masked-mar-_s57-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.15&CDS=1-1113	YPL181W
2690	OG0002690	snap_masked-mar-_s57-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.18&CDS=1-1863	YGL095C
2691	OG0002691	snap_masked-mar-_s57-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s57-processed-gene-0.19&CDS=1-3138	YLR389C
2692	OG0002692	snap_masked-mar-_s573-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s573-processed-gene-0.14&CDS=1-1047	YDR322W
2693	OG0002693	snap_masked-mar-_s573-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s573-processed-gene-0.10&CDS=1-432	YHR051W
2694	OG0002694	snap_masked-mar-_s575-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s575-processed-gene-0.5&CDS=1-273	YKR095W-A
2695	OG0002695	genemark-mar-_s575-processed-gene-0.2-mRNA-1_1&gene=genemark-mar-_s575-processed-gene-0.2&CDS=1-4014	YOR330C
2696	OG0002696	snap_masked-mar-_s576-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.58&CDS=1-1158	YHR002W
2697	OG0002697	snap_masked-mar-_s576-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.72&CDS=1-750	YGR147C
2698	OG0002698	snap_masked-mar-_s576-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.73&CDS=1-1296	YKL027W
2699	OG0002699	snap_masked-mar-_s576-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.74&CDS=1-732	YBR261C
2700	OG0002700	snap_masked-mar-_s576-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.59&CDS=1-522	YOL146W
2701	OG0002701	snap_masked-mar-_s576-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.75&CDS=1-3150	YOL145C
2702	OG0002702	snap_masked-mar-_s576-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.60&CDS=1-1305	YBR143C
2703	OG0002703	snap_masked-mar-_s576-processed-gene-0.79-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.79&CDS=1-2589	YBR142W
2704	OG0002704	snap_masked-mar-_s576-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.61&CDS=1-972	YBR141C
2705	OG0002705	snap_masked-mar-_s576-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.66&CDS=1-969	YDR337W
2706	OG0002706	snap_masked-mar-_s576-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.83&CDS=1-576	YJR112W
2707	OG0002707	snap_masked-mar-_s576-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.67&CDS=1-876	YBL050W
2708	OG0002708	augustus_masked-mar-_s576-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mar-_s576-processed-gene-0.24&CDS=1-3486	YJR109C
2709	OG0002709	snap_masked-mar-_s576-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.85&CDS=1-2793	YBR017C
2710	OG0002710	snap_masked-mar-_s576-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.88&CDS=1-2118	YAR014C
2711	OG0002711	genemark-mar-_s580-processed-gene-0.13-mRNA-1_1&gene=genemark-mar-_s580-processed-gene-0.13&CDS=1-789	YDR428C
2712	OG0002712	augustus_masked-mar-_s580-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mar-_s580-processed-gene-0.21&CDS=1-888	YDR432W
2713	OG0002713	snap_masked-mar-_s580-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s580-processed-gene-0.6&CDS=1-2514	YMR165C
2714	OG0002714	augustus_masked-mar-_s580-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mar-_s580-processed-gene-0.17&CDS=1-1578	YGL077C
2715	OG0002715	snap_masked-mar-_s580-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s580-processed-gene-0.3&CDS=1-3045	YFR002W
2716	OG0002716	augustus_masked-mar-_s580-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mar-_s580-processed-gene-0.19&CDS=1-2271	YJL094C
2717	OG0002717	snap_masked-mar-_s581-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.40&CDS=1-1788	YDR266C
2718	OG0002718	augustus_masked-mar-_s581-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mar-_s581-processed-gene-0.2&CDS=1-639	YHR100C
2719	OG0002719	snap_masked-mar-_s581-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.43&CDS=1-11433	YHR099W
2720	OG0002720	augustus_masked-mar-_s581-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mar-_s581-processed-gene-0.14&CDS=1-693	YBR040W
2721	OG0002721	snap_masked-mar-_s581-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.45&CDS=1-1248	YBR042C
2722	OG0002722	snap_masked-mar-_s581-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.33&CDS=1-2316	YBR043C
2723	OG0002723	snap_masked-mar-_s581-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.46&CDS=1-2220	YBR102C
2724	OG0002724	augustus_masked-mar-_s581-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mar-_s581-processed-gene-0.17&CDS=1-372	YPR063C
2725	OG0002725	snap_masked-mar-_s581-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.49&CDS=1-1155	YPR056W
2726	OG0002726	snap_masked-mar-_s581-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.52&CDS=1-450	YPR062W
2727	OG0002727	snap_masked-mar-_s581-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.56&CDS=1-4440	YBR097W
2728	OG0002728	snap_masked-mar-_s581-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.61&CDS=1-2043	YKL162C
2729	OG0002729	snap_masked-mar-_s585-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s585-processed-gene-0.20&CDS=1-2262	YLR352W
2730	OG0002730	maker-mar-_s585-snap-gene-0.9-mRNA-1_1&gene=maker-mar-_s585-snap-gene-0.9&CDS=1-471	YPR017C
2731	OG0002731	genemark-mar-_s587-processed-gene-0.30-mRNA-1_1&gene=genemark-mar-_s587-processed-gene-0.30&CDS=1-1023	YKL189W
2732	OG0002732	augustus_masked-mar-_s587-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s587-processed-gene-0.1&CDS=1-2349	YLR417W
2733	OG0002733	snap_masked-mar-_s587-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s587-processed-gene-0.10&CDS=1-2139	YHL016C
2734	OG0002734	augustus_masked-mar-_s587-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s587-processed-gene-0.4&CDS=1-5514	YBR208C
2735	OG0002735	snap_masked-mar-_s588-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s588-processed-gene-0.5&CDS=1-1284	YKL216W
2736	OG0002736	augustus_masked-mar-_s590-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mar-_s590-processed-gene-0.0&CDS=1-1299	YOL022C
2737	OG0002737	snap_masked-mar-_s590-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s590-processed-gene-0.3&CDS=1-2844	YJL108C
2738	OG0002738	snap_masked-mar-_s592-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s592-processed-gene-0.17&CDS=1-1473	YDL101C
2739	OG0002739	snap_masked-mar-_s592-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s592-processed-gene-0.18&CDS=1-3153	YDR080W
2740	OG0002740	snap_masked-mar-_s592-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s592-processed-gene-0.22&CDS=1-744	YDR084C
2741	OG0002741	snap_masked-mar-_s592-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s592-processed-gene-0.20&CDS=1-294	YDR079W
2742	OG0002742	snap_masked-mar-_s593-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s593-processed-gene-0.8&CDS=1-837	YOR362C
2743	OG0002743	maker-mar-_s593-snap-gene-0.9-mRNA-1_1&gene=maker-mar-_s593-snap-gene-0.9&CDS=1-1434	YOL003C
2744	OG0002744	snap_masked-mar-_s594-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s594-processed-gene-0.3&CDS=1-2289	YKL213C
2745	OG0002745	snap_masked-mar-_s594-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s594-processed-gene-0.5&CDS=1-1581	YER025W
2746	OG0002746	augustus_masked-mar-_s598-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mar-_s598-processed-gene-0.7&CDS=1-789	YEL019C
2747	OG0002747	snap_masked-mar-_s598-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s598-processed-gene-0.20&CDS=1-1353	YOR375C
2748	OG0002748	augustus_masked-mar-_s598-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mar-_s598-processed-gene-0.9&CDS=1-1416	YJL054W
2749	OG0002749	snap_masked-mar-_s598-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s598-processed-gene-0.22&CDS=1-1233	YNR029C
2750	OG0002750	snap_masked-mar-_s598-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s598-processed-gene-0.15&CDS=1-1839	YNR030W
2751	OG0002751	snap_masked-mar-_s60-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s60-processed-gene-0.33&CDS=1-2694	YGL023C
2752	OG0002752	snap_masked-mar-_s60-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s60-processed-gene-0.37&CDS=1-357	YKL137W
2753	OG0002753	snap_masked-mar-_s60-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mar-_s60-processed-gene-0.42&CDS=1-339	YKL138C
2754	OG0002754	snap_masked-mar-_s600-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s600-processed-gene-0.4&CDS=1-873	YLR370C
2755	OG0002755	snap_masked-mar-_s601-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s601-processed-gene-0.6&CDS=1-1086	YDL055C
2756	OG0002756	snap_masked-mar-_s601-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s601-processed-gene-0.7&CDS=1-1413	YDL054C
2757	OG0002757	snap_masked-mar-_s601-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s601-processed-gene-0.9&CDS=1-1017	YLR377C
2758	OG0002758	snap_masked-mar-_s605-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.74&CDS=1-2244	YLR207W
2759	OG0002759	snap_masked-mar-_s605-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.109&CDS=1-4341	YHR164C
2760	OG0002760	snap_masked-mar-_s605-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.75&CDS=1-1545	YOR310C
2761	OG0002761	snap_masked-mar-_s605-processed-gene-0.111-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.111&CDS=1-753	YJR024C
2762	OG0002762	snap_masked-mar-_s605-processed-gene-0.112-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.112&CDS=1-2355	YLL004W
2763	OG0002763	augustus_masked-mar-_s605-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-mar-_s605-processed-gene-0.143&CDS=1-1656	YOR245C
2764	OG0002764	augustus_masked-mar-_s605-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-mar-_s605-processed-gene-0.144&CDS=1-1068	YLR017W
2765	OG0002765	snap_masked-mar-_s605-processed-gene-0.113-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.113&CDS=1-429	YNL260C
2766	OG0002766	snap_masked-mar-_s605-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.88&CDS=1-1089	YHR156C
2767	OG0002767	snap_masked-mar-_s605-processed-gene-0.114-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.114&CDS=1-1440	YNL261W
2768	OG0002768	augustus_masked-mar-_s605-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-mar-_s605-processed-gene-0.178&CDS=1-7725	YNL262W
2769	OG0002769	snap_masked-mar-_s605-processed-gene-0.89-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.89&CDS=1-1416	YBR126C
2770	OG0002770	snap_masked-mar-_s605-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.91&CDS=1-1119	YPR084W
2771	OG0002771	snap_masked-mar-_s605-processed-gene-0.93-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.93&CDS=1-1527	YBR127C
2772	OG0002772	snap_masked-mar-_s605-processed-gene-0.94-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.94&CDS=1-3201	YER176W
2773	OG0002773	snap_masked-mar-_s605-processed-gene-0.121-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.121&CDS=1-1509	YDR434W
2774	OG0002774	snap_masked-mar-_s605-processed-gene-0.95-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.95&CDS=1-1746	YDR117C
2775	OG0002775	augustus_masked-mar-_s605-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-mar-_s605-processed-gene-0.185&CDS=1-831	YDR116C
