	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034654_Aciculoconidium_aculeatum
3124	OG0003124	YOR052C	augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.55&CDS=1-480
3125	OG0003125	YOR056C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.71&CDS=1-1419
3126	OG0003126	YOR057W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.133&CDS=1-1164
3127	OG0003127	YOR058C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.77&CDS=1-2691
3128	OG0003128	YOR059C	genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.65-mRNA-1_1&gene=genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.65&CDS=1-1449
3129	OG0003129	YOR060C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.15&CDS=1-783
3130	OG0003130	YOR061W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.36&CDS=1-993
3131	OG0003131	YOR063W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.113&CDS=1-1161
3132	OG0003132	YOR064C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-7.141&CDS=1-918
3133	OG0003133	YOR065W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.13&CDS=1-861
3134	OG0003134	YOR067C	snap_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.100&CDS=1-1665
3135	OG0003135	YOR069W	augustus_masked-NODE_61_length_81023_cov_34.3633_ID_121-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_61_length_81023_cov_34.3633_ID_121-processed-gene-0.87&CDS=1-1713
3136	OG0003136	YOR073W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-2.14&CDS=1-1434
3137	OG0003137	YOR074C	maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-2.39-mRNA-1_1&gene=maker-NODE_7_length_403571_cov_37.4828_ID_13-augustus-gene-2.39&CDS=1-1050
3138	OG0003138	YOR075W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.163&CDS=1-1014
3139	OG0003139	YOR077W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.41&CDS=1-633
3140	OG0003140	YOR079C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.198&CDS=1-876
3141	OG0003141	YOR080W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.236-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.236&CDS=1-2274
3142	OG0003142	YOR081C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.237-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.237&CDS=1-2529
3143	OG0003143	YOR084W	snap_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-2.95&CDS=1-1101
3144	OG0003144	YOR085W	augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_40_length_148413_cov_35.1706_ID_79-processed-gene-0.158&CDS=1-984
3145	OG0003145	YOR086C	augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.68&CDS=1-3618
3146	OG0003146	YOR087W	augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_56_length_89561_cov_35.5468_ID_111-processed-gene-0.7&CDS=1-2205
3147	OG0003147	YOR089C	augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.14&CDS=1-627
3148	OG0003148	YOR090C	augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_30_length_167876_cov_33.5866_ID_59-processed-gene-0.30&CDS=1-1617
3149	OG0003149	YOR091W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.226-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.226&CDS=1-1026
3150	OG0003150	YOR093C	augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.11&CDS=1-4515
3151	OG0003151	YOR095C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.224-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.224&CDS=1-726
3152	OG0003152	YOR099W	maker-NODE_3_length_592973_cov_34.3764_ID_5-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_3_length_592973_cov_34.3764_ID_5-snap-gene-4.1&CDS=1-2346
3153	OG0003153	YOR100C	maker-NODE_12_length_346549_cov_34.9883_ID_23-augustus-gene-1.153-mRNA-1_1&gene=maker-NODE_12_length_346549_cov_34.9883_ID_23-augustus-gene-1.153&CDS=1-1515
3154	OG0003154	YOR101W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.30&CDS=1-837
3155	OG0003155	YOR103C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.15&CDS=1-516
3156	OG0003156	YOR104W	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.11&CDS=1-579
3157	OG0003157	YOR106W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.24&CDS=1-861
3158	OG0003158	YOR111W	augustus_masked-NODE_48_length_123830_cov_34.721_ID_95-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_48_length_123830_cov_34.721_ID_95-processed-gene-0.97&CDS=1-624
3159	OG0003159	YOR112W	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.146&CDS=1-2253
3160	OG0003160	YOR113W	snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.26&CDS=1-2988
3161	OG0003161	YOR115C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.86&CDS=1-651
3162	OG0003162	YOR116C	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.200&CDS=1-4341
3163	OG0003163	YOR117W	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.168&CDS=1-1269
3164	OG0003164	YOR118W	augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.21&CDS=1-1698
3165	OG0003165	YOR119C	augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_57_length_87900_cov_38.0757_ID_113-processed-gene-0.44&CDS=1-1452
3166	OG0003166	YOR122C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.244-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.244&CDS=1-378
3167	OG0003167	YOR123C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.17&CDS=1-1029
3168	OG0003168	YOR124C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.24&CDS=1-3492
3169	OG0003169	YOR125C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.105&CDS=1-744
3170	OG0003170	YOR126C	augustus_masked-NODE_103_length_32371_cov_32.7051_ID_205-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_103_length_32371_cov_32.7051_ID_205-processed-gene-0.24&CDS=1-792
3171	OG0003171	YOR128C	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.45&CDS=1-1698
3172	OG0003172	YOR129C	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.42&CDS=1-1947
3173	OG0003173	YOR130C	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-1.23&CDS=1-894
3174	OG0003174	YOR132W	augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.22&CDS=1-1551
3175	OG0003175	YOR136W	augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.17&CDS=1-1095
3176	OG0003176	YOR141C	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.179&CDS=1-2508
3177	OG0003177	YOR142W	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.148&CDS=1-969
3178	OG0003178	YOR143C	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.168&CDS=1-879
3179	OG0003179	YOR144C	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.181&CDS=1-2790
3180	OG0003180	YOR145C	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.37&CDS=1-768
3181	OG0003181	YOR148C	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-1.184&CDS=1-795
3182	OG0003182	YOR149C	augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.3&CDS=1-1545
3183	OG0003183	YOR150W	augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.20&CDS=1-519
3184	OG0003184	YOR151C	augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.0&CDS=1-3618
3185	OG0003185	YOR153W	augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_65_length_77767_cov_34.5944_ID_129-processed-gene-0.92&CDS=1-4494
3186	OG0003186	YOR154W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.11&CDS=1-2064
3187	OG0003187	YOR155C	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.182&CDS=1-1461
3188	OG0003188	YOR157C	augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.10&CDS=1-801
3189	OG0003189	YOR158W	augustus_masked-NODE_45_length_132219_cov_34.3838_ID_89-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_45_length_132219_cov_34.3838_ID_89-processed-gene-0.92&CDS=1-906
3190	OG0003190	YOR159C	augustus_masked-NODE_45_length_132219_cov_34.3838_ID_89-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_45_length_132219_cov_34.3838_ID_89-processed-gene-0.111&CDS=1-258
3191	OG0003191	YOR160W	augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_31_length_166713_cov_36.2454_ID_61-processed-gene-0.192&CDS=1-2856
3192	OG0003192	YOR161C	augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_42_length_144261_cov_33.5316_ID_83-processed-gene-0.17&CDS=1-1629
3193	OG0003193	YOR163W	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.105&CDS=1-531
3194	OG0003194	YOR164C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-1.88&CDS=1-849
3195	OG0003195	YOR165W	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.179&CDS=1-2307
3196	OG0003196	YOR166C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.85&CDS=1-1296
3197	OG0003197	YOR168W	augustus_masked-NODE_98_length_34288_cov_31.3655_ID_195-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_98_length_34288_cov_31.3655_ID_195-processed-gene-0.27&CDS=1-2367
3198	OG0003198	YOR174W	snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.48&CDS=1-951
3199	OG0003199	YOR176W	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.113&CDS=1-1167
3200	OG0003200	YOR181W	augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.13&CDS=1-1842
3201	OG0003201	YOR187W	maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_4_length_483234_cov_34.9916_ID_7-augustus-gene-2.2&CDS=1-1971
3202	OG0003202	YOR188W	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-2.27&CDS=1-3729
3203	OG0003203	YOR194C	genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.2-mRNA-1_1&gene=genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.2&CDS=1-687
3204	OG0003204	YOR196C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.248-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.248&CDS=1-1203
3205	OG0003205	YOR197W	augustus_masked-NODE_80_length_55728_cov_33.3517_ID_159-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_80_length_55728_cov_33.3517_ID_159-processed-gene-0.43&CDS=1-1569
3206	OG0003206	YOR198C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.203-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.203&CDS=1-1356
3207	OG0003207	YOR201C	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.42&CDS=1-1257
3208	OG0003208	YOR202W	augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_403571_cov_37.4828_ID_13-processed-gene-3.43&CDS=1-666
3209	OG0003209	YOR204W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.95&CDS=1-1935
3210	OG0003210	YOR205C	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.28&CDS=1-1995
3211	OG0003211	YOR206W	augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.117&CDS=1-2106
3212	OG0003212	YOR207C	augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.139&CDS=1-3444
3213	OG0003213	YOR209C	augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.162&CDS=1-1218
3214	OG0003214	YOR210W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.197-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.197&CDS=1-216
3215	OG0003215	YOR211C	genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.109-mRNA-1_1&gene=genemark-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-6.109&CDS=1-2637
3216	OG0003216	YOR212W	augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.94&CDS=1-1059
3217	OG0003217	YOR216C	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.6&CDS=1-1410
3218	OG0003218	YOR217W	maker-NODE_49_length_123471_cov_34.9033_ID_97-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_49_length_123471_cov_34.9033_ID_97-augustus-gene-0.50&CDS=1-2691
3219	OG0003219	YOR221C	augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.7&CDS=1-852
3220	OG0003220	YOR223W	augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.114&CDS=1-816
3221	OG0003221	YOR224C	augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.106&CDS=1-444
3222	OG0003222	YOR232W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-0.98&CDS=1-681
3223	OG0003223	YOR236W	augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.82&CDS=1-603
3224	OG0003224	YOR238W	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.17&CDS=1-705
3225	OG0003225	YOR239W	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.2&CDS=1-933
3226	OG0003226	YOR241W	genemark-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.133&CDS=1-1554
3227	OG0003227	YOR242C	augustus_masked-NODE_111_length_23383_cov_29.9427_ID_221-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_111_length_23383_cov_29.9427_ID_221-processed-gene-0.25&CDS=1-1134
3228	OG0003228	YOR243C	genemark-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.8&CDS=1-2088
3229	OG0003229	YOR244W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.203&CDS=1-1476
3230	OG0003230	YOR245C	snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-4.59&CDS=1-2436
3231	OG0003231	YOR246C	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.23&CDS=1-999
3232	OG0003232	YOR249C	augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.17&CDS=1-2103
3233	OG0003233	YOR250C	augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.31&CDS=1-1416
3234	OG0003234	YOR251C	augustus_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_43_length_136554_cov_31.962_ID_85-processed-gene-0.96&CDS=1-930
3235	OG0003235	YOR252W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.50&CDS=1-549
3236	OG0003236	YOR253W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.101&CDS=1-522
3237	OG0003237	YOR254C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.121&CDS=1-2022
3238	OG0003238	YOR257W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.117&CDS=1-1476
3239	OG0003239	YOR258W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-1.16&CDS=1-762
3240	OG0003240	YOR259C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.99&CDS=1-1254
3241	OG0003241	YOR260W	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-2.116&CDS=1-1443
3242	OG0003242	YOR261C	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-0.62&CDS=1-906
