	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034748_Lipomyces_oligophaga
2681	OG0002681	YOL003C	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-6.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-6.23&CDS=1-609
2682	OG0002682	YOL004W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.59&CDS=1-3963
2683	OG0002683	YOL005C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.145-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-12.145&CDS=1-360
2684	OG0002684	YOL006C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-16.118-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-16.118&CDS=1-2319
2685	OG0002685	YOL009C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-0.42&CDS=1-1068
2686	OG0002686	YOL010W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-9.14-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-9.14&CDS=1-1116
2687	OG0002687	YOL013C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-0.80-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-0.80&CDS=1-1809
2688	OG0002688	YOL018C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-2.88-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-2.88&CDS=1-1110
2689	OG0002689	YOL021C	augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-3.154&CDS=1-2967
2690	OG0002690	YOL022C	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-1.6-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-1.6&CDS=1-1221
2691	OG0002691	YOL023W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.175&CDS=1-2256
2692	OG0002692	YOL026C	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.28&CDS=1-387
2693	OG0002693	YOL030W	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-4.28&CDS=1-1488
2694	OG0002694	YOL031C	genemark-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.53&CDS=1-1401
2695	OG0002695	YOL032W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-2.48-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-2.48&CDS=1-639
2696	OG0002696	YOL033W	augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-1.147&CDS=1-1761
2697	OG0002697	YOL034W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-1.18-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-1.18&CDS=1-3363
2698	OG0002698	YOL038W	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.106&CDS=1-1527
2699	OG0002699	YOL040C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.67&CDS=1-462
2700	OG0002700	YOL041C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.19&CDS=1-1296
2701	OG0002701	YOL049W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-9.122-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-9.122&CDS=1-1491
2702	OG0002702	YOL052C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.70&CDS=1-1227
2703	OG0002703	YOL054W	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-6.127&CDS=1-1047
2704	OG0002704	YOL057W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-7.70-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-7.70&CDS=1-2064
2705	OG0002705	YOL058W	maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-1.65-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-1.65&CDS=1-1239
2706	OG0002706	YOL060C	maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.297-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-augustus-gene-3.297&CDS=1-2187
2707	OG0002707	YOL061W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.132-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.132&CDS=1-1305
2708	OG0002708	YOL064C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.56&CDS=1-1017
2709	OG0002709	YOL065C	augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-3.125&CDS=1-1695
2710	OG0002710	YOL069W	maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.175-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.175&CDS=1-1434
2711	OG0002711	YOL070C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.133&CDS=1-2400
2712	OG0002712	YOL071W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.136-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.136&CDS=1-486
2713	OG0002713	YOL072W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.86-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.86&CDS=1-1401
2714	OG0002714	YOL073C	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.162-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.162&CDS=1-834
2715	OG0002715	YOL075C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-2.16-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-2.16&CDS=1-3843
2716	OG0002716	YOL077C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-9.120-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-9.120&CDS=1-948
2717	OG0002717	YOL077W-A	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.40-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.40&CDS=1-228
2718	OG0002718	YOL087C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-5.84-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-5.84&CDS=1-3093
2719	OG0002719	YOL090W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-13.1-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-13.1&CDS=1-2790
2720	OG0002720	YOL093W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.275-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.275&CDS=1-960
2721	OG0002721	YOL094C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-9.22-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-9.22&CDS=1-1065
2722	OG0002722	YOL096C	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.164-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.164&CDS=1-849
2723	OG0002723	YOL097C	augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.85&CDS=1-1257
2724	OG0002724	YOL098C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.31-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-20.31&CDS=1-3177
2725	OG0002725	YOL102C	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.77&CDS=1-639
2726	OG0002726	YOL107W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-4.17&CDS=1-1077
2727	OG0002727	YOL111C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-8.144-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-8.144&CDS=1-609
2728	OG0002728	YOL123W	maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.71-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-1.71&CDS=1-1437
2729	OG0002729	YOL125W	snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.180-mRNA-1_1&gene=snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.180&CDS=1-1434
2730	OG0002730	YOL127W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.51-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.51&CDS=1-435
2731	OG0002731	YOL129W	snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.1&CDS=1-528
2732	OG0002732	YOL133W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.52-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-6.52&CDS=1-351
2733	OG0002733	YOL135C	snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.58&CDS=1-759
2734	OG0002734	YOL139C	maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-1.56-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-1.56&CDS=1-723
2735	OG0002735	YOL140W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-13.126-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-13.126&CDS=1-1296
2736	OG0002736	YOL141W	genemark-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.167-mRNA-1_1&gene=genemark-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.167&CDS=1-3012
2737	OG0002737	YOL142W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-21.151-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-21.151&CDS=1-771
2738	OG0002738	YOL143C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.35-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-6.35&CDS=1-603
2739	OG0002739	YOL144W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-9.163&CDS=1-1905
2740	OG0002740	YOL145C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.8-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.8&CDS=1-2979
2741	OG0002741	YOL146W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.186-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-8.186&CDS=1-528
2742	OG0002742	YOL147C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-7.55-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-7.55&CDS=1-705
2743	OG0002743	YOL148C	augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.22&CDS=1-1383
2744	OG0002744	YOR001W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-1.63-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-augustus-gene-1.63&CDS=1-1731
2745	OG0002745	YOR002W	genemark-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.73-mRNA-1_1&gene=genemark-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.73&CDS=1-1512
2746	OG0002746	YOR004W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.159&CDS=1-501
2747	OG0002747	YOR005C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.83-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.83&CDS=1-2925
2748	OG0002748	YOR006C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.22&CDS=1-927
2749	OG0002749	YOR007C	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-13.170-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-13.170&CDS=1-981
2750	OG0002750	YOR008C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.258-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.258&CDS=1-1209
2751	OG0002751	YOR014W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.72-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.72&CDS=1-2109
2752	OG0002752	YOR017W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-1.145&CDS=1-1833
2753	OG0002753	YOR020C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.33&CDS=1-318
2754	OG0002754	YOR021C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-0.41&CDS=1-639
2755	OG0002755	YOR023C	maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.169-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.169&CDS=1-1830
2756	OG0002756	YOR025W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.120-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-5.120&CDS=1-1290
2757	OG0002757	YOR027W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-13.160-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-13.160&CDS=1-1752
2758	OG0002758	YOR028C	snap_masked-NODE_14_length_86440_cov_24.7008_ID_27-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_14_length_86440_cov_24.7008_ID_27-processed-gene-0.115&CDS=1-507
2759	OG0002759	YOR032C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-11.116-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-11.116&CDS=1-3012
2760	OG0002760	YOR035C	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.73&CDS=1-1824
2761	OG0002761	YOR036W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.119-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.119&CDS=1-891
2762	OG0002762	YOR037W	snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-1.35&CDS=1-1605
2763	OG0002763	YOR043W	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.41&CDS=1-1278
2764	OG0002764	YOR046C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.108&CDS=1-1605
2765	OG0002765	YOR048C	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-4.138&CDS=1-2727
2766	OG0002766	YOR049C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.96-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.96&CDS=1-981
2767	OG0002767	YOR051C	snap_masked-NODE_16_length_50536_cov_25.5797_ID_31-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_16_length_50536_cov_25.5797_ID_31-processed-gene-0.77&CDS=1-1338
2768	OG0002768	YOR052C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-10.29-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-10.29&CDS=1-459
2769	OG0002769	YOR056C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-6.41-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-6.41&CDS=1-1404
2770	OG0002770	YOR057W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-13.86-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-13.86&CDS=1-627
2771	OG0002771	YOR058C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.77-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-5.77&CDS=1-2772
2772	OG0002772	YOR059C	augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-2.1&CDS=1-1467
2773	OG0002773	YOR061W	maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-snap-gene-0.2&CDS=1-1182
2774	OG0002774	YOR063W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-3.48-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-3.48&CDS=1-1167
2775	OG0002775	YOR064C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-0.67&CDS=1-1287
2776	OG0002776	YOR065W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-22.61-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-22.61&CDS=1-927
2777	OG0002777	YOR067C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-13.69-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-13.69&CDS=1-1506
2778	OG0002778	YOR069W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.19&CDS=1-1893
2779	OG0002779	YOR070C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.66-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.66&CDS=1-1650
2780	OG0002780	YOR073W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.147&CDS=1-1833
2781	OG0002781	YOR074C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-3.55&CDS=1-1023
2782	OG0002782	YOR075W	snap_masked-NODE_13_length_191982_cov_25.1951_ID_25-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_13_length_191982_cov_25.1951_ID_25-processed-gene-0.77&CDS=1-1140
2783	OG0002783	YOR077W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-12.11&CDS=1-717
2784	OG0002784	YOR084W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-6.121-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-6.121&CDS=1-2505
2785	OG0002785	YOR085W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-4.99&CDS=1-1008
2786	OG0002786	YOR087W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.33&CDS=1-1989
2787	OG0002787	YOR089C	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.54-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.54&CDS=1-681
2788	OG0002788	YOR090C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-2.86-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-2.86&CDS=1-1794
2789	OG0002789	YOR091W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-18.119-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-18.119&CDS=1-1038
2790	OG0002790	YOR093C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.10-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.10&CDS=1-4809
2791	OG0002791	YOR095C	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.211-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-10.211&CDS=1-744
2792	OG0002792	YOR099W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-0.70&CDS=1-1614
2793	OG0002793	YOR100C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.6-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.6&CDS=1-957
2794	OG0002794	YOR101W	snap_masked-NODE_16_length_50536_cov_25.5797_ID_31-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_16_length_50536_cov_25.5797_ID_31-processed-gene-0.97&CDS=1-645
2795	OG0002795	YOR103C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-20.73-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-20.73&CDS=1-504
2796	OG0002796	YOR104W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-1.171&CDS=1-528
2797	OG0002797	YOR111W	maker-NODE_9_length_547499_cov_24.6718_ID_17-augustus-gene-1.42-mRNA-1_1&gene=maker-NODE_9_length_547499_cov_24.6718_ID_17-augustus-gene-1.42&CDS=1-702
2798	OG0002798	YOR112W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.49-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.49&CDS=1-2370
2799	OG0002799	YOR113W	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.70-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.70&CDS=1-2994
2800	OG0002800	YOR115C	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-10.76&CDS=1-738
2801	OG0002801	YOR116C	maker-NODE_14_length_86440_cov_24.7008_ID_27-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_14_length_86440_cov_24.7008_ID_27-augustus-gene-0.82&CDS=1-5982
