	OrthologID	Pachysolen_tannophilus	Saccharomyces_cerevisiae
2867	OG0002867	augustus_masked-scaffold_6-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.6&CDS=1-243	YMR194C-B
2868	OG0002868	maker-scaffold_6-snap-gene-3.81-mRNA-1_1&gene=maker-scaffold_6-snap-gene-3.81&CDS=1-1050	YMR193W
2869	OG0002869	augustus_masked-scaffold_6-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.27&CDS=1-2160	YPL249C
2870	OG0002870	maker-scaffold_6-snap-gene-3.82-mRNA-1_1&gene=maker-scaffold_6-snap-gene-3.82&CDS=1-2796	YPL248C
2871	OG0002871	maker-scaffold_6-augustus-gene-3.73-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.73&CDS=1-513	YMR233W
2872	OG0002872	genemark-scaffold_6-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.45&CDS=1-7341	YOR296W
2873	OG0002873	augustus_masked-scaffold_6-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.11&CDS=1-984	YGR053C
2874	OG0002874	augustus_masked-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.14&CDS=1-1515	YGR044C
2875	OG0002875	augustus_masked-scaffold_6-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.15&CDS=1-1527	YMR211W
2876	OG0002876	augustus_masked-scaffold_6-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.18&CDS=1-1395	YOR274W
2877	OG0002877	genemark-scaffold_6-processed-gene-3.72-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.72&CDS=1-315	YHR116W
2878	OG0002878	maker-scaffold_6-augustus-gene-4.155-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.155&CDS=1-1353	YNL119W
2879	OG0002879	augustus_masked-scaffold_6-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.99&CDS=1-1452	YNL137C
2880	OG0002880	augustus_masked-scaffold_6-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.100&CDS=1-930	YNL063W
2881	OG0002881	augustus_masked-scaffold_6-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.102&CDS=1-1449	YNL062C
2882	OG0002882	augustus_masked-scaffold_6-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.103&CDS=1-1905	YNL061W
2883	OG0002883	augustus_masked-scaffold_6-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.122&CDS=1-2262	YNL059C
2884	OG0002884	augustus_masked-scaffold_6-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.123&CDS=1-1332	YNR050C
2885	OG0002885	genemark-scaffold_6-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.56&CDS=1-1674	YNL138W
2886	OG0002886	snap_masked-scaffold_6-processed-gene-4.25-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.25&CDS=1-1857	YNL065W
2887	OG0002887	maker-scaffold_6-augustus-gene-4.157-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.157&CDS=1-6030	YDR150W
2888	OG0002888	maker-scaffold_6-snap-gene-4.152-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.152&CDS=1-483	YOR276W
2889	OG0002889	snap_masked-scaffold_6-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.28&CDS=1-2514	YMR212C
2890	OG0002890	augustus_masked-scaffold_6-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.107&CDS=1-2145	YMR213W
2891	OG0002891	augustus_masked-scaffold_6-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.108&CDS=1-708	YOR275C
2892	OG0002892	augustus_masked-scaffold_6-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.128&CDS=1-480	YPL037C
2893	OG0002893	augustus_masked-scaffold_6-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.110&CDS=1-3063	YPL040C
2894	OG0002894	augustus_masked-scaffold_6-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.111&CDS=1-684	YPL041C
2895	OG0002895	augustus_masked-scaffold_6-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.112&CDS=1-1326	YPL042C
2896	OG0002896	augustus_masked-scaffold_6-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.130&CDS=1-1188	YPL028W
2897	OG0002897	augustus_masked-scaffold_6-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.131&CDS=1-609	YDR248C
2898	OG0002898	augustus_masked-scaffold_6-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.132&CDS=1-2358	YPL029W
2899	OG0002899	augustus_masked-scaffold_6-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.113&CDS=1-1056	YDL205C
2900	OG0002900	augustus_masked-scaffold_6-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.114&CDS=1-1089	YDL209C
2901	OG0002901	augustus_masked-scaffold_6-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.133&CDS=1-1821	YDR243C
2902	OG0002902	genemark-scaffold_6-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.67&CDS=1-1815	YDR238C
2903	OG0002903	augustus_masked-scaffold_6-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.135&CDS=1-918	YDR237W
2904	OG0002904	augustus_masked-scaffold_6-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.116&CDS=1-867	YPR114W
2905	OG0002905	genemark-scaffold_6-processed-gene-4.90-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.90&CDS=1-1026	YDL207W
2906	OG0002906	snap_masked-scaffold_6-processed-gene-4.41-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.41&CDS=1-1320	YDR235W
2907	OG0002907	augustus_masked-scaffold_6-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.141&CDS=1-1272	YHR075C
2908	OG0002908	augustus_masked-scaffold_6-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.119&CDS=1-783	YJL035C
2909	OG0002909	augustus_masked-scaffold_6-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.142&CDS=1-2109	YJL036W
2910	OG0002910	augustus_masked-scaffold_6-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.120&CDS=1-2514	YHR154W
2911	OG0002911	snap_masked-scaffold_6-processed-gene-4.22-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.22&CDS=1-1479	YHR183W
2912	OG0002912	augustus_masked-scaffold_6-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.63&CDS=1-1533	YMR285C
2913	OG0002913	augustus_masked-scaffold_6-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.64&CDS=1-2313	YPL190C
2914	OG0002914	augustus_masked-scaffold_6-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.65&CDS=1-1803	YML096W
2915	OG0002915	augustus_masked-scaffold_6-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.88&CDS=1-1401	YCR086W
2916	OG0002916	augustus_masked-scaffold_6-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.66&CDS=1-3576	YNL325C
2917	OG0002917	augustus_masked-scaffold_6-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.89&CDS=1-366	YJL003W
2918	OG0002918	augustus_masked-scaffold_6-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.67&CDS=1-1782	YJR016C
2919	OG0002919	augustus_masked-scaffold_6-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.90&CDS=1-2148	YOL141W
2920	OG0002920	augustus_masked-scaffold_6-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.69&CDS=1-483	YCR087C-A
2921	OG0002921	augustus_masked-scaffold_6-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.91&CDS=1-1173	YNR043W
2922	OG0002922	augustus_masked-scaffold_6-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.92&CDS=1-534	YDR246W
2923	OG0002923	augustus_masked-scaffold_6-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.93&CDS=1-1938	YPL023C
2924	OG0002924	augustus_masked-scaffold_6-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.71&CDS=1-3189	YPL022W
2925	OG0002925	augustus_masked-scaffold_6-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.94&CDS=1-2136	YGL245W
2926	OG0002926	augustus_masked-scaffold_6-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.95&CDS=1-3672	YPL016W
2927	OG0002927	augustus_masked-scaffold_6-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.96&CDS=1-1110	YDR245W
2928	OG0002928	augustus_masked-scaffold_6-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.72&CDS=1-3438	YPL150W
2929	OG0002929	augustus_masked-scaffold_6-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.73&CDS=1-1281	YJL026W
2930	OG0002930	maker-scaffold_6-augustus-gene-5.9-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.9&CDS=1-1500	YOR241W
2931	OG0002931	augustus_masked-scaffold_6-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.75&CDS=1-1569	YIL063C
2932	OG0002932	augustus_masked-scaffold_6-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.97&CDS=1-3228	YER069W
2933	OG0002933	maker-scaffold_6-augustus-gene-5.10-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.10&CDS=1-462	YIL065C
2934	OG0002934	augustus_masked-scaffold_6-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.77&CDS=1-1734	YPL260W
2935	OG0002935	augustus_masked-scaffold_6-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.79&CDS=1-1209	YGR112W
2936	OG0002936	augustus_masked-scaffold_6-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.80&CDS=1-918	YGR113W
2937	OG0002937	augustus_masked-scaffold_6-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.98&CDS=1-1191	YJR072C
2938	OG0002938	maker-scaffold_6-augustus-gene-5.13-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.13&CDS=1-759	YKL207W
2939	OG0002939	augustus_masked-scaffold_6-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.100&CDS=1-1023	YKL206C
2940	OG0002940	augustus_masked-scaffold_6-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.83&CDS=1-915	YAR008W
2941	OG0002941	augustus_masked-scaffold_6-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.84&CDS=1-966	YJR070C
2942	OG0002942	augustus_masked-scaffold_6-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.101&CDS=1-372	YJR063W
2943	OG0002943	augustus_masked-scaffold_6-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.85&CDS=1-1680	YJR064W
2944	OG0002944	augustus_masked-scaffold_6-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.86&CDS=1-2484	YJR065C
2945	OG0002945	augustus_masked-scaffold_6-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.87&CDS=1-7299	YKL203C
2946	OG0002946	augustus_masked-scaffold_6-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.60&CDS=1-1137	YOR043W
2947	OG0002947	augustus_masked-scaffold_6-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.63&CDS=1-3405	YBR276C
2948	OG0002948	augustus_masked-scaffold_6-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.64&CDS=1-1764	YJL069C
2949	OG0002949	augustus_masked-scaffold_6-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.65&CDS=1-291	YJL062W-A
2950	OG0002950	maker-scaffold_6-augustus-gene-6.11-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.11&CDS=1-684	YER170W
2951	OG0002951	maker-scaffold_6-augustus-gene-6.12-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.12&CDS=1-423	YDR100W
2952	OG0002952	augustus_masked-scaffold_6-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.83&CDS=1-1806	YDR101C
2953	OG0002953	augustus_masked-scaffold_6-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.66&CDS=1-330	YER180C-A
2954	OG0002954	augustus_masked-scaffold_6-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.84&CDS=1-1329	YDR106W
2955	OG0002955	maker-scaffold_6-augustus-gene-6.10-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.10&CDS=1-1002	YER179W
2956	OG0002956	augustus_masked-scaffold_6-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.70&CDS=1-1509	YDR105C
2957	OG0002957	augustus_masked-scaffold_6-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.71&CDS=1-318	YER159C
2958	OG0002958	augustus_masked-scaffold_6-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.72&CDS=1-2328	YDR109C
2959	OG0002959	augustus_masked-scaffold_6-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.73&CDS=1-3957	YLR084C
2960	OG0002960	augustus_masked-scaffold_6-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.74&CDS=1-1017	YPR110C
2961	OG0002961	augustus_masked-scaffold_6-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.87&CDS=1-3522	YGR090W
2962	OG0002962	augustus_masked-scaffold_6-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.88&CDS=1-3939	YAL001C
2963	OG0002963	augustus_masked-scaffold_6-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.89&CDS=1-849	YGR220C
2964	OG0002964	augustus_masked-scaffold_6-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.90&CDS=1-645	YHR147C
2965	OG0002965	augustus_masked-scaffold_6-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.91&CDS=1-549	YBL057C
2966	OG0002966	augustus_masked-scaffold_6-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.94&CDS=1-6228	YNL242W
2967	OG0002967	augustus_masked-scaffold_6-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.76&CDS=1-3099	YDL215C
2968	OG0002968	augustus_masked-scaffold_6-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.96&CDS=1-1524	YNL241C
2969	OG0002969	augustus_masked-scaffold_6-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.97&CDS=1-1716	YNL240C
2970	OG0002970	snap_masked-scaffold_6-processed-gene-6.57-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.57&CDS=1-948	YJL053W
2971	OG0002971	augustus_masked-scaffold_6-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.101&CDS=1-3459	YOR191W
2972	OG0002972	augustus_masked-scaffold_6-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.102&CDS=1-681	YLR292C
2973	OG0002973	augustus_masked-scaffold_6-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.77&CDS=1-738	YLR301W
2974	OG0002974	augustus_masked-scaffold_6-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.78&CDS=1-330	YGL054C
2975	OG0002975	augustus_masked-scaffold_6-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.45&CDS=1-1602	YBR212W
2976	OG0002976	augustus_masked-scaffold_6-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.48&CDS=1-828	YBR213W
2977	OG0002977	augustus_masked-scaffold_6-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.47&CDS=1-2895	YIL075C
2978	OG0002978	augustus_masked-scaffold_6-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.49&CDS=1-1581	YER082C
2979	OG0002979	augustus_masked-scaffold_6-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.51&CDS=1-1386	YKL216W
2980	OG0002980	augustus_masked-scaffold_6-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.76&CDS=1-975	YER083C
2981	OG0002981	maker-scaffold_6-augustus-gene-7.150-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.150&CDS=1-888	YIL076W
2982	OG0002982	augustus_masked-scaffold_6-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.77&CDS=1-2178	YIL078W
2983	OG0002983	augustus_masked-scaffold_6-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.78&CDS=1-549	YHR148W
2984	OG0002984	augustus_masked-scaffold_6-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.79&CDS=1-1800	YBR274W
2985	OG0002985	augustus_masked-scaffold_6-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.80&CDS=1-2388	YGR150C
2986	OG0002986	augustus_masked-scaffold_6-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.81&CDS=1-1512	YJL054W
2987	OG0002987	augustus_masked-scaffold_6-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.82&CDS=1-2013	YJL128C
2988	OG0002988	augustus_masked-scaffold_6-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.62&CDS=1-681	YJL055W
2989	OG0002989	augustus_masked-scaffold_6-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.84&CDS=1-1044	YLR307W
2990	OG0002990	augustus_masked-scaffold_6-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.64&CDS=1-1272	YGR161C
2991	OG0002991	augustus_masked-scaffold_6-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.85&CDS=1-1647	YKR051W
2992	OG0002992	genemark-scaffold_6-processed-gene-7.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.18&CDS=1-2319	YJL132W
2993	OG0002993	maker-scaffold_6-snap-gene-7.147-mRNA-1_1&gene=maker-scaffold_6-snap-gene-7.147&CDS=1-1203	YJL131C
2994	OG0002994	genemark-scaffold_6-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.19&CDS=1-945	YNL274C
2995	OG0002995	maker-scaffold_6-augustus-gene-7.153-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-7.153&CDS=1-207	YJL127C-B
2996	OG0002996	augustus_masked-scaffold_6-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.88&CDS=1-492	YGL127C
2997	OG0002997	augustus_masked-scaffold_6-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.70&CDS=1-885	YGL126W
2998	OG0002998	augustus_masked-scaffold_6-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.89&CDS=1-1845	YBR220C
2999	OG0002999	augustus_masked-scaffold_6-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.71&CDS=1-1089	YBR221C
3000	OG0003000	augustus_masked-scaffold_6-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.72&CDS=1-1587	YBR222C
3001	OG0003001	augustus_masked-scaffold_6-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.90&CDS=1-1824	YGL119W
3002	OG0003002	augustus_masked-scaffold_6-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.74&CDS=1-1458	YGL122C
3003	OG0003003	augustus_masked-scaffold_6-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.91&CDS=1-765	YGL123W
3004	OG0003004	augustus_masked-scaffold_6-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.12&CDS=1-5196	YJR138W
3005	OG0003005	maker-scaffold_6-augustus-gene-8.0-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.0&CDS=1-1086	YJR139C
3006	OG0003006	augustus_masked-scaffold_6-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.14&CDS=1-1194	YGL048C
3007	OG0003007	augustus_masked-scaffold_6-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.27&CDS=1-2103	YLL019C
3008	OG0003008	augustus_masked-scaffold_6-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.17&CDS=1-294	YLL018C-A
3009	OG0003009	augustus_masked-scaffold_6-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.29&CDS=1-1497	YGL172W
3010	OG0003010	augustus_masked-scaffold_6-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.18&CDS=1-4632	YGL173C
3011	OG0003011	augustus_masked-scaffold_6-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.19&CDS=1-1002	YGL174W
3012	OG0003012	augustus_masked-scaffold_6-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.21&CDS=1-2451	YPR021C
3013	OG0003013	maker-scaffold_6-augustus-gene-8.1-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.1&CDS=1-1959	YGL175C
3014	OG0003014	augustus_masked-scaffold_6-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.31&CDS=1-2775	YPR022C
3015	OG0003015	augustus_masked-scaffold_6-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.32&CDS=1-783	YER126C
3016	OG0003016	augustus_masked-scaffold_6-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.22&CDS=1-1086	YER127W
3017	OG0003017	maker-scaffold_6-augustus-gene-8.2-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.2&CDS=1-585	YGL033W
3018	OG0003018	augustus_masked-scaffold_6-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.37&CDS=1-2433	YGL027C
3019	OG0003019	maker-scaffold_6-augustus-gene-8.3-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.3&CDS=1-2121	YGL026C
3020	OG0003020	augustus_masked-scaffold_6-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.23&CDS=1-1146	YBL013W
3021	OG0003021	maker-scaffold_6-augustus-gene-9.7-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-9.7&CDS=1-9588	YLL040C
3022	OG0003022	maker-scaffold_6-augustus-gene-9.0-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-9.0&CDS=1-648	YLR268W
3023	OG0003023	augustus_masked-scaffold_6-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.22&CDS=1-1182	YLR271W
3024	OG0003024	augustus_masked-scaffold_6-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.23&CDS=1-912	YOR174W
3025	OG0003025	augustus_masked-scaffold_6-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.27&CDS=1-1827	YOR175C
3026	OG0003026	augustus_masked-scaffold_6-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.24&CDS=1-2244	YMR004W
3027	OG0003027	augustus_masked-scaffold_6-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.47&CDS=1-1101	YOL010W
3028	OG0003028	augustus_masked-scaffold_6-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.28&CDS=1-1056	YMR005W
3029	OG0003029	augustus_masked-scaffold_6-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.29&CDS=1-3606	YLR272C
3030	OG0003030	augustus_masked-scaffold_6-processed-gene-9.48-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.48&CDS=1-1278	YOR176W
3031	OG0003031	augustus_masked-scaffold_6-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.30&CDS=1-1284	YLR085C
3032	OG0003032	genemark-scaffold_6-processed-gene-9.95-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-9.95&CDS=1-1755	YDR088C
3033	OG0003033	augustus_masked-scaffold_6-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.31&CDS=1-825	YDR087C
3034	OG0003034	maker-scaffold_6-augustus-gene-9.4-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-9.4&CDS=1-201	YDR086C
3035	OG0003035	augustus_masked-scaffold_6-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.50&CDS=1-3228	YER162C
