	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041693_Debaryomyces_nepalensis
3088	OG0003088	YOR250C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.170&CDS=1-1491
3089	OG0003089	YOR251C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.172&CDS=1-999
3090	OG0003090	YOR252W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.133&CDS=1-537
3091	OG0003091	YOR253W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.120&CDS=1-519
3092	OG0003092	YOR254C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.92&CDS=1-2001
3093	OG0003093	YOR257W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.96&CDS=1-519
3094	OG0003094	YOR258W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.132&CDS=1-741
3095	OG0003095	YOR259C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.122&CDS=1-1245
3096	OG0003096	YOR260W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.98&CDS=1-1431
3097	OG0003097	YOR261C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.12&CDS=1-1014
3098	OG0003098	YOR262W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.56&CDS=1-1050
3099	OG0003099	YOR265W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.11&CDS=1-291
3100	OG0003100	YOR269W	maker-NODE_9_length_569813_cov_13.4912_ID_3159-augustus-gene-4.8-mRNA-1_1&gene=maker-NODE_9_length_569813_cov_13.4912_ID_3159-augustus-gene-4.8&CDS=1-2391
3101	OG0003101	YOR270C	maker-NODE_5_length_855293_cov_13.274_ID_3467-augustus-gene-2.99-mRNA-1_1&gene=maker-NODE_5_length_855293_cov_13.274_ID_3467-augustus-gene-2.99&CDS=1-2436
3102	OG0003102	YOR271C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.149&CDS=1-984
3103	OG0003103	YOR273C	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-snap-gene-1.65-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-snap-gene-1.65&CDS=1-2958
3104	OG0003104	YOR274W	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-4.57-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-4.57&CDS=1-1407
3105	OG0003105	YOR276W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.154&CDS=1-519
3106	OG0003106	YOR281C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.127&CDS=1-756
3107	OG0003107	YOR287C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-18.129&CDS=1-897
3108	OG0003108	YOR288C	maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-15.110-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-snap-gene-15.110&CDS=1-1206
3109	OG0003109	YOR289W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.154&CDS=1-624
3110	OG0003110	YOR291W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.117&CDS=1-4170
3111	OG0003111	YOR292C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.79&CDS=1-960
3112	OG0003112	YOR296W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.72&CDS=1-4722
3113	OG0003113	YOR298C-A	maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-3.16-mRNA-1_1&gene=maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-3.16&CDS=1-678
3114	OG0003114	YOR298W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.75&CDS=1-933
3115	OG0003115	YOR301W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.148-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-10.148&CDS=1-1380
3116	OG0003116	YOR303W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-2.51&CDS=1-1287
3117	OG0003117	YOR307C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-4.65&CDS=1-1305
3118	OG0003118	YOR310C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.76&CDS=1-1545
3119	OG0003119	YOR311C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.131&CDS=1-1014
3120	OG0003120	YOR313C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.88&CDS=1-768
3121	OG0003121	YOR317W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.58&CDS=1-2097
3122	OG0003122	YOR319W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-2.17&CDS=1-1839
3123	OG0003123	YOR322C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.160&CDS=1-2091
3124	OG0003124	YOR323C	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.102&CDS=1-1326
3125	OG0003125	YOR326W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.69&CDS=1-4704
3126	OG0003126	YOR327C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.85&CDS=1-333
3127	OG0003127	YOR329C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.134&CDS=1-1983
3128	OG0003128	YOR330C	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-3.50-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-3.50&CDS=1-3972
3129	OG0003129	YOR332W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.151&CDS=1-678
3130	OG0003130	YOR334W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.150&CDS=1-1257
3131	OG0003131	YOR335C	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-0.56&CDS=1-2856
3132	OG0003132	YOR336W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.2&CDS=1-4569
3133	OG0003133	YOR340C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-0.127&CDS=1-933
3134	OG0003134	YOR341W	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-0.71&CDS=1-4923
3135	OG0003135	YOR346W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.48&CDS=1-4632
3136	OG0003136	YOR349W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.21&CDS=1-3414
3137	OG0003137	YOR352W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-7.32&CDS=1-900
3138	OG0003138	YOR355W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.125&CDS=1-1542
3139	OG0003139	YOR356W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-0.106&CDS=1-1947
3140	OG0003140	YOR357C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-9.164&CDS=1-465
3141	OG0003141	YOR358W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-6.13&CDS=1-978
3142	OG0003142	YOR359W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.136&CDS=1-1725
3143	OG0003143	YOR360C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.135&CDS=1-1641
3144	OG0003144	YOR361C	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-5.156-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-5.156&CDS=1-4776
3145	OG0003145	YOR362C	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-5.157-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-5.157&CDS=1-771
3146	OG0003146	YOR367W	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.158&CDS=1-543
3147	OG0003147	YOR368W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.137&CDS=1-1485
3148	OG0003148	YOR369C	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.104&CDS=1-432
3149	OG0003149	YOR370C	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.103&CDS=1-1872
3150	OG0003150	YOR375C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.55&CDS=1-1365
3151	OG0003151	YOR386W	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.123&CDS=1-1671
3152	OG0003152	YOR388C	snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.154-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.154&CDS=1-1128
3153	OG0003153	YPL002C	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.125&CDS=1-723
3154	OG0003154	YPL003W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-4.153&CDS=1-1557
3155	OG0003155	YPL006W	maker-NODE_7_length_741361_cov_11.406_ID_2867-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_7_length_741361_cov_11.406_ID_2867-augustus-gene-1.1&CDS=1-6024
3156	OG0003156	YPL008W	augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_15_length_260885_cov_15.7848_ID_1933-processed-gene-1.134&CDS=1-2463
3157	OG0003157	YPL009C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.107&CDS=1-3219
3158	OG0003158	YPL011C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.155&CDS=1-1062
3159	OG0003159	YPL012W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.82&CDS=1-3606
3160	OG0003160	YPL013C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-4.81&CDS=1-405
3161	OG0003161	YPL015C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.82&CDS=1-1035
3162	OG0003162	YPL020C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.134&CDS=1-1377
3163	OG0003163	YPL022W	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-6.109-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-augustus-gene-6.109&CDS=1-5778
3164	OG0003164	YPL023C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-5.70&CDS=1-1935
3165	OG0003165	YPL028W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.62&CDS=1-1203
3166	OG0003166	YPL029W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.88&CDS=1-2244
3167	OG0003167	YPL030W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.82&CDS=1-1776
3168	OG0003168	YPL031C	maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-5.64-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-5.64&CDS=1-996
3169	OG0003169	YPL034W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.142&CDS=1-846
3170	OG0003170	YPL037C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.140&CDS=1-462
3171	OG0003171	YPL040C	snap_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.19-mRNA-1_1&gene=snap_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.19&CDS=1-2964
3172	OG0003172	YPL041C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.86&CDS=1-759
3173	OG0003173	YPL042C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.60&CDS=1-2388
3174	OG0003174	YPL043W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.104&CDS=1-2163
3175	OG0003175	YPL045W	snap_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.35&CDS=1-2853
3176	OG0003176	YPL046C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.80&CDS=1-306
3177	OG0003177	YPL050C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.31&CDS=1-2181
3178	OG0003178	YPL051W	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.39&CDS=1-687
3179	OG0003179	YPL054W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.33&CDS=1-1167
3180	OG0003180	YPL057C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.145&CDS=1-1050
3181	OG0003181	YPL059W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-1.15&CDS=1-462
3182	OG0003182	YPL060W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.76&CDS=1-1293
3183	OG0003183	YPL063W	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.34&CDS=1-1419
3184	OG0003184	YPL064C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.140&CDS=1-963
3185	OG0003185	YPL065W	maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-2.0&CDS=1-2193
3186	OG0003186	YPL067C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.86&CDS=1-699
3187	OG0003187	YPL069C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-9.100&CDS=1-1035
3188	OG0003188	YPL072W	genemark-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.118&CDS=1-2532
3189	OG0003189	YPL078C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.78&CDS=1-702
3190	OG0003190	YPL082C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-6.69&CDS=1-5787
3191	OG0003191	YPL083C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.147&CDS=1-1410
3192	OG0003192	YPL085W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.79&CDS=1-6387
3193	OG0003193	YPL086C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.34&CDS=1-1674
3194	OG0003194	YPL091W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-1.136&CDS=1-2781
3195	OG0003195	YPL092W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.167&CDS=1-4281
3196	OG0003196	YPL093W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.32&CDS=1-1923
3197	OG0003197	YPL094C	maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-9.59-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-9.59&CDS=1-2421
3198	OG0003198	YPL096W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.41&CDS=1-1122
3199	OG0003199	YPL097W	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.148-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-8.148&CDS=1-1569
3200	OG0003200	YPL098C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.36&CDS=1-318
3201	OG0003201	YPL101W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-4.73&CDS=1-1311
3202	OG0003202	YPL103C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.16&CDS=1-1365
3203	OG0003203	YPL104W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.44&CDS=1-2094
3204	OG0003204	YPL109C	maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-14.162-mRNA-1_1&gene=maker-NODE_1_length_1979145_cov_16.84_ID_2150-augustus-gene-14.162&CDS=1-2124
