	OrthologID	Candida_auris	Saccharomyces_cerevisiae
2501	OG0002501	snap_masked-LGST01000041.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.19&CDS=1-1506	YMR239C
2502	OG0002502	snap_masked-LGST01000041.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.21&CDS=1-1698	YDR101C
2503	OG0002503	snap_masked-LGST01000041.1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-2.24&CDS=1-2745	YDR421W
2504	OG0002504	snap_masked-LGST01000041.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.40&CDS=1-1938	YDR452W
2505	OG0002505	augustus_masked-LGST01000041.1-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.4&CDS=1-1059	YMR146C
2506	OG0002506	snap_masked-LGST01000041.1-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.43&CDS=1-807	YDL086W
2507	OG0002507	maker-LGST01000041.1-snap-gene-3.36-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-3.36&CDS=1-1236	YDL100C
2508	OG0002508	snap_masked-LGST01000041.1-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.47&CDS=1-435	YHR191C
2509	OG0002509	snap_masked-LGST01000041.1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.48&CDS=1-708	YPL002C
2510	OG0002510	augustus_masked-LGST01000041.1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.23&CDS=1-1266	YFL001W
2511	OG0002511	snap_masked-LGST01000041.1-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.49&CDS=1-1815	YFL002C
2512	OG0002512	augustus_masked-LGST01000041.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.24&CDS=1-2949	YPL003W
2513	OG0002513	snap_masked-LGST01000041.1-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.70&CDS=1-1662	YMR145C
2514	OG0002514	snap_masked-LGST01000041.1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.73&CDS=1-528	YHR193C
2515	OG0002515	augustus_masked-LGST01000041.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.29&CDS=1-1986	YLR002C
2516	OG0002516	snap_masked-LGST01000041.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.52&CDS=1-1566	YMR015C
2517	OG0002517	genemark-LGST01000041.1-processed-gene-3.117-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-3.117&CDS=1-1524	YHR183W
2518	OG0002518	augustus_masked-LGST01000041.1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.12&CDS=1-1602	YJR010W
2519	OG0002519	snap_masked-LGST01000041.1-processed-gene-3.54-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.54&CDS=1-519	YER134C
2520	OG0002520	augustus_masked-LGST01000041.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.31&CDS=1-6471	YBL004W
2521	OG0002521	snap_masked-LGST01000041.1-processed-gene-3.56-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.56&CDS=1-1245	YDL001W
2522	OG0002522	augustus_masked-LGST01000041.1-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.32&CDS=1-3015	YDR208W
2523	OG0002523	augustus_masked-LGST01000041.1-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.16&CDS=1-909	YBR151W
2524	OG0002524	snap_masked-LGST01000041.1-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.59&CDS=1-246	YDR286C
2525	OG0002525	augustus_masked-LGST01000041.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.17&CDS=1-870	YIL124W
2526	OG0002526	snap_masked-LGST01000041.1-processed-gene-3.80-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.80&CDS=1-3045	YIL125W
2527	OG0002527	augustus_masked-LGST01000041.1-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-3.35&CDS=1-570	YKR065C
2528	OG0002528	snap_masked-LGST01000041.1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-3.62&CDS=1-1068	YKR066C
2529	OG0002529	maker-LGST01000041.1-snap-gene-4.43-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-4.43&CDS=1-891	YNL316C
2530	OG0002530	genemark-LGST01000041.1-processed-gene-3.124-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-3.124&CDS=1-423	YOL133W
2531	OG0002531	snap_masked-LGST01000041.1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.101&CDS=1-609	YOL135C
2532	OG0002532	snap_masked-LGST01000041.1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.105&CDS=1-2238	YKL135C
2533	OG0002533	snap_masked-LGST01000041.1-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.106&CDS=1-546	YJR074W
2534	OG0002534	snap_masked-LGST01000041.1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.103&CDS=1-1173	YJR075W
2535	OG0002535	snap_masked-LGST01000041.1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.104&CDS=1-1335	YNR050C
2536	OG0002536	snap_masked-LGST01000041.1-processed-gene-4.107-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.107&CDS=1-1449	YMR211W
2537	OG0002537	snap_masked-LGST01000041.1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.108&CDS=1-1089	YMR214W
2538	OG0002538	snap_masked-LGST01000041.1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.136&CDS=1-1338	YCL052C
2539	OG0002539	snap_masked-LGST01000041.1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.109&CDS=1-615	YJR073C
2540	OG0002540	maker-LGST01000041.1-augustus-gene-4.150-mRNA-1_1&gene=maker-LGST01000041.1-augustus-gene-4.150&CDS=1-1143	YOR352W
2541	OG0002541	maker-LGST01000041.1-augustus-gene-4.151-mRNA-1_1&gene=maker-LGST01000041.1-augustus-gene-4.151&CDS=1-3621	YKL209C
2542	OG0002542	snap_masked-LGST01000041.1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.139&CDS=1-3054	YKL210W
2543	OG0002543	snap_masked-LGST01000041.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.116&CDS=1-2142	YIL005W
2544	OG0002544	snap_masked-LGST01000041.1-processed-gene-4.117-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.117&CDS=1-1317	YER003C
2545	OG0002545	augustus_masked-LGST01000041.1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-4.15&CDS=1-1221	YER002W
2546	OG0002546	augustus_masked-LGST01000041.1-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-4.34&CDS=1-852	YIL003W
2547	OG0002547	augustus_masked-LGST01000041.1-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-4.16&CDS=1-435	YIL004C
2548	OG0002548	snap_masked-LGST01000041.1-processed-gene-4.141-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.141&CDS=1-1479	YCL034W
2549	OG0002549	snap_masked-LGST01000041.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.121&CDS=1-2127	YDR172W
2550	OG0002550	snap_masked-LGST01000041.1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.142&CDS=1-1008	YDR173C
2551	OG0002551	snap_masked-LGST01000041.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.124&CDS=1-2505	YLR045C
2552	OG0002552	snap_masked-LGST01000041.1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.125&CDS=1-765	YGR207C
2553	OG0002553	snap_masked-LGST01000041.1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.126&CDS=1-843	YGR205W
2554	OG0002554	snap_masked-LGST01000041.1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.143&CDS=1-651	YJL001W
2555	OG0002555	snap_masked-LGST01000041.1-processed-gene-4.145-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.145&CDS=1-1410	YJL002C
2556	OG0002556	snap_masked-LGST01000041.1-processed-gene-4.146-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.146&CDS=1-1665	YKL100C
2557	OG0002557	snap_masked-LGST01000041.1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-4.132&CDS=1-2517	YLL001W
2558	OG0002558	snap_masked-LGST01000041.1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.82&CDS=1-5628	YPL231W
2559	OG0002559	snap_masked-LGST01000041.1-processed-gene-5.83-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.83&CDS=1-5544	YDR170C
2560	OG0002560	snap_masked-LGST01000041.1-processed-gene-5.84-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.84&CDS=1-813	YLR150W
2561	OG0002561	snap_masked-LGST01000041.1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.85&CDS=1-1518	YDR169C
2562	OG0002562	snap_masked-LGST01000041.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.86&CDS=1-2358	YBR202W
2563	OG0002563	snap_masked-LGST01000041.1-processed-gene-5.109-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.109&CDS=1-1719	YGR124W
2564	OG0002564	snap_masked-LGST01000041.1-processed-gene-5.91-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.91&CDS=1-831	YFR052W
2565	OG0002565	snap_masked-LGST01000041.1-processed-gene-5.110-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.110&CDS=1-822	YPL065W
2566	OG0002566	maker-LGST01000041.1-snap-gene-5.2-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-5.2&CDS=1-2142	YIL049W
2567	OG0002567	augustus_masked-LGST01000041.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-5.15&CDS=1-843	YOR292C
2568	OG0002568	augustus_masked-LGST01000041.1-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-5.34&CDS=1-804	YLR199C
2569	OG0002569	snap_masked-LGST01000041.1-processed-gene-5.93-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.93&CDS=1-741	YLR201C
2570	OG0002570	snap_masked-LGST01000041.1-processed-gene-5.115-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.115&CDS=1-354	YLR200W
2571	OG0002571	snap_masked-LGST01000041.1-processed-gene-5.117-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.117&CDS=1-531	YLR193C
2572	OG0002572	snap_masked-LGST01000041.1-processed-gene-5.96-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.96&CDS=1-2148	YOL060C
2573	OG0002573	maker-LGST01000041.1-snap-gene-5.0-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-5.0&CDS=1-1485	YDL025C
2574	OG0002574	snap_masked-LGST01000041.1-processed-gene-5.98-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.98&CDS=1-1617	YKR051W
2575	OG0002575	augustus_masked-LGST01000041.1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-5.38&CDS=1-1098	YJL131C
2576	OG0002576	snap_masked-LGST01000041.1-processed-gene-5.119-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.119&CDS=1-2583	YIL130W
2577	OG0002577	snap_masked-LGST01000041.1-processed-gene-5.120-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.120&CDS=1-972	YBL033C
2578	OG0002578	snap_masked-LGST01000041.1-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.101&CDS=1-2448	YHR204W
2579	OG0002579	snap_masked-LGST01000041.1-processed-gene-5.102-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.102&CDS=1-1116	YJR148W
2580	OG0002580	snap_masked-LGST01000041.1-processed-gene-5.121-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.121&CDS=1-1002	YKL189W
2581	OG0002581	snap_masked-LGST01000041.1-processed-gene-5.103-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.103&CDS=1-1923	YLR417W
2582	OG0002582	snap_masked-LGST01000041.1-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.104&CDS=1-2175	YHL016C
2583	OG0002583	snap_masked-LGST01000041.1-processed-gene-5.105-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.105&CDS=1-5487	YBR208C
2584	OG0002584	augustus_masked-LGST01000041.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-5.42&CDS=1-1539	YPR007C
2585	OG0002585	snap_masked-LGST01000041.1-processed-gene-5.108-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-5.108&CDS=1-543	YDL046W
2586	OG0002586	snap_masked-LGST01000041.1-processed-gene-6.2-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.2&CDS=1-2967	YGR125W
2587	OG0002587	snap_masked-LGST01000041.1-processed-gene-6.4-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.4&CDS=1-1716	YAR014C
2588	OG0002588	snap_masked-LGST01000041.1-processed-gene-6.5-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.5&CDS=1-2826	YBR017C
2589	OG0002589	snap_masked-LGST01000041.1-processed-gene-6.27-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.27&CDS=1-489	YDR437W
2590	OG0002590	snap_masked-LGST01000041.1-processed-gene-6.6-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.6&CDS=1-3435	YJR109C
2591	OG0002591	snap_masked-LGST01000041.1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.28&CDS=1-876	YBL050W
2592	OG0002592	snap_masked-LGST01000041.1-processed-gene-6.7-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.7&CDS=1-579	YJR112W
2593	OG0002593	snap_masked-LGST01000041.1-processed-gene-6.30-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.30&CDS=1-948	YDR337W
2594	OG0002594	snap_masked-LGST01000041.1-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.10&CDS=1-1746	YKR034W
2595	OG0002595	snap_masked-LGST01000041.1-processed-gene-6.33-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.33&CDS=1-1008	YBR046C
2596	OG0002596	snap_masked-LGST01000041.1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.36&CDS=1-927	YBR141C
2597	OG0002597	snap_masked-LGST01000041.1-processed-gene-6.11-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.11&CDS=1-2265	YBR142W
2598	OG0002598	snap_masked-LGST01000041.1-processed-gene-6.37-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.37&CDS=1-1299	YBR143C
2599	OG0002599	snap_masked-LGST01000041.1-processed-gene-6.16-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.16&CDS=1-1710	YOR308C
2600	OG0002600	snap_masked-LGST01000041.1-processed-gene-6.17-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.17&CDS=1-3456	YDR270W
2601	OG0002601	snap_masked-LGST01000041.1-processed-gene-6.39-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.39&CDS=1-2844	YOR160W
2602	OG0002602	snap_masked-LGST01000041.1-processed-gene-6.20-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.20&CDS=1-558	YDR454C
2603	OG0002603	snap_masked-LGST01000041.1-processed-gene-6.21-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.21&CDS=1-1650	YCR008W
2604	OG0002604	snap_masked-LGST01000041.1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-6.25&CDS=1-1023	YBR159W
2605	OG0002605	augustus_masked-LGST01000041.1-processed-gene-7.172-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.172&CDS=1-411	YGL087C
2606	OG0002606	augustus_masked-LGST01000041.1-processed-gene-7.169-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.169&CDS=1-2031	YGL086W
2607	OG0002607	snap_masked-LGST01000041.1-processed-gene-7.4-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.4&CDS=1-2631	YBR055C
2608	OG0002608	snap_masked-LGST01000041.1-processed-gene-7.1-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.1&CDS=1-1515	YMR131C
2609	OG0002609	snap_masked-LGST01000041.1-processed-gene-7.2-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.2&CDS=1-1887	YPL263C
2610	OG0002610	snap_masked-LGST01000041.1-processed-gene-7.45-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.45&CDS=1-969	YPL266W
2611	OG0002611	snap_masked-LGST01000041.1-processed-gene-7.7-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.7&CDS=1-1593	YEL058W
2612	OG0002612	snap_masked-LGST01000041.1-processed-gene-7.48-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.48&CDS=1-675	YGL085W
2613	OG0002613	augustus_masked-LGST01000041.1-processed-gene-7.216-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.216&CDS=1-1263	YPR085C
2614	OG0002614	snap_masked-LGST01000041.1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.11&CDS=1-1140	YFL030W
2615	OG0002615	snap_masked-LGST01000041.1-processed-gene-7.13-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.13&CDS=1-4374	YNL088W
2616	OG0002616	snap_masked-LGST01000041.1-processed-gene-7.52-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.52&CDS=1-1089	YOR042W
2617	OG0002617	snap_masked-LGST01000041.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.56&CDS=1-1125	YKR070W
2618	OG0002618	snap_masked-LGST01000041.1-processed-gene-7.57-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.57&CDS=1-1656	YKR069W
2619	OG0002619	snap_masked-LGST01000041.1-processed-gene-7.18-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.18&CDS=1-1350	YOR051C
2620	OG0002620	snap_masked-LGST01000041.1-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.58&CDS=1-501	YOR052C
2621	OG0002621	snap_masked-LGST01000041.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.61&CDS=1-573	YKR068C
2622	OG0002622	snap_masked-LGST01000041.1-processed-gene-7.19-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.19&CDS=1-1068	YDR297W
2623	OG0002623	snap_masked-LGST01000041.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.20&CDS=1-885	YER175C
2624	OG0002624	snap_masked-LGST01000041.1-processed-gene-7.25-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.25&CDS=1-1386	YMR140W
2625	OG0002625	snap_masked-LGST01000041.1-processed-gene-7.62-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.62&CDS=1-1527	YDL159W
2626	OG0002626	snap_masked-LGST01000041.1-processed-gene-7.64-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.64&CDS=1-279	YDL157C
2627	OG0002627	snap_masked-LGST01000041.1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.27&CDS=1-1752	YFR051C
2628	OG0002628	snap_masked-LGST01000041.1-processed-gene-7.65-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.65&CDS=1-1053	YGL248W
2629	OG0002629	snap_masked-LGST01000041.1-processed-gene-7.66-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.66&CDS=1-816	YFR050C
2630	OG0002630	snap_masked-LGST01000041.1-processed-gene-7.29-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.29&CDS=1-948	YOR164C
2631	OG0002631	snap_masked-LGST01000041.1-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.68&CDS=1-699	YOR163W
2632	OG0002632	snap_masked-LGST01000041.1-processed-gene-7.30-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.30&CDS=1-657	YLR250W
2633	OG0002633	snap_masked-LGST01000041.1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.69&CDS=1-300	YDR031W
2634	OG0002634	genemark-LGST01000041.1-processed-gene-7.113-mRNA-1_1&gene=genemark-LGST01000041.1-processed-gene-7.113&CDS=1-447	YMR035W
2635	OG0002635	snap_masked-LGST01000041.1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.71&CDS=1-657	YGR057C
2636	OG0002636	maker-LGST01000041.1-snap-gene-7.167-mRNA-1_1&gene=maker-LGST01000041.1-snap-gene-7.167&CDS=1-1704	YBR198C
2637	OG0002637	snap_masked-LGST01000041.1-processed-gene-7.35-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.35&CDS=1-429	YOL026C
2638	OG0002638	snap_masked-LGST01000041.1-processed-gene-7.75-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.75&CDS=1-378	YIR015W
2639	OG0002639	augustus_masked-LGST01000041.1-processed-gene-7.204-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.204&CDS=1-750	YOL038W
2640	OG0002640	snap_masked-LGST01000041.1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.76&CDS=1-4140	YKL113C
2641	OG0002641	snap_masked-LGST01000041.1-processed-gene-7.77-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.77&CDS=1-1209	YKL114C
2642	OG0002642	augustus_masked-LGST01000041.1-processed-gene-7.205-mRNA-1_1&gene=augustus_masked-LGST01000041.1-processed-gene-7.205&CDS=1-2574	YGR099W
2643	OG0002643	maker-LGST01000041.1-augustus-gene-7.247-mRNA-1_1&gene=maker-LGST01000041.1-augustus-gene-7.247&CDS=1-2709	YCR028C
2644	OG0002644	snap_masked-LGST01000041.1-processed-gene-7.80-mRNA-1_1&gene=snap_masked-LGST01000041.1-processed-gene-7.80&CDS=1-1032	YPR086W
2645	OG0002645	snap_masked-LGST01000042.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.26&CDS=1-933	YPL209C
2646	OG0002646	snap_masked-LGST01000042.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.41&CDS=1-1479	YGL066W
2647	OG0002647	snap_masked-LGST01000042.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.28&CDS=1-744	YNR018W
2648	OG0002648	snap_masked-LGST01000042.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.31&CDS=1-714	YER148W
2649	OG0002649	snap_masked-LGST01000042.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.42&CDS=1-1662	YBL019W
2650	OG0002650	snap_masked-LGST01000042.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.43&CDS=1-1443	YLR175W
2651	OG0002651	snap_masked-LGST01000042.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.34&CDS=1-210	YCL005W-A
2652	OG0002652	genemark-LGST01000042.1-processed-gene-0.59-mRNA-1_1&gene=genemark-LGST01000042.1-processed-gene-0.59&CDS=1-3048	YGL078C
2653	OG0002653	snap_masked-LGST01000042.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.37&CDS=1-1590	YML130C
2654	OG0002654	snap_masked-LGST01000042.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.48&CDS=1-2409	YML099C
2655	OG0002655	snap_masked-LGST01000042.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.38&CDS=1-1761	YFL053W
2656	OG0002656	snap_masked-LGST01000042.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LGST01000042.1-processed-gene-0.49&CDS=1-2373	YDR034C
2657	OG0002657	snap_masked-LGST01000043.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.64&CDS=1-2733	YNL054W
2658	OG0002658	snap_masked-LGST01000043.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.65&CDS=1-2874	YIL107C
2659	OG0002659	snap_masked-LGST01000043.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.44&CDS=1-1020	YIL110W
2660	OG0002660	augustus_masked-LGST01000043.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LGST01000043.1-processed-gene-0.24&CDS=1-3750	YDR335W
2661	OG0002661	snap_masked-LGST01000043.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.67&CDS=1-894	YHR088W
2662	OG0002662	snap_masked-LGST01000043.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.68&CDS=1-1920	YDR311W
2663	OG0002663	snap_masked-LGST01000043.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-LGST01000043.1-processed-gene-0.45&CDS=1-906	YHR067W
