	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041713_Debaryomyces_maramus
3213	OG0003213	YPL015C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.17&CDS=1-1038
3214	OG0003214	YPL020C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-6.108&CDS=1-1494
3215	OG0003215	YPL022W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.123&CDS=1-5931
3216	OG0003216	YPL023C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.122&CDS=1-1926
3217	OG0003217	YPL028W	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.28&CDS=1-1203
3218	OG0003218	YPL029W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.149&CDS=1-2238
3219	OG0003219	YPL030W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.42&CDS=1-3348
3220	OG0003220	YPL031C	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-7.162-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-7.162&CDS=1-993
3221	OG0003221	YPL040C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-5.153-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-5.153&CDS=1-3000
3222	OG0003222	YPL041C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.147&CDS=1-687
3223	OG0003223	YPL042C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-14.156-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-14.156&CDS=1-3528
3224	OG0003224	YPL043W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.23&CDS=1-2160
3225	OG0003225	YPL045W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.22&CDS=1-2850
3226	OG0003226	YPL046C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-7.43&CDS=1-306
3227	OG0003227	YPL047W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.130&CDS=1-318
3228	OG0003228	YPL050C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.136&CDS=1-2322
3229	OG0003229	YPL051W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.279-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.279&CDS=1-690
3230	OG0003230	YPL054W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.134&CDS=1-1176
3231	OG0003231	YPL059W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.103&CDS=1-465
3232	OG0003232	YPL060W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-3.144&CDS=1-912
3233	OG0003233	YPL063W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.286-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-6.286&CDS=1-1431
3234	OG0003234	YPL064C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.107&CDS=1-981
3235	OG0003235	YPL069C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.229-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.229&CDS=1-1038
3236	OG0003236	YPL072W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-2.118&CDS=1-2262
3237	OG0003237	YPL076W	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.126-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.126&CDS=1-1008
3238	OG0003238	YPL078C	snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.71&CDS=1-702
3239	OG0003239	YPL082C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.3&CDS=1-5772
3240	OG0003240	YPL083C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.112&CDS=1-1407
3241	OG0003241	YPL084W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-9.20&CDS=1-2742
3242	OG0003242	YPL085W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.316-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.316&CDS=1-6411
3243	OG0003243	YPL086C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.116&CDS=1-1674
3244	OG0003244	YPL091W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-9.25&CDS=1-1548
3245	OG0003245	YPL092W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.130&CDS=1-3054
3246	OG0003246	YPL093W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.135&CDS=1-1923
3247	OG0003247	YPL094C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-6.41&CDS=1-852
3248	OG0003248	YPL096W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.176-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.176&CDS=1-1125
3249	OG0003249	YPL097W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.175-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.175&CDS=1-1563
3250	OG0003250	YPL098C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.2&CDS=1-318
3251	OG0003251	YPL101W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.17&CDS=1-1305
3252	OG0003252	YPL103C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-9.7&CDS=1-1356
3253	OG0003253	YPL104W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.122-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.122&CDS=1-2127
3254	OG0003254	YPL107W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.320-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.320&CDS=1-705
3255	OG0003255	YPL108W	augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_69897_cov_27.2079_ID_2240-processed-gene-0.24&CDS=1-498
3256	OG0003256	YPL109C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-2.57-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-augustus-gene-2.57&CDS=1-3723
3257	OG0003257	YPL110C	maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-1.149-mRNA-1_1&gene=maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-1.149&CDS=1-5715
3258	OG0003258	YPL111W	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.177&CDS=1-948
3259	OG0003259	YPL112C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.277-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.277&CDS=1-1449
3260	OG0003260	YPL115C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.53&CDS=1-3411
3261	OG0003261	YPL116W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.54&CDS=1-2244
3262	OG0003262	YPL118W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.18&CDS=1-1092
3263	OG0003263	YPL120W	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-11.61&CDS=1-1410
3264	OG0003264	YPL121C	snap_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.105&CDS=1-570
3265	OG0003265	YPL122C	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.33&CDS=1-1551
3266	OG0003266	YPL123C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.30&CDS=1-1218
3267	OG0003267	YPL125W	maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-1.147-mRNA-1_1&gene=maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-1.147&CDS=1-4167
3268	OG0003268	YPL126W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-1.51&CDS=1-2577
3269	OG0003269	YPL127C	maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-1.1&CDS=1-594
3270	OG0003270	YPL128C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-1.49&CDS=1-2400
3271	OG0003271	YPL129W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-1.24&CDS=1-744
3272	OG0003272	YPL131W	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.160&CDS=1-891
3273	OG0003273	YPL132W	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-1.190&CDS=1-789
3274	OG0003274	YPL133C	augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_10_length_206640_cov_39.1024_ID_2080-processed-gene-0.52&CDS=1-1791
3275	OG0003275	YPL138C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-3.135&CDS=1-1362
3276	OG0003276	YPL146C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-2.5&CDS=1-1191
3277	OG0003277	YPL147W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-5.28&CDS=1-2427
3278	OG0003278	YPL149W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.52&CDS=1-891
3279	OG0003279	YPL150W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-14.129&CDS=1-2898
3280	OG0003280	YPL151C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.113&CDS=1-1179
3281	OG0003281	YPL152W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.114&CDS=1-1098
3282	OG0003282	YPL153C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.143&CDS=1-2409
3283	OG0003283	YPL154C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.120&CDS=1-1245
3284	OG0003284	YPL155C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.122&CDS=1-2010
3285	OG0003285	YPL160W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.22&CDS=1-3276
3286	OG0003286	YPL162C	snap_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.70&CDS=1-999
3287	OG0003287	YPL164C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-6.149&CDS=1-2151
3288	OG0003288	YPL165C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.36&CDS=1-1029
3289	OG0003289	YPL167C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-7.130&CDS=1-4749
3290	OG0003290	YPL170W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.24&CDS=1-450
3291	OG0003291	YPL172C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.116&CDS=1-1188
3292	OG0003292	YPL173W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.27&CDS=1-987
3293	OG0003293	YPL175W	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-10.10-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-10.10&CDS=1-3066
3294	OG0003294	YPL178W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.21&CDS=1-690
3295	OG0003295	YPL181W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.18&CDS=1-1155
3296	OG0003296	YPL183C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.15&CDS=1-3111
3297	OG0003297	YPL183W-A	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-2.9&CDS=1-249
3298	OG0003298	YPL184C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.34&CDS=1-1749
3299	OG0003299	YPL188W	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.236&CDS=1-1401
3300	OG0003300	YPL190C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.40&CDS=1-2400
3301	OG0003301	YPL193W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.152&CDS=1-816
3302	OG0003302	YPL194W	snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.118-mRNA-1_1&gene=snap_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.118&CDS=1-1560
3303	OG0003303	YPL195W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.154-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.154&CDS=1-3369
3304	OG0003304	YPL196W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.159&CDS=1-960
3305	OG0003305	YPL199C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.1&CDS=1-735
3306	OG0003306	YPL204W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.43&CDS=1-1269
3307	OG0003307	YPL207W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.113&CDS=1-2253
3308	OG0003308	YPL209C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.23&CDS=1-1101
3309	OG0003309	YPL210C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.18&CDS=1-1956
3310	OG0003310	YPL211W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.42&CDS=1-543
3311	OG0003311	YPL212C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.22&CDS=1-1653
3312	OG0003312	YPL213W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-0.13&CDS=1-2106
3313	OG0003313	YPL214C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.164&CDS=1-1635
3314	OG0003314	YPL215W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-10.36&CDS=1-990
3315	OG0003315	YPL217C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-15.148&CDS=1-4635
3316	OG0003316	YPL218W	maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-11.109-mRNA-1_1&gene=maker-NODE_4_length_1354523_cov_30.1699_ID_1712-augustus-gene-11.109&CDS=1-570
3317	OG0003317	YPL222W	genemark-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.16-mRNA-1_1&gene=genemark-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-11.16&CDS=1-1914
3318	OG0003318	YPL225W	maker-NODE_6_length_1095915_cov_30.0014_ID_1528-augustus-gene-1.51-mRNA-1_1&gene=maker-NODE_6_length_1095915_cov_30.0014_ID_1528-augustus-gene-1.51&CDS=1-1845
3319	OG0003319	YPL226W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.24&CDS=1-3441
3320	OG0003320	YPL227C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.259-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.259&CDS=1-2247
3321	OG0003321	YPL231W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.35&CDS=1-5628
3322	OG0003322	YPL233W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.125&CDS=1-696
3323	OG0003323	YPL234C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.108&CDS=1-489
3324	OG0003324	YPL235W	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-5.145-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-5.145&CDS=1-1443
3325	OG0003325	YPL236C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.110&CDS=1-1077
3326	OG0003326	YPL237W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.134&CDS=1-852
3327	OG0003327	YPL239W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.135&CDS=1-612
3328	OG0003328	YPL242C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.124&CDS=1-4842
