	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026142_Citeromyces_matritensis
2990	OG0002990	YNL036W	snap_masked-scf7180000042969-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.117&CDS=1-768
2991	OG0002991	YNL037C	maker-scf7180000041990-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000041990-snap-gene-0.0&CDS=1-1056
2992	OG0002992	YNL038W	snap_masked-scf7180000043188-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.92&CDS=1-558
2993	OG0002993	YNL039W	snap_masked-scf7180000042963-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000042963-processed-gene-0.76&CDS=1-1674
2994	OG0002994	YNL040W	augustus_masked-scf7180000043280-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000043280-processed-gene-0.105&CDS=1-1197
2995	OG0002995	YNL042W	snap_masked-scf7180000043140-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000043140-processed-gene-0.37&CDS=1-774
2996	OG0002996	YNL044W	augustus_masked-scf7180000041925-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000041925-processed-gene-0.68&CDS=1-531
2997	OG0002997	YNL045W	snap_masked-scf7180000041925-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000041925-processed-gene-0.19&CDS=1-1875
2998	OG0002998	YNL048W	snap_masked-scf7180000042980-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000042980-processed-gene-0.40&CDS=1-1659
2999	OG0002999	YNL051W	snap_masked-scf7180000042980-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000042980-processed-gene-0.53&CDS=1-1131
3000	OG0003000	YNL056W	snap_masked-scf7180000043210-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000043210-processed-gene-0.13&CDS=1-669
3001	OG0003001	YNL059C	snap_masked-scf7180000043299-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.104&CDS=1-2190
3002	OG0003002	YNL061W	snap_masked-scf7180000043299-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.84&CDS=1-1782
3003	OG0003003	YNL062C	snap_masked-scf7180000043299-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.103&CDS=1-1416
3004	OG0003004	YNL063W	snap_masked-scf7180000043299-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.83&CDS=1-915
3005	OG0003005	YNL064C	snap_masked-scf7180000043299-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.86&CDS=1-1215
3006	OG0003006	YNL065W	snap_masked-scf7180000043094-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.61&CDS=1-1749
3007	OG0003007	YNL071W	snap_masked-scf7180000042784-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042784-processed-gene-0.3&CDS=1-1305
3008	OG0003008	YNL072W	maker-scf7180000043226-snap-gene-0.11-mRNA-1_1&gene=maker-scf7180000043226-snap-gene-0.11&CDS=1-2262
3009	OG0003009	YNL075W	snap_masked-scf7180000043123-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000043123-processed-gene-0.19&CDS=1-858
3010	OG0003010	YNL081C	maker-scf7180000043154-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000043154-snap-gene-0.0&CDS=1-363
3011	OG0003011	YNL082W	augustus_masked-scf7180000042316-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042316-processed-gene-0.0&CDS=1-2526
3012	OG0003012	YNL083W	augustus_masked-scf7180000041970-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000041970-processed-gene-0.1&CDS=1-1530
3013	OG0003013	YNL085W	augustus_masked-scf7180000043234-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000043234-processed-gene-0.23&CDS=1-2058
3014	OG0003014	YNL086W	augustus_masked-scf7180000043234-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000043234-processed-gene-0.6&CDS=1-309
3015	OG0003015	YNL088W	augustus_masked-scf7180000043226-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000043226-processed-gene-0.17&CDS=1-4086
3016	OG0003016	YNL090W	snap_masked-scf7180000043331-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.33&CDS=1-558
3017	OG0003017	YNL091W	snap_masked-scf7180000043331-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.35&CDS=1-2223
3018	OG0003018	YNL092W	snap_masked-scf7180000043331-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.38&CDS=1-1191
3019	OG0003019	YNL094W	snap_masked-scf7180000043216-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000043216-processed-gene-0.7&CDS=1-1254
3020	OG0003020	YNL097C	snap_masked-scf7180000043015-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000043015-processed-gene-0.30&CDS=1-771
3021	OG0003021	YNL099C	snap_masked-scf7180000042936-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042936-processed-gene-0.5&CDS=1-588
3022	OG0003022	YNL101W	snap_masked-scf7180000042936-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000042936-processed-gene-0.4&CDS=1-1812
3023	OG0003023	YNL102W	snap_masked-scf7180000041934-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000041934-processed-gene-0.20&CDS=1-4158
3024	OG0003024	YNL104C	maker-scf7180000042745-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000042745-snap-gene-0.2&CDS=1-1971
3025	OG0003025	YNL107W	snap_masked-scf7180000043123-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000043123-processed-gene-0.15&CDS=1-639
3026	OG0003026	YNL110C	snap_masked-scf7180000043327-processed-gene-0.128-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.128&CDS=1-669
3027	OG0003027	YNL111C	snap_masked-scf7180000043327-processed-gene-0.127-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.127&CDS=1-348
3028	OG0003028	YNL112W	maker-scf7180000043327-snap-gene-0.86-mRNA-1_1&gene=maker-scf7180000043327-snap-gene-0.86&CDS=1-1695
3029	OG0003029	YNL113W	snap_masked-scf7180000043327-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.101&CDS=1-378
3030	OG0003030	YNL118C	genemark-scf7180000043327-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000043327-processed-gene-0.41&CDS=1-2226
3031	OG0003031	YNL119W	snap_masked-scf7180000043299-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.80&CDS=1-1236
3032	OG0003032	YNL122C	snap_masked-scf7180000041931-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000041931-processed-gene-0.20&CDS=1-249
3033	OG0003033	YNL123W	snap_masked-scf7180000041931-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000041931-processed-gene-0.15&CDS=1-2913
3034	OG0003034	YNL124W	augustus_masked-scf7180000041931-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000041931-processed-gene-0.0&CDS=1-1569
3035	OG0003035	YNL125C	snap_masked-scf7180000042928-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000042928-processed-gene-0.26&CDS=1-1320
3036	OG0003036	YNL126W	augustus_masked-scf7180000041934-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000041934-processed-gene-0.10&CDS=1-2382
3037	OG0003037	YNL127W	augustus_masked-scf7180000041934-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000041934-processed-gene-0.14&CDS=1-2613
3038	OG0003038	YNL129W	augustus_masked-scf7180000043065-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000043065-processed-gene-0.58&CDS=1-717
3039	OG0003039	YNL132W	snap_masked-scf7180000043065-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000043065-processed-gene-0.47&CDS=1-3135
3040	OG0003040	YNL135C	snap_masked-scf7180000043299-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.81&CDS=1-327
3041	OG0003041	YNL137C	snap_masked-scf7180000043299-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scf7180000043299-processed-gene-0.82&CDS=1-1443
3042	OG0003042	YNL138W	maker-scf7180000043299-snap-gene-0.36-mRNA-1_1&gene=maker-scf7180000043299-snap-gene-0.36&CDS=1-1578
3043	OG0003043	YNL139C	snap_masked-scf7180000043210-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000043210-processed-gene-0.18&CDS=1-4425
3044	OG0003044	YNL141W	snap_masked-scf7180000043094-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.38&CDS=1-1068
3045	OG0003045	YNL142W	augustus_masked-scf7180000043070-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000043070-processed-gene-0.0&CDS=1-1431
3046	OG0003046	YNL147W	snap_masked-scf7180000042878-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042878-processed-gene-0.3&CDS=1-330
3047	OG0003047	YNL148C	snap_masked-scf7180000042878-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042878-processed-gene-0.6&CDS=1-711
3048	OG0003048	YNL152W	snap_masked-scf7180000042878-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042878-processed-gene-0.5&CDS=1-1548
3049	OG0003049	YNL153C	augustus_masked-scf7180000041977-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000041977-processed-gene-0.0&CDS=1-1062
3050	OG0003050	YNL155W	snap_masked-scf7180000042969-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.115&CDS=1-783
3051	OG0003051	YNL161W	snap_masked-scf7180000043100-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000043100-processed-gene-0.18&CDS=1-1908
3052	OG0003052	YNL163C	snap_masked-scf7180000043116-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000043116-processed-gene-0.7&CDS=1-3033
3053	OG0003053	YNL168C	snap_masked-scf7180000042978-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000042978-processed-gene-0.23&CDS=1-696
3054	OG0003054	YNL169C	snap_masked-scf7180000042978-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000042978-processed-gene-0.28&CDS=1-1716
3055	OG0003055	YNL175C	snap_masked-scf7180000043053-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000043053-processed-gene-0.10&CDS=1-1026
3056	OG0003056	YNL177C	augustus_masked-scf7180000043053-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000043053-processed-gene-0.39&CDS=1-846
3057	OG0003057	YNL178W	genemark-scf7180000040102-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000040102-processed-gene-0.10&CDS=1-1005
3058	OG0003058	YNL181W	snap_masked-scf7180000042205-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000042205-processed-gene-0.49&CDS=1-1284
3059	OG0003059	YNL182C	snap_masked-scf7180000042831-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042831-processed-gene-0.0&CDS=1-1392
3060	OG0003060	YNL183C	snap_masked-scf7180000042205-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000042205-processed-gene-0.48&CDS=1-1962
3061	OG0003061	YNL185C	snap_masked-scf7180000042205-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000042205-processed-gene-0.38&CDS=1-435
3062	OG0003062	YNL186W	maker-scf7180000042205-augustus-gene-0.51-mRNA-1_1&gene=maker-scf7180000042205-augustus-gene-0.51&CDS=1-4377
3063	OG0003063	YNL189W	snap_masked-scf7180000041977-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000041977-processed-gene-0.25&CDS=1-1617
3064	OG0003064	YNL191W	snap_masked-scf7180000042892-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042892-processed-gene-0.0&CDS=1-1053
3065	OG0003065	YNL192W	snap_masked-scf7180000043194-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043194-processed-gene-0.4&CDS=1-2871
3066	OG0003066	YNL200C	snap_masked-scf7180000043233-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043233-processed-gene-0.38&CDS=1-708
3067	OG0003067	YNL202W	augustus_masked-scf7180000043233-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000043233-processed-gene-0.71&CDS=1-876
3068	OG0003068	YNL206C	snap_masked-scf7180000043331-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.29&CDS=1-1080
3069	OG0003069	YNL207W	snap_masked-scf7180000043331-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.28&CDS=1-1257
3070	OG0003070	YNL209W	snap_masked-scf7180000043331-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043331-processed-gene-0.31&CDS=1-1839
3071	OG0003071	YNL212W	snap_masked-scf7180000043345-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000043345-processed-gene-0.20&CDS=1-2049
3072	OG0003072	YNL213C	snap_masked-scf7180000043345-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000043345-processed-gene-0.24&CDS=1-504
3073	OG0003073	YNL216W	snap_masked-scf7180000041932-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000041932-processed-gene-0.1&CDS=1-1533
3074	OG0003074	YNL217W	snap_masked-scf7180000041932-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000041932-processed-gene-0.6&CDS=1-906
3075	OG0003075	YNL218W	augustus_masked-scf7180000042958-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000042958-processed-gene-0.0&CDS=1-1623
3076	OG0003076	YNL219C	maker-scf7180000043345-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000043345-snap-gene-0.18&CDS=1-2112
3077	OG0003077	YNL220W	snap_masked-scf7180000043347-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043347-processed-gene-0.1&CDS=1-1281
3078	OG0003078	YNL221C	snap_masked-scf7180000043229-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000043229-processed-gene-0.66&CDS=1-2358
3079	OG0003079	YNL222W	genemark-scf7180000043229-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000043229-processed-gene-0.50&CDS=1-588
3080	OG0003080	YNL227C	snap_masked-scf7180000043229-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000043229-processed-gene-0.84&CDS=1-1653
3081	OG0003081	YNL229C	snap_masked-scf7180000043233-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043233-processed-gene-0.31&CDS=1-894
3082	OG0003082	YNL231C	snap_masked-scf7180000042969-processed-gene-0.138-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.138&CDS=1-1023
3083	OG0003083	YNL232W	snap_masked-scf7180000042969-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.113&CDS=1-846
3084	OG0003084	YNL233W	augustus_masked-scf7180000042969-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000042969-processed-gene-0.16&CDS=1-2388
3085	OG0003085	YNL234W	snap_masked-scf7180000042969-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.110&CDS=1-840
3086	OG0003086	YNL236W	snap_masked-scf7180000042969-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.109&CDS=1-2571
3087	OG0003087	YNL237W	snap_masked-scf7180000043048-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043048-processed-gene-0.4&CDS=1-1233
3088	OG0003088	YNL238W	snap_masked-scf7180000043048-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000043048-processed-gene-0.3&CDS=1-2253
3089	OG0003089	YNL239W	genemark-scf7180000043048-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000043048-processed-gene-0.10&CDS=1-1326
3090	OG0003090	YNL240C	snap_masked-scf7180000042107-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000042107-processed-gene-0.39&CDS=1-1509
3091	OG0003091	YNL241C	snap_masked-scf7180000043048-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000043048-processed-gene-0.5&CDS=1-1500
3092	OG0003092	YNL244C	snap_masked-scf7180000043212-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000043212-processed-gene-0.80&CDS=1-327
3093	OG0003093	YNL245C	snap_masked-scf7180000043212-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000043212-processed-gene-0.79&CDS=1-510
3094	OG0003094	YNL246W	snap_masked-scf7180000043189-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.117&CDS=1-711
3095	OG0003095	YNL247W	snap_masked-scf7180000042921-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042921-processed-gene-0.12&CDS=1-2223
3096	OG0003096	YNL248C	snap_masked-scf7180000042969-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.122&CDS=1-1221
3097	OG0003097	YNL250W	snap_masked-scf7180000043189-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.118&CDS=1-3867
3098	OG0003098	YNL251C	snap_masked-scf7180000043189-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.95&CDS=1-1656
3099	OG0003099	YNL252C	snap_masked-scf7180000043189-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.122&CDS=1-813
3100	OG0003100	YNL253W	snap_masked-scf7180000043189-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.126&CDS=1-1017
3101	OG0003101	YNL254C	snap_masked-scf7180000043189-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.98&CDS=1-1011
3102	OG0003102	YNL256W	augustus_masked-scf7180000043189-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000043189-processed-gene-0.53&CDS=1-2226
3103	OG0003103	YNL259C	augustus_masked-scf7180000043090-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000043090-processed-gene-0.26&CDS=1-219
3104	OG0003104	YNL260C	snap_masked-scf7180000043090-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000043090-processed-gene-0.59&CDS=1-366
3105	OG0003105	YNL261W	augustus_masked-scf7180000043090-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000043090-processed-gene-0.25&CDS=1-1317
3106	OG0003106	YNL262W	augustus_masked-scf7180000043090-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000043090-processed-gene-0.24&CDS=1-6207
3107	OG0003107	YNL263C	snap_masked-scf7180000043090-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000043090-processed-gene-0.58&CDS=1-855
3108	OG0003108	YNL265C	snap_masked-scf7180000043090-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000043090-processed-gene-0.49&CDS=1-762
3109	OG0003109	YNL267W	snap_masked-scf7180000043189-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.103&CDS=1-2811
3110	OG0003110	YNL268W	snap_masked-scf7180000043204-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.62&CDS=1-1641
3111	OG0003111	YNL271C	maker-scf7180000043189-snap-gene-0.145-mRNA-1_1&gene=maker-scf7180000043189-snap-gene-0.145&CDS=1-4041
3112	OG0003112	YNL272C	snap_masked-scf7180000043189-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.132&CDS=1-1932
3113	OG0003113	YNL273W	snap_masked-scf7180000043189-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.107&CDS=1-2883
3114	OG0003114	YNL274C	snap_masked-scf7180000042659-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042659-processed-gene-0.1&CDS=1-1008
3115	OG0003115	YNL277W	snap_masked-scf7180000042895-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042895-processed-gene-0.1&CDS=1-1455
3116	OG0003116	YNL279W	snap_masked-scf7180000043189-processed-gene-0.140-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.140&CDS=1-1842
3117	OG0003117	YNL280C	snap_masked-scf7180000042984-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000042984-processed-gene-0.118&CDS=1-1341
3118	OG0003118	YNL281W	snap_masked-scf7180000042748-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000042748-processed-gene-0.27&CDS=1-450
3119	OG0003119	YNL282W	snap_masked-scf7180000042522-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000042522-processed-gene-0.22&CDS=1-675
3120	OG0003120	YNL284C	augustus_masked-scf7180000040609-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000040609-processed-gene-0.0&CDS=1-1191
3121	OG0003121	YNL286W	snap_masked-scf7180000041936-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000041936-processed-gene-0.20&CDS=1-852
3122	OG0003122	YNL287W	snap_masked-scf7180000041936-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000041936-processed-gene-0.3&CDS=1-2760
3123	OG0003123	YNL288W	maker-scf7180000041936-snap-gene-0.28-mRNA-1_1&gene=maker-scf7180000041936-snap-gene-0.28&CDS=1-1635
3124	OG0003124	YNL289W	snap_masked-scf7180000043139-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000043139-processed-gene-0.4&CDS=1-924
3125	OG0003125	YNL290W	snap_masked-scf7180000043200-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043200-processed-gene-0.6&CDS=1-990
3126	OG0003126	YNL291C	snap_masked-scf7180000043200-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043200-processed-gene-0.1&CDS=1-1545
3127	OG0003127	YNL292W	snap_masked-scf7180000043200-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043200-processed-gene-0.2&CDS=1-1185
3128	OG0003128	YNL293W	snap_masked-scf7180000042589-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000042589-processed-gene-0.7&CDS=1-1518
3129	OG0003129	YNL294C	snap_masked-scf7180000042589-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042589-processed-gene-0.1&CDS=1-1383
3130	OG0003130	YNL297C	maker-scf7180000043200-snap-gene-0.8-mRNA-1_1&gene=maker-scf7180000043200-snap-gene-0.8&CDS=1-4431
3131	OG0003131	YNL307C	augustus_masked-scf7180000043051-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000043051-processed-gene-0.18&CDS=1-1131
3132	OG0003132	YNL308C	snap_masked-scf7180000043281-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000043281-processed-gene-0.52&CDS=1-1479
3133	OG0003133	YNL310C	snap_masked-scf7180000042189-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000042189-processed-gene-0.11&CDS=1-480
3134	OG0003134	YNL312W	snap_masked-scf7180000043281-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000043281-processed-gene-0.40&CDS=1-738
3135	OG0003135	YNL313C	snap_masked-scf7180000042189-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042189-processed-gene-0.6&CDS=1-2784
3136	OG0003136	YNL317W	snap_masked-scf7180000043122-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043122-processed-gene-0.0&CDS=1-1452
3137	OG0003137	YNL321W	snap_masked-scf7180000040019-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000040019-processed-gene-0.36&CDS=1-3063
3138	OG0003138	YNL323W	snap_masked-scf7180000043335-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043335-processed-gene-0.1&CDS=1-1209
3139	OG0003139	YNL325C	augustus_masked-scf7180000041922-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000041922-processed-gene-0.30&CDS=1-2907
3140	OG0003140	YNL326C	snap_masked-scf7180000043292-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000043292-processed-gene-0.10&CDS=1-1071
3141	OG0003141	YNL328C	snap_masked-scf7180000042868-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000042868-processed-gene-0.25&CDS=1-396
3142	OG0003142	YNL329C	snap_masked-scf7180000043149-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000043149-processed-gene-0.26&CDS=1-3024
3143	OG0003143	YNL330C	snap_masked-scf7180000043292-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000043292-processed-gene-0.9&CDS=1-1515
3144	OG0003144	YNL331C	snap_masked-scf7180000042888-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000042888-processed-gene-0.13&CDS=1-1149
3145	OG0003145	YNR001C	snap_masked-scf7180000042857-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042857-processed-gene-0.12&CDS=1-1398
3146	OG0003146	YNR003C	snap_masked-scf7180000042943-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042943-processed-gene-0.5&CDS=1-924
3147	OG0003147	YNR008W	snap_masked-scf7180000042868-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000042868-processed-gene-0.27&CDS=1-1860
3148	OG0003148	YNR011C	snap_masked-scf7180000043229-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000043229-processed-gene-0.71&CDS=1-2469
3149	OG0003149	YNR012W	snap_masked-scf7180000043229-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000043229-processed-gene-0.58&CDS=1-1383
3150	OG0003150	YNR013C	snap_masked-scf7180000042982-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000042982-processed-gene-0.28&CDS=1-2442
3151	OG0003151	YNR015W	snap_masked-scf7180000043322-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000043322-processed-gene-0.49&CDS=1-1092
3152	OG0003152	YNR016C	augustus_masked-scf7180000043322-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000043322-processed-gene-0.27&CDS=1-6522
3153	OG0003153	YNR017W	snap_masked-scf7180000043322-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000043322-processed-gene-0.65&CDS=1-627
3154	OG0003154	YNR018W	snap_masked-scf7180000043322-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000043322-processed-gene-0.68&CDS=1-609
3155	OG0003155	YNR019W	snap_masked-scf7180000042949-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000042949-processed-gene-0.7&CDS=1-1626
3156	OG0003156	YNR020C	snap_masked-scf7180000042949-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042949-processed-gene-0.0&CDS=1-633
