	OrthologID	Candida_orthopsilosis	Saccharomyces_cerevisiae
2407	OG0002407	genemark-NC_018298.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.24&CDS=1-2205	YDR109C
2408	OG0002408	genemark-NC_018298.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.25&CDS=1-636	YER159C
2409	OG0002409	snap_masked-NC_018298.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-0.60&CDS=1-1122	YLR105C
2410	OG0002410	maker-NC_018298.1-snap-gene-0.72-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-0.72&CDS=1-291	YGL262W
2411	OG0002411	genemark-NC_018298.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.30&CDS=1-1419	YPL120W
2412	OG0002412	augustus_masked-NC_018298.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-0.99&CDS=1-918	YKL051W
2413	OG0002413	genemark-NC_018298.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.32&CDS=1-2376	YGR200C
2414	OG0002414	maker-NC_018298.1-augustus-gene-0.1-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-0.1&CDS=1-2976	YJL033W
2415	OG0002415	genemark-NC_018298.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.33&CDS=1-2289	YDL154W
2416	OG0002416	genemark-NC_018298.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.34&CDS=1-1218	YDL150W
2417	OG0002417	genemark-NC_018298.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.15&CDS=1-1623	YDL153C
2418	OG0002418	snap_masked-NC_018298.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-0.69&CDS=1-1599	YDL143W
2419	OG0002419	genemark-NC_018298.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.16&CDS=1-1017	YLR215C
2420	OG0002420	genemark-NC_018298.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-0.17&CDS=1-972	YBR053C
2421	OG0002421	snap_masked-NC_018298.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-0.70&CDS=1-420	YJR055W
2422	OG0002422	genemark-NC_018298.1-processed-gene-1.122-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.122&CDS=1-996	YKL085W
2423	OG0002423	genemark-NC_018298.1-processed-gene-1.102-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.102&CDS=1-1971	YBR123C
2424	OG0002424	genemark-NC_018298.1-processed-gene-1.123-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.123&CDS=1-852	YPL107W
2425	OG0002425	genemark-NC_018298.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.103&CDS=1-1767	YBR296C
2426	OG0002426	genemark-NC_018298.1-processed-gene-1.104-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.104&CDS=1-876	YIL034C
2427	OG0002427	genemark-NC_018298.1-processed-gene-1.125-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.125&CDS=1-666	YGR167W
2428	OG0002428	genemark-NC_018298.1-processed-gene-1.127-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.127&CDS=1-1428	YHR004C
2429	OG0002429	snap_masked-NC_018298.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-1.19&CDS=1-273	YHR005C-A
2430	OG0002430	genemark-NC_018298.1-processed-gene-1.130-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.130&CDS=1-819	YKL087C
2431	OG0002431	genemark-NC_018298.1-processed-gene-1.131-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.131&CDS=1-954	YGR284C
2432	OG0002432	maker-NC_018298.1-augustus-gene-1.3-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-1.3&CDS=1-1896	YGR195W
2433	OG0002433	genemark-NC_018298.1-processed-gene-1.112-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.112&CDS=1-1821	YGR186W
2434	OG0002434	genemark-NC_018298.1-processed-gene-1.135-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.135&CDS=1-1086	YGR187C
2435	OG0002435	genemark-NC_018298.1-processed-gene-1.136-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.136&CDS=1-1263	YMR220W
2436	OG0002436	genemark-NC_018298.1-processed-gene-1.113-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.113&CDS=1-1320	YBR166C
2437	OG0002437	genemark-NC_018298.1-processed-gene-1.137-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.137&CDS=1-555	YBR164C
2438	OG0002438	genemark-NC_018298.1-processed-gene-1.114-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.114&CDS=1-651	YMR311C
2439	OG0002439	genemark-NC_018298.1-processed-gene-1.138-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.138&CDS=1-1284	YGR285C
2440	OG0002440	genemark-NC_018298.1-processed-gene-1.139-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.139&CDS=1-750	YLR022C
2441	OG0002441	maker-NC_018298.1-snap-gene-1.56-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-1.56&CDS=1-201	YGR183C
2442	OG0002442	snap_masked-NC_018298.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-1.51&CDS=1-1239	YGR185C
2443	OG0002443	genemark-NC_018298.1-processed-gene-1.117-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.117&CDS=1-1782	YCR088W
2444	OG0002444	genemark-NC_018298.1-processed-gene-1.142-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-1.142&CDS=1-1335	YGR189C
2445	OG0002445	genemark-NC_018298.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.3&CDS=1-888	YCL009C
2446	OG0002446	genemark-NC_018298.1-processed-gene-2.6-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.6&CDS=1-1692	YBR200W
2447	OG0002447	genemark-NC_018298.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.9&CDS=1-903	YGR060W
2448	OG0002448	genemark-NC_018298.1-processed-gene-2.11-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.11&CDS=1-801	YMR226C
2449	OG0002449	genemark-NC_018298.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.29&CDS=1-1083	YGL211W
2450	OG0002450	maker-NC_018298.1-augustus-gene-2.1-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-2.1&CDS=1-3396	YMR309C
2451	OG0002451	augustus_masked-NC_018298.1-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-2.98&CDS=1-2931	YLR195C
2452	OG0002452	genemark-NC_018298.1-processed-gene-2.33-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.33&CDS=1-1254	YOR303W
2453	OG0002453	genemark-NC_018298.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.14&CDS=1-786	YMR312W
2454	OG0002454	genemark-NC_018298.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.35&CDS=1-1638	YMR313C
2455	OG0002455	genemark-NC_018298.1-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.38&CDS=1-1086	YMR166C
2456	OG0002456	genemark-NC_018298.1-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.15&CDS=1-1314	YDL104C
2457	OG0002457	genemark-NC_018298.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.39&CDS=1-1146	YDL105W
2458	OG0002458	genemark-NC_018298.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.16&CDS=1-2199	YMR167W
2459	OG0002459	genemark-NC_018298.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.17&CDS=1-3153	YGR198W
2460	OG0002460	genemark-NC_018298.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.18&CDS=1-642	YJR014W
2461	OG0002461	genemark-NC_018298.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.20&CDS=1-966	YBR095C
2462	OG0002462	genemark-NC_018298.1-processed-gene-2.41-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.41&CDS=1-777	YBR088C
2463	OG0002463	genemark-NC_018298.1-processed-gene-2.42-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.42&CDS=1-531	YPR051W
2464	OG0002464	genemark-NC_018298.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.21&CDS=1-1077	YKL060C
2465	OG0002465	genemark-NC_018298.1-processed-gene-2.43-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.43&CDS=1-321	YBR091C
2466	OG0002466	genemark-NC_018298.1-processed-gene-2.22-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.22&CDS=1-2091	YBR094W
2467	OG0002467	genemark-NC_018298.1-processed-gene-2.23-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.23&CDS=1-2049	YKL054C
2468	OG0002468	genemark-NC_018298.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.24&CDS=1-3462	YPR049C
2469	OG0002469	genemark-NC_018298.1-processed-gene-2.46-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-2.46&CDS=1-1911	YML042W
2470	OG0002470	snap_masked-NC_018298.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-2.86&CDS=1-234	YDR379C-A
2471	OG0002471	genemark-NC_018298.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.75&CDS=1-1800	YJR107W
2472	OG0002472	snap_masked-NC_018298.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-3.16&CDS=1-1515	YDR376W
2473	OG0002473	genemark-NC_018298.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.82&CDS=1-2673	YOR211C
2474	OG0002474	genemark-NC_018298.1-processed-gene-3.94-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.94&CDS=1-2544	YPL126W
2475	OG0002475	snap_masked-NC_018298.1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-3.21&CDS=1-216	YOR210W
2476	OG0002476	augustus_masked-NC_018298.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-3.69&CDS=1-1383	YGR282C
2477	OG0002477	genemark-NC_018298.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.100&CDS=1-1383	YOR198C
2478	OG0002478	genemark-NC_018298.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.85&CDS=1-864	YPL117C
2479	OG0002479	snap_masked-NC_018298.1-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-3.25&CDS=1-1248	YOR196C
2480	OG0002480	snap_masked-NC_018298.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-3.26&CDS=1-2175	YPL116W
2481	OG0002481	genemark-NC_018298.1-processed-gene-3.87-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.87&CDS=1-3324	YPL115C
2482	OG0002482	maker-NC_018298.1-snap-gene-3.10-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-3.10&CDS=1-801	YOR194C
2483	OG0002483	genemark-NC_018298.1-processed-gene-3.102-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.102&CDS=1-2628	YBR179C
2484	OG0002484	snap_masked-NC_018298.1-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-3.28&CDS=1-639	YIR032C
2485	OG0002485	genemark-NC_018298.1-processed-gene-3.103-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.103&CDS=1-831	YFR043C
2486	OG0002486	genemark-NC_018298.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.89&CDS=1-2781	YGL233W
2487	OG0002487	genemark-NC_018298.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-3.90&CDS=1-825	YPL132W
2488	OG0002488	genemark-NC_018298.1-processed-gene-4.59-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.59&CDS=1-819	YCL057C-A
2489	OG0002489	genemark-NC_018298.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.62&CDS=1-1119	YKR038C
2490	OG0002490	augustus_masked-NC_018298.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-4.106&CDS=1-318	YGL030W
2491	OG0002491	genemark-NC_018298.1-processed-gene-4.67-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.67&CDS=1-1644	YER007W
2492	OG0002492	genemark-NC_018298.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.82&CDS=1-591	YER007C-A
2493	OG0002493	maker-NC_018298.1-augustus-gene-4.2-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-4.2&CDS=1-4839	YIR002C
2494	OG0002494	genemark-NC_018298.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.86&CDS=1-2061	YER005W
2495	OG0002495	augustus_masked-NC_018298.1-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-4.128&CDS=1-4668	YAL001C
2496	OG0002496	genemark-NC_018298.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.69&CDS=1-756	YGR001C
2497	OG0002497	genemark-NC_018298.1-processed-gene-4.88-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.88&CDS=1-636	YAL003W
2498	OG0002498	genemark-NC_018298.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.70&CDS=1-1689	YAL058W
2499	OG0002499	genemark-NC_018298.1-processed-gene-4.73-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.73&CDS=1-3537	YBR218C
2500	OG0002500	maker-NC_018298.1-augustus-gene-4.1-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-4.1&CDS=1-3114	YGL127C
2501	OG0002501	genemark-NC_018298.1-processed-gene-4.97-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.97&CDS=1-1320	YLR303W
2502	OG0002502	genemark-NC_018298.1-processed-gene-4.79-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.79&CDS=1-999	YPL034W
2503	OG0002503	genemark-NC_018298.1-processed-gene-4.98-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.98&CDS=1-1302	YDL084W
2504	OG0002504	genemark-NC_018298.1-processed-gene-4.99-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.99&CDS=1-816	YER023W
2505	OG0002505	genemark-NC_018298.1-processed-gene-4.81-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-4.81&CDS=1-2343	YJR119C
2506	OG0002506	maker-NC_018298.1-snap-gene-5.143-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-5.143&CDS=1-1503	YJR121W
2507	OG0002507	genemark-NC_018298.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.94&CDS=1-1395	YJR117W
2508	OG0002508	augustus_masked-NC_018298.1-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-5.2&CDS=1-1926	YDL087C
2509	OG0002509	maker-NC_018298.1-snap-gene-5.144-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-5.144&CDS=1-1575	YOL132W
2510	OG0002510	genemark-NC_018298.1-processed-gene-5.122-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.122&CDS=1-690	YER163C
2511	OG0002511	genemark-NC_018298.1-processed-gene-5.124-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.124&CDS=1-2826	YLR138W
2512	OG0002512	snap_masked-NC_018298.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-5.52&CDS=1-1236	YOR368W
2513	OG0002513	genemark-NC_018298.1-processed-gene-5.125-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.125&CDS=1-1044	YLR447C
2514	OG0002514	genemark-NC_018298.1-processed-gene-5.101-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.101&CDS=1-1164	YML071C
2515	OG0002515	augustus_masked-NC_018298.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-5.31&CDS=1-3312	YOR191W
2516	OG0002516	genemark-NC_018298.1-processed-gene-5.127-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.127&CDS=1-600	YLR292C
2517	OG0002517	genemark-NC_018298.1-processed-gene-5.103-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.103&CDS=1-1182	YIL116W
2518	OG0002518	genemark-NC_018298.1-processed-gene-5.104-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.104&CDS=1-744	YMR188C
2519	OG0002519	genemark-NC_018298.1-processed-gene-5.105-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.105&CDS=1-2160	YJL093C
2520	OG0002520	genemark-NC_018298.1-processed-gene-5.106-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.106&CDS=1-1389	YAL022C
2521	OG0002521	genemark-NC_018298.1-processed-gene-5.108-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.108&CDS=1-1617	YKL191W
2522	OG0002522	genemark-NC_018298.1-processed-gene-5.128-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.128&CDS=1-507	YML055W
2523	OG0002523	genemark-NC_018298.1-processed-gene-5.110-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.110&CDS=1-1944	YLR427W
2524	OG0002524	genemark-NC_018298.1-processed-gene-5.130-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.130&CDS=1-3147	YJR132W
2525	OG0002525	maker-NC_018298.1-augustus-gene-5.150-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-5.150&CDS=1-2718	YGR202C
2526	OG0002526	genemark-NC_018298.1-processed-gene-5.113-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.113&CDS=1-450	YGR203W
2527	OG0002527	genemark-NC_018298.1-processed-gene-5.134-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.134&CDS=1-486	YLR008C
2528	OG0002528	genemark-NC_018298.1-processed-gene-5.114-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.114&CDS=1-624	YLR009W
2529	OG0002529	genemark-NC_018298.1-processed-gene-5.115-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.115&CDS=1-456	YBR167C
2530	OG0002530	genemark-NC_018298.1-processed-gene-5.117-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.117&CDS=1-1371	YMR027W
2531	OG0002531	genemark-NC_018298.1-processed-gene-5.139-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.139&CDS=1-384	YKL058W
2532	OG0002532	genemark-NC_018298.1-processed-gene-5.119-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.119&CDS=1-1086	YMR028W
2533	OG0002533	augustus_masked-NC_018298.1-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-5.43&CDS=1-3279	YKL057C
2534	OG0002534	genemark-NC_018298.1-processed-gene-5.120-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.120&CDS=1-1245	YKL059C
2535	OG0002535	genemark-NC_018298.1-processed-gene-5.121-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-5.121&CDS=1-1296	YLR438W
2536	OG0002536	genemark-NC_018298.1-processed-gene-6.88-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.88&CDS=1-1857	YDR244W
2537	OG0002537	genemark-NC_018298.1-processed-gene-6.89-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.89&CDS=1-2541	YCL030C
2538	OG0002538	genemark-NC_018298.1-processed-gene-6.91-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.91&CDS=1-6189	YDR245W
2539	OG0002539	genemark-NC_018298.1-processed-gene-6.92-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.92&CDS=1-1113	YHR076W
2540	OG0002540	genemark-NC_018298.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.93&CDS=1-1512	YDR323C
2541	OG0002541	genemark-NC_018298.1-processed-gene-6.95-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.95&CDS=1-984	YMR041C
2542	OG0002542	genemark-NC_018298.1-processed-gene-6.96-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.96&CDS=1-507	YMR039C
2543	OG0002543	maker-NC_018298.1-snap-gene-6.38-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-6.38&CDS=1-2838	YKL064W
2544	OG0002544	genemark-NC_018298.1-processed-gene-6.117-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.117&CDS=1-2883	YCR030C
2545	OG0002545	genemark-NC_018298.1-processed-gene-6.99-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.99&CDS=1-1509	YNL142W
2546	OG0002546	snap_masked-NC_018298.1-processed-gene-6.62-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-6.62&CDS=1-2796	YIL140W
2547	OG0002547	genemark-NC_018298.1-processed-gene-6.106-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.106&CDS=1-1164	YBR221C
2548	OG0002548	genemark-NC_018298.1-processed-gene-6.107-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.107&CDS=1-1650	YBR220C
2549	OG0002549	genemark-NC_018298.1-processed-gene-6.109-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.109&CDS=1-1539	YCR072C
2550	OG0002550	genemark-NC_018298.1-processed-gene-6.110-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.110&CDS=1-3858	YMR109W
2551	OG0002551	augustus_masked-NC_018298.1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-6.22&CDS=1-6591	YNR039C
2552	OG0002552	genemark-NC_018298.1-processed-gene-6.112-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.112&CDS=1-1377	YOL140W
2553	OG0002553	snap_masked-NC_018298.1-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-6.82&CDS=1-219	YNR032C-A
2554	OG0002554	maker-NC_018298.1-augustus-gene-6.127-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-6.127&CDS=1-2514	YCR071C
2555	OG0002555	genemark-NC_018298.1-processed-gene-6.122-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.122&CDS=1-2439	YCR077C
2556	OG0002556	genemark-NC_018298.1-processed-gene-6.123-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.123&CDS=1-2277	YNR033W
2557	OG0002557	genemark-NC_018298.1-processed-gene-6.124-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.124&CDS=1-4626	YDL058W
2558	OG0002558	genemark-NC_018298.1-processed-gene-6.116-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-6.116&CDS=1-684	YDL059C
2559	OG0002559	augustus_masked-NC_018298.1-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-7.93&CDS=1-4683	YLR384C
2560	OG0002560	genemark-NC_018298.1-processed-gene-7.73-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.73&CDS=1-753	YDR302W
2561	OG0002561	genemark-NC_018298.1-processed-gene-7.57-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.57&CDS=1-3981	YDR301W
2562	OG0002562	augustus_masked-NC_018298.1-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-7.97&CDS=1-1527	YBL040C
2563	OG0002563	augustus_masked-NC_018298.1-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-7.112&CDS=1-951	YBL041W
2564	OG0002564	augustus_masked-NC_018298.1-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-7.99&CDS=1-2394	YNL085W
2565	OG0002565	genemark-NC_018298.1-processed-gene-7.77-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.77&CDS=1-3726	YDR335W
2566	OG0002566	genemark-NC_018298.1-processed-gene-7.64-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.64&CDS=1-2172	YJL012C
2567	OG0002567	snap_masked-NC_018298.1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-7.37&CDS=1-870	YHR067W
2568	OG0002568	genemark-NC_018298.1-processed-gene-7.66-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.66&CDS=1-888	YHR088W
2569	OG0002569	genemark-NC_018298.1-processed-gene-7.80-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.80&CDS=1-2310	YGR261C
2570	OG0002570	genemark-NC_018298.1-processed-gene-7.81-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.81&CDS=1-2985	YGR258C
2571	OG0002571	genemark-NC_018298.1-processed-gene-7.68-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.68&CDS=1-681	YDL212W
2572	OG0002572	maker-NC_018298.1-snap-gene-7.6-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-7.6&CDS=1-1017	YNL177C
2573	OG0002573	genemark-NC_018298.1-processed-gene-7.84-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.84&CDS=1-354	YBL049W
2574	OG0002574	genemark-NC_018298.1-processed-gene-7.85-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-7.85&CDS=1-2244	YNL186W
2575	OG0002575	snap_masked-NC_018298.1-processed-gene-7.48-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-7.48&CDS=1-2526	YHR073W
2576	OG0002576	genemark-NC_018298.1-processed-gene-8.70-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.70&CDS=1-1050	YHR069C
2577	OG0002577	genemark-NC_018298.1-processed-gene-8.51-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.51&CDS=1-1365	YHR070W
2578	OG0002578	genemark-NC_018298.1-processed-gene-8.71-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.71&CDS=1-1185	YGL143C
2579	OG0002579	genemark-NC_018298.1-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.72&CDS=1-1335	YDR316W
