	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034865_Zygosaccharomyces_kombuchaensis
3476	OG0003476	YOR358W	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.43&CDS=1-480
3477	OG0003477	YOR359W	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.41&CDS=1-1554
3478	OG0003478	YOR360C	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.19&CDS=1-1581
3479	OG0003479	YOR361C	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.17&CDS=1-2205
3480	OG0003480	YOR362C	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.16&CDS=1-849
3481	OG0003481	YOR368W	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.167&CDS=1-1197
3482	OG0003482	YOR369C	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.197&CDS=1-435
3483	OG0003483	YOR370C	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.198-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.198&CDS=1-1800
3484	OG0003484	YOR371C	snap_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.131&CDS=1-2502
3485	OG0003485	YOR372C	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.200&CDS=1-1668
3486	OG0003486	YOR373W	augustus_masked-NODE_165_length_2715_cov_6.49662_ID_329-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_165_length_2715_cov_6.49662_ID_329-processed-gene-0.0&CDS=1-2331
3487	OG0003487	YOR378W	genemark-NODE_35_length_98866_cov_10.0283_ID_69-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_35_length_98866_cov_10.0283_ID_69-processed-gene-0.80&CDS=1-1548
3488	OG0003488	YOR386W	genemark-NODE_136_length_8205_cov_9.79975_ID_271-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_136_length_8205_cov_9.79975_ID_271-processed-gene-0.1&CDS=1-1701
3489	OG0003489	YPL001W	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.49&CDS=1-1167
3490	OG0003490	YPL002C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.70&CDS=1-705
3491	OG0003491	YPL003W	snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.8&CDS=1-1410
3492	OG0003492	YPL005W	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.46&CDS=1-1980
3493	OG0003493	YPL006W	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.45&CDS=1-3528
3494	OG0003494	YPL007C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.67&CDS=1-1743
3495	OG0003495	YPL008W	snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.5&CDS=1-2382
3496	OG0003496	YPL009C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.41&CDS=1-3033
3497	OG0003497	YPL010W	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.64&CDS=1-567
3498	OG0003498	YPL011C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.42&CDS=1-1062
3499	OG0003499	YPL012W	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.65&CDS=1-3645
3500	OG0003500	YPL013C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.43&CDS=1-357
3501	OG0003501	YPL014W	snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.28&CDS=1-1104
3502	OG0003502	YPL016W	genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.46&CDS=1-3378
3503	OG0003503	YPL018W	snap_masked-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_12_length_156093_cov_10.091_ID_23-processed-gene-0.113&CDS=1-885
3504	OG0003504	YPL020C	genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_53_length_73757_cov_10.8164_ID_105-processed-gene-0.40&CDS=1-1746
3505	OG0003505	YPL022W	genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.56&CDS=1-3129
3506	OG0003506	YPL023C	genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.47&CDS=1-1986
3507	OG0003507	YPL024W	genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_81_length_42220_cov_10.5468_ID_161-processed-gene-0.57&CDS=1-699
3508	OG0003508	YPL026C	genemark-NODE_18_length_133720_cov_10.4426_ID_35-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_18_length_133720_cov_10.4426_ID_35-processed-gene-0.144&CDS=1-1218
3509	OG0003509	YPL030W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.12&CDS=1-1620
3510	OG0003510	YPL031C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.38&CDS=1-939
3511	OG0003511	YPL032C	maker-NODE_31_length_109248_cov_10.3659_ID_61-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_109248_cov_10.3659_ID_61-snap-gene-0.2&CDS=1-2649
3512	OG0003512	YPL033C	snap_masked-NODE_77_length_48489_cov_10.3179_ID_153-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_77_length_48489_cov_10.3179_ID_153-processed-gene-0.54&CDS=1-858
3513	OG0003513	YPL034W	genemark-NODE_77_length_48489_cov_10.3179_ID_153-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_77_length_48489_cov_10.3179_ID_153-processed-gene-0.2&CDS=1-603
3514	OG0003514	YPL037C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.36&CDS=1-486
3515	OG0003515	YPL040C	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.152&CDS=1-5223
3516	OG0003516	YPL043W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.8&CDS=1-2106
3517	OG0003517	YPL045W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.7&CDS=1-2385
3518	OG0003518	YPL046C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.31&CDS=1-324
3519	OG0003519	YPL050C	genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.24&CDS=1-1188
3520	OG0003520	YPL054W	genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.41&CDS=1-960
3521	OG0003521	YPL057C	genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_79_length_46407_cov_10.0834_ID_157-processed-gene-0.31&CDS=1-1056
3522	OG0003522	YPL059W	genemark-NODE_102_length_27121_cov_10.1562_ID_203-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_102_length_27121_cov_10.1562_ID_203-processed-gene-0.22&CDS=1-420
3523	OG0003523	YPL063W	genemark-NODE_102_length_27121_cov_10.1562_ID_203-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_102_length_27121_cov_10.1562_ID_203-processed-gene-0.28&CDS=1-1416
3524	OG0003524	YPL064C	augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.45&CDS=1-735
3525	OG0003525	YPL065W	genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.75&CDS=1-657
3526	OG0003526	YPL066W	snap_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_27_length_119109_cov_10.1131_ID_53-processed-gene-0.141&CDS=1-1350
3527	OG0003527	YPL067C	augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.28&CDS=1-555
3528	OG0003528	YPL069C	genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.88&CDS=1-966
3529	OG0003529	YPL070W	genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.77&CDS=1-1749
3530	OG0003530	YPL071C	augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.25&CDS=1-432
3531	OG0003531	YPL075W	genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_74_length_49301_cov_9.68972_ID_147-processed-gene-0.73&CDS=1-2286
3532	OG0003532	YPL076W	genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.52&CDS=1-852
3533	OG0003533	YPL077C	augustus_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.62&CDS=1-1053
3534	OG0003534	YPL082C	genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.47&CDS=1-5646
3535	OG0003535	YPL083C	genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.45&CDS=1-1314
3536	OG0003536	YPL084W	genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.33&CDS=1-2475
3537	OG0003537	YPL085W	augustus_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.55&CDS=1-7479
3538	OG0003538	YPL086C	genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_73_length_49852_cov_10.3634_ID_145-processed-gene-0.43&CDS=1-1683
3539	OG0003539	YPL091W	augustus_masked-NODE_167_length_2630_cov_9.59534_ID_333-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_167_length_2630_cov_9.59534_ID_333-processed-gene-0.1&CDS=1-792
3540	OG0003540	YPL092W	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.160&CDS=1-1311
3541	OG0003541	YPL093W	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.158&CDS=1-1941
3542	OG0003542	YPL094C	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.192&CDS=1-819
3543	OG0003543	YPL097W	maker-NODE_7_length_230505_cov_10.5646_ID_13-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_230505_cov_10.5646_ID_13-snap-gene-1.0&CDS=1-2400
3544	OG0003544	YPL098C	maker-NODE_7_length_230505_cov_10.5646_ID_13-augustus-gene-1.125-mRNA-1_1&gene=maker-NODE_7_length_230505_cov_10.5646_ID_13-augustus-gene-1.125&CDS=1-876
3545	OG0003545	YPL100W	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.155&CDS=1-1281
3546	OG0003546	YPL101W	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.154&CDS=1-1305
3547	OG0003547	YPL103C	snap_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.115&CDS=1-1341
3548	OG0003548	YPL104W	augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.22&CDS=1-3798
3549	OG0003549	YPL105C	genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_7_length_230505_cov_10.5646_ID_13-processed-gene-1.185&CDS=1-2199
3550	OG0003550	YPL106C	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.160&CDS=1-2082
3551	OG0003551	YPL107W	genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.191&CDS=1-684
3552	OG0003552	YPL110C	augustus_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_133711_cov_10.4439_ID_37-processed-gene-0.29&CDS=1-5823
3553	OG0003553	YPL111W	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.12&CDS=1-927
3554	OG0003554	YPL113C	augustus_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.128&CDS=1-2115
3555	OG0003555	YPL115C	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.32&CDS=1-3132
3556	OG0003556	YPL116W	maker-NODE_39_length_93005_cov_10.5104_ID_77-augustus-gene-0.95-mRNA-1_1&gene=maker-NODE_39_length_93005_cov_10.5104_ID_77-augustus-gene-0.95&CDS=1-3180
3557	OG0003557	YPL117C	snap_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.77&CDS=1-831
3558	OG0003558	YPL118W	genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.6&CDS=1-1065
3559	OG0003559	YPL121C	snap_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.73&CDS=1-693
3560	OG0003560	YPL122C	augustus_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_39_length_93005_cov_10.5104_ID_77-processed-gene-0.120&CDS=1-1527
3561	OG0003561	YPL123C	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.57&CDS=1-1281
3562	OG0003562	YPL125W	maker-NODE_22_length_126497_cov_9.96507_ID_43-augustus-gene-0.146-mRNA-1_1&gene=maker-NODE_22_length_126497_cov_9.96507_ID_43-augustus-gene-0.146&CDS=1-6903
3563	OG0003563	YPL127C	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.55&CDS=1-942
3564	OG0003564	YPL128C	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.54&CDS=1-1602
3565	OG0003565	YPL129W	augustus_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.157&CDS=1-4035
3566	OG0003566	YPL131W	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.10&CDS=1-894
3567	OG0003567	YPL132W	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.9&CDS=1-756
3568	OG0003568	YPL133C	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.50&CDS=1-993
3569	OG0003569	YPL138C	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.46&CDS=1-1023
3570	OG0003570	YPL144W	snap_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.73&CDS=1-357
3571	OG0003571	YPL147W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.30&CDS=1-2607
3572	OG0003572	YPL149W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.29&CDS=1-870
3573	OG0003573	YPL150W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.28&CDS=1-2757
3574	OG0003574	YPL151C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.58&CDS=1-1290
3575	OG0003575	YPL152W	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.145&CDS=1-2259
3576	OG0003576	YPL153C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.56&CDS=1-2274
3577	OG0003577	YPL154C	maker-NODE_31_length_109248_cov_10.3659_ID_61-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_31_length_109248_cov_10.3659_ID_61-snap-gene-0.4&CDS=1-3162
3578	OG0003578	YPL157W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.23&CDS=1-873
3579	OG0003579	YPL158C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.54&CDS=1-2109
3580	OG0003580	YPL159C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.53&CDS=1-705
3581	OG0003581	YPL160W	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.143&CDS=1-4272
3582	OG0003582	YPL161C	snap_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.117&CDS=1-1740
3583	OG0003583	YPL162C	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.51&CDS=1-783
3584	OG0003584	YPL164C	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.163&CDS=1-2256
3585	OG0003585	YPL165C	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.162&CDS=1-981
3586	OG0003586	YPL166W	genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.17&CDS=1-582
3587	OG0003587	YPL167C	augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.161&CDS=1-4080
3588	OG0003588	YPL168W	snap_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_31_length_109248_cov_10.3659_ID_61-processed-gene-0.84&CDS=1-1170
3589	OG0003589	YPL169C	augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.32&CDS=1-2490
3590	OG0003590	YPL173W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.72&CDS=1-888
3591	OG0003591	YPL174C	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.50&CDS=1-1884
3592	OG0003592	YPL175W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-0.74&CDS=1-1323
3593	OG0003593	YPL177C	genemark-NODE_119_length_14558_cov_8.34131_ID_237-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_119_length_14558_cov_8.34131_ID_237-processed-gene-0.17&CDS=1-756
3594	OG0003594	YPL178W	genemark-NODE_120_length_14333_cov_9.03978_ID_239-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_120_length_14333_cov_9.03978_ID_239-processed-gene-0.9&CDS=1-621
3595	OG0003595	YPL180W	snap_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.142&CDS=1-2166
3596	OG0003596	YPL181W	genemark-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_5_length_237353_cov_10.2062_ID_9-processed-gene-1.66&CDS=1-1416
3597	OG0003597	YPL183C	genemark-NODE_88_length_38809_cov_10.1275_ID_175-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_88_length_38809_cov_10.1275_ID_175-processed-gene-0.25&CDS=1-3114
3598	OG0003598	YPL183W-A	snap_masked-NODE_88_length_38809_cov_10.1275_ID_175-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_88_length_38809_cov_10.1275_ID_175-processed-gene-0.4&CDS=1-264
